Time,s2,s9,s10,s11,s13,species_1,species_2,species_3,species_4,species_12,T,T2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,default,re12,re13,re14,re15,re16,re18,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,291.0,296.0,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.14177577872141145,3.3383874711458015,1.4177577872141145,2.5992226098925437,0.8860986170088216,8.987966268469464,30.331950348669878,17.975932536938927,1.520276035486759,15.964184394036778,6.385673757614711,0.7982092197018389,0.7982092197018389
0.01,1.0,1.0233281803369747,1.0633380976719227,0.8514510272792166,1.0,1.1281641350857612,1.0,0.8595805482422729,1.0754781769458925,1.2891357891258066,291.0,296.0130899544371,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.15089108689205327,4.160828038107253,1.440930748718392,2.6276449018220327,0.804971752505298,9.211531793445076,30.36848773833373,11.218966311608515,1.7169709383740788,17.293128808065937,6.77367254676246,0.6869516141948856,0.738824263185815
0.02,1.0,1.0539611898543424,1.1288856693467775,0.7516278876227295,1.0,1.2418795048583573,1.0,0.7703390236047148,1.1005818758142971,1.5921231560923192,291.0,296.0261798191571,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.16033646584503117,4.8581773365204,1.4704989096005943,2.654406116309918,0.7442336911530044,9.50160486538847,30.405065652392445,7.846753537940489,1.8920746882369375,18.390612356517167,6.905974549304594,0.616373910192138,0.6963343201203289
0.03,1.0,1.0907464867347656,1.1972661570427523,0.6781860361531308,1.0,1.3436469242051734,1.0,0.7094499917714274,1.0993333674579668,1.9054656094131308,291.0,296.03926950444355,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.17020140758404034,5.459649553330384,1.5050611107648924,2.6798265655942024,0.6958700115109048,9.848079091882898,30.44168388063489,5.892195872458107,2.0493309138786615,19.31528303378428,6.9081390675709455,0.5683382204901268,0.6649369367058033
0.04,1.0,1.1327893899058026,1.2690104996320346,0.6209212692171145,1.0,1.4353275439415432,1.0,0.6663692383316284,1.0828358043049158,2.226876334550129,291.0,296.05235892058124,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.1805625618673346,5.985717959533871,1.5434825385290962,2.7041170652465607,0.655753917154583,10.24311773364584,30.478342211770048,4.6462331717241,2.1915228850534056,20.10674926948063,6.8347756363237675,0.5344692022438928,0.6414775188469084
0.05,1.0,1.1793796696225693,1.344577380052057,0.5744310208595692,1.0,1.5183628722916522,1.0,0.635432926183004,1.0570282859025883,2.5547317577639648,291.0,296.0654479778567,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.19148656117219864,6.451132185928378,1.5848384459812928,2.727415537864726,0.6214979169750727,10.680506284005391,30.515040433425213,3.79763903993674,2.3208045891346814,20.79297110423566,6.714003615108189,0.510270037768528,0.6240183007192667
0.06,1.0,1.2299423961605722,1.4243678331198832,0.5355574685274229,1.0,1.5939010847338853,1.0,0.6132722696882483,1.0254102096381739,2.8878200743861258,291.0,296.0785365865591,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.2030320572031522,6.866771631827461,1.6283723048707917,2.7498114450409044,0.5916075754433886,11.155219115544472,30.551778332145805,3.1907208982798676,2.43889057570317,21.394364687944012,6.562042042867172,0.49306732738861325,0.6112636244394065
0.07,1.0,1.2840040559166699,1.5087360160176129,0.5023192557920356,1.0,1.6628763326957317,1.0,0.5977300483804057,0.9901884716936096,3.2252061006398622,291.0,296.0916246569805,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.21525122103498018,7.24082319276742,1.6734638353421574,2.771362468151284,0.5650931562071027,11.66312082276722,30.5885556933936,2.7399530223543564,2.5471750451127977,21.926247956898408,6.389049945374053,0.4811499703815498,0.6022919464640276
0.08,1.0,1.3411685456556046,1.5979973133897387,0.4734045748994923,1.0,1.7260616354816969,1.0,0.5873445971983097,0.9528260004939071,3.5661507859256547,291.0,296.10471209941676,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.2281908708316865,7.57956395114552,1.7196040163280213,2.7921060398208235,0.5412704950001763,12.200754679348886,30.625372301546122,2.3949211007074385,2.6468112070321714,22.40037536458862,6.201807763425124,0.47335913048683886,0.5964163437760468
0.09,1.0,1.4010998883756471,1.692434529779621,0.4479077854854923,1.0,1.7841056150834602,1.0,0.5810805474017683,0.9143289105419654,3.910059884845969,291.0,296.11779882416806,1.0,0.5,8.31447,10.0,24.0,50000.0,84000.0,1.0,60000.0,67000.0,1.0,0.2418933323569328,7.887888283732899,1.7663753121085985,2.812067328148067,0.5196507940761379,12.765190386956945,30.66222793989603,2.1242310536736486,2.7387663555641675,22.825940061316288,6.005073601024468,0.4688743209440152,0.5931061788275478
