T,H,M,N,V,VEX
9775.0,0.495897,0.072694547,0.36102191,2.7343819,-3.292115
9800.0,0.5038693,0.070876054,0.35751939,2.512176,-2.9449964
9825.0,0.51185286,0.0690981,0.35402149,2.2900331,-2.5913393
9850.0,0.51982701,0.067362994,0.3505356,2.0683486,-2.2319288
9875.0,0.52777153,0.06567312,0.34706908,1.847555,-1.8675629
9900.0,0.53566748,0.064030401,0.34362876,1.6280581,-1.4990505
9925.0,0.54349709,0.062436286,0.34022087,1.4102349,-1.1272099
9950.0,0.55124384,0.060891837,0.33685118,1.1944364,-0.75286651
9975.0,0.55889243,0.059397765,0.33352506,0.98099005,-0.37685159
10000.0,0.56642866,0.057954479,0.3302474,0.77020186,2.5915141e-09
10025.0,0.57383943,0.056562152,0.32702282,0.56235939,0.37685162
10050.0,0.58111262,0.055220727,0.32385546,0.35773376,0.75286651
10075.0,0.58823729,0.053929985,0.32074934,0.15658195,1.1272099
10100.0,0.5952031,0.052689567,0.31770808,-0.040851008,1.4990505
10125.0,0.60200089,0.051498998,0.31473508,-0.23433025,1.8675629
10150.0,0.60862213,0.050357714,0.31183365,-0.42362931,2.2319288
10175.0,0.61505902,0.049265094,0.30900684,-0.60852855,2.5913393
10200.0,0.62130439,0.048220463,0.30625752,-0.78881383,2.9449964
10225.0,0.62735176,0.047223125,0.30358851,-0.96427548,3.292115
10250.0,0.63319516,0.046272356,0.3010025,-1.1347072,3.6319239
10275.0,0.63882923,0.045367438,0.29850203,-1.2999054,3.9636693
10300.0,0.6442489,0.04450766,0.29608962,-1.4596688,4.2866144
10325.0,0.64944959,0.043692313,0.29376769,-1.6137977,4.6000419
10350.0,0.65442717,0.042920716,0.2915386,-1.7620944,4.9032564
10375.0,0.65917778,0.042192213,0.28940466,-1.9043627,5.1955843
10400.0,0.66369784,0.041506168,0.28736809,-2.0404088,5.476377
10425.0,0.66798413,0.040861987,0.28543109,-2.1700408,5.7450104
10450.0,0.67203361,0.040259097,0.28359577,-2.2930698,6.0008883
10475.0,0.67584366,0.039696977,0.28186423,-2.4093111,6.2434435
10500.0,0.67941159,0.039175123,0.28023839,-2.5185833,6.472136
10525.0,0.6827352,0.038693085,0.2787202,-2.6207113,6.6864591
10550.0,0.68581235,0.038250439,0.27731153,-2.7155256,6.8859363
10575.0,0.68864113,0.0378468,0.27601409,-2.8028648,7.0701251
10600.0,0.69121969,0.037481822,0.27482954,-2.8825753,7.2386165
10625.0,0.69354653,0.037155192,0.27375942,-2.9545135,7.391036
10650.0,0.69562024,0.036866631,0.27280515,-3.0185466,7.5270462
10675.0,0.69743949,0.036615901,0.27196804,-3.0745535,7.6463442
10700.0,0.69900322,0.036402792,0.27124923,-3.1224258,7.7486653
10725.0,0.70031053,0.036227133,0.27064976,-3.1620691,7.8337827
10750.0,0.70136046,0.036088776,0.27017045,-3.1934042,7.9015069
10775.0,0.70215255,0.035987619,0.26981205,-3.216367,7.9516878
10800.0,0.70268613,0.035923582,0.26957506,-3.2309091,7.9842138
10825.0,0.70296097,0.035896618,0.2694599,-3.2369998,7.9990129
10850.0,0.70297682,0.035906717,0.26946676,-3.2346244,7.9960523
10875.0,0.70273358,0.035953894,0.26959562,-3.2237854,7.9753385
10900.0,0.70223141,0.036038201,0.26984638,-3.2045028,7.9369178
10925.0,0.70147049,0.036159713,0.2702187,-3.1768131,7.8808746
10950.0,0.70045125,0.036318544,0.27071208,-3.1407692,7.8073339
10975.0,0.69917417,0.036514837,0.27132589,-3.0964406,7.7164593
11000.0,0.69764,0.036748774,0.27205926,-3.0439107,7.6084523
11025.0,0.69584948,0.03702056,0.27291131,-2.9832792,7.4835525
11050.0,0.69380361,0.037330441,0.27388084,-2.9146581,7.3420372
11075.0,0.69150358,0.037678692,0.27496663,-2.8381724,7.1842208
11100.0,0.6889506,0.038065627,0.27616727,-2.7539587,7.0104532
11125.0,0.6861462,0.038491599,0.27748129,-2.6621635,6.8211212
11150.0,0.683092,0.038956989,0.27890706,-2.5629432,6.6166444
11175.0,0.67978972,0.03946222,0.28044283,-2.4564617,6.3974771
11200.0,0.67624134,0.040007755,0.28208688,-2.3428903,6.1641059
11225.0,0.67244911,0.040594086,0.28383723,-2.2224059,5.9170489
11250.0,0.66841531,0.041221753,0.28569195,-2.0951905,5.6568542
11275.0,0.66414249,0.041891322,0.28764904,-1.9614301,5.3841
11300.0,0.65963358,0.042603407,0.28970632,-1.8213136,5.0993919
11325.0,0.65489149,0.043358646,0.29186171,-1.6750332,4.8033619
11350.0,0.64991969,0.044157714,0.29411298,-1.5227824,4.4966669
11375.0,0.64472175,0.045001306,0.29645783,-1.3647573,4.1799884
11400.0,0.6393016,0.04589016,0.29889393,-1.2011551,3.8540294
11425.0,0.63366371,0.04682501,0.3014189,-1.0321748,3.5195134
11450.0,0.62781274,0.047806617,0.30403027,-0.85801739,3.1771832
11475.0,0.62175387,0.048835739,0.30672547,-0.67888635,2.8277988
11500.0,0.61549288,0.049913131,0.30950183,-0.49498802,2.472136
11525.0,0.60903597,0.051039521,0.31235659,-0.3065328,2.1109843
11550.0,0.60239005,0.052215602,0.31528687,-0.11373608,1.7451459
11575.0,0.5955627,0.053442024,0.31828961,0.083180375,1.3754328
11600.0,0.58856219,0.054719351,0.32136154,0.28398687,1.0026659
11625.0,0.58139759,0.056048047,0.32449928,0.48844394,0.62767279
11650.0,0.57407892,0.057428449,0.32769904,0.69630045,0.25128606
11675.0,0.56661719,0.058860742,0.33095691,0.90729147,-0.12565854
11700.0,0.55902433,0.060344893,0.33426857,1.1211356,-0.50232416
11725.0,0.55131358,0.061880652,0.33762941,1.3375325,-0.87787449
11750.0,0.54349911,0.063467458,0.34103432,1.5561607,-1.2514757
11775.0,0.53559649,0.065104432,0.34447783,1.7766738,-1.6222984
11800.0,0.52762264,0.066790283,0.34795395,1.9986987,-1.9895191
11825.0,0.51959562,0.06852328,0.35145617,2.2218318,-2.3523226
11850.0,0.51153517,0.070301153,0.35497734,2.4456372,-2.7099035
11875.0,0.50346208,0.072121076,0.35850978,2.6696432,-3.0614674
11900.0,0.49539882,0.073979549,0.36204511,2.8933411,-3.4062343
11925.0,0.48736903,0.075872362,0.36557433,3.1161819,-3.7434385
11950.0,0.47939762,0.077794529,0.3690877,3.3375766,-4.0723314
11975.0,0.4715108,0.079740241,0.37257478,3.5568953,-4.3921824
12000.0,0.46373567,0.081702784,0.37602448,3.7734656,-4.702282
12025.0,0.45610037,0.083674558,0.37942508,3.9865768,-5.0019412
12050.0,0.44863358,0.085647024,0.38276416,4.1954799,-5.2904949
12075.0,0.44136459,0.087610744,0.38602883,4.3993917,-5.5673022
12100.0,0.43432271,0.089555368,0.38920572,4.5975003,-5.831749
12125.0,0.42753735,0.091469742,0.39228106,4.7889705,-6.0832477
12150.0,0.42103741,0.093341954,0.39524087,4.97295,-6.3212399
12175.0,0.41485119,0.095159501,0.39807105,5.1485806,-6.545198
12200.0,0.40900603,0.096909374,0.40075761,5.3150048,-6.7546234
12225.0,0.403528,0.098578319,0.4032867,5.4713759,-6.9490523
12250.0,0.39844164,0.10015296,0.40564486,5.6168714,-7.1280522
12275.0,0.39376983,0.10162009,0.40781924,5.7506995,-7.2912264
12300.0,0.38953343,0.10296687,0.40979767,5.8721147,-7.4382119
12325.0,0.38575125,0.10418106,0.41156888,5.9804235,-7.5686827
12350.0,0.38243988,0.10525132,0.41312265,6.0749979,-7.6823497
12375.0,0.37961367,0.10616738,0.41444993,6.1552815,-7.7789593
12400.0,0.3772845,0.10692016,0.41554287,6.2207866,-7.8582978
12425.0,0.37546045,0.10750414,0.41639617,6.2712884,-7.9201894
12450.0,0.37416875,0.10791018,0.41699263,6.3065014,-7.9644957
12475.0,0.37341639,0.10783186,0.41730598,6.2966919,-7.9911189
12500.0,0.36897922,0.11272804,0.42021665,6.7015877,-8.0
12525.0,0.37221694,0.058342498,0.4332231,1.0523739,-7.9911189
12550.0,0.22546792,0.90041184,0.56447959,101.30106,-7.9644957
12575.0,0.35575911,0.052794542,0.45166183,0.18226124,-7.9201894
12600.0,0.382063,0.1779142,0.42095098,13.571769,-7.8582978
12625.0,0.32162395,0.046437319,0.48304123,-0.92694235,-7.7789593
12650.0,0.41500577,0.11415237,0.40108588,7.3691492,-7.6823497
12675.0,0.25387424,0.039321635,0.5481196,-2.3572328,-7.5686827
12700.0,0.42944172,0.085378028,0.39317513,4.4666529,-7.4382119
12725.0,0.11062382,0.057411358,0.69614512,-3.7130797,-7.2912264
12750.0,0.41383874,0.061026376,0.40760568,1.4527277,-7.1280522
12775.0,0.37454087,0.23157252,0.42739618,19.333921,-6.9490523
12800.0,0.30975688,0.039003398,0.50012535,-2.3966932,-6.7546234
12825.0,0.44876635,0.078855485,0.38356292,3.7244084,-6.545198
12850.0,0.11897606,0.98837894,0.72770101,69.261551,-6.3212399
12875.0,0.34151039,0.038224146,0.47539368,-2.5484738,-6.0832477
12900.0,0.46226212,0.070558287,0.3773025,2.7209253,-5.831749
12925.0,0.43354493,0.12536661,0.39531663,8.2656555,-5.5673022
12950.0,0.068760693,0.4820393,0.74647951,7.4547215,-5.2904949
12975.0,0.28028074,0.029232338,0.53424394,-4.7818227,-5.0019412
13000.0,0.47163531,0.080432609,0.36845407,3.780278,-4.702282
13025.0,0.47029448,0.076420434,0.37178087,3.18574,-4.3921824
13050.0,0.47710681,0.07696642,0.36937088,3.2333069,-4.0723314
13075.0,0.48530033,0.07520555,0.36570227,3.0330441,-3.7434385
13100.0,0.49324924,0.073309585,0.36218691,2.8084755,-3.4062343
13125.0,0.50120974,0.071477555,0.3586866,2.586226,-3.0614674
13150.0,0.50919163,0.069686115,0.35518652,2.3640509,-2.7099032
13175.0,0.51717126,0.067936443,0.35169578,2.1421654,-2.3523226
13200.0,0.52512783,0.066231258,0.34822202,1.9210283,-1.9895191
13225.0,0.53304201,0.06457264,0.34477225,1.7010558,-1.6222984
13250.0,0.54089564,0.062962182,0.34135285,1.4826344,-1.2514757
13275.0,0.54867178,0.061401084,0.33796981,1.2661237,-0.87787449
13300.0,0.55635476,0.059890158,0.33462861,1.0518582,-0.50232416
13325.0,0.56392992,0.058429915,0.33133429,0.84015113,-0.12565854
13350.0,0.57138389,0.057020597,0.3280915,0.63129586,0.25128609
13375.0,0.57870424,0.055662222,0.32490465,0.42556873,0.62767279
13400.0,0.58587956,0.054354619,0.32177767,0.22323121,1.0026659
13425.0,0.59289938,0.053097475,0.31871438,0.024532083,1.3754328
13450.0,0.59975421,0.051890347,0.31571829,-0.1702906,1.7451459
13475.0,0.60643518,0.050732706,0.31279266,-0.36100778,2.1109843
13500.0,0.61293429,0.049623936,0.30994064,-0.54739761,2.472136
13525.0,0.61924428,0.048563384,0.30716518,-0.72924441,2.8277988
13550.0,0.62535834,0.047550362,0.30446911,-0.90633702,3.1771832
13575.0,0.63127041,0.046584148,0.30185512,-1.0784681,3.5195134
13600.0,0.63697481,0.045664027,0.29932585,-1.2454333,3.8540294
13625.0,0.64246643,0.044789281,0.29688382,-1.4070306,4.1799884
13650.0,0.64774066,0.0439592,0.29453146,-1.5630597,4.4966669
13675.0,0.65279305,0.043173097,0.29227117,-1.7133223,4.8033619
13700.0,0.65761971,0.0424303,0.29010525,-1.8576218,5.0993919
13725.0,0.66221696,0.041730169,0.28803599,-1.9957633,5.3841
13750.0,0.66658151,0.041072097,0.28606558,-2.1275544,5.6568542
13775.0,0.67071027,0.040455505,0.28419611,-2.2528055,5.9170489
13800.0,0.67460042,0.039879851,0.28242975,-2.3713295,6.1641059
13825.0,0.6782493,0.039344627,0.28076845,-2.4829445,6.3974771
13850.0,0.68165463,0.038849369,0.2792142,-2.5874729,6.6166444
13875.0,0.68481416,0.038393635,0.27776882,-2.6847436,6.8211212
13900.0,0.6877259,0.037977036,0.27643412,-2.7745919,7.0104532
13925.0,0.69038808,0.037599206,0.27521175,-2.8568618,7.1842208
13950.0,0.69279897,0.037259825,0.27410334,-2.9314063,7.3420372
13975.0,0.6949572,0.036958601,0.2731103,-2.9980884,7.4835525
14000.0,0.69686145,0.036695287,0.27223399,-3.0567832,7.6084523
14025.0,0.69851047,0.036469661,0.27147561,-3.1073782,7.7164593
14050.0,0.69990331,0.036281534,0.27083626,-3.1497741,7.8073339
14075.0,0.70103914,0.036130756,0.27031681,-3.1838865,7.8808746
14100.0,0.70191723,0.036017209,0.26991805,-3.2096462,7.9369178
14125.0,0.702537,0.035940807,0.26964054,-3.2269998,7.9753385
14150.0,0.70289814,0.035901491,0.26948476,-3.2359099,7.9960523
14175.0,0.70300031,0.035899233,0.2694509,-3.236357,7.9990129
14200.0,0.70284343,0.035934046,0.26953912,-3.228338,7.9842138
14225.0,0.70242757,0.03600597,0.26974925,-3.2118666,7.9516878
14250.0,0.7017529,0.036115069,0.2700811,-3.1869743,7.9015069
14275.0,0.70081967,0.036261447,0.27053419,-3.1537082,7.8337827
14300.0,0.69962847,0.036445234,0.27110794,-3.1121323,7.7486653
14325.0,0.6981799,0.036666602,0.27180156,-3.0623262,7.6463442
14350.0,0.69647473,0.036925744,0.27261418,-3.0043833,7.5270462
14375.0,0.69451386,0.037222899,0.27354467,-2.9384122,7.391036
14400.0,0.69229841,0.037558325,0.27459186,-2.8645334,7.2386165
14425.0,0.68982959,0.037932329,0.27575439,-2.7828798,7.0701251
14450.0,0.68710887,0.038345248,0.2770308,-2.6935947,6.8859363
14475.0,0.6841377,0.038797453,0.27841949,-2.5968318,6.6864591
14500.0,0.68091792,0.039289355,0.27991879,-2.4927518,6.472136
14525.0,0.67745137,0.039821401,0.28152695,-2.3815246,6.2434435
14550.0,0.67374015,0.040394075,0.28324208,-2.2633245,6.0008883
14575.0,0.66978657,0.041007902,0.28506225,-2.1383321,5.7450104
14600.0,0.66559315,0.041663442,0.28698543,-2.0067325,5.476377
14625.0,0.66116261,0.042361282,0.28900957,-1.8687135,5.1955843
14650.0,0.6564979,0.043102063,0.29113251,-1.7244663,4.9032564
14675.0,0.65160227,0.043886445,0.29335204,-1.5741841,4.6000419
14700.0,0.64647925,0.044715118,0.29566595,-1.4180619,4.2866144
14725.0,0.64113277,0.045588799,0.29807192,-1.2562966,3.9636693
14750.0,0.63556695,0.046508234,0.30056754,-1.0890868,3.6319239
14775.0,0.62978643,0.047474172,0.30315039,-0.91663259,3.292115
14800.0,0.62379622,0.048487373,0.3058179,-0.7391367,2.9449964
14825.0,0.61760199,0.049548589,0.30856752,-0.5568043,2.5913393
14850.0,0.61120963,0.050658569,0.31139648,-0.36984435,2.2319288
14875.0,0.60462594,0.051818013,0.31430191,-0.17847051,1.8675629
14900.0,0.59785819,0.053027589,0.31728086,0.01709781,1.4990505
14925.0,0.59091437,0.054287888,0.32033008,0.21663369,1.1272099
14950.0,0.58380342,0.055599414,0.32344627,0.41990119,0.75286651
14975.0,0.57653493,0.056962553,0.32662579,0.62665331,0.37685159
15000.0,0.56911963,0.058377542,0.32986477,0.83662987,-4.2372701e-09
15025.0,0.56156909,0.059844427,0.333159,1.0495553,-0.37685162
15050.0,0.55389607,0.061363026,0.33650398,1.265136,-0.75286651
15075.0,0.5461145,0.062932901,0.33989477,1.4830576,-1.1272099
15100.0,0.53823948,0.064553268,0.34332606,1.7029824,-1.4990505
15125.0,0.53028738,0.066223003,0.34679201,1.9245467,-1.8675629
15150.0,0.52227604,0.067940503,0.35028628,2.1473572,-2.2319288
15175.0,0.51422441,0.069703706,0.35380197,2.3709891,-2.5913393
15200.0,0.50615317,0.071509965,0.35733154,2.5949829,-2.9449964
15225.0,0.49808407,0.073356017,0.3608669,2.8188424,-3.292115
15250.0,0.49004039,0.0752379,0.36439919,3.0420322,-3.6319239
15275.0,0.48204669,0.077150889,0.36791897,3.2639771,-3.9636693
15300.0,0.47412869,0.079089448,0.371416,3.4840603,-4.2866144
15325.0,0.46631324,0.081047177,0.37487945,3.7016239,-4.6000419
15350.0,0.45862818,0.083016783,0.37829775,3.9159696,-4.9032564
15375.0,0.45110199,0.084990025,0.38165873,4.1263604,-5.1955843
15400.0,0.44376379,0.08695776,0.38494968,4.3320251,-5.476377
15425.0,0.43664294,0.088909954,0.38815734,4.5321598,-5.7450104
15450.0,0.42976883,0.090835698,0.39126807,4.7259369,-6.0008883
15475.0,0.42317057,0.092723332,0.39426798,4.9125085,-6.2434435
15500.0,0.4168767,0.094560519,0.39714295,5.0910182,-6.472136
15525.0,0.4109149,0.09633442,0.39987892,5.2606058,-6.6864591
15550.0,0.40531167,0.098031826,0.40246201,5.4204206,-6.8859363
15575.0,0.40009212,0.099639378,0.40487859,5.5696306,-7.0701251
15600.0,0.39527971,0.1011438,0.40711564,5.7074337,-7.2386165
15625.0,0.39089596,0.10253209,0.40916067,5.833066,-7.391036
15650.0,0.38696045,0.10379178,0.41100216,5.945817,-7.5270462
15675.0,0.38349044,0.10491122,0.41262949,6.0450354,-7.6463442
15700.0,0.38050103,0.10587973,0.41403317,6.1301389,-7.7486653
15725.0,0.37800494,0.10668804,0.41520506,6.2006354,-7.8337827
15750.0,0.3760137,0.10732731,0.41613749,6.2560444,-7.9015069
15775.0,0.3745279,0.10778353,0.4168289,6.2951598,-7.9516878
15800.0,0.37343913,0.10830352,0.41736147,6.3403983,-7.9842138
15825.0,0.37551838,0.10704272,0.41593629,6.2585874,-7.9990129
15850.0,0.15706493,0.03807193,0.63669038,-2.8022969,-7.9960523
15875.0,0.41426393,0.078974001,0.40212381,3.7518384,-7.9753385
15900.0,0.10718181,0.064199977,0.69815624,-3.0456357,-7.9369178
15925.0,0.40852085,0.070646964,0.40743023,2.7441702,-7.8808746
15950.0,0.059708055,0.7995823,0.76737773,26.96208,-7.8073339
15975.0,0.39305258,0.06050998,0.42107892,1.3746946,-7.7164593
16000.0,0.22407314,0.91393048,0.57035315,101.58339,-7.6084523
16025.0,0.3520686,0.048616059,0.45760512,-0.52362949,-7.4835525
16050.0,0.41876304,0.11730763,0.39965472,7.6621022,-7.3420372
16075.0,0.24680892,0.036988441,0.55710453,-2.8685303,-7.1842208
16100.0,0.43680504,0.07609804,0.39013276,3.4082329,-7.0104532
16125.0,0.077706747,0.94874018,0.76362646,46.646309,-6.8211212
16150.0,0.37373194,0.045694254,0.44412515,-1.039098,-6.6166444
16175.0,0.44928682,0.092331521,0.38343662,5.1807108,-6.3974771
16200.0,0.062982626,0.66215825,0.75889456,17.257713,-6.1641059
16225.0,0.37736005,0.041461717,0.44512329,-1.8539474,-5.9170489
16250.0,0.46769693,0.074281015,0.37417915,3.1729944,-5.6568542
16275.0,0.43589118,0.12315688,0.39432478,8.0164852,-5.3841
16300.0,0.095757626,0.9750945,0.74528629,57.002739,-5.0993919
16325.0,0.44801068,0.061863575,0.37989971,1.3781676,-4.8033619
16350.0,0.46183839,0.081332654,0.37690842,3.6660419,-4.4966669
16375.0,0.47480524,0.078312553,0.37039974,3.3916187,-4.1799884
16400.0,0.48277515,0.075803034,0.36679494,3.1042316,-3.8540294
16425.0,0.49060321,0.073920116,0.36335203,2.8814628,-3.5195134
16450.0,0.4985517,0.072083525,0.3598544,2.6602678,-3.1771832
16475.0,0.50653017,0.070278823,0.3563526,2.4381058,-2.8277988
16500.0,0.51451296,0.068514846,0.35285783,2.2160659,-2.472136
16525.0,0.52247941,0.066794574,0.3493776,1.9946312,-2.1109843
16550.0,0.53040981,0.065120228,0.3459191,1.7742261,-1.7451459
16575.0,0.53828555,0.063493572,0.34248888,1.5552465,-1.3754328
16600.0,0.54608935,0.061915912,0.33909312,1.3380605,-1.0026659
16625.0,0.55380505,0.060388189,0.33573738,1.1230108,-0.62767279
16650.0,0.5614177,0.058911014,0.33242688,0.91041744,-0.25128606
16675.0,0.56891346,0.057484709,0.32916644,0.70058006,0.12565854
16700.0,0.5762797,0.056109361,0.32596046,0.49378046,0.50232416
16725.0,0.58350456,0.054784864,0.32281309,0.29028484,0.87787449
16750.0,0.5905773,0.053510942,0.3197282,0.090345964,1.2514757
16775.0,0.59748816,0.052287199,0.31670931,-0.10579474,1.6222984
16800.0,0.60422802,0.051113125,0.31375983,-0.29790539,1.9895191
16825.0,0.61078858,0.049988136,0.31088296,-0.48576191,2.3523226
16850.0,0.61716241,0.048911586,0.30808163,-0.66914672,2.7099035
16875.0,0.62334245,0.047882799,0.3053588,-0.84784728,3.0614674
16900.0,0.62932253,0.046901062,0.30271715,-1.0216551,3.4062343
16925.0,0.63509673,0.045965657,0.30015936,-1.1903647,3.7434385
16950.0,0.64065987,0.045075867,0.29768798,-1.3537736,4.0723314
16975.0,0.646007,0.044230975,0.29530546,-1.511681,4.3921824
17000.0,0.65113378,0.043430287,0.29301423,-1.6638876,4.702282
17025.0,0.65603614,0.042673126,0.29081661,-1.8101965,5.0019412
17050.0,0.66071022,0.041958842,0.28871489,-1.9504123,5.2904949
17075.0,0.66515273,0.041286819,0.28671125,-2.0843415,5.5673022
17100.0,0.6693604,0.040656462,0.28480792,-2.2117934,5.831749
17125.0,0.67333037,0.040067218,0.28300697,-2.3325801,6.0832477
17150.0,0.67705995,0.039518572,0.28131041,-2.4465182,6.3212399
17175.0,0.6805467,0.039010044,0.27972028,-2.5534282,6.545198
17200.0,0.68378842,0.038541179,0.27823839,-2.6531367,6.7546234
17225.0,0.68678296,0.038111575,0.27686661,-2.745477,6.9490523
17250.0,0.68952852,0.037720863,0.27560663,-2.8302898,7.1280522
17275.0,0.69202334,0.037368696,0.27446005,-2.9074252,7.2912264
17300.0,0.69426596,0.037054788,0.27342841,-2.9767425,7.4382119
17325.0,0.69625497,0.036778864,0.27251303,-3.0381131,7.5686827
17350.0,0.69798917,0.036540695,0.27171525,-3.0914197,7.6823497
17375.0,0.69946754,0.036340084,0.27103609,-3.1365588,7.7789593
17400.0,0.70068914,0.036176875,0.27047658,-3.1734409,7.8582978
17425.0,0.70165318,0.036050931,0.27003753,-3.2019913,7.9201894
17450.0,0.70235914,0.035962153,0.26971954,-3.2221518,7.9644957
17475.0,0.70280653,0.035910476,0.26952314,-3.2338796,7.9911189
17500.0,0.70299506,0.035895869,0.26944864,-3.237149,8.0
17525.0,0.70292455,0.035918321,0.26949614,-3.2319512,7.9911189
17550.0,0.702595,0.035977867,0.26966566,-3.2182946,7.9644957
17575.0,0.70200652,0.036074564,0.26995698,-3.1962049,7.9201894
17600.0,0.70115942,0.036208503,0.27036974,-3.1657238,7.8582978
17625.0,0.70005417,0.036379807,0.27090332,-3.1269097,7.7789593
17650.0,0.69869131,0.036588624,0.27155709,-3.0798371,7.6823497
17675.0,0.69707155,0.036835153,0.27233016,-3.0245953,7.5686827
17700.0,0.69519579,0.037119608,0.27322146,-2.9612873,7.4382119
17725.0,0.69306511,0.037442245,0.27422991,-2.8900301,7.2912264
17750.0,0.69068062,0.037803356,0.27535415,-2.8109529,7.1280522
17775.0,0.68804365,0.038203262,0.27659276,-2.724195,6.9490523
17800.0,0.68515581,0.038642328,0.27794421,-2.6299071,6.7546234
17825.0,0.6820187,0.03912095,0.27940685,-2.5282478,6.545198
17850.0,0.67863417,0.039639562,0.28097892,-2.4193838,6.3212399
17875.0,0.67500424,0.040198639,0.28265861,-2.3034883,6.0832477
17900.0,0.67113119,0.040798686,0.28444397,-2.1807396,5.831749
17925.0,0.66701746,0.041440256,0.28633305,-2.0513217,5.5673022
17950.0,0.66266561,0.042123929,0.28832376,-1.9154214,5.2904949
17975.0,0.65807861,0.042850327,0.29041401,-1.7732289,5.0019412
18000.0,0.65325958,0.043620098,0.29260162,-1.6249367,4.702282
18025.0,0.64821196,0.044433929,0.29488432,-1.4707394,4.3921824
18050.0,0.64293951,0.045292526,0.29725984,-1.3108331,4.0723314
18075.0,0.63744628,0.046196628,0.29972583,-1.145416,3.7434385
18100.0,0.63173681,0.04714698,0.30227989,-0.97468758,3.4062343
18125.0,0.62581593,0.048144341,0.30491948,-0.79884958,3.0614674
18150.0,0.61968905,0.049189471,0.30764201,-0.61810631,2.7099035
18175.0,0.61336201,0.050283112,0.31044483,-0.43266544,2.3523226
18200.0,0.60684133,0.051425993,0.31332511,-0.24273881,1.9895191
18225.0,0.60013407,0.052618787,0.31627989,-0.048543844,1.6222984
18250.0,0.59324801,0.053862117,0.31930608,0.14969525,1.2514757
18275.0,0.58619171,0.055156521,0.32240033,0.35174572,0.87787449
18300.0,0.5789746,0.056502424,0.32555914,0.55736452,0.50232416
18325.0,0.57160699,0.057900112,0.32877874,0.76629609,0.12565854
18350.0,0.56410021,0.059349705,0.33205503,0.97827023,-0.25128606
18375.0,0.55646652,0.060851101,0.33538362,1.1929996,-0.62767279
18400.0,0.54871953,0.062403951,0.33875975,1.4101772,-1.0026659
18425.0,0.54087389,0.064007595,0.34217817,1.6294734,-1.3754328
18450.0,0.53294557,0.065661028,0.34563324,1.8505334,-1.7451459
18475.0,0.52495193,0.067362808,0.3491188,2.0729742,-2.1109843
18500.0,0.51691151,0.069111042,0.35262814,2.2963815,-2.472136
18525.0,0.50884444,0.070903286,0.35615396,2.520308,-2.8277988
18550.0,0.50077212,0.072736479,0.35968834,2.7442696,-3.1771832
18575.0,0.4927173,0.074606903,0.36322266,2.9677446,-3.5195134
18600.0,0.48470414,0.076510094,0.36674771,3.190171,-3.8540294
18625.0,0.47675797,0.0784408,0.3702535,3.4109459,-4.1799884
18650.0,0.4689053,0.080392905,0.37372941,3.629425,-4.4966669
18675.0,0.46117362,0.082359418,0.37716407,3.8449233,-4.8033619
18700.0,0.45359129,0.084332414,0.38054556,4.0567164,-5.0993919
18725.0,0.44618717,0.086303063,0.3838613,4.2640443,-5.3841
18750.0,0.43899059,0.088261604,0.38709822,4.4661136,-5.6568542
18775.0,0.43203098,0.090197429,0.39024279,4.6621032,-5.9170489
18800.0,0.42533758,0.092099108,0.39328119,4.8511715,-6.1641059
18825.0,0.41893911,0.093954511,0.39619938,5.032464,-6.3974771
18850.0,0.41286361,0.095750958,0.39898324,5.2051206,-6.6166444
18875.0,0.40713799,0.097475342,0.40161881,5.3682866,-6.8211212
18900.0,0.40178788,0.099114336,0.40409237,5.5211225,-7.0104532
18925.0,0.39683723,0.10065459,0.4063907,5.6628146,-7.1842208
18950.0,0.39230835,0.10208301,0.40850106,5.7925858,-7.3420372
18975.0,0.38822135,0.10338691,0.41041163,5.9097061,-7.4835525
19000.0,0.38459441,0.10455434,0.41211146,6.0135036,-7.6084523
19025.0,0.38144326,0.10557427,0.41359067,6.1033721,-7.7164593
19050.0,0.37878147,0.1064369,0.41484064,6.1787844,-7.8073339
19075.0,0.37662047,0.1071338,0.41585389,6.2393041,-7.8808746
19100.0,0.37497035,0.10765225,0.41662326,6.2840242,-7.9369178
19125.0,0.37376827,0.10805381,0.41719055,6.3180337,-7.9753385
19150.0,0.37369189,0.10851241,0.41716167,6.3700552,-7.9960523
19175.0,0.37567902,0.095439374,0.41473404,5.1310077,-7.9990129
19200.0,0.36669534,0.21427388,0.42929411,17.341721,-7.9842138
19225.0,0.33278131,0.049151234,0.47187498,-0.43922314,-7.9516878
19250.0,0.40002382,0.135804,0.40979078,9.4365597,-7.9015069
19275.0,0.29684171,0.044101566,0.50559479,-1.3750514,-7.8337827
19300.0,0.41842234,0.1050112,0.39884332,6.486433,-7.7486653
19325.0,0.2303364,0.038417455,0.57078344,-2.5623028,-7.6463442
19350.0,0.4269127,0.082548074,0.39472097,4.1550589,-7.5270462
19375.0,0.097212687,0.093620919,0.71054131,-3.2920682,-7.391036
19400.0,0.41061577,0.06116109,0.40955329,1.4714983,-7.2386165
19425.0,0.35433671,0.29723352,0.43867633,26.98464,-7.0701251
19450.0,0.32144153,0.040804196,0.48868653,-2.0143871,-6.8859363
19475.0,0.44590539,0.084437884,0.38480833,4.3521962,-6.6864591
19500.0,0.062726289,0.82874662,0.76716703,29.205345,-6.472136
