data_generator_T,data_generator_V
0.0,0.0
25.0,0.54766643
50.0,0.35793138
75.0,0.15658195
100.0,-0.040850971
125.0,-0.23433025
150.0,-0.42362931
175.0,-0.60852855
200.0,-0.78881383
225.0,-0.96427548
250.0,-1.1347072
275.0,-1.2999054
300.0,-1.4596688
325.0,-1.6137977
350.0,-1.7620944
375.0,-1.9043627
400.0,-2.0404088
425.0,-2.1700408
450.0,-2.2930698
475.0,-2.4093111
500.0,-2.5185833
525.0,-2.6207113
550.0,-2.7155256
575.0,-2.8028648
600.0,-2.8825753
625.0,-2.9545135
650.0,-3.0185466
675.0,-3.0745535
700.0,-3.1224258
725.0,-3.1620691
750.0,-3.1934042
775.0,-3.216367
800.0,-3.2309091
825.0,-3.2369998
850.0,-3.2346244
875.0,-3.2237854
900.0,-3.2045028
925.0,-3.1768131
950.0,-3.1407692
975.0,-3.0964406
1000.0,-3.0439107
1025.0,-2.9832792
1050.0,-2.9146581
1075.0,-2.8381724
1100.0,-2.7539587
1125.0,-2.6621635
1150.0,-2.5629432
1175.0,-2.4564617
1200.0,-2.3428903
1225.0,-2.2224059
1250.0,-2.0951905
1275.0,-1.9614301
1300.0,-1.8213136
1325.0,-1.6750332
1350.0,-1.5227824
1375.0,-1.3647573
1400.0,-1.2011551
1425.0,-1.0321748
1450.0,-0.85801739
1475.0,-0.67888635
1500.0,-0.49498802
1525.0,-0.3065328
1550.0,-0.11373608
1575.0,0.083180375
1600.0,0.28398687
1625.0,0.48844394
1650.0,0.69630045
1675.0,0.90729147
1700.0,1.1211356
1725.0,1.3375325
1750.0,1.5561607
1775.0,1.7766738
1800.0,1.9986987
1825.0,2.2218318
1850.0,2.4456372
1875.0,2.6696432
1900.0,2.8933411
1925.0,3.1161819
1950.0,3.3375766
1975.0,3.5568953
2000.0,3.7734656
2025.0,3.9865768
2050.0,4.1954799
2075.0,4.3993917
2100.0,4.5975003
2125.0,4.7889705
2150.0,4.97295
2175.0,5.1485806
2200.0,5.3150048
2225.0,5.4713759
2250.0,5.6168714
2275.0,5.7506995
2300.0,5.8721147
2325.0,5.9804239
2350.0,6.0749979
2375.0,6.1552825
2400.0,6.220809
2425.0,6.270905
2450.0,6.3077264
2475.0,6.3497014
2500.0,5.7219734
2525.0,6.2090235
2550.0,-2.2077448
2575.0,5.016314
2600.0,-2.8476219
2625.0,3.6557274
2650.0,-1.7147031
2675.0,1.875001
2700.0,87.929085
2725.0,-0.54858959
2750.0,7.1569343
2775.0,-3.4074819
2800.0,2.4147425
2825.0,53.236393
2850.0,-2.8862104
2875.0,2.6473963
2900.0,10.225388
2925.0,-5.2209477
2950.0,-1.9813412
2975.0,1.3235873
3000.0,4.4569201
3025.0,3.6868966
3050.0,3.2460515
3075.0,3.02618
3100.0,2.8081882
3125.0,2.5862551
3150.0,2.3640521
3175.0,2.1421654
3200.0,1.9210283
3225.0,1.7010558
3250.0,1.4826344
3275.0,1.2661237
3300.0,1.0518582
3325.0,0.84015113
3350.0,0.63129586
3375.0,0.42556873
3400.0,0.22323121
3425.0,0.024532085
3450.0,-0.1702906
3475.0,-0.36100778
3500.0,-0.54739761
3525.0,-0.72924441
3550.0,-0.90633702
3575.0,-1.0784681
3600.0,-1.2454333
3625.0,-1.4070306
3650.0,-1.5630597
3675.0,-1.7133223
3700.0,-1.8576218
3725.0,-1.9957633
3750.0,-2.1275544
3775.0,-2.2528055
3800.0,-2.3713295
3825.0,-2.4829445
3850.0,-2.5874729
3875.0,-2.6847436
3900.0,-2.7745919
3925.0,-2.8568618
3950.0,-2.9314063
3975.0,-2.9980884
4000.0,-3.0567832
4025.0,-3.1073782
4050.0,-3.1497741
4075.0,-3.1838865
4100.0,-3.2096462
4125.0,-3.2269998
4150.0,-3.2359099
4175.0,-3.236357
4200.0,-3.228338
4225.0,-3.2118666
4250.0,-3.1869743
4275.0,-3.1537082
4300.0,-3.1121323
4325.0,-3.0623262
4350.0,-3.0043833
4375.0,-2.9384122
4400.0,-2.8645334
4425.0,-2.7828798
4450.0,-2.6935947
4475.0,-2.5968318
4500.0,-2.4927518
4525.0,-2.3815246
4550.0,-2.2633245
4575.0,-2.1383321
4600.0,-2.0067325
4625.0,-1.8687136
4650.0,-1.7244663
4675.0,-1.5741841
4700.0,-1.4180619
4725.0,-1.2562966
4750.0,-1.0890868
4775.0,-0.91663259
4800.0,-0.7391367
4825.0,-0.5568043
4850.0,-0.36984435
4875.0,-0.17847051
4900.0,0.017097808
4925.0,0.21663369
4950.0,0.41990119
4975.0,0.62665331
5000.0,0.83662987
5025.0,1.0495553
5050.0,1.2651359
5075.0,1.4830576
5100.0,1.7029824
5125.0,1.9245467
5150.0,2.1473572
5175.0,2.3709891
5200.0,2.5949829
5225.0,2.8188424
5250.0,3.0420322
5275.0,3.2639771
5300.0,3.4840603
5325.0,3.7016239
5350.0,3.9159696
5375.0,4.1263604
5400.0,4.3320251
5425.0,4.5321598
5450.0,4.7259369
5475.0,4.9125085
5500.0,5.0910182
5525.0,5.2606058
5550.0,5.4204206
5575.0,5.5696306
5600.0,5.7074337
5625.0,5.833066
5650.0,5.945817
5675.0,6.0450354
5700.0,6.1301394
5725.0,6.2006278
5750.0,6.2560439
5775.0,6.2964158
5800.0,6.3235474
5825.0,6.2437634
5850.0,7.7215662
5875.0,3.7249446
5900.0,-3.0011964
5925.0,2.7003562
5950.0,28.707869
5975.0,1.3323125
6000.0,100.60044
6025.0,-0.56342429
6050.0,7.5685759
6075.0,-2.8977456
6100.0,3.3617125
6125.0,48.724968
6150.0,-1.0831169
6175.0,5.1280236
6200.0,19.545504
6225.0,-1.9011697
6250.0,3.1257176
6275.0,7.9295163
6300.0,59.903145
6325.0,1.3661859
6350.0,3.6774976
6375.0,3.3916335
6400.0,3.1040485
6425.0,2.8814566
6450.0,2.6602688
6475.0,2.4381061
6500.0,2.2160659
6525.0,1.9946312
6550.0,1.7742261
6575.0,1.5552465
6600.0,1.3380605
6625.0,1.1230108
6650.0,0.91041744
6675.0,0.70058006
6700.0,0.49378046
6725.0,0.29028484
6750.0,0.090345964
6775.0,-0.10579474
6800.0,-0.29790539
6825.0,-0.48576191
6850.0,-0.66914672
6875.0,-0.84784728
6900.0,-1.0216551
6925.0,-1.1903647
6950.0,-1.3537736
6975.0,-1.511681
7000.0,-1.6638876
7025.0,-1.8101965
7050.0,-1.9504123
7075.0,-2.0843415
7100.0,-2.2117934
7125.0,-2.3325801
7150.0,-2.4465182
7175.0,-2.5534282
7200.0,-2.6531367
7225.0,-2.745477
7250.0,-2.8302898
7275.0,-2.9074252
7300.0,-2.9767425
7325.0,-3.0381131
7350.0,-3.0914197
7375.0,-3.1365588
7400.0,-3.1734409
7425.0,-3.2019913
7450.0,-3.2221518
7475.0,-3.2338796
7500.0,-3.237149
7525.0,-3.2319512
7550.0,-3.2182946
7575.0,-3.1962049
7600.0,-3.1657238
7625.0,-3.1269097
7650.0,-3.0798371
7675.0,-3.0245953
7700.0,-2.9612873
7725.0,-2.8900301
7750.0,-2.8109529
7775.0,-2.724195
7800.0,-2.6299071
7825.0,-2.5282478
7850.0,-2.4193838
7875.0,-2.3034883
7900.0,-2.1807396
7925.0,-2.0513217
7950.0,-1.9154214
7975.0,-1.7732289
8000.0,-1.6249367
8025.0,-1.4707394
8050.0,-1.3108331
8075.0,-1.145416
8100.0,-0.97468758
8125.0,-0.79884958
8150.0,-0.61810631
8175.0,-0.43266544
8200.0,-0.24273881
8225.0,-0.048543844
8250.0,0.14969525
8275.0,0.35174572
8300.0,0.55736452
8325.0,0.76629609
8350.0,0.97827023
8375.0,1.1929996
8400.0,1.4101772
8425.0,1.6294734
8450.0,1.8505335
8475.0,2.0729742
8500.0,2.2963815
8525.0,2.520308
8550.0,2.7442696
8575.0,2.9677446
8600.0,3.190171
8625.0,3.4109459
8650.0,3.629425
8675.0,3.8449233
8700.0,4.0567164
8725.0,4.2640443
8750.0,4.4661136
8775.0,4.6621032
8800.0,4.8511715
8825.0,5.032464
8850.0,5.2051206
8875.0,5.3682866
8900.0,5.5211225
8925.0,5.6628146
8950.0,5.7925858
8975.0,5.9097061
9000.0,6.0135036
9025.0,6.1033721
9050.0,6.1787877
9075.0,6.2392364
9100.0,6.2843719
9125.0,6.3250051
9150.0,6.2145824
9175.0,94.743126
9200.0,0.48234972
9225.0,22.697088
9250.0,-0.36756298
9275.0,9.5032377
9300.0,-1.4954871
9325.0,6.1318984
9350.0,-2.8823709
9375.0,3.5296125
9400.0,19.822523
9425.0,0.4221431
9450.0,8.8612919
9475.0,-3.3747633
9500.0,2.328068
9525.0,14.708663
9550.0,-3.9928591
9575.0,0.8019684
9600.0,5.3667645
9625.0,14.581867
9650.0,3.262013
9675.0,4.3041534
9700.0,3.4047976
9725.0,3.1621411
9750.0,2.9552722
9775.0,2.7343819
9800.0,2.512176
9825.0,2.2900331
9850.0,2.0683486
9875.0,1.847555
9900.0,1.6280581
9925.0,1.4102349
9950.0,1.1944364
9975.0,0.98099005
10000.0,0.77020186
10025.0,0.56235939
10050.0,0.35773376
10075.0,0.15658195
10100.0,-0.040851008
10125.0,-0.23433025
10150.0,-0.42362931
10175.0,-0.60852855
10200.0,-0.78881383
10225.0,-0.96427548
10250.0,-1.1347072
10275.0,-1.2999054
10300.0,-1.4596688
10325.0,-1.6137977
10350.0,-1.7620944
10375.0,-1.9043627
10400.0,-2.0404088
10425.0,-2.1700408
10450.0,-2.2930698
10475.0,-2.4093111
10500.0,-2.5185833
10525.0,-2.6207113
10550.0,-2.7155256
10575.0,-2.8028648
10600.0,-2.8825753
10625.0,-2.9545135
10650.0,-3.0185466
10675.0,-3.0745535
10700.0,-3.1224258
10725.0,-3.1620691
10750.0,-3.1934042
10775.0,-3.216367
10800.0,-3.2309091
10825.0,-3.2369998
10850.0,-3.2346244
10875.0,-3.2237854
10900.0,-3.2045028
10925.0,-3.1768131
10950.0,-3.1407692
10975.0,-3.0964406
11000.0,-3.0439107
11025.0,-2.9832792
11050.0,-2.9146581
11075.0,-2.8381724
11100.0,-2.7539587
11125.0,-2.6621635
11150.0,-2.5629432
11175.0,-2.4564617
11200.0,-2.3428903
11225.0,-2.2224059
11250.0,-2.0951905
11275.0,-1.9614301
11300.0,-1.8213136
11325.0,-1.6750332
11350.0,-1.5227824
11375.0,-1.3647573
11400.0,-1.2011551
11425.0,-1.0321748
11450.0,-0.85801739
11475.0,-0.67888635
11500.0,-0.49498802
11525.0,-0.3065328
11550.0,-0.11373608
11575.0,0.083180375
11600.0,0.28398687
11625.0,0.48844394
11650.0,0.69630045
11675.0,0.90729147
11700.0,1.1211356
11725.0,1.3375325
11750.0,1.5561607
11775.0,1.7766738
11800.0,1.9986987
11825.0,2.2218318
11850.0,2.4456372
11875.0,2.6696432
11900.0,2.8933411
11925.0,3.1161819
11950.0,3.3375766
11975.0,3.5568953
12000.0,3.7734656
12025.0,3.9865768
12050.0,4.1954799
12075.0,4.3993917
12100.0,4.5975003
12125.0,4.7889705
12150.0,4.97295
12175.0,5.1485806
12200.0,5.3150048
12225.0,5.4713759
12250.0,5.6168714
12275.0,5.7506995
12300.0,5.8721147
12325.0,5.9804235
12350.0,6.0749979
12375.0,6.1552815
12400.0,6.2207866
12425.0,6.2712884
12450.0,6.3065014
12475.0,6.2966919
12500.0,6.7015877
12525.0,1.0523739
12550.0,101.30106
12575.0,0.18226124
12600.0,13.571769
12625.0,-0.92694235
12650.0,7.3691492
12675.0,-2.3572328
12700.0,4.4666529
12725.0,-3.7130797
12750.0,1.4527277
12775.0,19.333921
12800.0,-2.3966932
12825.0,3.7244084
12850.0,69.261551
12875.0,-2.5484738
12900.0,2.7209253
12925.0,8.2656555
12950.0,7.4547215
12975.0,-4.7818227
13000.0,3.780278
13025.0,3.18574
13050.0,3.2333069
13075.0,3.0330441
13100.0,2.8084755
13125.0,2.586226
13150.0,2.3640509
13175.0,2.1421654
13200.0,1.9210283
13225.0,1.7010558
13250.0,1.4826344
13275.0,1.2661237
13300.0,1.0518582
13325.0,0.84015113
13350.0,0.63129586
13375.0,0.42556873
13400.0,0.22323121
13425.0,0.024532083
13450.0,-0.1702906
13475.0,-0.36100778
13500.0,-0.54739761
13525.0,-0.72924441
13550.0,-0.90633702
13575.0,-1.0784681
13600.0,-1.2454333
13625.0,-1.4070306
13650.0,-1.5630597
13675.0,-1.7133223
13700.0,-1.8576218
13725.0,-1.9957633
13750.0,-2.1275544
13775.0,-2.2528055
13800.0,-2.3713295
13825.0,-2.4829445
13850.0,-2.5874729
13875.0,-2.6847436
13900.0,-2.7745919
13925.0,-2.8568618
13950.0,-2.9314063
13975.0,-2.9980884
14000.0,-3.0567832
14025.0,-3.1073782
14050.0,-3.1497741
14075.0,-3.1838865
14100.0,-3.2096462
14125.0,-3.2269998
14150.0,-3.2359099
14175.0,-3.236357
14200.0,-3.228338
14225.0,-3.2118666
14250.0,-3.1869743
14275.0,-3.1537082
14300.0,-3.1121323
14325.0,-3.0623262
14350.0,-3.0043833
14375.0,-2.9384122
14400.0,-2.8645334
14425.0,-2.7828798
14450.0,-2.6935947
14475.0,-2.5968318
14500.0,-2.4927518
14525.0,-2.3815246
14550.0,-2.2633245
14575.0,-2.1383321
14600.0,-2.0067325
14625.0,-1.8687135
14650.0,-1.7244663
14675.0,-1.5741841
14700.0,-1.4180619
14725.0,-1.2562966
14750.0,-1.0890868
14775.0,-0.91663259
14800.0,-0.7391367
14825.0,-0.5568043
14850.0,-0.36984435
14875.0,-0.17847051
14900.0,0.01709781
14925.0,0.21663369
14950.0,0.41990119
14975.0,0.62665331
15000.0,0.83662987
15025.0,1.0495553
15050.0,1.265136
15075.0,1.4830576
15100.0,1.7029824
15125.0,1.9245467
15150.0,2.1473572
15175.0,2.3709891
15200.0,2.5949829
15225.0,2.8188424
15250.0,3.0420322
15275.0,3.2639771
15300.0,3.4840603
15325.0,3.7016239
15350.0,3.9159696
15375.0,4.1263604
15400.0,4.3320251
15425.0,4.5321598
15450.0,4.7259369
15475.0,4.9125085
15500.0,5.0910182
15525.0,5.2606058
15550.0,5.4204206
15575.0,5.5696306
15600.0,5.7074337
15625.0,5.833066
15650.0,5.945817
15675.0,6.0450354
15700.0,6.1301389
15725.0,6.2006354
15750.0,6.2560444
15775.0,6.2951598
15800.0,6.3403983
15825.0,6.2585874
15850.0,-2.8022969
15875.0,3.7518384
15900.0,-3.0456357
15925.0,2.7441702
15950.0,26.96208
15975.0,1.3746946
16000.0,101.58339
16025.0,-0.52362949
16050.0,7.6621022
16075.0,-2.8685303
16100.0,3.4082329
16125.0,46.646309
16150.0,-1.039098
16175.0,5.1807108
16200.0,17.257713
16225.0,-1.8539474
16250.0,3.1729944
16275.0,8.0164852
16300.0,57.002739
16325.0,1.3781676
16350.0,3.6660419
16375.0,3.3916187
16400.0,3.1042316
16425.0,2.8814628
16450.0,2.6602678
16475.0,2.4381058
16500.0,2.2160659
16525.0,1.9946312
16550.0,1.7742261
16575.0,1.5552465
16600.0,1.3380605
16625.0,1.1230108
16650.0,0.91041744
16675.0,0.70058006
16700.0,0.49378046
16725.0,0.29028484
16750.0,0.090345964
16775.0,-0.10579474
16800.0,-0.29790539
16825.0,-0.48576191
16850.0,-0.66914672
16875.0,-0.84784728
16900.0,-1.0216551
16925.0,-1.1903647
16950.0,-1.3537736
16975.0,-1.511681
17000.0,-1.6638876
17025.0,-1.8101965
17050.0,-1.9504123
17075.0,-2.0843415
17100.0,-2.2117934
17125.0,-2.3325801
17150.0,-2.4465182
17175.0,-2.5534282
17200.0,-2.6531367
