data_set_T,data_set_H,data_set_HI,data_set_M,data_set_MI,data_set_N,data_set_NI,data_set_NS,data_set_NSI,data_set_SB1,data_set_SB2,data_set_SB3,data_set_SB4,data_set_SB5,data_set_SB6,data_set_SB7,data_set_SB8,data_set_SB9,data_set_SB10,data_set_SS1,data_set_SS2,data_set_SS3,data_set_SS4,data_set_SS5,data_set_SS6,data_set_SS7,data_set_SS8,data_set_SS9,data_set_SS10,data_set_TNEWB1,data_set_TNEWB2,data_set_TNEWB3,data_set_TNEWB4,data_set_TNEWB5,data_set_TNEWB6,data_set_TNEWB7,data_set_TNEWB8,data_set_TNEWB9,data_set_TNEWB10,data_set_TNEWS1,data_set_TNEWS2,data_set_TNEWS3,data_set_TNEWS4,data_set_TNEWS5,data_set_TNEWS6,data_set_TNEWS7,data_set_TNEWS8,data_set_TNEWS9,data_set_TNEWS10,data_set_V,data_set_VI,data_set_X1,data_set_X2,data_set_X3,data_set_X4,data_set_X5,data_set_X6,data_set_X7,data_set_X8,data_set_X9,data_set_X10,data_set_Y1,data_set_Y2,data_set_Y3,data_set_Y4,data_set_Y5,data_set_Y6,data_set_Y7,data_set_Y8,data_set_Y9,data_set_Y10,data_set_Z1,data_set_Z2,data_set_Z3,data_set_Z4,data_set_Z5,data_set_Z6,data_set_Z7,data_set_Z8,data_set_Z9,data_set_Z10
2964.0,0.96007437,0.73544884,0.013337775,0.047189999,0.019725384,0.068529069,0.16019039,0.1830114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.518089,-53.024189,0.92374432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99046797,1.0,2.2233413e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076255701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095320623,0.0
2976.0,0.95976341,0.73202044,0.013383015,0.047565997,0.01980607,0.069136575,0.14543244,0.16992828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.50111,-52.983067,0.92555267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99069399,1.0,4.9609454e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074447349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093060164,0.0
2988.0,0.95955449,0.7294926,0.013413343,0.047842599,0.019860117,0.069583952,0.1322313,0.15838985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,-59.489761,-52.953011,0.9273181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99091464,1.0,1.1069365e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072681881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090853311,0.0
3000.0,0.95941406,0.72763461,0.013433727,0.048045732,0.01989639,0.069912598,0.12042155,0.14820966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,0.118,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3049.115,3649.7563,4012.3657,5226.6494,6005.3633,-59.482143,-52.931046,0.92904174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99113011,1.0,2.3498004e-10,2.5290073e-10,2.5290073e-10,2.5290073e-10,2.5290073e-10,2.5290073e-10,2.5290073e-10,2.5290073e-10,2.5065752e-10,2.5290073e-10,0.070958287,3.3876471e-20,3.3876471e-20,3.3876471e-20,3.3876471e-20,3.3876471e-20,3.3876471e-20,3.3876471e-20,0.0088698789,3.3876471e-20
3012.0,0.013555885,0.019693673,0.54740345,0.62220001,0.67022824,0.62743372,0.85758036,0.84312469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,7.2501751e-07,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3049.115,3649.7563,4012.3657,5226.6494,6005.3633,-37.447956,-34.72736,0.82833976,0.88981271,0.88981271,0.88981271,0.88981271,0.88981271,0.88981271,0.88981271,0.88212854,0.88981271,0.02627076,0.028272178,0.028272178,0.028272178,0.028272178,0.028272178,0.028272178,0.028272178,0.028021999,0.028272178,0.14538947,0.081915095,0.081915095,0.081915095,0.081915095,0.081915095,0.081915095,0.081915095,0.089849472,0.081915095
3024.0,0.094484799,0.081090689,0.19655199,0.28826177,0.36255655,0.38007841,0.77709591,0.76686245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,4.4546645e-12,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3049.115,3649.7563,4012.3657,5226.6494,6005.3633,-45.531269,-42.328785,0.83208823,0.89207888,0.89207888,0.89207888,0.89207888,0.89207888,0.89207888,0.89207888,0.88457996,0.89207888,0.0058619524,0.0063085402,0.0063085402,0.0063085402,0.0063085402,0.0063085402,0.0063085402,0.0063085402,0.0062527158,0.0063085402,0.16204979,0.10161259,0.10161259,0.10161259,0.10161259,0.10161259,0.10161259,0.10161259,0.10916732,0.10161259
3036.0,0.56277722,0.090245292,0.021385474,0.17183237,0.094124667,0.37596262,0.69549966,0.70486069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,2.7370422000000002e-17,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3049.115,3649.7563,4012.3657,5226.6494,6005.3633,-57.420483,-46.603767,0.83599836,0.89456087,0.89456087,0.89456087,0.89456087,0.89456087,0.89456087,0.89456087,0.88724047,0.89456087,0.0013079784,0.0014076256,0.0014076256,0.0014076256,0.0014076256,0.0014076256,0.0014076256,0.0014076256,0.0013951695,0.0014076256,0.16269363,0.10403149,0.10403149,0.10403149,0.10403149,0.10403149,0.10403149,0.10403149,0.11136433,0.10403149
3048.0,0.86530763,0.54628402,0.0074116336,0.034303084,0.023199216,0.10002743,0.6238811,0.6316542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,1.681698e-22,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3049.115,3649.7563,4012.3657,5226.6494,6005.3633,-62.528206,-54.845551,0.83987153,0.89704406,0.89704406,0.89704406,0.89704406,0.89704406,0.89704406,0.89704406,0.88989741,0.89704406,0.00029184943,0.00031408371,0.00031408371,0.00031408371,0.00031408371,0.00031408371,0.00031408371,0.00031408371,0.00031130441,0.00031408371,0.15983661,0.10264186,0.10264186,0.10264186,0.10264186,0.10264186,0.10264186,0.10264186,0.10979127,0.10264186
3060.0,0.34177721,0.067169771,0.55214399,0.99999523,0.2775535,0.75431043,0.56778884,0.79571688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0335408e-27,1.0335408e-27,1.0335408e-27,1.0335408e-27,1.0335408e-27,2.2109225e-06,1.0335408e-27,1.0335408e-27,1.0335408e-27,1.0335408e-27,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-26.896612,22.874861,0.8436653,0.89948171,0.89948171,0.89948171,0.89948171,0.80043167,0.89948171,0.89948171,0.89250463,0.89948171,6.5120672e-05,7.0081835e-05,7.0081835e-05,7.0081835e-05,7.0081835e-05,0.029238308,7.0081835e-05,7.0081835e-05,6.9461683e-05,7.0081835e-05,0.15626958,0.10044818,0.10044818,0.10044818,0.10044818,0.17033002,0.10044818,0.10044818,0.10742593,0.10044818
3072.0,0.57187152,0.6199435,0.0017841322,0.0057388092,0.18945849,0.1663471,0.84432769,0.82937247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3502982e-33,6.3502982e-33,6.3502982e-33,6.3502982e-33,6.3502982e-33,1.3584385e-11,6.3502982e-33,6.3502982e-33,6.3502982e-33,6.3502982e-33,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3074.0793,4826.2212,3073.9436,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-69.655388,-63.772446,0.84737188,0.90186459,0.90186459,0.90186459,0.90186459,0.8048045,0.90186459,0.90186459,0.89505297,0.90186459,1.4530387e-05,1.5637372e-05,1.5637372e-05,1.5637372e-05,1.5637372e-05,0.0065243994,1.5637372e-05,1.5637372e-05,1.5498998e-05,1.5637372e-05,0.1526136,0.098119758,0.098119758,0.098119758,0.098119758,0.18867113,0.098119758,0.098119758,0.10493156,0.098119758
3084.0,0.033247132,0.14191167,0.99973696,0.99996579,0.8890878,0.62231201,0.94556117,0.83372277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9034926000000003e-38,3.9034926000000003e-38,5.7996317e-06,3.9034926000000003e-38,5.0653084e-06,8.3502453e-17,3.9034926000000003e-38,3.9034926000000003e-38,3.9034926000000003e-38,3.9034926000000003e-38,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,0.93786478,28.256905,0.85099119,0.90419161,0.80446172,0.90419161,0.80448478,0.80935347,0.90419161,0.90419161,0.89754152,0.90419161,3.2421899e-06,3.4891932e-06,0.033088427,3.4891932e-06,0.032531019,0.0014558004,3.4891932e-06,3.4891932e-06,3.4583175e-06,3.4891932e-06,0.14900559,0.095804885,0.16244988,0.095804885,0.16298422,0.1891907,0.095804885,0.095804885,0.10245505,0.095804885
3096.0,0.66767055,0.5935843,0.0027247055,0.0060767727,0.12804072,0.18723784,0.85808408,0.87571061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3962203999999998e-43,2.3962203999999998e-43,3.5634194e-11,2.3962203999999998e-43,3.1122351e-11,5.130571600000001e-22,2.3962203999999998e-43,2.3962203999999998e-43,2.3962203999999998e-43,2.3962203999999998e-43,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-67.538673,-63.494236,0.85452473,0.90646362,0.80868888,0.90646362,0.80871886,0.81385672,0.90646362,0.90646362,0.89997119,0.90646362,7.2343033e-07,7.7854423e-07,0.0073842164,7.7854423e-07,0.0072596911,0.00032483297,7.7854423e-07,7.7854423e-07,7.7165492e-07,7.7854423e-07,0.14547452,0.093535617,0.18392688,0.093535617,0.18402147,0.18581845,0.093535617,0.093535617,0.10002805,0.093535617
3108.0,0.9109996,0.88499272,0.0020243698,0.0063297637,0.013938158,0.028172407,0.75541252,0.78255141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1894419000000002e-16,0.0,1.9122247000000003e-16,3.1523342000000003e-27,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-69.000839,-63.266308,0.85797459,0.90868175,0.81313527,0.90868175,0.81316602,0.81826699,0.90868175,0.90868175,0.90234327,0.90868175,1.6141912e-07,1.737167e-07,0.0016476414,1.737167e-07,0.0016198561,7.2480034e-05,1.737167e-07,1.737167e-07,1.721795e-07,1.737167e-07,0.14202525,0.091318078,0.18521708,0.091318078,0.18521412,0.18166053,0.091318078,0.091318078,0.097656541,0.091318078
3120.0,0.97494251,0.95808452,0.0025604989,0.0085050333,0.0043889382,0.013262462,0.66524208,0.70044053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3452404e-21,0.0,1.1749122e-21,1.9368623000000002e-32,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-67.812569,-61.759079,0.86134261,0.91084731,0.81754649,0.91084731,0.81757683,0.82257575,0.91084731,0.91084731,0.90465915,0.91084731,3.6017475e-08,3.8761435e-08,0.00036763848,3.8761435e-08,0.00036143875,1.6172482e-05,3.8761435e-08,3.8761435e-08,3.8418438e-08,3.8761435e-08,0.13865735,0.089152671,0.18208589,0.089152671,0.18206173,0.17740805,0.089152671,0.089152671,0.095340818,0.089152671
3132.0,0.9905144,0.96803921,0.0037422979,0.012221665,0.0049084998,0.015961152,0.58955991,0.6283263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2654481e-27,0.0,7.2189147e-27,1.1900501e-37,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-65.903976,-59.916958,0.86463076,0.91296148,0.82186872,0.91296148,0.82189846,0.82678306,0.91296148,0.91296148,0.90692008,0.91296148,8.0365847e-09,8.6488452e-09,8.2031234e-05,8.6488452e-09,8.0647886e-05,3.6085682e-06,8.6488452e-09,8.6488452e-09,8.5723117e-09,8.6488452e-09,0.13536921,0.08703851,0.17804925,0.08703851,0.17802092,0.17321332,0.08703851,0.08703851,0.09307991,0.08703851
3144.0,0.99217421,0.95497763,0.0053171674,0.016917273,0.0069166035,0.022113426,0.52542961,0.56446016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0784706e-32,0.0,4.4354573000000004e-32,7.314778000000001e-43,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-64.137672,-58.266735,0.86784095,0.91502553,0.826092,0.91502553,0.82612097,0.83089072,0.91502553,0.91502553,0.90912741,0.91502553,1.7932045e-09,1.9298183e-09,1.8303643e-05,1.9298183e-09,1.7994977e-05,8.0518043e-07,1.9298183e-09,1.9298183e-09,1.9127413e-09,1.9298183e-09,0.13215902,0.08497446,0.17388973,0.08497446,0.17386101,0.16910845,0.08497446,0.08497446,0.090872593,0.08497446
3156.0,0.98910737,0.93063229,0.0070142914,0.021955265,0.0093474416,0.02933648,0.47000289,0.50757277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.120322e-37,0.0,2.725241e-37,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-62.744751,-56.943123,0.87097502,0.91704065,0.83021587,0.91704065,0.83024418,0.83490103,0.91704065,0.91704065,0.91128236,0.91704065,4.0011802e-10,4.3060067e-10,4.0840946e-06,4.3060067e-10,4.0152217e-06,1.7966003e-07,4.3060067e-10,4.3060067e-10,4.267903e-10,4.3060067e-10,0.12902497,0.082959346,0.16978006,0.082959346,0.16975179,0.16509879,0.082959346,0.082959346,0.08871761,0.082959346
3168.0,0.98423004,0.90086341,0.008598798,0.02681159,0.011766443,0.036592346,0.42140403,0.45686245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9169763000000003e-42,0.0,1.6745517e-42,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-61.72113,-55.926407,0.87403476,0.91900796,0.83424211,0.91900796,0.83426976,0.83881623,0.91900796,0.91900796,0.91338629,0.91900796,8.9278397e-11,9.6079991e-11,9.112847e-07,9.6079991e-11,8.9591708e-07,4.0087574e-08,9.6079991e-11,9.6079991e-11,9.5229782e-11,9.6079991e-11,0.12596524,0.080992028,0.16575697,0.080992028,0.16572931,0.16118371,0.080992028,0.080992028,0.086613737,0.080992028
3180.0,0.97893214,0.87003022,0.009932599,0.031173173,0.013899926,0.043267053,0.37843469,0.41174737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-60.996914,-55.157223,0.87702191,0.92092866,0.83817291,0.92092866,0.83819997,0.84263861,0.92092866,0.92092866,0.91544026,0.92092866,1.9920702e-11,2.1438344e-11,2.0333511e-07,2.1438344e-11,1.9990613e-07,8.9447463e-09,2.1438344e-11,2.1438344e-11,2.1248637e-11,2.1438344e-11,0.12297806,0.079071358,0.16182686,0.079071358,0.16179985,0.15736139,0.079071358,0.079071358,0.084559754,0.079071358
3192.0,0.97403419,0.84114182,0.010974335,0.034909237,0.015624924,0.049067169,0.34026951,0.3717207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-60.4963,-54.577709,0.8799383,0.92280376,0.84201056,0.92280376,0.8420369,0.84637034,0.92280376,0.92280376,0.91744554,0.92280376,4.4449097e-12,4.7835412e-12,4.5370193e-08,4.7835412e-12,4.4605084e-08,1.9958428e-09,4.7835412e-12,4.7835412e-12,4.7412118e-12,4.7835412e-12,0.12006173,0.07719624,0.15798941,0.07719624,0.15796304,0.15362969,0.07719624,0.07719624,0.082554482,0.07719624
3204.0,0.96994579,0.81582683,0.011745601,0.038003892,0.016934698,0.053915534,0.30628568,0.33629945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-60.155548,-54.141582,0.88278544,0.9246344,0.84575713,0.9246344,0.84578288,0.85001355,0.9246344,0.9246344,0.91940325,0.9246344,9.9179334e-13,1.0673524e-12,1.0123459e-08,1.0673524e-12,9.95274e-09,4.4533272e-10,1.0673524e-12,1.0673524e-12,1.0579073e-12,1.0673524e-12,0.11721455,0.075365581,0.15424283,0.075365581,0.15421709,0.14998648,0.075365581,0.075365581,0.08059676,0.075365581
3216.0,0.96676797,0.794649,0.01229561,0.040502384,0.017885705,0.057855394,0.27597997,0.30501649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-59.926022,-53.813835,0.8855651,0.92642164,0.84941489,0.92642164,0.84944004,0.85357034,0.92642164,0.92642164,0.92131454,0.92642164,2.2129901e-13,2.3815851e-13,2.2588489e-09,2.3815851e-13,2.2207565e-09,9.936716e-11,2.3815851e-13,2.3815851e-13,2.3605103e-13,2.3815851e-13,0.11443488,0.073578343,0.15058509,0.073578343,0.15055995,0.14642964,0.073578343,0.073578343,0.078685462,0.073578343
3228.0,0.9644196,0.77751344,0.012677897,0.042477999,0.018555028,0.060986999,0.24892841,0.27742663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-59.772488,-53.568211,0.88827884,0.92816651,0.85298592,0.92816651,0.85301048,0.85704285,0.92816651,0.92816651,0.92318052,0.92816651,4.9378487e-14,5.3140343e-14,5.0401733e-10,5.3140343e-14,4.9551774e-10,2.217181e-11,5.3140343e-14,5.3140343e-14,5.2670104e-14,5.3140343e-14,0.11172114,0.071833484,0.14701407,0.071833484,0.14698952,0.14295717,0.071833484,0.071833484,0.076819494,0.071833484
3240.0,0.96274459,0.76398998,0.012939121,0.044013035,0.01901624,0.06343127,0.22476579,0.25311401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-59.670231,-53.38485,0.89092827,0.92987001,0.85647225,0.92987001,0.85649621,0.86043298,0.92987001,0.92987001,0.92500222,0.92987001,1.1017829e-14,1.1857214e-14,1.1246147e-10,1.1857214e-14,1.1056495e-10,4.9471998e-12,1.1857214e-14,1.1857214e-14,1.1752289e-14,1.1857214e-14,0.10907175,0.070130005,0.14352773,0.070130005,0.14350377,0.13956705,0.070130005,0.070130005,0.074997775,0.070130005
3252.0,0.96157873,0.75352085,0.013115707,0.045188129,0.019329689,0.065309979,0.20317343,0.2316975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-59.602268,-53.248608,0.89351481,0.9315331,0.85987592,0.9315331,0.85989934,0.86374271,0.9315331,0.9315331,0.92678076,0.9315331,2.45841e-15,2.6457019e-15,2.5093545e-11,2.6457019e-15,2.4670375e-11,1.1038694e-12,2.6457019e-15,2.6457019e-15,2.6222901e-15,2.6457019e-15,0.1064852,0.068466924,0.14012407,0.068466924,0.14010069,0.13625731,0.068466924,0.068466924,0.073219255,0.068466924
3264.0,0.9607802,0.74553901,0.013234333,0.046076499,0.01954091,0.066735357,0.18387119,0.21283302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-59.557125,-53.147858,0.89604002,0.93315673,0.86319888,0.93315673,0.8632217,0.86697394,0.93315673,0.93315673,0.9285171,0.93315673,5.4854542e-16,5.903359100000001e-16,5.5991266e-12,5.903359100000001e-16,5.5047048e-12,2.4630656e-13,5.903359100000001e-16,5.903359100000001e-16,5.851120400000001e-16,5.903359100000001e-16,0.10395998,0.066843279,0.13680114,0.066843279,0.1367783,0.13302606,0.066843279,0.066843279,0.071482912,0.066843279
3276.0,0.96023881,0.73952693,0.01331378,0.046741266,0.019682581,0.067805201,0.16661178,0.1962135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0225,37627.285,5380.9624,6352.9868,6110.8701,3767.02,11242.94,12286.07,7982.4185,5338.0649,3519.4773,3891.178,3566.2041,4826.2212,7147.7524,3852.6013,3649.7563,4012.3657,5226.6494,6005.3633,-59.527119,-53.073685,0.89850539,0.93474185,0.86644304,0.93474185,0.86646533,0.87012857,0.93474185,0.93474185,0.93021226,0.93474185,1.2239703000000002e-16,1.3172174e-16,1.2493341e-12,1.3172174e-16,1.2282656e-12,5.4958422e-14,1.3172174e-16,1.3172174e-16,1.3055614e-16,1.3172174e-16,0.10149464,0.065258138,0.13355699,0.065258138,0.1335347,0.12987144,0.065258138,0.065258138,0.069787748,0.065258138
