Time,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,k1,kb1,k2,k3,k4,k5,k6,k7,k8,k8b,k9,k9b,k10,k10b,k11,k11b,k12,k12b,k13,k13b,k14,k14b,k15,k15b,k16,k16prod,k17,k17prod,k18,k18prod,k19,k20,k21,k22,k22prod,k23,k24,k25,k26,k27,k28,cytosol,v1,v2,v3,v9,v10,v13,v15,v4,v5,v8,v11,v12,v14,v6,v7,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28
0.1,19.92071923247462,19.84128223961953,0.07943656144117113,39.9202342737018,0.00031615329046526963,0.07896461251839547,199.9977304998315,0.0022564891666456534,1.3011001693847124e-05,5.628769204824844e-10,4.308510473169403e-07,1.7147480224247896e-09,2.2402534413816967e-12,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7826087641636523,0.019841057090652602,0.0055274601527171875,0.7919891987348092,0.0031519696777759683,0.003133251545479052,0.00027022571750400003,8.954327685212055e-06,3.5636558539226225e-08,1.6994250686994334e-08,1.7199111869041556e-08,6.84509025221231e-11,2.220180084660486e-11,4.308461582343179e-09,1.2003099950241124e-09,7.92807675253776e-05,0.00015871776038046959,7.976572629819767e-05,7.943656144117113e-05,3.1615329046526964e-07,7.896461251839547e-05,2.269500168489147e-06,2.2564891666456536e-06,1.3011001693847125e-08,5.628769204824844e-13,4.308510473169403e-10,1.7147480224247897e-12,2.240253441381697e-15
0.11,19.912869698061044,19.82555038546366,0.08731878685904247,39.91228326420094,0.00038208410038107583,0.08674821553877972,199.9974741919969,0.0025099439191838637,1.586408366575429e-05,7.530427631254468e-10,5.249853021401871e-07,2.2971745582760608e-09,3.2951468010703627e-12,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7808923814822857,0.019825300007794516,0.006072298399446609,0.7911956640664547,0.003461937267147353,0.003439326839795648,0.0003005169139555094,9.952203926893564e-06,4.3546631218322263e-08,2.0678210374001904e-08,2.095260904579814e-08,9.168218653042874e-11,2.9660970158262704e-11,5.249786720797989e-09,1.6080018830166495e-09,8.713030193895424e-05,0.00017444961453633862,8.771673579906214e-05,8.731878685904248e-05,3.820841003810758e-07,8.674821553877973e-05,2.5258080031120844e-06,2.509943919183864e-06,1.586408366575429e-08,7.530427631254469e-13,5.249853021401872e-10,2.297174558276061e-12,3.295146801070363e-15
0.12,19.905034331152443,19.809843750353867,0.09518995070615233,39.90433686189565,0.00045416344627520846,0.09451150239584313,199.9972126029208,0.002768374113899289,1.9022965016127983e-05,9.826393120625205e-10,6.291097861555138e-07,3.0015308306006025e-09,4.6883353526322324e-12,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7791800896515345,0.019809567660850822,0.006615712963329014,0.7904034882449329,0.003770964665481307,0.0037441021289458206,0.0003313913766373512,1.096821172777385e-05,5.2328639339676556e-08,2.474475069991889e-08,2.5103226190552697e-08,1.1976940903029927e-10,3.865010494822576e-11,6.291010182616118e-09,2.1010422988164757e-09,9.496566884755614e-05,0.00019015624964613398,9.566313810435018e-05,9.518995070615233e-05,4.5416344627520846e-07,9.451150239584314e-05,2.7873970792069436e-06,2.768374113899289e-06,1.9022965016127984e-08,9.826393120625206e-13,6.291097861555138e-10,3.0015308306006025e-12,4.6883353526322324e-15
0.13,19.89721310374321,19.79416227946353,0.1030500796268998,39.896395056739465,0.0005323689140378871,0.10225452349670162,199.99694574661802,0.0030317599236995446,2.249345792724538e-05,1.2556543227782903e-09,7.433971232724594e-07,3.840434855450322e-09,6.486945431278241e-12,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7774718778194525,0.019793859997528106,0.007157707335840639,0.7896126680390608,0.004079054496849019,0.004047581897984475,0.00036284638144139475,1.2002229584416551e-05,6.200223327085869e-08,2.9199018479378536e-08,2.965760965979891e-08,1.5321301923728686e-10,4.931934874678418e-11,7.433857706565698e-09,2.688263345001216e-09,0.00010278689625679155,0.00020583772053646768,0.00010360494326053238,0.0001030500796268998,5.323689140378871e-07,0.00010225452349670162,3.0542533819843953e-06,3.0317599236995445e-06,2.249345792724538e-08,1.2556543227782903e-12,7.433971232724594e-10,3.840434855450322e-12,6.486945431278241e-15
0.14,19.88940598786841,19.778505918062567,0.11089920021092053,39.888457838710515,0.0006166781414864737,0.10997732915544062,199.9966736370805,0.0033000815665389007,2.628135263528322e-05,1.5761406000439939e-09,8.680187851285094e-07,4.826744598357007e-09,8.764622021615493e-12,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7757677351600648,0.019778176965619124,0.0076982850023024525,0.7888232002251143,0.004386209379089295,0.004349770619301154,0.0003948792119409428,1.305413655877577e-05,7.258683133661016e-08,3.404608158519878e-08,3.4622354573207224e-08,1.925226337877656e-10,6.18205383743135e-11,8.68004348401008e-09,3.3786650245850162e-09,0.00011059401213158945,0.0002214940819374317,0.0001115421612894879,0.00011089920021092054,6.166781414864738e-07,0.00010997732915544062,3.3263629194979494e-06,3.300081566538901e-06,2.628135263528322e-08,1.576140600043994e-12,8.680187851285094e-10,4.8267445983570076e-12,8.764622021615492e-15
0.15,19.881612955610592,19.76287461153078,0.118737338986561,39.880525197814045,0.0007070688239381648,0.11767996958083804,199.99639628827362,0.0035733193102690697,3.039241592727995e-05,1.948215283228611e-09,1.003145044970466e-06,5.973555096478374e-09,1.1601650652547179e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7740676508753522,0.01976251851301586,0.008237449441018443,0.7880350815874061,0.004692431923322664,0.0046506727518260595,0.00042748715996313616,1.4123812295161856e-05,8.410162154701705e-08,3.9290927535234935e-08,4.000400302772375e-08,2.382169128949838e-10,7.630715936545831e-11,1.0031269697426569e-08,4.18141322313794e-09,0.00011838704438940639,0.00023712538846921982,0.00011947480218595791,0.000118737338986561,7.070688239381649e-07,0.00011767996958083804,3.603711726390957e-06,3.57331931026907e-06,3.039241592727995e-08,1.948215283228611e-12,1.003145044970466e-09,5.973555096478374e-12,1.1601650652547178e-14
0.16,19.87383397922093,19.747268305597913,0.12656452230291862,39.872597124127836,0.0008035188151869147,0.125362494655384,199.99611371407593,0.003851453560425661,3.4832363353882153e-05,2.376057275727563e-09,1.1489440460502348e-06,7.294202377055311e-09,1.5085254420440722e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7723716142316303,0.01974688458794364,0.008775204107802444,0.7872483089288612,0.004997724725054568,0.0049502927262965275,0.00046066753610806647,1.521113736485518e-05,9.656556527686432e-08,4.493842620752794e-08,4.580900700905067e-08,2.908237074677616e-10,9.293421020381504e-11,1.1489217204248662e-08,5.105842448192629e-09,0.0001261660207790699,0.000252731694402087,0.00012740287587216514,0.00012656452230291862,8.035188151869147e-07,0.000125362494655384,3.886285924070698e-06,3.8514535604256616e-06,3.483236335388216e-08,2.376057275727563e-12,1.148944046050235e-09,7.294202377055311e-12,1.5085254420440722e-14
0.17,19.866069030868047,19.73168694584574,0.13438077657464342,39.86467360770791,0.0009060059179156483,0.1330249543937124,199.9958259284045,0.004134464678006676,3.96069170061593e-05,2.8639106995179387e-09,1.30558375259803e-06,8.802245265711559e-09,1.9309314020881826e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7706796144839276,0.019731275138475682,0.009311552468070599,0.7864628790490367,0.005302090382667659,0.005248634975915479,0.0004944176478769937,1.631599254301693e-05,1.0999739504685058e-07,5.099340938281327e-08,5.204380625414742e-08,3.508793252185626e-10,1.1185836390764176e-10,1.3055565045977438e-08,6.161443091791301e-09,0.00013393096913195263,0.00026831305415426013,0.00013532639229209276,0.00013438077657464343,9.060059179156483e-07,0.0001330249543937124,4.174071595502982e-06,4.134464678006676e-06,3.96069170061593e-08,2.8639106995179387e-12,1.30558375259803e-09,8.802245265711559e-12,1.9309314020881826e-14
0.18,19.858318082788813,19.716130478006853,0.14218612813508996,39.85675463864503,0.001014508009355392,0.14066739866750513,199.99553294513964,0.004422333088820932,4.4721770926868066e-05,3.4160818661145696e-09,1.4732307889922297e-06,1.0511471131206029e-08,2.4374706471822123e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7689916409213038,0.01971569011282446,0.00984649797757994,0.7856787887572952,0.00560553148633786,0.005545703917998029,0.0005287348127835644,1.7438259239280113e-05,1.244156183291347e-07,5.746062412121064e-08,5.871478200109461e-08,4.1892875106120736e-10,1.3323780994111763e-10,1.4731978839784478e-08,7.357865448230499e-09,0.00014168191721118661,0.0002838695219931457,0.0001432453613549739,0.00014218612813508998,1.014508009355392e-06,0.00014066739866750515,4.467054860374242e-06,4.422333088820932e-06,4.472177092686807e-08,3.4160818661145696e-12,1.4732307889922296e-09,1.0511471131206029e-11,2.4374706471822125e-14
0.19,19.85058110747315,19.70059884833133,0.14998060305586336,39.84884020713402,0.0011290031950254653,0.14828987686730166,199.99523477803186,0.0047150394186832745,5.018254877007814e-05,4.036935961911396e-09,1.6520490166223451e-06,1.2435904544394533e-08,3.0389635417994417e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7673076829224563,0.019700129459699244,0.0103800440587485,0.7848960348889479,0.005908050604425657,0.0058415039315137555,0.0005636163745475736,1.857782002830971e-05,1.3983852296420328e-07,6.43446755415268e-08,6.582820034177481e-08,4.955259833853315e-10,1.5723208593339517e-10,1.652009654721013e-08,8.704925771616823e-09,0.00014941889252684942,0.00029940115166866843,0.00015115979286597914,0.00014998060305586335,1.1290031950254654e-06,0.00014828987686730166,4.765221968155986e-06,4.715039418683275e-06,5.018254877007814e-08,4.036935961911396e-12,1.6520490166223452e-09,1.2435904544394534e-11,3.0389635417994416e-14
0.2,19.842858077243466,19.685092002752288,0.15776422755748884,39.84093030331593,0.0012494694584263561,0.1558924386718705,199.9949314409131,0.005012564186184867,5.599490037568042e-05,4.730902750177776e-09,1.842202794083676e-06,1.4589777365187221e-08,3.74692023830924e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.765627729829001,0.019684593127492555,0.01091219415451812,0.7841146142684582,0.0062096503144815195,0.006136039408335752,0.0005990596662476907,1.973455743495005e-05,1.5628417099672776e-07,7.165015944848878e-08,7.339034222091143e-08,5.812328339449373e-10,1.840023434597276e-10,1.8421561075151165e-08,1.0212585333610814e-08,0.0001571419227565339,0.0003149079972477112,0.00015906969668406934,0.00015776422755748885,1.2494694584263562e-06,0.0001558924386718705,5.068559086912616e-06,5.012564186184867e-06,5.599490037568042e-08,4.730902750177776e-12,1.842202794083676e-09,1.458977736518722e-11,3.74692023830924e-14
0.21,19.835148964529676,19.66960988743138,0.1655370277410077,39.833024917381145,0.0013758848899823426,0.16347513354528037,199.99462294755872,0.005314888003465728,6.216443870550645e-05,5.502471877777587e-09,2.0438548554635424e-06,1.698754308437271e-08,4.57358564770603e-11,0.002,0.1,5e-06,0.00035,0.0002,0.0002,5e-05,0.0035,0.002,0.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.1,0.002,0.1,0.003,0.001,0.001,0.02,0.001,0.02,0.001,0.04,0.001,0.001,0.001,0.001,0.2,0.001,0.001,0.001,0.001,0.001,0.001,1.0,0.7639517710282464,0.01966908106481206,0.011442951693141556,0.7833345237334798,0.006510333182991382,0.006429314719778504,0.000635062034386716,2.0908354724711986e-05,1.7377040522895368e-07,7.9381576731556e-08,8.140741891331194e-08,6.76619491108427e-10,2.1371111309000148e-10,2.0437999058898417e-08,1.189096045887585e-08,0.00016485103547032517,0.00033039011256861747,0.00016697508261885596,0.0001655370277410077,1.3758848899823426e-06,0.0001634751335452804,5.377052441274399e-06,5.314888003465728e-06,6.216443870550645e-08,5.502471877777587e-12,2.0438548554635424e-09,1.698754308437271e-11,4.5735856477060304e-14
