Time,z_i,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,R0,a0,a1,k,u,lambda,d,beta,gamma,alpha,phi,eta,pa,ca,r,ba,p_i,ci,bi,xi,COMpartment,Host_cell_proliferation,Host_cell_death,Infection_1,Infection_2,Infected_cell_death_1,Infected_cell_infection_progression_1,Infected_cell_infection_progression_2,CTL_induced_infected_cell_death_1,Infected_cell_death_2,CTL_induced_infected_cell_death_2,Infected_cell_death_3,Virus_particle_production,Viral_particle_degradation,Precursor_T_cell_differentiation_2,Infection_induced_CTL_proliferation_stimulation,CTL_cell_death,Naive_CTL_division_1,Naive_CTL_division_2,Naive_CTL_division_3,Naive_CTL_division_4,Naive_CTL_division_5,Naive_CTL_division_6,Naive_CTL_division_7,Naive_CTL_division_8,Precursor_T_cell_differentiation_1,NK_cell_production,NK_infection_induced_production,NK_cell_death,NK_induced_infected_cell_death_1,NK_induced_infected_cell_death_2
15.5,12.605612250639092,77.64863587610564,0.0023389586905239296,1.8348524476278657e-06,0.2942513308205583,2.1567857476291247e-06,729.1632081569713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,7.764863587610565,1.674714711804282e-05,8.373573559021409e-05,0.00023389586905239298,2.3389586905239295e-05,0.029425133082055833,1.705482622529057e-06,3.669704895255732e-07,1.3379068972070057e-09,0.029425133082055833,1.8348524476278657e-06,2.1567857476291247e-06,0.0,26.45571820610709,72.91632081569713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.3540856291379898,1.2605612250639093,0.02948400632300722,2.3129438491932947e-05
16.0,12.159982593538976,78.7386772352794,0.00219411923608169,1.7830914697890506e-06,0.2662883557056942,2.018936818898212e-06,705.8974886143701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,7.87386772352794,1.5896841454164804e-05,7.948420727082403e-05,0.00021941192360816898,2.19411923608169e-05,0.02662883557056942,1.548823258470545e-06,3.566182939578101e-07,1.2586797904937966e-09,0.02662883557056942,1.7830914697890506e-06,2.018936818898212e-06,0.0,24.0262700430461,70.58974886143702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.3204256089616525,1.2159982593538976,0.026680451718902383,2.1682361235322684e-05
16.5,11.720471632786792,79.77555838428123,0.0020599861370423174,1.7356360427154854e-06,0.24098473595044034,1.915898047024402e-06,682.6359605076876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,7.977555838428123,1.5284183650872556e-05,7.642091825436278e-05,0.00020599861370423174,2.0599861370423174e-05,0.024098473595044037,1.4062206152924033e-06,3.471272085430971e-07,1.1848075771108473e-09,0.024098473595044037,1.7356360427154854e-06,1.915898047024402e-06,0.0,21.81478405447747,68.26359605076877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2899722186737042,1.1720471632786793,0.024144009083138525,2.034247300348917e-05
17.0,11.288268489747686,80.76187169063742,0.0019355632125459999,1.692010553050302e-06,0.21808782398741952,1.8355589936230987e-06,659.4800658303434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.076187169063742,1.4824317992358425e-05,7.412158996179212e-05,0.0001935563212546,1.935563212546e-05,0.021808782398741955,1.276465354828627e-06,3.3840211061006044e-07,1.115847230911249e-09,0.021808782398741955,1.692010553050302e-06,1.8355589936230987e-06,0.0,19.80250863192284,65.94800658303434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2624190850980976,1.1288268489747686,0.021849157222097813,1.909986941031828e-05
17.5,10.864363182190457,81.70008589314189,0.0018199725504134665,1.6517862449530746e-06,0.1973686305234571,1.770397895164864e-06,636.5176098138072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.17000858931419,1.4464166010000701e-05,7.23208300500035e-05,0.00018199725504134667,1.8199725504134667e-05,0.01973686305234571,1.1584445777159184e-06,3.3035724899061496e-07,1.0513910325608549e-09,0.01973686305234571,1.6517862449530746e-06,1.770397895164864e-06,0.0,17.97218751560143,63.651760981380725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2374894604996862,1.0864363182190457,0.01977284276930933,1.7945605664516812e-05
18.0,10.449566893450044,82.59254383086052,0.00171243996448467,1.6146139099058222e-06,0.1786203648972948,1.7157110963282462e-06,613.823845102063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.259254383086052,1.4170494392458445e-05,7.085247196229221e-05,0.000171243996448467,1.71243996448467e-05,0.01786203648972948,1.0511364835064203e-06,3.229227819811645e-07,9.910885185336676e-10,0.01786203648972948,1.6146139099058222e-06,1.7157110963282462e-06,0.0,16.307977366386787,61.38238451020631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21493353571150117,1.0449566893450044,0.017894255959899776,1.6872016058655813e-05
18.5,10.044536317383015,83.44147625936024,0.0016122759156950964,1.5801749425083067e-06,0.1616556495566803,1.6685089009870277e-06,591.4630280683269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.344147625936024,1.3922284585024034e-05,6.961142292512016e-05,0.00016122759156950964,1.6122759156950965e-05,0.01616556495566803,9.536015951786563e-07,3.1603498850166134e-07,9.346150563736575e-10,0.01616556495566803,1.5801749425083067e-06,1.6685089009870277e-06,0.0,14.795311258642965,59.14630280683269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19452523336127034,1.0044536317383015,0.01619456398884135,1.5872124597843304e-05
19.0,9.64979161938261,84.24900676529484,0.0015188613628665684,1.5481953708820148e-06,0.14630477376760934,1.6268614242491356e-06,569.4895134457238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.424900676529484,1.3706145913776262e-05,6.853072956888131e-05,0.00015188613628665685,1.5188613628665684e-05,0.014630477376760934,8.649756185303909e-07,3.0963907417640296e-07,8.816810284825204e-10,0.014630477376760934,1.5481953708820148e-06,1.6268614242491356e-06,0.0,13.42078814316254,56.94895134457238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1760596249573076,0.964979161938261,0.014656695650393861,1.4939762715104216e-05
19.5,9.265732332208467,85.0171542923677,0.0014316451012315835,1.5184327247800238e-06,0.1324142396192831,1.5894979553600765e-06,547.9487239673413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.501715429236771,1.3513459291825063e-05,6.756729645912531e-05,0.00014316451012315836,1.4316451012315836e-05,0.01324142396192831,7.844681063939411e-07,3.036865449560048e-07,8.32023273973467e-10,0.01324142396192831,1.5184327247800238e-06,1.5894979553600765e-06,0.0,12.17215200985268,54.79487239673413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1593517163270595,0.9265732332208467,0.013265240302729346,1.4069391192277666e-05
20.0,8.892652688356721,85.74783936423893,0.0013501315639894236,1.4906736853857898e-06,0.11984513626744193,1.5555588159793122e-06,526.8781464938021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.574783936423893,1.3338580747421978e-05,6.669290373710988e-05,0.00013501315639894237,1.3501315639894237e-05,0.011984513626744193,7.113548159575256e-07,2.98134737077158e-07,7.8540338838315e-10,0.011984513626744193,1.4906736853857898e-06,1.5555588159793122e-06,0.0,11.038173399861586,52.687814649380215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14423408550601946,0.8892652688356721,0.012006251082145812,1.3256043355808564e-05
20.5,8.530754938552324,86.44288903920226,0.001273874345709593,1.4647295160088846e-06,0.10847174760833385,1.5244439608805824e-06,506.30820459179245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.644288903920225,1.3177734015688218e-05,6.588867007844109e-05,0.00012738743457095931,1.273874345709593e-05,0.010847174760833385,6.449730328517684e-07,2.9294590320177696e-07,7.416045714630634e-10,0.010847174760833385,1.4647295160088846e-06,1.5244439608805824e-06,0.0,10.008576880060087,50.63082045917925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13055526137171466,0.8530754938552324,0.010867109865757221,1.2495248552336148e-05
21.0,8.180161201955068,87.1040413037515,0.0012024704125580161,1.4404325941038652e-06,0.09818031241329568,1.4957198022341377e-06,486.26304634051377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.710404130375151,1.3028323943264137e-05,6.514161971632068e-05,0.00012024704125580162,1.2024704125580162e-05,0.009818031241329569,5.847169259447952e-07,2.880865188207731e-07,7.004291412571142e-10,0.009818031241329569,1.4404325941038652e-06,1.4957198022341377e-06,0.0,9.073969003833813,48.62630463405138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1181782174335157,0.8180161201955068,0.009836401815305987,1.178297082031993e-05
21.5,7.84092407310955,87.73294926401317,0.0011355550016483354,1.417633650328888e-06,0.08886789774689123,1.4690614388331767e-06,466.7612618932648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.773294926401318,1.288850926788693e-05,6.444254633943463e-05,0.00011355550016483355,1.1355550016483354e-05,0.008886789774689123,5.300330855185854e-07,2.835267300657776e-07,6.61696471529867e-10,0.008886789774689123,1.417633650328888e-06,1.4690614388331767e-06,0.0,8.225769120846788,46.67612618932648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.10697899327896122,0.784092407310955,0.008903800548764388,1.1115557815713943e-05
22.0,7.513036083438954,88.33118543560914,0.0010727971170076725,1.3961994345618765e-06,0.08044136027267988,1.4442165624009522e-06,447.816536876727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.833118543560914,1.2756936098261651e-05,6.378468049130824e-05,0.00010727971170076726,1.0727971170076725e-05,0.008044136027267989,4.804162897097128e-07,2.792398869123753e-07,6.25241195574744e-10,0.008044136027267989,1.3961994345618765e-06,1.4442165624009522e-06,0.0,7.4561437290319565,44.7816536876727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09684543776423359,0.7513036083438954,0.008059963450287925,1.0489696731540443e-05
22.5,7.196438098605241,88.90024574450821,0.001013895749889243,1.3760106523746462e-06,0.07281641212802943,1.4209827352455286e-06,429.4382408742487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.890024574450822,1.2632571436203093e-05,6.316285718101547e-05,0.00010138957498892431,1.0138957498892431e-05,0.007281641212802944,4.354056072623138e-07,2.7520213047492923e-07,5.909115939799954e-10,0.007281641212802944,1.3760106523746462e-06,1.4209827352455286e-06,0.0,6.757946042272552,42.94382408742487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08767608453599658,0.7196438098605241,0.00729643800251688,9.902375482835557e-06
23.0,6.891026798735263,89.44155309032719,0.0009585766023936577,1.3569602746874102e-06,0.06591678848037766,1.3991929113174922e-06,411.631957520883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.94415530903272,1.2514598706121295e-05,6.257299353060647e-05,9.585766023936577e-05,9.585766023936578e-06,0.006591678848037766,3.945807632770184e-07,2.7139205493748207e-07,5.585682141476537e-10,0.006591678848037766,1.3569602746874102e-06,1.3991929113174922e-06,0.0,6.124659638113075,41.163195752088306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07937913486423578,0.6891026798735264,0.006605577055735292,9.350849617690108e-06
23.5,6.5966613152423275,89.9564610088754,0.0009065891929708137,1.3389520834796235e-06,0.05967347877577959,1.3787060064614807e-06,394.39996424617874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,8.995646100887539,1.2402351311295451e-05,6.201175655647724e-05,9.065891929708137e-05,9.065891929708136e-06,0.0059673478775779595,3.575587452936609e-07,2.677904166959247e-07,5.2808265385171e-10,0.0059673478775779595,1.3389520834796235e-06,1.3787060064614807e-06,0.0,5.550345833186446,39.439996424617874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07187153365799256,0.6596661315242328,0.005980461858087328,8.832613412053148e-06
24.0,6.3131691342073895,90.4462569319637,0.0008577043721535442,1.321899438057449e-06,0.05402404262336787,1.3594006763560278e-06,377.741663216701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.044625693196371,1.2295270284718253e-05,6.147635142359127e-05,8.577043721535443e-05,8.577043721535443e-06,0.005402404262336787,3.2399067608551607e-07,2.643798876114898e-07,4.993364923370431e-10,0.005402404262336787,1.321899438057449e-06,1.3594006763560278e-06,0.0,5.029595194956723,37.7741663216701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06507813771942424,0.631316913420739,0.005414832768554484,8.34537473087038e-06
24.5,6.040351256777359,90.91216573375355,0.0008117120718982823,1.3057241890696338e-06,0.04891197009925485,1.3411710574512637e-06,361.653967615412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.091216573375355,1.219287654523228e-05,6.09643827261614e-05,8.117120718982823e-05,8.117120718982823e-06,0.004891197009925486,2.9355889136334033e-07,2.6114483781392676e-07,4.722203335884494e-10,0.004891197009925486,1.3057241890696338e-06,1.3411710574512637e-06,0.0,4.557482231302397,36.1653967615412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05893095679654314,0.6040351256777359,0.0049030260336321435,7.88703274645136e-06
25.0,5.777986927114913,91.35535213849687,0.000768419487191175,1.29035580815219e-06,0.04428614572052326,1.3239238687148491e-06,346.1316513269164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.135535213849687,1.2094753123100614e-05,6.047376561550307e-05,7.68419487191175e-05,7.68419487191175e-06,0.004428614572052326,2.659743060132637e-07,2.58071161630438e-07,4.4663298667499524e-10,0.004428614572052326,1.29035580815219e-06,1.3239238687148491e-06,0.0,4.12952455449905,34.61316513269164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05336848092626142,0.5777986927114913,0.0044399177515309545,7.4556589908301526e-06
25.5,5.525837542825407,91.77692446647742,0.0007276493777184548,1.2757304733573668e-06,0.04010030028783143,1.3075762245171944e-06,331.1676559878022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.177692446647743,1.2000532439167629e-05,6.000266219583814e-05,7.276493777184548e-05,7.2764937771845485e-06,0.004010030028783143,2.409739388000036e-07,2.551460946714734e-07,4.224806705339685e-10,0.004010030028783143,1.2757304733573668e-06,1.3075762245171944e-06,0.0,3.7416445017933326,33.116765598780226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04833506074505265,0.5525837542825407,0.004020872249410183,7.049479344204565e-06
26.0,5.28365043156611,92.17793652752718,0.0006892384422725725,1.2617909060393707e-06,0.03631258463213654,1.2920541809900588e-06,316.7533746364116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.217793652752718,1.1909888828542775e-05,5.954944414271388e-05,6.892384422725725e-05,6.892384422725725e-06,0.003631258463213654,2.1831860251898092e-07,2.5235818120787415e-07,3.99676527573506e-10,0.003631258463213654,1.2617909060393707e-06,1.2920541809900588e-06,0.0,3.3901333252215933,31.67533746364116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04378034226036806,0.528365043156611,0.003641694992965431,6.6668620652411134e-06
26.5,5.051162240554461,92.55938957895435,0.0006530367249779756,1.2484850343480585e-06,0.032885170712393136,1.2772915587442158e-06,302.8789106648801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.255938957895436,1.1822532699171572e-05,5.9112663495857864e-05,6.530367249779757e-05,6.530367249779756e-06,0.003288517071239314,1.9779105188549012e-07,2.496970068696117e-07,3.781397871847453e-10,0.003288517071239314,1.2484850343480585e-06,1.2772915587442158e-06,0.0,3.071622470926461,30.28789106648801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.039658808968409946,0.5051162240554462,0.003298594446904099,6.306300463396253e-06
27.0,4.82810069264059,92.9222384676959,0.0006189048794291017,1.235768508285739e-06,0.02978374052833352,1.2632291554162132e-06,289.533258833766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.292223846769591,1.1738208081893145e-05,5.869104040946573e-05,6.189048794291018e-05,6.189048794291017e-06,0.002978374052833352,1.7919354664922686e-07,2.471537016571478e-07,3.577960833681118e-10,0.002978374052833352,1.235768508285739e-06,1.2632291554162132e-06,0.0,2.7830458123552217,28.953325883376603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03592921790209302,0.48281006926405906,0.002988135077050287,5.966414790797805e-06
27.5,4.614187875406268,93.26739057082284,0.000586713654096759,1.2235964967406668e-06,0.02697727607274193,1.2498136496912938e-06,276.7045326929973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.326739057082284,1.1656685780650345e-05,5.828342890325173e-05,5.86713654096759e-05,5.8671365409675896e-06,0.002697727607274193,1.6234632748144457e-07,2.447192993481334e-07,3.385746968354148e-10,0.002697727607274193,1.2235964967406668e-06,1.2498136496912938e-06,0.0,2.521615983763339,27.67045326929973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03255423519825867,0.4614187875406268,0.002707207029068572,5.6459041196503695e-06
28.0,4.409141856227731,93.59570978954876,0.0005563432876110177,1.2119308176778145e-06,0.024437686374477373,1.236996551444712e-06,264.380118466842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.359570978954876,1.157775702396919e-05,5.7888785119845946e-05,5.5634328761101773e-05,5.563432876110177e-06,0.0024437686374477376,1.4708610428683323e-07,2.423861635355629e-07,3.204104131512773e-10,0.0024437686374477376,1.2119308176778145e-06,1.236996551444712e-06,0.0,2.2848009778497596,26.438011846684205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02950008060878588,0.4409141856227732,0.0024529964758370814,5.343574895075551e-06
28.5,4.2126790817983935,93.90801692803407,0.0005276833306358258,1.2007369623408654e-06,0.022139585130840113,1.2247341015790423e-06,252.54685375398563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.390801692803407,1.1501235074342532e-05,5.750617537171266e-05,5.276833306358259e-05,5.276833306358258e-06,0.0022139585130840113,1.3326476493050194e-07,2.4014739246817306e-07,3.0324234202530345e-10,0.0022139585130840113,1.2007369623408654e-06,1.2247341015790423e-06,0.0,2.0703041127241724,25.254685375398566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.026736226179206932,0.4212679081798394,0.002222960528783249,5.0583194839955085e-06
29.0,4.024515617558921,94.2050928842088,0.0005006311644529421,1.189984299533691e-06,0.0200599980052576,1.2129870537108985e-06,241.19114839537997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.42050928842088,1.1426955806217795e-05,5.713477903108898e-05,5.0063116445294215e-05,5.006311644529421e-06,0.00200599980052576,1.2074780547692145e-07,2.379968599067382e-07,2.870136797770028e-10,0.00200599980052576,1.189984299533691e-06,1.2129870537108985e-06,0.0,1.8760396969288258,24.119114839538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.024235044604508368,0.40245156175589214,0.002014797939977574,4.789110398123253e-06
29.5,3.8443685597330113,94.48768048929858,0.0004750913772648163,1.1796456500115826e-06,0.018178135557799256,1.2017203109048847e-06,230.2991060361003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.448768048929859,1.1354776477428131e-05,5.677388238714065e-05,4.7509137726481636e-05,4.750913772648163e-06,0.0018178135557799257,1.0941311946954686e-07,2.3592913000231655e-07,2.7167133863704197e-10,0.0018178135557799257,1.1796456500115826e-06,1.2017203109048847e-06,0.0,1.7001142575268504,23.029910603610034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.021971536156867737,0.38443685597330113,0.0018264263537571147,4.53499264853034e-06
30.0,3.6719572047613402,94.7564863379948,0.000450975215677924,1.169696975933928e-06,0.01647518687045412,1.1909025670107541e-06,219.85662825840578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.47564863379948,1.1284574282083748e-05,5.6422871410418734e-05,4.50975215677924e-05,4.50975215677924e-06,0.0016475186870454123,9.914989034705569e-08,2.3393939518678563e-07,2.5716563321288704e-10,0.0016475186870454123,1.169696975933928e-06,1.1909025670107541e-06,0.0,1.540809367694163,21.985662825840578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.019923081235386244,0.367195720476134,0.0016559616923773523,4.295077238168139e-06
30.5,3.507004044809574,95.01218257322503,0.0004282000165391592,1.160117285554126e-06,0.014934130396808347,1.18050602984421e-06,209.8495059205723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.501218257322504,1.1216245443635111e-05,5.6081227218175556e-05,4.282000165391592e-05,4.282000165391592e-06,0.0014934130396808349,8.985756190592345e-08,2.320234571108252e-07,2.434500391834488e-10,0.0014934130396808349,1.160117285554126e-06,1.18050602984421e-06,0.0,1.396565685149157,20.98495059205723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.018069212712038995,0.3507004044809574,0.0015016991899903579,4.068536012891824e-06
