H_1_task1,_1_task1
32.915416665311895,1.575
33.58268077155395,1.59
34.25966377495076,1.605
34.94654231104669,1.62
35.64349888773371,1.635
36.35072153450687,1.65
37.06840350285647,1.665
37.796743860674084,1.68
38.53594761377541,1.695
39.28622614501726,1.71
40.04779884058539,1.725
40.820890960983085,1.74
41.605734445529436,1.755
42.40256830176275,1.77
43.21163881297006,1.785
44.03319975339084,1.8
44.86751265542749,1.815
45.71484824039214,1.83
46.57548552321555,1.845
47.449711871706846,1.86
48.337823668850234,1.875
49.240126618959295,1.89
50.15693606409532,1.905
51.08857731074986,1.92
52.03538585341181,1.935
52.99770771219243,1.95
53.97589996904509,1.965
54.970331033302166,1.98
55.98138101286082,1.995
57.00944209562239,2.01
58.05491894081787,2.025
59.11822941197313,2.04
60.19980592832208,2.055
61.30009420654075,2.07
62.41955431186204,2.085
63.5586612261585,2.1
64.7179053431616,2.115
65.89779297607949,2.13
67.09884704942225,2.145
68.32160993256633,2.16
69.5666413602617,2.175
70.83451917044312,2.19
72.12584047238306,2.205
73.44122231270228,2.22
74.78130235859494,2.235
76.14673960204988,2.25
77.53821759067807,2.265
78.95644412805743,2.28
80.40214982878425,2.295
81.8760904468596,2.31
83.37904777771004,2.325
84.91183058416102,2.34
86.47527554636387,2.355
88.0702500155528,2.37
89.69765579556255,2.385
91.35842388564336,2.4
93.05351825173688,2.415
94.78393723372183,2.43
96.55071481427524,2.445
98.35492192150643,2.46
100.19766863278524,2.475
102.08011213576906,2.49
104.00344938605635,2.505
105.9689203599767,2.52
107.97781086186725,2.535
110.03145427674166,2.55
112.13123337083321,2.565
114.27858226912042,2.58
116.47499711267761,2.595
118.72203157550739,2.61
121.02129509091864,2.625
123.3744587797191,2.64
125.78325788894094,2.655
128.24949429879018,2.67
130.7750390978194,2.685
133.36184224296474,2.7
136.01194001912103,2.715
138.72744110087285,2.73
141.51053774709138,2.745
144.36350939945126,2.76
147.2887261929664,2.775
150.2886525640594,2.79
153.36585492380237,2.805
156.52302344347126,2.82
159.7629483309982,2.835
163.0885321922425,2.85
166.50279702653924,2.865
170.0088891567331,2.88
173.6100842984957,2.895
177.30979385235082,2.91
181.11159726398967,2.925
185.01922142399872,2.94
189.03654281193334,2.955
193.1676022018299,2.97
197.41661157294342,2.985
201.7879612177411,3.0
206.2862270471492,3.015
210.91620151419747,3.03
215.68290192996614,3.045
220.59154334254146,3.06
225.64756701010623,3.075
230.85665004392487,3.09
236.22471527473354,3.105
241.75794139270727,3.12
247.462782919114,3.135
253.34600952283338,3.15
259.41467317545147,3.165
265.67613591292076,3.18
272.1380857084693,3.195
278.8085506356882,3.21
285.6959119867024,3.225
292.8089167186628,3.24
300.15669771277715,3.255
307.7487875518386,3.27
315.5951344679964,3.285
323.7061188310076,3.3
332.09257480538326,3.315
340.7658117768399,3.33
349.73762150299405,3.345
359.0203016151091,3.36
368.62667491699966,3.375
378.57010903242593,3.39
388.86451279374444,3.405
399.5243518191824,3.42
410.56470324273874,3.435
422.0012573803866,3.45
433.8503371679491,3.465
446.1289177256578,3.48
458.85455389793714,3.495
472.04542579345195,3.51
485.7204334522371,3.525
499.8991635777263,3.54
514.6019029117193,3.555
529.8496482648462,3.57
545.6639170178418,3.585
562.0668659464004,3.6
579.0813947183759,3.615
596.731079473829,3.63
615.0401401880156,3.645
634.0331469188893,3.66
653.7352831376085,3.675
674.1723031444992,3.69
695.3703886849195,3.705
717.35587085226,3.72
740.1555320859742,3.735
763.796466379466,3.75
788.3057394782561,3.765
813.7101571694781,3.78
840.0366490842373,3.795
867.3119945682861,3.81
895.5621970087719,3.825
924.8125957562735,3.84
955.0880033173474,3.855
986.4123601019869,3.87
1018.8078836480396,3.885
1052.295523835553,3.9
1086.8947874161815,3.915
1122.6232851233492,3.93
1159.4958979608125,3.945
1197.5253501215543,3.96
1236.7217786986707,3.975
1277.092267831831,3.99
1318.6402401363255,4.005
1361.3655135754864,4.02
1405.2642837194032,4.035
1450.3286631168332,4.05
1496.5463032838745,4.065
1543.9001146877788,4.08
1592.3681339036077,4.095
1641.9234476363893,4.11
1692.5338047439964,4.125
1744.161779927895,4.14
1796.764524424774,4.155
1850.2936818022906,4.17
1904.6955278121802,4.185
1959.9106903930797,4.2
2015.8746654803,4.215
2072.517674464073,4.23
2129.765056823324,4.245
2187.5373537531823,4.26
2245.7506317729067,4.275
2304.3169395390487,4.29
2363.14442975518,4.305
2422.138215898222,4.32
2481.2003424293393,4.335
2540.230736592054,4.35
2599.1274477300103,4.365
2657.7873160164672,4.38
2716.1063349215992,4.395
2773.9807389845905,4.41
2831.307157150572,4.425
2887.9831557780726,4.44
2943.9079252948513,4.455
2998.9833128367977,4.47
3053.1128600123507,4.485
3106.204819317976,4.5
3158.169160128701,4.515
3208.9217628962906,4.53
3258.3826174477063,4.545
3306.475906983167,4.56
3353.1313828783814,4.575
3398.2845605129287,4.59
3441.8760002687022,4.605
3483.8520697111144,4.62
3524.165411259608,4.635
3562.7744783940143,4.65
3599.6431160305283,4.665
3634.7415315142866,4.68
3668.0459874664707,4.695
3699.537751002951,4.71
3729.2036908918703,4.725
3757.036770930911,4.74
3783.034468168903,4.755
3807.198979657183,4.77
3829.537934026615,4.785
3850.062876824199,4.8
3868.7891985420188,4.815
3885.736825134221,4.83
3900.928871094433,4.845
3914.3913988734002,4.86
3926.154019415153,4.875
3936.248775411648,4.89
3944.7098233771067,4.905
3951.5738756147393,4.92
3956.879337260311,4.935
3960.6659912495084,4.95
3962.9752702342766,4.965
3963.8497063291056,4.98
3963.3323010537233,4.995
3961.467263475434,5.01
3958.2989157115812,5.025
3953.872149140024,5.04
3948.231822890025,5.055
3941.4228668172113,5.07
3933.489909783754,5.085
3924.477584009149,5.1
3914.4297760003324,5.115
3903.3901851490355,5.13
3891.402002683513,5.145
3878.5072768632876,5.16
3864.7475734069894,5.175
3850.163630248328,5.19
3834.7953139699416,5.205
3818.6815781734663,5.22
3801.8604496199655,5.235
3784.368975291741,5.25
3766.2431998628913,5.265
3747.518153319342,5.28
3728.227836564595,5.295
3708.4052149850536,5.31
3688.0822151108227,5.325
3667.2897061696663,5.34
3646.057567132474,5.355
3624.4146264382775,5.37
3602.388699478333,5.385
3580.0065881228124,5.4
3557.294134684311,5.415
3534.276193934755,5.43
3510.9766688867776,5.445
3487.4185327527966,5.46
3463.6238320752304,5.475
3439.6137789817258,5.49
3415.408674970015,5.505
3391.0279754459434,5.52
3366.4903193854148,5.535
3341.813539084434,5.55
3317.014751631753,5.565
3292.110275076578,5.58
3267.11569567639,5.595
3242.0459059639843,5.61
3216.9151335974966,5.625
3191.7369723474267,5.64
3166.524330372514,5.655
3141.2895193674835,5.67
3116.0443026777843,5.685
3090.7998480597926,5.7
3065.566756915477,5.715
3040.355126368408,5.73
3015.1745866111096,5.745
2990.0342213281833,5.76
2964.9426537203135,5.775
2939.9080960653446,5.79
2914.9383224181656,5.805
2890.0406487244936,5.82
2865.2220464493553,5.835
2840.4891015515955,5.85
2815.847990390166,5.865
2791.3045718464327,5.88
2766.864402922693,5.895
2742.5326439764412,5.91
2718.31421067166,5.925
2694.213712536494,5.94
2670.235434993065,5.955
2646.3834508552486,5.97
2622.6615523704236,5.985
2599.073257508502,6.0
2575.6219192622366,6.015
2552.3105834950593,6.03
2529.1421284891844,6.045
2506.119231759027,6.06
2483.2443173291313,6.075
2460.519720029304,6.09
2437.9474955227242,6.105
2415.529592735867,6.12
2393.2677769331776,6.135
2371.1636363109196,6.15
2349.2186640302702,6.165
2327.4341319613436,6.18
2305.8112835093207,6.195
2284.351121938995,6.21
2263.0546243680496,6.225
2241.9225704907085,6.24
2220.955692331695,6.255
2200.154573107427,6.27
2179.5197086333587,6.285
2159.0515065328864,6.3
2138.7502946188515,6.315
2118.6162745281513,6.33
2098.6496174196013,6.345
2078.850355327499,6.36
2059.2185149652605,6.375
2039.7539793654173,6.39
2020.4566356348153,6.405
2001.326224609841,6.42
1982.3625427535062,6.435
1963.5652195632601,6.45
1944.9338848122154,6.465
1926.4681300191075,6.48
1908.1674308015859,6.495
1890.0313107785223,6.51
1872.0591609369842,6.525
1854.250393921824,6.54
1836.6043533026823,6.555
1819.120321832014,6.57
1801.7976390371232,6.585
1784.6355743547024,6.6
1767.6332791161833,6.615
1750.7899829033643,6.63
1734.1048826100243,6.645
1717.5770595307054,6.66
1701.2056535917761,6.675
1684.989751283662,6.69
1668.9285103438237,6.705
1653.0208838906601,6.72
1637.265971581311,6.735
1621.6628004143238,6.75
1606.2103765331099,6.765
1590.9076858725318,6.78
1575.753684348594,6.795
1560.7473464273467,6.81
1545.8876665986982,6.825
1531.1735877391586,6.84
1516.6040358239266,6.855
1502.1779303893236,6.87
1487.8942258276106,6.885
1473.7518471252042,6.9
1459.7497066008218,6.915
1445.8867085102563,6.93
1432.161766964329,6.945
1418.5737914477136,6.96
1405.121680649447,6.975
1391.8043280907227,6.99
1378.6206438422973,7.005
1365.569498302499,7.02
1352.6498179499922,7.035
1339.8604924655538,7.05
1327.2004128576982,7.065
1314.6684818343701,7.08
1302.2635993101214,7.095
1289.9846645708512,7.11
1277.8305811705347,7.125
1265.8002509334658,7.14
1253.8925799413007,7.155
1242.1064840343893,7.17
1230.4408736641742,7.185
1218.894667254724,7.2
1207.4667909770476,7.215
1196.1561653293943,7.23
1184.9617208892564,7.245
1173.8823946517725,7.26
1162.9171257836258,7.275
1152.064856644394,7.29
1141.3245378172553,7.305
1130.6951242993684,7.32
1120.1755762917905,7.335
1109.7648616222777,7.35
1099.4619498081822,7.365
1089.265821233073,7.38
1079.1754575742434,7.395
1069.1898514563,7.41
1059.3079972687344,7.425
1049.5288998405508,7.44
1039.8515689713365,7.455
1030.2750234495434,7.47
1020.7982773555248,7.485
1011.4203671961816,7.5
1002.1403280258834,7.515
992.957197538595,7.53
983.8700348906175,7.545
974.8778897975709,7.56
965.9798286415319,7.575
957.1749259865237,7.59
948.462251508416,7.605
939.840898290089,7.62
931.3099549685303,7.635
922.8685212103585,7.65
914.5157074097467,7.665
906.2506206179565,7.68
898.0723895714375,7.695
889.9801367476568,7.71
881.9730001180886,7.725
874.0501241450706,7.74
866.210653468657,7.755
858.4537541623165,7.77
850.7785828203536,7.785
843.1843104058049,7.8
835.6701231921752,7.815
828.2351974121564,7.83
820.8787325437697,7.845
813.5999297182018,7.86
806.3979877196474,7.875
799.272130932133,7.89
792.2215762154634,7.905
785.245547823308,7.92
778.3432914985867,7.935
771.5140408933893,7.95
764.7570437738971,7.965
758.0715660115014,7.98
751.4568610454979,7.995
744.9122009139734,8.01
738.436868952973,8.025
732.0301385385714,8.04
725.6913052434385,8.055
719.4196695576867,8.07
713.2145250986136,8.085
707.0751912070565,8.1
701.0009857355838,8.115
694.9912203639611,8.13
689.0452318892818,8.145
683.162361814717,8.16
677.3419421256599,8.175
671.5833248022808,8.19
665.8858734317638,8.205
660.2489399293253,8.22
654.6718910456007,8.235
649.1541117804461,8.25
643.6949736772679,8.265
638.2938592592357,8.28
632.9501744047254,8.295
627.663310111915,8.31
622.4326600681367,8.325
617.2576489088357,8.34
612.1376920389989,8.355
607.0722000967174,8.37
602.060606425337,8.385
597.1023522617556,8.4
592.1968675958861,8.415
587.3435921242185,8.43
582.5419905791298,8.445
577.7915129580234,8.46
573.0916107629198,8.475
568.4417648621676,8.49
563.8414479742696,8.505
559.2901271712058,8.52
554.7872801470268,8.535
550.3324127271724,8.55
545.9250132660796,8.565
541.5645687928333,8.58
537.2505891290305,8.595
532.9825930675656,8.61
528.7600865431193,8.625
524.5825782334745,8.64
520.4496065200831,8.655
516.3607012088189,8.67
512.3153865626099,8.685
508.31319721281386,8.7
504.3536935333631,8.715
500.4364185414452,8.73
496.5609140092164,8.745
492.726733069356,8.76
488.9334567551171,8.775
485.1806472095085,8.79
481.46786524641897,8.805
477.7946825234276,8.82
474.1606970407427,8.835
470.56548888868986,8.85
467.00863692172544,8.865
463.48973050374866,8.88
460.00838425209537,8.895
456.5641955430185,8.91
453.1567605861393,8.925
449.7856866000741,8.94
446.45060616922086,8.955
443.1511331668077,8.97
439.88688025764384,8.985
436.65746207702557,9.0
433.46252645990853,9.015
430.3017129337677,9.03
427.1746523379888,9.045
424.0809755119589,9.06
421.0203296672012,9.075
417.99238175620843,9.09
414.9967799902351,9.105
412.03317228795123,9.12
409.10121035618874,9.135
406.20057660554545,9.15
403.33094042896096,9.165
400.4919660770141,9.18
397.6833178028563,9.195
394.9046819533055,9.21
392.1557542585688,9.225
389.43621436113153,9.24
386.74574190348005,9.255
384.0840166411186,9.27
381.45074557922305,9.285
378.84564118532643,9.3
376.26840012498053,9.315
373.71871906373644,9.33
371.1962950273228,9.345
368.7008526931357,9.36
366.23211758512815,9.375
363.78980225011026,9.39
361.37361923489215,9.405
358.98328181849826,9.42
356.61853128832354,9.435
354.2791060282017,9.45
351.96473367632484,9.465
349.6751418708859,9.48
347.4100594666493,9.495
345.169243348971,9.51
342.95244441263196,9.525
340.7594047121942,9.54
338.5898663022192,9.555
336.44357302765053,9.57
334.32029624762134,9.585
332.21979887919525,9.6
330.1418366943837,9.615
328.08616546519886,9.63
326.05254340429616,9.645
324.04075532286186,9.66
322.0505757113173,9.675
320.0817733834315,9.69
318.13411715297235,9.705
316.2073792690336,9.72
314.3013591247401,9.735
312.41584259029617,9.75
310.55061065281757,9.765
308.7054442994199,9.78
306.8801245172183,9.795
305.0744501248299,9.81
303.28823352208025,9.825
301.52126915871037,9.84
299.7733514012926,9.855
298.04427461639926,9.87
296.3338363996672,9.885
294.64186204322476,9.9
292.96816359136176,9.915
291.31254781584323,9.93
289.67482148843465,9.945
288.05479138090146,9.96
286.4523186963903,9.975
284.86713455853453,9.99
283.29913553629217,10.005
281.74813353617213,10.02
280.2139425904362,10.035
278.6963804467545,10.05
277.1952827193247,10.065
275.71048272269223,10.08
274.24181445001386,10.095
272.78911543938733,10.11
271.3522267738506,10.125
269.93099260127923,10.14
268.5252476384449,10.155
267.13483083049863,10.17
265.7595874678488,10.185
264.3993651246292,10.2
263.05401365869824,10.215
261.7233851931633,10.23
260.4073296425958,10.245
259.10569769303567,10.26
257.8183442445715,10.275
256.5451259522749,10.29
255.28590122620014,10.305
254.04053023138536,10.32
252.80887451370492,10.335
251.59079695787773,10.35
250.3861625192168,10.365
249.19483784913032,10.38
248.01669129177796,10.395
246.85159288407056,10.41
245.6993570483698,10.425
244.5600009935827,10.44
243.4332948379572,10.455
242.31912057004703,10.47
241.21736017840612,10.485
240.12789565158792,10.5
239.05060928584328,10.515
237.9853847340067,10.53
236.93210479760276,10.545
235.89065212885072,10.56
234.86090937996994,10.575
233.84276008717708,10.59
232.8361003905608,10.605
231.84082210959636,10.62
230.85681385299551,10.635
229.88396422947037,10.65
228.92216191427963,10.665
227.97130748716293,10.68
227.03130320257634,10.695
226.10204459686727,10.71
225.18342720638347,10.725
224.27534656747227,10.74
223.37770490658576,10.755
222.49041344595736,10.77
221.61337445773077,10.785
220.74649000131845,10.8
219.8896621361328,10.815
219.04279673146996,10.83
218.20581427068828,10.845
217.37862439008836,10.86
216.56113514103816,10.875
215.75325457490604,10.89
214.95489074306025,10.905
214.1659516968689,10.92
213.38635541028006,10.935
212.61603222765734,10.95
211.85489825425515,10.965
211.10286925994467,10.98
210.35986101459724,10.995
209.6257892880838,11.01
208.9005699277232,11.025
208.18413379898885,11.04
207.4764128169095,11.055
206.77732977431563,11.07
206.08680746403766,11.085
205.40476867890604,11.1
204.73113621175102,11.115
204.0659033594375,11.13
203.40883857650732,11.145
202.75999371832862,11.16
202.1192933456836,11.175
201.4866629893635,11.19
200.8620291501687,11.205
200.24531929890873,11.22
199.6364643968843,11.235
199.0354074436772,11.25
198.44208480714008,11.265
197.85643285407735,11.28
197.2783893141313,11.295
196.7078932797825,11.31
196.14488520634964,11.325
195.58930691198938,11.34
195.04110157769668,11.355
194.50021374730457,11.37
193.96658932748403,11.385
193.4401702917595,11.4
192.9208941363312,11.415
192.40870655556415,11.43
191.90355438721963,11.445
191.40538548590783,11.46
190.91414872308806,11.475
190.42979398706854,11.49
189.95227218300653,11.505
189.4815352329084,11.52
189.0175360756294,11.535
188.56022854040265,11.55
188.1095604292581,11.565
187.6654813756437,11.58
187.22794509776287,11.595
186.79690606465974,11.61
186.37231949621895,11.625
185.9541413631661,11.64
185.54232838706744,11.655
185.13683804032988,11.67
184.73762854620117,11.685
184.34465887876982,11.7
183.95788852397294,11.715
183.57727598231148,11.73
183.2027814789965,11.745
182.83436624985984,11.76
182.47199222297886,11.775
182.11562201867636,11.79
181.7652189495206,11.805
181.42074702032528,11.82
181.0821709281496,11.835
180.74945606229815,11.85
180.42256850432102,11.865
180.10147436699165,11.88
179.78613915950885,11.895
179.4765302827528,11.91
179.17261584019474,11.925
178.87436456987476,11.94
178.58174584440175,11.955
178.29472967095367,11.97
178.01328669127727,11.985
177.73738818168812,12.0
177.4670060530708,12.015
177.20211284819555,12.03
176.94268016670563,12.045
176.68868006357488,12.06
176.4400863368973,12.075
176.1968733770445,12.09
175.95901616666603,12.105
175.72649028068938,12.12
175.4992718863196,12.135
175.2773377430398,12.15
175.06066520261078,12.165
174.84923220907126,12.18
174.64301729873767,12.195
174.44199960020435,12.21
174.24615883434353,12.225
174.0554752482163,12.24
173.8699272608794,12.255
173.68949452324685,12.27
173.51415828395386,12.285
173.34390032978828,12.3
173.1787029856906,12.315
173.01854911475385,12.33
172.86342211822367,12.345
172.71330593549837,12.36
172.5681850441288,12.375
172.4280444598184,12.39
172.29286973642328,12.405
172.1626469659521,12.42
172.03736277856612,12.435
171.91700422117265,12.45
171.8015573737381,12.465
171.69100960807654,12.48
171.58534921463007,12.495
171.48456499062286,12.51
171.38864624006123,12.525
171.29758277373378,12.54
171.21136490921114,12.555
171.1299834708462,12.57
171.053429789774,12.585
170.98169570391167,12.6
170.91477355795857,12.615
170.85265620339626,12.63
170.7953369984884,12.645
170.74280964246915,12.66
170.69506737518924,12.675
170.65210460698273,12.69
170.61391639721847,12.705
170.5804982914699,12.72
170.55184632151503,12.735
170.5279570053365,12.75
170.50882734712155,12.765
170.49445483726217,12.78
170.48483745235475,12.795
170.4799736552004,12.81
170.4798623948049,12.825
170.4845031063786,12.84
170.49389571133645,12.855
170.50804051952923,12.87
170.52693803368624,12.885
170.5505894997701,12.9
170.57899667097078,12.915
170.61216177961464,12.93
170.65008753716438,12.945
170.69277713421923,12.96
170.74023424051467,12.975
170.79246300492275,12.99
170.84946805545187,13.005
170.91125449924675,13.02
170.97782792258866,13.035
171.04919439089525,13.05
171.1253604487205,13.065
171.20633332411967,13.08
171.29212106482052,13.095
171.3827318890742,13.11
171.47817450309012,13.125
171.57845811363012,13.14
171.68359242800858,13.155
171.79358765409222,13.17
171.90845450030022,13.185
172.02820417560423,13.2
172.15284845520054,13.215
172.28239983039748,13.23
172.41687114097525,13.245
172.5562757193032,13.26
172.70062740903472,13.275
172.84994056510752,13.29
173.00423005374353,13.305
173.16351125244893,13.32
173.32780005001405,13.335
173.49711294632723,13.35
173.67146758572608,13.365
173.85088178025427,13.38
174.03537378251903,13.395
174.2249623850194,13.41
174.4196669201463,13.425
174.61950726018242,13.44
174.82450381730249,13.455
175.0346775435729,13.47
175.25004999785804,13.485
175.47064419508754,13.5
175.6964833580568,13.515
175.92759105302326,13.53
176.16399142751493,13.545
176.40570921032997,13.56
176.6527697115371,13.575
176.90519882247543,13.59
177.1630230157544,13.605
177.42626936535868,13.62
177.6949663930296,13.635
177.96914310280908,13.65
178.2488287568869,13.665
178.53405324159652,13.68
178.8248470674151,13.695
179.12124136896355,13.71
179.42326790500658,13.725
179.7309590584526,13.74
180.04434783689206,13.755
180.3634686570918,13.77
180.68835687878894,13.785
181.0190480243428,13.8
181.35557831285882,13.815
181.69798466018867,13.83
182.04630467892986,13.845
182.40057667842612,13.86
182.76083990100804,13.875
183.1271349143799,13.89
183.4995025704382,13.905
183.87798442956924,13.92
184.26262279760618,13.935
184.65346072582915,13.95
185.05054201096561,13.965
185.45391128487455,13.98
185.8636149288258,13.995
186.2796997408288,14.01
186.70221311751,14.025
187.13120326810937,14.04
187.56671921448014,14.055
188.00881079108885,14.07
188.45752864680043,14.085
188.91292511217625,14.1
189.37505361286333,14.115
189.84396791960614,14.13
190.31972269302418,14.145
190.80237348361172,14.16
191.29197673173772,14.175
191.7885897676459,14.19
192.29227126428765,14.205
192.803081882735,14.22
193.32108242854258,14.235
193.84633462750884,14.25
194.37890118284596,14.265
194.9188457751801,14.28
195.46623306255145,14.295
196.02112892978985,14.31
196.58360258710744,14.325
197.15372302049994,14.34
197.73155974681973,14.355
198.31718333278585,14.37
198.91066539498422,14.385
199.51207859986746,14.4
200.12149666375475,14.415
200.73899435283232,14.43
201.3646474831529,14.445
201.99853292063602,14.46
202.64072872856917,14.475
203.29131937601673,14.49
203.95038924964862,14.505
204.61802172190565,14.52
205.29430139395654,14.535
205.97931409569736,14.55
206.6731468857519,14.565
207.37588805147178,14.58
208.08762710893612,14.595
208.80845480295167,14.61
209.53846310705305,14.625
210.2777452235023,14.64
211.02640038991956,14.655
211.7845308541851,14.67
212.55223620652612,14.685
213.32961747857397,14.7
214.11677714347107,14.715
214.9138191158704,14.73
215.72084875193576,14.745
216.53797284934203,14.76
217.36529964727464,14.775
218.20293882642986,14.79
219.05100150901507,14.805
219.90960375798767,14.82
220.77886853580722,14.835
221.65891460493776,14.85
222.54986219994555,14.865
223.45183324487263,14.88
224.36495135323702,14.895
225.28934182803303,14.91
226.22513166173073,14.925
227.17244953627622,14.94
228.1314258230919,14.955
229.10219258307586,14.97
230.08488587631635,14.985
231.0796524161887,15.0
