Time,C,D,H,M,N,R,bH,bC,bM,alpha,k1,k2,k3,k4,k5,k6,dH,dC,dM,dD,H0,C0,M0,sigma,m,h,compartment,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8
0.15,4.000453079602055,0.34589435693220366,0.327588643881069,407.4408100092149,99.61746019459376,0.036645448473938524,0.0,6.46044,312.462,0.012846715716248644,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,4.805763364543108,0.327588643881069,6.473513263929799,6.461171773396075,420.4966878867448,318.2744259427483,2.9134613629195947,0.5113539268374755,0.004538465502600338
0.165,4.000668127200246,0.38175959660406394,0.398133822240077,409.0523756416481,99.57360031095605,0.044640092439791244,0.0,6.46044,312.462,0.013163319451726966,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,5.3250447440977355,0.398133822240077,6.477976008625638,6.461519098922389,432.17025512467643,319.5333084943516,2.943791771374511,0.5645741872131501,0.005528586168483266
0.18,4.0009506709772555,0.4172520449368103,0.4753671627240595,410.8194152919425,99.52933409131424,0.053413863748855345,0.0,6.46044,312.462,0.013437124825083066,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,5.845259722543493,0.4753671627240595,6.483324391355657,6.461975438202075,443.8648098847068,320.91364035237734,2.969850035384966,0.6173012516003309,0.006615200197568237
0.195,4.001312704819045,0.45232109854513175,0.5592010409983135,412.74038694134015,99.48472152573997,0.0629573757148045,0.0,6.46044,312.462,0.013675124787800898,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,6.366169416522015,0.5592010409983135,6.489622771265712,6.462560162680289,455.5749820128968,322.4142169611626,2.9923438539373697,0.6694647084976678,0.007797145067527108
0.21,4.001766855530017,0.4869265671659705,0.649546451168925,414.81370604262617,99.43981311285442,0.07326031997950883,0.0,6.46044,312.462,0.013882841511979988,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,6.887648053878491,0.649546451168925,6.496930969257371,6.463293666035087,467.29794412169963,324.03380054372764,3.0118335270175773,0.7210092415866759,0.009073144108822208
0.225,4.002326300936013,0.5210364637040473,0.7463145476753323,417.0377802576584,99.39465186021859,0.08431167607727888,0.0,6.46044,312.462,0.014064703762118156,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,7.409653457744464,0.7463145476753323,6.505304387073913,6.464197231904764,479.03274806521756,325.7711472371712,3.0287697730229772,0.7718913739010613,0.010441832458818835
0.24,4.003004692606475,0.554625532833309,0.8494176484673438,419.4110322169095,99.34927460316516,0.09609986400144242,0.0,6.46044,312.462,0.01422431126473365,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,7.932207892183979,0.8494176484673438,6.514794168094565,6.465292909075644,490.7798943448336,327.6250248714,3.0435202151808776,0.8220773047923551,0.011901775956850642
0.255,4.003816082886369,0.5876739906708842,0.958770080615232,421.93191877134996,99.30371313053634,0.10861287879269686,0.0,6.46044,312.462,0.014364624327832918,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,8.455381934306185,0.958770080615232,6.525447379122044,6.466603393630604,502.54096955051904,329.5942280078339,3.0563883799628484,0.8715410598247304,0.01345148781271792
0.27,4.004774856114474,0.6201665480836388,1.0742887842661468,424.5989448568274,99.25799505354159,0.121838398374675,0.0,6.46044,312.462,0.014488102658292886,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,8.979282312556856,1.0742887842661468,6.537307205440699,6.468151917859048,514.3183729627738,331.67758876963507,3.06762760263306,0.9202630602201625,0.015089441961906749
0.285,4.0058956646916,0.6520916564271273,1.1958937390652031,427.41067341790813,99.21214447233432,0.13576387123848502,0.0,6.46044,312.462,0.014596808829808065,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,9.50404284952677,1.1958937390652031,6.55041315498351,6.46996214700005,526.1151129448339,333.87398459376607,3.0774513886868324,0.9682290212707758,0.016814083925143893
0.3,4.007193369723559,0.6834409008771206,1.3235082659637034,430.36573254993544,99.16618250993564,0.15037658918717792,0.0,6.46044,312.462,0.014692486638803919,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,10.02981744905543,1.3235082659637034,6.5648012657655865,6.472058083374218,537.9346492911178,336.1823438100448,3.086041258076415,1.0154290688852554,0.01862383981765361
0.315,4.0086829872171865,0.7142085327063096,1.4570592151695052,433.4628200927573,99.12012772162029,0.16566374567332123,0.0,6.46044,312.462,0.014776621290114202,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,10.556775004992485,1.4570592151695052,6.580504315821778,6.474463979484351,549.7807787749888,338.60164922955784,3.093552767884556,1.0618570614617955,0.020517123574149487
0.33,4.010379635583206,0.7443910176066751,1.5964771414699257,436.7007079431227,99.07399649016816,0.1816124922250888,0.0,6.46044,312.462,0.014850486217754078,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,11.085094477198977,1.5964771414699257,6.5975520242678005,6.477204253226792,561.657524456108,341.13094151331006,3.10012019631338,1.1075099349545037,0.022492343937092797
0.345,4.012298487884144,0.7739866642473711,1.7416964029819757,440.07824465362813,99.02780335105432,0.1982099846982331,0.0,6.46044,312.462,0.014915179929223954,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,11.614961017226934,1.7416964029819757,6.615971244414605,6.4803034107665605,573.5690485848022,343.7693212024049,3.105860226981934,1.1523871659394562,0.024547910184906773
0.36,4.014454735952607,0.8029955101891276,1.892655043918866,443.5943532020933,98.9815610881908,0.215443401619991,0.0,6.46044,312.462,0.014971655302744845,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,12.146565742258707,1.892655043918866,6.635786175362897,6.483785988584415,585.5196475201675,346.51594697558124,3.1108748746998263,1.1964906158325643,0.026682234403832647
0.375,4.0168635448797145,0.8314189172759594,2.0492949466544617,447.248034761924,98.93528108826388,0.23329999446007998,0.0,6.46044,312.462,0.015020743105653404,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,12.680101259410579,2.0492949466544617,6.657018530828201,6.487676479970676,597.5136511153644,349.37003859445076,3.115253836374076,1.2398239435923843,0.028893737713891986
0.39,4.019540023550868,0.859259488337301,2.211561708439171,451.0383663131825,98.88897340982089,0.25176710184171175,0.0,6.46044,312.462,0.015063171038704791,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,13.215761758783625,2.211561708439171,6.679687733450535,6.491999287437243,609.5554248094228,352.3308750373741,3.1190763911424715,1.2823924944237037,0.031180852028892318
0.405,4.022499189632755,0.8865208296977394,2.3794046455822246,454.9645010869316,98.84264699112414,0.27083217917803454,0.0,6.46044,312.462,0.015099579281164288,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,13.753740788243219,2.3794046455822246,6.703811076685365,6.496778666167758,621.6493196037634,355.3977948465621,3.1224129519136623,1.3242029588630937,0.03354202372684122
0.42,4.025755943288189,0.91320745002856,2.552776693619744,459.025666676048,98.79630973668873,0.2904828132826293,0.0,6.46044,312.462,0.015130533273511963,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,14.294230956994669,2.552776693619744,6.729403895420952,6.502038681564187,633.7996653985086,358.57019465232827,3.125326339758395,1.3652632337526573,0.03597571545942708
0.435,4.029325041887724,0.9393246183224051,2.731634348552667,463.2211640648898,98.74996864112691,0.3107067405505884,0.0,6.46044,312.462,0.01515653430058199,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,14.837422970873245,2.731634348552667,6.756479719334764,6.5078031684032815,646.0107493055757,361.847528415109,3.127872839393852,1.4055822218324687,0.03848040840370927
0.45,4.033221076856575,0.9648782634643609,2.9159375730446464,467.550365864541,98.7036298761468,0.3314918603887555,0.0,6.46044,312.462,0.015178028309268734,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,15.383505211824918,2.9159375730446464,6.785050421705921,6.514095693441822,658.286806195305,365.22930604691555,3.1301030773891174,1.4451696925075381,0.04105460392542659
0.465,4.037458456167656,0.9898748882471894,3.105649712430212,472.0127147323296,98.65729886564885,0.3528262461038722,0.0,6.46044,312.462,0.015195413298714891,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,15.932663483719876,3.105649712430212,6.8151263628813386,6.520939527140943,670.6320129822889,368.7150921767329,3.132062759158547,1.4840361636428518,0.043696824927472365
0.48,4.042051384922955,1.0143214812237282,3.300737402568595,476.60772162767313,98.6109803625038,0.3746981562724006,0.0,6.46044,312.462,0.015209045548229884,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,16.48508065059403,3.300737402568595,6.846716521219192,6.528357612302914,683.0504804929551,372.304504788065,3.1337932886968183,1.5221927794264605,0.04640561725802427
0.495,4.0470138597487955,1.0382254878320272,3.5011704732318947,481.3349639048372,98.5646784748782,0.39709603728968185,0.0,6.46044,312.462,0.015219244892786608,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,17.040937164935237,3.5011704732318947,6.879828635252199,6.536372555018877,695.5462653415659,375.9972137290831,3.135332296790627,1.559651276488917,0.049179550026252516
0.51,4.052359639035593,1.0615946696938394,3.706921870517516,486.19408393569023,98.51839678797381,0.42000854233226226,0.0,6.46044,312.462,0.015226299213338765,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,17.600409734849748,3.706921870517516,6.914469295539003,6.545006576602777,708.1233399678059,379.7929396367841,3.136714083754126,1.596423781790568,0.05201721795076602
0.525,4.058102227286365,1.084437028671324,3.91796756740797,491.1847874058781,98.4721384306863,0.44342454064229575,0.0,6.46044,312.462,0.01523046827616346,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,18.163670924159838,3.91796756740797,6.9506440432467205,6.554281488312481,720.7855836468842,383.69145260603875,3.1379700008463125,1.6325227065588879,0.05491724250946704
0.54,4.064254910301368,1.1067609565163194,4.134286432827819,496.30684045747836,98.42590595158175,0.4673330919018482,0.0,6.46044,312.462,0.015231987029619878,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,18.73089244133761,4.134286432827819,6.988357557847121,6.564218748176842,733.5368564255373,387.69256995756155,3.13912879170263,1.6679609789852499,0.057878268765860094
0.555,4.070830707692889,1.1285750194619197,4.355860166949251,501.56006868036303,98.37970150325381,0.49172347728418025,0.0,6.46044,312.462,0.015231068446398828,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,19.30224240168415,4.355860166949251,7.0276136899738955,6.574839384301862,746.3809375751739,391.796155450009,3.140216864596934,1.7027517281914373,0.06089896921469116
0.57,4.077842363790738,1.1498879070674775,4.58267321559847,506.94435546242937,98.33352688793877,0.5165852049936767,0.0,6.46044,312.462,0.015227905983238853,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,19.87788517107062,4.58267321559847,7.068415544147999,6.58616398018206,759.3215220791387,396.002117991254,3.1412585374373534,1.7369082138581446,0.06397804446805687
0.585,4.085302384420011,1.1707085444281864,4.8147127253472455,512.4596410209259,98.2873834648521,0.5419079907196407,0.0,6.46044,312.462,0.015222675717248021,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,20.457984022246947,4.8147127253472455,7.110765647048531,6.598212734100604,772.3622803471548,400.3104108817014,3.1422762643797877,1.7704440025072326,0.06711422083464606
0.6,4.093222998486183,1.191045942423512,5.05196842029544,518.105920061247,98.24127227932084,0.5676817782555796,0.0,6.46044,312.462,0.015215538207670371,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,21.042699225758113,5.05196842029544,7.154665968581221,6.6110053970850196,785.506815298673,404.72102998544347,3.1432908116363683,1.8033727477412491,0.07030625287339702
0.615,4.101616156260374,1.2109091705532156,5.294432526747323,523.8832403156547,98.19519408825235,0.5938967411943682,0.0,6.46044,312.462,0.015206640123625381,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,21.632188181909985,5.294432526747323,7.200117997281378,6.6245612701376935,798.7586653294966,409.2340125887753,3.1443214213043853,1.8357081549118082,0.07355292360344011
0.63,4.110493561841908,1.2303074284700402,5.542099768413381,529.7917024543059,98.14914930307027,0.6205432684596255,0.0,6.46044,312.462,0.015196115671607505,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,22.22660734713207,5.542099768413381,7.247122881599024,6.638899256666484,812.1213476168655,413.8494373306933,3.1453859662004247,1.8674640957056305,0.0768530427121877
0.645,4.119866643790751,1.2492499402176451,5.794967231916637,535.831457468688,98.10313808082196,0.6476119789603252,0.0,6.46044,312.462,0.0151840878510342,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,22.82611089274368,5.794967231916637,7.295681444749547,6.654037815052881,825.5983279682076,418.567422158953,3.146501067265844,1.8986544530055434,0.08020544837027835
0.66,4.129746558882426,1.267745940189445,6.053034307713796,542.0027055421265,98.05716033879634,0.6750937210141557,0.0,6.46044,312.462,0.015170669561626788,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,23.430850976724958,6.053034307713796,7.34579425311067,6.669994964716595,839.1930269306133,423.3881234477598,3.1476822069966826,1.929293104556132,0.08360900716016115
0.675,4.140144220922644,1.2858047187287402,6.316302706767216,548.3056964755542,98.01121571979564,0.7029795614755556,0.0,6.46044,312.462,0.015155964582699303,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,24.04097916754335,6.316302706767216,7.397461734341727,6.686788332654372,852.9088517987893,428.31173633036155,3.1489438384874324,1.959393997864629,0.08706261272962461
0.69,4.151070279095442,1.3034355471918777,6.584776325487278,554.7407270001141,97.96530365715712,0.7312607956509348,0.0,6.46044,312.462,0.015140068441364094,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,24.656645501903167,6.584776325487278,7.450684188113833,6.704435118469839,866.7491754330476,433.33849259977416,3.150299466215488,1.9889710403549148,0.09056518701977698
0.705,4.162535125573679,1.3206476710520003,6.8584612054404515,561.3081400424468,97.9194233834354,0.7599289455125173,0.0,6.46044,312.462,0.015123069184116406,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,25.27799881703493,6.8584612054404515,7.505461848122762,6.722952106665304,880.7173437292485,438.46866013485754,3.1517617270848675,2.0180380932287014,0.09411568004383425
0.72,4.174548920598968,1.3374503392062762,7.1373655714864075,568.0083256229486,97.87357390882036,0.7889757519732902,0.0,6.46044,312.462,0.015105048064137351,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,25.905187837175294,7.1373655714864075,7.561794982533459,6.7423557071486,894.8167000431229,443.7025436019945,3.1533424690265672,2.0466090212282566,0.09771306893038804
0.735,4.187121577963122,1.3538527502908428,7.421499696733668,574.8417181507864,97.82775406886512,0.8183931808439572,0.0,6.46044,312.462,0.015086080154877562,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,26.538360501522124,7.421499696733668,7.619683900872026,6.762661931784018,909.0505700825463,449.04048234207755,3.1550528085107565,2.074697613970583,0.10135635866116241
0.75,4.200262777482481,1.3698640539014513,7.710875894280091,581.8087963689308,97.78196252626009,0.8481734198383931,0.0,6.46044,312.462,0.015066234898991305,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,27.177664412880837,7.710875894280091,7.679129016233869,6.7838864145397295,923.4222719932123,454.4828503275721,3.156903190921267,2.1023175918421915,0.10504458170014531
0.765,4.213981992566324,1.3854933795165205,8.005508595830213,588.9100851393925,97.73619774924605,0.8783088712373661,0.0,6.46044,312.462,0.015045576600432639,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,27.823247921507832,8.005508595830213,7.7401309454910106,6.806044456013796,937.935140723689,460.0300575570622,3.158903450493717,2.129482655219468,0.10877679708500532
0.78,4.228288465205266,1.4007497674997045,8.305414135239323,596.146150987692,97.69045807250951,0.9087921599907101,0.0,6.46044,312.462,0.015024164866461102,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,28.475258959562193,8.305414135239323,7.802690473270999,6.829150983037678,952.5925018236172,465.68254657479054,3.1610628467915376,2.1562063805055875,0.11255209143052945
0.795,4.243191218981209,1.4156421706870437,8.610610746620877,603.5176021868341,97.64474169860776,0.9396161307051266,0.0,6.46044,312.462,0.015002055005400644,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,29.133845422699483,8.610610746620877,7.866808603036178,6.85322056968874,967.3976800220318,471.4407925362564,3.163390110065568,2.182502225883542,0.11636957855556852
0.81,4.258699066581042,1.4301794457463703,8.921118531741838,611.0250881917233,97.5990467080162,0.9707738462373434,0.0,6.46044,312.462,0.014979298385227694,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,29.799155299080354,8.921118531741838,7.932486591207821,6.878267449425707,982.3540021275021,477.30530276640565,3.165893480739185,2.20838352090212,0.12022839930880251
0.825,4.2748206648338565,1.444370430772099,9.236959720540586,618.66930529238,97.5533709969389,1.0022585722889283,0.0,6.46044,312.462,0.014955942757406925,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,30.47133889878049,9.236959720540586,7.999726118225868,6.90430560397981,997.4648471457933,483.27662117566916,3.1685807620497073,2.2338635920972134,0.1241277196608392
0.84,4.291564498262627,1.4582238930571858,9.55815849205978,626.4509929418914,97.50771232389083,1.0340637830519133,0.0,6.46044,312.462,0.014932032549831928,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,31.150547975640716,9.55815849205978,8.068529260633667,6.9313487367889515,1012.7336265388492,489.3553253915232,3.171459344464659,2.258955684335336,0.12806673140341335
0.855,4.308938859022047,1.471748470302068,9.884740773156578,634.3709296129322,97.46206836177925,1.066183167918613,0.0,6.46044,312.462,0.014907609132245104,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,31.836934583431937,9.884740773156578,8.138898437448038,6.959410240595098,1028.163758511112,495.54202352179004,3.17453622609227,2.2836728708012934,0.13204465298038437
0.87,4.326951872425598,1.4849526946169163,10.216734317554163,642.4299346013926,97.41643668061653,1.0986106247664857,0.0,6.46044,312.462,0.014882711057095911,0.0341,0.115375,0.766576,0.123848,0.00409948,0.000323097,1.0,1.61511,0.781155,1.34671,0.0,4.0,400.0,2.2,4.22686,0.511657,1.0,32.530651930871734,10.216734317554163,8.210836485512415,6.9885032386733075,1043.7586872304964,501.83735556355083,3.177818046599199,2.308028093423526,0.13606072865607974
