C_1_task1,D_1_task1,H_1_task1,M_1_task1,N_1_task1,R_1_task1,_1_task1,alpha_10_task1,bC_8_task1,bH_7_task1,bM_9_task1
4.0,0.0,0.0,400.0,100.0,0.0,0.0,5.985172717826585e-30,6.46044,0.0,312.462
4.000000031164321,0.0275728349552392,0.0027131252511431664,400.0610570780926,99.97213234228462,0.00029482276006470977,0.015,0.0040330781013145295,6.46044,0.0,312.462
4.000000554836468,0.05916763554740915,0.011443555954839382,400.25779957500424,99.93958388682736,0.0012484776251369646,0.03,0.006414341088652585,6.46044,0.0,312.462
4.000003025741313,0.092960510733522,0.026716826694447138,400.60249981756243,99.90411368078215,0.0029258084842526334,0.045,0.008036110260821315,6.46044,0.0,312.462
4.000010097703362,0.1280649341691435,0.04880099242854786,401.10166450692896,99.86657156614486,0.005363499685916529,0.06,0.009237539150966386,6.46044,0.0,312.462
4.0000256831754255,0.16395340415270776,0.07783027955003503,401.75880053901284,99.82746346549779,0.008583130349412046,0.075,0.01017133004827357,6.46044,0.0,312.462
4.000054948353139,0.20027750763225383,0.11385896469681404,402.575618499673,99.78712565473994,0.012596837627704032,0.09,0.010920228034801825,6.46044,0.0,312.462
4.0001042707651875,0.23679221404628237,0.15689028715956507,403.55267789309397,99.74579742611768,0.017410359835940626,0.105,0.011534302055478169,6.46044,0.0,312.462
4.000181174519227,0.273318152620218,0.20689365957597183,404.6897710453411,99.70365698559687,0.023024861782821482,0.12,0.012046180260644034,6.46044,0.0,312.462
4.00029425218914,0.3097201860725578,0.2638158730540714,405.98617302055425,99.66084167446523,0.02943813946210385,0.135,0.012478296240768108,6.46044,0.0,312.462
4.000453079602055,0.34589435693220366,0.327588643881069,407.4408100092149,99.61746019459376,0.036645448473938524,0.15,0.012846715716248644,6.46044,0.0,312.462
4.000668127200246,0.38175959660406394,0.398133822240077,409.0523756416481,99.57360031095605,0.044640092439791244,0.165,0.013163319451726966,6.46044,0.0,312.462
4.0009506709772555,0.4172520449368103,0.4753671627240595,410.8194152919425,99.52933409131424,0.053413863748855345,0.18,0.013437124825083066,6.46044,0.0,312.462
4.001312704819045,0.45232109854513175,0.5592010409983135,412.74038694134015,99.48472152573997,0.0629573757148045,0.195,0.013675124787800898,6.46044,0.0,312.462
4.001766855530017,0.4869265671659705,0.649546451168925,414.81370604262617,99.43981311285442,0.07326031997950883,0.21,0.013882841511979988,6.46044,0.0,312.462
4.002326300936013,0.5210364637040473,0.7463145476753323,417.0377802576584,99.39465186021859,0.08431167607727888,0.225,0.014064703762118156,6.46044,0.0,312.462
4.003004692606475,0.554625532833309,0.8494176484673438,419.4110322169095,99.34927460316516,0.09609986400144242,0.24,0.01422431126473365,6.46044,0.0,312.462
4.003816082886369,0.5876739906708842,0.958770080615232,421.93191877134996,99.30371313053634,0.10861287879269686,0.255,0.014364624327832918,6.46044,0.0,312.462
4.004774856114474,0.6201665480836388,1.0742887842661468,424.5989448568274,99.25799505354159,0.121838398374675,0.27,0.014488102658292886,6.46044,0.0,312.462
4.0058956646916,0.6520916564271273,1.1958937390652031,427.41067341790813,99.21214447233432,0.13576387123848502,0.285,0.014596808829808065,6.46044,0.0,312.462
