C_1_task1,_1_task1
167.0664515712846,6.12
164.72690300010564,6.135
162.42047170825663,6.15
160.14688980076838,6.165
157.90587370131914,6.18
155.69713815431774,6.195
153.52038192675028,6.21
151.37530262390692,6.225
149.26158590063304,6.24
147.17891526794844,6.255
145.12696613753087,6.27
143.10541016372397,6.285
141.1139147747266,6.3
139.15214447016263,6.315
137.21975853322039,6.33
135.31641584898003,6.345
133.44177076804533,6.36
131.59547811625572,6.375
129.7771893508009,6.39
127.98655657922923,6.405
126.2232299476495,6.42
124.48686045021529,6.435
122.77709851353472,6.45
121.09359456522938,6.465
119.43599994472083,6.48
117.80396724897,6.495
116.19714877759269,6.51
114.61520037788614,6.525
113.05777732076427,6.54
111.52453828605442,6.555
110.01514467259804,6.57
108.52925534094766,6.585
107.06653359022961,6.6
105.62665019872985,6.615
104.20927098943488,6.63
102.81406499871431,6.645
101.44071237153004,6.66
100.08888761857655,6.675
98.75827279272136,6.69
97.44854024752983,6.705
96.15939019263539,6.72
94.89050313616681,6.735
93.64157306485893,6.75
92.41229675248141,6.765
91.20237362639222,6.78
90.01150779226074,6.795
88.83940520869159,6.81
87.68577360148976,6.825
86.55032663098025,6.84
85.43278187271781,6.855
84.33286026727374,6.87
83.25028394954913,6.885
82.18477962673292,6.9
81.13607769845208,6.915
80.10391204793947,6.93
79.08802034132268,6.945
78.0881437857408,6.96
77.10402702629368,6.975
76.13541824004443,6.99
75.18204560134139,7.005
74.24372874337529,7.02
73.32017381426162,7.035
72.41115041900157,7.05
71.51642835641934,7.065
70.63577913321713,7.08
69.76897384831906,7.095
68.91578575595145,7.11
68.07599831336104,7.125
67.24939084292106,7.14
66.4357469118848,7.155
65.63486072222828,7.17
64.84652060326448,7.185
64.07052196276382,7.2
63.30666713469403,7.215
62.554753367053536,7.23
61.81458565850716,7.245
61.08597390810294,7.26
60.368729357943856,7.275
59.66266498496419,7.29
58.96759817265765,7.305
58.28334862554373,7.32
57.609738799289566,7.335
56.94659503718884,7.35
56.29374447213069,7.365
55.65101936552487,7.38
55.01825249555493,7.395
54.39528149489935,7.41
53.78194466385311,7.425
53.17808469189413,7.44
52.583546154883486,7.455
51.9981771999593,7.47
51.42182406949455,7.485
50.85434141388988,7.5
50.295583338950514,7.515
49.745404781228636,7.53
49.20366823786735,7.545
48.6702328787242,7.56
48.144963431029296,7.575
47.62772735836356,7.59
47.11839043628901,7.605
46.61682581939432,7.62
46.12290526065971,7.635
45.636503786233725,7.65
45.157499646505464,7.665
44.685770033919226,7.68
44.22119837573075,7.695
43.763666297460446,7.71
43.31305967474154,7.725
42.86926617231714,7.74
42.43217343783284,7.755
42.00167480632565,7.77
41.57766109752112,7.785
41.160026782439594,7.8
40.74867023479676,7.815
40.34348726118966,7.83
39.9443793679342,7.845
39.55124846671395,7.86
39.16399585914422,7.875
38.78252889787194,7.89
38.406753157044015,7.905
38.036575868828734,7.92
37.67190915433075,7.935
37.31266238391686,7.95
36.95874802005981,7.965
36.61008249756968,7.98
36.266579523500376,7.995
35.928156745176175,8.01
35.594734203963895,8.025
35.266229828283016,8.04
34.94256609254392,8.055
34.62366647827702,8.07
34.309453051251204,8.085
33.999852966462036,8.1
33.69479308446131,8.115
33.39419904206298,8.13
33.098001280475785,8.145
32.80613114107838,8.16
32.5185181446324,8.175
32.23509551055278,8.19
31.95579860533126,8.205
31.680560636367463,8.22
31.40931746727999,8.235
31.14200822913342,8.25
30.878569643671685,8.265
30.618940332445142,8.28
30.36306295984799,8.295
30.110877614475324,8.31
29.862324831543276,8.325
29.617350332495388,8.34
29.375898291951888,8.355
29.137912085120593,8.37
28.903338769798182,8.385
28.672126684044343,8.4
28.44422234175873,8.415
28.219573781648926,8.43
27.998132975313826,8.445
27.77984957963294,8.46
27.564673474643882,8.475
27.352559003749093,8.49
27.143459271662376,8.505
26.937326524886977,8.52
26.734114574061223,8.535
26.53378137226307,8.55
26.33628229990769,8.565
26.14157254200005,8.58
25.9496105302105,8.595
25.76035597412031,8.61
25.57376675173051,8.625
25.389801119406382,8.64
25.20842143063046,8.655
25.02958885602987,8.67
24.85326380167626,8.685
24.679408056770278,8.7
24.507986844523543,8.715
24.338963072790563,8.73
24.172299483341,8.745
24.007960286326778,8.76
23.84591329813363,8.775
23.686123893525803,8.79
23.528557275474903,8.805
23.37318000172225,8.82
23.21996192115832,8.835
23.068870645080093,8.85
22.919873630379833,8.865
22.772939604631205,8.88
22.628040348764326,8.895
22.485145559115065,8.91
22.344224790963423,8.925
22.205248886229562,8.94
22.06819165137617,8.955
21.933024706059324,8.97
21.799719528705086,8.985
21.66824782089581,9.0
21.538585044050205,9.015
21.410705718771037,9.03
21.284583381741612,9.045
21.160191569645267,9.06
21.037505608403343,9.075
20.916502981340102,9.09
20.79715912363309,9.105
20.67944943848458,9.12
20.56334972928176,9.135
20.448839042985313,9.15
20.33589505135872,9.165
20.224494882921928,9.18
20.114615666457258,9.195
20.006236784616195,9.21
19.899338577289768,9.225
19.793899743191965,9.24
19.68989898103679,9.255
19.58731500070767,9.27
19.486129205139186,9.285
19.386323537103774,9.3
19.287878377683807,9.315
19.190774107961605,9.33
19.09499114330753,9.345
19.00051253146631,9.36
18.907321400772975,9.375
18.815399644168703,9.39
18.724729154594673,9.405
18.63529189228638,9.42
18.547072391591918,9.435
18.46005492000728,9.45
18.374222757448994,9.465
18.289559183833607,9.48
18.206047587143157,9.495
18.12367384525797,9.51
18.042423303928224,9.525
17.962280523646108,9.54
17.88323006490379,9.555
17.80525664197058,9.57
17.728347332328717,9.585
17.65248848836519,9.6
17.577665848773517,9.615
17.50386515224724,9.63
17.431072340308557,9.645
17.359275564939644,9.66
17.288462120419723,9.675
17.218618829272167,9.69
17.14973251402031,9.705
17.081790273232272,9.72
17.014781386628783,9.735
16.948694047299345,9.75
16.88351605595391,9.765
16.81923521330242,9.78
16.755839320054807,9.795
16.69331756821342,9.81
16.631660209446384,9.825
16.570856094877083,9.84
16.510894069139685,9.855
16.45176297686837,9.87
16.3934519056437,9.885
16.33595202685802,9.9
16.279253515170815,9.915
16.223346148550608,9.93
16.168219704965942,9.945
16.11386396238536,9.96
16.0602726588807,9.975
16.0074300687127,9.99
15.955332502959145,10.005
15.903970113161943,10.02
15.853333205520139,10.035
15.8034123521103,10.05
15.754199380970789,10.065
15.705685965173284,10.08
15.657863831197176,10.095
15.610724959472599,10.11
15.564261584380418,10.125
15.518466157579056,10.14
15.473330393490063,10.155
15.428846312690878,10.17
15.385006403614492,10.185
15.341803312305498,10.2
15.29922984242006,10.215
15.257278953740744,10.23
15.215943402573657,10.245
15.1752159812813,10.26
15.135089794997139,10.275
15.095558063965916,10.29
15.056614123543646,10.305
15.01825142419764,10.32
14.980463494009603,10.335
14.9432439344672,10.35
14.906586493799848,10.365
14.870485029446478,10.38
14.834933507720459,10.395
14.79992600380959,10.41
14.765453126903866,10.425
14.73151805385978,10.44
14.698108634264004,10.455
14.66521966949794,10.47
14.632845960942985,10.485
14.600982309980532,10.5
14.569623527932185,10.515
14.53876446994421,10.53
14.508399963661164,10.545
14.478524831904275,10.56
14.449133897494763,10.575
14.420222034747418,10.59
14.391784852162631,10.605
14.363817706561612,10.62
14.336315767736037,10.635
14.309274205477598,10.65
14.282688193408658,10.665
14.25655359041955,10.68
14.23086635180373,10.695
14.205622046134366,10.71
14.180816241984632,10.725
14.156444507927693,10.74
14.132502788591717,10.755
14.108987534263415,10.77
14.08589469213932,10.785
14.063220197458186,10.8
14.04095998545878,10.815
14.019110201521743,10.83
13.997667797096012,10.845
13.976629125339002,10.86
13.955990451987972,10.875
13.935748042780181,10.89
13.91589816345289,10.905
13.896437079743356,10.92
13.877361595758654,10.935
13.858669186787983,10.95
13.840356555548635,10.965
13.822420386560994,10.98
13.804857364345448,10.995
13.787664173422376,11.01
13.77083750242516,11.025
13.754374837552959,11.04
13.738273720743457,11.055
13.72253120948377,11.07
13.707144361261017,11.085
13.69211023356231,11.1
13.677425883874765,11.115
13.66309204807852,11.13
13.649097731399735,11.145
13.635446724879744,11.16
13.622136178244658,11.175
13.609163291828683,11.19
13.596525316574118,11.205
13.584219554031359,11.22
13.572243485187471,11.235
13.560595207366614,11.25
13.549272479955853,11.265
13.538273063317009,11.28
13.527594788498531,11.295
13.517235557235505,11.31
13.50719334194965,11.325
13.497466185749321,11.34
13.488052202429511,11.355
13.478949576471843,11.37
13.470156563044574,11.385
13.461671201701511,11.4
13.453491286963772,11.415
13.445615053557045,11.43
13.438040795030627,11.445
13.430766856916264,11.46
13.423791636728158,11.475
13.417113583962962,11.49
13.410731200099786,11.505
13.404643038600195,11.52
13.398847704908208,11.535
13.393343849804905,11.55
13.388129805926217,11.565
13.383204000691826,11.58
13.378565074706069,11.595
13.374211706578421,11.61
13.370142612923482,11.625
13.366356548360978,11.64
13.362852305515771,11.655
13.359628715017848,11.67
13.356684645502327,11.685
13.354019003609453,11.7
13.351630721894034,11.715
13.349518683077989,11.73
13.347681857156289,11.745
13.346119265271264,11.76
13.344829963606065,11.775
13.343813043384626,11.79
13.343067630871698,11.805
13.342592887372824,11.82
13.342388009234355,11.835
13.342452227843443,11.85
13.342784809628043,11.865
13.343385029141535,11.88
13.344252143215137,11.895
13.345385492559279,11.91
13.346784453346446,11.925
13.34844843444146,11.94
13.350376877401482,11.955
13.352569256476007,11.97
13.355025078606877,11.985
13.357743883428265,12.0
13.360725243266687,12.015
13.36396876303257,12.03
13.367474016578122,12.045
13.371240603205328,12.06
13.375268199702173,12.075
13.379556513840107,12.09
13.384105284374048,12.105
13.388914281042382,12.12
13.393983304566957,12.135
13.399312186653098,12.15
13.404900789989586,12.165
13.410749008248677,12.18
13.416856766086092,12.195
13.423224019141015,12.21
13.429850754036101,12.225
13.436736986517966,12.24
13.443882695218253,12.255
13.45128790774765,12.27
13.458952710990033,12.285
13.466877221289852,12.3
13.475061584452114,12.315
13.483505975742405,12.33
13.492210599886878,12.345
13.501175691072257,12.36
13.510401512945831,12.375
13.519888358615466,12.39
13.529636550649586,12.405
13.539646441077192,12.42
13.549918411387857,12.435
13.560452872884618,12.45
13.57125027070608,12.465
13.58231107726058,12.48
13.593635793311062,12.495
13.605224949172229,12.51
13.61707910471054,12.525
13.629198849344206,12.54
13.641584802043203,12.555
13.654237611329261,12.57
13.66715795527586,12.585
13.680346541508243,12.6
13.693804107203409,12.615
13.70753141909011,12.63
13.721529273448859,12.645
13.735798502433633,12.66
13.750340004586004,12.675
13.765154682695158,12.69
13.780243463678548,12.705
13.795607304789918,12.72
13.811247193619296,12.735
13.827164148093013,12.75
13.843359216473688,12.765
13.859833477360231,12.78
13.876588039687851,12.795
13.893624042728039,12.81
13.910942656088583,12.825
13.928545079713569,12.84
13.946432543883367,12.855
13.964606334574075,12.87
13.983067844181575,12.885
14.001818428769424,12.9
14.020859469284586,12.915
14.04019237884369,12.93
14.059818602733015,12.945
14.0797396184085,12.96
14.099956935495735,12.975
14.120472095789971,12.99
14.141286673256113,13.005
14.16240227402872,13.02
14.183820536412016,13.035
14.205543130879866,13.05
14.2275717600758,13.065
14.249908213543232,13.08
14.272554404193029,13.095
14.295512194457112,13.11
14.318783481299633,13.125
14.342370199589746,13.14
14.366274322101612,13.155
14.390497859514406,13.17
14.41504286041231,13.185
14.439911411284506,13.2
14.465105641694644,13.215
14.490627736079313,13.23
14.516479904808982,13.245
14.542664395532276,13.26
14.569183494647588,13.275
14.596039527303079,13.29
14.623234857396683,13.305
14.650771887576106,13.32
14.678653059238815,13.335
14.706880868448083,13.35
14.735457950979743,13.365
14.76438692657336,13.38
14.793670442441321,13.395
14.82331118910749,13.41
14.853311900407181,13.425
14.883675353487185,13.44
14.91440436880576,13.455
14.945501810132624,13.47
14.976970593023358,13.485
15.008813792388663,13.5
15.041034484395876,13.515
15.073635763643757,13.53
15.1066207732836,13.545
15.13999270501921,13.56
15.173754799106913,13.575
15.20791034435557,13.59
15.242462678126552,13.605
15.277415188765193,13.62
15.312771417960242,13.635
15.348534943983804,13.65
15.384709354582766,13.665
15.421298291241559,13.68
15.458305449182124,13.695
15.495734577363942,13.71
15.533589478484018,13.725
15.571874008976893,13.74
15.610592079077714,13.755
15.649747744778598,13.77
15.689345153181158,13.785
15.729388451026233,13.8
15.769881847302443,13.815
15.810829613246197,13.83
15.852236082341673,13.845
15.894105650320826,13.86
15.936442801366487,13.875
15.979252151634652,13.89
16.022538333769923,13.905
16.066306043967256,13.92
16.110560046071132,13.935
16.155305171575556,13.95
16.20054631962409,13.965
16.24628846702901,13.98
16.292536770410603,13.995
16.339296417316906,14.01
16.38657264654231,14.025
16.434370772034256,14.04
16.48269618289327,14.055
16.531554343372914,14.07
16.580950793075722,14.085
16.63089124213295,14.1
16.6813815068282,14.115
16.732427427291654,14.13
16.784034927285443,14.145
16.836210014203665,14.16
16.888958779072368,14.175
16.942287396549528,14.19
16.99620217405784,14.205
17.050709621812523,14.22
17.105816252785075,14.235
17.161528666874037,14.25
17.21785355710793,14.265
17.274797709645313,14.28
17.332368003774768,14.295
17.39057143866139,14.31
17.44941535842851,14.325
17.508907071450235,14.34
17.569053931335763,14.355
17.62986339259515,14.37
17.69134301063933,14.385
17.753500441780055,14.4
17.816343443229943,14.415
17.879879873102485,14.43
17.944117690411996,14.445
18.009064955073658,14.46
18.074729843772047,14.475
18.141121210294237,14.49
18.208247887516787,14.505
18.276118587156734,14.52
18.34474214107426,14.535
18.41412750127269,14.55
18.484283739898466,14.565
18.555220049241207,14.58
18.626945741733635,14.595
18.699470249951634,14.61
18.772803126614228,14.625
18.84695404458357,14.64
18.921933309146127,14.655
18.99775153560372,14.67
19.07441904519852,14.685
19.1519463019825,14.7
19.230343912828776,14.715
19.30962262743162,14.73
19.389793338306426,14.745
19.47086708078978,14.76
19.55285503303939,14.775
19.635768516034105,14.79
19.71961899357396,14.805
19.80441844210248,14.82
19.89017955772036,14.835
19.976914583118365,14.85
20.064635907041517,14.865
20.153356087262527,14.88
20.24308785058183,14.895
20.33384409282761,14.91
20.425637878855767,14.925
20.51848244254989,14.94
20.61239118682135,14.955
20.70737768360919,14.97
20.803455917980312,14.985
20.90064099136185,15.0
