N_1_task1,_1_task1
91.95372562764945,2.415
91.88078422625293,2.43
91.8070668156166,2.445
91.73255400320545,2.46
91.6572258330828,2.475
91.5810617019914,2.49
91.50404042834319,2.505
91.42614021523346,2.52
91.34733861784295,2.535
91.26761252131645,2.55
91.18693811809734,2.565
91.10529088348478,2.58
91.02264546818796,2.595
90.93897573542726,2.61
90.85425477206518,2.625
90.7684548260769,2.64
90.6815472772683,2.655
90.59350260725537,2.67
90.50429036870543,2.685
90.41387909002422,2.7
90.32223619993805,2.715
90.22932814656889,2.73
90.13512028781106,2.745
90.03957685067539,2.76
89.94266089131571,2.775
89.84433425405031,2.79
89.74455749544035,2.805
89.6432896874851,2.82
89.5404886099177,2.835
89.43611063367146,2.85
89.33011065007216,2.865
89.22244201752751,2.88
89.11305650685442,2.895
89.00190423661533,2.91
88.888933400583,2.925
88.77409041675276,2.94
88.6573198949565,2.955
88.53856450417925,2.97
88.4177649017038,2.985
88.29485966043165,3.0
88.16978519437988,3.015
88.04247551238184,3.03
87.91286213546454,3.045
87.78087427100849,3.06
87.64643858305546,3.075
87.50947909887859,3.09
87.3699171135388,3.105
87.22767109206349,3.12
87.08265651110577,3.135
86.93478558221562,3.15
86.78396741335422,3.165
86.63010780102596,3.18
86.47310909401617,3.195
86.31287006681586,3.21
86.1492858046526,3.225
85.98224759635073,3.24
85.81164274917553,3.255
85.63735447029207,3.27
85.45926172729818,3.285
85.277239104322,3.3
85.09115669395014,3.315
84.90087998069777,3.33
84.70626960081817,3.345
84.50718122966292,3.36
84.30346542800253,3.375
84.09496748463987,3.39
83.88152751336615,3.405
83.66298034405328,3.42
83.43915499143688,3.435
83.20987470138162,3.45
82.97495680664534,3.465
82.73421258294901,3.48
82.48744787865489,3.495
82.23446275583701,3.51
81.97505072062468,3.525
81.70899902845997,3.54
81.4360885994714,3.555
81.15609396401518,3.57
80.86878492460797,3.585
80.57392556903592,3.6
80.2712734157964,3.615
79.96058002006956,3.63
79.64159127727807,3.645
79.31404988276552,3.66
78.97769319145226,3.675
78.63225360353091,3.69
78.27745975056207,3.705
77.91303873470264,3.72
77.5387137814989,3.735
77.154205385628,3.75
76.75923405598601,3.765
76.35352220014799,3.78
75.93679110377504,3.795
75.50876315378262,3.81
75.06916690104615,3.825
74.61773619303666,3.84
74.15420910328623,3.855
73.67833074946256,3.87
73.18986027430027,3.885
72.68856713218855,3.9
72.1742325402408,3.915
71.64665324999413,3.93
71.10564857014818,3.945
70.55105548313257,3.96
69.98273225314963,3.975
69.40056244949425,3.99
68.80446028266789,4.005
68.19437005462633,4.02
67.57026736384863,4.035
66.93216271448695,4.05
66.2801044011415,4.065
65.61418090104078,4.08
64.93452264088903,4.095
64.2413034379576,4.11
63.534743462499705,4.125
62.81510955216915,4.14
62.08271750273303,4.155
61.33793277286098,4.17
60.58116945509676,4.185
59.81289377277399,4.2
59.03362020300528,4.215
58.243913293742345,4.23
57.444385681246985,4.245
56.63569703896916,4.26
55.81855203746781,4.275
54.99369719083762,4.29
54.161919987501214,4.305
53.32404274870311,4.32
52.48092256257264,4.335
51.63344397045274,4.35
50.78251686417183,4.365
49.929069983769324,4.38
49.074053767696995,4.395
48.218420245505484,4.41
47.3631322082312,4.425
46.50915174998559,4.44
45.6574372463819,4.455
44.8089351495679,4.47
43.964583831932465,4.485
43.12529434491745,4.5
42.29196651794131,4.515
41.46546221331363,4.53
40.64661360706055,4.545
39.83622285950363,4.56
39.03505185500958,4.575
38.2438194745748,4.59
37.46320599156685,4.605
36.69384669559848,4.62
35.936327196040835,4.635
35.19118657156318,4.65
34.45892029778467,4.665
33.73997180174824,4.68
33.03473398223989,4.695
32.34355767197165,4.71
31.666746381006448,4.725
31.00455113761978,4.74
30.35718343965822,4.755
29.72481327640912,4.77
29.10756219640198,4.785
28.505516184107844,4.8
27.918726109371374,4.815
27.347200617148623,4.83
26.790917920411275,4.845
26.249827906946344,4.86
25.723845626943834,4.875
25.212861387307782,4.89
24.71674374294339,4.905
24.235334140303912,4.92
23.768455011970545,4.935
23.315912997275696,4.95
22.8774949191636,4.965
22.452972762648987,4.98
22.042111895793294,4.995
21.644659505875442,5.01
21.260359350361618,5.025
20.888943389591574,5.04
20.530139480517644,5.055
20.18367036585484,5.07
19.849253690913127,5.085
19.52660767709502,5.1
19.215447413357662,5.115
18.915486999729367,5.13
18.626441589846735,5.145
18.34802748001541,5.16
18.079963148662678,5.175
17.821969592978174,5.19
17.573771010144934,5.205
17.335095288835113,5.22
17.105674344060333,5.235
16.885244574721384,5.25
16.673547189672252,5.265
16.47032845896181,5.28
16.275339943780942,5.295
16.08833867460179,5.31
15.90908729797176,5.325
15.737354298015036,5.34
15.572913721268762,5.355
15.41554559453678,5.37
15.26503581146471,5.385
15.121176214677241,5.4
14.983764341326921,5.415
14.852603635691056,5.43
14.727503306687089,5.445
14.608278251535715,5.46
14.494749084774316,5.475
14.386741601986985,5.49
14.284087284875518,5.505
14.18662295456869,5.52
14.094190620728194,5.535
14.006637450603206,5.55
13.92381520506696,5.565
13.845580799171602,5.58
13.771795912286201,5.595
13.702326766426626,5.61
13.637043958111589,5.625
13.575822270843169,5.64
13.51854103491542,5.655
13.465083569640525,5.67
13.41533687747131,5.685
13.369191979150953,5.7
13.32654373845846,5.715
13.287290453431158,5.73
13.251333614781094,5.745
13.218578474685616,5.76
13.188933478163033,5.775
13.16230992981168,5.79
13.138622193586972,5.805
13.117787847218695,5.82
13.099726904877564,5.835
13.084362115313002,5.85
13.071619155849621,5.865
13.061425988328734,5.88
13.053712750415976,5.895
13.048412453684367,5.91
13.045459903045874,5.925
13.04479214937372,5.94
13.04634864614621,5.955
13.05007043362322,5.97
13.055900649390866,5.985
13.063784499339356,6.0
13.073668440833464,6.015
13.085501278189216,6.03
13.099233117124093,6.045
13.114815618173305,6.06
13.132202429977987,6.075
13.151347906529047,6.09
13.172208608014843,6.105
13.194741963851536,6.12
13.218906881849009,6.135
13.244663726363687,6.15
13.271973644449602,6.165
13.300799626245915,6.18
13.331104906634714,6.195
13.3628547435684,6.21
13.396014634635495,6.225
13.43055178083158,6.24
13.466433818189401,6.255
13.503629695714936,6.27
13.542109164145263,6.285
13.581842769903451,6.3
13.62280180318599,6.315
13.6649587145311,6.33
13.708286266196968,6.345
13.752758544258848,6.36
13.79834970865804,6.375
13.845035333589772,6.39
13.892790972321416,6.405
13.941593668590123,6.42
13.991419902483925,6.435
14.04224790688596,6.45
14.09405591178782,6.465
14.146822590502877,6.48
14.200527899356457,6.495
14.255151272287883,6.51
14.310673696207706,6.525
14.367075904555497,6.54
14.424339500819336,6.555
14.482446843440805,6.57
14.541379586087519,6.585
14.601120300337389,6.6
14.66165310448099,6.615
14.722961092038041,6.63
14.785027834606048,6.645
14.847838583311304,6.66
14.91137773742466,6.675
14.975630580438088,6.69
15.040581232883527,6.705
15.106217155274694,6.72
15.172523426797603,6.735
15.239486466321907,6.75
15.307093030901767,6.765
15.37533020327566,6.78
15.44418558152587,6.795
15.513646662466773,6.81
15.583700822933922,6.825
15.654336229262455,6.84
15.725541396596052,6.855
15.797305061011556,6.87
15.869615674883313,6.885
15.942462192182349,6.9
16.015833863930986,6.915
16.089720183635595,6.93
16.164110732006783,6.945
16.238995302455557,6.96
16.314363954559074,6.975
16.390206965289348,6.99
16.466513486370445,7.005
16.5432775146773,7.02
16.620486977978807,7.035
16.698133242986394,7.05
16.776207674750705,7.065
16.85470162368805,7.08
16.933606443708904,7.095
17.012913599655302,7.11
17.09261502061389,7.125
17.17270244753167,7.14
17.253167801338076,7.155
17.334003458685867,7.17
17.415201544570138,7.185
17.496754476133816,7.2
17.578654956793606,7.215
17.66089547964928,7.23
17.743468848964696,7.245
17.826368065242704,7.26
17.90958617826322,7.275
17.99311630246751,7.29
18.076951716119858,7.305
18.161085782902116,7.32
18.245511968001054,7.335
18.330223878455374,7.35
18.415215149520257,7.365
18.500479600192186,7.38
18.58601106710367,7.395
18.671803557884008,7.41
18.757851102642068,7.425
18.844147883942114,7.44
18.930688147892585,7.455
19.01746626262478,7.47
19.104476530939944,7.485
19.19171353940097,7.5
19.279171856191123,7.515
19.366846076159703,7.53
19.454731045124692,7.545
19.542821498445935,7.56
19.631112353757807,7.575
19.719598618503415,7.59
19.80827524434758,7.605
19.89713742196301,7.62
19.986180296623793,7.635
20.07539911832308,7.65
20.164789240483334,7.665
20.25434598232199,7.68
20.34406486163865,7.695
20.43394133883662,7.71
20.523971008750607,7.725
20.614149522846358,7.74
20.70447253182507,7.755
20.794935865667178,7.77
20.88553527506489,7.785
20.976266625471382,7.8
21.067125905028643,7.815
21.15810902116537,7.83
21.24921206017114,7.845
21.340431121056245,7.86
21.43176228369815,7.875
21.523201817935522,7.89
21.614745937774234,7.905
21.706390909256676,7.92
21.798133151874747,7.935
21.889968998782688,7.95
21.981894880439437,7.965
22.073907352295528,7.98
22.166002883971696,7.995
22.258178069583796,8.01
22.35042957888693,8.025
22.44275401488975,8.04
22.53514812498821,8.055
22.627608688565825,8.07
22.720132440077034,8.085
22.812716276440963,8.1
22.905357085177144,8.115
22.998051714757086,8.13
23.090797168195653,8.145
23.183590477463543,8.16
23.276428615968154,8.175
23.369308677188563,8.19
23.46222782430571,8.205
23.555183150408592,8.22
23.64817183571698,8.235
23.74119116763129,8.25
23.834238354520004,8.265
23.927310667673197,8.28
24.020405512263597,8.295
24.113520208163852,8.31
24.206652090266868,8.325
24.2997986672952,8.34
24.392957396125635,8.355
24.486125706848785,8.37
24.579301154696054,8.385
24.67248133840433,8.4
24.765663794722403,8.415
24.85884611297172,8.43
24.9520260180727,8.445
25.045201155138418,8.46
25.13836917715937,8.475
25.231527893095166,8.49
25.32467506862031,8.505
25.417808439419737,8.52
25.510925796717185,8.535
25.60402507882468,8.55
25.69710413270501,8.565
25.790160798387156,8.58
25.883193033263137,8.595
25.97619884091991,8.61
26.06917615873504,8.625
26.16212293801921,8.64
26.25503728095838,8.655
26.34791724618018,8.67
26.440760864157678,8.685
26.533566217151666,8.7
26.62633151600074,8.715
26.719054884850838,8.73
26.811734441629262,8.745
26.904368360311352,8.76
26.99695495252192,8.775
27.089492436689383,8.79
27.18197902468488,8.805
27.27441298120503,8.82
27.36679269927577,8.835
27.45911648467422,8.85
27.551382637156955,8.865
27.643589507103155,8.88
27.735735566534593,8.895
27.827819204424987,8.91
27.919838804128492,8.925
28.01179280124472,8.94
28.103679751751926,8.955
28.195498122830568,8.97
28.287246375926312,8.985
28.378922981745617,9.0
28.47052656702432,9.015
28.56205571945536,9.03
28.653508985900025,9.045
28.744884913219583,9.06
28.836182124334606,9.075
28.927399333875435,9.09
29.018535169407045,9.105
29.10958825713516,9.12
29.20055724068974,9.135
29.291440904927,9.15
29.382237974826612,9.165
29.472947151715264,9.18
29.56356713693127,9.195
29.654096731968597,9.21
29.744534780858277,9.225
29.83488005470203,9.24
29.925131324601555,9.255
30.015287362166575,9.27
30.105347061496975,9.285
30.195309341246492,9.3
30.28517304903729,9.315
30.374937032491562,9.33
30.464600140831404,9.345
30.554161346109613,9.36
30.64361962413949,9.375
30.73297389308889,9.39
30.82222307112568,9.405
30.911366079637165,9.42
31.00040196315834,9.435
31.089329753457783,9.45
31.178148435057448,9.465
31.266856992479273,9.48
31.355454415522857,9.495
31.443939815588525,9.51
31.532312278088614,9.525
31.620570850085322,9.54
31.708714578640883,9.555
31.796742518495506,9.57
31.884653842383457,9.585
31.97244768683533,9.6
32.06012315774037,9.615
32.147679360987766,9.63
32.23511541281477,9.645
32.3224305422333,9.66
32.409623934496416,9.675
32.49669475078885,9.69
32.583642152295326,9.705
32.67046531455423,9.72
32.75716352651843,9.735
32.84373602063872,9.75
32.9301820089631,9.765
33.01650070353954,9.78
33.102691316416085,9.795
33.188753133454725,9.81
33.27468549673726,9.825
33.360487674040655,9.84
33.446158932797516,9.855
33.531698540440495,9.87
33.617105777547636,9.885
33.70238003744815,9.9
33.787520659539894,9.915
33.87252696175652,9.93
33.95739826203167,9.945
34.042133878298976,9.96
34.12673334677214,9.975
34.21119568202161,9.99
34.29552056208463,10.005
34.37970732548611,10.02
34.463755319275684,10.035
34.54766390533786,10.05
34.63143251656609,10.065
34.71506057681154,10.08
34.79854751270544,10.095
34.881892765037286,10.11
34.96509578875485,10.125
35.0481560509178,10.14
35.13107297743668,10.155
35.21384601129335,10.17
35.29647462156355,10.185
35.37895828610562,10.2
35.46129649156059,10.215
35.54348873327736,10.23
35.62553449723236,10.245
35.70743327207302,10.26
35.789184563030574,10.275
35.87078788198202,10.29
35.9522427474501,10.305
36.03354868460331,10.32
36.1147052227891,10.335
36.195711895256956,10.35
36.27656824398305,10.365
36.35727381720099,10.38
36.437828169379856,10.395
36.518230861224175,10.41
36.598481253849776,10.425
36.678579432787814,10.44
36.75852460022785,10.455
36.838316358880114,10.47
36.917954311454864,10.485
36.99743806066235,10.5
37.07676720982553,10.515
37.15594136496881,10.53
37.234960130421335,10.545
37.31382311021492,10.56
37.3925299083814,10.575
37.47108013188512,10.59
37.549473429501795,10.605
37.62770943567416,10.62
37.705787774193794,10.635
37.783708068852235,10.65
37.86146994365747,10.665
37.939073061339336,10.68
38.01651709007497,10.695
38.09380167618949,10.71
38.170926466008005,10.725
38.24789110585565,10.74
38.32469526291546,10.755
38.401338632416845,10.77
38.47782088168529,10.785
38.55414167738306,10.8
38.630300686172376,10.815
38.70629758593263,10.83
38.78213209757005,10.845
38.857803910054834,10.86
38.933312707690845,10.875
39.00865817478191,10.89
39.08383999563185,10.905
39.158857854544515,10.92
39.23371146396628,10.935
39.308400571428564,10.95
39.38292488407777,10.965
39.457284108109,10.98
39.53147794971739,10.995
39.60550611509809,11.01
39.67936831064656,11.025
39.753064281606356,11.04
39.826593775935976,11.055
39.899956517997126,11.07
39.97315223215152,11.085
40.046180642760866,11.1
40.11904147418691,11.115
40.19173461572405,11.13
40.26425943068471,11.145
40.336615945351404,11.16
40.408803888221684,11.175
40.480822990062265,11.19
40.55267298390907,11.205
40.624353605067185,11.22
40.695864595989846,11.235
40.76720572282474,11.25
40.83837673927377,11.265
40.90937739942829,11.28
40.98020746040926,11.295
41.050866682367236,11.31
41.12135482848235,11.325
41.19167166496436,11.34
41.261816961052574,11.355
41.33179048901588,11.37
41.40159202415283,11.385
41.47122132562553,11.4
41.54067813449032,11.415
41.60996221957,11.43
41.67907335192275,11.445
41.74801130438425,11.46
41.816775851567634,11.475
41.88536676986352,11.49
41.95378383743999,11.505
42.02202683424258,11.52
42.09009554199433,11.535
42.157989743706295,11.55
42.22570919690831,11.565
42.29325366405988,11.58
42.360622921269965,11.595
42.42781674539563,11.61
42.49483491404202,11.625
42.56167720556237,11.64
42.628343399057975,11.655
42.694833274378254,11.67
42.76114661212068,11.685
42.82728319363083,11.7
42.89324279882575,11.715
42.95902519255785,11.73
43.02463014929688,11.745
43.0900574466266,11.76
43.15530686234521,11.775
43.22037817446533,11.79
43.285271161214034,11.805
43.34998560103284,11.82
43.41452127257769,11.835
43.47887795471897,11.85
43.54305542654152,11.865
43.60705346066765,11.88
43.67087181684503,11.895
43.734510267151286,11.91
43.79796858398296,11.925
43.86124653936843,11.94
43.92434390496798,11.955
43.98726045207367,11.97
44.04999595160946,11.985
44.11255017413115,12.0
44.17492288982639,12.015
44.23711386848419,12.03
44.29912286161065,12.045
44.36094961830846,12.06
44.42259389989978,12.075
44.48405546685842,12.09
44.545334078809816,12.105
44.60642949453103,12.12
44.66734147195077,12.135
44.728069768149375,12.15
44.78861413935879,12.165
44.84897434096266,12.18
44.9091501274962,12.195
44.96914125264627,12.21
45.028947469251385,12.225
45.088568528312095,12.24
45.148004143739996,12.255
45.20725403817517,12.27
45.2663179484646,12.285
45.32519560979638,12.3
45.38388675569981,12.315
45.44239111804539,12.33
45.50070842704477,12.345
45.55883841125078,12.36
45.616780797557446,12.375
45.67453531119996,12.39
45.73210167575469,12.405
45.78947961313921,12.42
45.84666884361223,12.435
45.90366908270066,12.45
45.960480006176084,12.465
46.0171013072286,12.48
46.07353268701992,12.495
46.12977384425895,12.51
46.185824475201706,12.525
46.24168427365133,12.54
46.29735293095814,12.555
46.35283013601956,12.57
46.408115575280185,12.585
46.4632089327317,12.6
46.51810988991299,12.615
46.57281812591004,12.63
46.62733331735598,12.645
46.68165513127368,12.66
46.73578319052769,12.675
46.78971714417899,12.69
46.84345664497616,12.705
46.89700134232669,12.72
46.95035088229691,12.735
47.00350490761211,12.75
47.05646305765642,12.765
47.109224968472866,12.78
47.161790272763376,12.795
47.214158599888776,12.81
47.266329575868745,12.825
47.318302823381906,12.84
47.37007796176573,12.855
47.42165459335452,12.87
47.47303227615243,12.885
47.524210600739394,12.9
47.57518915729191,12.915
47.625967531657665,12.93
47.67654530535553,12.945
47.726922055575564,12.96
47.77709735517901,12.975
47.82707077269832,12.99
47.87684187233711,13.005
47.92641021397018,13.02
47.97577535314356,13.035
48.02493684107443,13.05
48.07389422465117,13.065
48.1226470306539,13.08
48.17119475524035,13.095
48.219536914068165,13.11
48.26767301778503,13.125
48.315602571056196,13.14
48.36332507256456,13.155
48.41084001501063,13.17
48.458146885112484,13.185
48.50524516360584,13.2
48.55213432283527,13.215
48.59881382125645,13.23
48.64528311692077,13.245
48.69154166218941,13.26
48.73758890304743,13.275
48.783424279103926,13.29
48.829047223591985,13.305
48.874457163368646,13.32
48.91965351891492,13.335
48.96463570081461,13.35
49.00940309093881,13.365
49.053955076903264,13.38
49.098291042442575,13.395
49.14241036390614,13.41
49.18631241025807,13.425
49.229996543077284,13.44
49.27346211655746,13.455
49.31670847750702,13.47
49.359734963715944,13.485
49.40254088322465,13.5
49.445125544793264,13.515
49.48748825459163,13.53
49.52962831039431,13.545
49.57154500158053,13.56
49.61323760913423,13.575
49.65470540564402,13.59
49.69594765530323,13.605
49.736963613357695,13.62
49.77775250286248,13.635
49.81831354119518,13.65
49.85864594621177,13.665
49.89874892619549,13.68
49.93862167985688,13.695
49.978263396333794,13.71
50.01767325519136,13.725
50.056850426422024,13.74
50.095794070433705,13.755
50.13450332082837,13.77
50.17297729463638,13.785
50.21121510944678,13.8
50.249215871682146,13.815
50.286978676598565,13.83
50.32450260828564,13.845
50.36178673966647,13.86
50.39883012792431,13.875
50.435631806906365,13.89
50.47219080727994,13.905
50.50850614831852,13.92
50.544576837186305,13.935
50.58040186893821,13.95
50.615980226519866,13.965
50.6513108790056,13.98
50.68639276363577,13.995
50.72122481199955,14.01
50.75580594646149,14.025
50.79013507595732,14.04
50.824211095993846,14.055
50.85803288864897,14.07
50.891599322539264,14.085
50.92490923703739,14.1
50.95796145294687,14.115
50.9907547861499,14.13
51.023288037693824,14.145
51.05555999379115,14.16
51.08756942581954,14.175
51.119315090321805,14.19
51.15079572096887,14.205
51.18201001710465,14.22
51.212956676467755,14.235
51.24363438142297,14.25
51.27404179794657,14.265
51.30417757562626,14.28
51.33404034766127,14.295
51.36362872652447,14.31
51.39294126745802,14.325
51.421976530217584,14.34
51.45073306593798,14.355
51.479209408105234,14.37
51.50740407255653,14.385
51.53531555748028,14.4
51.56294234341602,14.415
51.5902828932545,14.43
51.61733565223768,14.445
51.64409904795863,14.46
51.6705714879768,14.475
51.69675127560576,14.49
51.72263671481724,14.505
51.74822612530748,14.52
51.77351780623199,14.535
51.79851003620554,14.55
51.8232010733022,14.565
51.84758915505526,14.58
51.87167249845732,14.595
51.89544929996025,14.61
51.91891773547517,14.625
51.94207596037246,14.64
51.96492203441757,14.655
51.98745396901332,14.67
52.0096698157147,14.685
52.03156760221463,14.7
52.053145332342304,14.715
52.07440098606321,14.73
52.09533251947908,14.745
52.11593786482795,14.76
52.13621493048412,14.775
52.15616160095816,14.79
52.17577573689692,14.805
52.195055120761,14.82
52.213997426416896,14.835
52.23260039144666,14.85
52.250861729093714,14.865
52.26877912488834,14.88
52.28635023664763,14.895
52.30357269447555,14.91
52.32044410076287,14.925
52.33696203018723,14.94
52.35312402971308,14.955
52.36892761859175,14.97
52.38437025488611,14.985
52.399449239031085,15.0
