D_1_task1,_1_task1
0.40966765138541633,5.955
0.4066620143712561,5.97
0.4037525104195137,5.985
0.400935874911813,6.0
0.39820893295796117,6.015
0.39556867429105225,6.03
0.3930121779983053,6.045
0.390536630890219,6.06
0.3881393584874487,6.075
0.3858177378817239,6.09
0.3835693070332719,6.105
0.38139166197605817,6.12
0.37928250084374376,6.135
0.3772396193689319,6.15
0.3752608664475763,6.165
0.3733442167977661,6.18
0.3714876640143134,6.195
0.36968934719818014,6.21
0.3679474194273478,6.225
0.3662601490404938,6.24
0.3646258316731172,6.255
0.36304284926388886,6.27
0.36150963745417736,6.285
0.3600246847794829,6.3
0.35858653448023253,6.315
0.3571938118079879,6.33
0.355845159818349,6.345
0.35453930916136156,6.36
0.35327499338480356,6.375
0.3520510355830493,6.39
0.35086625817912825,6.405
0.34971957971939244,6.42
0.34860988290405265,6.435
0.3475361723363793,6.45
0.3464974524189302,6.465
0.34549275414400077,6.48
0.3445211908710716,6.495
0.3435818417195642,6.51
0.3426738788665425,6.525
0.3417964592917883,6.54
0.34094879473559536,6.555
0.34013014402120917,6.57
0.33933972201838886,6.585
0.3385768050519547,6.6
0.3378407730007642,6.615
0.3371309371341903,6.63
0.33644663796794666,6.645
0.33578731931490724,6.66
0.3351523725957232,6.675
0.3345412373721802,6.69
0.3339532890767671,6.705
0.3333880873191409,6.72
0.33284506098217664,6.735
0.33232372132539817,6.75
0.33182359813339596,6.765
0.33134423891886416,6.78
0.33088522101453405,6.795
0.3304461145885628,6.81
0.3300264815222485,6.825
0.3296259299608937,6.84
0.3292440878809866,6.855
0.32888059713051515,6.87
0.3285350899402528,6.885
0.32820722547620323,6.9
0.32789668031885616,6.915
0.32760314572153104,6.93
0.3273263128444322,6.945
0.32706588468839504,6.96
0.32682158117907695,6.975
0.326593134529171,6.99
0.32638022374433273,7.005
0.3261827247501346,7.02
0.32600026030120755,7.035
0.3258326017221316,7.05
0.3256795215536405,7.065
0.3255408030526364,7.08
0.32541622691739774,7.095
0.32530558236462787,7.11
0.32520870129198504,7.125
0.3251253983002549,7.14
0.32505548802088596,7.155
0.3249987916429567,7.17
0.3249551267343181,7.185
0.3249243224360609,7.2
0.3249062189491265,7.215
0.3249006483759177,7.23
0.32490745721942316,7.245
0.3249265027618514,7.26
0.32495766030372536,7.275
0.3250008043699755,7.29
0.3250558057186412,7.305
0.32512253912901046,7.32
0.32520088269204955,7.335
0.3252907230335367,7.35
0.32539194777465946,7.365
0.32550445137690254,7.38
0.3256281290252119,7.395
0.32576288267707276,7.41
0.3259086152779728,7.425
0.32606523602151355,7.44
0.32623265739391827,7.455
0.32641079759559083,7.47
0.32659957142032725,7.485
0.326798901318504,7.5
0.3270087092443148,7.515
0.3272289184511469,7.53
0.3274594607402429,7.545
0.3277002641582177,7.56
0.3279512644396167,7.575
0.32821240106602706,7.59
0.32848361082954425,7.605
0.32876483743767465,7.62
0.32905602328459493,7.635
0.32935711476531127,7.65
0.3296680620178764,7.665
0.32998881366371535,7.68
0.3303193240291081,7.695
0.33065954578696516,7.71
0.33100943505132985,7.725
0.3313689494045807,7.74
0.33173804675176866,7.755
0.33211669078867295,7.77
0.33250484265005964,7.785
0.3329024655018192,7.8
0.3333095248126924,7.815
0.33372598457512753,7.83
0.33415181327541327,7.845
0.3345869797193688,7.86
0.33503145228287545,7.875
0.33548520444494573,7.89
0.3359482081846961,7.905
0.33642043663599464,7.92
0.3369018665384397,7.935
0.3373924726028817,7.95
0.33789223089029524,7.965
0.3384011192437134,7.98
0.33891911428300164,7.995
0.33944619505669,8.01
0.33998234208648737,8.025
0.34052753459397456,8.04
0.3410817546031971,8.055
0.34164498475905974,8.07
0.3422172068324541,8.085
0.34279840570447007,8.1
0.34338856607625295,8.115
0.34398767187009,8.13
0.34459570789273675,8.145
0.34521265911666593,8.16
0.34583851017973544,8.175
0.3464732473392777,8.19
0.3471168577927341,8.205
0.34776932779217623,8.22
0.34843064485691294,8.235
0.3491007980650973,8.25
0.34977977534543536,8.265
0.35046756539475493,8.28
0.3511641585482346,8.295
0.35186954409721755,8.31
0.3525837112678253,8.325
0.3533066491580813,8.34
0.3540383469042149,8.355
0.3547787936668889,8.37
0.3555279794963889,8.385
0.3562858947522796,8.4
0.357052529353454,8.415
0.35782787362753216,8.43
0.35861191895635086,8.445
0.3594046561012831,8.46
0.36020607587554077,8.475
0.3610161701982172,8.49
0.36183493068149725,8.505
0.3626623487249285,8.52
0.363498415184357,8.535
0.3643431194756952,8.55
0.3651964519091262,8.565
0.3660584028654725,8.58
0.36692896279668386,8.595
0.36780812218270653,8.61
0.36869587146336086,8.625
0.3695922011115277,8.64
0.37049710195808755,8.655
0.371410564730565,8.67
0.37233258008967896,8.685
0.37326313870410227,8.7
0.37420223126225716,8.715
0.3751498484392496,8.73
0.37610598090923103,8.745
0.37707061836690436,8.76
0.3780437481015231,8.775
0.37902535903096396,8.79
0.3800154401876943,8.805
0.3810139802819779,8.82
0.38202096724134904,8.835
0.3830363895255059,8.85
0.3840602356308687,8.865
0.3850924938403218,8.88
0.38613315192363856,8.895
0.3871821980009049,8.91
0.3882396202159106,8.925
0.3893054064260476,8.94
0.3903795438288202,8.955
0.39146202010850134,8.97
0.39255282298080074,8.985
0.39365193991460007,9.0
0.3947593542201021,9.015
0.3958750502481269,9.03
0.3969990134377884,9.045
0.3981312292281997,9.06
0.39927168209854486,9.075
0.4004203553705573,9.09
0.4015772334648046,9.105
0.4027423008190093,9.12
0.40391554170815125,9.135
0.4050969390881466,9.15
0.4062864764741627,9.165
0.40748413760228797,9.18
0.40868990620847573,9.195
0.40990376486974756,9.21
0.4111256956709165,9.225
0.4123556815406827,9.24
0.41359370540774615,9.255
0.4148397501832208,9.27
0.41609379453803164,9.285
0.4173558162931327,9.3
0.41862579572834735,9.315
0.41990371312349967,9.33
0.42118954872918324,9.345
0.42248328055195483,9.36
0.42378488652967017,9.375
0.4250943456533288,9.39
0.4264116369139302,9.405
0.4277367392581705,9.42
0.4290696299380557,9.435
0.4304102863812765,9.45
0.4317586866657054,9.465
0.43311480886921444,9.48
0.434478630937174,9.495
0.435850127762025,9.51
0.4372292748886669,9.525
0.4386160488248247,9.54
0.4400104260782235,9.555
0.441412382960892,9.57
0.4428218927774441,9.585
0.4442389297552467,9.6
0.44566346890265096,9.615
0.44709548522800746,9.63
0.4485349534941351,9.645
0.4499818457880069,9.66
0.45143613523487763,9.675
0.45289779553108056,9.69
0.4543668003729496,9.705
0.4558431232104989,9.72
0.4573267355474677,9.735
0.458817609857213,9.75
0.4603157189632173,9.765
0.4618210356889634,9.78
0.4633335328579344,9.795
0.46485318049434066,9.81
0.4663799464903509,9.825
0.46791380155602263,9.84
0.46945471641446873,9.855
0.4710026617888024,9.87
0.472557608112172,9.885
0.4741195233306217,9.9
0.4756883765798317,9.915
0.4772641374689478,9.93
0.4788467756071152,9.945
0.48043626060347916,9.96
0.4820325585986725,9.975
0.4836356440223411,9.99
0.48524548076151414,10.005
0.48686203809813733,10.02
0.4884852851786982,10.035
0.4901151907972306,10.05
0.49175172146362645,10.065
0.4933948441564068,10.08
0.49504452591617426,10.095
0.4967007334543479,10.11
0.4983634331531632,10.125
0.500032591102074,10.14
0.50170817404522,10.155
0.5033901483457378,10.17
0.5050784798252546,10.185
0.5067731340718409,10.2
0.5084740764400124,10.215
0.5101812720674542,10.23
0.5118946899247561,10.245
0.5136143001178689,10.26
0.5153400707718311,10.275
0.5170719702567501,10.29
0.5188099671878038,10.305
0.5205540304252382,10.32
0.5223041253512717,10.335
0.5240602134522313,10.35
0.5258222596001347,10.365
0.527590228326074,10.38
0.5293640837869492,10.395
0.5311437897654689,10.41
0.5329293151285818,10.425
0.53472061477332,10.44
0.5365176615189542,10.455
0.5383204192669775,10.47
0.5401288519188825,10.485
0.5419429233761629,10.5
0.5437625983599568,10.515
0.5455878452050763,10.53
0.5474186299786113,10.545
0.5492549183499303,10.56
0.5510966759884015,10.575
0.5529438685112116,10.59
0.5547964607915439,10.605
0.5566544179576254,10.62
0.5585177053272149,10.635
0.5603862882180706,10.65
0.5622601319467943,10.665
0.5641392016231727,10.68
0.5660234623278971,10.695
0.5679128792583724,10.71
0.5698074176120029,10.725
0.5717070425861943,10.74
0.5736117200182528,10.755
0.5755214166059227,10.77
0.5774360981908818,10.785
0.5793557305944594,10.8
0.5812802796379849,10.815
0.5832097116218825,10.83
0.5851439946843006,10.845
0.5870830955993648,10.86
0.5890269809418965,10.875
0.5909756172867158,10.89
0.5929289712086427,10.905
0.5948870092824984,10.92
0.5968496988079206,10.935
0.5988170079881731,10.95
0.6007889039863915,10.965
0.6027653539412119,10.98
0.6047463249912703,10.995
0.6067317842752037,11.01
0.6087216989442596,11.025
0.6107160385952513,11.04
0.6127147729959026,11.055
0.6147178704284729,11.07
0.6167252991752213,11.085
0.618737027518407,11.1
0.6207530237402896,11.115
0.6227732724505536,11.13
0.6247977061895759,11.145
0.6268263231281036,11.16
0.6288590919578209,11.175
0.6308959815950476,11.19
0.6329369611807404,11.205
0.6349820000804913,11.22
0.6370310685671039,11.235
0.6390841401354296,11.25
0.6411411864463199,11.265
0.6432021791222894,11.28
0.6452670901168713,11.295
0.6473358917146173,11.31
0.6494085565310974,11.325
0.651485057512901,11.34
0.6535653679376352,11.355
0.6556494614139261,11.37
0.6577373118814187,11.385
0.6598288927620192,11.4
0.6619241768726826,11.415
0.6640231384568422,11.43
0.6661257520537808,11.445
0.6682319924783493,11.46
0.6703418348209683,11.475
0.6724552544476275,11.49
0.6745722269998852,11.505
0.6766927283948678,11.52
0.6788167348252723,11.535
0.6809442228133552,11.55
0.6830751721641196,11.565
0.6852095626103909,11.58
0.6873473728508417,11.595
0.6894885819732754,11.61
0.6916331694546266,11.625
0.6937811151609596,11.64
0.6959323993474698,11.655
0.6980870026584832,11.67
0.7002449061274559,11.685
0.702406091176975,11.7
0.7045705393605607,11.715
0.7067382307450571,11.73
0.70890914683857,11.745
0.7110832698189922,11.76
0.7132605821900423,11.775
0.7154410667812658,11.79
0.7176247067480352,11.805
0.7198114855715487,11.82
0.7220013870588315,11.835
0.7241943953427348,11.85
0.7263904948819372,11.865
0.7285896706520631,11.88
0.7307919083292208,11.895
0.7329971935685555,11.91
0.7352055123480477,11.925
0.7374168509881791,11.94
0.7396311961519356,11.955
0.7418485348448045,11.97
0.7440688544147751,11.985
0.7462921425523404,12.0
0.7485183872904949,12.015
0.7507475770100901,12.03
0.7529797035830077,12.045
0.7552147595813276,12.06
0.7574527357073537,12.075
0.759693623090291,12.09
0.7619374132862441,12.105
0.7641840982782182,12.12
0.76643367047612,12.135
0.7686861227167558,12.15
0.7709414482638323,12.165
0.7731996408079579,12.18
0.7754606944666403,12.195
0.7777246037842884,12.21
0.7799913637322111,12.225
0.7822609697726624,12.24
0.7845334201401785,12.255
0.7868087128764099,12.27
0.7890868454755796,12.285
0.7913678159112613,12.3
0.7936516226363787,12.315
0.7959382645832075,12.33
0.798227741163373,12.345
0.8005200522678517,12.36
0.8028151982669716,12.375
0.8051131800104102,12.39
0.8074139988271962,12.405
0.8097176565257098,12.42
0.8120241553936812,12.435
0.8143334981067781,12.45
0.8166456866867569,12.465
0.8189607242022201,12.48
0.8212786144876005,12.495
0.8235993618330623,12.51
0.8259229709844987,12.525
0.8282494471435338,12.54
0.8305787959675222,12.555
0.8329110235695487,12.57
0.8352461365184283,12.585
0.8375841418387062,12.6
0.8399250470106588,12.615
0.8422688599702921,12.63
0.8446155891093421,12.645
0.8469652435773096,12.66
0.849317834739337,12.675
0.8516733732073369,12.69
0.8540318697898337,12.705
0.8563933357885641,12.72
0.8587577829984787,12.735
0.8611252237077412,12.75
0.8634956706977284,12.765
0.8658691372430302,12.78
0.8682456371114503,12.795
0.8706251845640053,12.81
0.8730077943549245,12.825
0.8753934817316518,12.84
0.877782262434843,12.855
0.8801741534883839,12.87
0.8825691747795843,12.885
0.8849673446120553,12.9
0.8873686816127493,12.915
0.889773204958947,12.93
0.8921809343782556,12.945
0.8945918901486106,12.96
0.8970060930982744,12.975
0.899423564605838,12.99
0.9018443266002191,13.005
0.904268401560663,13.02
0.9066958125167434,13.035
0.9091265830483607,13.05
0.9115607372857427,13.065
0.9139982989328319,13.08
0.9164392906165497,13.095
0.9188837369889395,13.11
0.9213316632102149,13.125
0.9237830948885738,13.14
0.9262380580801989,13.155
0.9286965792892596,13.17
0.9311586854679087,13.185
0.9336244040162845,13.2
0.9360937636275792,13.215
0.9385667962167777,13.23
0.9410435321898885,13.245
0.9435240022984304,13.26
0.9460082378800032,13.275
0.9484962708582878,13.29
0.9509881337430472,13.305
0.953483859630125,13.32
0.9559834822014461,13.335
0.9584870355606506,13.35
0.9609945533548105,13.365
0.9635060703828575,13.38
0.9660216221462625,13.395
0.9685412446854699,13.41
0.9710649745798948,13.425
0.9735928489479256,13.44
0.976124905446923,13.455
0.9786611822732194,13.47
0.9812017180032363,13.485
0.983746549576705,13.5
0.9862957152608001,13.515
0.9888492543281355,13.53
0.9914072064920364,13.545
0.9939696119065357,13.56
0.9965365111663763,13.575
0.9991079453070116,13.59
1.0016839558046033,13.605
1.0042645846058462,13.62
1.0068498753834763,13.635
1.0094398721041289,13.65
1.0120346186958336,13.665
1.0146341595909278,13.68
1.0172385397260562,13.695
1.0198478045421693,13.71
1.022461999984526,13.725
1.025081172502692,13.74
1.0277053690501432,13.755
1.0303346365049115,13.77
1.0329690220138836,13.785
1.0356085735690876,13.8
1.0382533396132412,13.815
1.0409033690397533,13.83
1.0435587111927218,13.845
1.0462194158669351,13.86
1.0488855330669486,13.875
1.0515571126069163,13.89
1.0542342051724154,13.905
1.0569168618877376,13.92
1.0596051342781971,13.935
1.0622990742701324,13.95
1.064998734190906,13.965
1.0677041667210159,13.98
1.070415424405913,13.995
1.0731325603675883,14.01
1.0758556282074552,14.025
1.0785846818920877,14.04
1.08131977575322,14.055
1.0840609644877461,14.07
1.0868083031559517,14.085
1.0895618463224865,14.1
1.092321648637383,14.115
1.09508776557889,14.13
1.0978602529138912,14.145
1.1006391666979074,14.16
1.1034245632750923,14.175
1.1062164992782364,14.19
1.10901503124759,14.205
1.11182021508758,14.22
1.1146321076187096,14.235
1.1174507659245536,14.25
1.1202762473036354,14.265
1.1231086092694265,14.28
1.125947909550348,14.295
1.1287942059133595,14.31
1.1316475546794136,14.325
1.1345080132344472,14.34
1.1373756394952403,14.355
1.1402504915422675,14.37
1.1431326276196998,14.385
1.1460221061354028,14.4
1.1489189856609372,14.415
1.1518233249315604,14.43
1.1547351828462233,14.445
1.157654618467573,14.46
1.1605816908195807,14.475
1.1635164517416432,14.49
1.166458954790306,14.505
1.169409256517734,14.52
1.1723674133943935,14.535
1.1753334818090486,14.55
1.178307518068763,14.565
1.1812895783989006,14.58
1.1842797189431236,14.595
1.1872779957633939,14.61
1.1902844648399735,14.625
1.193299182071423,14.64
1.1963221963273205,14.655
1.1993535538206015,14.67
1.2023933062996925,14.685
1.2054415051239282,14.7
1.2084982012633962,14.715
1.2115634452989352,14.73
1.2146372874221372,14.745
1.2177197774353468,14.76
1.2208109647516603,14.775
1.2239108983949265,14.79
1.2270196269997478,14.805
1.2301371946212074,14.82
1.233263638389308,14.835
1.2363990018003932,14.85
1.2395433279249286,14.865
1.2426966591471984,14.88
1.2458590371653053,14.895
1.2490305029911721,14.91
1.2522110969505396,14.925
1.2554008586829677,14.94
1.2585998271418364,14.955
1.2618080405943441,14.97
1.265025532270314,14.985
1.268252317826764,15.0
