Time,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3m,CKX3p,PIN3m,PIN1m,PIN7m,miRNA,F_AHP6,F_CK,F_IAA2,F_ARR5,F_PIN1,F_PIN7,F_PIN3,p_ax,p_ck,d_ax,d_ck,phloem_rate_ax,all_section_rate_ax,phloem_rate_ck,all_section_rate_ck,lambda_AHP6,lambda_IAA2,lambda_ARR5,lambda_PIN1,lambda_PIN3,lambda_PIN7,mu_m_PHB,mu_m_AHP6,mu_m_IAA2,mu_m_ARR5,mu_m_PIN1,mu_m_PIN3,mu_m_PIN7,delta_PHB,delta_AHP6,delta_IAA2,delta_ARR5,delta_PIN1,delta_PIN3,delta_PIN7,delta_CKX3,mu_p_PHB,mu_p_AHP6,mu_p_IAA2,mu_p_ARR5,mu_p_PIN1,mu_p_PIN3,mu_p_PIN7,mu_p_CKX3,theta_Ax,theta_Ck,theta_AHP6,theta_ARR5,theta_PHB,theta_CKX3,p_phb,d_phb,p_mirna,d_mirna,d_mirna_mrna,p_ckx3,d_ckx3,b_pin3,b_pin1,b_pin7,b_ahp6,b_arr5,b_iaa2,hill_ax,hill_ck,hill_arr5,hill_ckx3,hill_ahp6,hill_phb,compartment
5.0,0.05959572318029041,0.1999999999999999,0.0015046297406207136,0.002513740875959268,0.053694153545627094,0.05360905224367712,0.27579488068327845,0.2757854796649885,1.9865241060096794,1.9191446360196558,0.0,0.0,0.0,0.0,0.9459176152896898,0.0,0.0005096488824808184,1.0,0.05377080223549187,0.13790152968499103,0.9544949650352358,0.9544949650352358,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.01,0.05959974580185781,0.1999999999999999,0.0014997960099405034,0.002503675931661763,0.053701780445293806,0.053617520249427876,0.2757956932063525,0.27578641367989015,1.9866581933952594,1.9198157422674844,0.0,0.0,0.0,0.0,0.9460029635495761,0.0,0.00050918835411297,1.0,0.05377767099711096,0.1379018826022556,0.9544954063353266,0.9544954063353266,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.0200000000000005,0.05960372839767185,0.1999999999999999,0.0014950012521409925,0.002493663233280756,0.053709331904445094,0.053625904558069044,0.2757964951273553,0.2757873356193921,1.9867909465890607,1.9204814984285132,0.0,0.0,0.0,0.0,0.9460874669425797,0.0,0.0005087319453456635,1.0,0.05378447177188116,0.13790223088516204,0.9544958419246122,0.9544958419246122,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.03,0.05960767136599543,0.1999999999999999,0.0014902451610250872,0.0024837026472195535,0.053716808664823035,0.05363420599125799,0.2757972865789301,0.27578824563012755,1.9869223788665134,1.9211419445278317,0.0,0.0,0.0,0.0,0.9461711338187899,0.0,0.0005082796169313693,1.0,0.05379120522916748,0.13790257459311228,0.9544962718725845,0.9544962718725845,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.04,0.05961157510112867,0.1999999999999999,0.001485527432665572,0.00247379403817538,0.05372421146096626,0.053642425362698136,0.2757980676923387,0.27578914385733155,1.9870525033709547,1.9217971203237065,0.0,0.0,0.0,0.0,0.9462539724458994,0.0,0.0005078313300437848,1.0,0.05379787203181606,0.13790291378484637,0.9544966962480688,0.9544966962480688,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.05,0.05961543999344834,0.1999999999999999,0.001480847765390856,0.0024639372691788713,0.05373154102027814,0.05365056347821368,0.275798838597468,0.27579003044484285,1.9871813331149437,1.922447065308929,0.0,0.0,0.0,0.0,0.9463359910100172,0.0,0.0005073870462724962,1.0,0.05380447283621618,0.13790324851844663,0.9544971151192244,0.9544971151192244,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.0600000000000005,0.05961926642944688,0.1999999999999999,0.001476205859770752,0.0024541322016330296,0.0537387980630943,0.05365862113582366,0.27579959942283555,0.2757909055351062,1.9873088809815618,1.9230918187121606,0.0,0.0,0.0,0.0,0.9464171976164747,0.0,0.0005069467276177222,1.0,0.05381100829236177,0.13790357885134208,0.9544975285535464,0.9544975285535464,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.07,0.05962305479177109,0.1999999999999999,0.0014716014186022949,0.002444378695351654,0.05374598330274956,0.05366659912581537,0.2758003502955963,0.2757917692691751,1.9874351597257023,1.9237314194992807,0.0,0.0,0.0,0.0,0.9464976002906216,0.0,0.0005065103364851333,1.0,0.053817479043912334,0.13790390484031256,0.954497936617867,0.954497936617867,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.08,0.05962680545926036,0.1999999999999999,0.0014670341468955965,0.002434676608597238,0.05375309744564429,0.05367449823081713,0.27580109134154895,0.27579262178671465,1.9875601819753446,1.9243659063747311,0.0,0.0,0.0,0.0,0.946577206978616,0.0,0.000506077835680749,1.0,0.05382388572825336,0.13790422654149345,0.9544983393783564,0.9544983393783564,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.09,0.059630518806984556,0.1999999999999999,0.001462503751859743,0.002425025798118359,0.05376014119131014,0.053682319225870447,0.27580182268514286,0.27579346322600506,1.987683960232818,1.9249953177828616,0.0,0.0,0.0,0.0,0.9466560255482055,0.0,0.0005056491884059132,1.0,0.05383022897655611,0.13790454401037983,0.9544987369005253,0.9544987369005253,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.1000000000000005,0.059634195206281555,0.1999999999999999,0.0014580099428887325,0.0024154261191865517,0.0537671152324752,0.053690062878501456,0.27580254444948504,0.27579429372394554,1.987806506876051,1.9256196919092734,0.0,0.0,0.0,0.0,0.9467340637895008,0.0,0.0005052243582523441,1.0,0.053836509413836886,0.13790485730183127,0.9544991292492269,0.9544991292492269,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.11,0.05963783502479434,0.1999999999999999,0.001453552431547455,0.0024058774256326765,0.05377402025512858,0.053697729948791836,0.27580325675634726,0.275795113416058,1.9879278341598108,1.9262390666821623,0.0,0.0,0.0,0.0,0.9468113294157416,0.0,0.0005048033091972555,1.0,0.053842727659015856,0.13790516647007625,0.9544995164886582,0.9544995164886582,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.12,0.05964143862650781,0.1999999999999999,0.0014491309315577134,0.0023963795698827817,0.053780856938584365,0.053705321189449005,0.2758039597261736,0.2757959224364916,1.9880479542169263,1.9268534797736603,0.0,0.0,0.0,0.0,0.9468878300640556,0.0,0.0005043860055985527,1.0,0.05384888432497523,0.1379054715687169,0.9544998986823625,0.9544998986823625,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.13,0.05964500637178512,0.1999999999999999,0.0014447451587842925,0.0023869324029934776,0.05378762595554511,0.05371283734587577,0.275804653478088,0.2757967209180273,1.9881668790595033,1.927462968601177,0.0,0.0,0.0,0.0,0.9469635732962082,0.0,0.0005039724121900988,1.0,0.05385498001861688,0.13790577265073362,0.9545002758932323,0.9545002758932323,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.14,0.05964853861740378,0.1999999999999999,0.0014403948312210692,0.002377535774686814,0.05379432797216459,0.0537202791562393,0.27580533812990204,0.27579750899208305,1.9882846205801255,1.9280675703287382,0.0,0.0,0.0,0.0,0.9470385665993468,0.0,0.0005035624940770505,1.0,0.05386101534091964,0.13790606976848982,0.9545006481835107,0.9545006481835107,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.15,0.0596520357165913,0.1999999999999999,0.0014360796689771719,0.0023681895333846755,0.053800963648110156,0.053727647351539516,0.27580601379812264,0.2757982867887187,1.9884011905530428,1.928667321868324,0.0,0.0,0.0,0.0,0.9471128173867368,0.0,0.0005031562167312632,1.0,0.05386699088699579,0.13790636297373673,0.9545010156147948,0.9545010156147948,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.16,0.05965549801906051,0.1999999999999999,0.0014317993942631864,0.0023588935262427004,0.05380753363662441,0.05373494265567687,0.27580668059796054,0.27579905443664154,1.9885166006353499,1.9292622598812044,0.0,0.0,0.0,0.0,0.9471863329984895,0.0,0.0005027535459867633,1.0,0.053872907246147274,0.13790665231761814,0.9545013782480385,0.9545013782480385,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.17,0.05965892587104454,0.1999999999999999,0.0014275537313774064,0.0023496475991837146,0.05381403858458637,0.0537421657855195,0.2758073386433382,0.2757998120632122,1.9886308623681508,1.9298524207792758,0.0,0.0,0.0,0.0,0.9472591207022848,0.0,0.0005023544480352861,1.0,0.05387876500192123,0.13790693785067534,0.9545017361435543,0.9545017361435543,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.18,0.059662319615331444,0.1999999999999999,0.0014233424066921363,0.002340451596930708,0.053820479132572076,0.05374931745096984,0.2758079880468982,0.2758005597944505,1.9887439871777144,1.9304378407263922,0.0,0.0,0.0,0.0,0.9473311876940845,0.0,0.0005019588894218817,1.0,0.053884564732165165,0.13790721962285185,0.9545020893610174,0.9545020893610174,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.19,0.05966567959129848,0.1999999999999999,0.0014191651486400426,0.0023313053630393396,0.053826855914914665,0.05375639835503058,0.27580862892001207,0.27580129775504175,1.9888559863766158,1.9310185556396975,0.0,0.0,0.0,0.0,0.9474025410988401,0.0,0.0005015668370405811,1.0,0.05389030700908146,0.13790749768349841,0.9545024379594683,0.9545024379594683,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.2,0.05966900613494605,0.1999999999999999,0.0014150216877005558,0.002322208739929989,0.05383316955976385,0.053763409193870015,0.27580926137278855,0.275802026068343,1.988966871164868,1.9315946011909533,0.0,0.0,0.0,0.0,0.9474731879711931,0.0,0.000501178258130129,1.0,0.05389599239928159,0.13790777208137794,0.9545027819973156,0.9545027819973156,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.21,0.05967229957893128,0.1999999999999999,0.00141091175638632,0.002313161568919345,0.053839420689144914,0.05377035065688692,0.2758098855140824,0.2758027448563899,1.9890766526310426,1.932166012807868,0.0,0.0,0.0,0.0,0.947543135296168,0.0,0.000500793120269775,1.0,0.053901621463839484,0.13790804286467045,0.9545031215323401,0.9545031215323401,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.22,0.05967556025260133,0.1999999999999999,0.0014068350892296995,0.002304163690251556,0.05384560991901716,0.053777223426774726,0.2758105014515036,0.2758034542399035,1.9891853417533776,1.9327328256754197,0.0,0.0,0.0,0.0,0.9476123899898589,0.0,0.0005004113913751311,1.0,0.05390719475834492,0.13790831008097792,0.9545034566216969,0.9545034566216969,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.23,0.05967878848202627,0.1999999999999999,0.0014027914227693337,0.002295214943128929,0.05385173785933177,0.05378402817958517,0.2758111092914257,0.27580415433829725,1.9892929494008755,1.9332950747371813,0.0,0.0,0.0,0.0,0.9476809589001094,0.0,0.0005000330396940817,1.0,0.053912712832955866,0.13790857377732949,0.9545037873219202,0.9545037873219202,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.24,0.05968198459003174,0.1999999999999999,0.0013987804955367473,0.0022863151657421944,0.05385780511408922,0.05379076558479139,0.2758117091389956,0.27580484526968435,1.9893994863343911,1.9338527946966393,0.0,0.0,0.0,0.0,0.9477488488071852,0.0,0.00049965803380276,1.0,0.05391817623245081,0.13790883400018628,0.9545041136889258,0.9545041136889258,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.25,0.059685148896231194,0.1999999999999999,0.0013948020480430128,0.002277464195300331,0.053863812281396126,0.053797436305350416,0.27581230109814203,0.27580552715088497,1.9895049632077062,1.9344060200185123,0.0,0.0,0.0,0.0,0.9478160664244409,0.0,0.0004992863426015778,1.0,0.05392358549628024,0.1379090907954465,0.9545044357780156,0.9545044357780156,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.26,0.0596882817170579,0.1999999999999999,0.0013908558227654674,0.0022686618680599676,0.05386975995352158,0.0538040409977651,0.2758128852715854,0.275806200097434,1.9896093905685963,1.9349547849300675,0.0,0.0,0.0,0.0,0.947882618398979,0.0,0.0004989179353113137,1.0,0.05392894115861799,0.13790934420845044,0.95450475364388,0.95450475364388,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.2700000000000005,0.059691383365796546,0.1999999999999999,0.0013869415641344861,0.0022599080193543564,0.05387564871695296,0.05381058031214552,0.27581346176084653,0.2758068642235889,1.9897127788598845,1.935499123422433,0.0,0.0,0.0,0.0,0.9479485113123033,0.0,0.0004985527814692569,1.0,0.05393424374841175,0.13790959428398566,0.954505067340603,0.954505067340603,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.28,0.059694454152614596,0.1999999999999999,0.0013830590185203104,0.002251202483621931,0.053881479152451256,0.05381705489226983,0.27581403066625665,0.27580751964233735,1.989815138420486,1.9360390692519085,0.0,0.0,0.0,0.0,0.9480137516809658,0.0,0.0004981908509254073,1.0,0.05393949378943344,0.1379098410662918,0.9545053769216653,0.9545053769216653,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.29,0.05969749438459328,0.1999999999999999,0.0013792079342199283,0.0022425450944344423,0.05388725183510588,0.053823465375644496,0.27581459208696635,0.2758081664654054,1.9899164794864421,1.936574655941274,0.0,0.0,0.0,0.0,0.9480783459572069,0.0,0.0004978321138387274,1.0,0.0539446918003289,0.13791008459906579,0.9545056824399483,0.9545056824399483,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
5.3,0.059700504365758335,0.1999999999999999,0.0013753880614440182,0.0022339356845246915,0.05389296733438892,0.053829812393564054,0.2758151461209554,0.27580880480326575,1.9900168121919442,1.9371059167810936,0.0,0.0,0.0,0.0,0.9481423005295894,0.0,0.0004974765406734508,1.0,0.05394983829466726,0.1379103249254668,0.9545059839477379,0.9545059839477379,1.0,0.06,2.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,10.0,20.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.25,0.5,0.04,0.1,0.4,0.05,2.0,1.0,32.5,1.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0
