Time,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF,nao,nai,scale,v,Ena,a11,a12,a13,b11,b12,b13,a2,b2,a3,b3,a4,b4,a5,b5,Gna,Rk,Fara,Temp,Ina,cell,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007,reaction_0000008,reaction_0000009,reaction_0000010,reaction_0000011
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0068,-0.32498192051347596,0.0,0.0,0.0,0.0,0.0
0.01,2.637079657211595e-06,0.0030869531347252305,0.9968424158897685,6.778340789611296e-05,2.0990700866012523e-07,2.831219219743906e-15,3.751473784761442e-23,4.005209952500026e-10,1.7994535554451405e-10,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-1.3145560027110367e-09,1.0,1.9957504622915477e-05,3.4468886595149634e-08,1.1149875530307723e-12,1.8466842948333893e-20,0.006777692264846548,-0.29350084041926244,2.09886919432699e-05,-0.0005070311913369617,1.792992189742091e-08,-2.4766924593647917e-10,-1.1616783961326843e-07
0.02,9.762911723671168e-06,0.00587014740958999,0.9939841128078979,0.0001351743551173882,7.982959205377479e-07,4.266593051994301e-14,1.1369903683343718e-21,2.88388687051251e-09,1.3367576979019343e-09,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-9.465248617990865e-09,1.0,3.6053481534192554e-05,1.224977749498051e-07,8.282626513025323e-12,2.782916396439899e-19,0.006757424482006054,-0.26511381196249284,3.990715475884912e-05,-0.0009016474222307259,6.637130973271787e-08,-1.7831856623880037e-09,-4.0411118694436254e-07
0.03,2.03486852214234e-05,0.008379994920359405,0.9913957061333968,0.0002022279288334033,1.7093776427512258e-06,2.0367881406063846e-13,8.217472228069967e-21,8.768772183428686e-09,4.191947886755327e-09,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-2.878011951123223e-08,1.0,4.8856230957858965e-05,2.4479525582054714e-07,2.5972684804612033e-11,1.3285092126076574e-18,0.006738996156510947,-0.23951124936674484,5.696287890155986e-05,-0.0012027328666435813,1.3831934843531146e-07,-5.4216080713793064e-09,-7.911792813230493e-07
0.04,3.354059997084499e-05,0.010643795837897011,0.989050748804908,0.0002689920146135406,2.89479986435881e-06,6.074393692178923e-13,3.297590947332507e-20,1.8744138901750422e-08,9.238366721308683e-09,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-6.152042115185211e-08,1.0,5.8858343743648534e-05,3.863859515221361e-07,5.723758832358107e-11,3.962063390210909e-18,0.00672222685763674,-0.2164152227954217,7.234210199816856e-05,-0.0014263211004843155,2.2796211707021553e-07,-1.1588447114283776e-08,-1.224591742054241e-06
0.05,4.8633207120826105e-05,0.01268606448200632,0.9869254316183658,0.0003355081937028649,4.312696926124229e-06,1.4002081144852895e-12,9.590236027574083e-20,3.304801526822898e-08,1.6787124788452562e-08,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-1.0846738963058048e-07,1.0,6.648636665569144e-05,5.358259510211828e-07,1.0400331416257979e-10,9.13294496446976e-18,0.00670695416985747,-0.19557614401050538,8.621203787013405e-05,-0.0015860033664710739,3.304987256489645e-07,-2.0430311291340077e-08,-1.6668764440842448e-06
0.06,6.504645122020413e-05,0.01452882408908695,0.984998311429371,0.0004018125411893303,5.926853615352667e-06,2.742831348945478e-12,2.2756153182274345e-19,5.1605369974315437e-08,2.7006824198552737e-08,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-1.6937476356484136e-07,1.0,7.210931150326215e-05,6.84539472162134e-07,1.673126127740893e-10,1.789027915405228e-17,0.006693031834775811,-0.17676976995695662,9.872289126893684e-05,-0.0016932826046439978,4.419827172601458e-07,-3.1900228470107456e-08,-2.092238817876151e-06
0.07,8.230631868291256e-05,0.016191864908834022,0.9832500723042882,0.0004679363129747003,7.70598447286099e-06,4.80296037366062e-12,4.692827886869897e-19,7.413148025584372e-08,3.995554326878212e-08,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-2.4330805007360705e-07,1.0,7.604598852784927e-05,8.262712218813599e-07,2.475232954578871e-10,3.132757468764617e-17,0.006680328118476193,-0.1597945788391402,0.00011000962182396685,-0.0017578735598777616,5.591900830754531e-07,-4.582160647782184e-08,-2.483739550527086e-06
0.08,0.00010002840691363398,0.01769297331736387,0.9816633127041599,0.0005339065449766122,9.623106209431775e-06,7.749173582264922e-12,8.733693841911028e-19,1.002081139038616e-07,5.560687947152372e-08,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-3.2889456290112014e-07,1.0,7.857139267764067e-05,9.566333349702033e-07,3.4446968070903407e-10,5.054438462142989e-17,0.00666872435698378,-0.1444694406003962,0.00012019350975352939,-0.0017879593449316022,6.79507211143278e-07,-6.193536486398532e-08,-2.831112913971898e-06
0.09,0.00011790354722437183,0.019048140557646986,0.9802223509908321,0.0005997465895388016,1.1654977159030478e-05,1.174636093530406e-11,1.5030181339251713e-18,1.2934290597431155e-07,7.387188723806213e-08,140.0,15.0,1000.0,-80.0,59.664471950863806,0.32498192051347596,0.17549829947170903,0.04686598514870038,9.865689894446176,13.167533358811827,18.529606501445958,0.6196450444844949,0.002843107456898312,0.012335809452935434,0.0068,0.006196450444844948,0.012335809452935434,6.522579415626262e-06,0.0002467161890587087,23.5,8314.0,96485.0,310.0,-4.2451830363921916e-07,1.0,7.992240811187914e-05,1.0727181323058905e-06,4.5759858766756267e-10,7.661620122622461e-17,0.006658113627089059,-0.13063149434766694,0.0001293835822145874,-0.001790417384765976,8.008328516008308e-07,-7.993666501274443e-08,-3.1289927417389865e-06
