Time,GLC,G6P_F6P,F6P,FBP,G3P,Vgk,hGK,KeqGPI,Vpfk,Vfba,Sgk,Spfk,Sfba,Xpfk,alpha,hx,hpfk,hact,sigcorr,dw_per_ml,min_to_sec,Vgk_min,Vpfk_min,Vfba_min,comp,vgk,vpfk,vfba
0.3,10.0,3.7225115890367992,0.8590411359315689,0.0006307009677671995,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015565339709606461,0.015555540491329314
0.31,10.0,3.72268573222212,0.8590813228204891,0.0006308001832145107,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015567750419091964,0.01555771339658953
0.32,10.0,3.722859851208346,0.8591215041250029,0.0006309016066900307,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015570178089025026,0.015559934580455386
0.33,10.0,3.72303394583413,0.8591616798078762,0.000631004940412567,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015572620443216023,0.015562197516625654
0.34,10.0,3.723208015965145,0.8592018498381103,0.0006311099370509667,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01557507559112903,0.01556449678442137
0.35,10.0,3.7233820614932363,0.8592420141907468,0.0006312163981822053,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015577542016325063,0.015566828034854254
0.36,10.0,3.723556082314834,0.8592821728418847,0.0006313241339082415,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01558001826686912,0.015569187106205317
0.37,10.0,3.723730078329314,0.8593223257683033,0.000631432959801268,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015582502931923722,0.015571569957124316
0.38,10.0,3.7239040494640805,0.8593624729532493,0.000631542743782905,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01558499500159482,0.01557397369303035
0.39,10.0,3.7240779956532553,0.8594026143815204,0.0006316533663022024,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01558749356153491,0.015576395694044058
0.4,10.0,3.724251916826462,0.8594427500368759,0.0006317646993785642,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015589997632104408,0.015578833156129434
0.41,10.0,3.7244258129326413,0.8594828799075326,0.000631876651097964,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01559250651001209,0.015581284065254173
0.42,10.0,3.7245996839169058,0.8595230039808244,0.000631989122416487,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01559501943676261,0.015583746251614152
0.43,10.0,3.7247735297696694,0.859563122254539,0.0006321020985890172,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015597536300939276,0.015586219391076319
0.44,10.0,3.724947350428089,0.8596032347141743,0.00063221546570281,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015600056229157347,0.015588700988825154
0.45,10.0,3.725121145874055,0.8596433413555512,0.0006323291931731698,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015602578987781583,0.015591190374376973
0.46,10.0,3.7252949160811473,0.8596834421725723,0.0006324432349088482,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015605104223853864,0.015593686537950114
0.47,10.0,3.72546866102689,0.8597235371600513,0.0006325575521777133,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015607631640757035,0.015596188630991603
0.48,10.0,3.7256423806897363,0.8597636263130161,0.0006326721079821468,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015610160955018356,0.015598695843045714
0.49,10.0,3.7258160750503717,0.8598037096270088,0.0006327868694793225,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015612691914929578,0.015601207454714883
0.5,10.0,3.7259897440963536,0.8598437870991584,0.0006329018166053539,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015615224366895391,0.015603723026373934
0.51,10.0,3.7261633878110687,0.8598838587256312,0.0006330169215422006,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015617758097579428,0.01560624194878242
0.52,10.0,3.726337006177477,0.8599239245024948,0.0006331321556768547,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015620292887392077,0.01560876359540305
0.53,10.0,3.726510599184158,0.8599639844271133,0.0006332475008207122,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015622828596808462,0.015611287567901824
0.54,10.0,3.7266841668293824,0.8600040384990882,0.0006333629567687997,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01562536522460418,0.01561381386150173
0.55,10.0,3.7268577091040775,0.8600440867163255,0.0006334785096914119,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01562790266468973,0.015616342173321585
0.56,10.0,3.7270312259989202,0.8600841290766739,0.0006335941452908891,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015630440807304736,0.015618872190291386
0.57,10.0,3.7272047174826772,0.8601241655729255,0.0006337098210379593,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015632979325195983,0.01562140298174467
0.58,10.0,3.7273781836204494,0.8601641962201035,0.0006338256270014898,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015635518912186855,0.015623936518014032
0.59,10.0,3.7275516243512707,0.8602042210041394,0.0006339414801323325,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015638058928953404,0.015626470981965145
0.6,10.0,3.7277250396751196,0.8602442399250276,0.0006340573804123214,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015640599375486182,0.015629006373079738
0.61,10.0,3.7278984295884943,0.8602842529819602,0.0006341733248550863,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015643140228890573,0.015631542625912265
0.62,10.0,3.7280717940888466,0.8603242601743493,0.0006342893112872311,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01564568147252622,0.01563407969281037
0.63,10.0,3.7282451331761752,0.8603642615021941,0.0006344053397087558,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015648223106504475,0.015636617573667064
0.64,10.0,3.728418446850473,0.8604042569654937,0.0006345214101116213,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015650765130874815,0.01563915626819949
0.65,10.0,3.728591735104188,0.8604442465625047,0.0006346375149627481,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015653307487642307,0.01564169561154713
0.66,10.0,3.7287649979306976,0.8604842302916994,0.0006347536476587113,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01565585012594652,0.015644235459207914
0.67,10.0,3.7289382353300033,0.8605242081530776,0.0006348698081995109,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015658393045845966,0.015646775811113005
0.68,10.0,3.7291114473021048,0.8605641801466395,0.0006349859965851468,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015660936247399226,0.01564931666719356
0.69,10.0,3.729284633841663,0.860604146271153,0.0006351022087873954,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01566347969956071,0.01565185793929531
0.7,10.0,3.729457794942984,0.8606441065253039,0.0006352184405093318,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01566602336918959,0.015654399533403033
0.71,10.0,3.7296309306060658,0.860684060909092,0.0006353346917498452,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015668567256304677,0.01565694144944611
0.72,10.0,3.7298040408309086,0.8607240094225174,0.0006354509625089354,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015671111360933375,0.01565948368737819
0.73,10.0,3.729977125613908,0.860763952064748,0.0006355672513839034,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015673655672248456,0.0156620262164851
0.74,10.0,3.730150184950418,0.8608038888347118,0.000635683556565987,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.0156762001762729,0.015664568997180137
0.75,10.0,3.7303232188404203,0.8608438197324046,0.0006357998780480941,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01567874487296717,0.0156671120292706
0.76,10.0,3.730496227283914,0.8608837447578263,0.0006359162158302245,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01568128976234664,0.015669655312718855
0.77,10.0,3.7306692102780934,0.8609236639103292,0.0006360325693229424,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015683834839850128,0.0156721988346023
0.78,10.0,3.730842167818455,0.8609635771888742,0.0006361489375804618,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015686380098146248,0.015674742574211014
0.79,10.0,3.73101509990494,0.8610034845934476,0.0006362653205902481,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015688925537147277,0.015677286531237535
0.8,10.0,3.7311880065375482,0.8610433861240496,0.0006363817183523018,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015691471156862792,0.015679830705648438
0.81,10.0,3.73136088771394,0.8610832817801399,0.0006364981305202325,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015694016954604546,0.015682375089839478
0.82,10.0,3.7315337434294817,0.8611231715606497,0.0006366145564079477,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015696562925036506,0.01568491966878338
0.83,10.0,3.731706573684048,0.8611630554655494,0.0006367309959968443,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.01569910906801943,0.015687464442042935
0.84,10.0,3.731879378477638,0.8612029334948395,0.000636847449286922,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015701655383558943,0.015690009409587535
0.85,10.0,3.732052157808307,0.8612428056480708,0.0006369639160880045,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015704201870172296,0.01569255456723073
0.86,10.0,3.7322249116713127,0.8612826719241491,0.0006370803959367541,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015706748524237518,0.015695099904817707
0.87,10.0,3.7323976400664427,0.8613225323230252,0.0006371968888122592,0.0,0.055549999999999995,1.7,0.3,0.5555,0.138875,8.0,4.0,0.005,0.01,5.0,2.5,2.5,1.0,1.5,0.3333,60.0,10.0,100.0,25.0,1.0,0.03298086174809976,0.015709295345594086,0.015697645421862715
