Time,MP,CN,C,T2,T1,T0,MT,P0,P1,P2,vsP,vmP,KmP,KIP,Pt,ksP,vdP,KdP,vsT,vmT,KmT,KIT,ksT,vdT,KdT,kdC,kdN,k1,k2,k3,k4,kd,V1P,V1T,V2P,V2T,V3P,V3T,V4P,V4T,K1P,K1T,K2P,K2T,K3P,K3T,K4P,K4T,n,Compartment
0.14,0.06438658421595718,1.3309894327895377,0.20453551454011565,0.014290488235637956,0.021191428453505384,0.02208197509999612,0.0892699580450098,0.01666843562657703,0.016575989253036705,0.030254516260678162,1.1,1.0,0.2,1.0,1.5990238884699453,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.15,0.06460330848774047,1.3298309891679339,0.2043190004267944,0.01427853576314008,0.021190899441127387,0.022114881391130298,0.08951834234443228,0.01666836576870453,0.01664057629742379,0.02914192742264943,1.1,1.0,0.2,1.0,1.596600859083506,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.16,0.06482084310689964,1.3286732476073593,0.20410303270771119,0.014267064967271509,0.021191614520500033,0.022148724215783965,0.0897689296393421,0.016670506933331948,0.016697347034199273,0.028125041588962996,1.1,1.0,0.2,1.0,1.5942691758715646,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.17,0.06503918953041374,1.3275162110412873,0.2038876211888892,0.014256048100965786,0.02119355779694462,0.022183492892110006,0.09002170348431981,0.016674745111256432,0.016747155490524256,0.027196138872083348,1.1,1.0,0.2,1.0,1.5920218717040404,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.18,0.0652583492448218,1.3263598824699758,0.20367277420937474,0.014245461670373114,0.021196713531044752,0.02221917693444996,0.09027664786316632,0.01668097470047433,0.016790779678099423,0.026348020756894065,1.1,1.0,0.2,1.0,1.5898524318148184,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.19,0.06547832376485559,1.3252042649486986,0.2034584987590409,0.014235285785752541,0.021201066159779933,0.02225576605069108,0.09053374718059834,0.016689097816889244,0.0168289275234681,0.025573992151605385,1.1,1.0,0.2,1.0,1.5877547811997021,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.2,0.06569911463179147,1.3240493615769655,0.2032448006050603,0.014225503592380772,0.021206600308688987,0.022293250136507643,0.09079298624728173,0.016699023581783237,0.016862243188564077,0.02486783526622574,1.1,1.0,0.2,1.0,1.5857232642185988,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.21,0.06592072341276704,1.322895175489525,0.20303168437462488,0.014216100841651026,0.02121330080904228,0.022331619276254003,0.09105435027915261,0.016710667669231186,0.016891311116583447,0.024223796891105147,1.1,1.0,0.2,1.0,1.5837526355410698,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.22,0.06614315169918449,1.3217417098471154,0.20281915367492226,0.0142070654485412,0.021221152702900307,0.02237086373642667,0.09131782488079733,0.01672395165636126,0.01691666200665424,0.023636556143433147,1.1,1.0,0.2,1.0,1.5818380333284863,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.23,0.06636640110620157,1.320588967829028,0.20260721116361696,0.01419838718268618,0.021230141255335892,0.022410973966783137,0.09158339604531061,0.01673880265978791,0.01693877621813829,0.023101209506606823,1.1,1.0,0.2,1.0,1.579974967377178,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.24,0.06659047327136727,1.3194369526255283,0.2023958586523849,0.014190057338337952,0.021240251955811376,0.022451940594442096,0.09185105013921695,0.016755152789983237,0.01695808890846331,0.02261323882783275,1.1,1.0,0.2,1.0,1.5781592918041925,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.25,0.06681536985408999,1.3182856674315753,0.20218509717333502,0.014182068503628834,0.021251470525232803,0.022493754423905162,0.09212077390007398,0.016772938821221266,0.016974993232483394,0.022168492840059048,1.1,1.0,0.2,1.0,1.5763871894986738,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.26,0.0670410925345916,1.3171351154408713,0.2019749270617853,0.014174414328516712,0.021263782915774486,0.022536406432565315,0.09239255442463963,0.016792101766380175,0.01698984442833857,0.02176315912332251,1.1,1.0,0.2,1.0,1.5746551478206976,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.27,0.06726764301352048,1.315985299840405,0.20176534801387322,0.014167089353971525,0.02127717531627135,0.0225798877712541,0.09266637916760276,0.016812586602794232,0.0170029625612622,0.021393746091090685,1.1,1.0,0.2,1.0,1.5729599431094252,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.28,0.06749502301092508,1.3148362238055176,0.20155635916268105,0.01416008883371669,0.021291634148956205,0.022624189759105094,0.09294223592855551,0.016834341883746346,0.01701463629477844,0.02105705430664105,1.1,1.0,0.2,1.0,1.5712986154533646,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.29,0.06772323426582325,1.313687890497013,0.20134795911746875,0.014153408643792343,0.02130714606913037,0.0226693038819336,0.09322011284717865,0.01685731954513465,0.017025124805732924,0.02075016177206139,1.1,1.0,0.2,1.0,1.5696684557374108,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.3,0.06795227853549053,1.3125403030545328,0.20114014604497016,0.014147045097301032,0.021323697966979374,0.02271522179075325,0.09349999839673676,0.01688147451744898,0.01703466169509121,0.020470394015520352,1.1,1.0,0.2,1.0,1.5680669793275637,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.31,0.06818215759500254,1.3113934645957694,0.20093291769329144,0.01414099491903855,0.021341276962679324,0.022761935298405922,0.09378188137641302,0.016906764599124047,0.017043456207642194,0.020215312648606865,1.1,1.0,0.2,1.0,1.5664919157444341,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.32,0.06841287323670255,1.3102473782121533,0.20072627144814117,0.014135255132020557,0.021359870406167367,0.022809436377945837,0.09406575090553045,0.016933150186757114,0.01705169595251419,0.019982693287385223,1.1,1.0,0.2,1.0,1.5649411890869511,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.33,0.06864442726970311,1.3091020469662997,0.20052020437386986,0.01412982299643484,0.02137946587401075,0.022857717160043794,0.09435159641645849,0.016960594073404264,0.017059548917135774,0.0197705078926569,1.1,1.0,0.2,1.0,1.5634129022233665,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.34,0.06887682151949351,1.3079574738899116,0.2003147132467074,0.014124695961389796,0.021400051166952504,0.022906769930965167,0.09463940764896679,0.01698906128529248,0.01706716509894041,0.019576910258643842,1.1,1.0,0.2,1.0,1.5619053237794958,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.35000000000000003,0.0691100578275235,1.3068136619816204,0.2001097945897141,0.014119871617737204,0.021421614307043955,0.022956587130347948,0.09492917464405982,0.017018518909908947,0.017074678222320613,0.01940022058219396,1.1,1.0,0.2,1.0,1.560416874285758,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.36,0.0693441380507514,1.3056706142048278,0.1999054447094911,0.01411534765423899,0.021444143534047402,0.023007161348614,0.09522088773692114,0.017048935914276045,0.01708220754742102,0.019238908888082395,1.1,1.0,0.2,1.0,1.5589461112640983,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.37,0.06957906406141105,1.3045283334866935,0.19970165971441436,0.014111121838829304,0.021467627303316042,0.02305848532552775,0.09551453755305814,0.017080283053759082,0.017089858773258828,0.01909158653831881,1.1,1.0,0.2,1.0,1.5574917215664446,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.38,0.06981483774654548,1.3033868227162542,0.1994984355501603,0.014107191985848522,0.02149205428122542,0.023110551947172073,0.0958101150003021,0.017112532693116748,0.01709772580200282,0.018956989472953944,1.1,1.0,0.2,1.0,1.556052506234488,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.39,0.07005146100777318,1.3022460847435668,0.19929576801684876,0.014103555941869949,0.021517413342709943,0.02316335424433724,0.09610761126461458,0.017145658718994088,0.017105891594406453,0.018833970030811456,1.1,1.0,0.2,1.0,1.5546273731046276,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.4,0.07028893576093515,1.3011061223785232,0.19909365279421076,0.014100211567981845,0.021543693567293604,0.023216885389986355,0.09640701780354796,0.017179636410510037,0.017114429429966698,0.01872148469628604,1.1,1.0,0.2,1.0,1.5532153257094967,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.41000000000000003,0.07052726393590557,1.2999669383903487,0.19889208545406203,0.014097156733163063,0.021570884236710518,0.023271138697740282,0.09670832634244593,0.01721444237304378,0.017123403539177053,0.018618587864855124,1.1,1.0,0.2,1.0,1.5518154576214866,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.42,0.07076644747628053,1.2988285355067173,0.19869106148132445,0.014094389302559844,0.02159897483108758,0.023326107619465512,0.09701152886834045,0.01725005442795388,0.017132870164798274,0.0185244213463824,1.1,1.0,0.2,1.0,1.5504269429271764,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.43,0.07100648833906544,1.2976909164129944,0.19849057629410577,0.01409190712859449,0.021627955024885112,0.02338178574271658,0.0973166176235665,0.017286451505395834,0.017142878581502576,0.01843820422046778,1.1,1.0,0.2,1.0,1.5490490270144666,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.44,0.07124738849465816,1.296554083752065,0.1982906252471959,0.014089708054780402,0.021657814686222798,0.023438166790391898,0.09762358510461513,0.01732361362496959,0.017153471270532336,0.018359230923904447,1.1,1.0,0.2,1.0,1.5476810248186672,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.45,0.07148914992604594,1.2954180401248605,0.19809120365722896,0.014087789904061265,0.021688543865894236,0.02349524461333812,0.09793242404647334,0.017361521736838068,0.017164685315869215,0.018286857123123255,1.1,1.0,0.2,1.0,1.5463223079579198,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.46,0.07173177462972459,1.2942827880873584,0.19789230680076708,0.014086150485411989,0.02172013280994057,0.023553013199284264,0.09824312743885275,0.017400157781298498,0.017176552061635538,0.018220503394676374,1.1,1.0,0.2,1.0,1.5449723081257358,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.47000000000000003,0.07197526461425358,1.293148330153906,0.1976939299352016,0.01408478758885503,0.021752571938848914,0.023611466658499277,0.09855568849801337,0.01743950450758078,0.01718909850245213,0.018159640611389877,1.1,1.0,0.2,1.0,1.5436305037105305,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.48,0.0722196219007194,1.2920146687953753,0.19749606830173236,0.01408369898858674,0.021785851853799984,0.023670599228292632,0.098870100674473,0.01747954548510906,0.017202347296261775,0.01810378993682867,1.1,1.0,0.2,1.0,1.542296419815307,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.49,0.07246484852248368,1.2908818064392427,0.19729871713553207,0.014082882443119026,0.021819963332669313,0.02373040527037173,0.0991863576470635,0.01752026503970439,0.017216317317856666,0.018052517087604202,1.1,1.0,0.2,1.0,1.5409696230199401,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.5,0.07271094652493491,1.2897497454699745,0.19710187167252466,0.014082335697407196,0.02185489732597426,0.023790879268111586,0.09950445331707672,0.017561648204699576,0.01723102405456912,0.018005428138320307,1.1,1.0,0.2,1.0,1.5396497175400883,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
0.51,0.0729579179655895,1.2886184882281841,0.19690552715620593,0.01408205648465946,0.021890644957764493,0.023852015827298196,0.0998243818087499,0.017603680691975494,0.017246479906053564,0.017962166470971194,1.1,1.0,0.2,1.0,1.5383363424533905,0.9,2.2,0.2,1.0,0.7,0.2,1.0,0.9,3.0,0.2,0.01,0.01,0.8,0.2,1.2,0.6,0.01,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0
