A,B,BCL2,CREB,ECCPhos,HAp,IntraPO,L,M,N,O,OB,OBfast,OBslow,OC,P,PTH,PTmax,PhosGut,Q,Qbone,R,RNK,ROB1,RX2,S,SC,T,TERISC,TGFB,TGFBact,Time
126.0,1260.0,100.0,10.0,16.8,1.0,3226.0,0.4,0.00022283127851231555,8.913251140492622e-05,4.0,0.00501324,0.003998705607960001,0.00101453439204,0.00115398,32.9,53.9,1.0,0.839,100.0,24900.0,0.5,10.0,0.00104122,10.0,0.5,0.0,1.2375,0.0,228.14200000000002,0.228142,0.0
125.99999998747234,1259.9999999997217,100.00000000090108,9.999999999985732,16.79998636153323,1.0,3226.00001371024,0.39999999999967,0.00022283127851231512,8.91325114064779e-05,4.000000028136551,0.00501324,0.003998705607960001,0.00101453439204,0.00115398,32.90000308569238,53.89999671362146,1.0,0.839000149326887,100.0000000042523,24900.0,0.49999999999999994,10.0,0.00104122,10.000000005935364,0.4999999999760528,0.0,1.2375003478112112,0.0,228.14200000000002,0.228142,0.01
125.99999996152414,1259.9999999991296,100.00000000282027,9.999999999956087,16.799973261241345,1.0,3226.0000269308784,0.3999999999989843,0.00022283127851231414,8.913251140977889e-05,4.000000086114494,0.00501324,0.003998705607960001,0.00101453439204,0.00115398,32.90000616559113,53.899990840763564,1.0,0.8390002981005764,100.00000001200321,24900.0,0.49999999999999983,10.0,0.00104122,10.000000018264148,0.4999999999324046,0.0,1.2375006951366263,0.0,228.14200000000002,0.228142,0.02
125.99999992680533,1259.9999999983322,100.0000000054048,9.999999999916389,16.799960512655332,1.0,3226.000039831554,0.39999999999806607,0.00022283127851231282,8.913251141422308e-05,4.000000163594464,0.00501324,0.003998705607960001,0.00101453439204,0.00115398,32.900009241703636,53.89998327760163,1.0,0.8390004465127419,100.00000002204052,24900.000000000004,0.4999999999999997,10.0,0.00104122,10.000000034771178,0.49999999987588156,0.0,1.2375010421445654,0.0,228.14200000000002,0.228142,0.03
125.99999988866463,1259.9999999972779,100.00000001135611,9.999999999852655,16.799948161461852,1.0,3226.000052370615,0.3999999999965918,0.00022283127851230975,8.913251142324192e-05,4.000000275881272,0.00501324,0.003998705607960001,0.00101453439204,0.0011539800000000002,32.90001231281465,53.8999739482546,1.0,0.8390005944711746,100.00000003496203,24900.000000000004,0.4999999999999995,10.0,0.00104122,10.000000061084094,0.49999999980312476,0.0,1.237501388751183,0.0,228.14200000000002,0.228142,0.04
125.99999986428006,1259.9999999958,100.00000002935003,9.99999999971997,16.7999363543877,1.0,3226.0000644142956,0.39999999999352276,0.00022283127851230032,8.913251144785584e-05,4.000000472127669,0.00501324,0.003998705607960001,0.00101453439204,0.00115398,32.90001537502133,53.899962609023724,1.0,0.839000741679738,100.00000005268758,24900.00000000001,0.49999999999999895,10.0,0.00104122,10.00000011527657,0.4999999997033472,0.0,1.237501734687201,0.0,228.14200000000002,0.228142,0.05
125.99999983773708,1259.9999999940526,100.00000005134885,9.999999999559945,16.79992495549811,1.0,3226.000076086523,0.39999999998982133,0.00022283127851228877,8.9132511477855e-05,4.000000706796181,0.00501324,0.003998705607960001,0.00101453439204,0.00115398,32.900018431939465,53.89994948568326,1.0,0.8390008884127875,100.00000007343853,24900.00000000002,0.49999999999999833,10.0,0.00104122,10.000000180604285,0.4999999995865425,0.0,1.237502080202092,0.0,228.14200000000002,0.228142,0.06
125.9999998090357,1259.999999992036,100.00000007735257,9.99999999937258,16.799913964793088,1.0,3226.000087387298,0.3999999999854875,0.0002228312785122751,8.913251151323937e-05,4.000000979886805,0.00501324,0.003998705607960001,0.00101453439204,0.0011539799999999998,32.90002148356905,53.8999345782332,1.0,0.8390010346703228,100.00000009721487,24900.000000000025,0.4999999999999976,10.0,0.00104122,10.000000257067239,0.49999999945271073,0.0,1.2375024252958553,0.0,228.14200000000002,0.228142,0.07
125.99999977817592,1259.9999999897502,100.00000010736119,9.999999999157877,16.79990338227263,1.0,3226.00009831662,0.3999999999805213,0.00022283127851225934,8.913251155400898e-05,4.000001291399543,0.00501324,0.003998705607960001,0.00101453439204,0.0011539799999999995,32.90002452991009,53.89991788667355,1.0,0.8390011804523442,100.00000012401661,24900.000000000033,0.4999999999999967,10.0,0.00104122,10.000000344665434,0.49999999930185185,0.0,1.237502769968491,0.0,228.14200000000002,0.228142,0.08
125.99999974515774,1259.999999987195,100.0000001413747,9.999999998915833,16.799893207936737,1.0,3226.000108874489,0.3999999999749228,0.00022283127851224148,8.913251160016382e-05,4.000001641334394,0.00501324,0.003998705607960001,0.00101453439204,0.0011539799999999995,32.900027570962585,53.899899411004306,1.0,0.8390013257588514,100.00000015384376,24900.000000000044,0.4999999999999958,10.0,0.00104122,10.000000443398868,0.4999999991339658,0.0,1.2375031142199995,0.0,228.14200000000002,0.228142,0.09
125.99999970998115,1259.9999999843706,100.00000017939311,9.99999999864645,16.79988344178541,1.0,3226.000119060905,0.39999999996869184,0.0002228312785122215,8.913251165170389e-05,4.000002029691358,0.00501324,0.003998705607960001,0.00101453439204,0.0011539799999999993,32.90003060672654,53.89987915122547,1.0,0.8390014705898446,100.0000001866963,24900.000000000055,0.4999999999999947,10.0,0.00104122,10.00000055326754,0.4999999989490527,0.0,1.2375034580503805,0.0,228.14200000000002,0.228142,0.1
