I_2_task1,M_3_task1,P_1_task1,_1_task1
1.0,1.0,1.0,0.0
0.8151949035495919,2.3288226347006336,1.3633651399011002,0.5
0.7077010044443774,4.059127338894906,1.7926711868023095,1.0
0.6585378171191749,6.232385428526602,2.257703482728237,1.5
0.6570455131608449,8.844239980111151,2.7157759001132673,2.0
0.6985617362155934,11.839885864062293,3.125547860831081,2.5
0.7828040327141907,15.126260051180314,3.4598348713730247,3.0
0.9127079934717975,18.59388225335526,3.7097015725926203,3.5
1.0935253065799535,22.137044940862882,3.880157487399981,4.0
1.3319929238808463,25.665720076595786,3.982942899758858,4.5
1.6353779833974524,29.10903853918282,4.030839822417091,5.0
2.0102219520307245,32.41360808736475,4.0347761351348215,5.5
2.4606754295699025,35.539897023569246,4.003074851740627,6.0
2.9864629074077262,38.458681390573446,3.9418674515293652,6.5
3.580753908453652,41.14845659031844,3.8559453551647365,7.0
4.2285058818402925,43.594025224297454,3.7496380319061258,7.5
4.9060346681786084,45.78607332099231,3.6274913313269237,8.0
5.582510787131793,47.72138272786578,3.494619968091761,8.5
6.223534664887605,49.40322433375014,3.3566919508596467,9.0
6.796197501688624,50.84151262222729,3.2195868212481873,9.5
7.274253729696558,52.052434366541284,3.0888727704536443,10.0
7.641901692781436,53.0574549962581,2.969274848216107,10.5
7.895143458111536,53.88182633253698,2.864300082496179,11.0
8.04072612692668,54.5528680100225,2.776081201683872,11.5
8.093341698959126,55.09827114021297,2.705430009213458,12.0
8.072163087465402,55.54463983810382,2.6520331296822346,12.5
7.99762855380935,55.916373830833145,2.6147115693801575,13.0
7.889019291839661,56.234924974383816,2.5916861298799643,13.5
7.76296548795412,56.51838034269924,2.5808124573028555,14.0
7.63276502361379,56.781317767064515,2.5797772418058234,14.5
7.508300569312175,57.034876170392906,2.5862557508708393,15.0
7.396320734110233,57.28698621128003,2.598034937730224,15.5
7.300899099026042,57.54271475968667,2.6131067108497814,16.0
7.223949409597885,57.804684601270814,2.6297343660952057,16.5
7.165727294009505,58.0735396408272,2.6464916874698052,17.0
7.1252733109045465,58.34841506173245,2.6622785694009314,17.5
7.100793086971611,58.62739085902247,2.676314833350256,18.0
7.089973889477681,58.907905492140976,2.68811597074187,18.5
7.090241452375253,59.18711105341992,2.697455149772005,19.0
7.098966623470614,59.462162256635224,2.70431795673505,19.5
7.113627327417379,59.73043724442347,2.7088527812434258,20.0
7.131927970167641,59.98968791530334,2.7113224855674805,20.5
7.151881528201455,60.23812826437603,2.7120598321567546,21.0
7.1718586806097,60.474471860812905,2.7114290498953135,21.5
7.190604086016723,60.69792303475142,2.709795482107107,22.0
7.207231586239749,60.90814213962498,2.707500879025699,22.5
7.221194001501849,61.105183419565854,2.7048473188797186,23.0
7.232239058299695,61.289422083193344,2.7020875527768924,23.5
7.240360381127775,61.461482834913255,2.6994210379217374,24.0
7.24573881385037,61.62216046324015,2.6969933234188987,24.5
7.248686861213671,61.77235155421514,2.694900206163795,25.0
7.24959687143388,61.91299362862693,2.693193561866924,25.5
7.248897389754776,62.04501689105882,2.69188861824094,26.0
7.247016899731282,62.16930606215063,2.690971735445071,26.5
7.244356559053269,62.28667362174832,2.6904081136934086,27.0
7.241270970223737,62.39784277842542,2.6901490784220887,27.5
7.238056853121535,62.50343967313344,2.690138575397249,28.0
7.234949124867056,62.60399300025714,2.690317665770552,28.5
7.232118215667404,62.69993603766932,2.6906297600690707,29.0
7.229676575519623,62.79161823720239,2.691023524953394,29.5
7.227685416347156,62.87931614754991,2.6914546672246864,30.0
7.226162732013344,62.96324545175065,2.691887067560311,30.5
7.225092072921612,63.04357332470302,2.692293177150741,31.0
7.224433411885475,63.1204330753306,2.6926537425862036,31.5
7.224130287835864,63.193933075117414,2.692956838950403,32.0
7.224117207192442,63.26416624908771,2.6931970113209194,32.5
7.224325887167242,63.33121769898305,2.693374093030028,33.0
7.224690341518349,63.39517069260208,2.6934919347353055,33.5
7.225151109696008,63.45611137719401,2.6935568850996434,34.0
7.225655010512334,63.51412843905707,2.6935777548208377,34.5
7.22615974091217,63.569318016248786,2.6935636096084457,35.0
7.226633238552002,63.62178295872447,2.6935239405307967,35.5
7.227052878296677,63.6716312132563,2.693467254512429,36.0
7.227405384885739,63.71897590918879,2.6934014858017012,36.5
7.227684316539314,63.76393178396638,2.693332781914295,37.0
7.227890115657566,63.806616030560306,2.6932662675343515,37.5
7.228027806225958,63.847143675649875,2.693205353393686,38.0
7.228105034350188,63.88562883235097,2.6931526317115853,38.5
7.228131325843449,63.92218127974962,2.6931093449691477,39.0
7.228116863333384,63.956906157922326,2.6930759731161023,39.5
7.228072003941278,63.98990401143339,2.6930523249521277,40.0
7.228007305038577,64.0212742874225,2.6930375711476686,40.5
7.2279308108592355,64.05109774257761,2.693030574905641,41.0
7.227851943824272,64.07947905726441,2.6930295735179812,41.5
7.227774513391684,64.10647452857592,2.693033450328183,42.0
7.227702692541585,64.13214667862894,2.693041033384237,42.5
7.2276409368939065,64.1565989453673,2.693050425340337,43.0
7.227588593151139,64.17983851375021,2.693061562122625,43.5
7.227547777793989,64.20195334655706,2.693072947567088,44.0
7.227519855725543,64.22301576665477,2.693083445010219,44.5
7.227502669620983,64.2430630399886,2.693092945636827,45.0
7.227495275131199,64.2621447117224,2.6931009853545915,45.5
7.227495718597177,64.28030393448928,2.693107371430758,46.0
7.227502034162657,64.29758377723458,2.6931119144527087,46.5
7.227511783526649,64.31404399641768,2.693114765999088,47.0
7.227525588092247,64.329668388362,2.693116057332307,47.5
