T,H,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,LONGCUR,M,N,POT,PRC,SOD,TAUP,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,V,X1,Y1
625.0,0.99260068,0.44133374,0.43590581,0.42886484,0.42160037,0.41485745,0.40888602,0.40366971,0.3991105,0.39511061,0.39159063,0.38848725,0.38574836,0.38332969,0.38119292,0.37930456,0.37763527,0.37615925,0.37485388,0.37369913,0.37267753,0.37177363,0.37097377,0.37026596,0.36963961,0.36908537,0.36859497,0.36816111,0.36777735,0.36743796,0.36713791,0.36687273,0.36663845,0.36643162,0.36624917,0.36608836,0.3659468,0.3658224,0.3657133,0.36561787,0.36553469,0.36546254,0.36540037,0.36534721,0.36530229,0.36526495,0.36523464,0.36521092,0.36519343,0.36518192,0.3651762,-0.036565203,0.031252831,0.060902294,0.040533207,-383.70001,-0.27432722,0.0,-63.317562,-63.437645,-63.534607,-63.610962,-63.66888,-63.710327,-63.737125,-63.750984,-63.753506,-63.746181,-63.730415,-63.70752,-63.678699,-63.645081,-63.607697,-63.567482,-63.525295,-63.481899,-63.437969,-63.394108,-63.350822,-63.308552,-63.267666,-63.228455,-63.191151,-63.15593,-63.12291,-63.092163,-63.063721,-63.037579,-63.013695,-62.992008,-62.972431,-62.954868,-62.939198,-62.925304,-62.913055,-62.902325,-62.892986,-62.884911,-62.877983,-62.872089,-62.867126,-62.862999,-62.859619,-62.856915,-62.854832,-62.85331,-62.852318,-62.851826,-63.171303,9.0189445e-08,0.0013649424
626.0,0.99168152,0.44128618,0.43588516,0.42887273,0.42163527,0.41491616,0.40896487,0.40376532,0.3992199,0.39523119,0.39172018,0.38862386,0.38589033,0.3834756,0.38134152,0.37945482,0.37778634,0.37631041,0.37500447,0.37384877,0.3728258,0.37192023,0.37111855,0.37040874,0.36978036,0.36922404,0.36873159,0.36829573,0.36791003,0.36756879,0.36726698,0.36700019,0.36676443,0.3665562,0.3663725,0.36621055,0.36606798,0.36594266,0.36583275,0.36573663,0.36565286,0.36558017,0.36551756,0.365464,0.36541879,0.36538118,0.36535069,0.36532679,0.36530918,0.36529759,0.36529183,-0.042578932,0.033826914,0.065516703,0.054896798,-384.70001,-0.34625131,0.0,-62.926952,-63.069607,-63.188015,-63.284954,-63.362801,-63.423645,-63.469395,-63.501797,-63.522457,-63.532852,-63.534348,-63.528202,-63.515575,-63.497524,-63.475025,-63.448967,-63.420155,-63.389317,-63.357101,-63.324085,-63.290775,-63.257607,-63.224964,-63.193153,-63.162441,-63.133034,-63.105091,-63.078732,-63.054039,-63.031055,-63.009792,-62.990246,-62.972382,-62.95615,-62.941486,-62.928318,-62.916561,-62.906124,-62.896923,-62.888866,-62.881863,-62.875828,-62.870682,-62.866348,-62.862766,-62.859875,-62.85762,-62.855968,-62.854881,-62.854343,-62.756638,3.3364469e-08,0.00097803969
627.0,0.99071354,0.44120073,0.43582875,0.4288469,0.42163837,0.41494492,0.40901566,0.40383464,0.39930475,0.39532894,0.39182857,0.38874093,0.38601437,0.38360509,0.38147521,0.37959158,0.37792525,0.37645063,0.37514541,0.37398982,0.37296656,0.3720603,0.37125766,0.3705467,0.36991701,0.36935928,0.36886534,0.36842799,0.3680408,0.3676981,0.36739489,0.36712673,0.36688969,0.36668029,0.36649546,0.3663325,0.366189,0.36606285,0.36595219,0.3658554,0.36577106,0.36569786,0.36563477,0.36558086,0.36553529,0.36549744,0.36546668,0.36544263,0.3654249,0.36541322,0.36540744,-0.049117241,0.036407158,0.069958515,0.072114803,-385.70001,-0.42977005,0.0,-62.56319,-62.729641,-62.869968,-62.987339,-63.084419,-63.163528,-63.226746,-63.275928,-63.312759,-63.338768,-63.355335,-63.363728,-63.365086,-63.360462,-63.3508,-63.336964,-63.319736,-63.299824,-63.277855,-63.254395,-63.229942,-63.204933,-63.179756,-63.154736,-63.130146,-63.10622,-63.083149,-63.061085,-63.040134,-63.02039,-63.001896,-62.984692,-62.968781,-62.954155,-62.940784,-62.928642,-62.917675,-62.907833,-62.899059,-62.891289,-62.88446,-62.878517,-62.873402,-62.869053,-62.865425,-62.862476,-62.860161,-62.858456,-62.85733,-62.856773,-62.366722,1.2516238e-08,0.00070080196
628.0,0.9896946,0.44108003,0.43573931,0.42879009,0.42161244,0.41494647,0.40904093,0.40388012,0.39936733,0.39540598,0.39191774,0.38884017,0.38612196,0.38371947,0.38159505,0.37971574,0.37805271,0.37658057,0.37527704,0.37412259,0.37309992,0.37219384,0.37139103,0.37067968,0.3700493,0.36949077,0.3689959,0.36855751,0.36816928,0.36782548,0.3675212,0.36725199,0.3670139,0.36680353,0.3666178,0.36645395,0.36630964,0.36618277,0.36607143,0.36597401,0.3658891,0.36581543,0.36575192,0.36569762,0.36565173,0.36561361,0.36558267,0.36555845,0.36554056,0.36552882,0.36552298,-0.056510553,0.039062902,0.074312001,0.092734508,-386.70001,-0.52851576,0.0,-62.214504,-62.407169,-62.570999,-62.709682,-62.82629,-62.923477,-63.003574,-63.068634,-63.120487,-63.16077,-63.190945,-63.212318,-63.226078,-63.23328,-63.23489,-63.23177,-63.224693,-63.214367,-63.201416,-63.186398,-63.169811,-63.1521,-63.133648,-63.114792,-63.095825,-63.076992,-63.058506,-63.040531,-63.023212,-63.006664,-62.990963,-62.97617,-62.96233,-62.949459,-62.937565,-62.926643,-62.916676,-62.907639,-62.899498,-62.89222,-62.885769,-62.880104,-62.875183,-62.870972,-62.867432,-62.864532,-62.862251,-62.860561,-62.859444,-62.858887,-61.988461,4.9167914e-09,0.00050214876
629.0,0.98861337,0.44092551,0.43561849,0.42870414,0.42155936,0.41492274,0.40904263,0.40390366,0.3994095,0.39546403,0.39198926,0.38892311,0.38621446,0.38381997,0.38170213,0.37982818,0.37816948,0.37670076,0.37539989,0.3742474,0.37322617,0.37232104,0.37151876,0.37080762,0.37017718,0.36961839,0.3691231,0.36868417,0.36829525,0.36795074,0.36764571,0.3673757,0.36713687,0.36692572,0.36673921,0.36657467,0.36642969,0.36630216,0.36619025,0.36609229,0.36600688,0.36593276,0.36586887,0.36581421,0.36576805,0.36572966,0.36569852,0.36567411,0.36565614,0.36564428,0.36563841,-0.065218255,0.041891657,0.078685284,0.11773577,-387.70001,-0.64892298,0.0,-61.868553,-62.091404,-62.281651,-62.443684,-62.581154,-62.69717,-62.794418,-62.87524,-62.941696,-62.995594,-63.038528,-63.071911,-63.097,-63.114918,-63.126659,-63.133118,-63.13509,-63.133293,-63.128361,-63.120861,-63.111301,-63.100128,-63.087734,-63.074467,-63.060631,-63.046482,-63.032249,-63.01812,-63.004253,-62.99078,-62.977806,-62.96542,-62.953674,-62.942623,-62.932297,-62.92271,-62.913868,-62.905773,-62.898418,-62.891781,-62.885845,-62.880592,-62.875996,-62.872036,-62.86869,-62.865936,-62.863754,-62.862133,-62.861061,-62.860523,-61.607681,2.210762e-09,0.00035980623
630.0,0.98744643,0.44073725,0.43546683,0.42858985,0.42148018,0.41487491,0.40902206,0.40390655,0.39943257,0.39550436,0.3920444,0.38899088,0.38629293,0.3839075,0.38179728,0.37992972,0.37827623,0.37681183,0.37551442,0.37436467,0.37334555,0.37244207,0.37164098,0.37093061,0.37030068,0.36974213,0.36924684,0.36880776,0.36841857,0.3680737,0.3677682,0.36749771,0.36725831,0.36704662,0.36685959,0.36669448,0.36654896,0.36642092,0.36630851,0.3662101,0.36612427,0.36604977,0.36598551,0.36593059,0.36588413,0.36584553,0.36581418,0.36578962,0.36577153,0.36575961,0.36575371,-0.075980574,0.045043528,0.083225317,0.14889197,-388.70001,-0.80284321,0.0,-61.51038,-61.769745,-61.991234,-62.180237,-62.341217,-62.477924,-62.593559,-62.69088,-62.772263,-62.839783,-62.895229,-62.940186,-62.976028,-63.003975,-63.025101,-63.040352,-63.050571,-63.056507,-63.058826,-63.058109,-63.054886,-63.049614,-63.042706,-63.034512,-63.025352,-63.015503,-63.005199,-62.994648,-62.984024,-62.973473,-62.963116,-62.95306,-62.943382,-62.934155,-62.925419,-62.917217,-62.909573,-62.902504,-62.896015,-62.890114,-62.884792,-62.880047,-62.87587,-62.872246,-62.869167,-62.866619,-62.864597,-62.863087,-62.862087,-62.861588,-61.206459,1.3351034e-09,0.00025781291
631.0,0.98615021,0.44051382,0.43528342,0.42844683,0.42137492,0.4148033,0.40897974,0.40388951,0.39943728,0.39552784,0.392084,0.38904431,0.38635826,0.38398293,0.3818813,0.38002098,0.37837359,0.37691426,0.37562108,0.37447479,0.37345847,0.37255719,0.37175784,0.37104881,0.37041986,0.36986199,0.36936715,0.36892831,0.36853921,0.36819428,0.3678886,0.36761788,0.36737818,0.36716613,0.3669787,0.36681321,0.3666673,0.36653888,0.36642608,0.36632732,0.36624116,0.36616632,0.36610177,0.36604658,0.36599991,0.3659611,0.36592957,0.3659049,0.36588672,0.36587474,0.36586878,-0.090159364,0.048778061,0.088153131,0.18958114,-389.70001,-1.0140998,0.0,-61.11837,-61.42477,-61.68557,-61.907711,-62.096867,-62.257751,-62.394337,-62.509975,-62.607529,-62.689449,-62.757839,-62.814503,-62.861023,-62.898758,-62.928898,-62.952496,-62.970455,-62.983593,-62.992607,-62.998131,-63.00071,-63.000835,-62.998936,-62.995384,-62.990513,-62.984615,-62.97794,-62.970707,-62.963104,-62.955299,-62.947426,-62.939602,-62.931923,-62.924473,-62.917316,-62.910507,-62.904079,-62.898071,-62.892502,-62.88739,-62.88274,-62.878563,-62.874863,-62.871632,-62.86887,-62.866581,-62.864754,-62.863384,-62.862476,-62.862022,-60.757732,1.1848478e-09,0.00018473137
632.0,0.98464131,0.4402512,0.43506545,0.42827311,0.42124224,0.41470712,0.40891528,0.40385246,0.39942387,0.39553478,0.39210853,0.38908398,0.38641092,0.38404676,0.38195467,0.38010249,0.37846205,0.37700853,0.37572026,0.37457806,0.37356514,0.37266666,0.37186956,0.37116235,0.37053484,0.36997807,0.36948407,0.36904582,0.36865711,0.36831242,0.36800686,0.3677361,0.36749634,0.36728412,0.36709651,0.36693078,0.36678463,0.36665595,0.36654288,0.36644384,0.36635742,0.36628234,0.36621755,0.36616215,0.3661153,0.36607632,0.36604467,0.36601987,0.36600161,0.36598957,0.36598358,-0.11067663,0.053617302,0.093850896,0.24694332,-390.70001,-1.3381701,0.0,-60.654575,-61.027206,-61.341885,-61.608219,-61.833935,-62.025345,-62.187645,-62.325161,-62.441505,-62.539715,-62.622356,-62.691612,-62.74934,-62.797134,-62.836372,-62.868233,-62.893749,-62.913815,-62.929211,-62.94062,-62.948643,-62.9538,-62.956551,-62.957298,-62.956398,-62.954155,-62.950844,-62.946693,-62.941917,-62.936684,-62.931149,-62.925442,-62.919674,-62.91394,-62.908318,-62.90287,-62.897655,-62.892712,-62.888077,-62.883774,-62.879829,-62.876251,-62.873058,-62.870258,-62.867851,-62.865841,-62.864235,-62.863026,-62.862221,-62.86182,-60.211868,1.4053461e-09,0.00013236617
633.0,0.98273677,0.43994078,0.43480632,0.42806378,0.42107859,0.41458377,0.40882692,0.4037942,0.3993915,0.3955248,0.3921178,0.38910985,0.3864511,0.38409925,0.38201773,0.38017461,0.37854186,0.37709495,0.37581226,0.3746748,0.37366584,0.37277067,0.37197635,0.3712714,0.37064573,0.37009045,0.36959761,0.36916029,0.3687723,0.36842811,0.36812291,0.36785239,0.36761275,0.36740059,0.36721292,0.36704713,0.36690086,0.366772,0.36665878,0.36655957,0.36647296,0.36639774,0.3663328,0.36627722,0.36623022,0.36619112,0.36615935,0.36613446,0.36611614,0.36610404,0.36609805,-0.14539288,0.060869999,0.10112028,0.33915859,-391.70001,-1.9407265,0.0,-60.03447,-60.514912,-60.914082,-61.247261,-61.526371,-61.760849,-61.958229,-62.124607,-62.264942,-62.383301,-62.483036,-62.56694,-62.637348,-62.696217,-62.745216,-62.785751,-62.819031,-62.846092,-62.867825,-62.884998,-62.898285,-62.908264,-62.91544,-62.920254,-62.923088,-62.924278,-62.924118,-62.922859,-62.920727,-62.917912,-62.914581,-62.910877,-62.906925,-62.902832,-62.898682,-62.894558,-62.890522,-62.886627,-62.882915,-62.879429,-62.87619,-62.873226,-62.87056,-62.868202,-62.866161,-62.864452,-62.863079,-62.862045,-62.861351,-62.861008,-59.452896,2.0244504e-09,9.4844982e-05
634.0,0.97989649,0.43956175,0.43449038,0.42780718,0.42087528,0.41442692,0.40870994,0.40371135,0.39933786,0.39549616,0.39211068,0.3891212,0.38647833,0.38414013,0.38207033,0.38023728,0.37861317,0.37717363,0.37589726,0.37476513,0.37376073,0.3728694,0.3720783,0.37137607,0.37075266,0.3701992,0.36970791,0.36927181,0.36888477,0.36854139,0.36823678,0.36796668,0.36772737,0.36751544,0.36732793,0.3671622,0.36701593,0.36688706,0.36677378,0.36667448,0.36658779,0.36651245,0.36644739,0.36639172,0.3663446,0.36630541,0.36627358,0.36624864,0.36623025,0.36621812,0.3662121,-0.2266341,0.075421557,0.11227691,0.53296107,-392.70001,-3.6349072,0.0,-58.984375,-59.699844,-60.271484,-60.733013,-61.108948,-61.417427,-61.672104,-61.883404,-62.059399,-62.206417,-62.329468,-62.432571,-62.518974,-62.591331,-62.651817,-62.702248,-62.744137,-62.778751,-62.807167,-62.830299,-62.848927,-62.863724,-62.875259,-62.884037,-62.89048,-62.894962,-62.897812,-62.899303,-62.899681,-62.899158,-62.897915,-62.896111,-62.893887,-62.891354,-62.888618,-62.885765,-62.882866,-62.879986,-62.877182,-62.874493,-62.871956,-62.869602,-62.867462,-62.865547,-62.863884,-62.862476,-62.861343,-62.860485,-62.859909,-62.859619,-58.077839,3.8584309e-09,6.7960187e-05
635.0,0.97137254,0.4390341,0.43406111,0.4274638,0.42060474,0.41421723,0.40855083,0.40359432,0.39925611,0.39544412,0.39208373,0.38911563,0.38649097,0.3841683,0.38211176,0.38029006,0.37867567,0.37724444,0.37597516,0.37484911,0.37384987,0.37296292,0.37217554,0.37147644,0.37085569,0.37030447,0.36981499,0.36938041,0.36899465,0.36865225,0.36834845,0.36807904,0.36784023,0.36762866,0.36744145,0.36727592,0.3671298,0.36700103,0.36688778,0.36678851,0.36670178,0.36662641,0.36656129,0.36650559,0.36645842,0.3664192,0.36638731,0.36636233,0.36634389,0.36633176,0.36632571,-0.96852976,0.1664784,0.14460473,1.7177938,-393.70001,-36.174847,0.0,-54.766243,-57.066601,-58.540478,-59.543858,-60.260693,-60.79232,-61.198166,-61.514999,-61.766647,-61.969212,-62.133942,-62.268951,-62.380238,-62.47234,-62.548759,-62.61224,-62.664974,-62.708725,-62.744934,-62.774788,-62.799271,-62.819214,-62.835308,-62.848145,-62.858231,-62.865993,-62.871803,-62.875977,-62.878788,-62.880474,-62.881237,-62.881256,-62.88068,-62.879646,-62.878262,-62.876629,-62.874828,-62.872932,-62.871002,-62.869087,-62.867237,-62.865482,-62.863857,-62.862385,-62.861092,-62.859989,-62.859093,-62.85841,-62.857952,-62.857719,-50.892124,6.516477e-08,4.8699225e-05
636.0,0.31210399,0.43814844,0.43311709,0.4266018,0.41986835,0.41362995,0.40811402,0.40328869,0.3990525,0.39531451,0.39200658,0.38907605,0.38647923,0.38417798,0.38213855,0.38033077,0.37872797,0.37730646,0.37604538,0.3749263,0.37393299,0.37305108,0.37226796,0.37157249,0.37095481,0.37040615,0.36991888,0.36948612,0.36910188,0.36876073,0.368458,0.36818942,0.3679513,0.3677403,0.3675535,0.36738834,0.36724246,0.36711386,0.36700076,0.36690158,0.36681491,0.36673957,0.36667451,0.36661878,0.36657164,0.36653236,0.36650047,0.36647546,0.36645702,0.36644486,0.36643884,5.7451386,0.019476298,0.5251528,42.802532,-394.70001,-0.026371788,0.0,-69.984886,-55.107971,-48.348846,-47.314579,-49.306473,-52.332962,-55.265911,-57.63163,-59.346012,-60.505169,-61.256504,-61.735096,-62.042198,-62.24522,-62.385643,-62.487686,-62.565151,-62.6259,-62.674568,-62.714039,-62.746243,-62.772556,-62.794022,-62.811459,-62.825539,-62.8368,-62.845699,-62.852619,-62.857887,-62.861774,-62.864521,-62.866325,-62.867363,-62.867779,-62.867706,-62.867249,-62.866508,-62.865559,-62.864475,-62.863316,-62.862125,-62.860954,-62.859833,-62.858795,-62.857861,-62.857056,-62.856392,-62.855885,-62.855541,-62.855366,-92.965439,0.26594162,0.060923539
637.0,0.83585578,0.43938705,0.43388155,0.42684242,0.41972944,0.41327524,0.40767023,0.40283984,0.39864895,0.39498118,0.39175019,0.38889214,0.38635784,0.38410762,0.38210827,0.38033134,0.37875202,0.37734839,0.37610099,0.37499255,0.37400758,0.37313238,0.37235472,0.37166369,0.3710497,0.37050417,0.37001947,0.36958888,0.36920646,0.36886683,0.36856535,0.36829785,0.36806056,0.3678503,0.36766407,0.36749938,0.36735389,0.36722559,0.36711273,0.36701372,0.36692721,0.36685196,0.36678696,0.36673129,0.36668414,0.36664492,0.36661303,0.36658803,0.36656961,0.36655745,0.3665514,1.4886895,6.4691856e-05,0.15157737,0.39880532,-395.70001,-2.5446092e-09,0.0,-84.60173,-78.773491,-73.466301,-68.964027,-65.418358,-62.852654,-61.186005,-60.268753,-59.920113,-59.960258,-60.232582,-60.615204,-61.02327,-61.404953,-61.734234,-62.002941,-62.213676,-62.374413,-62.494835,-62.584248,-62.650555,-62.699982,-62.737186,-62.765522,-62.787361,-62.804352,-62.817657,-62.828098,-62.836269,-62.842621,-62.847492,-62.851158,-62.85384,-62.855717,-62.856945,-62.857655,-62.857952,-62.857933,-62.857674,-62.857243,-62.856701,-62.856094,-62.855461,-62.854843,-62.854259,-62.853745,-62.85331,-62.85297,-62.852737,-62.852623,-90.556488,0.09783446,0.090014145
638.0,0.94125754,0.44067264,0.43507841,0.42788452,0.42055002,0.41384527,0.40800995,0.40299866,0.39868179,0.39493588,0.39166385,0.38879159,0.38626128,0.38402635,0.38204831,0.38029495,0.37873888,0.37735665,0.37612802,0.37503549,0.37406373,0.37319928,0.37243026,0.37174621,0.3711378,0.37059671,0.37011564,0.36968797,0.36930791,0.36897025,0.36867037,0.36840415,0.368168,0.36795861,0.36777315,0.36760902,0.36746404,0.36733615,0.36722362,0.36712486,0.36703855,0.36696348,0.3668986,0.36684304,0.36679599,0.3667568,0.36672497,0.36669999,0.36668158,0.36666945,0.3666634,0.71477109,0.00027204875,0.052586675,0.0094559481,-396.70001,-2.0398642e-07,0.0,-81.68438,-78.72123,-75.79052,-73.012268,-70.482521,-68.268768,-66.408585,-64.911407,-63.762703,-62.929741,-62.368004,-62.02737,-61.857384,-61.811295,-61.84864,-61.936569,-62.050037,-62.171196,-62.288357,-62.394695,-62.48698,-62.56443,-62.627789,-62.678612,-62.718784,-62.750202,-62.77459,-62.793427,-62.807938,-62.819088,-62.827641,-62.834171,-62.839134,-62.842865,-62.845634,-62.847649,-62.84906,-62.850006,-62.85059,-62.850895,-62.850994,-62.850945,-62.850796,-62.850586,-62.850349,-62.850117,-62.849903,-62.849728,-62.849606,-62.849545,-84.543465,0.035991289,0.081553034
639.0,0.9726457,0.44187775,0.43622041,0.42893916,0.42148927,0.41464567,0.40865985,0.40350106,0.39905173,0.39519528,0.39183664,0.38890046,0.38632593,0.38406286,0.38206932,0.38030991,0.37875447,0.37737736,0.37615657,0.37507322,0.374111,0.37325576,0.37249532,0.3718189,0.3712171,0.3706817,0.37020537,0.3697817,0.36940491,0.36906993,0.36877227,0.36850786,0.36827314,0.36806497,0.36788049,0.36771718,0.36757284,0.3674455,0.36733338,0.367235,0.367149,0.36707413,0.36700946,0.36695403,0.36690709,0.36686802,0.36683622,0.36681134,0.36679295,0.36678082,0.3667748,0.40363374,0.00079828443,0.022172004,0.00038716767,-397.70001,-5.1448751e-06,0.0,-78.359695,-76.6297,-74.848946,-73.077972,-71.370491,-69.771217,-68.314438,-67.02343,-65.910606,-64.978493,-64.221184,-63.626148,-63.176189,-62.851353,-62.630653,-62.493484,-62.420704,-62.395351,-62.403057,-62.432125,-62.473476,-62.520363,-62.56805,-62.613441,-62.654709,-62.690971,-62.721996,-62.747978,-62.769352,-62.786678,-62.800556,-62.811546,-62.820175,-62.826885,-62.832058,-62.83601,-62.838997,-62.841228,-62.842869,-62.844051,-62.844883,-62.845448,-62.845814,-62.846031,-62.846149,-62.846199,-62.84621,-62.846203,-62.846188,-62.84618,-79.974228,0.013240456,0.064709514
640.0,0.98505116,0.44296604,0.43725729,0.42991337,0.42238665,0.41545287,0.40936747,0.40410545,0.39955527,0.39560536,0.39216405,0.38915771,0.38652584,0.38421762,0.38218993,0.38040575,0.37883344,0.37744582,0.37621942,0.3751342,0.37417278,0.37332019,0.37256348,0.37189138,0.37129414,0.37076318,0.37029105,0.3698712,0.36949784,0.36916584,0.36887074,0.3686085,0.36837566,0.36816901,0.36798579,0.36782354,0.36768007,0.36755344,0.36744192,0.36734402,0.3672584,0.36718386,0.36711943,0.36706421,0.36701745,0.3669785,0.36694682,0.36692199,0.36690366,0.36689156,0.36688557,0.24177419,0.0018116412,0.012671412,4.8606202e-05,-398.70001,-5.9241524e-05,0.0,-75.466049,-74.397537,-73.263489,-72.098488,-70.934769,-69.80117,-68.722275,-67.717804,-66.80233,-65.985298,-65.271309,-64.660614,-64.149818,-63.732601,-63.400539,-63.143864,-62.952156,-62.814957,-62.722233,-62.664753,-62.634285,-62.623753,-62.627254,-62.640022,-62.658337,-62.679394,-62.701183,-62.722324,-62.741955,-62.75959,-62.775024,-62.788246,-62.79937,-62.80859,-62.81612,-62.822201,-62.827053,-62.830883,-62.833878,-62.836193,-62.837963,-62.839302,-62.840302,-62.841038,-62.841572,-62.841953,-62.842216,-62.842392,-62.842499,-62.842548,-76.433144,0.004870892,0.04867455
641.0,0.99083465,0.44391343,0.4381651,0.43077612,0.42319611,0.41620052,0.41004646,0.40471172,0.40008795,0.39606646,0.39255807,0.38949081,0.38680521,0.38445091,0.38238466,0.38056913,0.37897196,0.37756521,0.37632468,0.37522945,0.37426144,0.37340495,0.37264642,0.37197411,0.37137774,0.37084842,0.37037838,0.36996081,0.36958984,0.36926016,0.36896726,0.36870706,0.36847603,0.36827099,0.36808917,0.36792812,0.36778569,0.36765993,0.36754912,0.36745182,0.3673667,0.36729258,0.36722848,0.36717355,0.367127,0.36708823,0.36705667,0.36703193,0.36701369,0.36700165,0.36699566,0.14742906,0.0034122115,0.011128599,3.2337735e-05,-399.70001,-0.00038938271,0.0,-73.055603,-72.381325,-71.644135,-70.865311,-70.065285,-69.263092,-68.475914,-67.718628,-67.003517,-66.340111,-65.735207,-65.192924,-64.714951,-64.300827,-63.948307,-63.653698,-63.412266,-63.218582,-63.066856,-62.951233,-62.865993,-62.805779,-62.765682,-62.741348,-62.729008,-62.725483,-62.728157,-62.734928,-62.744164,-62.754635,-62.765442,-62.77597,-62.785816,-62.794746,-62.80265,-62.809502,-62.815342,-62.820244,-62.824306,-62.827629,-62.830315,-62.832458,-62.834156,-62.83548,-62.836498,-62.837265,-62.83783,-62.838223,-62.83847,-62.838593,-73.645325,0.0017919011,0.035725962
642.0,0.99376971,0.44471028,0.43893498,0.43151629,0.42390117,0.41686416,0.41066319,0.40527767,0.40060106,0.39652663,0.39296675,0.38985077,0.38712019,0.3847253,0.3826232,0.38077661,0.37915313,0.37772447,0.3764661,0.37535667,0.37437764,0.37351289,0.37274843,0.37207207,0.37147319,0.37094253,0.3704721,0.37005484,0.36968461,0.36935601,0.36906433,0.36880547,0.36857575,0.36837199,0.36819139,0.36803144,0.36789,0.3677651,0.3676551,0.36755845,0.3674739,0.36740026,0.36733657,0.36728197,0.36723569,0.36719713,0.36716577,0.36714116,0.36712301,0.36711103,0.3671051,0.089024909,0.0055897753,0.013282695,7.1146802e-05,-400.70001,-0.001686096,0.0,-71.073219,-70.647766,-70.166763,-69.643913,-69.092621,-68.525795,-67.95549,-67.392632,-66.846817,-66.326103,-65.83699,-65.384331,-64.971436,-64.600136,-64.27095,-63.983257,-63.735458,-63.525211,-63.349621,-63.205418,-63.089127,-62.997227,-62.926262,-62.872948,-62.834244,-62.807388,-62.789944,-62.779793,-62.775139,-62.774494,-62.776638,-62.780609,-62.785664,-62.791233,-62.796913,-62.802418,-62.80756,-62.812237,-62.816391,-62.820015,-62.823116,-62.825733,-62.827908,-62.829685,-62.831112,-62.83223,-62.833076,-62.833687,-62.83408,-62.83427,-71.429314,0.00065920362,0.025911145
643.0,0.99526823,0.44536009,0.43956974,0.43213481,0.42449927,0.41743675,0.41120535,0.40578556,0.40107217,0.39695975,0.39336172,0.39020848,0.38744235,0.38501421,0.38288158,0.38100746,0.37935954,0.3779096,0.37663293,0.37550807,0.37451625,0.37364107,0.3728683,0.37218544,0.37158167,0.37104747,0.37057459,0.37015575,0.36978462,0.3694557,0.36916411,0.36890563,0.36867648,0.36847341,0.36829358,0.36813441,0.36799371,0.36786956,0.36776021,0.36766419,0.36758018,0.36750704,0.36744377,0.36738953,0.36734354,0.36730525,0.36727408,0.36724964,0.36723161,0.36721969,0.36721379,0.051517483,0.0082357181,0.017415144,0.00022329616,-401.70001,-0.0053218971,0.0,-69.449219,-69.186501,-68.876274,-68.527649,-68.149696,-67.751312,-67.341042,-66.926903,-66.51619,-66.115356,-65.729935,-65.364441,-65.02243,-64.706459,-64.418159,-64.158325,-63.926991,-63.723541,-63.546825,-63.395283,-63.267025,-63.159977,-63.071938,-63.000683,-62.944031,-62.899887,-62.866287,-62.841446,-62.82375,-62.811771,-62.804283,-62.800236,-62.798752,-62.799114,-62.800739,-62.803173,-62.806065,-62.809147,-62.812233,-62.815189,-62.817928,-62.820396,-62.822571,-62.82444,-62.826004,-62.827282,-62.828278,-62.829014,-62.829494,-62.829735,-69.655289,0.00024250746,0.018681062
644.0,0.99594545,0.4458752,0.44007996,0.43263978,0.42499578,0.41792014,0.41167107,0.40622982,0.40149215,0.39735356,0.39372838,0.39054775,0.38775465,0.38530052,0.38314325,0.38124621,0.37957728,0.37810835,0.37681478,0.37567508,0.37467042,0.37378427,0.37300229,0.3723118,0.37170181,0.37116265,0.37068588,0.37026411,0.36989087,0.36956042,0.36926788,0.36900881,0.36877945,0.36857641,0.36839676,0.36823794,0.36809766,0.36797392,0.36786506,0.36776948,0.36768591,0.36761317,0.36755028,0.36749637,0.36745068,0.36741263,0.36738166,0.36735737,0.36733943,0.36732763,0.36732176,0.026746275,0.011189538,0.022647189,0.00066869089,-402.70001,-0.013196942,0.0,-68.118553,-67.96508,-67.7714,-67.543777,-67.288467,-67.011742,-66.719727,-66.418335,-66.113075,-65.809006,-65.510635,-65.221848,-64.9459,-64.68541,-64.442337,-64.218071,-64.013397,-63.828617,-63.663582,-63.517754,-63.390289,-63.280106,-63.185936,-63.1064,-63.040058,-62.985447,-62.941139,-62.905754,-62.878002,-62.856682,-62.840714,-62.829124,-62.821064,-62.815796,-62.812691,-62.811218,-62.810947,-62.811516,-62.812649,-62.814117,-62.815758,-62.817436,-62.819057,-62.82056,-62.821899,-62.82304,-62.823967,-62.824669,-62.825138,-62.825375,-68.225533,8.9213521e-05,0.013427842
