data_generator_T,data_generator_V
0.0,-70.0
1.0,-67.96624
2.0,-66.69313
3.0,-65.727402
4.0,-64.961327
5.0,-64.33474
6.0,-63.808289
7.0,-63.35437
8.0,-62.952648
9.0,-62.587364
10.0,-62.245483
11.0,-61.915195
12.0,-61.5844
13.0,-61.238674
14.0,-60.8577
15.0,-60.407276
16.0,-59.816921
17.0,-58.893524
18.0,-56.685482
19.0,16.748947
20.0,-94.145752
21.0,-87.622803
22.0,-82.39093
23.0,-78.390244
24.0,-75.265556
25.0,-72.793953
26.0,-70.82254
27.0,-69.239441
28.0,-67.959503
29.0,-66.916336
30.0,-66.057686
31.0,-65.342415
32.0,-64.738235
33.0,-64.219917
34.0,-63.767685
35.0,-63.365871
36.0,-63.001835
37.0,-62.664997
38.0,-62.346058
39.0,-62.036167
40.0,-61.726028
41.0,-61.404568
42.0,-61.056625
43.0,-60.658154
44.0,-60.164162
45.0,-59.470268
46.0,-58.22913
47.0,-53.078449
48.0,-87.198303
49.0,-91.253136
50.0,-85.145432
51.0,-80.506294
52.0,-76.920799
53.0,-74.102043
54.0,-71.863098
55.0,-70.071487
56.0,-68.628334
57.0,-67.457397
58.0,-66.498886
59.0,-65.705658
60.0,-65.040619
61.0,-64.474731
62.0,-63.985237
63.0,-63.554241
64.0,-63.167419
65.0,-62.813007
66.0,-62.480896
67.0,-62.1618
68.0,-61.846363
69.0,-61.523964
70.0,-61.180779
71.0,-60.795948
72.0,-60.332516
73.0,-59.710754
74.0,-58.698215
75.0,-55.941494
76.0,-21.134825
77.0,-93.216087
78.0,-86.735779
79.0,-81.709793
80.0,-77.851173
81.0,-74.829681
82.0,-72.435791
83.0,-70.524002
84.0,-68.987
85.0,-67.742668
86.0,-66.726791
87.0,-65.888748
88.0,-65.188652
89.0,-64.595222
90.0,-64.083961
91.0,-63.63562
92.0,-63.234852
93.0,-62.869118
94.0,-62.527725
95.0,-62.200962
96.0,-61.879143
97.0,-61.551422
98.0,-61.203838
99.0,-60.815495
100.0,-60.349594
101.0,-59.727127
102.0,-58.719055
103.0,-56.0116
104.0,-18.523546
105.0,-93.288948
106.0,-86.794754
107.0,-81.748039
108.0,-77.87429
109.0,-74.841362
110.0,-72.438652
111.0,-70.519989
112.0,-68.977592
113.0,-67.728989
114.0,-66.709663
115.0,-65.868721
116.0,-65.166077
117.0,-64.570259
118.0,-64.056641
119.0,-63.605808
120.0,-63.202301
121.0,-62.83342
122.0,-62.48827
123.0,-62.15686
124.0,-61.829071
125.0,-61.49332
126.0,-61.134315
127.0,-60.728439
128.0,-60.232491
129.0,-59.548489
130.0,-58.361954
131.0,-54.069172
132.0,-75.844124
133.0,-91.699463
134.0,-85.476982
135.0,-80.739784
136.0,-77.08326
137.0,-74.210922
138.0,-71.930695
139.0,-70.106926
140.0,-68.638565
141.0,-67.447708
142.0,-66.473236
143.0,-65.666908
144.0,-64.99073
145.0,-64.414909
146.0,-63.916088
147.0,-63.475822
148.0,-63.079277
149.0,-62.714138
150.0,-62.369614
151.0,-62.035465
152.0,-61.70089
153.0,-61.352818
154.0,-60.972878
155.0,-60.530678
156.0,-59.965645
157.0,-59.121578
158.0,-57.340454
159.0,37.223965
160.0,-94.950356
161.0,-88.705864
162.0,-83.182106
163.0,-78.973351
164.0,-75.694954
165.0,-73.105919
166.0,-71.043228
167.0,-69.388557
168.0,-68.052177
169.0,-66.964233
170.0,-66.069656
171.0,-65.324997
172.0,-64.696106
173.0,-64.156204
174.0,-63.684242
175.0,-63.263466
176.0,-62.880196
177.0,-62.522762
178.0,-62.180527
179.0,-61.842793
180.0,-61.497364
181.0,-61.128143
182.0,-60.710163
183.0,-60.197235
184.0,-59.482449
185.0,-58.207512
186.0,-52.722073
187.0,-89.057823
188.0,-91.093536
189.0,-84.994827
190.0,-80.36132
191.0,-76.777496
192.0,-73.958969
193.0,-71.719795
194.0,-69.927864
195.0,-68.484291
196.0,-67.312668
197.0,-66.352921
198.0,-65.557617
199.0,-64.889412
200.0,-64.318985
201.0,-63.823338
202.0,-63.384235
203.0,-62.986927
204.0,-62.619011
205.0,-62.269402
206.0,-61.927261
207.0,-61.580647
208.0,-61.214336
209.0,-60.805557
210.0,-60.313805
211.0,-59.649982
212.0,-58.542164
213.0,-55.126064
214.0,-46.253384
215.0,-92.407013
216.0,-86.031425
217.0,-81.147682
218.0,-77.386475
219.0,-74.43586
220.0,-72.095589
