data_set_value_component_environment_variable_time,data_set_value_component_C_6PG_variable_C_6PG,data_set_value_component_C_Ru5P_variable_C_Ru5P,data_set_value_component_C_R5P_variable_C_R5P,data_set_value_component_C_X5P_variable_C_X5P,data_set_value_component_C_S7P_variable_C_S7P,data_set_value_component_C_E4P_variable_C_E4P,data_set_value_component_C_G6P_variable_C_G6P,data_set_value_component_C_G6P_variable_dC_G6P_dt,data_set_value_component_C_NADP_variable_C_NADP,data_set_value_component_C_NADPH_variable_C_NADPH,data_set_value_component_C_MgATP_variable_C_MgATP,data_set_value_component_rG6PDH_variable_rG6PDH,data_set_value_component_rG6PDH_variable_K_NADP_1,data_set_value_component_rG6PDH_variable_Ki_NADPH_1,data_set_value_component_rG6PDH_variable_Ki_MgATP_1,data_set_value_component_rG6PDH_variable_I_NADPH_1,data_set_value_component_rG6PDH_variable_I_MgATP_1,data_set_value_component_rG6PDH_variable_rmax_G6PDH,data_set_value_component_r6PGDH_variable_r6PGDH,data_set_value_component_r6PGDH_variable_K_NADP_2,data_set_value_component_r6PGDH_variable_Ki_NADPH_2,data_set_value_component_r6PGDH_variable_Ki_MgATP_2,data_set_value_component_r6PGDH_variable_I_NADPH_2,data_set_value_component_r6PGDH_variable_I_MgATP_2,data_set_value_component_r6PGDH_variable_rmax_6PGDH,data_set_value_component_rR5PI_variable_rR5PI,data_set_value_component_rR5PI_variable_rmax_R5PI,data_set_value_component_rRu5PE_variable_rRu5PE,data_set_value_component_rRu5PE_variable_rmax_Ru5PE,data_set_value_component_rTKL1_variable_rTKL1,data_set_value_component_rTKL1_variable_rmax_TKL1,data_set_value_component_rTAL_variable_rTAL,data_set_value_component_rTAL_variable_rmax_TAL,data_set_value_component_rTKL2_variable_rTKL2,data_set_value_component_rTKL2_variable_rmax_TKL2,data_set_value_component_rPKDA_variable_rPKDA,data_set_value_component_rPKDA_variable_K_PKDA,data_set_value_component_rPKDA_variable_rmax_PKDA,data_set_value_component_rRPPK_variable_rRPPK,data_set_value_component_rRPPK_variable_K_RPPK,data_set_value_component_rRPPK_variable_rmax_RPPK,data_set_value_component_rHK_variable_rHK,data_set_value_component_rPGI_variable_rPGI,data_set_value_component_model_constants_variable_mu,data_set_value_component_model_constants_variable_qs,data_set_value_component_model_constants_variable_C_GAP
0.0,0.25,0.033,0.118,0.041,0.082,0.029,0.9,0.9187500000000001,0.168,0.168,2.3,3.1528796542287343,0.116,1.702,0.33,1.098707403055229,7.969696969696969,44.19,0.0006489370999104236,1.848,0.055,0.109,4.054545454545455,22.10091743119266,0.654,0.01881,0.57,0.028050000000000002,0.85,0.01567512,3.24,0.015744,3.0,0.0124845,10.5,0.00360248447204969,0.0032,0.004,0.002915980230642504,0.0034,0.003,0.546,-4.425629654228734,1.0,0.546,0.064
0.1,0.5149043202697755,0.02596060339176592,0.10673309565491679,0.03704355508184898,0.07412149469960244,0.026248977699787648,0.9918777222183649,0.9188314233040639,0.15427695514061623,0.17002893955389597,2.395877868868183,2.9281343425597983,0.116,1.702,0.33,1.0998994944499976,8.26023596626722,44.19,0.0005690740529358488,1.848,0.055,0.109,4.09143526461629,22.98053090704755,0.654,0.014797543933306574,0.57,0.022066512883001033,0.85,0.012810225517755298,3.24,0.01423132698232367,3.0,0.010209732238275248,10.5,0.0035653499374244052,0.0032,0.004,0.002907384788020851,0.0034,0.003,0.546,-4.292843488082227,1.0,0.546,0.064
0.2,0.7354788830526534,0.02042824348026136,0.09644879752339029,0.03340230392008499,0.0668824887073294,0.023820897482264455,1.0837716135579543,0.919072643106242,0.14414694145225387,0.1720495993988406,2.483818042168136,2.7477757222738,0.116,1.702,0.33,1.1010867211509052,8.526721339903442,44.19,0.0005098568014127511,1.848,0.055,0.109,4.1281745345243746,23.787321487781064,0.654,0.011644098783748974,0.57,0.017364006958222156,0.85,0.010438023034233794,3.24,0.012841437831807244,3.0,0.008354565002193738,10.5,0.0035262925663960103,0.0032,0.004,0.0028978455399264014,0.0034,0.003,0.546,-4.204619978937996,1.0,0.546,0.064
0.30000000000000004,0.9195584010882355,0.0160804065740864,0.08708287710165973,0.03007506580123708,0.06025403623317932,0.02166063844751575,1.1756974133626072,0.9194687294861943,0.13638336370973114,0.17405965674379506,2.5647593608436803,2.6000264216440323,0.116,1.702,0.33,1.1022677184158607,8.771998063162666,44.19,0.00046422333039622973,1.848,0.055,0.109,4.164721031705365,24.52990239306129,0.654,0.009165831747229247,0.57,0.013668345587973437,0.85,0.008485635359138806,3.24,0.011568774956770429,3.0,0.006840173829361341,10.5,0.003485129876007707,0.0032,0.004,0.0028872714890736725,0.0034,0.003,0.546,-4.149192564492833,1.0,0.546,0.064
0.4,1.0733086557751927,0.012663504753346202,0.07856836871189578,0.027051052178535772,0.054203831945218044,0.01972456518722677,1.2676703426421865,0.9200143001585798,0.13026111578093733,0.1760568347055697,2.6394980932797534,2.4769204107129945,0.116,1.702,0.33,1.1034411484756579,8.998479070544708,44.19,0.0004279953888103689,1.848,0.055,0.109,4.201033358283086,25.21557883742893,0.654,0.007218197709407335,0.57,0.010763979040344271,0.85,0.006886156814809694,3.24,0.010407135733481865,3.0,0.005602487541825316,10.5,0.003441646988919468,0.0032,0.004,0.002875561754365868,0.0034,0.003,0.546,-4.11860505351376,1.0,0.546,0.064
0.5,1.2016749301964051,0.009978156197516831,0.07083848544200301,0.024313788673413494,0.04869725810728018,0.017978085924561762,1.3597050629143477,0.920703547617113,0.1253238224600636,0.17803891018839166,2.708714153194479,2.3728789162503543,0.116,1.702,0.33,1.1046057051635674,9.208224706649936,44.19,0.0003985448678825795,1.848,0.055,0.109,4.237071094334394,25.850588561417236,0.654,0.005687549032584593,0.57,0.008481432767889307,0.85,0.005580420366540188,3.24,0.009349873556597794,3.0,0.004589711510183775,10.5,0.003395601658922589,0.0032,0.004,0.0028626049556470475,0.0034,0.003,0.546,-4.107287526781815,1.0,0.546,0.064
0.6000000000000001,1.3086821653376337,0.007867625283241713,0.06382845520638811,0.02184373432759643,0.04369840216074963,0.01639370355048194,1.451815634783551,0.9215302677234052,0.1212695886054086,0.1800037217928898,2.772991631436233,2.2838783361389643,0.116,1.702,0.33,1.105760118562215,9.40300494374616,44.19,0.0003741365814504311,1.848,0.055,0.109,4.272794941688906,26.440290196662687,0.654,0.004484546411447776,0.57,0.006687481490755456,0.85,0.004517375890544309,3.24,0.00839009321486393,3.0,0.003760046902522069,10.5,0.0033467289138563515,0.0032,0.004,0.0028482785307399,0.0034,0.003,0.546,-4.11122423864592,1.0,0.546,0.064
0.7000000000000001,1.3976423943713787,0.006208789751070673,0.05747661635633775,0.019620009406360942,0.03917094574402012,0.014949486153395896,1.5440154801012356,0.9224878895432518,0.11789125971825266,0.18194917712178163,2.8328349661035492,2.2069508778123343,0.116,1.702,0.33,1.106903159295994,9.584348382131967,44.19,0.0003535813258454229,1.848,0.055,0.109,4.308166856759666,26.989311615628893,0.654,0.003539010158110283,0.57,0.005277471288410072,0.85,0.0036537212815251525,3.24,0.007520821582851864,3.0,0.0030797451189738465,10.5,0.0032947458736948855,0.0032,0.004,0.0028324479806779196,0.0034,0.003,0.546,-4.127454247456821,1.0,0.546,0.064
0.8,1.4713092090512798,0.004904824825532835,0.05172504795195832,0.017621564204986572,0.03507892245621974,0.013627829266098648,1.6363173462076355,0.9235695062290814,0.11504128353598128,0.18387325972259963,2.8886822994414665,2.1398536473338328,0.116,1.702,0.33,1.108033642610223,9.753582725580202,44.19,0.0003360352633309986,1.848,0.055,0.109,4.343150176774539,27.501672471940058,0.654,0.002795750150553716,0.57,0.00416910110170291,0.85,0.0029531830613122746,3.24,0.00673515311159419,3.0,0.0025215085180650995,10.5,0.0032393552491177878,0.0032,0.004,0.0028149661473512123,0.0034,0.003,0.546,-4.153740499770549,1.0,0.546,0.064
0.9,1.5319859972180734,0.0038797178478520425,0.04651983538864549,0.015827879153858623,0.03138728464250716,0.012414533176355718,1.7287332745163426,0.9247679067452349,0.11261237767920185,0.18577403520933364,2.940915799997247,2.0808678039778727,0.116,1.702,0.33,1.109150431967881,9.911866060597719,44.19,0.0003208853827067245,1.848,0.055,0.109,4.377709731078793,27.980878899057313,0.654,0.002211439173275664,0.57,0.003297760170674236,0.85,0.0023856454782359604,3.24,0.0060263586513613744,3.0,0.002063205174102733,10.5,0.0031802508691465476,0.0032,0.004,0.002795672403152194,0.0034,0.003,0.546,-4.188368985239451,1.0,0.546,0.064
1.0,1.5816121682314697,0.0030737699071180192,0.041811156334226926,0.014219434738321332,0.028062340545492694,0.011298053367662134,1.8212745715748604,0.9260756082325192,0.11052458112906816,0.1876496569028955,2.989870359583116,2.028653312217415,0.116,1.702,0.33,1.1102524423636284,10.060213210857928,44.19,0.0003076754866891054,1.848,0.055,0.109,4.41181194368901,28.43000329892767,0.654,0.0017520488470572709,0.57,0.002612704421050316,0.85,0.001926280468603661,3.24,0.005387969384734598,3.0,0.0016868452915812045,10.5,0.0031171228526065188,0.0032,0.004,0.0027743919681107974,0.0034,0.003,0.546,-4.230003492024794,1.0,0.546,0.064
