x,Curve1
-45.576,0.001002
-34.555,0.002083
-27.009,0.002891
-16.835,0.003196
-8.187,0.004524
-1.998,0.006099
5.633,0.007939
12.33,0.009774
22.758,0.013432
30.727,0.020171
35.983,0.025867
48.021,0.041392
51.411,0.047595
53.785,0.054051
60.141,0.072644
63.447,0.084003
67.091,0.097426
69.548,0.108524
