x,Curve1
1760.078,-52.098
1760.0837,-55.999
1760.0841,-59.999
1760.1705,-47.182
1760.2268,-42.266
1760.2754,-39.227
1760.4158,-36.95
1761.1802,-37.073
1762.1455,-37.247
1763.9843,-38.029
1764.8848,-39.473
1765.3637,-41.351
1765.778,-43.689
1766.0536,-45.845
1766.5541,-50.534
1767.1433,-55.224
1767.5408,-57.353
1767.9029,-58.491
1768.2,-59.132
1768.6994,-59.907
1769.3028,-60.153
1769.8458,-60.307
1769.9942,-60.138
1770.0628,-57.999
1770.0987,-54.669
1770.1105,-51.444
1770.1106,-52.737
1770.1705,-47.043
1770.1912,-49.753
1770.195,-44.868
1770.206,-39.411
1770.2153,-41.378
1770.2542,-37.688
1770.7729,-36.826
1771.5603,-37.052
1772.4381,-37.319
1773.5198,-37.792
1774.2723,-38.427
1774.7874,-39.201
1775.2982,-41.104
1775.7071,-43.5
1776.0588,-46.243
1776.3204,-47.994
1776.6022,-51.136
1776.8572,-53.392
1777.1335,-55.599
1777.4626,-57.178
1777.7973,-58.43
1778.3163,-59.445
1778.992,-60.03
1779.7281,-60.153
1780.0056,-60.153
1780.0537,-57.814
1780.075,-52.293
1780.1017,-54.398
1780.1496,-50.028
1780.1512,-47.603
1780.1974,-44.735
1780.2437,-42.595
1780.2452,-38.181
1780.2453,-39.781
1780.3241,-36.941
1780.969,-36.919
1782.0658,-37.186
1783.0807,-37.565
1783.9046,-38.029
1784.7339,-39.135
1785.2641,-40.991
1785.6875,-43.289
1785.9739,-45.649
1786.4986,-50.339
1787.0395,-54.833
1787.4745,-57.26
1788.072,-58.937
1788.5124,-59.63
1789.0313,-60.061
1789.7191,-60.276
1789.9507,-60.088
1789.9965,-58.83
1790.007,-54.833
1790.0084,-57.445
1790.0803,-51.321
1790.1042,-47.997
1790.1075,-44.909
1790.1116,-49.948
1790.1638,-40.22
1790.1639,-41.104
1790.164,-41.904
1790.212,-38.027
1790.2601,-36.98
1790.9575,-36.959
1791.684,-37.073
1792.0942,-37.196
1792.9454,-37.504
1793.9043,-38.088
1794.6311,-39.006
1795.2077,-40.827
1795.6274,-43.109
1795.9199,-45.135
1796.2407,-47.603
1796.5116,-50.244
1796.7291,-52.293
1797.0671,-55.045
1797.4191,-56.983
1797.9361,-58.799
1798.8346,-60.006
1799.8307,-60.215
