x,Curve1
1740.0998,93.808
1740.451,97.58
1740.6079,109.786
1740.804,125.765
1741.0582,136.862
1741.4301,158.167
1741.8801,179.472
1742.3495,200.777
1743.0529,222.082
1743.9121,241.611
1744.8486,250.486
1745.5306,244.271
1746.1336,223.852
1746.639,202.545
1747.1054,181.238
1747.6499,159.931
1748.2333,138.624
1748.9338,118.205
1749.5761,102.446
1750.3164,93.346
1750.7664,115.982
1751.0015,131.74
1751.197,139.507
1751.5689,160.812
1751.9604,183.005
1752.5078,204.31
1753.2111,224.727
1753.7579,236.932
1754.1484,244.256
1754.9287,250.468
1755.7665,241.589
1756.2915,221.17
1756.8164,199.864
1757.2633,178.557
1757.7882,156.362
1758.3327,136.165
1758.683,126.399
1759.1112,115.524
1759.6563,103.76
1760.2796,94.438
