x,Curve1
11.47,67.249
35.94,68.225
116.64,68.421
207.3,68.421
297.97,68.16
388.63,68.16
479.3,68.16
569.97,67.9
660.63,67.9
751.3,67.9
841.96,67.9
929,67.64
1019.67,67.64
1110.33,67.64
1201,67.64
1291.66,67.64
1382.33,67.64
1472.99,67.379
1563.66,67.379
1654.33,67.379
1744.99,67.379
1835.66,67.379
1926.32,67.379
