x,Curve1
1740.5058,127.597
1740.6857,152.909
1741.0019,177.11
1741.2791,200.868
1741.5952,224.403
1741.9309,248.382
1742.4032,273.027
1742.9533,296.784
1743.7175,318.32
1745.1808,324.09
1745.9761,300.553
1746.3618,277.016
1746.767,252.592
1747.1723,229.277
1747.5386,205.74
1748.0218,181.76
1748.5442,159.333
1749.1835,135.796
1749.9795,116.699
1750.3298,112.702
1750.6064,133.573
1750.8643,158.662
1751.122,182.642
1751.3796,205.955
1751.7152,229.712
1752.0898,252.804
1752.5426,277.671
1753.1121,300.983
1753.9934,323.185
1755.4749,321.406
1756.1333,295.871
1756.4996,272.112
1756.8852,247.688
1757.271,224.373
1757.6179,201.281
1758.1594,176.411
1758.7015,154.429
1759.3993,131.114
1760.2541,114.015
