x,Curve1
1740.4452,67.143
1740.8341,78.773
1741.2384,90.051
1741.6736,100.801
1742.2017,111.373
1742.7297,122.299
1743.273,131.814
1744.0175,141.153
1744.9006,146.967
1745.7975,143.088
1746.3528,133.394
1746.7842,122.643
1747.2466,111.892
1747.7089,100.965
1748.2642,90.743
1748.8969,80.873
1749.5453,71.884
1750.3796,64.481
1750.7995,75.758
1751.1883,87.036
1751.6081,97.962
1752.0897,108.711
1752.6332,119.46
1753.192,128.623
1753.8746,138.491
1754.6806,146.067
1755.609,145.537
1756.2574,136.548
1756.7351,125.268
1757.1511,114.693
1757.6444,103.942
1758.1532,93.367
1758.7085,83.145
1759.3878,73.98
1760.1446,65.519
