x,Curve1
8.56,93.441
11.96,97.848
22.24,101.561
69.38,101.754
156.42,100.712
243.46,99.67
330.5,98.368
417.55,97.327
508.21,96.545
595.26,95.764
682.3,94.983
769.34,94.202
860.01,93.681
950.67,93.16
1037.71,92.639
1128.38,92.379
1215.42,91.858
1302.46,91.598
1393.13,91.337
1483.79,91.077
1574.46,90.816
1665.13,90.556
1752.17,90.296
1842.83,90.035
1933.5,90.035
