x,Curve1
1740.1539,-60.1346
1740.1565,-57.394
1740.1584,-55.3903
1740.183,-53.1804
1740.1855,-50.5285
1740.233,-47.2283
1740.2816,-42.7201
1740.3238,-45.0479
1740.3499,-40.4513
1740.396,-38.6244
1740.4976,-37.0162
1741.8354,-37.7778
1743.6463,-38.9379
1744.8771,-40.394
1745.509,-41.935
1745.9296,-44.1803
1746.2092,-46.5191
1746.4184,-48.7643
1746.698,-51.1031
1747.0481,-53.442
1747.3278,-55.6872
1747.7484,-57.9325
1748.3745,-59.5736
1749.1185,-60.2849
1749.7934,-60.3693
1750.1393,-60.2852
1750.1638,-58.2523
1750.1654,-56.5727
1750.1899,-53.744
1750.2598,-50.5322
1750.2846,-47.3794
1750.3098,-44.6096
1750.3344,-41.6631
1750.3591,-39.3059
1750.4046,-38.1567
1750.4275,-37.0664
1750.9669,-37.2728
1752.3364,-38.1146
1753.9762,-39.1599
1755.091,-41.085
1755.6532,-42.5001
1755.99,-44.7002
1756.2831,-46.9906
1756.5627,-49.3294
1756.7719,-51.5747
1757.0332,-53.9135
1757.3833,-56.1587
1757.8927,-58.4041
1758.952,-60.2109
