data_set_T,data_set_CAD,data_set_CD,data_set_GKC,data_set_GKQ,data_set_HS,data_set_NS,data_set_QD,data_set_SD,data_set_VD,data_set_VS
313.5,0.40414578,0.0097426949,0.00023624815,0.15474671,0.99645251,0.0010986383,0.19343339,0.013029566,-60.939705,-60.490883
315.0,0.4053978,0.0097600929,0.0002374032,0.15452258,0.99643469,0.0011029148,0.19315323,0.013052377,-60.920033,-60.470882
316.5,0.40665361,0.0097776661,0.00023856739,0.15429883,0.99641669,0.0011072436,0.19287352,0.013075418,-60.9002,-60.450706
318.0,0.40791506,0.0097954199,0.00023974196,0.15407543,0.99639839,0.001111626,0.19259429,0.013098695,-60.880199,-60.430355
319.5,0.40918455,0.0098133609,0.00024092852,0.1538524,0.99637985,0.0011160634,0.1923155,0.013122215,-60.86002,-60.409821
321.0,0.41046512,0.0098314928,0.00024212908,0.15362974,0.99636108,0.0011205573,0.19203717,0.013145986,-60.839664,-60.389091
322.5,0.41175365,0.0098498221,0.00024334202,0.15340742,0.996342,0.00112511,0.19175929,0.013170014,-60.819126,-60.368172
324.0,0.4130469,0.0098683555,0.00024456563,0.15318549,0.99632269,0.0011297241,0.19148186,0.013194308,-60.798397,-60.34705
325.5,0.41435426,0.0098870993,0.00024580568,0.15296391,0.99630302,0.0011344005,0.19120489,0.013218874,-60.77747,-60.325722
327.0,0.41567934,0.0099060582,0.00024706463,0.1527427,0.99628311,0.0011391412,0.19092837,0.013243723,-60.75634,-60.304176
328.5,0.41702625,0.0099252397,0.00024834511,0.15252185,0.99626291,0.0011439478,0.1906523,0.013268861,-60.735001,-60.282413
330.0,0.41839966,0.0099446503,0.0002496503,0.15230134,0.9962424,0.0011488228,0.19037668,0.013294299,-60.713448,-60.260422
331.5,0.41980487,0.0099642975,0.00025098366,0.15208121,0.9962216,0.0011537679,0.19010152,0.013320045,-60.691677,-60.238197
333.0,0.42124787,0.0099841887,0.0002523491,0.15186143,0.99620044,0.0011587854,0.18982679,0.013346109,-60.669674,-60.215733
334.5,0.42269653,0.010004335,0.00025372786,0.15164201,0.99617893,0.0011638796,0.18955252,0.013372505,-60.647434,-60.193012
336.0,0.42416444,0.010024744,0.00025512843,0.15142296,0.99615705,0.0011690524,0.18927871,0.013399243,-60.624947,-60.170033
337.5,0.42565933,0.010045424,0.00025655571,0.15120427,0.99613482,0.0011743064,0.18900533,0.013426334,-60.602207,-60.146786
339.0,0.42718205,0.010066384,0.0002580107,0.15098593,0.99611217,0.0011796443,0.18873242,0.013453789,-60.579205,-60.123264
340.5,0.42873329,0.010087633,0.00025949426,0.15076795,0.99608916,0.0011850691,0.18845995,0.013481621,-60.555931,-60.099453
342.0,0.43031347,0.010109182,0.00026100702,0.15055034,0.99606574,0.0011905843,0.18818791,0.013509842,-60.532379,-60.075344
343.5,0.43192264,0.01013104,0.00026254953,0.15033308,0.99604189,0.0011961928,0.18791634,0.013538465,-60.508537,-60.05093
345.0,0.43356115,0.01015322,0.0002641225,0.15011618,0.99601758,0.0012018987,0.18764521,0.013567507,-60.48439,-60.026196
346.5,0.43523121,0.01017574,0.00026572798,0.14989963,0.99599278,0.0012077061,0.18737455,0.013596992,-60.45993,-60.001125
348.0,0.43693051,0.010198609,0.00026736502,0.14968345,0.99596751,0.0012136186,0.18710431,0.01362693,-60.435146,-59.975712
349.5,0.43865824,0.010221841,0.00026903366,0.14946763,0.99594176,0.0012196403,0.18683453,0.01365734,-60.410019,-59.94994
351.0,0.44041312,0.010245448,0.00027073376,0.14925216,0.99591547,0.0012257755,0.18656521,0.013688237,-60.384544,-59.923794
352.5,0.44219351,0.010269446,0.00027246494,0.14903706,0.99588865,0.0012320287,0.18629633,0.013719643,-60.358704,-59.897259
354.0,0.44399741,0.010293852,0.00027422659,0.14882232,0.99586123,0.0012384049,0.1860279,0.013751577,-60.332485,-59.870327
355.5,0.44582227,0.010318679,0.00027601782,0.14860794,0.99583322,0.0012449088,0.18575992,0.01378406,-60.305874,-59.842972
357.0,0.44768128,0.010343954,0.00027784766,0.14839391,0.99580461,0.0012515479,0.1854924,0.013817122,-60.278847,-59.815178
358.5,0.44958112,0.010369697,0.00027972119,0.14818025,0.99577534,0.0012583289,0.18522531,0.013850793,-60.251381,-59.786922
360.0,0.4515121,0.010395925,0.00028163317,0.14796695,0.99574542,0.0012652567,0.18495868,0.013885093,-60.223465,-59.758186
361.5,0.45347479,0.010422659,0.00028358478,0.14775401,0.99571478,0.0012723377,0.1846925,0.01392005,-60.19508,-59.728947
363.0,0.45546982,0.010449923,0.00028557744,0.14754142,0.99568337,0.0012795792,0.18442678,0.013955693,-60.166206,-59.699188
364.5,0.45749792,0.010477738,0.00028761261,0.14732921,0.99565125,0.0012869881,0.18416151,0.013992053,-60.136814,-59.668884
366.0,0.45956001,0.010506132,0.00028969187,0.14711735,0.99561828,0.0012945723,0.18389669,0.014029161,-60.106888,-59.638008
367.5,0.46165711,0.010535129,0.00029181704,0.14690585,0.99558449,0.0013023396,0.18363231,0.014067053,-60.076405,-59.606533
369.0,0.46379864,0.010564788,0.00029399607,0.14669472,0.99554974,0.0013103094,0.1833684,0.014105801,-60.045307,-59.574409
370.5,0.4659833,0.010595128,0.00029622918,0.14648394,0.99551404,0.001318487,0.18310493,0.014145431,-60.01358,-59.541615
372.0,0.46821326,0.010626181,0.00029851915,0.14627354,0.99547732,0.0013268824,0.18284193,0.014185984,-59.981194,-59.508114
373.5,0.47049171,0.010657985,0.00030086961,0.14606349,0.99543959,0.0013355073,0.18257937,0.014227507,-59.948112,-59.473877
375.0,0.47282225,0.010690578,0.00030328459,0.14585382,0.99540067,0.0013443739,0.18231726,0.014270052,-59.914307,-59.438862
376.5,0.47520885,0.010724002,0.00030576842,0.14564449,0.99536061,0.0013534952,0.18205561,0.014313671,-59.879734,-59.403027
378.0,0.47765598,0.0107583,0.00030832598,0.14543554,0.99531931,0.0013628848,0.18179442,0.014358421,-59.844353,-59.366333
379.5,0.48016554,0.010793539,0.00031096113,0.14522694,0.99527669,0.0013725635,0.18153368,0.014404385,-59.808113,-59.328712
381.0,0.48273408,0.010829826,0.00031367555,0.14501873,0.99523252,0.0013825655,0.1812734,0.014451701,-59.770908,-59.290066
382.5,0.48537174,0.010867183,0.00031647741,0.14481087,0.99518687,0.0013928977,0.18101358,0.014500399,-59.732727,-59.25037
384.0,0.48808298,0.010905678,0.00031937257,0.14460337,0.99513954,0.001403581,0.18075423,0.014550563,-59.693504,-59.209557
385.5,0.49087265,0.010945382,0.00032236733,0.14439626,0.99509048,0.001414638,0.18049532,0.014602284,-59.653179,-59.167561
387.0,0.49374583,0.010986368,0.00032546843,0.14418951,0.99503952,0.0014260926,0.18023688,0.014655658,-59.611679,-59.12431
388.5,0.49670795,0.011028719,0.00032868315,0.14398313,0.99498659,0.00143797,0.17997891,0.014710789,-59.568939,-59.079723
390.0,0.49976474,0.011072518,0.00033201926,0.14377712,0.99493158,0.0014502972,0.17972139,0.014767785,-59.524883,-59.033718
391.5,0.50292325,0.011118,0.00033549004,0.14357147,0.99487412,0.0014631489,0.17946434,0.01482694,-59.479298,-58.986076
393.0,0.50619012,0.011165301,0.00033910593,0.1433662,0.99481398,0.0014765684,0.17920776,0.014888432,-59.432072,-58.936657
394.5,0.50957203,0.011214494,0.00034287554,0.14316133,0.9947511,0.0014905789,0.17895165,0.014952352,-59.383133,-58.885391
396.0,0.51307625,0.011265722,0.00034681047,0.14295681,0.99468517,0.0015052262,0.17869602,0.015018884,-59.332359,-58.832146
397.5,0.51671064,0.011319142,0.00035092328,0.14275268,0.99461603,0.0015205601,0.17844085,0.015088227,-59.27961,-58.776764
399.0,0.52048331,0.011374922,0.00035522741,0.14254893,0.99454343,0.0015366337,0.17818616,0.015160591,-59.224735,-58.719086
400.5,0.52440292,0.011433237,0.0003597374,0.14234558,0.99446702,0.0015535038,0.17793196,0.015236206,-59.16758,-58.658943
402.0,0.52847868,0.011494284,0.00036446902,0.14214259,0.99438661,0.0015712321,0.17767824,0.015315317,-59.107975,-58.596146
403.5,0.53276384,0.011559129,0.00036949717,0.14194001,0.99430054,0.0015901693,0.17742501,0.015399269,-59.044987,-58.529652
405.0,0.53724855,0.011627595,0.00037481452,0.14173782,0.99420899,0.0016102545,0.17717227,0.015487842,-58.978764,-58.459637
406.5,0.54194945,0.011700038,0.00038044972,0.14153603,0.99411154,0.0016316023,0.17692003,0.015581487,-58.908997,-58.385761
408.0,0.54688454,0.011776841,0.00038643435,0.14133462,0.99400753,0.001654337,0.17666829,0.015680689,-58.83535,-58.307648
409.5,0.5520733,0.011858422,0.00039280314,0.14113364,0.99389631,0.0016785938,0.17641705,0.015785977,-58.757454,-58.224892
411.0,0.55753666,0.011945234,0.00039959434,0.14093307,0.99377728,0.0017045188,0.17616633,0.015897924,-58.674915,-58.137062
412.5,0.56329691,0.012037761,0.00040684998,0.1407329,0.99364954,0.0017322697,0.17591612,0.016017141,-58.587303,-58.043678
414.0,0.56941426,0.012137797,0.00041468607,0.14053315,0.99351043,0.0017624294,0.17566644,0.016145745,-58.493347,-57.943249
415.5,0.57600462,0.012249084,0.00042333172,0.14033383,0.99335378,0.0017962147,0.17541729,0.016288081,-58.390491,-57.832764
417.0,0.58309555,0.012372231,0.00043285158,0.14013496,0.99317878,0.0018338237,0.17516869,0.01644492,-58.278214,-57.711628
418.5,0.59076464,0.012509584,0.00044341321,0.13993654,0.99298161,0.0018760192,0.17492066,0.016619017,-58.154842,-57.577892
420.0,0.59910059,0.012663865,0.00045521575,0.13973856,0.99275798,0.0019236862,0.1746732,0.016813569,-58.018467,-57.429317
421.5,0.60825783,0.012839053,0.00046856725,0.13954106,0.99250072,0.0019783103,0.17442633,0.017033737,-57.865227,-57.261459
423.0,0.61842865,0.013039955,0.00048385689,0.13934405,0.99220091,0.0020417357,0.17418008,0.017285878,-57.690189,-57.068657
424.5,0.62978786,0.013271341,0.00050148775,0.13914756,0.99185014,0.0021156839,0.17393446,0.017576005,-57.48909,-56.845974
426.0,0.64257765,0.013540215,0.00052203838,0.1389516,0.99143618,0.0022026901,0.1736895,0.01791287,-57.255569,-56.585922
427.5,0.65729284,0.013870548,0.00054702075,0.13875622,0.99092305,0.0023102411,0.17344527,0.01832211,-56.973789,-56.267776
429.0,0.67444909,0.014285962,0.00057810923,0.13856143,0.99027473,0.0024458356,0.1732018,0.018829387,-56.627541,-55.870571
430.5,0.69507158,0.014838193,0.00061881635,0.13836733,0.98940057,0.0026283031,0.17295915,0.019493079,-56.176567,-55.339981
432.0,0.7207799,0.015618524,0.00067545107,0.13817397,0.98813725,0.0028916153,0.17271745,0.020414207,-55.549091,-54.574863
433.5,0.75496167,0.016886467,0.00076491811,0.13798149,0.98601973,0.0033329059,0.17247686,0.021857649,-54.546558,-53.258724
435.0,0.80682433,0.019764224,0.00095677533,0.13779011,0.98055857,0.0044675726,0.17223765,0.024882417,-52.19014,-49.245636
436.5,2.2273252,0.20800202,0.027797289,0.13760397,0.039915755,0.34350601,0.17200497,0.20887654,-13.531286,-26.03927
438.0,19.118818,0.31045413,0.35613096,0.13758799,0.19358324,0.24214347,0.171985,0.33979943,-23.457132,-45.957249
439.5,40.607059,0.35793352,0.87207764,0.1379725,0.11226092,0.23072533,0.17246562,0.40118524,-10.721251,-9.0548944
441.0,87.549316,0.58750778,3.0861545,0.13895352,0.061886385,0.26879996,0.1736919,0.74040437,3.9998221,-28.505756
442.5,177.94179,0.71050024,7.5856605,0.14131112,0.052144554,0.27671707,0.1766389,0.90159899,-0.69603074,-27.76523
444.0,286.67978,0.6832304,10.248456,0.14570066,0.11702134,0.23499502,0.18212582,0.78552771,-20.556179,-36.827351
445.5,341.8689,0.42663988,6.3995986,0.15172179,0.14196068,0.20504455,0.18965225,0.56121016,-24.95809,-23.17487
447.0,351.64246,0.25697801,3.8546698,0.15824786,0.12939909,0.2031071,0.19780983,0.39033654,-34.125015,-42.824577
448.5,332.47107,0.080906108,1.2135917,0.1645961,0.33578649,0.12953645,0.20574513,0.1847619,-47.281116,-53.50103
450.0,300.68784,0.022241818,0.33362728,0.17035729,0.55174017,0.074996755,0.21294661,0.068725675,-55.989876,-58.19157
451.5,269.22464,0.01121915,0.16828726,0.17545445,0.72388953,0.041085541,0.21931808,0.027207794,-60.554207,-61.105606
453.0,240.68999,0.0085886149,0.12403161,0.1799428,0.84006006,0.021836953,0.2249285,0.014914105,-62.729961,-62.685223
454.5,215.1216,0.0076552443,0.098808505,0.18389134,0.91037655,0.011500372,0.22986417,0.011228771,-63.78548,-63.505276
456.0,192.24905,0.0072040665,0.083098501,0.18736303,0.95047438,0.0061049284,0.23420379,0.0099428995,-64.321632,-63.931293
457.5,171.81078,0.0069564926,0.071712025,0.19041333,0.97264522,0.0033454103,0.23801665,0.009590352,-64.56646,-64.145889
459.0,153.55415,0.0070256931,0.06472946,0.19309103,0.98477918,0.0019348494,0.24136379,0.0094013084,-64.69548,-64.239655
460.5,137.23656,0.0069865347,0.057528473,0.19543895,0.99124932,0.0012290784,0.2442987,0.0092420969,-64.77549,-64.308815
462.0,122.66094,0.0067887618,0.049962953,0.19749458,0.99466068,0.00087959936,0.24686822,0.009365066,-64.763893,-64.319519
463.5,109.63354,0.0069566146,0.045760699,0.19929102,0.99658644,0.00069130928,0.24911377,0.0092633553,-64.764732,-64.296364
465.0,97.984138,0.0069332356,0.040760826,0.20085724,0.99753112,0.0006080289,0.25107154,0.0091790212,-64.773552,-64.308578
466.5,87.587929,0.0068136556,0.035807639,0.20221899,0.99800777,0.00056910462,0.25277373,0.0094179129,-64.712181,-64.274734
468.0,78.29245,0.0069729835,0.032755919,0.20339915,0.99836379,0.00053839752,0.25424895,0.0093020108,-64.69075,-64.22789
469.5,69.980019,0.0068960492,0.028955139,0.20441765,0.99849808,0.0005317459,0.25552204,0.0093037616,-64.657104,-64.205956
471.0,62.558208,0.0069072489,0.025926307,0.2052923,0.99861759,0.00052258396,0.25661537,0.0093963491,-64.604942,-64.159409
472.5,55.930222,0.0071208952,0.023896394,0.20603901,0.99862313,0.00052746735,0.25754878,0.0093886098,-64.589546,-64.129143
474.0,50.000156,0.0069633313,0.020890059,0.20667177,0.99862057,0.00053149858,0.2583397,0.0093984958,-64.546783,-64.098785
475.5,44.697849,0.007041323,0.018883919,0.20720288,0.99860615,0.00053617585,0.25900361,0.0094173532,-64.509949,-64.0606
477.0,39.96545,0.0070648468,0.016940987,0.20764348,0.99854141,0.00054650428,0.25955436,0.0095105991,-64.471954,-64.027954
478.5,35.731556,0.0070790364,0.015176699,0.20800342,0.9985866,0.00054287049,0.26000428,0.0094533805,-64.442108,-63.991352
480.0,31.94912,0.0071087233,0.013627047,0.2082914,0.99853772,0.00055164244,0.26036423,0.009527212,-64.403488,-63.958969
481.5,28.575315,0.0071465541,0.012252902,0.20851529,0.9985438,0.00055253721,0.26064411,0.0096098613,-64.35881,-63.916176
483.0,25.560318,0.0072315871,0.011090499,0.20868212,0.99852663,0.0005574653,0.26085263,0.0096174935,-64.325897,-63.876015
484.5,22.865818,0.0071747177,0.0098433467,0.20879804,0.99850678,0.00056233996,0.26099756,0.0096622659,-64.283386,-63.840965
486.0,20.457632,0.0072168885,0.0088584265,0.20886855,0.99848789,0.00056702929,0.26108569,0.0096993018,-64.242851,-63.79937
487.5,18.306084,0.0072524976,0.0079658898,0.20889857,0.99847114,0.00057168095,0.26112321,0.0097296257,-64.204735,-63.760174
489.0,16.383642,0.0072679063,0.0071444865,0.20889249,0.99845517,0.00057620613,0.26111561,0.009762831,-64.166954,-63.723324
490.5,14.666127,0.0072838692,0.0064095692,0.20885415,0.99843949,0.00058059336,0.26106769,0.0097977407,-64.130013,-63.687225
492.0,13.131842,0.0073094019,0.0057591544,0.20878707,0.99842423,0.00058488164,0.26098382,0.0098303286,-64.094467,-63.651562
493.5,11.761115,0.0073343241,0.0051755896,0.20869437,0.99840939,0.00058908341,0.26086795,0.009860998,-64.060059,-63.616879
495.0,10.536415,0.0073573054,0.0046511777,0.20857885,0.99839497,0.0005931998,0.26072356,0.0098905079,-64.026688,-63.583351
496.5,9.4422636,0.0073789922,0.004180463,0.20844302,0.99838084,0.00059722026,0.26055378,0.0099192066,-63.994419,-63.55098
498.0,8.4648762,0.0073996987,0.0037582521,0.20828903,0.99836713,0.00060113898,0.26036128,0.0099471919,-63.963253,-63.519745
499.5,7.5915623,0.007420124,0.0033798201,0.20811893,0.99835378,0.00060495042,0.26014867,0.009974381,-63.933182,-63.489582
501.0,6.8113918,0.0074400399,0.0030406215,0.20793447,0.99834079,0.00060865411,0.25991809,0.010000744,-63.904171,-63.460464
502.5,6.1139665,0.0074592065,0.0027363203,0.20773728,0.99832815,0.00061225047,0.2596716,0.0100262,-63.876175,-63.432358
504.0,5.4905539,0.0074777654,0.0024634246,0.20752877,0.99831587,0.00061574124,0.25941098,0.01005081,-63.849159,-63.405228
505.5,4.9333,0.0074955751,0.0022186753,0.20731018,0.99830389,0.00061913044,0.25913775,0.010074589,-63.823071,-63.37904
507.0,4.4350815,0.0075128307,0.0019992008,0.20708266,0.99829227,0.00062241993,0.25885332,0.010097593,-63.797874,-63.353748
508.5,3.990032,0.0075295949,0.0018025995,0.20684713,0.998281,0.00062561437,0.2585589,0.010119895,-63.773529,-63.329315
510.0,3.5922258,0.0075458419,0.0016263821,0.20660453,0.99826998,0.00062871608,0.25825566,0.010141497,-63.749992,-63.305695
511.5,3.2370663,0.0075616408,0.0014686519,0.20635559,0.99825931,0.0006317292,0.25794449,0.010162451,-63.727222,-63.282845
513.0,2.9197421,0.0075769476,0.0013273639,0.20610107,0.99824888,0.0006346567,0.25762635,0.010182769,-63.705185,-63.260731
514.5,2.6364541,0.0075917593,0.0012009196,0.20584162,0.99823874,0.00063750189,0.25730202,0.010202471,-63.683838,-63.239315
516.0,2.383395,0.0076061413,0.0010877063,0.20557778,0.99822891,0.00064026826,0.25697222,0.010221596,-63.663151,-63.218563
517.5,2.1574452,0.0076201051,0.0009863975,0.20531009,0.99821931,0.0006429592,0.2566376,0.010240165,-63.643085,-63.198444
519.0,1.9556028,0.0076336912,0.00089570804,0.20503901,0.99820995,0.00064557837,0.25629875,0.010258215,-63.623604,-63.178913
520.5,1.7753738,0.0076469346,0.00081457011,0.20476493,0.99820083,0.00064812944,0.25595617,0.010275779,-63.604675,-63.159946
522.0,1.6143714,0.0076598306,0.00074194866,0.20448826,0.99819189,0.00065061601,0.25561032,0.010292881,-63.586269,-63.141502
523.5,1.4706153,0.0076723997,0.00067698892,0.2042093,0.99818319,0.00065304176,0.25526163,0.010309553,-63.568348,-63.123554
525.0,1.3421319,0.0076846653,0.00061883009,0.20392834,0.99817473,0.00065540982,0.25491044,0.010325814,-63.550888,-63.106071
526.5,1.2273992,0.007696637,0.00056681078,0.20364566,0.99816638,0.00065772358,0.25455707,0.010341689,-63.533855,-63.089027
528.0,1.1250037,0.0077083306,0.00052031403,0.20336145,0.99815828,0.00065998628,0.25420183,0.010357201,-63.517231,-63.072392
529.5,1.0334579,0.0077197775,0.00047868391,0.20307598,0.99815029,0.00066220085,0.25384498,0.010372374,-63.50098,-63.056141
531.0,0.95178378,0.007730993,0.00044149405,0.20278938,0.99814248,0.00066437025,0.25348672,0.01038723,-63.485088,-63.040249
532.5,0.87897414,0.0077419942,0.00040830078,0.20250183,0.99813485,0.00066649745,0.25312728,0.010401789,-63.469524,-63.024693
534.0,0.81396353,0.0077527887,0.00037862925,0.20221348,0.99812728,0.00066858507,0.25276685,0.010416071,-63.454266,-63.009453
535.5,0.75601333,0.0077633928,0.00035215373,0.20192447,0.99811989,0.00067063572,0.25240558,0.010430096,-63.439301,-62.994503
537.0,0.70437896,0.0077738175,0.00032854281,0.2016349,0.99811262,0.00067265192,0.2520436,0.010443881,-63.424603,-62.979828
538.5,0.65836608,0.007784076,0.00030748628,0.20134488,0.99810547,0.00067463599,0.25168109,0.010457442,-63.410156,-62.965408
540.0,0.61733526,0.0077941739,0.00028869711,0.20105453,0.99809837,0.00067659025,0.25131816,0.010470794,-63.395939,-62.951229
541.5,0.58075029,0.0078041246,0.00027193484,0.20076391,0.9980914,0.00067851675,0.2509549,0.01048395,-63.381943,-62.937267
543.0,0.54816872,0.0078139445,0.00025700158,0.2004731,0.99808449,0.00068041752,0.25059137,0.010496927,-63.368149,-62.923512
544.5,0.51909041,0.0078236442,0.00024367074,0.2001822,0.99807769,0.00068229454,0.25022775,0.010509737,-63.354542,-62.909946
546.0,0.4931455,0.0078332331,0.00023177543,0.19989124,0.99807096,0.00068414956,0.24986404,0.010522392,-63.341106,-62.896561
547.5,0.47002679,0.0078427177,0.00022117724,0.19960028,0.99806434,0.00068598444,0.24950035,0.010534904,-63.327831,-62.883335
549.0,0.44940883,0.0078521082,0.0002117284,0.19930936,0.99805772,0.00068780076,0.24913672,0.010547286,-63.314709,-62.870262
550.5,0.43103057,0.0078614112,0.00020331051,0.19901855,0.99805117,0.00068960013,0.24877319,0.010559548,-63.30172,-62.85733
552.0,0.41466352,0.0078706304,0.00019581978,0.19872786,0.99804467,0.00069138396,0.24840984,0.010571699,-63.28886,-62.844528
553.5,0.40010253,0.0078797685,0.00018916291,0.19843735,0.99803823,0.00069315382,0.24804668,0.010583749,-63.276119,-62.831848
555.0,0.38715872,0.0078888359,0.0001832539,0.19814701,0.99803185,0.00069491088,0.24768376,0.010595706,-63.263485,-62.819275
556.5,0.37566134,0.0078978417,0.00017801483,0.19785689,0.99802548,0.00069665629,0.24732111,0.010607578,-63.25095,-62.806805
558.0,0.36545429,0.0079067918,0.00017337425,0.19756702,0.99801916,0.00069839129,0.24695878,0.010619371,-63.23851,-62.79443
559.5,0.35640985,0.0079156896,0.00016927379,0.1972774,0.9980129,0.00070011686,0.24659675,0.010631094,-63.226151,-62.782139
561.0,0.34839979,0.0079245437,0.00016565456,0.19698808,0.99800658,0.00070183398,0.24623509,0.010642752,-63.213871,-62.769924
562.5,0.34129599,0.0079333615,0.00016245747,0.19669904,0.99800038,0.00070354372,0.24587381,0.010654354,-63.20166,-62.757786
564.0,0.33501783,0.007942141,0.00015964553,0.19641033,0.99799412,0.00070524687,0.2455129,0.010665903,-63.189514,-62.745708
565.5,0.3294701,0.0079508862,0.00015717476,0.19612195,0.99798793,0.00070694438,0.24515243,0.010677407,-63.177425,-62.733696
567.0,0.32456249,0.0079595959,0.00015500317,0.19583389,0.99798173,0.00070863718,0.24479237,0.010688871,-63.16539,-62.721733
568.5,0.32023737,0.0079682795,0.00015310445,0.19554621,0.99797553,0.00071032584,0.24443275,0.010700299,-63.153404,-62.70982
570.0,0.31642973,0.007976939,0.00015144845,0.19525887,0.99796939,0.00071201118,0.24407358,0.010711695,-63.14146,-62.697952
571.5,0.31308484,0.007985577,0.00015000979,0.1949719,0.99796319,0.00071369391,0.24371488,0.010723063,-63.129559,-62.686123
573.0,0.31015387,0.0079941982,0.00014876587,0.19468533,0.99795705,0.00071537448,0.24335666,0.010734407,-63.117691,-62.674332
574.5,0.3075954,0.0080028083,0.00014769762,0.19439912,0.99795091,0.00071705348,0.2429989,0.010745732,-63.105854,-62.662571
576.0,0.30537257,0.0080114128,0.00014678793,0.1941133,0.99794471,0.00071873143,0.24264163,0.010757039,-63.094044,-62.650837
577.5,0.30344921,0.0080200015,0.00014601978,0.19382788,0.99793857,0.00072040909,0.24228485,0.010768333,-63.08226,-62.63913
579.0,0.30179563,0.0080285808,0.00014537944,0.19354285,0.99793237,0.00072208681,0.24192858,0.010779617,-63.070496,-62.627445
580.5,0.30038339,0.0080371564,0.00014485371,0.19325824,0.99792624,0.00072376506,0.2415728,0.010790895,-63.05875,-62.615776
582.0,0.29918557,0.0080457339,0.00014443004,0.19297402,0.99792004,0.00072544417,0.24121752,0.010802168,-63.047024,-62.604126
583.5,0.29817584,0.0080543226,0.00014409625,0.19269021,0.99791384,0.00072712434,0.24086276,0.01081344,-63.035305,-62.592484
585.0,0.29734099,0.0080629122,0.00014384606,0.1924068,0.99790764,0.00072880625,0.24050851,0.010824713,-63.023598,-62.580856
586.5,0.29667982,0.0080714785,0.00014367868,0.19212382,0.99790144,0.00073049066,0.24015477,0.010835988,-63.011902,-62.569237
588.0,0.29615974,0.0080800457,0.00014357906,0.19184124,0.99789518,0.00073217752,0.23980156,0.010847267,-63.000214,-62.557625
589.5,0.29576078,0.0080886204,0.00014353779,0.19155909,0.99788898,0.00073386705,0.23944886,0.010858552,-62.988529,-62.546013
591.0,0.29546115,0.0080972109,0.00014354468,0.19127735,0.99788272,0.00073555938,0.23909669,0.010869845,-62.976845,-62.534409
592.5,0.29523674,0.0081058303,0.00014358832,0.19099604,0.99787641,0.00073725451,0.23874505,0.010881147,-62.965164,-62.522804
594.0,0.29512313,0.0081144394,0.00014368552,0.19071513,0.99787015,0.00073895359,0.23839392,0.010892461,-62.953484,-62.511196
595.5,0.29510397,0.0081230458,0.00014382858,0.19043466,0.99786383,0.00074065669,0.23804332,0.010903788,-62.941799,-62.499588
597.0,0.29515103,0.008131667,0.0001440042,0.19015461,0.99785751,0.0007423638,0.23769325,0.010915129,-62.930115,-62.487976
598.5,0.29524982,0.0081403097,0.00014420549,0.18987498,0.99785119,0.00074407505,0.23734371,0.010926487,-62.918423,-62.47636
600.0,0.29538411,0.0081489803,0.00014442476,0.18959577,0.99784482,0.00074579054,0.23699471,0.010937862,-62.906723,-62.464733
601.5,0.29554108,0.0081576854,0.00014465586,0.18931699,0.99783844,0.00074751046,0.23664623,0.010949256,-62.895016,-62.453102
603.0,0.29577604,0.0081663821,0.0001449252,0.18903863,0.997832,0.00074923574,0.23629829,0.010960669,-62.883301,-62.44146
604.5,0.29604572,0.0081750974,0.00014521217,0.1887607,0.99782556,0.00075096614,0.23595087,0.010972104,-62.871578,-62.42981
606.0,0.29634401,0.0081838332,0.00014551381,0.18848319,0.99781913,0.00075270195,0.23560399,0.010983561,-62.859844,-62.418144
607.5,0.29666471,0.0081925904,0.00014582714,0.18820611,0.99781263,0.00075444335,0.23525764,0.010995043,-62.848095,-62.406467
609.0,0.2970013,0.0082013682,0.00014614902,0.18792945,0.99780613,0.00075619062,0.23491181,0.011006552,-62.836334,-62.394775
610.5,0.29735774,0.0082101654,0.00014648137,0.18765323,0.99779958,0.00075794384,0.23456652,0.011018085,-62.824558,-62.383068
612.0,0.29774368,0.0082189757,0.00014682888,0.18737741,0.99779302,0.00075970311,0.23422177,0.011029644,-62.812767,-62.371349
613.5,0.2981481,0.0082278,0.00014718618,0.18710203,0.99778646,0.00076146866,0.23387754,0.011041228,-62.800964,-62.359615
615.0,0.29857007,0.0082366373,0.0001475528,0.18682706,0.99777985,0.00076324074,0.23353383,0.011052839,-62.789146,-62.347862
616.5,0.29900897,0.008245483,0.00014792841,0.18655252,0.99777317,0.00076501956,0.23319066,0.011064479,-62.777313,-62.336094
618.0,0.29946455,0.0082543343,0.00014831283,0.18627842,0.99776649,0.00076680526,0.23284802,0.011076146,-62.765465,-62.324306
619.5,0.29993454,0.0082632136,0.00014870538,0.18600471,0.99775976,0.00076859747,0.2325059,0.01108784,-62.753597,-62.312504
621.0,0.30041879,0.0082721179,0.00014910598,0.18573146,0.99775302,0.00077039632,0.23216431,0.011099565,-62.741714,-62.300682
622.5,0.30091724,0.0082810475,0.00014951458,0.1854586,0.99774629,0.00077220186,0.23182325,0.011111318,-62.729813,-62.288845
624.0,0.30142933,0.0082900049,0.00014993103,0.18518616,0.99773949,0.0007740141,0.23148271,0.011123099,-62.717896,-62.276985
625.5,0.30195439,0.008298995,0.00015035507,0.18491416,0.99773264,0.00077583292,0.2311427,0.01113491,-62.705956,-62.26511
627.0,0.30249205,0.0083080195,0.0001507866,0.18464257,0.99772578,0.00077765848,0.23080321,0.01114675,-62.694,-62.253212
