C1,C2,C2a,C2b,C3,C3a,C3b,C4,C4BP,C4BP_C4b,C4BP_GlcNac_LF_CRP,C4BP_PC_CRP,C4BP_PC_CRP_LF,C4a,C4b,C4b_C2a,C4b_C2a_C4BP,CRP,GlcNac,GlcNac_HF,GlcNac_HF_MASP,GlcNac_LF,GlcNac_LF_C1_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,GlcNac_LF_CRP_MASP,GlcNac_LF_MASP,HF,LF,MASP,PC,PC_CRP,PC_CRP_C1,PC_CRP_LF,PC_CRP_LF_C1,PC_CRP_LF_C1_MASP,PC_CRP_LF_MASP,X,dC3b,dC4b_C2a,dC4b_C2a_C4BP,iC4b_C2a,Time
2470.0,310.0,0.0,0.0,4650.0,0.0,0.0,770.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.8,0.0327796,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0
2469.999999917027,309.9999999996244,3.756170302248824e-10,0.0,4650.0,0.0,2.7628226664590983e-25,769.999999999607,259.9990986644426,1.2687286471971884e-10,0.0,1.1445368733941418e-05,0.0,0.0,2.663363069617204e-10,6.63159421737765e-23,1.6028174979075587e-23,1.9999819112959238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999935817,6.799999999999938,0.032761511295924,6.560299387125342e-06,8.29717670861645e-08,6.366955158790425e-11,4.555822214457312e-13,6.27709125267482e-16,6.20872946319551e-14,0.0005,1.4802947633715837e-28,8.122472684344777e-26,1.7149582516008773e-26,0.0,0.01
2469.999999790572,309.99999999793914,2.0608516371789066e-09,0.0,4650.0,0.0,2.0018177155407923e-23,769.9999999978428,259.99819134240187,1.1202544493945651e-09,0.0,2.8879453336640758e-05,0.0,0.0,1.0371507795332485e-09,2.0988656967590703e-21,1.1611822070452572e-21,1.9999638329965992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999837986,6.799999999999656,0.032743432996598716,7.077964450310449e-06,2.0942360122672268e-07,1.5918751550747413e-10,2.481871583710006e-12,7.221614856686307e-15,3.3649975412115446e-13,0.0005,2.3877560228421604e-26,4.811100219108776e-24,2.325572575257907e-24,0.0,0.02
2469.9999996606775,309.99999999476154,5.238427351797964e-09,0.0,4650.0,0.0,1.8565593141567492e-22,769.9999999945163,259.99728355963964,3.498227814109409e-09,0.0,4.677598147596069e-05,0.0,0.0,1.98571295543267e-09,1.1878890475907165e-20,1.0767689412842869e-20,1.9999457648573224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9999999997375,6.7999999999991285,0.03272536485732112,7.119583866079259e-06,3.393148366979789e-07,2.5536532950382646e-10,6.262093274142582e-12,2.8222709893680877e-14,8.44496314379418e-13,0.0005,3.571500853136269e-25,3.681596880091805e-23,2.946831645192967e-23,0.0,0.03
2469.999999530495,309.9999999900771,9.922920682881458e-09,0.0,4650.0,0.0,8.037977942283572e-22,769.9999999896122,259.9963757513725,7.404882066689872e-09,0.0,6.469959290641405e-05,0.0,0.0,2.983267912466387e-09,3.643693821604605e-20,4.661161145786974e-20,1.9999277068534094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999636792,6.79999999999835,0.032707306853408544,7.123699468023943e-06,4.694910083703793e-07,3.4978417099934685e-10,1.1773200776836181e-11,7.219434363282075e-14,1.5790759035371322e-12,0.0005,2.164985787580879e-24,1.3398522615572864e-22,1.5344455862791112e-22,0.0,0.04
2469.999999400275,309.9999999838842,1.611566095643211e-08,0.0,4650.0,0.0,2.3722642406716664e-21,769.9999999831289,259.995467951861,1.287252557639415e-08,0.0,8.26159949040631e-05,0.0,0.0,3.998972240798535e-09,8.286962564534652e-20,1.3754387762480329e-19,1.999909658977513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999536055,6.799999999997323,0.032689258977512355,7.124860041514114e-06,5.997035957078065e-07,4.422909592821198e-10,1.897667188206698e-11,1.4745635370394388e-13,2.5312665421345157e-12,0.0005,8.261557308513159e-24,3.3913046932337024e-22,5.105617608312227e-22,0.0,0.05
2469.9999992700373,309.999999976183,2.3816933826186576e-08,0.0,4650.0,0.0,5.5819546928883695e-21,769.9999999750659,259.99456016379366,1.9908117660667864e-08,0.0,0.00010052249176225651,0.0,0.0,5.026237138472147e-09,1.5833404441161614e-19,3.2358875744302764e-19,1.999891621223642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999435303,6.799999999996047,0.03267122122364221,7.125786881531494e-06,7.299330158742461e-07,5.329104046767381e-10,2.7833473821307298e-11,2.620729962087495e-13,3.692178560460419e-12,0.0005,2.3899381635544274e-23,6.96892670584149e-22,1.3058099371095937e-21,0.0,0.06
2469.9999991397817,309.9999999669729,3.302695856722843e-08,0.0,4650.0,0.0,1.1418153673426276e-20,769.9999999654232,259.99365238737647,2.851332298793414e-08,0.0,0.0001184188759223319,0.0,0.0,6.06370240502802e-09,2.707014943621449e-19,6.61793962044799e-19,1.9998735935854322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999334538,6.799999999994525,0.032653193585432484,7.126695472491809e-06,8.601777099124235e-07,6.216835532552085e-10,3.83022613137364e-11,4.2444648752474177e-13,5.052504536505587e-12,0.0005,5.8972941672099e-23,1.2561375978704153e-21,2.8482001943192706e-21,0.0,0.07
2469.99999900951,309.99999995625393,4.374594832554404e-08,0.0,4650.0,0.0,2.1084503967025207e-20,769.9999999542005,259.9927446226185,3.868870691756151e-08,0.0,0.00013630513764243424,0.0,0.0,7.111098746742194e-09,4.2696654617351185e-19,1.2218135939485221e-18,1.9998555760565035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99999999923376,6.799999999992756,0.03263517605650406,7.127602061351192e-06,9.904375519733957e-07,7.086517775443836e-10,5.03424726278416e-11,6.427079997577616e-13,6.603206720714218e-12,0.0005,1.2836740162336307e-22,2.0647472195293413e-21,5.529243764258661e-21,0.0,0.08
2469.9999988792206,309.9999999440258,5.597409610443177e-08,0.0,4650.0,0.0,3.590164040147347e-20,769.9999999413973,259.991836869515,5.043458497430397e-08,0.0,0.00015418128142300093,0.0,0.0,8.168376891869174e-09,6.35149560706134e-19,2.0800306641541365e-18,1.999837568631058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999132974,6.799999999990741,0.03261716863105857,7.128507963677496e-06,1.120712524426889e-06,7.938518796582266e-10,6.391811484822278e-11,9.239686862820612e-13,8.336352523845809e-12,0.0005,2.5143825965439153e-22,3.170191687340219e-21,9.785976438419893e-21,0.0,0.09
