Time,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt,k1,k2,k16,k15,k18,k17,k6,k5,k14,k13,k12,k11,k10,k9,k3,k4,k7,k8,k19,k20,k21,k22,Time_in_Seconds,cytosol,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R17,R12,R13,R14,R15,R16
0.19,1.0,1.0,0.0005191897758664884,0.007815747047612957,0.0002260542192272652,0.0009504555809697114,3.6166514372046105e-06,0.0414288649615139,0.00010998907949127318,0.00153338038215225,0.009430037429409576,6.513890637560331e-06,1.1552783704798838e-05,0.008176759563232829,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4953728871727714e-19,2.8596706175923324e-18,1.194111331126794e-20,2.881434975182794e-20,7.060698426085765e-20,-1.3229692683824376e-18,-3.3911088750397765e-19,-1.5493636826467942e-18,-2.578345991839465e-17,-8.866304378460261e-20,-2.978475479311383e-19,-1.8880231211910605e-19,-1.0803869946984256e-20,1.7870689997106756e-15,3.7982823242708064e-15,-1.2780298863068577e-19,-9.99999999999819e-18
0.2,1.0,1.0,0.0005189167563218116,0.008148160167158986,0.0002259402829974028,0.0009507386786864803,3.7252555087079494e-06,0.04109605968251439,0.00010997781294426949,0.0015981701815571707,0.009429062274076925,6.572347919001641e-06,1.24787546243817e-05,0.008110985527880298,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.494586392181188e-19,2.9872495465441214e-18,1.1916042202777378e-20,3.025795118397826e-20,6.455274872842589e-20,-1.3785497999838748e-18,-3.468134416478594e-19,-1.6738665153083974e-18,-2.686990906173401e-17,-8.353723071979294e-20,-3.1049832812420645e-19,-1.9369301127220575e-19,-1.0802826661738414e-20,1.7519473281609214e-15,3.7231126452351604e-15,-1.2682166129457544e-19,-9.99999999999819e-18
0.21,1.0,1.0,0.0005186325790588174,0.008473971121274753,0.00022582193666738508,0.0009510341990921978,3.8377390501172045e-06,0.04076984049482041,0.00010996608018715674,0.0016616271415459101,0.00942804696078881,6.635689478200033e-06,1.3440156954220996e-05,0.008046503920464652,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4937677477174328e-19,3.1120539399938626e-18,1.1889948820782757e-20,3.1696405723608646e-20,5.828291678176896e-20,-1.4329278480794494e-18,-3.5516591233081265e-19,-1.8031315091404563e-18,-2.7933586517666643e-17,-7.821625944630606e-20,-3.228815165238572e-19,-1.987552452281948e-19,-1.0801738869307564e-20,1.7175318535291418e-15,3.6494332392106595e-15,-1.2586446409204522e-19,-9.99999999999819e-18
0.22,1.0,1.0,0.0005183374878458584,0.008793310823578633,0.0002256993024390811,0.0009513419758891218,3.953962969532841e-06,0.04045007683201841,0.00010995389103527627,0.001723778096251471,0.009426992320555378,6.70405543820544e-06,1.4435984297432824e-05,0.007983288755561233,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4929176554195416e-19,3.234132319763233e-18,1.1862855648784749e-20,3.312960822510764e-20,5.1805299006599654e-20,-1.4861249071922539e-18,-3.6418724006127793e-19,-1.937023207267749e-18,-2.897494005750845e-17,-7.270591666109759e-20,-3.3500226752080183e-19,-2.0398250889855834e-19,-1.0800607606260103e-20,1.6838083673543261e-15,3.577214558953694e-15,-1.2493110448928716e-19,-9.99999999999819e-18
0.23,1.0,1.0,0.0005180317221968016,0.009106307583708019,0.00022557250013455373,0.0009516618479985943,4.07379130773784e-06,0.040136640725585315,0.00010994125511457422,0.0017846493383248713,0.00942589916807889,6.777580417695756e-06,1.546525153731447e-05,0.007921314572501665,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4920368046870152e-19,3.3535326065851338e-18,1.1834784785178324e-20,3.4557459584443836e-20,4.5127530501845433e-20,-1.5381622105659798e-18,-3.7389562206087337e-19,-2.075409018789954e-18,-2.9994409012184383e-17,-6.701187653617631e-20,-3.468656397054697e-19,-2.0936844556949997e-19,-1.0799433891041925e-20,1.6507629479935576e-15,3.5064276450321343e-15,-1.2402129182624827e-19,-9.99999999999819e-18
0.24,1.0,1.0,0.0005177155174294716,0.009413087156710766,0.00022544164723192804,0.0009519936594563314,4.1970911839252555e-06,0.039829406755580644,0.00010992818186503239,0.0018442666293364157,0.009424768302052767,6.8563936551332955e-06,1.652699443789038e-05,0.007860556425279554,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4911258728488504e-19,3.470302115604496e-18,1.1805757948208511e-20,3.59798665578092e-20,3.825707391575061e-20,-1.5890607273015208e-18,-3.8430852902260104e-19,-2.218159164969585e-18,-3.0992424407236345e-17,-6.113970234296122e-20,-3.584765973824804e-19,-2.1490684437281436e-19,-1.0798218724279737e-20,1.6183819551087044e-15,3.437044114672296e-15,-1.231347373497835e-19,-9.99999999999819e-18
0.25,1.0,1.0,0.0005173891045863833,0.009713772848334608,0.0002253068588247044,0.0009523372593657311,4.323732809766727e-06,0.03952825194522729,0.00010991468054621325,0.0019026552221392803,0.009423600505652803,6.940619266969397e-06,1.7620268953027886e-05,0.00780098986068783,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4901855249354088e-19,3.584487573607247e-18,1.1775796465133823e-20,3.739674127747959e-20,3.120121863749862e-20,-1.6388411688949092e-18,-3.954427398657459e-19,-2.3651465861302448e-18,-3.1969409301584075e-17,-5.509484349277584e-20,-3.6984001439912343e-19,-2.2059164200999753e-19,-1.0796963089216843e-20,1.58665201776956e-15,3.3690361379488736e-15,-1.2227115442827903e-19,-9.99999999999819e-18
0.26,1.0,1.0,0.0005170527105878675,0.010008485523747297,0.00022516824771003847,0.0009526925017560151,4.453589389182884e-06,0.039233055752421794,0.00010990076023910065,0.0019598398625691946,0.009422396546692049,7.0303762738153466e-06,1.8744151043837528e-05,0.007742590916780375,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.4892164141188272e-19,3.6961351013655315e-18,1.1744921288094743e-20,3.8808001289653614e-20,2.3967086419147118e-20,-1.6875239808508897e-18,-4.0731434533601556e-19,-2.5162469170789475e-18,-3.2925778779437363e-17,-4.8882640316365404e-20,-3.809606740365467e-19,-2.264169173348715e-19,-1.079566795191417e-20,1.5555600335828076e-15,3.3023764358402182e-15,-1.2143025845531957e-19,-9.99999999999819e-18
0.27,1.0,1.0,0.0005167065583453588,0.010297343631834443,0.00022502592445481677,0.0009530592454578794,4.586537038155508e-06,0.038943700045605295,0.00010988642984851664,0.0020158447944783743,0.00942115717782811,7.125778663850445e-06,1.9897736416129082e-05,0.007685336118052261,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.488219182038825e-19,3.805290202880415e-18,1.1713153005428057e-20,4.021356950761167e-20,1.6561635870269152e-20,-1.735129337336678e-18,-4.19938756604183e-19,-2.6713384517502875e-18,-3.3861940000230784e-17,-4.250832751833878e-20,-3.918432695604064e-19,-2.323768871760926e-19,-1.0794334261487026e-20,1.5250931660413756e-15,3.237038274756106e-15,-1.2061176680461545e-19,-9.99999999999819e-18
0.28,1.0,1.0,0.0005163508667719981,0.010580463270967304,0.00022487999740462627,0.0009534373540226662,4.722454755597405e-06,0.03866006903800536,0.00010987169810710116,0.0020706937736443324,0.009419883136912607,7.226935555635644e-06,2.1080140042114984e-05,0.00762920246188856,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,100.0,2.69e-13,1.13e-13,-1.487194458833115e-19,3.911997770903822e-18,1.1680511841211034e-20,4.1613373940142507e-20,8.991664080423514e-21,-1.7816771428874893e-18,-4.333307272101876e-19,-2.8303020787634323e-18,-3.4778292399982255e-17,-3.5977034213926004e-20,-4.024924064913428e-19,-2.3846590533460873e-19,-1.079296295043917e-20,1.4952388371376973e-15,3.1729954516753005e-15,-1.1981539891979408e-19,-9.99999999999819e-18
