II,II_Va_Xa,IIa,IX,IX_TF_VIIa,IXa,TF_VIIa,V,VIII,VIIIa,VIIIa_IXa,Va,Va_Xa,X,X_TF_VIIa,X_VIIIa_IXa,Xa,mIIa,Time
1.271385363971959e-06,2.799649430484346e-09,1.9114757316887086e-09,8.704149947659394e-08,1.0431578816659943e-09,1.9006263445395574e-09,2.9120775039544496e-09,1.2046056401870055e-09,4.7913024689503075e-11,6.373706811985085e-10,5.269760373375005e-12,1.3742703830209044e-08,2.2530410991195265e-09,1.6196421007523296e-07,1.0447595358925507e-09,9.446533738611598e-12,1.928893280316705e-09,1.2390351086586775e-07,5.68
1.270479250751854e-06,2.8084642150811926e-09,1.939543574593265e-09,8.70380216294087e-08,1.0431421112903642e-09,1.903998874316661e-09,2.9121498886377934e-09,1.174122421787538e-09,4.6709565303768005e-11,6.384530528004765e-10,5.311903813012269e-12,1.3755728175406912e-08,2.261685187724292e-09,1.619513954835248e-07,1.0447029215848372e-09,9.525478082741714e-12,1.9242266687868713e-09,1.2477274145847145e-07,5.69
1.2695703752759124e-06,2.817228590884932e-09,1.9679160015028064e-09,8.703454349079562e-08,1.043126345566254e-09,1.907371273747497e-09,2.9122223016417103e-09,1.1442060808622744e-09,4.552817532194013e-11,6.395129378759456e-10,5.354182162174175e-12,1.376825921588126e-08,2.27030611237148e-09,1.6193857480884804e-07,1.0446462743050305e-09,9.604704639938903e-12,1.9196394637353664e-09,1.2564448013169976e-07,5.7
1.2686587535433166e-06,2.8259426387711567e-09,1.9965947895180073e-09,8.703106505590563e-08,1.0431105844759078e-09,1.910743551265002e-09,2.9122947430802226e-09,1.1148519942347322e-09,4.4368685474870077e-11,6.405505092601786e-10,5.3965942624511165e-12,1.378030144370411e-08,2.27890392328996e-09,1.6192574803110144e-07,1.0445895939568642e-09,9.684211002499396e-12,1.9151315566629e-09,1.2651870902839416e-07,5.71
1.2677444015065026e-06,2.8346064497893792e-09,2.0255817121249533e-09,8.702758631989857e-08,1.0430948280013327e-09,1.914115715280974e-09,2.9123672130665497e-09,1.0860553903483247e-09,4.323092032076711e-11,6.415659459486189e-10,5.439138963570776e-12,1.3791859481698735e-08,2.2874786781635316e-09,1.6191291513039126e-07,1.0445328804451124e-09,9.763994767042623e-12,1.9107028212285044e-09,1.2739541033158297e-07,5.72
1.2668273350670353e-06,2.8432201250069633e-09,2.054878539146633e-09,8.70241072779444e-08,1.0430790761243084e-09,1.91748777418336e-09,2.912439711713097e-09,1.0578113515956983e-09,4.211469833119567e-11,6.425594330093723e-10,5.4818151239128974e-12,1.3802938081358151e-08,2.2960304420391705e-09,1.6190007608703157e-07,1.0444761336755897e-09,9.844053535518881e-12,1.906353113496054e-09,1.282745662688111e-07,5.73
1.2659075700714828e-06,2.8517837753530475e-09,2.0844870366944185e-09,8.702062792522431e-08,1.0430633288263991e-09,1.920859736333553e-09,2.912512239131446e-09,1.030114816648083e-09,4.101983197707239e-11,6.435311614956866e-10,5.524621611024042e-12,1.3813542120763598e-08,2.3045592872352647e-09,1.6188723088154442e-07,1.0444193535551499e-09,9.924384916216972e-12,1.90208227218079e-09,1.2915615911646961e-07,5.74
1.2649851223072923e-06,2.860297521462483e-09,2.114408967119567e-09,8.701714825693196e-08,1.0430475860889633e-09,1.924231610063679e-09,2.9125847954323456e-09,1.0029605827846189e-09,3.9946127814662263e-11,6.444813283584338e-10,5.567557302132376e-12,1.3823676602503038e-08,2.313065293249865e-09,1.6187437949466026e-07,1.044362539991686e-09,1.0004986524771903e-11,1.897890118895835e-09,1.3004017120412565e-07,5.75
1.2640600085207523e-06,2.868761427479302e-09,2.144646144472654e-09,8.701366826801184e-08,1.0430318478927754e-09,1.9276034040856672e-09,2.912657380732354e-09,9.76345220002421e-10,3.8893466011120996e-11,6.454100570676366e-10,5.610620984545104e-12,1.3833344857674564e-08,2.321548494843731e-09,1.6186152190600524e-07,1.0443056928878655e-09,1.0085855936697971e-11,1.8937765776321046e-09,1.309265839072958e-07,5.76
1.2631322444399778e-06,2.8771756283754896e-09,2.175200327310628e-09,8.701018795366765e-08,1.0430161142187868e-09,1.9309751266937114e-09,2.9127299951409874e-09,9.50263383123862e-10,3.7861647092004566e-11,6.463175505766166e-10,5.653811549415091e-12,1.3842552006516328e-08,2.330008981984348e-09,1.618486580966358e-07,1.044248812153221e-09,1.0166990781964623e-11,1.8897414448541274e-09,1.3181537960433616e-07,5.7700000000000005
1.2622018453288878e-06,2.885540293734097e-09,2.2060732489579173e-09,8.700670730922007e-08,1.0430003850479241e-09,1.9343467859864055e-09,2.9128026387643414e-09,9.24708858037089e-10,3.685043540453641e-11,6.472040479383424e-10,5.697127937587415e-12,1.3851303976773383e-08,2.33844687145547e-09,1.6183578804832222e-07,1.0441918977007296e-09,1.0248388719534971e-11,1.8857844548529188e-09,1.3270654112842023e-07,5.78
1.2612688268416574e-06,2.8938555721177003e-09,2.237266664085875e-09,8.700322632988715e-08,1.0429846603607733e-09,1.937718390209939e-09,2.9128753117106715e-09,8.99676169964367e-10,3.585962593461734e-11,6.48069757611717e-10,5.740569056013353e-12,1.3859605994686944e-08,2.346862263231039e-09,1.618229117424458e-07,1.04413494944155e-09,1.0330047397653796e-11,1.881905380151237e-09,1.3360005092213904e-07,5.79
1.2603332045672349e-06,2.9021216200760283e-09,2.2687823241517416e-09,8.699974501090149e-08,1.0429689401377618e-09,1.9410899475735454e-09,2.9129480140874447e-09,8.751597415421983e-10,3.4889009312034064e-11,6.489148923892286e-10,5.784133822477304e-12,1.3867463375112221e-08,2.355255263269613e-09,1.618100291605791e-07,1.0440779672877883e-09,1.0411964476261701e-11,1.878103979096213e-09,1.3449589148853736e-07,5.8
1.2593949940258436e-06,2.91033860194936e-09,2.300621977384212e-09,8.69962633475113e-08,1.042953224359168e-09,1.9444614662470467e-09,2.913020746001333e-09,8.511538963240746e-10,3.393837194521417e-11,6.497396692607647e-10,5.827821166050107e-12,1.3874881518335837e-08,2.3636259833907994e-09,1.6179714028448534e-07,1.0440209511524938e-09,1.049413762797305e-11,1.874379996179057e-09,1.3539404539482276e-07,5.8100000000000005
1.2584542106654852e-06,2.918506689671915e-09,2.3327873687689797e-09,8.699278133498142e-08,1.042937513005133e-09,1.947832954358398e-09,2.913093507558208e-09,8.276528622832408e-10,3.3007496155981655e-11,6.505443092774244e-10,5.87163002754235e-12,1.3881865906893237e-08,2.371974541151687e-09,1.6178424509611794e-07,1.0439639009496542e-09,1.0576564539053827e-11,1.870733162354762e-09,1.3629449527607394e-07,5.82
1.2575108698584401e-06,2.9266260625752536e-09,2.3652802400343133e-09,8.698929896859428e-08,1.0429218060556696e-09,1.9512044199912342e-09,2.913166298863134e-09,8.046507753154387e-10,3.209616031431155e-11,6.513290374153337e-10,5.915559359957707e-12,1.3888422102386117e-08,2.3803010597232803e-09,1.617713435776201e-07,1.0439068165941914e-09,1.0659242910399602e-11,1.8671631953618082e-09,1.3719722383895026e-07,5.83
1.2565649868977717e-06,2.934696907191669e-09,2.398102329636603e-09,8.6985816243651e-08,1.0429061034906735e-09,1.9545758711824114e-09,2.913239120020364e-09,7.821416827416703e-10,3.12041389730855e-11,6.520940824394576e-10,5.959608128946243e-12,1.389455574229983e-08,2.3886056677669313e-09,1.617584357113241e-07,1.0438496980019578e-09,1.0742170458513402e-11,1.8636698000418657e-09,1.3810221386540002e-07,5.84
1.2556165769938268e-06,2.9427194170575827e-09,2.4312553727459253e-09,8.698233315547232e-08,1.0428904052899325e-09,1.957947315919554e-09,2.913311971133332e-09,7.601195468109509e-10,3.0331203002846726e-11,6.52839676767415e-10,6.003775313257738e-12,1.3900272536820803e-08,2.3968884993107724e-09,1.6174552147975097e-07,1.0437925450897303e-09,1.0825344916483638e-11,1.8602526686595008e-09,1.3900944821636962e-07,5.8500000000000005
1.254665655941519e-06,2.9506937742779514e-09,2.464741129230605e-09,8.697884969922076e-08,1.0428747114324765e-09,1.9613187625066748e-09,2.9133848523083182e-09,7.385789408157509e-10,2.947714936482178e-11,6.535660268835294e-10,6.048059817660252e-12,1.3905577605450232e-08,2.4051496794561824e-09,1.617326008649653e-07,1.0437353577722003e-09,1.0908763933991842e-11,1.856911514379426e-09,1.3991890915497258e-07,5.86
1.253712239604578e-06,2.9586201632581393e-09,2.498561362260932e-09,8.69753658700382e-08,1.0428590218970922e-09,1.964690219280634e-09,2.9134577636516384e-09,7.175145236707798e-10,2.864177861197297e-11,6.542733356923919e-10,6.092460540240672e-12,1.3910475977995879e-08,2.4133893350753277e-09,1.6171967384906696e-07,1.0436781359642644e-09,1.0992425155397974e-11,1.8536460462649488e-09,1.4083057886990292e-07,5.87
1.2527563422483385e-06,2.9664988157449694e-09,2.5327177688494887e-09,8.697188166349071e-08,1.0428433366639743e-09,1.968061693695749e-09,2.91353070526054e-09,6.969193255472465e-10,2.7824821512763334e-11,6.549618754261205e-10,6.136976589968046e-12,1.3914974228874945e-08,2.421607629832972e-09,1.6170674041578956e-07,1.0436208795884807e-09,1.1076326471151785e-11,1.850455887357919e-09,1.4174444116706697e-07,5.88
1.2517979788746743e-06,2.9743299470463936e-09,2.5672120774453296e-09,8.696839707494586e-08,1.0428276557124285e-09,1.971433193604512e-09,2.913603677235987e-09,6.767871659231634e-10,2.7026042509176428e-11,6.556318848420649e-10,6.181606981988213e-12,1.3919078172366212e-08,2.4298047146643715e-09,1.6169380054825254e-07,1.0435635885645793e-09,1.1160465666774301e-11,1.847340690590407e-09,1.4266047910083408e-07,5.89
1.2508371644012906e-06,2.9821137780554117e-09,2.6020460138083804e-09,8.696491209979161e-08,1.0428119790216904e-09,1.974804726806704e-09,2.9136766796781824e-09,6.571118132771409e-10,2.6245203743217318e-11,6.562836049652187e-10,6.226350744720557e-12,1.392279366375264e-08,2.437980744914956e-09,1.616808542297461e-07,1.043506262813122e-09,1.1244840546847506e-11,1.844300098708622e-09,1.4357867580684558e-07,5.9
1.2498739136589288e-06,2.9898505350344227e-09,2.6372213010242156e-09,8.69614267334372e-08,1.042796306570932e-09,1.978176301047326e-09,2.913749712686568e-09,6.378869893143242e-10,2.54820652226141e-11,6.569172789212835e-10,6.271206920219913e-12,1.3926126595449445e-08,2.446135880201963e-09,1.6166790144373004e-07,1.043448902255495e-09,1.1329448935886785e-11,1.841333744627238e-09,1.4449901450501272e-07,5.91
1.2489082413885662e-06,2.9975404493995787e-09,2.672739659518872e-09,8.695794097131403e-08,1.0427806383392736e-09,1.981547924014526e-09,2.9138227763598206e-09,6.191063731923135e-10,2.473638498651871e-11,6.575331517697338e-10,6.316174564538513e-12,1.3929082893132192e-08,2.4542702842760784e-09,1.6165494217383255e-07,1.0433915068139004e-09,1.1414288679213458e-11,1.8384412517837191e-09,1.4542147850251537e-07,5.92
1.2479401622386212e-06,3.0051837575051335e-09,2.7086028070736292e-09,8.695445480887634e-08,1.0427649743057924e-09,1.9849196033375308e-09,2.9138958707958524e-09,6.007636057471013e-10,2.4007919271208464e-11,6.581314703368811e-10,6.361252748087884e-12,1.3931668511864862e-08,2.4623841248830722e-09,1.61641976403849e-07,1.04333407641135e-09,1.149935764382723e-11,1.8356222344926426e-09,1.4634605119680004e-07,5.93
1.2469696907621544e-06,3.012780700427794e-09,2.744812458839807e-09,8.69509682416022e-08,1.0427493144495317e-09,1.988291346584571e-09,2.913968996091806e-09,5.828522937189988e-10,2.3296422675787137e-11,6.587124830489382e-10,6.406440556000783e-12,1.3933889432227945e-08,2.470477573625437e-09,1.6162900411774082e-07,1.0432766109716572e-09,1.1584653719278691e-11,1.8328762983000262e-09,1.472727160785781e-07,5.94
1.2459968414140713e-06,3.020331523751071e-09,2.781370327353547e-09,8.694748126499422e-08,1.0427336587495115e-09,1.991663161260812e-09,2.9140421523440544e-09,5.653660139785734e-10,2.2601648327886475e-11,6.592764397650837e-10,6.451737088493101e-12,1.3935751656446512e-08,2.478550805824024e-09,1.6161602529963427e-07,1.0432191104194292e-09,1.1670174818541758e-11,1.830203040337652e-09,1.48201456734824e-07,5.95
1.2450216287921353e-06,3.0278364781502746e-09,2.8182781302965112e-09,8.694399387451349e-08,1.0427180071843789e-09,1.995035054969985e-09,2.9141153396493546e-09,5.482983814283184e-10,2.1923351215105235e-11,6.598235885411708e-10,6.497141421451548e-12,1.393726114139034e-08,2.486603999031254e-09,1.6160303993364586e-07,1.0431615746792614e-09,1.1755918822277605e-11,1.8276020504560665e-09,1.4913225659941794e-07,5.96
1.244044068658449e-06,3.0352958225404893e-09,2.8555376230523527e-09,8.694050606529905e-08,1.042702359730915e-09,1.998407036100045e-09,2.9141885581097054e-09,5.316433207403247e-10,2.1261301650469654e-11,6.603541625679524e-10,6.542652439697743e-12,1.3938423529491574e-08,2.494637327227802e-09,1.6159004800315218e-07,1.0431040036723745e-09,1.1841883341885529e-11,1.825072914850242e-09,1.5006509789595804e-07,5.97
1.243064174192755e-06,3.0427098115663557e-09,2.8931504797766204e-09,8.693701783319694e-08,1.0426867163695404e-09,2.001779111307334e-09,2.914261807814584e-09,5.153940927855024e-10,2.061523682546158e-11,6.608684271367753e-10,6.5882694481184915e-12,1.3939245114257823e-08,2.5026509813905155e-09,1.615770494934529e-07,1.0430463973288701e-09,1.1928066589650054e-11,1.8226152044566632e-09,1.5099996551590206e-07,5.98
1.2420819595836902e-06,3.050078707188896e-09,2.9311184075956393e-09,8.693352917377404e-08,1.042671077079049e-09,2.005151287927665e-09,2.914335088857994e-09,4.995442375197233e-10,1.9984907642661447e-11,6.613666342265068e-10,6.6339915857054565e-12,1.393973190581504e-08,2.5106451494765406e-09,1.6156404438921212e-07,1.0429887555759515e-09,1.2014466545131661e-11,1.8202284867862998e-09,1.5193684330152523e-07,5.99
1.241097438923699e-06,3.0574027748500697e-09,2.9694431116012385e-09,8.693004008262151e-08,1.042655441838235e-09,2.008523573234136e-09,2.9144084013332344e-09,4.840872903241284e-10,1.93700645687713e-11,6.618490362135193e-10,6.679818005741212e-12,1.393988991244464e-08,2.5186200223813655e-09,1.6155103267524156e-07,1.0429310783415253e-09,1.2101081211973549e-11,1.817912322758448e-09,1.5287571518984965e-07,6.0
1.2401106262069395e-06,3.0646822832594316e-09,3.008126294887902e-09,8.69265505553555e-08,1.0426398106259015e-09,2.0118959744355365e-09,2.9144817453328995e-09,4.690167864149732e-10,1.8770457809459663e-11,6.623158856958889e-10,6.7257478760462745e-12,1.3939725136529242e-08,2.5265757937965595e-09,1.6153801433649882e-07,1.0428733655541936e-09,1.2187908618610591e-11,1.8156662670573049e-09,1.538165652149131e-07,6.01
1.2391215353271904e-06,3.0719175041807994e-09,3.0471696585899404e-09,8.692306058761777e-08,1.0426241834208698e-09,2.015268498674747e-09,2.914555120948883e-09,4.543262652534655e-10,1.8185837484206003e-11,6.627674353175949e-10,6.771780379226148e-12,1.3939243570498426e-08,2.5345126600675182e-09,1.6152498935808582e-07,1.0428156171432419e-09,1.2274946818978332e-11,1.8134898684885416e-09,1.5475937751003883e-07,6.0200000000000005
1.2381301800757578e-06,3.0791087122189116e-09,3.086574901918642e-09,8.691957017507634e-08,1.0426085602019871e-09,2.018641153027138e-09,2.914628528272376e-09,4.400092749556104e-10,1.761595380114555e-11,6.632039375927195e-10,6.8179147129183586e-12,1.3938451192774487e-08,2.542430820051203e-09,1.6151195772524705e-07,1.0427578330386315e-09,1.2362193893221944e-11,1.8113826703358789e-09,1.5570413631010442e-07,6.03
1.2371365741393825e-06,3.086256184606098e-09,3.1263437221994573e-09,8.691607931342604e-08,1.0425929409481354e-09,2.022013944498979e-09,2.9147019673938713e-09,4.260593767020428e-10,1.7060557231913577e-11,6.636256447296468e-10,6.864150090039518e-12,1.3937353963718184e-08,2.5503304749738884e-09,1.6149891942336785e-07,1.042700013170988e-09,1.2449647948405256e-11,1.8093442107176592e-09,1.5665082595381182e-07,6.04
1.2361407310981455e-06,3.0933602009889385e-09,3.1664778149091502e-09,8.691258799838928e-08,1.0425773256382405e-09,2.0253868800258328e-09,2.914775438403162e-09,4.124701491478727e-10,1.6519398686490212e-11,6.640328084552627e-10,6.9104857390323496e-12,1.3935957821574501e-08,2.558211828288902e-09,1.614858744379728e-07,1.0426421574715921e-09,1.2537307119219704e-11,1.8073740229434222e-09,1.5759943088595634e-07,6.05
1.2351426644233757e-06,3.1004210432149276e-09,3.2069788737129695e-09,8.690909622571655e-08,1.0425617142512794e-09,2.0287599664709605e-09,2.9148489413893453e-09,3.992351928325227e-10,1.5992229688044932e-11,6.644256798391537e-10,6.9569209041127476e-12,1.3934268678418393e-08,2.5660750855343705e-09,1.6147282275472403e-07,1.0425842658723701e-09,1.2625169568693334e-11,1.8054716358704774e-09,1.5854993565969623e-07,6.0600000000000005
1.2341423890780428e-06,3.1074390214416893e-09,3.247848637553978e-09,8.690560399074095e-08,1.0425461067634982e-09,2.0321332117335217e-09,2.914922476446348e-09,3.8634797976341695e-10,1.5478802109445735e-11,6.648045102169386e-10,7.003454646287393e-12,1.393229251841001e-08,2.5739204803850983e-09,1.6145976435865832e-07,1.0425263383031483e-09,1.2713233027332743e-11,1.803636522969296e-09,1.5950232326296127e-07,6.07
1.2331399175688406e-06,3.114414409109265e-09,3.2890887748330194e-09,8.690211128947748e-08,1.0425305031552946e-09,2.0355066220143047e-09,2.9149960436593214e-09,3.7380223905636605e-10,1.4978869427423215e-11,6.651695483080602e-10,7.050086334166096e-12,1.3930035141822456e-08,2.581748210012127e-09,1.614466992360597e-07,1.0424683746983784e-09,1.2801495930354851e-11,1.8018682289750633e-09,1.6045657924721678e-07,6.08
1.2321352630319858e-06,3.121347493448707e-09,3.3307009741125105e-09,8.689861811776382e-08,1.0425149034058461e-09,2.038880203952639e-09,2.9150696431152916e-09,3.6159166300496254e-10,1.4492186052769685e-11,6.655210421579437e-10,7.096815260306056e-12,1.392750235813158e-08,2.589558485414967e-09,1.6143362737299105e-07,1.0424103749918569e-09,1.2889956528984686e-11,1.8001662714093072e-09,1.6141268850045276e-07,6.09
1.2311284386415942e-06,3.1282385655850885e-09,3.372686926843852e-09,8.689512447142521e-08,1.042499307494147e-09,2.042253964216523e-09,2.915143274901126e-09,3.497099684485497e-10,1.4018507666440509e-11,6.658592385578434e-10,7.1436407147523095e-12,1.3924699944323652e-08,2.5973515216429247e-09,1.6142054875557248e-07,1.0423523391177216e-09,1.2978613060967714e-11,1.7985301598056997e-09,1.6237063586597667e-07,6.1000000000000005
1.2301194574682968e-06,3.1350879180361434e-09,3.4150483233146894e-09,8.689163034631379e-08,1.0424837153992582e-09,2.045627909404555e-09,2.915216939103057e-09,3.381509146399264e-10,1.355759143250005e-11,6.661843827735022e-10,7.190562002602253e-12,1.3921633631948155e-08,2.6051275353759895e-09,1.6140746337004566e-07,1.0422942670106794e-09,1.3067463791399297e-11,1.7969594005249834e-09,1.6333040629035208e-07,6.11
1.2291083324778182e-06,3.1418958445099787e-09,3.457786852705841e-09,8.688813573830907e-08,1.0424681271003154e-09,2.0490020460448046e-09,2.9152906358066833e-09,3.2690830759022257e-10,1.3109196172782116e-11,6.664967183698123e-10,7.237578444169122e-12,1.3918309103106446e-08,2.6128867447935663e-09,1.6139437120277206e-07,1.042236158605996e-09,1.3156507013240066e-11,1.795453497090026e-09,1.642919848249656e-07,6.12
1.228095076529556e-06,3.1486626397027786e-09,3.500904203148189e-09,8.68846406433184e-08,1.0424525425765365e-09,2.052376380593678e-09,2.9153643650969746e-09,3.1597600441378513e-10,1.2673082541550827e-11,6.66796487035476e-10,7.284689375145432e-12,1.3914731986440442e-08,2.620629369443208e-09,1.6138127224023068e-07,1.0421780138394838e-09,1.3245741047831231e-11,1.7940119505208747e-09,1.6525535662759273e-07,6.13
1.2270797023751593e-06,3.155388599096513e-09,3.5444020617795914e-09,8.68811450572774e-08,1.0424369618072282e-09,2.0557509194347867e-09,2.9154381270582746e-09,3.0534791767305814e-10,1.224901320016122e-11,6.670839284076657e-10,7.331894146766438e-12,1.3910907853121292e-08,2.6283556301093487e-09,1.613681664690163e-07,1.0421198326474918e-09,1.3335164245409915e-11,1.79263425966981e-09,1.6622050696396433e-07,6.140000000000001
1.2260622226571086e-06,3.1620740187566422e-09,3.5882821148017736e-09,8.68776489761504e-08,1.0424213847717942e-09,2.0591256688778113e-09,2.9155119217743056e-09,2.9501801972346794e-10,1.1836752991720098e-11,6.673592798966851e-10,7.379192125973585e-12,1.3906842212838067e-08,2.636065748682035e-09,1.6135505387583727e-07,1.0420616149668947e-09,1.3424774985624461e-11,1.7913199215564014e-09,1.6718742120933264e-07,6.15
1.2250426499072948e-06,3.1687191951298285e-09,3.632546047537257e-09,8.687415239593086e-08,1.0424058114497427e-09,2.0625006351573743e-09,2.9155857493281715e-09,2.849803470582996e-10,1.1436069115746492e-11,6.67622776510629e-10,7.426582695577972e-12,1.3902540509786423e-08,2.643759948025661e-09,1.6134193444751367e-07,1.0420033607350807e-09,1.351457167804981e-11,1.7900684317025609e-09,1.681560848500379e-07,6.16
1.2240209974975233e-06,3.1753244797327816e-09,3.6771955553101826e-09,8.687065531236699e-08,1.0423902418183072e-09,2.0658758252970507e-09,2.9156596098060687e-09,2.752276193378635e-10,1.104667728422756e-11,6.678747052865244e-10,7.474065004187699e-12,1.3898009441548716e-08,2.651438459380851e-09,1.613288081707468e-07,1.0419450698886188e-09,1.3604552425063595e-11,1.7888792226107313e-09,1.6912648246743347e-07,6.17
1.2229972777831628e-06,3.18189017198858e-09,3.7222323224116044e-09,8.686715772149781e-08,1.0423746758571033e-09,2.0692512454224032e-09,2.915733503290066e-09,2.657539431734532e-10,1.0668347157434586e-11,6.681152987082964e-10,7.521638453983719e-12,1.3893254377284152e-08,2.659101507554026e-09,1.6131567503256233e-07,1.041886742365825e-09,1.369471568028837e-11,1.7877517846338052e-09,1.7009859972243675e-07,6.18
1.221971502666853e-06,3.1884165516115867e-09,3.767658028582235e-09,8.686365961949043e-08,1.0423591135467196e-09,2.072626901273459e-09,2.9158074298603074e-09,2.565539940521683e-10,1.0300870449371093e-11,6.683447669496454e-10,7.56930255232569e-12,1.3888280139078116e-08,2.666749315258338e-09,1.6130253502017268e-07,1.0418283781059675e-09,1.3785060048660748e-11,1.7866856295876274e-09,1.7107242275295287e-07,6.19
1.2209436843570728e-06,3.1949039222285394e-09,3.813474357710833e-09,8.686016100242097e-08,1.0423435548668202e-09,2.0760027988942853e-09,2.915881389597977e-09,2.476219146888011e-10,9.944017975659003e-12,6.68563341294823e-10,7.617056712134689e-12,1.3883092054086232e-08,2.674382108996637e-09,1.6128938812079266e-07,1.0417699770481972e-09,1.387558401738607e-11,1.7856802417014512e-09,1.720479373629877e-07,6.2
1.2199138349579847e-06,3.2013525876073764e-09,3.859682993243606e-09,8.685666186639311e-08,1.0423279997971766e-09,2.079378944260385e-09,2.915955382583711e-09,2.3895191419056426e-10,9.597563022434277e-12,6.687712505166391e-10,7.664900359501797e-12,1.3877695382506608e-08,2.68200011569566e-09,1.612762343217355e-07,1.0417115391321065e-09,1.3966286101427599e-11,1.7847351045127805e-09,1.7302512946116422e-07,6.21
1.2188819664685931e-06,3.207762851488266e-09,3.9062856182476726e-09,8.685316220753831e-08,1.0423124483176741e-09,2.0827553432780877e-09,2.916029408897604e-09,2.3053827156102484e-10,9.261281488215926e-12,6.689687207342702e-10,7.712832933699646e-12,1.3872095314371584e-08,2.6896035625793332e-09,1.6126307361041086e-07,1.0416530642977165e-09,1.4057164843816845e-11,1.7838497011648745e-09,1.7400398506167072e-07,6.22
1.2178480907819012e-06,3.214135017414635e-09,3.95328391547454e-09,8.684966202201618e-08,1.0422969004083167e-09,2.086132001783944e-09,2.916103468619212e-09,2.2237533920403326e-10,8.934952025774842e-12,6.691559752710698e-10,7.760853887193967e-12,1.3866296966339457e-08,2.6971926770420826e-09,1.6124990597432248e-07,1.0415945524854657e-09,1.4148218815963958e-11,1.7830235147042523e-09,1.749844902852094e-07,6.23
1.2168122196840675e-06,3.220469388564196e-09,4.000679567423573e-09,8.684616130601463e-08,1.0422813560492343e-09,2.089508925544115e-09,2.916177561827562e-09,2.1445754642765715e-10,8.618356184002798e-12,6.693332345123767e-10,7.80896268565513e-12,1.386030537848622e-08,2.704767686522133e-09,1.612367314010662e-07,1.0415360036361982e-09,1.4239446617968056e-11,1.7822560283781965e-09,1.7596663135994457e-07,6.24
1.2157743648535626e-06,3.2267662675799782e-09,4.048474256405485e-09,8.684266005575024e-08,1.0422658152206873e-09,2.092886120253768e-09,2.9162516886011553e-09,2.067794029481076e-10,8.311278549781164e-12,6.69500715763324e-10,7.857158807969713e-12,1.38541255110973e-08,2.7123288183748213e-09,1.6122354987832774e-07,1.0414774176911519e-09,1.4330846878927648e-11,1.7815467259322587e-09,1.7695039462245178e-07,6.25
1.2147345378603267e-06,3.233025956401356e-09,4.096669664605806e-09,8.683915826746855e-08,1.0422502779030732e-09,2.096263591536468e-09,2.9163258490179744e-09,1.9933550239367284e-10,8.013506889849904e-12,6.696586331066496e-10,7.905441746252045e-12,1.384776224145928e-08,2.719876299745897e-09,1.6121036139388066e-07,1.0414187945919469e-09,1.4422418257250967e-11,1.7808950919077634e-09,1.7793576651866587e-07,6.26
1.2136927506552781e-06,3.2392487754375636e-09,4.1452674765918575e-09,8.683565593730485e-08,1.0422347440756498e-09,2.099641345364709e-09,2.916400043156198e-09,1.921196167944228e-10,7.72479665639666e-12,6.698072331772199e-10,7.953810932761527e-12,1.3841221224180775e-08,2.727410383587443e-09,1.611971659356261e-07,1.0413601342811468e-09,1.4514159233624482e-11,1.7803005666190022e-09,1.7892273309269228e-07,6.2700000000000005
1.2126490151715848e-06,3.245435047703697e-09,4.194269377393496e-09,8.683215306139764e-08,1.042219213717581e-09,2.1030193877175825e-09,2.91647427109363e-09,1.8512543768544888e-10,7.444900045189662e-12,6.69946765876022e-10,8.002265799224858e-12,1.3834508187292722e-08,2.7349313273183364e-09,1.611839634915566e-07,1.0413014367017835e-09,1.460606827956618e-11,1.7797625832248935e-09,1.799112804033178e-07,6.28
1.2116033421683643e-06,3.251585053073356e-09,4.243677046808792e-09,8.682864963621742e-08,1.042203686810968e-09,2.1063977235878027e-09,2.9165485329060374e-09,1.7834872159985886e-10,7.173650110303622e-12,6.700773995942999e-10,8.050805949085869e-12,1.3827626894231527e-08,2.742439331095462e-09,1.611707540496551e-07,1.041242701795989e-09,1.469814434631359e-11,1.7792806748186627e-09,1.8090139573175326e-07,6.29
1.210555742886167e-06,3.2576990934454123e-09,4.293492167721213e-09,8.682514565809605e-08,1.04218816333652e-09,2.1097763584036382e-09,2.9166228286695484e-09,1.7178422307259682e-10,6.910840532513766e-12,6.701993423921051e-10,8.099430910616817e-12,1.3820582057489755e-08,2.74993462599244e-09,1.6115753759803454e-07,1.0411839295069262e-09,1.4790386164767497e-11,1.7788543216408165e-09,1.818930658526662e-07,6.3
1.2095062284643248e-06,3.263777469624957e-09,4.343716423263876e-09,8.682164112339241e-08,1.0421726432750824e-09,2.113155297528619e-09,2.916697158459818e-09,1.6542677669982865e-10,6.6562680440057036e-12,6.70312799240525e-10,8.148140223657055e-12,1.3813378310820984e-08,2.757417442854435e-09,1.611443141248859e-07,1.041125119778094e-09,1.4882792491815756e-11,1.7784830051496966e-09,1.8288627764278603e-07,6.3100000000000005
1.2084548099406134e-06,3.2698204811741844e-09,4.3943514968855135e-09,8.681813602849261e-08,1.042157126607642e-09,2.116534546261361e-09,2.9167715223520358e-09,1.5927129970981864e-10,6.409732533665593e-12,6.704179719163581e-10,8.19693343954954e-12,1.380602020691791e-08,2.764888012198293e-09,1.6113108361847622e-07,1.041066272553317e-09,1.49753621104308e-11,1.7781662082724663e-09,1.8388101808132672e-07,6.32
