Time,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,I,IIa_plus_1_2mIIa,compartment_1,R1,R1b,R2,R2b,R3,R3b,R4,R5,R6,R7,R8,R9,R9b,R10,R11,R12,R7_atn,R8_atn,R4_atn,VIIIa_IXa_degradation
1.71,8.840449718226739e-08,1.0494619063020662e-09,2.884520097444678e-09,5.460109031764906e-10,1.6683948394532525e-07,1.0660129177662133e-09,2.037929394853796e-09,1.1740541600761378e-14,1.826462392356976e-14,1.926655429249856e-08,6.768902752885819e-10,6.863317165733806e-10,1.363827826109497e-11,1.5210685045212312e-14,1.3996068024245482e-06,3.240961095337406e-11,2.4145821259468095e-11,3.6077275381278753e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.619589281452387e-16,4.3294251526039024e-10,1.0,3.133691314245793e-10,3.1483857189061984e-10,1.2206160670455478e-09,1.2259148554311453e-09,1.9586032556704155e-13,1.4976991617327201e-13,1.801621234450123e-11,7.852775466045878e-10,1.3986955798253565e-11,5.861149784993578e-15,2.087915115467523e-16,1.1107928017516977e-09,1.03710755050797e-09,8.711154428849655e-14,7.440778360312382e-14,1.2828713040634068e-10,1.3901695697176574e-10,4.952195668344722e-12,2.1345991874961792e-13,0.0
1.72,8.840118071627677e-08,1.0494472061523345e-09,2.8845877859373683e-09,5.493413177751601e-10,1.6682727610742872e-07,1.0659599294232576e-09,2.048896105815217e-09,1.2026495979947348e-14,1.873021123099691e-14,1.9257272251945777e-08,6.84878666150478e-10,6.861412554700867e-10,1.382798782270221e-11,1.6105018302943396e-14,1.3995955696983317e-06,3.3152665751753473e-11,2.4696416151973398e-11,3.7126153089751305e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.6677797791080771e-16,4.455299420953186e-10,1.0,3.1336366800537126e-10,3.1483416184570036e-10,1.2205554074456532e-09,1.2258539188367462e-09,2.006160263339248e-13,1.5358773209417465e-13,1.8112483491904673e-11,7.891230025127026e-10,1.4058321463718246e-11,6.202774441647014e-15,2.2100634955500616e-16,1.1358128607500853e-09,1.0608853040561111e-09,9.168829268263711e-14,7.590271804712126e-14,1.3044595674237407e-10,1.4298968754335175e-10,5.0947570583553206e-12,2.183192347294977e-13,0.0
1.73,8.839786329410498e-08,1.0494324956083126e-09,2.8846554816968514e-09,5.526726838805194e-10,1.668150688277504e-07,1.0659069442077988e-09,2.0598405391481067e-09,1.2318065259493114e-14,1.9205252398129602e-14,1.9247911668765122e-08,6.929238928113656e-10,6.859486403257335e-10,1.401983635660876e-11,1.7046011249627807e-14,1.3995840847206285e-06,3.3908211857839484e-11,2.5256226565654945e-11,3.8199002150176137e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.7171445408957915e-16,4.5840507181336326e-10,1.0,3.1335819756337664e-10,3.1482974868249377e-10,1.2204947272176278e-09,1.2257929858389685e-09,2.0546468515630836e-13,1.5748306966466272e-13,1.820855023872698e-11,7.929525749852856e-10,1.4129448171164696e-11,6.562002376752252e-15,2.3385376479318705e-16,1.1612464440901357e-09,1.0850627794508635e-09,9.64762652886789e-14,7.742221554142899e-14,1.3262878186945481e-10,1.4705020384431185e-10,5.240510717342619e-12,2.2325964632757082e-13,0.0
1.74,8.839454491701642e-08,1.0494177746747662e-09,2.884723184628085e-09,5.560049999770128e-10,1.668028621052371e-07,1.0658539622101127e-09,2.0707624552686135e-09,1.2615341042702289e-14,1.9689902230752317e-14,1.923847181794006e-08,7.010264398957493e-10,6.85753841380138e-10,1.4213853376588444e-11,1.8035754060953385e-14,1.39957234333781e-06,3.467638756694045e-11,2.5825354597231178e-11,3.929622388683531e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.7677065870521296e-16,4.715727223960846e-10,1.0,3.133527194822003e-10,3.1482533240242984e-10,1.220434020484929e-09,1.2257320565416296e-09,2.1040780933341005e-13,1.6145719829216897e-13,1.8304410486471265e-11,7.967661027466717e-10,1.420033308286218e-11,6.9396069243389935e-15,2.4736175258972417e-16,1.1870980754318408e-09,1.1096444021420945e-09,1.0148389162097077e-13,7.896665875801971e-14,1.3483578134978122e-10,1.511998591596688e-10,5.38950729642625e-12,2.282820466942828e-13,0.0
1.75,8.839122558633605e-08,1.0494030433256923e-09,2.884790896048908e-09,5.593382644988286e-10,1.6679065594011638e-07,1.0658009821383694e-09,2.081661606018346e-09,1.2918422073395849e-14,2.018432883309137e-14,1.9228951960782326e-08,7.091867970372794e-10,6.855568281387673e-10,1.4410069110326169e-11,1.9077370072570394e-14,1.3995603412859136e-06,3.5457336075283724e-11,2.640390610509556e-11,4.0418230064046967e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.8194907959591763e-16,4.850378381386362e-10,1.0,3.133472463901407e-10,3.148209129977077e-10,1.2203733661190893e-09,1.2256711294591248e-09,2.154470248044641e-13,1.6551149643134922e-13,1.8400062061198224e-11,8.005634204146351e-10,1.4270973278801895e-11,7.33675665327045e-15,2.615724263236161e-16,1.2133724587030152e-09,1.1346347544090792e-09,1.0671991515452467e-13,8.05364383644132e-14,1.3706713024672472e-10,1.554400408482814e-10,5.5417987203382004e-12,2.3338736208959373e-13,0.0
1.76,8.838790530333094e-08,1.0493883015771945e-09,2.8848586150751937e-09,5.626724759181403e-10,1.6677845033057603e-07,1.065748004860588e-09,2.092537752223508e-09,1.3227399620820843e-14,2.068868557862334e-14,1.921935134904627e-08,7.17405472517009e-10,6.853575700166495e-10,1.460851389815092e-11,2.0172575832524316e-14,1.399548074357168e-06,3.6251195448940674e-11,2.6991982987762638e-11,4.156542748066942e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.8725201019603836e-16,4.988053023438656e-10,1.0,3.133417704238005e-10,3.1481649047315836e-10,1.2203127106393814e-09,1.2256102055896762e-09,2.205838323807963e-13,1.6964722174471138e-13,1.849550286871764e-11,8.043443654225425e-10,1.434136589032005e-11,7.754076450811288e-15,2.765085510711091e-16,1.2400740999346162e-09,1.1600382543661016e-09,1.1219333114373107e-13,8.213194984746731e-14,1.3932301029425349e-10,1.5977211094485775e-10,5.697436074970972e-12,2.3857648362714837e-13,0.0
1.77,8.838458406931193e-08,1.0493735494249421e-09,2.8849263417097473e-09,5.66007632669486e-10,1.6676624527560085e-07,1.0656950303782932e-09,2.103390648662045e-09,1.3542370003308821e-14,2.120313511788715e-14,1.9209669221222376e-08,7.256829817714592e-10,6.851560357802224e-10,1.4809218714656425e-11,2.1323769184148636e-14,1.3995355382571923e-06,3.7058107211477744e-11,2.7589689794669933e-11,4.273823118263892e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.9268187524589792e-16,5.128800979608511e-10,1.0,3.1333629206315956e-10,3.148120648274826e-10,1.2202520537160514e-09,1.2255492849350372e-09,2.2581981662335592e-13,1.7386570796667461e-13,1.8590730761727512e-11,8.081087720762052e-10,1.4411507985344773e-11,8.192451051543804e-15,2.922021832420749e-16,1.267207630909793e-09,1.1858594307672878e-09,1.1791345407018973e-13,8.375359641365678e-14,1.4160360385725972e-10,1.6419745682372503e-10,5.856471410671113e-12,2.4385032571032424e-13,0.0
1.78,8.838126188560528e-08,1.0493587868615677e-09,2.884994075973941e-09,5.693437331708761e-10,1.6675404077417493e-07,1.06564205867748e-09,2.114220048270051e-09,1.3863431091755458e-14,2.1727842668517634e-14,1.9199904803447433e-08,7.340198507351988e-10,6.849521936987656e-10,1.5012215027473987e-11,2.253344442340659e-14,1.3995227286447932e-06,3.787821394085352e-11,2.8197131876497827e-11,4.393706078209771e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-1.982411397876424e-16,5.272672628295958e-10,1.0,3.133308120296451e-10,3.148076360584703e-10,1.2201913960120483e-09,1.2254883674791018e-09,2.311565875117869e-13,1.781683098818446e-13,1.8685743576995245e-11,8.118564732065004e-10,1.4481396600244818e-11,8.6527997564636e-15,3.0868664378803124e-16,1.2947777185155848e-09,1.2121028461073127e-09,1.2388990971385099e-13,8.540178831360087e-14,1.4390909567465564e-10,1.6871747687191196e-10,6.018957233474766e-12,2.492098096799703e-13,0.0
1.79,8.837793875355251e-08,1.0493440138767653e-09,2.885061817895637e-09,5.726807758239711e-10,1.6674183682527012e-07,1.0655890897405928e-09,2.1250257021851063e-09,1.4190682279610337e-14,2.2262975952114444e-14,1.919005730941577e-08,7.42416615973472e-10,6.847460115422932e-10,1.5217534799474975e-11,2.3804185834515824e-14,1.3995096411322492e-06,3.8711659244539006e-11,2.881441536620227e-11,4.516234043198551e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.0393230833132176e-16,5.419718893696606e-10,1.0,3.1332533117698027e-10,3.1480320416302955e-10,1.220130738451068e-09,1.2254274532016815e-09,2.365957799346518e-13,1.8255640280733844e-13,1.8780539135744025e-11,8.155873001782736e-10,1.4551028739961125e-11,9.136073807366834e-15,3.259964261639253e-16,1.3227890637412007e-09,1.2387730958252482e-09,1.3013264361170613e-13,8.707694293951802e-14,1.4623967292081086e-10,1.7333358022342938e-10,6.184946496543465e-12,2.5465586364536467e-13,0.0
1.8,8.837461467451065e-08,1.049329230457138e-09,2.885129567509623e-09,5.760187590139533e-10,1.6672963342784609e-07,1.0655361235462398e-09,2.135807359728772e-09,1.4524224503530163e-14,2.280870522825528e-14,1.918012594027587e-08,7.508738247679123e-10,6.845374565771985e-10,1.5425210493069557e-11,2.5138669678641358e-14,1.3994962712850198e-06,3.955858776939589e-11,2.9441647186803605e-11,4.641449885405591e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.0975792533881924e-16,5.569991249183495e-10,1.0,3.1331985049873807e-10,3.147987691371414e-10,1.220070082237406e-09,1.2253665420781757e-09,2.421390540245041e-13,1.8703138287169327e-13,1.887511524350142e-11,8.193010828753187e-10,1.4620401377675955e-11,9.643257008146711e-15,3.441672200710299e-16,1.3512464019843616e-09,1.2658748086206685e-09,1.3665192996134142e-13,8.877948493495172e-14,1.485955252419785e-10,1.7804718669511646e-10,6.3544925987721455e-12,2.601894225516659e-13,0.0
1.81,8.837128964985245e-08,1.049314436586044e-09,2.885197324858051e-09,5.79357681109398e-10,1.6671743058085048e-07,1.06548316006891e-09,2.1465647683890877e-09,1.4864160264032005e-14,2.3365203328509068e-14,1.9170109884526994e-08,7.593920352022577e-10,6.84326495561902e-10,1.5635275074505428e-11,2.6539666182588502e-14,1.3994826146214528e-06,4.041914521155482e-11,3.007893505917532e-11,4.769396936689287e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.15720575707781e-16,5.72354172068897e-10,1.0,3.1331437113597443e-10,3.147943309758132e-10,1.2200094288757304e-09,1.2253056340792465e-09,2.4778809549281074e-13,1.9159466729377434e-13,1.896946968994805e-11,8.229976496854609e-10,1.46895114544835e-11,1.0175366340377732e-14,3.632359350422702e-16,1.380154503355518e-09,1.2934126467697542e-09,1.4345838073010674e-13,9.050984630541019e-14,1.509768447923751e-10,1.828597267185201e-10,6.5276493832565e-12,2.6581142824734833e-13,0.0
1.82,8.836796368096655e-08,1.0492996322434438e-09,2.8852650899908764e-09,5.826975404621459e-10,1.6670522828321898e-07,1.0654301992786883e-09,2.1572976738030635e-09,1.521059364614651e-14,2.3932645690449197e-14,1.916000831791579e-08,7.679718162480639e-10,6.841130947424968e-10,1.5847762018166547e-11,2.8010041527495808e-14,1.3994686666124922e-06,4.129347832629365e-11,3.0726387509832895e-11,4.900118991392711e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.218228852555454e-16,5.880422890086529e-10,1.0,3.1330889438479204e-10,3.147898896730331e-10,1.219948780190848e-09,1.2252447291704915e-09,2.535446159647229e-13,1.962476946616834e-13,1.9063600248766272e-11,8.266768274857417e-10,1.475835587906203e-11,1.0733452573039728e-14,3.8324072386482014e-16,1.4095181729799027e-09,1.3213913064413968e-09,1.5056295497382398e-13,9.226846652991986e-14,1.5338382626989305e-10,1.8777264126772298e-10,6.7044711356162996e-12,2.7152282955162176e-13,0.0
1.83,8.836463676925783e-08,1.0492848174057464e-09,2.8853328629662923e-09,5.860383354071736e-10,1.6669302653387535e-07,1.0653772411409716e-09,2.168005819739178e-09,1.5563630340071147e-14,2.451121039166671e-14,1.9149820403332924e-08,7.766137478504191e-10,6.838972198483963e-10,1.6062705310871866e-11,2.9552759837527993e-14,1.3994544226813871e-06,4.2181734937915736e-11,3.138411387872258e-11,5.033660309145264e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.280675212030726e-16,6.040687898572692e-10,1.0,3.133034217040066e-10,3.1478544522172393e-10,1.2198881383475235e-09,1.2251838273121171e-09,2.5941035331369907e-13,2.0099192521166702e-13,1.9157504677488954e-11,8.303384416277167e-10,1.4826931527347675e-11,1.1318600866229827e-14,4.042210058346548e-16,1.4393422512973608e-09,1.3498155180133036e-09,1.579769683690209e-13,9.40557926734928e-14,1.558166669514273e-10,1.9278738178303418e-10,6.885012582171331e-12,2.773245823218344e-13,0.0
1.84,8.836130891587616e-08,1.049269992327233e-09,2.8854006434272677e-09,5.893800642430165e-10,1.6668082533155523e-07,1.0653242857585118e-09,2.1786889444172986e-09,1.592338092586817e-14,2.5101084145489076e-14,1.9139545295375147e-08,7.853184126575035e-10,6.836788361517343e-10,1.628013938319422e-11,3.117153167926561e-14,1.3994398781723472e-06,4.30840660231008e-11,3.20522259442302e-11,5.170065900975043e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.3445727871577016e-16,6.204390796486844e-10,1.0,3.1329794414087366e-10,3.1478099769816985e-10,1.2198274924912348e-09,1.2251229286222883e-09,2.653871263950996e-13,2.0582888999301042e-13,1.9251180684926105e-11,8.339823147241592e-10,1.4895235218558693e-11,1.1932178850030512e-14,4.2622632999094456e-16,1.4696316954375498e-09,1.3786901127392256e-09,1.6571212040461214e-13,9.587227905089338e-14,1.5827556397273242e-10,1.9790542098357271e-10,7.06932927601277e-12,2.832176638099585e-13,0.0
1.85,8.83579801221688e-08,1.0492551570707757e-09,2.8854684313082364e-09,5.927227252640445e-10,1.6666862467509998e-07,1.0652713331340036e-09,2.189346786593295e-09,1.6289955455977432e-14,2.570245240235015e-14,1.9129182132468922e-08,7.940864100282761e-10,6.834579083567926e-10,1.6500099235348876e-11,3.2869738915669147e-14,1.399425028401985e-06,4.400062226622418e-11,3.273083523656159e-11,5.309381060093821e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.409949380102564e-16,6.371585969501742e-10,1.0,3.1329245996925913e-10,3.147765471212327e-10,1.2197668410600334e-09,1.225062033104104e-09,2.714767447342376e-13,2.107601096992712e-13,1.9344625985034454e-11,8.376082686375743e-10,1.4963263754327187e-11,1.2575424447290733e-14,4.493016601507421e-16,1.500391444418897e-09,1.4080199125191737e-09,1.7378047668605154e-13,9.771838808175171e-14,1.6076071891265653e-10,2.0312823461843125e-10,7.257476948001786e-12,2.892030489214091e-13,0.0
1.86,8.83546503896999e-08,1.0492403114876588e-09,2.8855362268656794e-09,5.960663167617171e-10,1.6665642456346946e-07,1.0652183831596798e-09,2.1999790858020137e-09,1.666346324373269e-14,2.631549895981044e-14,1.9118730036435222e-08,8.029183567124742e-10,6.832344005911138e-10,1.6722620446682576e-11,3.465039071531506e-14,1.399409868661232e-06,4.4931553921770944e-11,3.342005293051562e-11,5.4516513445498e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.4768325871797453e-16,6.542328117366914e-10,1.0,3.1328697544927915e-10,3.147720934462976e-10,1.2197061927539203e-09,1.2250011406336316e-09,2.7768100500556847e-13,2.157870914704456e-13,1.9437838299068852e-11,8.412161245450452e-10,1.5031013920009253e-11,1.3249429314862203e-14,4.7348677861252355e-16,1.5316264136904613e-09,1.4378097254966702e-09,1.8219447649357096e-13,9.959459044636397e-14,1.6327233806519017e-10,2.0845730061843346e-10,7.449511477250444e-12,2.9528170926809726e-13,0.0
1.87,8.835131971988985e-08,1.049225455591888e-09,2.885604030114829e-09,5.994108369985892e-10,1.6664422499550743e-07,1.0651654358063026e-09,2.2105855774690023e-09,1.7044017224792458e-14,2.6940413924904655e-14,1.910818811859066e-08,8.118148758236703e-10,6.830082764859321e-10,1.6947739082918033e-11,3.651698532071286e-14,1.3993943941737526e-06,4.587701358167745e-11,3.4119992003976544e-11,5.596922956797641e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.5452509481419827e-16,6.716672718010377e-10,1.0,3.1328149076247337e-10,3.1476763667756643e-10,1.2196455487625401e-09,1.2249402511772478e-09,2.8400176370963695e-13,2.2091139418421816e-13,1.9530815312314116e-11,8.448057013304212e-10,1.5098482452917624e-11,1.39554685006399e-14,4.988280641272435e-16,1.5633416032443829e-09,1.4680644346136783e-09,1.909669665328083e-13,1.0150136460313204e-13,1.6581062880546882e-10,2.13894113487496e-10,7.645489404693809e-12,3.014546322383417e-13,0.0
1.8800000000000001,8.834798811417076e-08,1.0492105893989636e-09,2.885671841072593e-09,6.027562842193091e-10,1.6663202597004264e-07,1.0651124910414644e-09,2.221165994988142e-09,1.7431732110630357e-14,2.75773903378232e-14,1.9097555476975255e-08,8.207766017050381e-10,6.827794991353514e-10,1.7175491742200038e-11,3.847314220727349e-14,1.3993786001134145e-06,4.683715499910116e-11,3.4830766320588865e-11,5.745242584435158e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.6152334587400813e-16,6.894675832744263e-10,1.0,3.132760060727427e-10,3.147631768196891e-10,1.219584910438472e-09,1.224879364697684e-09,2.904409063858006e-13,2.261346007701502e-13,1.9623554692481267e-11,8.483768162571398e-10,1.516566605554478e-11,1.4694859353539274e-14,5.253734553289068e-16,1.5955420515212301e-09,1.4987889599712371e-09,2.0011120191355702e-13,1.0343919716112608e-13,1.6837580119068017e-10,2.1944017796986225e-10,7.845467708423458e-12,3.077228128898845e-13,0.0
1.8900000000000001,8.834465557398639e-08,1.0491957129259986e-09,2.885739659757584e-09,6.061026566504703e-10,1.666198274858885e-07,1.0650595488294392e-09,2.231720069700608e-09,1.7826724412337773e-14,2.8226624211677766e-14,1.9086831196253573e-08,8.298041800070035e-10,6.825480310920521e-10,1.7405915559323777e-11,4.052260469581025e-14,1.3993624816039665e-06,4.781213310029956e-11,3.555249063910658e-11,5.896657403278315e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.6868095763925587e-16,7.076394109980935e-10,1.0,3.1327052152367903e-10,3.1475871387779955e-10,1.2195242793041984e-09,1.224818481153855e-09,2.9700034799800804e-13,2.3145831853575764e-13,1.9716054089525313e-11,8.519292849533353e-10,1.5232561395227673e-11,1.5468962309228852e-14,5.531724809969366e-16,1.6282328357732275e-09,1.5299882592095858e-09,2.0964085713207078e-13,1.0540858299733728e-13,1.7096806798866597e-10,2.2509700895702425e-10,8.049503801263973e-12,3.140872540309246e-13,0.0
1.9000000000000001,8.834132210079214e-08,1.0491808261918382e-09,2.885807486190146e-09,6.094499525004659e-10,1.6660762954184344e-07,1.065006609131038e-09,2.2422475308738317e-09,1.8229112464426514e-14,2.888831457226687e-14,1.9076014347615836e-08,8.38898267764897e-10,6.82313834363e-10,1.763904820996313e-11,4.2669242565039704e-14,1.3993460337187167e-06,4.880210399650907e-11,3.628528062274238e-11,6.051215080436239e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.76000922585529e-16,7.261884788949137e-10,1.0,3.132650372359846e-10,3.1475424785755143e-10,1.2194636570589531e-09,1.2247576005006937e-09,3.0368203332040504e-13,2.368841794925883e-13,1.9808311135463105e-11,8.554629213971079e-10,1.5299165103814932e-11,1.6279181667451956e-14,5.822762900783434e-16,1.6614190724248812e-09,1.5616673278882901e-09,2.1957003730219957e-13,1.0741002537483242e-13,1.735876447059205e-10,2.3086613138982204e-10,8.257655528175319e-12,3.2054896630113164e-13,0.0
1.9100000000000001,8.833798769605501e-08,1.0491659292171766e-09,2.8858753203923857e-09,6.127981699593397e-10,1.665954321366903e-07,1.0649536719034602e-09,2.25274810568046e-09,1.863901644863146e-14,2.956266349784142e-14,1.9065103988679036e-08,8.480595334766041e-10,6.820768704051544e-10,1.7874927914899006e-11,4.4917054664082617e-14,1.3993292514802103e-06,4.980722499582402e-11,3.702925284851694e-11,6.20896377738623e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.8348628048911514e-16,7.451205703410118e-10,1.0,3.1325955330489764e-10,3.1474977876515296e-10,1.2194030455856641e-09,1.224696722688979e-09,3.104879373227659e-13,2.424138406822996e-13,1.990032344419117e-11,8.589775379019536e-10,1.536547377733668e-11,1.7126966360718317e-14,6.127376814618943e-16,1.6951059174309846e-09,1.5938311998663686e-09,2.299132896401176e-13,1.0944403606180911e-13,1.7623474961496067e-10,2.3674908015561973e-10,8.469981163477132e-12,3.2710896825263995e-13,0.0
1.92,8.833465236125358e-08,1.0491510220246772e-09,2.8859431623881983e-09,6.161473071986407e-10,1.6658323526919674e-07,1.064900737100147e-09,2.263221519177318e-09,1.905655841771321e-14,3.024987615887028e-14,1.905409916338808e-08,8.572886571802174e-10,6.818371001211757e-10,1.811359344424764e-11,4.727017152496481e-14,1.399312129859908e-06,5.082765461507551e-11,3.7784524816608067e-11,6.369952153048758e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.911401189939661e-16,7.644415285373758e-10,1.0,3.132540697975753e-10,3.1474530660740316e-10,1.219342446957815e-09,1.224635847665169e-09,3.174200655557522e-13,2.480489845027363e-13,1.999208861130366e-11,8.624729451023688e-10,1.5431483975677044e-11,1.801381071414086e-14,6.446111334962516e-16,1.7292985666319532e-09,1.6264849476824164e-09,2.4068561520747675e-13,1.1151113545155278e-13,1.7890960378104626e-10,2.427473999804569e-10,8.686539407890809e-12,3.337682864310232e-13,0.0
1.93,8.833131609788867e-08,1.0491361046307376e-09,2.886011012121377e-09,6.194973623661268e-10,1.665710389380154e-07,1.064847804760908e-09,2.2736674933866568e-09,1.9481863347641707e-14,3.09501626069146e-14,1.9042998903878744e-08,8.665863276647868e-10,6.815944838957962e-10,1.835508407824903e-11,4.9733083554534046e-14,1.3992946637676807e-06,5.186355309613872e-11,3.855121536031337e-11,6.534229461388874e-10,20000000.0,20000000.0,10000000.0,20000000.0,10000000.0,100000000.0,10000000.0,400000000.0,0.005,0.4,0.3,1.15,8.2,32.0,100000.0,24.0,44.0,0.001,70.0,0.02,-2.9896560162353733e-16,7.841572684502194e-10,1.0,3.132485862303949e-10,3.1474083138922127e-10,1.2192818580811614e-09,1.224574975475044e-09,3.244804716639053e-13,2.5379133337669966e-13,2.0083604205983097e-11,8.659489516869367e-10,1.549719221705527e-11,1.8941341112310036e-14,6.779559083579829e-16,1.7640022768148033e-09,1.6596336990764391e-09,2.519024871797069e-13,1.1361185240809943e-13,1.8161243019834905e-10,2.4886264894184107e-10,8.907389514784112e-12,3.405279589949621e-13,0.0
