Time,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp,Hill,Bias,cell,complex_r1,complex_r2,complex_r3,complex_r4,complex_r5,complex_r6,complex_r7,complex_r8,complex_r9,complex_r10,complex_r11,complex_r12,phosphorylation_r1,phosphorylation_r2,phosphorylation_r3,phosphorylation_r4,phosphorylation_r5,phosphorylation_r6,phosphorylation_r7,phosphorylation_r8,phosphorylation_r9,phosphorylation_r10,phosphotransfer_r1,phosphotransfer_r2,phosphotransfer_r3,phosphotransfer_r4,phosphotransfer_r5,phosphotransfer_r6,phosphotransfer_r7,phosphotransfer_r8,phosphotransfer_r9,phosphotransfer_r10,phosphotransfer_r11,phosphotransfer_r12
2.12,4.774569991448828e-07,4.0801147293213614e-11,4.138803408773565e-08,6.775739887307154e-07,5.784288839245079e-11,3.2626115445550405e-07,2.7891162406047458e-11,2.650278096925888e-07,8.344633916822339e-07,3.819281429181348e-07,5.646038402864855e-10,4.8826920471973395e-14,3.2569235185896264e-09,2.741868233753535e-13,9.5886947510399e-07,5.589659631824024e-08,8.577433419762185e-06,1.4225665802378257e-06,2e-05,1.4056737389695736e-06,5.943262610304281e-07,1.63e-06,4.0,0.8008514249184813,1.41,-1.1171695985381626e-08,-1.932192808646514e-08,-1.6762939497769502e-08,6.805474319367209e-08,-1.0569484615098339e-07,-9.095933712426314e-08,2.0553733204789285e-09,1.6985713049174463e-08,-2.230837170847291e-11,-2.1178582387481114e-08,7.381607200795292e-09,-1.3624892322728824e-10,2.09560923783977e-05,1.5281966171630266e-08,2.168711065730401e-08,1.0442640770657319e-08,1.0424435105949818e-10,1.807127511604954e-11,1.4996784591112205e-08,7.421529849100736e-08,2.0058188781353346e-05,2.9330000981851625e-07,4.852072367433529e-10,6.878676190270598e-10,3.3168169863814825e-10,3.260629657429289e-12,5.806497300342869e-13,6.647223140081429e-07,1.4803693960320131e-08,2.0986871064903122e-08,1.0119623095142433e-08,9.94819530939074e-11,1.7715648594327864e-11,2.028070679905656e-05
2.13,4.7670868865400043e-07,4.07465555505828e-11,4.107595483599859e-08,6.781262588107882e-07,5.7909620904072095e-11,3.255655292199538e-07,2.7836335583103707e-11,2.642029698086855e-07,8.349936441097105e-07,3.813310220421829e-07,5.638356062022348e-10,4.84111403982222e-14,3.2414688912544275e-09,2.755273639172035e-13,9.597126174460986e-07,5.596138424528019e-08,8.575946125930702e-06,1.4240538740693102e-06,2e-05,1.4030348378638281e-06,5.969651621361737e-07,1.63e-06,4.0,0.8001839541801832,1.41,-1.100457406070093e-08,-1.9061530293949058e-08,-1.6502352981809717e-08,6.765879240798377e-08,-1.0475735761266654e-07,-9.029352465430284e-08,2.0330453719343577e-09,1.672226243339384e-08,-2.2006078110346024e-11,-2.0885125842291533e-08,7.547730564590306e-09,-1.339939113482682e-10,2.0974519254284484e-05,1.525801499774859e-08,2.1704787165756896e-08,1.0420375893743063e-08,1.0374969480238047e-10,1.804668624771493e-11,1.4994184206577238e-08,7.42928906101959e-08,2.0079159624377276e-05,2.946023075142017e-07,4.836483606851651e-10,6.873683637721187e-10,3.304082490000231e-10,3.270420188450859e-12,5.746244897543161e-13,6.642434283384542e-07,1.4781323218765422e-08,2.100744007666241e-08,1.0097979275060265e-08,9.995100117404498e-11,1.756174734148589e-11,2.0300692834567274e-05
2.14,4.759668110359006e-07,4.069282736552082e-11,4.0770115616502264e-08,6.786768988165091e-07,5.797571122426081e-11,3.2487344151191724e-07,2.7781754419489827e-11,2.633856852940432e-07,8.355201219702402e-07,3.8073846115687864e-07,5.630738262269432e-10,4.8021362250493915e-14,3.226185468480926e-09,2.7676850629989174e-13,9.605478203763367e-07,5.602559320593149e-08,8.574473152969063e-06,1.4255268470309479e-06,2e-05,1.4004088191113648e-06,5.995911808886371e-07,1.63e-06,4.0,0.7995219467582234,1.41,-1.0840949118329607e-08,-1.8806369120586064e-08,-1.6244403715054387e-08,6.726038366625515e-08,-1.0382889659190235e-07,-8.96343612051638e-08,2.011004335238966e-09,1.6461501355645e-08,-2.170987384584718e-11,-2.0598008416609214e-08,7.708971118536359e-09,-1.317901110952008e-10,2.0992772614324838e-05,1.5234269720826073e-08,2.1722411500420007e-08,1.0398224242471935e-08,1.03260518289669e-10,1.8022303956045773e-11,1.499160886065111e-08,7.436973560960454e-08,2.0099928543136364e-05,2.9589824776854236e-07,4.821065879239488e-10,6.868648390963146e-10,3.291431855892598e-10,3.2790034228515195e-12,5.689311016432793e-13,6.637608965901626e-07,1.4759297208819868e-08,2.1027802889326895e-08,1.0076448283540085e-08,1.003839965659991e-10,1.7417358382621966e-11,2.03204946660309e-05
2.15,4.752312863916078e-07,4.063990581390473e-11,4.047037619979139e-08,6.792258749821418e-07,5.8039448543530395e-11,3.241848781710319e-07,2.7727869327507337e-11,2.625758679435175e-07,8.36042804991912e-07,3.801504405968777e-07,5.623183861250676e-10,4.77556892149246e-14,3.211071742810515e-09,2.772039188618417e-13,9.61375892032906e-07,5.608854543430051e-08,8.573013620281698e-06,1.4269863797183122e-06,2e-05,1.397795654682703e-06,6.022043453172991e-07,1.63e-06,4.0,0.7988650371834145,1.41,-1.0680732965000988e-08,-1.8556318563972737e-08,-1.5989065793320126e-08,6.686031787264508e-08,-1.0290924902930233e-07,-8.898174114363978e-08,1.9893013119100796e-09,1.6203394315619305e-08,-2.1419603787941315e-11,-2.0317083844937992e-08,7.865446552482547e-09,-1.2963618753294953e-10,2.101087012037916e-05,1.521072778353619e-08,2.1739982580553413e-08,1.0376185395620217e-08,1.0277677327213615e-10,1.799812458470504e-11,1.498905701370052e-08,7.444587942990433e-08,2.0120507954028205e-05,2.971878444140871e-07,4.805811605536823e-10,6.863368647228075e-10,3.2789179389621223e-10,3.278033705261997e-12,5.647277986086535e-13,6.632667502236567e-07,1.4737593514742839e-08,2.1047337175710842e-08,1.0055192279478519e-08,1.0052480671551675e-10,1.731805036381616e-11,2.0339864645086994e-05
2.16,4.745020361305478e-07,4.0587215728570305e-11,4.0176599101760365e-08,6.797731551625028e-07,5.8098425729652374e-11,3.2349982563878747e-07,2.767541764022216e-11,2.6177343051570086e-07,8.365616736496035e-07,3.795669405894752e-07,5.615691688860877e-10,4.77504615263623e-14,3.19612693313233e-09,2.7576962972107643e-13,9.621980905244618e-07,5.614911118671647e-08,8.571566231719386e-06,1.4284337682806238e-06,2e-05,1.395195289273043e-06,6.048047107269589e-07,1.63e-06,4.0,0.798212669880056,1.41,-1.0523839650946104e-08,-1.831125556072089e-08,-1.5736315772684962e-08,6.64597994666852e-08,-1.0199813102652057e-07,-8.833554522651766e-08,1.9680253894060717e-09,1.5947901281384692e-08,-2.1135110955282803e-11,-2.004220857401383e-08,8.017272238875713e-09,-1.275308828622767e-10,2.102883926841211e-05,1.5187386670430442e-08,2.1757499377286227e-08,1.0354258919220671e-08,1.0229843474876649e-10,1.7974144388537007e-11,1.4986526399538174e-08,7.452138969120013e-08,2.0140916132756798e-05,2.9847112474375417e-07,4.79065199920717e-10,6.857561780879337e-10,3.266627002297552e-10,3.2550060511145895e-12,5.636155125893643e-13,6.627477320919057e-07,1.4716001129031531e-08,2.1065167523444594e-08,1.0034476864921789e-08,9.998779441949466e-11,1.7313231102942595e-11,2.0358390413959612e-05
2.17,4.7377898418615457e-07,4.053505778897421e-11,3.988865099204696e-08,6.803187088882797e-07,5.8154750626888446e-11,3.228182714038013e-07,2.762379464678381e-11,2.609782883196333e-07,8.37076714956819e-07,3.789879415686776e-07,5.608260952749771e-10,4.788550172343878e-14,3.181347456670481e-09,2.733703179907283e-13,9.63013582275342e-07,5.6208244159796426e-08,8.570131673879214e-06,1.429868326120797e-06,2e-05,1.3926077300701863e-06,6.073922699298155e-07,1.63e-06,4.0,0.7975651811611089,1.41,-1.037018600806469e-08,-1.807106095905064e-08,-1.5486117223753317e-08,6.605813720185821e-08,-1.0109559107212372e-07,-8.76957239139778e-08,1.947106664530054e-09,1.5695013949164587e-08,-2.0856268079700226e-11,-1.9773243742474445e-08,8.164560078786231e-09,-1.25472818223597e-10,2.1046661840627602e-05,1.516424394684625e-08,2.1774960915387168e-08,1.0332444412821469e-08,1.0182538804565208e-10,1.795036083146619e-11,1.498401821861042e-08,7.459623057372197e-08,2.016114339830324e-05,2.997480852103639e-07,4.775622185413906e-10,6.85147949527593e-10,3.2544867025299254e-10,3.2207018483276565e-12,5.641611900016416e-13,6.622152587277175e-07,1.4694630106510057e-08,2.108206071513005e-08,1.0014083280352295e-08,9.91012699645257e-11,1.7359287828176788e-11,2.0376419867576426e-05
2.18,4.730620561978242e-07,4.048366308689921e-11,3.960640154787327e-08,6.808625073124058e-07,5.821172220450188e-11,3.22140203112025e-07,2.7572104313900358e-11,2.6019035811310704e-07,8.375879187169663e-07,3.784134240455956e-07,5.60089097818514e-10,4.79719184172169e-14,3.1667292149341128e-09,2.7138764361234235e-13,9.638210823104209e-07,5.6267345229556865e-08,8.568711069497278e-06,1.431288930502732e-06,2e-05,1.390032986964338e-06,6.099670130356641e-07,1.63e-06,4.0,0.7969231059620615,1.41,-1.0219691137583986e-08,-1.7835618664639595e-08,-1.5238430547338905e-08,6.56542279675031e-08,-1.002017504668731e-07,-8.706224355586786e-08,1.9264439924571007e-09,1.5444732565491287e-08,-2.0582956928134402e-11,-1.9510053634986555e-08,8.307419464026642e-09,-1.2346062347321784e-10,2.1064309753894247e-05,1.514129723272376e-08,2.1792366271548173e-08,1.0310741481006586e-08,1.0135750198239615e-10,1.792677175387718e-11,1.498153443390904e-08,7.467034350432753e-08,2.0181173920088525e-05,3.0101872093310017e-07,4.760748854685359e-10,6.845511712205368e-10,3.242390980082637e-10,3.1914315923682313e-12,5.641343649451793e-13,6.616859220046336e-07,1.467356594872144e-08,2.1099215822513525e-08,9.993687827274924e-09,9.836620954150988e-11,1.7387732603908313e-11,2.0394463791804527e-05
2.19,4.723511788197777e-07,4.04313180964683e-11,3.932972150131557e-08,6.814045236880893e-07,5.82694655249246e-11,3.214656073753191e-07,2.7520670903723743e-11,2.594095564618744e-07,8.380952728997732e-07,3.7784336873985177e-07,5.59358083902258e-10,4.799651437385438e-14,3.1522708908269576e-09,2.696323133728384e-13,9.646212276722541e-07,5.6325893710586574e-08,8.567303751075858e-06,1.4326962489241528e-06,2e-05,1.3874709660242258e-06,6.125290339757763e-07,1.63e-06,4.0,0.7962861708124451,1.41,-1.0072275588721014e-08,-1.7604814259560112e-08,-1.4993227022320675e-08,6.524870241937413e-08,-9.931642821923953e-08,-8.64350085637304e-08,1.9060890668404784e-09,1.519703200002506e-08,-2.031503832262259e-11,-1.9252503120276125e-08,8.445958946309703e-09,-1.2149311496320112e-10,2.1081796930777114e-05,1.5118544180484624e-08,2.1809714589684674e-08,1.0289149695261838e-08,1.0089473440269844e-10,1.790337419145957e-11,1.497907387838103e-08,7.474376330637305e-08,2.0201017109830556e-05,3.0228307826704553e-07,4.745829886049092e-10,6.839672411185875e-10,3.230377554038303e-10,3.1649452733551803e-12,5.633832955881791e-13,6.611535866634938e-07,1.4652186308886834e-08,2.1116676506894078e-08,9.973407160874738e-09,9.771392762928706e-11,1.7393790355905042e-11,2.0412332011855976e-05
2.2,4.7164627951617856e-07,4.037794060511457e-11,3.905848609797826e-08,6.819447320828716e-07,5.832858251727431e-11,3.207944707332601e-07,2.7469355015789856e-11,2.5863580208660325e-07,8.385987673659733e-07,3.772777555216479e-07,5.586329559891454e-10,4.7924290253857853e-14,3.13797002146746e-09,2.6834016379614364e-13,9.654139191934167e-07,5.638410267830397e-08,8.565909725590039e-06,1.4340902744099714e-06,2e-05,1.384921630812887e-06,6.150783691871148e-07,1.63e-06,4.0,0.7956544060885624,1.41,-9.927862704888077e-09,-1.737853728302319e-08,-1.475048211341763e-08,6.484152413179397e-08,-9.843956000873509e-08,-8.581394865585594e-08,1.8860273361772717e-09,1.495188022042263e-08,-2.005238550186451e-11,-1.9000462035603008e-08,8.580283119773287e-09,-1.1956908659463526e-10,2.109912120397212e-05,1.5095982468474328e-08,2.182700503977647e-08,1.0267668624759456e-08,1.00437006477109e-10,1.7880165022344577e-11,1.4976636564221625e-08,7.48164896159682e-08,2.02206728691806e-05,3.035411751938411e-07,4.730855971553917e-10,6.834031621691214e-10,3.2184296738185584e-10,3.1439906227955097e-12,5.615019273697882e-13,6.606207866445167e-07,1.4630461491641802e-08,2.1134660846792626e-08,9.953190646574104e-09,9.72298332764164e-11,1.7364790590249132e-11,2.043010194708178e-05
2.21,4.7094728517125097e-07,4.0325492052837344e-11,3.879257543521872e-08,6.824831068857178e-07,5.838623865101614e-11,3.201267785217285e-07,2.7418471315423775e-11,2.5786901545533415e-07,8.390983895946534e-07,3.767165624944908e-07,5.579135688746606e-10,4.7924782986627005e-14,3.1238247433066186e-09,2.6663141662882447e-13,9.66199745991913e-07,5.6441499683026913e-08,8.564528307713547e-06,1.4354716922864639e-06,2e-05,1.382384983554486e-06,6.176150164455159e-07,1.63e-06,4.0,0.7950275274353896,1.41,-9.786378698534966e-09,-1.7156681345747044e-08,-1.4510192803258287e-08,6.443327974526256e-08,-9.757097187697222e-08,-8.51989722512503e-08,1.8662755114027456e-09,1.4709198960997723e-08,-1.9794866210383868e-11,-1.875380543775824e-08,8.710492142946425e-09,-1.1768741214072877e-10,2.111629544865326e-05,1.507360975647623e-08,2.1844236802091172e-08,1.0246297800144965e-08,9.998425855901494e-11,1.7857139598971262e-11,1.4974221293206364e-08,7.488855818658482e-08,2.0240150861239143e-05,3.0479301061586207e-07,4.716057004937174e-10,6.828257158555469e-10,3.206583903361821e-10,3.118248274518486e-12,5.60479232883343e-13,6.600820384300049e-07,1.4609101010240831e-08,2.115214011382922e-08,9.933151378998064e-09,9.659510894325294e-11,1.7362168690418812e-11,2.044760096066327e-05
2.22,4.7025412630665775e-07,4.027377974916329e-11,3.853187008914078e-08,6.830196253441412e-07,5.844488291457864e-11,3.194625175439258e-07,2.7367428585000136e-11,2.571091179373821e-07,8.395941343645943e-07,3.7615976974775434e-07,5.571998373722942e-10,4.7856392337485844e-14,3.1098317838846088e-09,2.654815234881833e-13,9.669779156366434e-07,5.6498983442216056e-08,8.563160178163179e-06,1.4368398218368312e-06,2e-05,1.3798609844544855e-06,6.201390155455164e-07,1.63e-06,4.0,0.7944058696200917,1.41,-9.647750922339078e-09,-1.693914138894701e-08,-1.427233260628057e-08,6.402329882677732e-08,-9.671071182562698e-08,-8.459003388269006e-08,1.846769334619922e-09,1.4468962683195847e-08,-1.954236812727551e-11,-1.851240870915158e-08,8.836686177514795e-09,-1.1584690465799135e-10,2.113330234623884e-05,1.5051423820697193e-08,2.186140914838993e-08,1.0225036799028434e-08,9.953638590679468e-11,1.7834295194775022e-11,1.4971829255500502e-08,7.495993350522748e-08,2.025944148789932e-05,3.060386041717123e-07,4.70140958970365e-10,6.822635836891262e-10,3.1947706919096054e-10,3.099131465162295e-12,5.586575267218384e-13,6.595478850461282e-07,1.4588035980921934e-08,2.117000341584169e-08,9.913075837178849e-09,9.616316226182e-11,1.733462261760679e-11,2.046515644853731e-05
2.23,4.69566733692895e-07,4.0223560266508835e-11,3.827625453965681e-08,6.83554265133359e-07,5.85048663612954e-11,3.1880167376012795e-07,2.7315975659518207e-11,2.563560323106956e-07,8.400859952179717e-07,3.756073562237664e-07,5.564916581693549e-10,4.770139363528452e-14,3.095988364915664e-09,2.6514245638577437e-13,9.67748150000533e-07,5.655693946784946e-08,8.561805507737422e-06,1.4381944922625876e-06,2e-05,1.3773496126709646e-06,6.226503873290374e-07,1.63e-06,4.0,0.7937895365008144,1.41,-9.511909156766651e-09,-1.672581577556809e-08,-1.4036883891303304e-08,6.361137575531454e-08,-9.58587465242707e-08,-8.39870723572416e-08,1.8274699610805795e-09,1.4231128157796924e-08,-1.9294776167662223e-11,-1.8276151374032633e-08,8.958961888264964e-09,-1.14046443687262e-10,2.115013581826165e-05,1.502942244530849e-08,2.1878521364123423e-08,1.0203885172040415e-08,9.909329959585565e-11,1.7811628503026542e-11,1.496946074972811e-08,7.503060666133919e-08,2.0278542340902488e-05,3.072779661468799e-07,4.687001175971138e-10,6.817208014869387e-10,3.1829606626234397e-10,3.08954005226316e-12,5.558346565612101e-13,6.590228215473341e-07,1.4567540482834526e-08,2.118837824185887e-08,9.892873196992407e-09,9.602515146661322e-11,1.727574531606585e-11,2.048290851988841e-05
2.24,4.6888503998819773e-07,4.0173003060850356e-11,3.802561577473574e-08,6.840870029407509e-07,5.856436285425674e-11,3.1814423182676817e-07,2.726496579765312e-11,2.5560968134685687e-07,8.405739624282452e-07,3.7505930007610387e-07,5.557890013050336e-10,4.7558639079348174e-14,3.0822939836248e-09,2.6460852912876815e-13,9.68511850659181e-07,5.66140764252755e-08,8.560462879646948e-06,1.439537120353061e-06,2e-05,1.3748508006640014e-06,6.251491993360007e-07,1.63e-06,4.0,0.7931779082821657,1.41,-9.37878500135252e-09,-1.6516605439219715e-08,-1.3803797701139493e-08,6.31988250171718e-08,-9.501477837282458e-08,-8.338997231867459e-08,1.808463034436071e-09,1.3995727627200978e-08,-1.9051963358573794e-11,-1.8044915331233124e-08,9.077413783580925e-09,-1.1228505423540512e-10,2.1166826496156403e-05,1.5007603474902244e-08,2.1895572703124616e-08,1.0182842428079369e-08,9.865498353387897e-11,1.778913856477021e-11,1.4967113298774723e-08,7.510065156881919e-08,2.0297473396978162e-05,3.085111298723163e-07,4.672617506810121e-10,6.811760294182697e-10,3.171253000820508e-10,3.077724719223882e-12,5.531658393215536e-13,6.584917842361297e-07,1.454694891202672e-08,2.1206599696214867e-08,9.872850778565129e-09,9.581675407965495e-11,1.722134369603563e-11,2.0500386197482004e-05
2.25,4.6820897803312765e-07,4.0123289393465866e-11,3.7779844233435684e-08,6.846178182765045e-07,5.862312344916219e-11,3.1749017716002144e-07,2.72142131218041e-11,2.548699903485207e-07,8.410580310476038e-07,3.745155794632829e-07,5.550917670895124e-10,4.7446375532069684e-14,3.068745865887689e-09,2.6394628004931415e-13,9.692688311002704e-07,5.667068510247085e-08,8.559132369463156e-06,1.440867630536855e-06,2e-05,1.3723645386025495e-06,6.276354613974526e-07,1.63e-06,4.0,0.7925710426967254,1.41,-9.248312277767062e-09,-1.6311414338387968e-08,-1.357305749447163e-08,6.278552007864628e-08,-9.417876116500879e-08,-8.279867164042329e-08,1.7897056919590018e-09,1.3762718821918533e-08,-1.881382006115475e-11,-1.781858636409561e-08,9.192133386325781e-09,-1.1056167766347965e-10,2.118337030369641e-05,1.4985964759906316e-08,2.191256250957608e-08,1.0161908100360807e-08,9.822134892946727e-11,1.7766822189234023e-11,1.4964787034769383e-08,7.517006428510771e-08,2.0316233590569654e-05,3.097381001996428e-07,4.658395748718557e-10,6.806264221613231e-10,3.159625659504837e-10,3.0644701555103293e-12,5.508620988255556e-13,6.57958214665496e-07,1.4526689054217045e-08,2.122457800958969e-08,9.852941218224794e-09,9.556209361832867e-11,1.717802190505925e-11,2.0517695169506954e-05
2.2600000000000002,4.6753848198375657e-07,4.007466893095736e-11,3.753883309282923e-08,6.851466906115082e-07,5.867968268999774e-11,3.16839494433508e-07,2.7164040861630942e-11,2.541368853186956e-07,8.415381949387283e-07,3.739761719276252e-07,5.543998882498813e-10,4.744972345901313e-14,3.0553422198892966e-09,2.625923430143511e-13,9.700196762163289e-07,5.6726285536210835e-08,8.557813319028483e-06,1.4421866809715272e-06,2e-05,1.3698908018983343e-06,6.301091981016677e-07,1.63e-06,4.0,0.7919686620512124,1.41,-9.12042666994893e-09,-1.6110149052090502e-08,-1.3344633570770344e-08,6.237203172512786e-08,-9.335052765872227e-08,-8.221308386305846e-08,1.771207685769571e-09,1.3532092276170738e-08,-1.8580232728020883e-11,-1.7597053032317125e-08,9.303209848639824e-09,-1.0887533435537142e-10,2.1199780023707868e-05,1.4964504192854095e-08,2.1929490126402543e-08,1.0141081698333291e-08,9.779233843199671e-11,1.7744677223213952e-11,1.49624808069894e-08,7.523887914628456e-08,2.0334832201698536e-05,3.1095888926317294e-07,4.6443640622562965e-10,6.800550490873833e-10,3.148115718205297e-10,3.0432551870127096e-12,5.499079500237696e-13,6.574165899749903e-07,1.4506849953046063e-08,2.1241781274419017e-08,9.833260645945858e-09,9.505724739712756e-11,1.7176586529494485e-11,2.053466028840375e-05
2.27,4.6687348805894634e-07,4.0026380802201e-11,3.730247627323737e-08,6.856736020258425e-07,5.873683867392711e-11,3.161921697038953e-07,2.7113888186140805e-11,2.534102928059088e-07,8.420144541847454e-07,3.7344105666949633e-07,5.537132653731997e-10,4.7405155506207756e-14,3.0420804450022294e-09,2.6158382557789953e-13,9.707636222530037e-07,5.6781737475316916e-08,8.556506401836743e-06,1.4434935981632653e-06,2e-05,1.367429541175416e-06,6.325704588245859e-07,1.63e-06,4.0,0.7913710961279123,1.41,-8.995064934587238e-09,-1.5912717444424053e-08,-1.3118510904362964e-08,6.195770462137449e-08,-9.253012625731166e-08,-8.163316733478837e-08,1.7529319885181854e-09,1.3303799374098287e-08,-1.8351102393647498e-11,-1.7380204546424742e-08,9.410732035050804e-09,-1.0722502480326289e-10,2.1216038964339396e-05,1.4943219732302696e-08,2.1946354980041142e-08,1.0120362775712576e-08,9.736786880318636e-11,1.7722700484800003e-11,1.4960195792971363e-08,7.530706101617755e-08,2.035325973410204e-05,3.121735214299331e-07,4.6304334182835197e-10,6.794944115085326e-10,3.1366576602850223e-10,3.0261204319820703e-12,5.484043569654966e-13,6.568769133867114e-07,1.4487157105281219e-08,2.1259224358599724e-08,9.813606676775796e-09,9.467770758677048e-11,1.7157832450865864e-11,2.0551594599092914e-05
2.2800000000000002,4.6621393274642223e-07,3.997832848437761e-11,3.707067191080824e-08,6.861985336574055e-07,5.879346978766399e-11,3.155481874170006e-07,2.7064063161195417e-11,2.5269014079850934e-07,8.424868047074188e-07,3.729102109401454e-07,5.530318354888791e-10,4.73768910749432e-14,3.0289588936450947e-09,2.6044854171516284e-13,9.71501221855524e-07,5.68365892316953e-08,8.555210997587161e-06,1.4447890024128494e-06,2e-05,1.3649807290623712e-06,6.350192709376309e-07,1.63e-06,4.0,0.7907780832658573,1.41,-8.872166219112114e-09,-1.5719030878772175e-08,-1.289466001304695e-08,6.154307647994423e-08,-9.171739680979699e-08,-8.105883847654095e-08,1.7348924993881605e-09,1.3077831626031345e-08,-1.8126321430228646e-11,-1.716793460790798e-08,9.514784917596172e-09,-1.0560983091101723e-10,2.1232159203652478e-05,1.4922109345414737e-08,2.196315646677258e-08,1.0099750834655939e-08,9.694788730889855e-11,1.7700889958492553e-11,1.4957930908181392e-08,7.537464225587834e-08,2.037152493402118e-05,3.133820102077208e-07,4.61659221752604e-10,6.789315245362178e-10,3.1252868266724163e-10,3.0075912533914082e-12,5.47095876488761e-13,6.563339825983568e-07,1.4467574402271785e-08,2.127649981297084e-08,9.794090004673025e-09,9.425253126077432e-11,1.7145006371212163e-11,2.0568333260912536e-05
2.29,4.655597538900567e-07,3.9929993491729064e-11,3.684332008479269e-08,6.867214677943067e-07,5.884962045321156e-11,3.14907532272297e-07,2.701466292528307e-11,2.519763581037744e-07,8.429552446043176e-07,3.7238361228925204e-07,5.523555298403533e-10,4.736067709705936e-14,3.0159758040450117e-09,2.5913120366441906e-13,9.722327018437748e-07,5.689071142099328e-08,8.553926810588901e-06,1.4460731894111092e-06,2e-05,1.3625443310039915e-06,6.374556689960106e-07,1.63e-06,4.0,0.7901895090217647,1.41,-8.751671151382844e-09,-1.5529002723813463e-08,-1.2673054794703026e-08,6.112838751180626e-08,-9.091223199983611e-08,-8.049002519136883e-08,1.7170949460287595e-09,1.28541719056216e-08,-1.790578771443407e-11,-1.6960138901644442e-08,9.615451917069296e-09,-1.0402885261988958e-10,2.1248145698795697e-05,1.4901171042759044e-08,2.1979894019692376e-08,1.007924538543941e-08,9.653233756006869e-11,1.767924344360019e-11,1.4955685635633635e-08,7.544163829157756e-08,2.038963197069664e-05,3.145843726495312e-07,4.602780278372773e-10,6.783669335379992e-10,3.114013974611262e-10,2.9870377864815893e-12,5.459324468907805e-13,6.557863441810583e-07,1.444791363133541e-08,2.129362314374002e-08,9.774745312817916e-09,9.376172952552595e-11,1.7136566084380006e-11,2.05848289258047e-05
2.3000000000000003,4.64910889621062e-07,3.9881939743049006e-11,3.6620322903638574e-08,6.87242389194051e-07,5.890535156069347e-11,3.1427018921350044e-07,2.696555098500448e-11,2.5126887481453583e-07,8.434197742557731e-07,3.718612385644042e-07,5.516842637590407e-10,4.735475770019621e-14,3.0031291005649282e-09,2.57738310397992e-13,9.729579586566689e-07,5.694430133911537e-08,8.55265385203488e-06,1.4473461479651298e-06,2e-05,1.3601203249181284e-06,6.398796750818738e-07,1.63e-06,4.0,0.7896053989386213,1.41,-8.633521868985223e-09,-1.534254831532435e-08,-1.2453677684902495e-08,6.071357462998506e-08,-9.01145774924985e-08,-7.992666720524766e-08,1.6995259146104895e-09,1.2632785273201903e-08,-1.7689404210568716e-11,-1.6756715212146225e-08,9.712814743136206e-09,-1.0248119862698518e-10,2.1263996186441497e-05,1.4880402844101332e-08,2.199656715093399e-08,1.005884594615651e-08,9.612115312178167e-11,1.7657758230135617e-11,1.4953459994897784e-08,7.550804853934081e-08,2.040758068630833e-05,3.1578061965290465e-07,4.5890624368062153e-10,6.778013755490835e-10,3.102822929635327e-10,2.9656962685208187e-12,5.448931049145015e-13,6.552363198709602e-07,1.4428378801611469e-08,2.1310616565682733e-08,9.755523094225187e-09,9.324385920215131e-11,1.7131874391241013e-11,2.0601153193835467e-05
2.31,4.642672792521928e-07,3.9834349414872646e-11,3.640158470021991e-08,6.877612830943879e-07,5.896097168509703e-11,3.136361430764669e-07,2.691660793345774e-11,2.505676218395694e-07,8.438803947997117e-07,3.71343067476607e-07,5.51017956411233e-10,4.734189092360773e-14,2.9904168572643513e-09,2.5642315182536767e-13,9.736769066971797e-07,5.699753669610909e-08,8.551392121376896e-06,1.4486078786231134e-06,2e-05,1.3577086857002807e-06,6.422913142997215e-07,1.63e-06,4.0,0.7890257729173634,1.41,-8.517662046594603e-09,-1.5159585133909478e-08,-1.2236510222259167e-08,6.029858962457075e-08,-8.932437709958554e-08,-7.936870447563817e-08,1.682178546779091e-09,1.24136391582835e-08,-1.7477076273873674e-11,-1.6557563617343967e-08,9.806953251127339e-09,-1.0096600911803686e-10,2.1279708795866862e-05,1.4859802807024934e-08,2.2013175388002076e-08,1.0038552031448476e-08,9.57142723504601e-11,1.7636431730854336e-11,1.4951253985015366e-08,7.557387302776782e-08,2.04253710885859e-05,3.1697076360691253e-07,4.575459209256444e-10,6.772384257456013e-10,3.0916995874194577e-10,2.9453315761896017e-12,5.437791604277104e-13,6.546859883791031e-07,1.4409035695877641e-08,2.1327591843560932e-08,9.736380039392087e-09,9.275437912691682e-11,1.7124692790235956e-11,2.061737050799421e-05
