AA,AAp,B,Bp,SetYp,TT,TTAA,TTAAp,TTW,TTWAA,TTWAAp,TTWW,TTWWAA,TTWWAAp,W,WAA,WAAp,WWAA,WWAAp,Y,Yp,Z,Time
4.6362886323492335e-07,3.9787040722297836e-11,1.3553093855155396e-06,6.446906144844624e-07,1.63e-06,2.4987253087514906e-07,2.977837290146405e-09,2.5540047409927576e-13,8.443371081633317e-07,5.503565299924662e-10,4.728770130693518e-14,3.708290766370877e-07,9.743894618853988e-07,5.7050592018612776e-08,3.618701193467848e-08,6.882781352305892e-07,5.901706664783253e-11,3.1300537861882357e-07,2.6867720057913605e-11,8.55014162198379e-06,1.4498583780162206e-06,2e-05,2.32
4.629955829454817e-07,3.974005291561538e-11,1.3529223899924353e-06,6.470776100075669e-07,1.63e-06,2.49183534854626e-07,2.9653886653128397e-09,2.5460429422337975e-13,8.447899166583531e-07,5.49699918829812e-10,4.720245555677691e-14,3.703192433798637e-07,9.750957637110945e-07,5.7103417093058443e-08,3.597651348930092e-08,6.887929324652871e-07,5.907346007079012e-11,3.12377880282491e-07,2.6818922793742624e-11,8.548902144651072e-06,1.451097855348938e-06,2e-05,2.33
4.623673807899005e-07,3.969342056926425e-11,1.3505476562655091e-06,6.49452343734493e-07,1.63e-06,2.485005678347916e-07,2.9530693610611016e-09,2.5370250782956343e-13,8.452388228173204e-07,5.490480711090852e-10,4.7133742820167865e-14,3.698135447434112e-07,9.75796198879423e-07,5.7155713544506485e-08,3.577000059332365e-08,6.893056624918675e-07,5.912932793070943e-11,3.1175363218240427e-07,2.6770419052561985e-11,8.547673247355354e-06,1.4523267526446557e-06,2e-05,2.34
4.61744199701046e-07,3.9647384601279463e-11,1.3481851535204002e-06,6.518148464796018e-07,1.63e-06,2.4782356448213276e-07,2.940877649201224e-09,2.528176161127189e-13,8.45683831343576e-07,5.484009147949579e-10,4.707002877690864e-14,3.6931195822894255e-07,9.76490696649167e-07,5.720763693240156e-08,3.5567385831820775e-08,6.898163143354847e-07,5.918488329584744e-11,3.111326188853526e-07,2.6722101075174378e-11,8.546454923943682e-06,1.4535450760563266e-06,2e-05,2.35
4.6112598378476823e-07,3.9602028147245314e-11,1.345834842144345e-06,6.541651578556572e-07,1.63e-06,2.471524605442602e-07,2.9288118481749655e-09,2.5189242291043245e-13,8.461249471820296e-07,5.477583885195065e-10,4.702136673117898e-14,3.688144610152363e-07,9.77179375173631e-07,5.725915302221221e-08,3.53685841444739e-08,6.903248775590013e-07,5.923995630815702e-11,3.1051482465621095e-07,2.6673993295251406e-11,8.545246993008162e-06,1.4547530069918462e-06,2e-05,2.36
4.605126787184566e-07,3.9556882934392086e-11,1.3434966771386456e-06,6.565033228613566e-07,1.63e-06,2.4648719273143514e-07,2.9168701365150404e-09,2.5102936637223276e-13,8.465621759483693e-07,5.471204281847173e-10,4.6962467857732615e-14,3.683210299370238e-07,9.778622825666913e-07,5.731029634778933e-08,3.5173512991691184e-08,6.908313416035955e-07,5.92949605532543e-11,3.0990023359935404e-07,2.6626088139898074e-11,8.544049348830657e-06,1.4559506511693525e-06,2e-05,2.37
4.59904230371321e-07,3.9512066417565424e-11,1.341170611515038e-06,6.588293884849642e-07,1.63e-06,2.458276986505861e-07,2.9050508748600843e-09,2.500799867894058e-13,8.469955240026977e-07,5.464869795121101e-10,4.6917022025366785e-14,3.6783164205194965e-07,9.785396122070915e-07,5.7360954324130463e-08,3.498209112813186e-08,6.913356977364407e-07,5.934949181658372e-11,3.0928882981242723e-07,2.6578463015884312e-11,8.542861744299661e-06,1.4571382557003488e-06,2e-05,2.38
4.593005857935784e-07,3.946743722101221e-11,1.3388565949353754e-06,6.611434050646267e-07,1.63e-06,2.451739168154695e-07,2.8933523619337265e-09,2.4896421228996826e-13,8.474249983589141e-07,5.45857987927944e-10,4.6893048824375136e-14,3.6734627422501917e-07,9.792115298887329e-07,5.7411040592575816e-08,3.4794239443163417e-08,6.918379375286756e-07,5.940340380721298e-11,3.0868059728788736e-07,2.6531184439855542e-11,8.5416839637153e-06,1.4583160362847094e-06,2e-05,2.39
4.5870169220253436e-07,3.942325012569819e-11,1.3365546111399572e-06,6.63445388860045e-07,1.63e-06,2.445257862394728e-07,2.881773021472318e-09,2.47913736254736e-13,8.478506072910789e-07,5.452333825786123e-10,4.686396519433868e-14,3.668649033860869e-07,9.798778616321773e-07,5.746080635726814e-08,3.460988065760006e-08,6.923380532037901e-07,5.945717001834021e-11,3.080755202513613e-07,2.6484075014325355e-11,8.540516093795766e-06,1.4594839062042444e-06,2e-05,2.4
4.581074983645327e-07,3.937931751261725e-11,1.3342646097622802e-06,6.657353902377219e-07,1.63e-06,2.4388324712884224e-07,2.870311154922761e-09,2.4688431359448896e-13,8.482723591555111e-07,5.446131100091271e-10,4.683166545474881e-14,3.6638750625104754e-07,9.805387445644241e-07,5.751019100710463e-08,3.442893935952176e-08,6.928360375603768e-07,5.95107477535646e-11,3.07473582596777e-07,2.6437184652716493e-11,8.539357948392407e-06,1.4606420516076028e-06,2e-05,2.41
4.5751795362782386e-07,3.933557622167055e-11,1.3319865533329214e-06,6.680134466670808e-07,1.63e-06,2.432462403788195e-07,2.8589651039293807e-09,2.459640782516547e-13,8.486902631491295e-07,5.439971107681279e-10,4.678232713523349e-14,3.6591405951604337e-07,9.811941770245453e-07,5.755927105820307e-08,3.425134190983599e-08,6.933318839561971e-07,5.956437289524213e-11,3.068747682819121e-07,2.6390465145734198e-11,8.538209466202704e-06,1.4617905337973051e-06,2e-05,2.42
4.5693300773923875e-07,3.929215461923001e-11,1.3297204032396935e-06,6.702795967603089e-07,1.63e-06,2.4261470759670284e-07,2.847733534880069e-09,2.450309682222332e-13,8.491043288930744e-07,5.43385336039081e-10,4.6736190649669064e-14,3.6544453993883864e-07,9.818443222861774e-07,5.7607956734978053e-08,3.407701616435015e-08,6.938255869166918e-07,5.96177020132189e-11,3.0627906117684057e-07,2.634397541473847e-11,8.537070427635815e-06,1.4629295723641963e-06,2e-05,2.43
4.563526113733431e-07,3.9249087890494745e-11,1.3274661253359862e-06,6.725338746640162e-07,1.63e-06,2.419885911801705e-07,2.836614974363216e-09,2.441185723910705e-13,8.495145667054109e-07,5.427777309232944e-10,4.66894110815424e-14,3.6497892416809426e-07,9.824892134378756e-07,5.76562870830342e-08,3.3905891783279935e-08,6.943171411679079e-07,5.967080354746396e-11,3.056864451682698e-07,2.6297688918072487e-11,8.535940736520188e-06,1.4640592634798222e-06,2e-05,2.44
4.5577671586290324e-07,3.920644770275173e-11,1.3252236882026221e-06,6.747763117973802e-07,1.63e-06,2.41367834250877e-07,2.8256080163304684e-09,2.432595867779083e-13,8.499209874446105e-07,5.421742414830186e-10,4.6639123147117274e-14,3.6451718882603145e-07,9.831288787396536e-07,5.7704304670162855e-08,3.373790002959255e-08,6.948065420169475e-07,5.97237309160807e-11,3.050969041241746e-07,2.6251575075117536e-11,8.534820299883751e-06,1.4651797001162589e-06,2e-05,2.45
4.5520527353998034e-07,3.9164170865936526e-11,1.3229930465718282e-06,6.770069534281741e-07,1.63e-06,2.4075238083369614e-07,2.814711209744212e-09,2.424319080466286e-13,8.503236026053114e-07,5.415748185577034e-10,4.6587015550769275e-14,3.640593105576411e-07,9.837634097422303e-07,5.775198730175621e-08,3.357297373086365e-08,6.952937855639966e-07,5.977645214072704e-11,3.0451042185154473e-07,2.6205654319960367e-11,8.533708976648944e-06,1.4662910233510672e-06,2e-05,2.46
4.546382374588392e-07,3.912218218524434e-11,1.3207741534120246e-06,6.792258465879777e-07,1.63e-06,2.401421756972598e-07,2.8039231403131614e-09,2.4159869605232224e-13,8.507224242092733e-07,5.409794148857733e-10,4.6536569769485247e-14,3.6360526600689124e-07,9.843929111584852e-07,5.779929832548695e-08,3.341104722715773e-08,6.957788685101897e-07,5.982890375119112e-11,3.0392698213691775e-07,2.6159957740901976e-11,8.532606615510538e-06,1.467393384489473e-06,2e-05,2.47
4.540755610967472e-07,3.908052921829887e-11,1.3185669712485035e-06,6.814330287514988e-07,1.63e-06,2.3953716419419185e-07,2.7932425361424857e-09,2.407258395588024e-13,8.511174646823704e-07,5.403879832936981e-10,4.6493757415894674e-14,3.631550318043432e-07,9.850174696189315e-07,5.784621804899113e-08,3.3252056298526807e-08,6.962617880264029e-07,5.98809854844174e-11,3.033465687799265e-07,2.6114499326018963e-11,8.531513075151836e-06,1.468486924848176e-06,2e-05,2.48
4.5351719881450005e-07,3.9039197102324165e-11,1.3163714576882417e-06,6.836285423117605e-07,1.63e-06,2.389372925080421e-07,2.7826680298518974e-09,2.398090591716139e-13,8.515087370832415e-07,5.398004767912015e-10,4.645888639344588e-14,3.6270858458266967e-07,9.856371513636528e-07,5.789274577566519e-08,3.309593825437867e-08,6.967425418498129e-07,5.99326916919047e-11,3.027691655746206e-07,2.6069282425937967e-11,8.530428239153031e-06,1.46957176084698e-06,2e-05,2.49
4.5296310578382585e-07,3.899817046539648e-11,1.3141875716525042e-06,6.858124283474982e-07,1.63e-06,2.3834250762411255e-07,2.7721981292045047e-09,2.389261991113887e-13,8.518962551275211e-07,5.392168457091433e-10,4.642068830145284e-14,3.622659009582355e-07,9.862519486766194e-07,5.793895337956772e-08,3.294263195829984e-08,6.972211281753237e-07,5.998421642972359e-11,3.021947563404698e-07,2.6024259556110945e-11,8.52935206219457e-06,1.4706479378054405e-06,2e-05,2.5
4.5241323773202943e-07,3.895740236519574e-11,1.3120152662017865e-06,6.879847337982157e-07,1.63e-06,2.377527571325712e-07,2.7618315153808964e-09,2.3804673911125616e-13,8.522800328087637e-07,5.386370465687042e-10,4.638241176442619e-14,3.6182695761402443e-07,9.868619522989246e-07,5.798481324247056e-08,3.279207744484989e-08,6.976975458331458e-07,6.003550175424127e-11,3.0162332486784424e-07,2.597945442251048e-11,8.528284410047986e-06,1.471715589952024e-06,2e-05,2.5100000000000002
4.5186755108921003e-07,3.8916859431349444e-11,1.3098544961190215e-06,6.901455038809808e-07,1.63e-06,2.3716798935077687e-07,2.7515668192644844e-09,2.371843478209497e-13,8.526600846478235e-07,5.380610347706483e-10,4.6341400823099426e-14,3.613917312255373e-07,9.874672113911755e-07,5.803033809275647e-08,3.2644216192901127e-08,6.981717940941032e-07,6.008659226411476e-11,3.010548549637171e-07,2.593486161447444e-11,8.527225187784354e-06,1.4727748122156567e-06,2e-05,2.52
4.5132600265346687e-07,3.887664302170626e-11,1.3077052274988334e-06,6.92294772501169e-07,1.63e-06,2.365881531471976e-07,2.741402862511025e-09,2.3632013867394456e-13,8.530364253975447e-07,5.374887671272622e-10,4.630274286894997e-14,3.609601983805072e-07,9.880677894707422e-07,5.8075525439340254e-08,3.249899118539101e-08,6.98643872585408e-07,6.013740564153849e-11,3.004893303951872e-07,2.5890478727218655e-11,8.526174276247817e-06,1.4738257237521939e-06,2e-05,2.5300000000000002
4.5078855015230786e-07,3.8836720468292134e-11,1.3055674143632204e-06,6.944325856367819e-07,1.63e-06,2.3601319819561836e-07,2.731338272550186e-09,2.354826041894187e-13,8.534090704513854e-07,5.369202002575361e-10,4.626170939150104e-14,3.6053233579873403e-07,9.886637207163182e-07,5.812040070867329e-08,3.2356346515314516e-08,6.99113781499318e-07,6.018802226755528e-11,2.999267349965006e-07,2.5846291078736147e-11,8.525131597099988e-06,1.474868402900023e-06,2e-05,2.54
4.502551518182777e-07,3.879711933204392e-11,1.3034410155613286e-06,6.965589844386737e-07,1.63e-06,2.3544307477314883e-07,2.721371753543464e-09,2.346922311578508e-13,8.537780355201438e-07,5.36355291588104e-10,4.621611101109255e-14,3.601081201821778e-07,9.892550395182335e-07,5.816498814067266e-08,3.2216227607644765e-08,6.995815214112328e-07,6.023848168850594e-11,2.9936705259986716e-07,2.580228127537314e-11,8.524097067732927e-06,1.475902932267085e-06,2e-05,2.5500000000000003
4.497257660051991e-07,3.8757726085338113e-11,1.3013259819328055e-06,6.986740180671969e-07,1.63e-06,2.3487773324561799e-07,2.711502318906684e-09,2.338522252538244e-13,8.541433359431006e-07,5.357940044959818e-10,4.6176970771638274e-14,3.59687528352959e-07,9.898418944191644e-07,5.820919777440958e-08,3.207858013168193e-08,7.000470928801428e-07,6.028858950393006e-11,2.9881026705467876e-07,2.575852227085682e-11,8.523070503656556e-06,1.476929496343456e-06,2e-05,2.56
4.492003523373809e-07,3.871860757976795e-11,1.2992222740968539e-06,7.007777259031484e-07,1.63e-06,2.3431712536682564e-07,2.7017286448507576e-09,2.330122985126728e-13,8.545049884699662e-07,5.352362970058694e-10,4.6138902537121874e-14,3.5927053701492875e-07,9.904242885910656e-07,5.8253082552006645e-08,3.194335243269951e-08,7.005104975254525e-07,6.033844218936648e-11,2.982563622017091e-07,2.571497361209339e-11,8.522051852148186e-06,1.4779481478518269e-06,2e-05,2.57
4.486788708808104e-07,3.8679789302051874e-11,1.2971298502951595e-06,7.028701497048428e-07,1.63e-06,2.3376120334898233e-07,2.6920495227812686e-09,2.3218462113917894e-13,8.548630099827576e-07,5.346821296045204e-10,4.6100838228676774e-14,3.588571229253236e-07,9.910022606997314e-07,5.8296659193211084e-08,3.181049378015924e-08,7.00971737243327e-07,6.038806001327257e-11,2.977053218965389e-07,2.5671623275000563e-11,8.521041029151156e-06,1.4789589708488566e-06,2e-05,2.58
4.4816128233140715e-07,3.864130433244586e-11,1.2950486690594682e-06,7.049513309405341e-07,1.63e-06,2.3320992007280747e-07,2.6824637584693363e-09,2.31384761976541e-13,8.552174177851304e-07,5.341314635128113e-10,4.606140854576206e-14,3.5844726285581864e-07,9.915758447025257e-07,5.833994800341696e-08,3.1679954765340195e-08,7.014308143856721e-07,6.043746882326761e-11,2.971571300035636e-07,2.562845616096581e-11,8.520037955567456e-06,1.4799620444325566e-06,2e-05,2.59
4.4764754802108515e-07,3.860319512862658e-11,1.2929786893112885e-06,7.070213106887139e-07,1.63e-06,2.3266322909444842e-07,2.6729701685207093e-09,2.3063313410841453e-13,8.555682296118404e-07,5.335842606231762e-10,4.6018781155344504e-14,3.5804093359126647e-07,9.921450684243385e-07,5.8382974284899154e-08,3.155168731418421e-08,7.018877317657545e-07,6.048670291436036e-11,2.9661177039589867e-07,2.5585452977396923e-11,8.519042558537455e-06,1.4809574414625566e-06,2e-05,2.6
4.4713762939538613e-07,3.856541646364206e-11,1.2909198643337317e-06,7.090801356662709e-07,1.63e-06,2.3212108407894557e-07,2.6635676542118004e-09,2.299108151118534e-13,8.559154628322818e-07,5.330404850196003e-10,4.597460734625712e-14,3.5763811211846666e-07,9.92710001936007e-07,5.8425721097497625e-08,3.1425643231102995e-08,7.023424920297654e-07,6.053573242681825e-11,2.9606922706190337e-07,2.5542629951944528e-11,8.51805473033496e-06,1.4819452696650512e-06,2e-05,2.61
4.4663148747137327e-07,3.852773469627005e-11,1.2888721355155672e-06,7.111278644844352e-07,1.63e-06,2.3158343821228916e-07,2.6542552781156924e-09,2.291136979318524e-13,8.56259133623928e-07,5.325001045550459e-10,4.5938117812060234e-14,3.5723877582206675e-07,9.932708077607694e-07,5.846808023431408e-08,3.1301772687761555e-08,7.027950970046412e-07,6.058438800068846e-11,2.955294842157287e-07,2.550008004736843e-11,8.517074285709066e-06,1.4829257142909451e-06,2e-05,2.62
4.461290860682249e-07,3.849032805342626e-11,1.2868354696325258e-06,7.131645303674768e-07,1.63e-06,2.31050247705171e-07,2.6450318074615377e-09,2.283257215116748e-13,8.565992618980744e-07,5.319630814510255e-10,4.590171447920218e-14,3.568429013171176e-07,9.938274416768304e-07,5.851014437431347e-08,3.118003322893529e-08,7.032455515846324e-07,6.063280978529385e-11,2.9499252563852236e-07,2.545772734804339e-11,8.516101216098636e-06,1.4838987839013746e-06,2e-05,2.63
4.456303886866516e-07,3.845320678905049e-11,1.2848098228355294e-06,7.15190177164473e-07,1.63e-06,2.3052146840854554e-07,2.635896155225269e-09,2.2755494442941533e-13,8.569358665418309e-07,5.314293813779181e-10,4.5864547512364484e-14,3.564504655767631e-07,9.943799417262869e-07,5.855192487833546e-08,3.106038107332748e-08,7.036938599770831e-07,6.068101371976574e-11,2.9445833531479e-07,2.5415564309627167e-11,8.51513544407454e-06,1.4848645559254733e-06,2e-05,2.64
4.4513535943036815e-07,3.841638440447244e-11,1.2827951512845507e-06,7.172048487154518e-07,1.63e-06,2.2999705681301537e-07,2.6268472498806215e-09,2.268114792965918e-13,8.57268966823107e-07,5.308989707736571e-10,4.58255532978288e-14,3.5606144559924714e-07,9.949283428741377e-07,5.859343512066402e-08,3.094277368233714e-08,7.041400268110081e-07,6.072901960537968e-11,2.9392689724448527e-07,2.5373581701981106e-11,8.514176895850005e-06,1.4858231041500057e-06,2e-05,2.65
4.446439630060939e-07,3.837987764841167e-11,1.2807914111486117e-06,7.192085888513908e-07,1.63e-06,2.2947697004883125e-07,2.6178840353991336e-09,2.261074927581447e-13,8.575985823906119e-07,5.303718168437304e-10,4.578345444347684e-14,3.5567581840791306e-07,9.954726770082852e-07,5.863469048902743e-08,3.082716976005904e-08,7.045840571370934e-07,6.077685110555541e-11,2.9339819544300965e-07,2.533176860917018e-11,8.513225501280642e-06,1.4867744987193691e-06,2e-05,2.66
4.4415616270924597e-07,3.8343612369427416e-11,1.2787985566526113e-06,7.212014433473912e-07,1.63e-06,2.2896116393672714e-07,2.6090055226828935e-09,2.2539925003350612e-13,8.57924730412024e-07,5.298478865984227e-10,4.5742714735975885e-14,3.5529356171340964e-07,9.96013036064236e-07,5.867564941021644e-08,3.07135240057109e-08,7.050259539749493e-07,6.082442846534627e-11,2.9287221441292e-07,2.5290160414779158e-11,8.51228113457432e-06,1.4877188654256907e-06,2e-05,2.67
4.436719233113224e-07,3.8307558470580964e-11,1.2768165428770777e-06,7.231834571229249e-07,1.63e-06,2.2844959578192697e-07,2.6002107158388902e-09,2.2467019046531592e-13,8.58247429676247e-07,5.293271482328686e-10,4.570500307972626e-14,3.5491465296445996e-07,9.965494815397647e-07,5.871629788619572e-08,3.060179463570283e-08,7.054657218289704e-07,6.087172229138421e-11,2.923489384677652e-07,2.5248770017943894e-11,8.511343699279856e-06,1.4886563007201566e-06,2e-05,2.68
4.4319121174549295e-07,3.827176195356297e-11,1.2748453264229523e-06,7.251546735770502e-07,1.63e-06,2.2794222503756434e-07,2.5914985946733307e-09,2.2395065328071457e-13,8.585667015674624e-07,5.288095714547371e-10,4.566716666339104e-14,3.5453906912247303e-07,9.97082023009745e-07,5.875666956666631e-08,3.049194516970503e-08,7.05903367523155e-07,6.091879006595078e-11,2.918283515715355e-07,2.520757150103495e-11,8.510413148467018e-06,1.489586851532993e-06,2e-05,2.69
4.427139944788277e-07,3.823622209812719e-11,1.2728848628635688e-06,7.271151371364337e-07,1.63e-06,2.2743901076189072e-07,2.5828681817884356e-09,2.2324227156373512e-13,8.588825663317199e-07,5.282951262282631e-10,4.5628999523300954e-14,3.541667875254267e-07,9.976107004757346e-07,5.879676881379818e-08,3.038393758490546e-08,7.063388970013632e-07,6.096563619375453e-11,2.9131043795403023e-07,2.5166562729095298e-11,8.50948940737941e-06,1.490510592620602e-06,2e-05,2.7
4.422402385201245e-07,3.820093856739953e-11,1.2709351077218946e-06,7.290648922781079e-07,1.63e-06,2.2693991259351142e-07,2.5743185168488388e-09,2.2254696939644961e-13,8.591950445088105e-07,5.27783783255948e-10,4.5590263070300136e-14,3.53797785556543e-07,9.981355527824797e-07,5.8836600209174036e-08,3.0277734941553965e-08,7.067723165545125e-07,6.101226567811892e-11,2.907951818748463e-07,2.512574134110991e-11,8.50857240309936e-06,1.4914275969006524e-06,2e-05,2.71
4.4176991141990945e-07,3.8165911407878056e-11,1.26899601647053e-06,7.310039835294724e-07,1.63e-06,2.2644489075138518e-07,2.5658486565815864e-09,2.2186696185896893e-13,8.595041569322655e-07,5.272755139785601e-10,4.5550686089746094e-14,3.5343204064428825e-07,9.986566176179162e-07,5.8876168553789384e-08,3.0173301382962146e-08,7.072036328205779e-07,6.105868412098237e-11,2.9028256762337805e-07,2.5085104750005823e-11,8.50766206454793e-06,1.4923379354520818e-06,2e-05,2.72
4.413029778708821e-07,3.813111643532907e-11,1.2670675381915257e-06,7.329324618084769e-07,1.63e-06,2.2595390280993187e-07,2.5574576092610087e-09,2.211818984631236e-13,8.598099202692074e-07,5.267702851227217e-10,4.551261619783064e-14,3.530695312756566e-07,9.991739590825446e-07,5.89154580616108e-08,3.0070593520433664e-08,7.076328488105263e-07,6.11048510174531e-11,2.8977258027500494e-07,2.504466713523947e-11,8.50675829868884e-06,1.4932417013111719e-06,2e-05,2.73
4.4083940725606186e-07,3.809655988631688e-11,1.2651496296537063e-06,7.348503703462962e-07,1.63e-06,2.2546691085937052e-07,2.5491444801741846e-09,2.204996123619215e-13,8.601123569233721e-07,5.26268070807086e-10,4.54751327231774e-14,3.527102347463421e-07,9.996876064762115e-07,5.895447855682413e-08,2.996957956159587e-08,7.080599727320689e-07,6.115078345749317e-11,2.892652040121023e-07,2.500442171357858e-11,8.505861043363697e-06,1.4941389566363133e-06,2e-05,2.74
4.4037916841679397e-07,3.8062240536523565e-11,1.2632422455549811e-06,7.367577544450212e-07,1.63e-06,2.2498387654253482e-07,2.5409083707916284e-09,2.198209435606605e-13,8.604114881708336e-07,5.257688441509465e-10,4.543812735998717e-14,3.523541287202056e-07,1.0001975967280203e-06,5.8993233452235214e-08,2.987022605160644e-08,7.08485011873481e-07,6.119648424514868e-11,2.887604232878324e-07,2.4964366891090642e-11,8.504970230669288e-06,1.4950297693307225e-06,2e-05,2.75
4.399222303876889e-07,3.8028155021996e-11,1.261345339893009e-06,7.386546601069936e-07,1.63e-06,2.2450476175205243e-07,2.5327483929308027e-09,2.1914468020735539e-13,8.607073351242306e-07,5.25272578452978e-10,4.5401730957891064e-14,3.5200119101021644e-07,1.0007039684361947e-06,5.9031724247350264e-08,2.9772499735618598e-08,7.089079734627441e-07,6.12419519956554e-11,2.8825822266266556e-07,2.4924502589567964e-11,8.50408579210197e-06,1.4959142078980408e-06,2e-05,2.7600000000000002
4.39468562682669e-07,3.799429991023486e-11,1.2594588664986738e-06,7.405411335013288e-07,1.63e-06,2.2402952890169512e-07,2.5246636742687163e-09,2.184694817983176e-13,8.609999191080535e-07,5.247792476500145e-10,4.5366090422141145e-14,3.516513994931923e-07,1.0012067595483243e-06,5.906995227907909e-08,2.9676368283673516e-08,7.093288650019323e-07,6.12871850653457e-11,2.8775858674075375e-07,2.4884828816731164e-11,8.503207660559934e-06,1.4967923394400769e-06,2e-05,2.77
4.3901813478927115e-07,3.796067451173628e-11,1.2575827800748595e-06,7.424172199251429e-07,1.63e-06,2.2355814045021932e-07,2.5166533367638945e-09,2.1779619496289678e-13,8.61289260999536e-07,5.242888251774617e-10,4.5331108238475564e-14,3.513047322416821e-07,1.001706006187277e-06,5.910792091987225e-08,2.9581799038088592e-08,7.097476936604332e-07,6.133218607265536e-11,2.872615002734238e-07,2.4845343931375675e-11,8.502335769848541e-06,1.4976642301514712e-06,2e-05,2.7800000000000002
4.385709146596177e-07,3.792728926979665e-11,1.2557170392962057e-06,7.442829607037966e-07,1.63e-06,2.2309055748047883e-07,2.508716432266279e-09,2.1713476390043092e-13,8.615753792618377e-07,5.238012805686976e-10,4.5295665200100265e-14,3.5096116791751304e-07,1.0022017391476427e-06,5.914564213709077e-08,2.9488755275590926e-08,7.101644644642827e-07,6.137697538907278e-11,2.8676694846801044e-07,2.4806039466467614e-11,8.501470053204214e-06,1.4985299467957984e-06,2e-05,2.79
4.38126874201181e-07,3.7894135233311824e-11,1.2538615955303118e-06,7.461384044696908e-07,1.63e-06,2.2262674486947543e-07,2.500852176807487e-09,2.1647908601722693e-13,8.618582971005209e-07,5.233165918285145e-10,4.52604485985949e-14,3.50620684339828e-07,1.0026939966437886e-06,5.918311262603877e-08,2.9397209807943967e-08,7.10579186884464e-07,6.14215420508796e-11,2.862749158641363e-07,2.4766918965862486e-11,8.500610448665407e-06,1.4993895513346042e-06,2e-05,2.8000000000000003
4.3768598432532697e-07,3.7861211585566914e-11,1.2520164030087178e-06,7.479835969912845e-07,1.63e-06,2.2216666662611552e-07,2.4930597393227675e-09,2.1582968658609545e-13,8.6213803600999e-07,5.228347342750079e-10,4.5225401820633927e-14,3.502832597763998e-07,1.0031828128139323e-06,5.92203353326944e-08,2.9307132717187493e-08,7.109918688957172e-07,6.146588802591406e-11,2.8578538734705895e-07,2.4727980997747092e-11,8.499756894229183e-06,1.5002431057708288e-06,2e-05,2.81
4.372482163719954e-07,3.782851772338947e-11,1.2501814159004144e-06,7.498185840995881e-07,1.63e-06,2.2171028723267535e-07,2.4853383024419396e-09,2.151871945763478e-13,8.62414617630371e-07,5.223556837500958e-10,4.519045817442141e-14,3.4994887257208125e-07,1.0036682210278583e-06,5.925731326098372e-08,2.9218494884571687e-08,7.11402518685996e-07,6.15100154767143e-11,2.8529834785610084e-07,2.468922404217454e-11,8.498909329244802e-06,1.5010906707552099e-06,2e-05,2.82
4.368135421097002e-07,3.779605325714952e-11,1.2483565883118403e-06,7.516434116881621e-07,1.63e-06,2.2125757164480104e-07,2.4776870624893935e-09,2.145523426537962e-13,8.62688063747512e-07,5.218794166195181e-10,4.515554088969106e-14,3.4961750114880576e-07,1.0041502538869186e-06,5.929404947278076e-08,2.9131267990557155e-08,7.118111446564674e-07,6.155392676051835e-11,2.8481378238464955e-07,2.465064649106426e-11,8.49806769441373e-06,1.5019323055862835e-06,2e-05,2.83
4.363819326290883e-07,3.7763812150519204e-11,1.246541876615855e-06,7.534581233841475e-07,1.63e-06,2.208084842317098e-07,2.470105194159541e-09,2.1392341377609605e-13,8.629583948863367e-07,5.214059079673627e-10,4.512078643945421e-14,3.492891242496447e-07,1.0046289480663772e-06,5.9330544507411564e-08,2.9045421833444773e-08,7.122177541277335e-07,6.159762024539689e-11,2.843316761656947e-07,2.4612248985747515e-11,8.497231923764914e-06,1.5027680762350991e-06,2e-05,2.84
4.3595335950209407e-07,3.7731788859907774e-11,1.2447372370118087e-06,7.552627629881938e-07,1.63e-06,2.203629898864795e-07,2.462591887524302e-09,2.132989162471747e-13,8.632256317845063e-07,5.209351334875558e-10,4.5086310578716314e-14,3.489637206831223e-07,1.005104339242366e-06,5.9366799085090624e-08,2.896092713849216e-08,7.12622354695248e-07,6.164109469344904e-11,2.838520144774515e-07,2.4574031968056104e-11,8.496401953061824e-06,1.5035980469381894e-06,2e-05,2.85
4.3552779617630587e-07,3.7699985719695957e-11,1.2429426225905133e-06,7.570573774094892e-07,1.63e-06,2.1992105536163708e-07,2.4551463925500696e-09,2.1268080158730112e-13,8.634897971651142e-07,5.204670717591706e-10,4.505192690832983e-14,3.4864126901564785e-07,1.0055764559894312e-06,5.940281735893191e-08,2.8877758937049386e-08,7.130249558597707e-07,6.168435453342576e-11,2.8337478240954176e-07,2.453599273448389e-11,8.495577729915408e-06,1.5044222700846042e-06,2e-05,2.86
4.351052157092277e-07,3.766840094180212e-11,1.2411579881034392e-06,7.588420118965633e-07,1.63e-06,2.1948264709893135e-07,2.4477679467610923e-09,2.1206923574347254e-13,8.63750912856195e-07,5.200017005492281e-10,4.501760418693379e-14,3.4832174807128976e-07,1.0060453296965478e-06,5.9438601630682755e-08,2.8795891075725196e-08,7.134255663780057e-07,6.172740129312531e-11,2.8289996524293175e-07,2.449813022294616e-11,8.494759197351316e-06,1.5052408026486978e-06,2e-05,2.87
