Time,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c,Knadph,k1,kminus1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,kminus13,k14,k15,k16,k17,k18,V,L,Ko,phagosome,cytoplasm,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13a,R13b,R14,R15,R16,R17,R18,R19
2.56,1.1265099100644983e-06,297.77099361885126,5.509111513518021e-06,299.99780284267933,0.006696325212534613,0.0021971573211563107,0.00036364226452242595,-1.6724825568097397e-06,27.048320491689985,63.88593305370417,27.45438157265005,0.11406535102982283,0.0005495436762836556,1.5951083873136387e-06,0.001005350056892811,-0.00037489138474269075,3.4294893006616116e-06,299.99999657051114,2.2223045468243026,7.890443620335123e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.016452570294285377,0.01652721349670714,0.008035531403521687,2.1656423685730384,1.32235696546998e-06,8.08123857865673e-05,0.017539487831811702,0.02189635715752155,0.005053643684471891,0.021909612387046244,1.5266224603669905e-09,250.0,125.0,12.354471707692522,-12.181832428801954,-0.016452514991207732,-0.02193727831763681,0.02193727831855649,-0.00128341558474077,1.0823329395234011
2.57,1.1392373573886182e-06,297.74918680467107,5.571077222614157e-06,299.99777646422336,0.00678165897409471,0.0022235357771130592,0.00036588008744816266,-1.6990927071748173e-06,27.148465828306577,64.13480778706761,27.554784291064713,0.11519060436811455,0.0005557114747495447,1.6084035658885984e-06,0.0010158727475622637,-0.00038510477382402915,3.457240891100584e-06,299.99999654275956,2.2440259652772436,8.04438045808073e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.016637227358086554,0.016713107792947282,0.008137930451868235,2.1788099701142474,1.3386823839107516e-06,8.210444164115855e-05,0.017672207941215455,0.02215960665551981,0.0051599871961985145,0.02217294800243263,1.5521772184578954e-09,250.0,125.0,12.399652930979121,-12.189553882744121,-0.016637167121764683,-0.022200785362201714,0.02220078536221959,-0.001299985320228202,1.0889094311371947
2.58,1.152079040030638e-06,297.72724731675993,5.633592610555371e-06,299.99774983705714,0.006867830903398713,0.0022501629433514625,0.0003681241789583134,-1.7260308275587959e-06,27.248556857458134,64.38367553782068,27.655133811752016,0.11632284023050114,0.0005619338270171433,1.6217849945081559e-06,0.0010264291914276315,-0.00039553230267668806,3.4851642380330785e-06,299.9999965148362,2.26587921874372,8.200891729459566e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.016823517692570643,0.01690065106665284,0.00824133526912407,2.1920119694400193,1.3551541113373235e-06,8.341249270187365e-05,0.01780539162290856,0.022425340518507277,0.005267784425073907,0.022438768349753776,1.5781119410470915e-09,250.0,125.0,12.444810215288408,-12.197308628816472,-0.01682345243931338,-0.022466777790668857,0.022466777791134294,-0.0013166100249386362,1.0955031024460686
2.59,1.165035581243945e-06,297.7051748049189,5.6966605461398865e-06,299.99772295948986,0.006954847437028349,0.0022770405106402355,0.0003703745419367312,-1.7532998527902505e-06,27.348593568635888,64.63253628582969,27.7554301238667,0.11746207875026007,0.0005682110156278555,1.6352530350864103e-06,0.0010370189136164037,-0.0004061768845167696,3.513259985426235e-06,299.99999648674043,2.2878646509832143,8.360015673894044e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.017011449756732834,0.017089851923151298,0.008345753578556594,2.2052483550113267,1.3717730131484347e-06,8.473668221211474e-05,0.017939038446096248,0.022693575675090904,0.005377041135990732,0.02270709034896146,1.6044314932555902e-09,250.0,125.0,12.489943555740014,-12.205096656924297,-0.017011379401398345,-0.022735272505542525,0.022735272506548092,-0.001333288743359345,1.1021139482321425
2.6,1.1781075984230957e-06,297.6829689190576,5.760283867239761e-06,299.9976958298366,0.007042715019871458,0.002304170163898223,0.00037263117929511814,-1.780902735036573e-06,27.44857595133593,64.88139001094979,27.855673216567748,0.11860834007191637,0.0005745433199959597,1.6488080410969576e-06,0.001047641445675644,-0.00041704144398935504,3.541528758529942e-06,299.9999964584717,2.309982605638378,8.521791019006868e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.017201031915934493,0.017280718874977084,0.008451193113390477,2.218519115287609,1.3885399578287048e-06,8.607715424902387e-05,0.018073147979817,0.02296432899482303,0.005487762993486766,0.022977930861717597,1.631140773831592e-09,250.0,125.0,12.535052947455487,-12.212917956954584,-0.017200956371926097,-0.023006286351119343,0.02300628635139693,-0.0013500205327610516,1.1087419632708024
2.61,1.19129570309494e-06,297.66062930919526,5.824465380748127e-06,299.9976684464185,0.007131440104099751,0.0023315535819541564,0.000374894093973128,-1.808842443865784e-06,27.54850399505912,65.13023669302491,27.955863079018346,0.11976164435117556,0.0005809310164033624,1.6624503577102153e-06,0.001058296325697044,-0.0004281289169709245,3.5699711638642877e-06,299.9999964300293,2.3322334262350006,8.68625698396903e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.017392272441745613,0.017473260341713193,0.008557661615580837,2.2318242387268374,1.4054558169593255e-06,8.743405372622147e-05,0.01820771979294261,0.023237617287905927,0.00559995556491932,0.023251306688975466,1.6582447151104938e-09,250.0,125.0,12.580138385558257,-12.220772518776812,-0.017392191621008024,-0.023279836107576557,0.02327983610790292,-0.0013668044634478319,1.1153871423306105
2.62,1.204600500916481e-06,297.63815562546176,5.889207862559494e-06,299.9976408075632,0.0072210291481575985,0.002359192437316635,0.00037716328893847137,-1.8371219663085872e-06,27.648377689311104,65.37907631188793,28.055999700385872,0.12092201175485551,0.0005873743779976625,1.6761803215179297e-06,0.0010689830984334067,-0.00043944225037814916,3.5985877892230685e-06,299.99999640141266,2.3546174561819955,8.853453282838837e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.017585179511885988,0.017667484649932,0.008665166834599709,2.245163713785595,1.4225214652288484e-06,8.880752639655385e-05,0.018342753454178327,0.023513457299149866,0.005713624323681433,0.023527234568664308,1.68574828214637e-09,250.0,125.0,12.625199865173641,-12.228660332243066,-0.01758509332490238,-0.023555938495064765,0.023555938495274122,-0.0013836396189898707,1.12204948017323
2.63,1.2180225916794237e-06,297.6155475180986,5.9545140575826985e-06,299.99761291160456,0.007311488615762786,0.0023870883959544926,0.0003794387671870144,-1.8657443069206191e-06,27.748197023602255,65.62790884736063,28.156083069841866,0.12208946246081424,0.0005938736747934829,1.689998261006162e-06,0.0010797013154053398,-0.0004509844019831914,3.6273792036922595e-06,299.99999637262124,2.3771350387713683,9.02342012782243e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.017779761210264457,0.01786340003323402,0.008773716526236831,2.2585375289191125,1.4397377804440132e-06,9.019771885484637e-05,0.018478248532062955,0.0237918657123889,0.0058287746524401055,0.02380573117347272,1.713656473322311e-09,250.0,125.0,12.670237381428839,-12.236581387188266,-0.017779669566054104,-0.023834610166886705,0.023834610167508003,-0.0014005250964366509,1.1287289715533368
2.64,1.231562569321742e-06,297.59280463746006,6.020386679788093e-06,299.99758475688344,0.007402824974838809,0.0024152431170703123,0.0003817205317428837,-1.8947124878500733e-06,27.847961987447686,65.8767342792539,28.256113176562057,0.12326401665787179,0.0006004291736772319,1.7039044956545036e-06,0.0010904505350088102,-0.00046275834022060897,3.6563459576677197e-06,299.9999963436545,2.399786517178204,9.196198232850123e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.017976025527120968,0.018061014632389405,0.008883318451318317,2.2719456725813476,1.4571056435406988e-06,9.160477854066671e-05,0.018614204594969035,0.02407285913563327,0.005945411846505003,0.024086813108630048,1.7419743181869772e-09,250.0,125.0,12.715250929452926,-12.244535673431074,-0.017975928333237304,-0.024115867710406746,0.024115867711126445,-0.001417460006531853,1.1354256112185517
2.65,1.2452210219441733e-06,297.569926634014,6.0868284122789475e-06,299.99755634174755,0.007495044696737781,0.0024436582529442203,0.00038400858565855255,-1.924029548888137e-06,27.947672570367203,66.12555258736765,28.356090009726312,0.12444569454574637,0.0006070411384142912,1.7178993377416126e-06,0.0011012303225821378,-0.00047476704405175087,3.685488582952232e-06,299.9999963145119,2.422572234460639,9.37182881605806e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.0181739803592408,0.018260336495552032,0.008993980374774035,2.2853881332249393,1.474625938594819e-06,9.302885374109094e-05,0.01875062121110288,0.024356454124325196,0.006063541116871796,0.02437049691021509,1.7707068807678427e-09,250.0,125.0,12.76024050437684,-12.252523180773323,-0.01817387752177041,-0.024399727643867664,0.02439972764361268,-0.0014344434738471704,1.1421393939093545
2.66,1.2589985318337072e-06,297.5469131583428,6.153841907397517e-06,299.99752766455174,0.007588154255195871,0.0024723354487260854,0.0003863029320149381,-1.9536985475372094e-06,28.047328761885325,66.3743637514911,28.4560135585187,0.1256345163349747,0.0006137098296596606,1.7319830890340682e-06,0.0011120402504996548,-0.0004870135027838114,3.714807592768986e-06,299.99999628519294,2.445492533559849,9.550353603425601e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.0183736335102712,0.018461373578577644,0.009105710064384038,2.2988648993012397,1.492299552833379e-06,9.447009359348092e-05,0.018887497948504826,0.02464266713233927,0.006183167593656675,0.02465679904292497,1.7998592524199957e-09,250.0,125.0,12.805206101333413,-12.260543899001163,-0.018373524933834807,-0.02468620641184316,0.024686206411333164,-0.0014514746369694333,1.148870314359018
2.67,1.2728956754937217e-06,297.52376386114463,6.22142978686154e-06,299.9974987236582,0.007682160125315671,0.0025012763422414407,0.000388603573921503,-1.9837225590786406e-06,28.14693055153125,66.62316775140266,28.55588381212743,0.12683050224682063,0.0006204355049716742,1.7461560467004214e-06,0.001122879898245738,-0.0004995007158978313,3.744303481904562e-06,299.99999625569706,2.4685477573000143,9.731814831878112e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.018574992691135345,0.01866413374543324,0.009218515289557305,2.312375959260362,1.5101273766456504e-06,9.592864808826966e-05,0.01902483437504929,0.024931514593710496,0.0063042963294217946,0.024945735898708868,1.8294365636570668e-09,250.0,125.0,12.850147715457341,-12.268597817885393,-0.018574878278885414,-0.024975320388421096,0.02497532038759536,-0.0014685526486484701,1.155618367293532
2.68,1.28691302367901e-06,297.5004783932341,6.289594641927776e-06,299.9974695174366,0.007777068782651704,0.0025304825638275074,0.0003909105145163399,-2.014104676635309e-06,28.246477928838885,66.87196456687015,28.65570075974492,0.12803367251320572,0.0006272184188283758,1.7604184928575769e-06,0.0011337488524876583,-0.0005122316928991795,3.773976726683093e-06,299.9999962260238,2.4917382483883106,9.916255252914506e-11,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.018778065520517636,0.018868624768687607,0.00933240382023425,2.325921301551128,1.528110303594296e-06,9.740466807175181e-05,0.019162630058444964,0.025223012771623938,0.0064269323025854105,0.025237323794294435,1.8594439619969656e-09,250.0,125.0,12.895065341885214,-12.276684927181009,-0.018777945174140904,-0.02526708587174653,0.025267085871008243,-0.001485676675942637,1.1623835474315334
2.69,1.301051141437095e-06,297.47705640554346,6.358339033582876e-06,299.9974400442643,0.007872886702335557,0.0025599557361846875,0.00039322375696626034,-2.044848011232937e-06,28.34597088334683,67.12075417765077,28.755464390567784,0.12924404737660886,0.0006340588226467052,1.774770713679962e-06,0.0011446467071075772,-0.0005252094531791381,3.803827785241985e-06,299.9999961961728,2.5150643494148777,1.0103718134570809e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.018982859525441164,0.01907485433008384,0.009447383425836786,2.339500914621039,1.5462492304266058e-06,9.889830524888216e-05,0.019300884566234904,0.02551717802932336,0.006551080420461098,0.025531578970734502,1.889886651681649e-09,250.0,125.0,12.939958975755502,-12.28480521662857,-0.01898273314515804,-0.025561519084931206,0.025561519083994455,-0.0015028459002826336,1.1691658494842359
2.7,1.3153105881542286e-06,297.4534975491232,6.4276654927606475e-06,299.99741030252625,0.007969620358191936,0.002589697474232508,0.00039554330446688355,-2.0759556918632507e-06,28.445409404598397,67.3695365634913,28.855174693796847,0.1304616470900181,0.0006409569648042157,1.7892129643193939e-06,0.0011555730632841475,-0.0005384370258779516,3.833857097405037e-06,299.9999961661435,2.538526402852806,1.0294247266327126e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.019189382141913364,0.019282830021191057,0.009563461874207492,2.3531147869162448,1.5645450570858174e-06,0.00010040971218608301,0.01943959746579675,0.025814026324921108,0.006676745522939542,0.025828517590282925,1.9207698190131555e-09,250.0,125.0,12.984828612208581,-12.292958675953514,-0.019189249626481844,-0.025858636172415572,0.025858636171351028,-0.001520059517634528,1.1759652681553676
2.71,1.3296919176081544e-06,297.4298014751432,6.497576520587936e-06,299.99738029061547,0.008067276221851967,0.002619709384971464,0.00039786916024271154,-2.1074308655486037e-06,28.544793482141632,67.61831170412809,28.95483165863722,0.13168649191677767,0.0006479130906638245,1.80374553445693e-06,0.0011665275294661269,-0.0005519174497515593,3.864065085205929e-06,299.9999961359355,2.562124751058109,1.0487886958605567e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.019397640715670694,0.01949255934414193,0.009680646930545458,2.3667629068814326,1.5829986867224048e-06,0.00010193904231405561,0.019578768324342875,0.02611357415260952,0.006803932385011729,0.026128155737649282,1.9520987718439895e-09,250.0,125.0,13.02967424638675,-12.301145294867752,-0.01939750196238649,-0.02615845319996879,0.02615845319886258,-0.0015373167384468305,1.1827817981411006
2.72,1.3441956780268687e-06,297.40596783489354,6.568074588664557e-06,299.99735000693306,0.008165860761847327,0.0026499930673502536,0.00040020132754722994,-2.1392766974097124e-06,28.64412310552931,67.8670795792872,29.054435274298235,0.13291860213059908,0.0006549274426017128,1.8183686456098691e-06,0.0011775097215095639,-0.0005656537730382299,3.894452152475415e-06,299.9999961055484,2.5858597362697004,1.0684682050700795e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.019607642503010548,0.01970404971247244,0.009798946356319175,2.380445262959863,1.6016110257056523e-06,0.00010348644993060641,0.019718396708920474,0.026415837059342646,0.006932645721247653,0.02643050941497753,1.983878718802242e-09,250.0,125.0,13.074495873434206,-12.309365063067844,-0.019607497407710575,-0.026460986153324484,0.026460986151977783,-0.0015546167879246678,1.1896154341299905
2.73,1.3588224121456429e-06,297.3819962797853,6.639162139331195e-06,299.99731944988827,0.008265380442851737,0.002680550112162671,0.0004025398096629812,-2.171496370724083e-06,28.743398264318987,68.11584016868451,29.153985529993573,0.13415799801538,0.000662000260034316,1.8330825511073623e-06,0.0011885192625972398,-0.0005796490533517942,3.925018685537265e-06,299.9999960749819,2.6097317006093728,1.0884677910939643e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.019819394671598014,0.019917308451925443,0.009918367908356207,2.3941618435932432,1.6203829836350913e-06,0.00010505209020347453,0.01985848218641183,0.026720831085133873,0.0070628901878234335,0.026735594544315656,2.016114983504565e-09,250.0,125.0,13.119293488497107,-12.31761797023762,-0.01981924312866511,-0.026766250936361757,0.02676625093477134,-0.0015719589058685174,1.1964661708029136
2.74,1.373572657274729e-06,297.3578864613515,6.7108415859910215e-06,299.9972886178985,0.008365841724842588,0.00271138210193966,0.000404884609901629,-2.2040930869919475e-06,28.842618948073003,68.36459345202572,29.253482414941267,0.13540469986514903,0.0006691317794504764,1.8478874998477987e-06,0.001199555783291661,-0.0005939063575665175,3.955765053195037e-06,299.9999960442355,2.6337409860817713,1.1087920439169924e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.020032904301428307,0.020132342801415442,0.010038919337837038,2.4079126372215436,1.6393154733519426e-06,0.00010663611917316498,0.01999902432353443,0.02702857224079368,0.007194670386142353,0.027043426965340955,2.0488129272562486e-09,250.0,125.0,13.16406708672357,-12.325904006047836,-0.02003274620379605,-0.027074263370195695,0.02707426336886465,-0.0015893423467800642,1.203334002833005
2.75,1.3884469453732517e-06,297.33363803124774,6.783115313457718e-06,299.9972575093896,0.008467251062270236,0.002742490610849991,0.0004072357316040548,-2.2370700660033693e-06,28.94178514635853,68.61333940900653,29.352925918363734,0.13665872798398543,0.0006763222344463211,1.862783722770128e-06,0.0012106189215580127,-0.0006084287617068381,3.9866916067405445e-06,299.99999601330893,2.6578879345743673,1.1294456069395212e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.020248178385879553,0.020349159914072594,0.010160608389298147,2.4216976322830073,1.6584094109508973e-06,0.00010823869375579825,0.020140022686841154,0.027339076308202686,0.007327990866171429,0.027354022433232657,2.0819779186904024e-09,250.0,125.0,13.208816663263681,-12.33422316015617,-0.020248013625028434,-0.027385039193177363,0.027385039192432504,-0.0016067663799079158,1.2102189248856015
2.7600000000000002,1.4034458031238436e-06,297.3092506412533,6.855985678315541e-06,299.9972261227959,0.008569614903270417,0.002773877204614555,0.00040959317814043224,-2.2704305459039134e-06,29.040896848747607,68.86207801931269,29.45231602948782,0.13792010268592414,0.0006835718557612996,1.8777714350018515e-06,0.0012217083227634008,-0.0006232193508462733,4.017798680324221e-06,299.9999959822019,2.682172887857433,1.1504331773870158e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.02046522383277579,0.020567766858322775,0.010283442799686788,2.4355168172140256,1.6776657157917984e-06,0.00010985997174596272,0.020281476842720438,0.02765235886740969,0.007462856129546809,0.027667396619037804,2.1156153372653476e-09,250.0,125.0,13.253542213269519,-12.342575422206437,-0.020465052298745273,-0.027698594059984316,0.02769859405934231,-0.001624230289245937,1.2171209316181821
2.77,1.4185697520122727e-06,297.2847239432718,6.929455009294947e-06,299.99719445656007,0.008672939688910579,0.002805543440432488,0.00041195695291029434,-2.3041777832595244e-06,29.139954044817163,69.11080926262007,29.551652737544856,0.13918884429484926,0.0006908808713158465,1.8928508500604184e-06,0.0012328236396567562,-0.000638281219014625,4.049086590998525e-06,299.99999595091396,2.706596187584008,1.171759506619113e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.020684047465523093,0.020788170619014404,0.0104074302974565,2.4493701804489656,1.6970853105113448e-06,0.00011150011181957275,0.020423386357396465,0.02796843550247604,0.007599270632482658,0.02798356510783316,2.149730604344669e-09,250.0,125.0,13.298243731895186,-12.35096078183085,-0.020683869046915025,-0.028014943538892112,0.028014943538414893,-0.001641733373492924,1.2240400176803128
2.7800000000000002,1.433819308410427e-06,297.2600575893317,7.003525607668255e-06,299.9971625091336,0.00877723185245597,0.002837490866916735,0.00041432705934261083,-2.33831505312171e-06,29.23895672414909,69.35953311859487,29.650936031770712,0.14046497314440978,0.000698249506250979,1.908022171158963e-06,0.0012439645323643854,-0.0006536174691112082,4.080555639253418e-06,299.9999959194449,2.7311581752898797,1.1934294004567158e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.020904656024294206,0.02101037809860532,0.010532578601686311,2.463257710420059,1.7166691210349536e-06,0.00011315927353673866,0.020565750796929388,0.028287321672117338,0.00773723878890272,0.02830254340030665,2.1843291633804978e-09,250.0,125.0,13.342921214296819,-12.359379228648663,-0.02090447060827706,-0.028334103113138553,0.028334103112774813,-0.0016592749460435491,1.2309761777135924
2.79,1.4491949836636054e-06,297.2352512315877,7.0781997476661155e-06,299.9971302789765,0.00888249781865139,0.002869721024038272,0.00041670350089585353,-2.3728456490933158e-06,29.33790487633026,69.60824956689353,29.75016590140586,0.14174850957790963,0.0007056779829700232,1.9232856070267314e-06,0.0012551306683551038,-0.0006692312128237129,4.112206108710678e-06,299.99999588779446,2.7558591923935403,1.215447719260075e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.021127056167275785,0.021234396118412102,0.010658895421218742,2.4771793955572234,1.736418076588606e-06,0.00011483761734464079,0.02070856972721545,0.02860903294241567,0.007876764973227647,0.028624346908563705,2.219416515717709e-09,250.0,125.0,13.387574655632635,-12.367830752267992,-0.02112686363959079,-0.028656088179559447,0.028656088179295613,-0.0016768543349185007,1.237929406351597
2.8000000000000003,1.4646972841809729e-06,297.21030452232077,7.153479676909017e-06,299.99709776455745,0.008988744003021602,0.002902235443079325,0.00041908628105807806,-2.4077728833947547e-06,29.4367984909526,69.856958587163,29.849342335695408,0.14303947394824912,0.0007131665211817874,1.938641335018778e-06,0.0012663217224511121,-0.0006851255705519531,4.144038267137434e-06,299.9999958559623,2.7806995801961656,1.237819378455011e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.021351254471961435,0.021460231419904493,0.010786388453820203,2.491135224287966,1.7563331097109041e-06,0.00011653530458041701,0.020851842713987257,0.028933584437552534,0.008017853523757758,0.028948990961103847,2.254998135506034e-09,250.0,125.0,13.432204051062932,-12.376315342284215,-0.02135105471692819,-0.028980914048588602,0.028980914048121875,-0.0016944708827860682,1.2448996982198297
2.81,1.4803267115301751e-06,297.1852171139393,7.229367616858548e-06,299.99706496435397,0.00909597681119334,0.0029350356465957903,0.000421475403346972,-2.4431000869304463e-06,29.535637557613125,70.10566015904071,29.948465323889206,0.14433788661776523,0.0007207153379458046,1.9540895662852016e-06,0.001277537376731726,-0.0007013036713384297,4.176052365395927e-06,299.9999958239482,2.8056796798815706,1.260549348331383e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.021577257436505147,0.02168789066605911,0.010915065385367302,2.5051251850371004,1.7764151562649277e-06,0.00011825249747404883,0.020995569322813917,0.02926099180783303,0.0081605087447329,0.0292764907934805,2.291079619838812e-09,250.0,125.0,13.476809395750143,-12.384832988282483,-0.021577050337028232,-0.029308595942438842,0.029308595942303943,-0.0017121239467695077,1.2518870479356687
2.82,1.4960837625329761e-06,297.1599886589795,7.305865763274684e-06,299.9970318768522,0.009204202638239902,0.0029681231483888212,0.0004238708713099607,-2.4788306093554513e-06,29.634422065914013,70.35435426215474,30.04753485524182,0.14564376795825518,0.0007283246477179969,1.969630424452405e-06,0.0012887773206162122,-0.0007177686528026412,4.2082486397975685e-06,299.9999957917519,2.8307998325161825,1.283642655297826e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.0218050714810892,0.021917380442731185,0.011044933889060252,2.5191492662267936,1.7966651554506529e-06,0.00011998935915127252,0.021139749119101256,0.02959126941533919,0.008304734910673515,0.029606861562754896,2.3276664053571366e-09,250.0,125.0,13.521390684858819,-12.393383679834301,-0.02180485691866392,-0.02963914899737574,0.029639148997490237,-0.001729812898612503,1.25889145010832
2.83,1.5119689293675642e-06,297.13461881010636,7.382976286703106e-06,299.9969985005471,0.009313427868048035,0.0030014994534852493,0.0004262726885242004,-2.514967819142307e-06,29.733152005462667,70.6030408761239,30.146550919012807,0.14695713835064877,0.0007359946623996912,1.9852641806209115e-06,0.001300041250586278,-0.0007345236610850228,4.2406273088802435e-06,299.99999575937323,2.8560603790489965,1.3071043803000883e-10,60.0,50.0,58.0,10.0,0.004,20.0,10.0,0.1,1e-06,50.0,500.0,10.0,60.0,25.0,12.5,0.045,30.0,30.0,10.0,10.0,2.0,288.0,550.0,1.5,1.0,10.0,0.02203470294938901,0.022148707260116467,0.01117600162466304,2.5332074562759495,1.8170840498164995e-06,0.00012174605363646626,0.021284381668092114,0.029924433854390278,0.008450536266129667,0.029940118322927912,2.3647643201138517e-09,250.0,125.0,13.565947913555762,-12.401967406504241,-0.02203448080410971,-0.02997258826144389,0.02997258826176369,-0.001747537124124155,1.265912899338764
