H2O2_c,H2O2_p,H_c,H_p,MLTH_c,MLTH_p,MLT_c,MLT_p,NADP2_c,NADPH_c,NADP_c,NADPplus_c,O2_c,O2_p,O2minus_c,O2minus_p,coIII_p,coII_p,coI_p,per3_p,Time
0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
1.0230543571506763e-10,2.0363140602578005e-13,-1.6834522588384118e-23,-1.7244740832421334e-18,300.0,299.99999999999363,1.2466034114807032e-14,6.464179729062665e-12,7.303861995933425e-35,0.2499999936781491,4.3110979960924066e-17,6.3218508173040236e-09,0.1232876938872201,0.016844322292133986,3.885804840336709e-12,7.715925145665555e-09,1.1662075527281407e-07,6.558835976445506e-12,9.068945688748813e-13,299.9999998833718,0.01
8.050723317507717e-10,1.62009489095336e-12,-7.776034150924714e-21,-1.882957700758127e-16,299.9999999999996,299.9999999998918,4.2211572399382503e-13,1.0836099739809853e-10,2.724768953628508e-30,0.4999999089858635,5.836393159619078e-15,9.10141307078801e-08,0.24380140906050835,0.060878654206834575,5.8204484028613e-11,5.5794085839622654e-08,1.747562423308229e-06,1.1158574065147726e-10,7.57196169852753e-12,299.9999982523182,0.02
2.6762199687839355e-09,5.405328610248032e-12,-2.551662727357132e-19,-2.6163731541969425e-15,299.9999999999969,299.9999999994534,3.1676405015407543e-12,5.467619263345036e-10,1.1388545032354972e-27,0.7499995851365956,9.652827196865809e-14,4.148633079289369e-07,0.36230780718110356,0.12444383251424758,2.6878127957650275e-10,1.6644148692740564e-07,8.0733994936348e-06,5.712820088978907e-10,2.567558133661236e-11,299.9999919260035,0.03
6.255004789290568e-09,1.2656880664521108e-11,-2.8560841041986793e-18,-1.5735136953811742e-14,299.9999999999872,299.99999999829834,1.2902468453948135e-11,1.701818335790495e-09,7.591206863754587e-26,0.9999988199009546,6.757907838414315e-13,1.1800983700805276e-06,0.47935794723792213,0.20203295349218434,7.693806438735173e-10,3.467101574583192e-07,2.3118673996242472e-05,1.8037247389895245e-09,6.060999168567749e-11,299.9999768794616,0.04
1.2057269826679395e-08,2.4424619499804074e-11,-1.7794609490339012e-17,-6.007057032325921e-14,299.99999999996254,299.999999995926,3.759128308587025e-11,4.074199254093165e-09,1.840418037491606e-24,1.249997404954836,2.9423194539579663e-12,2.5950422222549237e-06,0.5953478818758647,0.28968694305370674,1.698100862146073e-09,5.948540691383907e-07,5.103871110813607e-05,4.379184435876127e-09,1.175323251502983e-10,299.9999489567922,0.05
2.0578975192819004e-08,4.171793241392359e-11,-7.676173862556975e-17,-1.7269782029078602e-13,299.99999999991167,299.9999999917307,8.851101450722165e-11,8.269472873057597e-09,2.3390123779652714e-23,1.4999951445240713,9.451951935210298e-12,4.855466477140751e-06,0.7105622329024165,0.3845597687206853,3.1853232317546445e-09,9.050065736358757e-07,9.574209500854547e-05,9.011869048319151e-09,2.014004435617029e-10,299.9999042486918,0.06
3.229859162943467e-08,6.551060320554293e-11,-2.5760595999337485e-16,-4.095968872027666e-13,299.99999999982043,299.9999999850155,1.7973458516275692e-10,1.4984703653544876e-08,1.8938539286907087e-22,1.7499918629880868,2.4550292227203213e-11,8.136987364024038e-06,0.8252055246634472,0.48460568505660623,5.349602783654658e-09,1.269981829281323e-06,0.00016073577964692236,1.6552650107510084e-08,3.169971953827332e-10,299.9998392473507,0.07
4.7678746705615276e-08,9.674416649576704e-11,-7.210687248580766e-16,-8.461742841165842e-13,299.9999999996729,299.9999999750034,3.272449551981776e-10,2.4996751890115424e-08,1.0993852429679096e-21,1.9999874063404928,5.448139452710097e-11,1.2593605026931958e-05,0.9394247107267877,0.588354303042061,8.298277477298357e-09,1.6827112965291693e-06,0.00024909439303823027,2.7982477147944844e-08,4.689470662803034e-10,299.99975087715546,0.08
6.716738321204486e-08,1.3633026869413555e-10,-1.7608537236508989e-15,-1.5766185154378391e-12,299.99999999945226,299.99999996084824,5.478641213486281e-10,3.9151920422099487e-08,4.9388693075131254e-21,2.2499816407310074,1.0709847277088343e-10,1.8359161894951392e-05,1.0533253658340183,0.694748862016855,1.2130528876243484e-08,2.1368600761641997e-06,0.0003634887227426762,4.440628931357312e-08,6.617278701481407e-10,299.99963646620915,0.09
