T,C,CA_ER,C_T,H
61.0,0.086541496,196.7798,36.490841,0.62551218
62.0,0.086541496,196.7798,36.490841,0.62551218
63.0,0.086541496,196.7798,36.490841,0.62551218
64.0,0.086541496,196.7798,36.490841,0.62551218
65.0,0.086541496,196.7798,36.490841,0.62551218
66.0,0.086541496,196.7798,36.490841,0.62551218
67.0,0.086541496,196.7798,36.490841,0.62551218
68.0,0.086541496,196.7798,36.490841,0.62551218
69.0,0.086541496,196.7798,36.490841,0.62551218
70.0,0.086541496,196.7798,36.490841,0.62551224
71.0,0.086541496,196.7798,36.490841,0.62551224
72.0,0.086541496,196.7798,36.490841,0.62551224
73.0,0.086541496,196.7798,36.490841,0.62551224
74.0,0.086541496,196.7798,36.490841,0.62551224
75.0,0.086541496,196.7798,36.490841,0.62551224
76.0,0.086541496,196.7798,36.490841,0.62551224
77.0,0.086541496,196.7798,36.490841,0.62551224
78.0,0.086541496,196.7798,36.490841,0.62551224
79.0,0.086541496,196.7798,36.490841,0.62551224
80.0,0.086541496,196.7798,36.490841,0.62551224
81.0,0.086541496,196.7798,36.490841,0.62551224
82.0,0.086541496,196.7798,36.490841,0.62551224
83.0,0.086541496,196.7798,36.490841,0.62551224
84.0,0.086541496,196.7798,36.490841,0.62551224
85.0,0.086541496,196.7798,36.490841,0.62551224
86.0,0.086541496,196.7798,36.490841,0.62551224
87.0,0.086541496,196.7798,36.490841,0.62551224
88.0,0.086541496,196.7798,36.490841,0.62551224
89.0,0.086541496,196.7798,36.490841,0.62551224
90.0,0.086541496,196.7798,36.490841,0.62551224
91.0,0.086541496,196.7798,36.490841,0.62551224
92.0,0.086541496,196.7798,36.490841,0.62551224
93.0,0.086541496,196.7798,36.490841,0.62551224
94.0,0.086541496,196.7798,36.490841,0.62551224
95.0,0.086541496,196.7798,36.490841,0.62551224
96.0,0.086541496,196.7798,36.490841,0.62551224
97.0,0.086541496,196.7798,36.490841,0.62551224
98.0,0.086541496,196.7798,36.490841,0.62551224
99.0,0.086541496,196.7798,36.490841,0.62551224
100.0,0.086541496,196.7798,36.490841,0.62551224
101.0,0.086541496,196.7798,36.490841,0.62551224
102.0,0.086541496,196.7798,36.490841,0.6255123
103.0,0.086541496,196.7798,36.490841,0.6255123
104.0,0.086541496,196.7798,36.490841,0.6255123
105.0,0.086541496,196.7798,36.490841,0.6255123
106.0,0.086541496,196.7798,36.490841,0.6255123
107.0,0.086541496,196.7798,36.490841,0.6255123
108.0,0.086541496,196.7798,36.490841,0.6255123
109.0,0.086541496,196.7798,36.490841,0.6255123
110.0,0.086541496,196.7798,36.490841,0.6255123
111.0,0.086541496,196.7798,36.490841,0.6255123
112.0,0.086541496,196.7798,36.490841,0.6255123
113.0,0.086541496,196.7798,36.490841,0.6255123
114.0,0.086541496,196.7798,36.490841,0.6255123
115.0,0.086541496,196.7798,36.490841,0.6255123
116.0,0.086541496,196.7798,36.490841,0.6255123
117.0,0.086541496,196.7798,36.490841,0.6255123
118.0,0.086541496,196.7798,36.490841,0.6255123
119.0,0.086541496,196.7798,36.490841,0.6255123
120.0,0.086541496,196.7798,36.490841,0.6255123
121.0,0.086541496,196.7798,36.490841,0.6255123
122.0,0.086541496,196.7798,36.490841,0.6255123
123.0,0.086541496,196.7798,36.490841,0.6255123
124.0,0.086541496,196.7798,36.490841,0.6255123
125.0,0.086541496,196.7798,36.490841,0.6255123
126.0,0.086541496,196.7798,36.490841,0.6255123
127.0,0.086541496,196.7798,36.490841,0.6255123
128.0,0.086541496,196.7798,36.490841,0.6255123
129.0,0.086541496,196.7798,36.490841,0.6255123
130.0,0.086541496,196.7798,36.490841,0.6255123
131.0,0.086541496,196.7798,36.490841,0.6255123
132.0,0.086541496,196.7798,36.490841,0.6255123
133.0,0.086541496,196.7798,36.490841,0.6255123
134.0,0.086541496,196.7798,36.490841,0.6255123
135.0,0.086541496,196.7798,36.490841,0.6255123
136.0,0.086541496,196.7798,36.490841,0.6255123
137.0,0.086541496,196.7798,36.490841,0.6255123
138.0,0.086541496,196.7798,36.490841,0.6255123
139.0,0.086541496,196.7798,36.490841,0.6255123
140.0,0.086541496,196.7798,36.490841,0.6255123
141.0,0.086541496,196.7798,36.490841,0.6255123
142.0,0.086541496,196.7798,36.490841,0.6255123
143.0,0.086541496,196.7798,36.490841,0.6255123
144.0,0.086541496,196.7798,36.490841,0.6255123
145.0,0.086541496,196.7798,36.490841,0.6255123
146.0,0.086541496,196.7798,36.490841,0.6255123
147.0,0.086541496,196.7798,36.490841,0.6255123
148.0,0.086541496,196.7798,36.490841,0.62551236
149.0,0.086541496,196.7798,36.490841,0.62551236
150.0,0.086541496,196.7798,36.490841,0.62551236
151.0,0.086541496,196.7798,36.490841,0.62551236
152.0,0.086541496,196.7798,36.490841,0.62551236
153.0,0.086541496,196.7798,36.490841,0.62551236
154.0,0.086541496,196.7798,36.490841,0.62551236
155.0,0.086541496,196.7798,36.490841,0.62551236
156.0,0.086541496,196.7798,36.490841,0.62551236
157.0,0.086541496,196.7798,36.490841,0.62551236
158.0,0.086541496,196.7798,36.490841,0.62551236
159.0,0.086541496,196.7798,36.490841,0.62551236
160.0,0.086541496,196.7798,36.490841,0.62551236
161.0,0.086541496,196.7798,36.490841,0.62551236
162.0,0.086541496,196.7798,36.490841,0.62551236
163.0,0.086541496,196.7798,36.490841,0.62551236
164.0,0.086541496,196.7798,36.490841,0.62551236
165.0,0.086541496,196.7798,36.490841,0.62551236
166.0,0.086541496,196.7798,36.490841,0.62551236
167.0,0.086541496,196.7798,36.490841,0.62551236
168.0,0.086541496,196.7798,36.490841,0.62551236
169.0,0.086541496,196.7798,36.490841,0.62551236
170.0,0.086541496,196.7798,36.490841,0.62551236
171.0,0.086541496,196.7798,36.490841,0.62551236
172.0,0.086541496,196.7798,36.490841,0.62551236
173.0,0.086541496,196.7798,36.490841,0.62551236
174.0,0.086541496,196.7798,36.490841,0.62551236
175.0,0.086541496,196.7798,36.490841,0.62551236
176.0,0.086541496,196.7798,36.490841,0.62551236
177.0,0.086541496,196.7798,36.490841,0.62551236
178.0,0.086541496,196.7798,36.490841,0.62551236
179.0,0.086541496,196.7798,36.490841,0.62551236
180.0,0.086541496,196.7798,36.490841,0.62551236
181.0,0.086541496,196.7798,36.490841,0.62551236
182.0,0.086541496,196.7798,36.490841,0.62551236
183.0,0.086541496,196.7798,36.490841,0.62551236
184.0,0.086541496,196.7798,36.490841,0.62551236
185.0,0.086541496,196.7798,36.490841,0.62551236
186.0,0.086541496,196.7798,36.490841,0.62551236
187.0,0.086541496,196.7798,36.490841,0.62551236
188.0,0.086541496,196.7798,36.490841,0.62551236
189.0,0.086541496,196.7798,36.490841,0.62551236
190.0,0.086541496,196.7798,36.490841,0.62551236
191.0,0.086541496,196.7798,36.490841,0.62551236
192.0,0.086541496,196.7798,36.490841,0.62551236
193.0,0.086541496,196.7798,36.490841,0.62551236
194.0,0.086541496,196.7798,36.490841,0.62551236
195.0,0.086541496,196.7798,36.490841,0.62551236
196.0,0.086541496,196.7798,36.490841,0.62551236
197.0,0.086541496,196.7798,36.490841,0.62551236
198.0,0.086541496,196.7798,36.490841,0.62551236
199.0,0.086541496,196.7798,36.490841,0.62551236
200.0,0.086541496,196.7798,36.490841,0.62551236
201.0,0.086541496,196.7798,36.490841,0.62551236
202.0,0.086541496,196.7798,36.490841,0.62551236
203.0,0.086541496,196.7798,36.490841,0.62551236
204.0,0.086541496,196.7798,36.490841,0.62551236
205.0,0.086541496,196.7798,36.490841,0.62551236
206.0,0.086541496,196.7798,36.490841,0.62551236
207.0,0.086541496,196.7798,36.490841,0.62551236
208.0,0.086541496,196.7798,36.490841,0.62551236
209.0,0.086541496,196.7798,36.490841,0.62551236
210.0,0.086541496,196.7798,36.490841,0.62551236
211.0,0.086541496,196.7798,36.490841,0.62551236
212.0,0.086541496,196.7798,36.490841,0.62551236
213.0,0.086541496,196.7798,36.490841,0.62551236
214.0,0.086541496,196.7798,36.490841,0.62551236
215.0,0.086541496,196.7798,36.490841,0.62551236
216.0,0.086541496,196.7798,36.490841,0.62551236
217.0,0.086541496,196.7798,36.490841,0.62551236
218.0,0.086541496,196.7798,36.490841,0.62551236
219.0,0.086541496,196.7798,36.490841,0.62551236
220.0,0.086541496,196.7798,36.490841,0.62551236
221.0,0.086541496,196.7798,36.490841,0.62551236
222.0,0.086541496,196.7798,36.490841,0.62551236
223.0,0.086541496,196.7798,36.490841,0.62551236
224.0,0.086541496,196.7798,36.490841,0.62551236
225.0,0.086541496,196.7798,36.490841,0.62551236
226.0,0.086541496,196.7798,36.490841,0.62551236
227.0,0.086541496,196.7798,36.490841,0.62551236
228.0,0.086541496,196.7798,36.490841,0.62551236
229.0,0.086541496,196.7798,36.490841,0.62551242
230.0,0.086541496,196.7798,36.490841,0.62551242
231.0,0.086541496,196.7798,36.490841,0.62551242
232.0,0.086541496,196.7798,36.490841,0.62551242
233.0,0.086541496,196.7798,36.490841,0.62551242
234.0,0.086541496,196.7798,36.490841,0.62551242
235.0,0.086541496,196.7798,36.490841,0.62551242
236.0,0.086541496,196.7798,36.490841,0.62551242
237.0,0.086541496,196.7798,36.490841,0.62551242
238.0,0.086541496,196.7798,36.490841,0.62551242
239.0,0.086541496,196.7798,36.490841,0.62551242
240.0,0.086541496,196.7798,36.490841,0.62551242
241.0,0.086541496,196.7798,36.490841,0.62551242
242.0,0.086541496,196.7798,36.490841,0.62551242
243.0,0.086541496,196.7798,36.490841,0.62551242
244.0,0.086541496,196.7798,36.490841,0.62551242
245.0,0.086541496,196.7798,36.490841,0.62551242
246.0,0.086541496,196.7798,36.490841,0.62551242
247.0,0.086541496,196.7798,36.490841,0.62551242
248.0,0.086541496,196.7798,36.490841,0.62551242
249.0,0.086541496,196.7798,36.490841,0.62551242
250.0,0.086541496,196.7798,36.490841,0.62551242
251.0,0.086541496,196.7798,36.490841,0.62551242
252.0,0.086541496,196.7798,36.490841,0.62551242
253.0,0.086541496,196.7798,36.490841,0.62551242
254.0,0.086541496,196.7798,36.490841,0.62551242
255.0,0.086541496,196.7798,36.490841,0.62551242
256.0,0.086541496,196.7798,36.490841,0.62551242
257.0,0.086541496,196.7798,36.490841,0.62551242
258.0,0.086541496,196.7798,36.490841,0.62551242
259.0,0.086541496,196.7798,36.490841,0.62551242
260.0,0.086541496,196.7798,36.490841,0.62551242
261.0,0.086541496,196.7798,36.490841,0.62551242
262.0,0.086541496,196.7798,36.490841,0.62551242
263.0,0.086541496,196.7798,36.490841,0.62551242
264.0,0.086541496,196.7798,36.490841,0.62551242
265.0,0.086541496,196.7798,36.490841,0.62551242
266.0,0.086541496,196.7798,36.490841,0.62551242
267.0,0.086541496,196.7798,36.490841,0.62551242
268.0,0.086541496,196.7798,36.490841,0.62551242
269.0,0.086541496,196.7798,36.490841,0.62551242
270.0,0.086541496,196.7798,36.490841,0.62551242
271.0,0.086541496,196.7798,36.490841,0.62551242
272.0,0.086541496,196.7798,36.490841,0.62551242
273.0,0.086541496,196.7798,36.490841,0.62551242
274.0,0.086541496,196.7798,36.490841,0.62551242
275.0,0.086541496,196.7798,36.490841,0.62551242
276.0,0.086541496,196.7798,36.490841,0.62551242
277.0,0.086541496,196.7798,36.490841,0.62551242
278.0,0.086541496,196.7798,36.490841,0.62551242
279.0,0.086541496,196.7798,36.490841,0.62551242
280.0,0.086541496,196.7798,36.490841,0.62551242
281.0,0.086541496,196.7798,36.490841,0.62551242
282.0,0.086541496,196.7798,36.490841,0.62551242
283.0,0.086541496,196.7798,36.490841,0.62551242
284.0,0.086541496,196.7798,36.490841,0.62551242
285.0,0.086541496,196.7798,36.490841,0.62551242
286.0,0.086541496,196.7798,36.490841,0.62551242
287.0,0.086541496,196.7798,36.490841,0.62551242
288.0,0.086541496,196.7798,36.490841,0.62551242
289.0,0.086541496,196.7798,36.490841,0.62551242
290.0,0.086541496,196.7798,36.490841,0.62551242
291.0,0.086541496,196.7798,36.490841,0.62551242
292.0,0.086541496,196.7798,36.490841,0.62551242
293.0,0.086541496,196.7798,36.490841,0.62551242
294.0,0.086541496,196.7798,36.490841,0.62551242
295.0,0.086541496,196.7798,36.490841,0.62551242
296.0,0.086541496,196.7798,36.490841,0.62551242
297.0,0.086541496,196.7798,36.490841,0.62551242
298.0,0.086541496,196.7798,36.490841,0.62551242
299.0,0.086541496,196.7798,36.490841,0.62551242
300.0,0.086541496,196.7798,36.490841,0.62551242
301.0,0.086541496,196.7798,36.490841,0.62551242
302.0,0.086541496,196.7798,36.490841,0.62551242
303.0,0.086541496,196.7798,36.490841,0.62551242
304.0,0.086541496,196.7798,36.490841,0.62551242
305.0,0.086541496,196.7798,36.490841,0.62551242
306.0,0.086541496,196.7798,36.490841,0.62551242
307.0,0.086541496,196.7798,36.490841,0.62551242
308.0,0.086541496,196.7798,36.490841,0.62551242
309.0,0.086541496,196.7798,36.490841,0.62551242
310.0,0.086541496,196.7798,36.490841,0.62551242
311.0,0.086541496,196.7798,36.490841,0.62551242
312.0,0.086541496,196.7798,36.490841,0.62551242
313.0,0.086541496,196.7798,36.490841,0.62551242
314.0,0.086541496,196.7798,36.490841,0.62551242
315.0,0.086541496,196.7798,36.490841,0.62551242
316.0,0.086541496,196.7798,36.490841,0.62551242
317.0,0.086541496,196.7798,36.490841,0.62551242
318.0,0.086541496,196.7798,36.490841,0.62551242
319.0,0.086541496,196.7798,36.490841,0.62551242
320.0,0.086541496,196.7798,36.490841,0.62551242
321.0,0.086541496,196.7798,36.490841,0.62551242
322.0,0.086541496,196.7798,36.490841,0.62551242
323.0,0.086541496,196.7798,36.490841,0.62551242
324.0,0.086541496,196.7798,36.490841,0.62551242
325.0,0.086541496,196.7798,36.490841,0.62551242
326.0,0.086541496,196.7798,36.490841,0.62551242
327.0,0.086541496,196.7798,36.490841,0.62551242
328.0,0.086541496,196.7798,36.490841,0.62551242
329.0,0.086541496,196.7798,36.490841,0.62551242
330.0,0.086541496,196.7798,36.490841,0.62551242
331.0,0.086541496,196.7798,36.490841,0.62551242
332.0,0.086541496,196.7798,36.490841,0.62551242
333.0,0.086541496,196.7798,36.490841,0.62551242
334.0,0.086541496,196.7798,36.490841,0.62551242
335.0,0.086541496,196.7798,36.490841,0.62551242
336.0,0.086541496,196.7798,36.490841,0.62551242
337.0,0.086541496,196.7798,36.490841,0.62551242
338.0,0.086541496,196.7798,36.490841,0.62551242
339.0,0.086541496,196.7798,36.490841,0.62551242
340.0,0.086541496,196.7798,36.490841,0.62551242
341.0,0.086541496,196.7798,36.490841,0.62551242
342.0,0.086541496,196.7798,36.490841,0.62551242
343.0,0.086541496,196.7798,36.490841,0.62551242
344.0,0.086541496,196.7798,36.490841,0.62551242
345.0,0.086541496,196.7798,36.490841,0.62551242
346.0,0.086541496,196.7798,36.490841,0.62551242
347.0,0.086541496,196.7798,36.490841,0.62551242
348.0,0.086541496,196.7798,36.490841,0.62551242
349.0,0.086541496,196.7798,36.490841,0.62551242
350.0,0.086541496,196.7798,36.490841,0.62551242
351.0,0.086541496,196.7798,36.490841,0.62551242
352.0,0.086541496,196.7798,36.490841,0.62551242
353.0,0.086541496,196.7798,36.490841,0.62551242
354.0,0.086541496,196.7798,36.490841,0.62551242
355.0,0.086541496,196.7798,36.490841,0.62551242
356.0,0.086541496,196.7798,36.490841,0.62551242
357.0,0.086541496,196.7798,36.490841,0.62551242
358.0,0.086541496,196.7798,36.490841,0.62551242
359.0,0.086541496,196.7798,36.490841,0.62551242
360.0,0.086541496,196.7798,36.490841,0.62551242
361.0,0.086541496,196.7798,36.490841,0.62551242
362.0,0.086541496,196.7798,36.490841,0.62551242
363.0,0.086541496,196.7798,36.490841,0.62551242
364.0,0.086541496,196.7798,36.490841,0.62551242
365.0,0.086541496,196.7798,36.490841,0.62551242
366.0,0.086541496,196.7798,36.490841,0.62551242
367.0,0.086541496,196.7798,36.490841,0.62551242
368.0,0.086541496,196.7798,36.490841,0.62551242
369.0,0.086541496,196.7798,36.490841,0.62551242
370.0,0.086541496,196.7798,36.490841,0.62551242
371.0,0.086541496,196.7798,36.490841,0.62551242
372.0,0.086541496,196.7798,36.490841,0.62551242
373.0,0.086541496,196.7798,36.490841,0.62551242
374.0,0.086541496,196.7798,36.490841,0.62551242
375.0,0.086541496,196.7798,36.490841,0.62551242
376.0,0.086541496,196.7798,36.490841,0.62551242
377.0,0.086541496,196.7798,36.490841,0.62551242
378.0,0.086541496,196.7798,36.490841,0.62551242
379.0,0.086541496,196.7798,36.490841,0.62551242
380.0,0.086541496,196.7798,36.490841,0.62551242
381.0,0.086541496,196.7798,36.490841,0.62551242
382.0,0.086541496,196.7798,36.490841,0.62551242
383.0,0.086541496,196.7798,36.490841,0.62551242
384.0,0.086541496,196.7798,36.490841,0.62551242
385.0,0.086541496,196.7798,36.490841,0.62551242
386.0,0.086541496,196.7798,36.490841,0.62551242
387.0,0.086541496,196.7798,36.490841,0.62551242
388.0,0.086541496,196.7798,36.490841,0.62551242
389.0,0.086541496,196.7798,36.490841,0.62551242
390.0,0.086541496,196.7798,36.490841,0.62551242
391.0,0.086541496,196.7798,36.490841,0.62551242
392.0,0.086541496,196.7798,36.490841,0.62551242
393.0,0.086541496,196.7798,36.490841,0.62551242
394.0,0.086541496,196.7798,36.490841,0.62551242
395.0,0.086541496,196.7798,36.490841,0.62551242
396.0,0.086541496,196.7798,36.490841,0.62551242
397.0,0.086541496,196.7798,36.490841,0.62551242
398.0,0.086541496,196.7798,36.490841,0.62551242
399.0,0.086541496,196.7798,36.490841,0.62551242
400.0,0.086541496,196.7798,36.490841,0.62551242
401.0,0.086541496,196.7798,36.490841,0.62551242
402.0,0.086541496,196.7798,36.490841,0.62551242
403.0,0.086541496,196.7798,36.490841,0.62551242
404.0,0.086541496,196.7798,36.490841,0.62551242
405.0,0.086541496,196.7798,36.490841,0.62551242
406.0,0.086541496,196.7798,36.490841,0.62551242
407.0,0.086541496,196.7798,36.490841,0.62551242
408.0,0.086541496,196.7798,36.490841,0.62551242
409.0,0.086541496,196.7798,36.490841,0.62551242
410.0,0.086541496,196.7798,36.490841,0.62551242
411.0,0.086541496,196.7798,36.490841,0.62551242
412.0,0.086541496,196.7798,36.490841,0.62551242
413.0,0.086541496,196.7798,36.490841,0.62551242
414.0,0.086541496,196.7798,36.490841,0.62551242
415.0,0.086541496,196.7798,36.490841,0.62551242
416.0,0.086541496,196.7798,36.490841,0.62551242
417.0,0.086541496,196.7798,36.490841,0.62551242
418.0,0.086541496,196.7798,36.490841,0.62551242
419.0,0.086541496,196.7798,36.490841,0.62551242
420.0,0.086541496,196.7798,36.490841,0.62551242
421.0,0.086541496,196.7798,36.490841,0.62551242
422.0,0.086541496,196.7798,36.490841,0.62551242
423.0,0.086541496,196.7798,36.490841,0.62551242
424.0,0.086541496,196.7798,36.490841,0.62551242
425.0,0.086541496,196.7798,36.490841,0.62551242
426.0,0.086541496,196.7798,36.490841,0.62551242
427.0,0.086541496,196.7798,36.490841,0.62551242
428.0,0.086541496,196.7798,36.490841,0.62551242
429.0,0.086541496,196.7798,36.490841,0.62551242
430.0,0.086541496,196.7798,36.490841,0.62551242
431.0,0.086541496,196.7798,36.490841,0.62551242
432.0,0.086541496,196.7798,36.490841,0.62551242
433.0,0.086541496,196.7798,36.490841,0.62551242
434.0,0.086541496,196.7798,36.490841,0.62551242
435.0,0.086541496,196.7798,36.490841,0.62551242
436.0,0.086541496,196.7798,36.490841,0.62551242
437.0,0.086541496,196.7798,36.490841,0.62551242
438.0,0.086541496,196.7798,36.490841,0.62551242
439.0,0.086541496,196.7798,36.490841,0.62551242
440.0,0.086541496,196.7798,36.490841,0.62551242
441.0,0.086541496,196.7798,36.490841,0.62551242
442.0,0.086541496,196.7798,36.490841,0.62551242
443.0,0.086541496,196.7798,36.490841,0.62551242
444.0,0.086541496,196.7798,36.490841,0.62551242
445.0,0.086541496,196.7798,36.490841,0.62551242
446.0,0.086541496,196.7798,36.490841,0.62551242
447.0,0.086541496,196.7798,36.490841,0.62551242
448.0,0.086541496,196.7798,36.490841,0.62551242
449.0,0.086541496,196.7798,36.490841,0.62551242
450.0,0.086541496,196.7798,36.490841,0.62551242
451.0,0.086541496,196.7798,36.490841,0.62551242
452.0,0.086541496,196.7798,36.490841,0.62551242
453.0,0.086541496,196.7798,36.490841,0.62551242
454.0,0.086541496,196.7798,36.490841,0.62551242
455.0,0.086541496,196.7798,36.490841,0.62551242
456.0,0.086541496,196.7798,36.490841,0.62551242
457.0,0.086541496,196.7798,36.490841,0.62551242
458.0,0.086541496,196.7798,36.490841,0.62551242
459.0,0.086541496,196.7798,36.490841,0.62551242
460.0,0.086541496,196.7798,36.490841,0.62551242
461.0,0.086541496,196.7798,36.490841,0.62551242
462.0,0.086541496,196.7798,36.490841,0.62551242
463.0,0.086541496,196.7798,36.490841,0.62551242
464.0,0.086541496,196.7798,36.490841,0.62551242
465.0,0.086541496,196.7798,36.490841,0.62551242
466.0,0.086541496,196.7798,36.490841,0.62551242
467.0,0.086541496,196.7798,36.490841,0.62551242
468.0,0.086541496,196.7798,36.490841,0.62551242
469.0,0.086541496,196.7798,36.490841,0.62551242
470.0,0.086541496,196.7798,36.490841,0.62551242
471.0,0.086541496,196.7798,36.490841,0.62551242
472.0,0.086541496,196.7798,36.490841,0.62551242
473.0,0.086541496,196.7798,36.490841,0.62551242
474.0,0.086541496,196.7798,36.490841,0.62551242
475.0,0.086541496,196.7798,36.490841,0.62551242
476.0,0.086541496,196.7798,36.490841,0.62551242
477.0,0.086541496,196.7798,36.490841,0.62551242
478.0,0.086541496,196.7798,36.490841,0.62551242
479.0,0.086541496,196.7798,36.490841,0.62551242
480.0,0.086541496,196.7798,36.490841,0.62551242
481.0,0.086541496,196.7798,36.490841,0.62551242
482.0,0.086541496,196.7798,36.490841,0.62551242
483.0,0.086541496,196.7798,36.490841,0.62551242
484.0,0.086541496,196.7798,36.490841,0.62551242
485.0,0.086541496,196.7798,36.490841,0.62551242
486.0,0.086541496,196.7798,36.490841,0.62551242
487.0,0.086541496,196.7798,36.490841,0.62551242
488.0,0.086541496,196.7798,36.490841,0.62551242
489.0,0.086541496,196.7798,36.490841,0.62551242
490.0,0.086541496,196.7798,36.490841,0.62551242
491.0,0.086541496,196.7798,36.490841,0.62551242
492.0,0.086541496,196.7798,36.490841,0.62551242
493.0,0.086541496,196.7798,36.490841,0.62551242
494.0,0.086541496,196.7798,36.490841,0.62551242
495.0,0.086541496,196.7798,36.490841,0.62551242
496.0,0.086541496,196.7798,36.490841,0.62551242
497.0,0.086541496,196.7798,36.490841,0.62551242
498.0,0.086541496,196.7798,36.490841,0.62551242
499.0,0.086541496,196.7798,36.490841,0.62551242
500.0,0.086541496,196.7798,36.490841,0.62551242
501.0,0.086541496,196.7798,36.490841,0.62551242
502.0,0.086541496,196.7798,36.490841,0.62551242
503.0,0.086541496,196.7798,36.490841,0.62551242
504.0,0.086541496,196.7798,36.490841,0.62551242
505.0,0.086541496,196.7798,36.490841,0.62551242
506.0,0.086541496,196.7798,36.490841,0.62551242
507.0,0.086541496,196.7798,36.490841,0.62551242
508.0,0.086541496,196.7798,36.490841,0.62551242
509.0,0.086541496,196.7798,36.490841,0.62551242
510.0,0.086541496,196.7798,36.490841,0.62551242
511.0,0.086541496,196.7798,36.490841,0.62551242
512.0,0.086541496,196.7798,36.490841,0.62551242
513.0,0.086541496,196.7798,36.490841,0.62551242
514.0,0.086541496,196.7798,36.490841,0.62551242
515.0,0.086541496,196.7798,36.490841,0.62551242
516.0,0.086541496,196.7798,36.490841,0.62551242
517.0,0.086541496,196.7798,36.490841,0.62551242
518.0,0.086541496,196.7798,36.490841,0.62551242
519.0,0.086541496,196.7798,36.490841,0.62551242
520.0,0.086541496,196.7798,36.490841,0.62551242
521.0,0.086541496,196.7798,36.490841,0.62551242
522.0,0.086541496,196.7798,36.490841,0.62551242
523.0,0.086541496,196.7798,36.490841,0.62551242
524.0,0.086541496,196.7798,36.490841,0.62551242
525.0,0.086541496,196.7798,36.490841,0.62551242
526.0,0.086541496,196.7798,36.490841,0.62551242
527.0,0.086541496,196.7798,36.490841,0.62551242
528.0,0.086541496,196.7798,36.490841,0.62551242
529.0,0.086541496,196.7798,36.490841,0.62551242
530.0,0.086541496,196.7798,36.490841,0.62551242
531.0,0.086541496,196.7798,36.490841,0.62551242
532.0,0.086541496,196.7798,36.490841,0.62551242
533.0,0.086541496,196.7798,36.490841,0.62551242
534.0,0.086541496,196.7798,36.490841,0.62551242
535.0,0.086541496,196.7798,36.490841,0.62551242
536.0,0.086541496,196.7798,36.490841,0.62551242
