T,C0,C1,C2,C3,CI0,CI1,CI2,CI3,IKA,O,OI,PROP
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.96370554,0.035767507,0.00047533511,2.6653395e-06,4.5907225e-05,2.8989573e-06,1.4714928e-07,1.2528393e-08,0.0,5.3165685e-09,9.7503082e-12,5.3263189e-09
0.34,0.93728203,0.061132643,0.0014698721,1.5364403e-05,8.838316e-05,1.0470217e-05,1.0034995e-06,1.6727854e-07,0.0,5.9257818e-08,2.2679195e-10,5.9484609e-08
0.50999999,0.91792077,0.079340465,0.0025496786,3.5880908e-05,0.00012846643,2.101941e-05,2.7438225e-06,6.2933589e-07,0.0,1.8824147e-07,1.0205866e-09,1.8926205e-07
0.68000001,0.90366411,0.092533104,0.0035355201,5.929693e-05,0.00016686077,3.3430562e-05,5.2533996e-06,1.457513e-06,0.0,3.7242722e-07,2.4882683e-09,3.7491549e-07
0.85000002,0.89312601,0.10216007,0.0043679378,8.2038256e-05,0.00020404278,4.6959325e-05,8.3328505e-06,2.6188757e-06,0.0,5.7835166e-07,4.4331649e-09,5.8278482e-07
1.02,0.88531286,0.10922276,0.0050413753,0.00010222914,0.00024033332,6.1105718e-05,1.1783765e-05,4.0358318e-06,0.0,7.7910232e-07,6.5651098e-09,7.856674e-07
1.1900001,0.8795054,0.11442495,0.005572232,0.00011919682,0.00027594596,7.5533484e-05,1.5439826e-05,5.6211688e-06,0.0,9.5899759e-07,8.6413756e-09,9.6763893e-07
1.36,0.87517929,0.11826802,0.0059837308,0.00013295522,0.00031102009,9.0017631e-05,1.9173753e-05,7.2967118e-06,0.0,1.1115968e-06,1.0511643e-08,1.1221084e-06
1.53,0.87195003,0.1211131,0.0062991199,0.00014384504,0.00034564393,0.00010440951,2.2894306e-05,9.0004878e-06,0.0,1.2363258e-06,1.2108787e-08,1.2484346e-06
1.7,0.86953437,0.12322249,0.0065389541,0.00015232102,0.00037987079,0.00011861316,2.6539943e-05,1.0687494e-05,0.0,1.3356821e-06,1.3422611e-08,1.3491048e-06
1.87,0.86772317,0.12478796,0.0067203161,0.00015884034,0.00041373027,0.000132569,3.0072033e-05,1.2327564e-05,0.0,1.413399e-06,1.4474935e-08,1.4278739e-06
2.04,0.86636156,0.1259504,0.0068569034,0.00016381206,0.00044723629,0.00014624251,3.3468845e-05,1.3902292e-05,0.0,1.473401e-06,1.5301755e-08,1.4887027e-06
2.21,0.86533451,0.12681371,0.0069594583,0.00016758003,0.0004803926,0.00015961636,3.6720627e-05,1.5402005e-05,0.0,1.5192896e-06,1.5942364e-08,1.5352321e-06
2.3800001,0.86455667,0.12745477,0.0070362794,0.00017042259,0.00051319669,0.00017268471,3.9825802e-05,1.6823185e-05,0.0,1.5541423e-06,1.6433635e-08,1.5705758e-06
2.55,0.86396456,0.12793051,0.007093715,0.00017255959,0.00054564257,0.00018544932,4.2788102e-05,1.8166427e-05,0.0,1.5804769e-06,1.6807535e-08,1.5972845e-06
2.72,0.86351091,0.12828322,0.0071365866,0.00017416183,0.00057772244,0.00019791682,4.5614535e-05,1.9434923e-05,0.0,1.6002986e-06,1.7090501e-08,1.6173891e-06
2.8900001,0.86316049,0.12854433,0.0071685379,0.00017536052,0.00060942804,0.00021009675,4.8313879e-05,2.0633363e-05,0.0,1.6151732e-06,1.7303739e-08,1.6324769e-06
3.0599999,0.8628872,0.1287372,0.0071923132,0.00017625562,0.00064075127,0.00022200025,5.0895709e-05,2.176718e-05,0.0,1.6263087e-06,1.7463901e-08,1.6437726e-06
3.23,0.86267143,0.12887925,0.0072099734,0.00017692285,0.00067168486,0.00023363912,5.3369717e-05,2.2842036e-05,0.0,1.6346281e-06,1.7583881e-08,1.6522121e-06
3.4000001,0.86249864,0.12898341,0.0072230636,0.00017741937,0.00070222263,0.00024502521,5.574528e-05,2.3863495e-05,0.0,1.640832e-06,1.7673564e-08,1.6585055e-06
3.5699999,0.86235797,0.12905934,0.007232741,0.0001777881,0.00073235942,0.00025617011,5.8031208e-05,2.4836834e-05,0.0,1.6454496e-06,1.7740465e-08,1.6631901e-06
3.74,0.86224139,0.12911427,0.0072398698,0.00017806129,0.00076209125,0.00026708483,6.0235609e-05,2.5766918e-05,0.0,1.6488798e-06,1.7790274e-08,1.6666701e-06
3.9100001,0.86214274,0.1291535,0.0072450978,0.00017826312,0.00079141546,0.00027777968,6.2365834e-05,2.6658166e-05,0.0,1.6514217e-06,1.7827281e-08,1.6692489e-06
4.0799999,0.86205763,0.12918107,0.0072489074,0.00017841165,0.00082033034,0.00028826424,6.4428474e-05,2.7514532e-05,0.0,1.6532998e-06,1.785471e-08,1.6711545e-06
4.25,0.8619827,0.12919995,0.0072516585,0.00017852039,0.00084883516,0.00029854735,6.6429377e-05,2.8339517e-05,0.0,1.6546821e-06,1.7874976e-08,1.6725571e-06
4.4200001,0.86191535,0.12921236,0.0072536212,0.00017859945,0.00087693025,0.00030863713,6.8373723e-05,2.9136203e-05,0.0,1.6556943e-06,1.7889896e-08,1.6735842e-06
4.5900002,0.86185384,0.12921995,0.0072549959,0.00017865637,0.00090461655,0.00031854093,7.0266055e-05,2.9907289e-05,0.0,1.6564303e-06,1.790082e-08,1.6743312e-06
4.7600002,0.86179668,0.12922396,0.0072559323,0.00017869678,0.00093189586,0.00032826551,7.2110357e-05,3.0655123e-05,0.0,1.6569603e-06,1.7908764e-08,1.6748691e-06
4.9299998,0.86174279,0.1292253,0.0072565428,0.00017872486,0.00095877051,0.00033781707,7.3910116e-05,3.1381747e-05,0.0,1.6573366e-06,1.7914484e-08,1.675251e-06
5.0999999,0.86169153,0.12922467,0.0072569102,0.00017874378,0.00098524336,0.00034720122,7.566838e-05,3.208893e-05,0.0,1.6575983e-06,1.7918545e-08,1.675517e-06
5.27,0.86164224,0.12922259,0.0072570969,0.00017875587,0.0010113177,0.00035642312,7.7387798e-05,3.2778204e-05,0.0,1.6577748e-06,1.7921369e-08,1.6756961e-06
5.4400001,0.8615945,0.12921941,0.0072571491,0.00017876286,0.0010369973,0.0003654875,7.9070698e-05,3.3450899e-05,0.0,1.6578874e-06,1.7923272e-08,1.6758107e-06
5.6100001,0.86154795,0.12921545,0.0072571021,0.00017876606,0.0010622862,0.00037439869,8.0719117e-05,3.4108165e-05,0.0,1.6579528e-06,1.7924489e-08,1.6758773e-06
5.7800002,0.86150241,0.12921089,0.0072569805,0.00017876645,0.0010871885,0.00038316075,8.2334838e-05,3.4750996e-05,0.0,1.6579829e-06,1.7925194e-08,1.6759082e-06
5.9499998,0.86145765,0.12920591,0.0072568045,0.00017876475,0.0011117088,0.00039177734,8.3919425e-05,3.5380264e-05,0.0,1.6579868e-06,1.7925517e-08,1.6759124e-06
6.1199999,0.86141354,0.12920062,0.007256588,0.00017876149,0.0011358516,0.00040025197,8.5474261e-05,3.5996723e-05,0.0,1.6579712e-06,1.792556e-08,1.6758968e-06
6.29,0.86136997,0.12919511,0.0072563421,0.00017875708,0.0011596219,0.00040858789,8.7000575e-05,3.6601032e-05,0.0,1.6579412e-06,1.7925391e-08,1.6758667e-06
6.46,0.86132687,0.12918943,0.0072560743,0.00017875183,0.0011830243,0.00041678807,8.8499452e-05,3.7193768e-05,0.0,1.6579005e-06,1.7925066e-08,1.6758256e-06
6.6300001,0.8612842,0.12918365,0.0072557912,0.00017874595,0.0012060638,0.00042485542,8.9971858e-05,3.777544e-05,0.0,1.657852e-06,1.7924625e-08,1.6757765e-06
6.8000002,0.86124188,0.12917781,0.0072554965,0.00017873962,0.0012287454,0.00043279264,9.1418675e-05,3.8346498e-05,0.0,1.6577975e-06,1.79241e-08,1.6757216e-06
6.9699998,0.86119992,0.12917191,0.0072551933,0.00017873295,0.0012510741,0.00044060228,9.2840688e-05,3.8907339e-05,0.0,1.6577388e-06,1.7923512e-08,1.6756624e-06
7.1399999,0.86115825,0.12916599,0.007254885,0.00017872606,0.0012730551,0.00044828682,9.423861e-05,3.9458322e-05,0.0,1.6576771e-06,1.7922877e-08,1.6755999e-06
7.3099999,0.86111689,0.12916006,0.0072545731,0.00017871897,0.0012946931,0.00045584855,9.5613097e-05,3.9999766e-05,0.0,1.6576131e-06,1.7922211e-08,1.6755354e-06
7.48,0.86107576,0.12915412,0.0072542587,0.00017871178,0.0013159933,0.00046328979,9.6964744e-05,4.0531962e-05,0.0,1.6575476e-06,1.7921518e-08,1.6754691e-06
7.6500001,0.86103487,0.1291482,0.0072539425,0.0001787045,0.0013369606,0.00047061263,9.8294113e-05,4.1055169e-05,0.0,1.6574809e-06,1.792081e-08,1.6754017e-06
7.8200002,0.86099428,0.12914228,0.0072536259,0.00017869718,0.0013576,0.00047781918,9.9601704e-05,4.1569627e-05,0.0,1.6574135e-06,1.792009e-08,1.6753336e-06
7.9899998,0.86095393,0.12913638,0.0072533092,0.00017868982,0.0013779164,0.00048491149,0.00010088801,4.207556e-05,0.0,1.6573456e-06,1.7919362e-08,1.6752649e-06
8.1599998,0.86091381,0.12913051,0.0072529931,0.00017868244,0.0013979147,0.00049189146,0.00010215348,4.2573167e-05,0.0,1.6572774e-06,1.7918627e-08,1.675196e-06
8.3299999,0.86087388,0.12912466,0.0072526769,0.00017867507,0.0014175997,0.00049876102,0.00010339852,4.3062635e-05,0.0,1.6572089e-06,1.7917891e-08,1.6751269e-06
8.5,0.86083418,0.12911883,0.0072523621,0.0001786677,0.0014369761,0.00050552201,0.00010462356,4.3544151e-05,0.0,1.6571406e-06,1.7917152e-08,1.6750578e-06
8.6700001,0.86079472,0.12911303,0.0072520482,0.00017866034,0.0014560488,0.00051217625,0.00010582898,4.401787e-05,0.0,1.6570723e-06,1.7916413e-08,1.6749887e-06
8.8400002,0.86075544,0.12910727,0.0072517348,0.00017865299,0.0014748223,0.00051872549,0.00010701513,4.4483961e-05,0.0,1.657004e-06,1.7915674e-08,1.6749196e-06
9.0100002,0.86071634,0.12910151,0.0072514233,0.00017864566,0.0014933011,0.0005251714,0.00010818236,4.4942561e-05,0.0,1.6569359e-06,1.7914937e-08,1.6748509e-06
9.1800003,0.86067748,0.12909579,0.0072511127,0.00017863835,0.0015114901,0.00053151575,0.00010933103,4.5393819e-05,0.0,1.656868e-06,1.7914202e-08,1.6747822e-06
9.3500004,0.8606388,0.12909009,0.0072508031,0.00017863107,0.0015293934,0.00053776003,0.00011046146,4.5837871e-05,0.0,1.6568002e-06,1.7913466e-08,1.6747138e-06
9.5200005,0.86060035,0.12908442,0.0072504953,0.00017862381,0.0015470156,0.000543906,0.00011157394,4.6274847e-05,0.0,1.6567327e-06,1.7912734e-08,1.6746454e-06
9.6899996,0.86056209,0.12907878,0.0072501884,0.00017861658,0.0015643612,0.00054995518,0.00011266881,4.670487e-05,0.0,1.6566654e-06,1.7912006e-08,1.6745774e-06
9.8599997,0.86052394,0.12907316,0.0072498824,0.00017860936,0.0015814342,0.00055590906,0.00011374634,4.7128062e-05,0.0,1.6565983e-06,1.7911278e-08,1.6745097e-06
10.03,0.78422856,0.19536957,0.016780436,0.0005968656,0.0014349673,0.0006745031,0.00012199202,4.9315564e-05,5.6723693e-06,7.5414473e-06,2.1711648e-08,7.5631592e-06
10.2,0.35841414,0.42477605,0.17955466,0.031951163,0.00058304914,0.00092146662,0.00023369408,0.00013678632,0.0015264591,0.002029164,6.1147971e-06,0.0020352788
10.37,0.16575594,0.38243306,0.31921858,0.11348201,0.00023922983,0.00069256802,0.00023796833,0.00026839797,0.011053517,0.014649861,8.8163069e-05,0.014738023
10.54,0.07774841,0.28321996,0.37538919,0.21245643,9.9286219e-05,0.00044123031,0.00019954023,0.00041532988,0.033338938,0.044037789,0.00041413086,0.044451918
10.71,0.037083872,0.19354683,0.36858225,0.2995753,4.1760082e-05,0.00026138712,0.00015674613,0.00054704846,0.06815391,0.0896919,0.0011799772,0.090871878
10.88,0.018038977,0.12738036,0.32869342,0.3613691,1.7840313e-05,0.0001493787,0.00012015369,0.0006448428,0.11219102,0.147048,0.002540037,0.14958803
11.05,0.0089772735,0.082496174,0.27724496,0.3961198,7.7612895e-06,8.3959552e-05,9.1339469e-05,0.00070548028,0.16123864,0.21040751,0.004577335,0.21498485
11.22,0.0045859721,0.053265769,0.22634095,0.40804282,3.44862e-06,4.69847e-05,6.9386137e-05,0.00073480065,0.21148354,0.27467382,0.0073042312,0.28197804
11.39,0.0024129387,0.034595717,0.1814848,0.40324929,1.5703959e-06,2.6416234e-05,5.2906096e-05,0.00074179849,0.260039,0.33604097,0.0106777,0.34671867
11.56,0.0013119561,0.022752021,0.14435974,0.38760486,7.356777e-07,1.5033124e-05,4.0620154e-05,0.00073518977,0.30501062,0.39206249,0.014618313,0.40668079
11.73,0.0007393611,0.01522784,0.11474154,0.36586192,3.560605e-07,8.716911e-06,3.148659e-05,0.00072195777,0.34534866,0.44143754,0.019027321,0.46046486
11.9,0.00043296703,0.010412763,0.091621675,0.34148774,1.7885525e-07,5.1811949e-06,2.469766e-05,0.00070704846,0.38063651,0.48371559,0.023799751,0.50751537
12.07,0.00026395076,0.0072955079,0.073794991,0.31680804,9.3682047e-08,3.1739312e-06,1.9642221e-05,0.00069360103,0.41088831,0.5190177,0.028833382,0.54785109
12.24,0.00016769649,0.0052476069,0.06013035,0.29325414,5.1395126e-08,2.0129517e-06,1.5864609e-05,0.00068335654,0.43638438,0.54781163,0.034034207,0.58184582
12.41,0.00011105741,0.0038794349,0.049670823,0.2716105,2.9642967e-08,1.326135e-06,1.3028289e-05,0.00067706907,0.45754978,0.57074714,0.039319273,0.61006635
12.58,7.6615506e-05,0.0029486697,0.041650608,0.25222293,1.801933e-08,9.0924118e-07,1.088624e-05,0.00067484786,0.47487089,0.58854347,0.044617724,0.63316119
12.75,5.4982709e-05,0.0023035,0.035476297,0.23515706,1.1554024e-08,6.4901536e-07,9.2577548e-06,0.00067641604,0.48884162,0.60191822,0.049870629,0.65178883
12.92,4.0964012e-05,0.0018478255,0.030696707,0.22031204,7.8068396e-09,4.8177787e-07,8.0107875e-06,0.00068129227,0.49993148,0.61154515,0.055030197,0.66657531
13.09,3.1606305e-05,0.0015200365,0.026972404,0.20749789,5.5439271e-09,3.7110871e-07,7.0487499e-06,0.00068891072,0.50856864,0.61803299,0.060058586,0.67809153
13.26,2.5184778e-05,0.0012800639,0.02404926,0.1964858,4.1217518e-09,2.957627e-07,6.3007906e-06,0.00069869659,0.51513273,0.62191695,0.064926632,0.68684357
13.43,2.0664516e-05,0.0011014408,0.021737177,0.18703921,3.1936591e-09,2.4307164e-07,5.7147145e-06,0.00071010931,0.51995343,0.62365872,0.069612533,0.69327128
13.6,1.7407901e-05,0.00096639933,0.019893697,0.17893192,2.5666334e-09,2.053013e-07,5.2518576e-06,0.00072266517,0.52331346,0.62365055,0.074100681,0.69775122
13.77,1.5011854e-05,0.00086281361,0.018411634,0.17195749,2.1295572e-09,1.7761224e-07,4.8833981e-06,0.00073594565,0.52545208,0.62222224,0.078380547,0.70060283
13.94,1.3215181e-05,0.00078227092,0.017209949,0.16593322,1.8163057e-09,1.5689994e-07,4.5877005e-06,0.00074959878,0.5265708,0.61964864,0.082445778,0.70209438
14.11,1.1844598e-05,0.0007188404,0.016226994,0.1607009,1.5862376e-09,1.4112338e-07,4.348411e-06,0.00076333462,0.52683783,0.61615711,0.08629334,0.70245045
14.28,1.0782553e-05,0.0006682761,0.015415592,0.15612569,1.4135882e-09,1.2890835e-07,4.153078e-06,0.00077691942,0.52639341,0.61193496,0.089922883,0.70185786
14.45,9.947632e-06,0.00062749354,0.014739414,0.15209393,1.2815405e-09,1.1930881e-07,3.9921574e-06,0.00079016824,0.52535391,0.60713571,0.093336128,0.70047188
14.62,9.282352e-06,0.00059422152,0.014170319,0.14851074,1.1788162e-09,1.1165967e-07,3.8582871e-06,0.0008029379,0.52381587,0.60188466,0.096536443,0.69842112
14.79,8.7454073e-06,0.00056676683,0.013686384,0.14529739,1.0976616e-09,1.054845e-07,3.7457542e-06,0.00081512035,0.52185923,0.59628391,0.09952841,0.69581234
14.96,8.3066388e-06,0.0005438528,0.013270447,0.14238894,1.0326263e-09,1.0043613e-07,3.6501024e-06,0.00082663662,0.51955038,0.59041631,0.10231753,0.69273382
15.13,7.9437077e-06,0.00052450714,0.012909006,0.13973205,9.7980091e-10,9.6257722e-08,3.5678399e-06,0.00083743141,0.51694423,0.58434898,0.10491001,0.68925899
15.3,7.6398574e-06,0.0005079828,0.012591403,0.13728298,9.3633212e-10,9.2756714e-08,3.4962204e-06,0.00084746879,0.51408654,0.57813627,0.10731248,0.68544871
15.47,7.3823753e-06,0.00049370126,0.012309185,0.13500607,9.0010471e-10,8.9787086e-08,3.4330753e-06,0.00085672835,0.51101536,0.57182193,0.10953189,0.68135381
