data_generator_IKA,data_generator_T
0.0,0.0
0.0,0.17
0.0,0.34
0.0,0.50999999
0.0,0.68000001
0.0,0.85000002
0.0,1.02
0.0,1.1900001
0.0,1.36
0.0,1.53
0.0,1.7
0.0,1.87
0.0,2.04
0.0,2.21
0.0,2.3800001
0.0,2.55
0.0,2.72
0.0,2.8900001
0.0,3.0599999
0.0,3.23
0.0,3.4000001
0.0,3.5699999
0.0,3.74
0.0,3.9100001
0.0,4.0799999
0.0,4.25
0.0,4.4200001
0.0,4.5900002
0.0,4.7600002
0.0,4.9299998
0.0,5.0999999
0.0,5.27
0.0,5.4400001
0.0,5.6100001
0.0,5.7800002
0.0,5.9499998
0.0,6.1199999
0.0,6.29
0.0,6.46
0.0,6.6300001
0.0,6.8000002
0.0,6.9699998
0.0,7.1399999
0.0,7.3099999
0.0,7.48
0.0,7.6500001
0.0,7.8200002
0.0,7.9899998
0.0,8.1599998
0.0,8.3299999
0.0,8.5
0.0,8.6700001
0.0,8.8400002
0.0,9.0100002
0.0,9.1800003
0.0,9.3500004
0.0,9.5200005
0.0,9.6899996
0.0,9.8599997
5.6723693e-06,10.03
0.0015264591,10.2
0.011053517,10.37
0.033338938,10.54
0.06815391,10.71
0.11219102,10.88
0.16123864,11.05
0.21148354,11.22
0.260039,11.39
0.30501062,11.56
0.34534866,11.73
0.38063651,11.9
0.41088831,12.07
0.43638438,12.24
0.45754978,12.41
0.47487089,12.58
0.48884162,12.75
0.49993148,12.92
0.50856864,13.09
0.51513273,13.26
0.51995343,13.43
0.52331346,13.6
0.52545208,13.77
0.5265708,13.94
0.52683783,14.11
0.52639341,14.28
0.52535391,14.45
0.52381587,14.62
0.52185923,14.79
0.51955038,14.96
0.51694423,15.13
0.51408654,15.3
0.51101536,15.47
0.50776249,15.64
0.50435466,15.81
0.50081426,15.98
0.49716032,16.15
0.49340895,16.32
0.48957393,16.49
0.48566714,16.66
0.48169884,16.83
0.47767794,17.0
0.47361222,17.17
0.46950862,17.34
0.46537319,17.51
0.46121138,17.68
0.45702806,17.85
0.45282763,18.02
0.44861409,18.190001
0.44439104,18.360001
0.44016176,18.530001
0.43592933,18.700001
0.43169653,18.870001
0.42746592,19.040001
0.42323986,19.209999
0.41902059,19.379999
0.41481012,19.549999
0.41061038,19.719999
0.40642312,19.889999
0.40224996,20.059999
0.39809248,20.23
0.39395207,20.4
0.38983005,20.57
0.3857277,20.74
0.3816461,20.91
0.37758636,21.08
0.37354949,21.25
0.36953637,21.42
0.3655479,21.59
0.36158481,21.76
0.3576479,21.93
0.3537378,22.1
0.34985515,22.27
0.34600049,22.440001
0.34217441,22.610001
0.3383773,22.780001
0.33460969,22.950001
0.33087188,23.120001
0.32716429,23.290001
0.32348722,23.459999
0.31984097,23.629999
0.31622574,23.799999
0.3126418,23.969999
0.3090893,24.139999
0.30556846,24.309999
0.30207938,24.48
0.29862216,24.65
0.29519692,24.82
0.29180369,24.99
0.28844255,25.16
0.28511348,25.33
0.28181654,25.5
0.2785517,25.67
0.27531889,25.84
0.27211812,26.01
0.2689493,26.18
0.26581237,26.35
0.2627072,26.52
0.25963378,26.690001
0.25659192,26.860001
0.25358152,27.030001
0.25060248,27.200001
0.2476546,27.370001
0.24473779,27.540001
0.24185184,27.709999
0.23899661,27.879999
0.23617193,28.049999
0.23337761,28.219999
0.23061346,28.389999
0.22787927,28.559999
0.22517489,28.73
0.22250007,28.9
0.21985462,29.07
0.21723834,29.24
0.21465099,29.41
0.21209235,29.58
0.20956223,29.75
0.20706037,29.92
0.20458654,30.09
0.20214052,30.26
0.1997221,30.43
0.19733101,30.6
0.19496703,30.77
0.1926299,30.940001
0.19031942,31.110001
0.18803531,31.280001
0.18577737,31.450001
0.18354531,31.620001
0.18133892,31.790001
0.17915794,31.959999
0.17700215,32.130001
0.17487128,32.299999
0.17276511,32.470001
0.17068338,32.639999
0.16862586,32.810001
0.1665923,32.98
0.16458246,33.150002
0.16259611,33.32
0.16063298,33.490002
0.15869287,33.66
0.15677552,33.830002
0.1548807,34.0
0.15300818,34.169998
0.15115771,34.34
0.14932905,34.509998
0.14752199,34.68
0.14573629,34.849998
0.14397173,35.02
0.14222805,35.189999
0.14050506,35.360001
0.13880251,35.529999
0.13712019,35.700001
0.13545787,35.869999
0.13381535,36.040001
0.13219237,36.209999
0.13058876,36.380001
0.12900427,36.549999
0.12743869,36.720001
0.12589182,36.889999
0.12436345,37.060001
0.12285337,37.23
0.12136137,37.400002
0.11988723,37.57
0.11843078,37.740002
0.11699179,37.91
0.11557007,38.080002
0.11416543,38.25
0.11277766,38.419998
0.11140657,38.59
0.11005198,38.759998
0.10871369,38.93
0.10739151,39.099998
0.10608525,39.27
0.10479473,39.439999
0.10351977,39.610001
0.10226019,39.779999
0.10101581,39.950001
0.099786438,40.119999
0.098571919,40.290001
0.097372063,40.459999
0.096186705,40.630001
0.095015675,40.799999
0.093858801,40.970001
0.092715919,41.139999
0.091586865,41.310001
0.090471476,41.48
0.089369588,41.650002
0.088281043,41.82
0.087205678,41.990002
0.086143345,42.16
0.085093878,42.330002
0.084057137,42.5
0.083032958,42.669998
0.082021207,42.84
0.081021726,43.009998
0.08003436,43.18
0.079058982,43.349998
0.078095444,43.52
0.077143595,43.689999
0.076203309,43.860001
0.075274438,44.029999
0.074356847,44.200001
0.073450401,44.369999
0.072554968,44.540001
0.071670413,44.709999
0.070796609,44.880001
0.069933429,45.049999
0.069080733,45.220001
0.068238415,45.389999
0.067406327,45.560001
0.066584364,45.73
0.065772399,45.900002
0.064970307,46.07
0.064177975,46.240002
0.063395284,46.41
0.062622115,46.580002
0.061858352,46.75
0.061103888,46.919998
0.060358606,47.09
0.059622396,47.259998
0.058895145,47.43
0.058176752,47.599998
0.057467103,47.77
0.056766097,47.939999
0.056073628,48.110001
0.055389591,48.279999
0.054713886,48.450001
0.054046411,48.619999
0.053387068,48.790001
0.052735753,48.959999
0.052092377,49.130001
0.051456839,49.299999
0.050829045,49.470001
0.0502089,49.639999
0.04959631,49.810001
0.048991188,49.98
0.04839344,50.150002
0.047802974,50.32
0.047219709,50.490002
0.046643551,50.66
0.046074416,50.830002
0.045512222,51.0
0.044956878,51.169998
0.044408303,51.34
0.043866418,51.509998
0.043331143,51.68
0.04280239,51.849998
0.042280085,52.02
0.041764148,52.189999
0.041254502,52.360001
0.040751074,52.529999
0.040253781,52.700001
0.039762557,52.869999
0.039277319,53.040001
0.038798001,53.209999
0.038324527,53.380001
0.037856832,53.549999
0.037394837,53.720001
0.036938481,53.889999
0.036487687,54.060001
0.036042392,54.23
0.035602532,54.400002
0.035168037,54.57
0.034738839,54.740002
0.034314878,54.91
0.033896089,55.080002
0.03348241,55.25
0.033073775,55.419998
0.032670129,55.59
0.032271404,55.759998
0.031877544,55.93
0.031488493,56.099998
0.031104185,56.27
0.030724565,56.439999
0.030349579,56.610001
0.029979168,56.779999
0.029613275,56.950001
0.029251846,57.119999
0.028894829,57.290001
0.028542167,57.459999
0.028193807,57.630001
0.0278497,57.799999
0.027509792,57.970001
0.027174029,58.139999
0.026842365,58.310001
0.026514748,58.48
0.026191128,58.650002
0.025871458,58.82
0.025555687,58.990002
0.025243772,59.16
0.024935661,59.330002
0.024631312,59.5
0.024330676,59.669998
0.024033708,59.84
0.023740364,60.009998
0.023450602,60.18
0.023164375,60.349998
0.02288164,60.52
0.022602357,60.689999
0.022326481,60.860001
0.022053972,61.029999
0.02178479,61.200001
0.021518892,61.369999
0.021256238,61.540001
0.020996792,61.709999
0.020740511,61.880001
0.020487357,62.049999
0.020237293,62.220001
