Time,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1,k1,k2,k9,k3,k3a,k4,k4a,k5,k6,k10,k7,k7a,k8,k8a,kC1,kC2,j1,j3,j3a,j5,j7,j7a,compartment,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16
0.31,7.942406319815118e-05,6.285775357839879e-05,0.9982710767102343,0.0015831636862989199,7.560112230460242e-12,5.063503455356845e-16,8.927003467079157e-08,2.8990720173043266e-06,7.558837672176117e-06,7.235394855056161e-05,7.770380319859273e-15,4.1399791797764034e-27,5.838083496244914e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005179074229332223,0.0051794788948600606,4.93947070125263e-11,2.2877328283057395e-14,1.903329088363985e-05,1.9291948164909582e-14,1.873778027739915e-05,0.00024433694338784424,0.00024415045681128856,5.231190480205605e-14,4.171968998717219e-26,2.700921400758115e-08,2.4798475286860655e-29,2.4870235694003335e-08,1.502300310523731e-10,2.343239678374596e-07
0.32,7.942326962284144e-05,6.285370817923391e-05,0.998216844344481,0.001634763372332577,8.061872777284815e-12,5.428428791200626e-16,9.222480178245449e-08,3.0921488944908426e-06,7.55835582206523e-06,7.479510198359799e-05,8.302324220483546e-15,4.571114352641461e-27,6.051972658995974e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005178741210179397,0.005179145553968875,5.10046172167764e-11,2.4395440391536607e-14,1.965343360335309e-05,2.0682313694474386e-14,1.9357985894137197e-05,0.00024432113422241566,0.00024413489305270692,5.407685873414135e-14,4.4575286869649335e-26,2.792020019291549e-08,2.738097497232235e-29,2.5781403527322853e-08,1.5022036254836906e-10,2.3430903048402214e-07
0.33,7.942247572064301e-05,6.284966338663566e-05,0.9981626154653794,0.0016863535272191065,8.579715513473255e-12,5.806127216754733e-16,9.517895447876883e-08,3.2914361299562375e-06,7.5578744595822935e-06,7.723608906010852e-05,8.851917080796122e-15,5.031252292769913e-27,6.265843053175016e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005178408174136799,0.005178812263058778,5.261423004923613e-11,2.596218669557423e-14,2.0273449262326428e-05,2.2121344695835533e-14,1.997806254509358e-05,0.00024430531461609755,0.00024411934504450805,5.584169239045846e-14,4.7525583031074257e-26,2.8831105951086768e-08,3.013720123369178e-29,2.6692491406525568e-08,1.5021069549405922e-10,2.342941082470511e-07
0.34,7.94216814367849e-05,6.284561900868621e-05,0.9981083900723742,0.0017379341528537108,9.113636979086959e-12,6.196595634055277e-16,9.813249249518338e-08,3.4969324528313814e-06,7.557393831822511e-06,7.967690965646996e-05,9.419157701699258e-15,5.521338184186516e-27,6.4796944541916e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00517807512259609,0.0051784790063157445,5.422354556903578e-11,2.7577555227801035e-14,2.0893337864765883e-05,2.3609029365750605e-14,2.0598010174738993e-05,0.0002442894789001347,0.0002441038207678671,5.760640568162778e-14,5.057056912074938e-26,2.9741931206049894e-08,3.307281572327723e-29,2.7603498374856217e-08,1.5020102943076004e-10,2.3427920878649785e-07
0.35000000000000003,7.94208874752937e-05,6.284157517991729e-05,0.9980541681658917,0.0017895052502821236,9.663633715329464e-12,6.599830994585797e-16,1.0108542676158149e-07,3.7086365927761e-06,7.556913088785186e-06,8.211756427512935e-05,1.0004044876188954e-14,6.042317082545328e-27,6.693527171293331e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005177742115575837,0.005178145794825185,5.583256380880226e-11,2.9241534298307624e-14,2.1513099606593338e-05,2.5145356089371887e-14,2.1217831077255954e-05,0.0002442736492307029,0.00024408829276776148,5.937099897091852e-14,5.371023624793965e-26,3.065267640580688e-08,3.6193479324446515e-29,2.851442574970959e-08,1.5019136468000232e-10,2.3426430575234076e-07
0.36,7.9420095387816e-05,6.28375344347424e-05,0.9979999497484027,0.001841066817477509,1.0229702265678277e-11,7.015830150600689e-16,1.0403777280240474e-07,3.926547279386157e-06,7.55642812651474e-06,8.455805529599634e-05,1.0606577373208775e-14,6.595133899384312e-27,6.907342079895875e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005177409210595334,0.005177812837422774,5.7441284705298285e-11,3.0954112614178545e-14,2.2132734904331652e-05,2.6730312873788627e-14,2.1837528511224755e-05,0.00024425792306521585,0.0002440726284864261,6.113547397900536e-14,5.694457611275573e-26,3.156334306832644e-08,3.950485205731203e-29,2.9425277260356427e-08,1.5018170729903432e-10,2.3424927192195695e-07
0.37,7.941930299176656e-05,6.283349323434173e-05,0.9979457348154643,0.0018926188612470739,1.0811839169388113e-11,7.444589995791335e-16,1.0698950361076972e-07,4.1506632526258735e-06,7.555944696707848e-06,8.699837942948392e-05,1.1226754034830363e-14,7.180733342957769e-27,7.12113791350549e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005177076325840301,0.005177479842509759,5.90497084709087e-11,3.271527747073557e-14,2.275224326641301e-05,2.8363887883964988e-14,2.2457096807900565e-05,0.0002442421637742454,0.00024405701370366347,6.289982832751688e-14,6.027357823667509e-26,3.247392913957657e-08,4.301259272431703e-29,3.033604751153339e-08,1.5017204883007673e-10,2.3423428559794327e-07
0.38,7.94185119987693e-05,6.282945410507663e-05,0.9978915233697199,0.0019441613794647086,1.1410040971273607e-11,7.886107354307486e-16,1.099406387525562e-07,4.38098324065345e-06,7.555458539337073e-06,8.943853914380304e-05,1.1864573629140222e-14,7.800060030334018e-27,7.334915752616995e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051767435337491605,0.005177147018258314,6.065783503929891e-11,3.4525017681348e-14,2.3371625163978894e-05,3.004606901991152e-14,2.3076540074161547e-05,0.0002442264730410465,0.00024404131082058744,6.46640638009696e-14,6.369723450453977e-26,3.338443625160334e-08,4.6722359581700767e-29,3.12467411061484e-08,1.5016239531113313e-10,2.3421921471944927e-07
0.39,7.941772192145445e-05,6.282541635929769e-05,0.9978373154099127,0.001995694374824281,1.2024304214114348e-11,8.340379105421724e-16,1.1289117354688277e-07,4.617505977622941e-06,7.554970834763752e-06,9.187853377951687e-05,1.2520034964621912e-14,8.454058396243147e-27,7.548675321126062e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00517641081261475,0.00517681430800613,6.226566449451757e-11,3.638332120532689e-14,2.399088051924468e-05,3.177684439165677e-14,2.3695857327490693e-05,0.00024421082262261767,0.00024402555796286917,6.64281799225907e-14,6.721553545835963e-26,3.429486399791101e-08,5.063980979349645e-29,3.215735686799703e-08,1.5015274509872147e-10,2.3420409587767632e-07
0.4,7.941693201821888e-05,6.282137900490872e-05,0.9977831109343678,0.002047217850505548,1.2654625441051501e-11,8.807402126471469e-16,1.1584110108508853e-07,4.860230198188174e-06,7.5544833245799045e-06,9.431836235492306e-05,1.3193136854043376e-14,9.143672722116186e-27,7.762416208523961e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005176078127618198,0.005176481630004478,6.38731969357731e-11,3.829017583925165e-14,2.4610009166601875e-05,3.3556202101856294e-14,2.4315047117760082e-05,0.00024419517073256654,0.00024400981138393088,6.819217598260938e-14,7.082847135799559e-26,3.5205211716662984e-08,5.477059960547595e-29,3.306789304831207e-08,1.5014309582173184e-10,2.3418898306197703e-07
0.41000000000000003,7.941614234237554e-05,6.281734221901391e-05,0.9977289099428229,0.002098731807938531,1.3301001196830779e-11,9.287173246103054e-16,1.1879042327652852e-07,5.1091546344941545e-06,7.553995776298894e-06,9.675802502325736e-05,1.3883878095700767e-14,9.86984715084511e-27,7.976138552982948e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005175745477721974,0.005176148998846747,6.548043240768218e-11,4.0245569718118574e-14,2.522901114734805e-05,3.538413006765264e-14,2.4934109845743337e-05,0.0002441795227132758,0.00024399406357445425,6.995605209181507e-14,7.453603299997615e-26,3.611547949713791e-08,5.91203844335622e-29,3.397835023570736e-08,1.5013344790344326e-10,2.341738690652657e-07
0.42,7.94153529203989e-05,6.281330587063852e-05,0.9976747124348401,0.0021502362489005666,1.3963428026665895e-11,9.779689359679647e-16,1.217391414371781e-07,5.364278015161061e-06,7.5535082931642245e-06,9.919752174326786e-05,1.4592257490537643e-14,1.0633525665432056e-26,8.189842166493806e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005175412869717988,0.0051758164037406145,6.708737096569768e-11,4.224949097049864e-14,2.584788649998811e-05,3.726061646037946e-14,2.5553045787663683e-05,0.00024416387644991475,0.00024397831786920443,7.171980822038266e-14,7.833821118028185e-26,3.7025667345951476e-08,6.369481873593801e-29,3.4888727629263613e-08,1.5012380103082606e-10,2.3415875708809097e-07
0.43,7.941456337570905e-05,6.280926953905065e-05,0.9976205184094096,0.0022017311757323845,1.4641902476068725e-11,1.0284947312696243e-15,1.2468725361453874e-07,5.62559907207134e-06,7.553021674881582e-06,0.00010163685207497956,1.5318273844760728e-14,1.1435652100266687e-26,8.40352686510634e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005175080283159004,0.005175483810017774,6.86940126828504e-11,4.430192750500601e-14,2.64666351367896e-05,3.9185649261372686e-14,2.6171854533691682e-05,0.0002441482125697015,0.00024396260009867506,7.348344405021022e-14,8.223499631285927e-26,3.7935774929573876e-08,6.849955608059745e-29,3.579902444535301e-08,1.5011415419833107e-10,2.3414367192132902e-07
0.44,7.941377394728162e-05,6.280523351183929e-05,0.9975663278665213,0.002253216589626366,1.5336421091825576e-11,1.0802944023744568e-15,1.2763476176497234e-07,5.893116539564912e-06,7.552535392606955e-06,0.00010407601634106098,1.6061925954901463e-14,1.2277170161981149e-26,8.61719279015269e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005174747730325127,0.005175151241375558,7.030035759634263e-11,4.6402867555278716e-14,2.7085257153855714e-05,4.11592167304668e-14,2.6790536494467696e-05,0.000244132543831605,0.00024394689318120463,7.524695981458708e-14,8.622637935442299e-26,3.884580248296742e-08,7.354024927026708e-29,3.670924128605046e-08,1.5010450809329591e-10,2.341285971708156e-07
0.45,7.941298489752786e-05,6.280119810882051e-05,0.9975121408062056,0.002304692491725638,1.604698042138482e-11,1.1333676418190262e-15,1.3058166809000076e-07,6.166829151980636e-06,7.552048861557078e-06,0.00010651501489632887,1.682321261721511e-14,1.3159023408721527e-26,8.830840087774133e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005174415224561644,0.00517481872416681,7.190640574183991e-11,4.855229939713017e-14,2.7703752662289724e-05,4.31813071533049e-14,2.740909213209116e-05,0.0002441168843344462,0.0002439311782282936,7.701035577004577e-14,9.031235133542989e-26,3.975575027577933e-08,7.882255021824193e-29,3.7619378773917807e-08,1.5009486348008101e-10,2.3411351470826943e-07
0.46,7.94121959147097e-05,6.279716293860102e-05,0.9974579572275368,0.002356158884299612,1.6773577012210308e-11,1.1877141364523327e-15,1.3352797166275013e-07,6.4467356393107135e-06,7.551562786186765e-06,0.00010895384735522159,1.760213263762233e-14,1.4082155223745446e-26,9.04446850028208e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005174082750383131,0.005174486226140725,7.35121571901479e-11,5.075021096939648e-14,2.8322121590559362e-05,4.525190859883388e-14,2.8027521252011255e-05,0.0002441012171158912,0.0002439154779938325,7.87736316378252e-14,9.449290271139813e-26,4.066561801933468e-08,8.435210979023522e-29,3.8529435811201664e-08,1.5008521942325644e-10,2.3409844637178972e-07
0.47000000000000003,7.941140684587588e-05,6.279312781040085e-05,0.9974037771298554,0.002407615769302189,1.7516207412574405e-11,1.2433335752424106e-15,1.3647367256560692e-07,6.732834732530547e-06,7.551077510332938e-06,0.00011139251353930062,1.839868481951587e-14,1.504750884780453e-26,9.258077867352591e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005173750300150605,0.00517415373157703,7.51176120022283e-11,5.299659028585095e-14,2.8940363911342654e-05,4.737100921673585e-14,2.8645823871520892e-05,0.0002440855338927468,0.00024389980358375388,8.053678728891434e-14,9.876802405758529e-26,4.157540557110733e-08,9.013457799834914e-29,3.9439411714922034e-08,1.5007557546685802e-10,2.3408340282032107e-07
0.48,7.941061824263412e-05,6.278909342653562e-05,0.9973496005136853,0.0024590631472786724,1.8274868172141007e-11,1.3002256522926138e-15,1.394187734014358e-07,7.02512517335244e-06,7.550591776716174e-06,0.00011383101418966168,1.921286795458983e-14,1.6056027415111674e-26,9.47166861534176e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005173417900914447,0.005173821298346535,7.672277019509458e-11,5.529142583801817e-14,2.95584798376169e-05,4.953859735234859e-14,2.9264000536961375e-05,0.00024406986491270065,0.0002438841143879324,8.22998232591254e-14,1.0313770676858375e-25,4.248511350170082e-08,9.617560421651892e-29,4.03493083013559e-08,1.5006593328942013e-10,2.340683450782014e-07
0.49,7.940983159692873e-05,6.278506168444872e-05,0.9972954273811314,0.002510501016889396,1.9049555842215816e-11,1.3583900675493726e-15,1.423632796122962e-07,7.32360571967059e-06,7.550102188491696e-06,0.00011626935127616313,2.0044680818858463e-14,1.7108653971402376e-26,9.685241993387175e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005173085625897758,0.005173489082798574,7.832763172694916e-11,5.763470687009898e-14,3.0176469934000175e-05,5.17546615736311e-14,2.9882052390620975e-05,0.00024405429190501023,0.00024386830068828176,8.406274097266593e-14,1.076019435527017e-25,4.339474337946034e-08,1.0248083728870022e-28,4.1259130891829364e-08,1.5005629742583242e-10,2.3405316784324256e-07
0.5,7.940904595634058e-05,6.278103140535567e-05,0.9972412577302041,0.0025619293816552644,1.9840266972117743e-11,1.4178265032927792e-15,1.4530718741122955e-07,7.628275095007131e-06,7.549610881886409e-06,0.00011870752359107627,2.0894122229373487e-14,1.8206331271236236e-26,9.898797238242699e-10,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051727534272366016,0.005173156987801308,7.993219670764425e-11,6.002642095446025e-14,3.079433392305038e-05,5.401918977545489e-14,3.0499978637617084e-05,0.00024403876339650464,0.00024385243148493098,8.582553955634814e-14,1.121607242322886e-25,4.4304294291373e-08,1.0905592431470504e-28,4.21688762349139e-08,1.5004666505880005e-10,2.3403793733847866e-07
0.51,7.940826099518564e-05,6.277700220888344e-05,0.9971870915599681,0.002613348243838593,2.0646998112471848e-11,1.4785346456674084e-15,1.4825049484436372e-07,7.939132033969244e-06,7.549118565305298e-06,0.00012114553074668498,2.1761190992768295e-14,1.9350001961068814e-26,1.011233413847116e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.0051724212877991785,0.0051728249820119955,8.153646520776411e-11,6.246655605092974e-14,3.141207173028762e-05,5.633216999992826e-14,3.1117778867831945e-05,0.0002440232622668845,0.00024383652965936112,8.758821872985324e-14,1.1681403928667932e-25,4.521376594367652e-08,1.1590651174680218e-28,4.307854342988714e-08,1.5003703527923142e-10,2.3402267552446424e-07
0.52,7.9407476052664e-05,6.277297330086894e-05,0.9971329288689307,0.002664757606357703,2.146974581417726e-11,1.540514177666819e-15,1.5119319817355827e-07,8.256175268575187e-06,7.548626698281537e-06,0.00012358337192392777,2.264588592136474e-14,2.0540608523068122e-26,1.0325852242652086e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005172089173601254,0.005172492999991601,8.314043731836033e-11,6.495509980929763e-14,3.202968314400793e-05,5.86935901691058e-14,3.1735452296629884e-05,0.0002440077532971513,0.00024382064235449363,8.935077790099978e-14,1.2156187864225694e-25,4.612315767204982e-08,1.2303824505317805e-28,4.3988130553697885e-08,1.5002740618907675e-10,2.3400742764672765e-07
0.53,7.94066900625799e-05,6.276894338548218e-05,0.9970787696549244,0.002716157472925809,2.2308506628331397e-11,1.6037647784769575e-15,1.5413529153127092e-07,8.57940352755301e-06,7.5481376500711065e-06,0.00012602104578131787,2.3548205834345346e-14,2.177909327161971e-26,1.0539350807505334e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005171757030315872,0.005172160934963732,8.474411315528525e-11,6.749203945381813e-14,3.264716777505438e-05,6.110343805997208e-14,3.235299769241377e-05,0.00024399217935108,0.00024380484609729672,9.111321609989282e-14,1.2640423146078154e-25,4.7032468346807566e-08,1.3045676869700207e-28,4.489763443997273e-08,1.500177746913024e-10,2.339922671522043e-07
0.54,7.9405901483062e-05,6.276491057734912e-05,0.9970246139149894,0.002767547848189912,2.3163277106154165e-11,1.668286122819561e-15,1.5707676657542402e-07,8.90881553563927e-06,7.547654858247425e-06,0.00012845855036386337,2.446814955892548e-14,2.306639834983183e-26,1.0752828746014738e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00517142477978518,0.005171828631573568,8.634749286352525e-11,7.007736165091298e-14,3.3264525013312344e-05,6.356170127942529e-14,3.2970413304181506e-05,0.0002439764575568095,0.00024378925192139182,9.287553191307321e-14,1.3134108589550704e-25,4.7941696273270037e-08,1.3816772611549265e-28,4.5807050458022787e-08,1.5000813627986438e-10,2.3397730060567018e-07
0.55,7.940511148686546e-05,6.276087623368835e-05,0.9969704616506283,0.002818928731605923,2.4034053802374274e-11,1.7340779051304807e-15,1.600176305601135e-07,9.244410031636746e-06,7.547175784092549e-06,0.00013089588714797003,2.540571587830192e-14,2.4403465847310843e-26,1.0966286795898984e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.005171092484059661,0.0051714962016559205,8.79505764261048e-11,7.271105535535917e-14,3.388175529466091e-05,6.606836818547132e-14,3.358770065456783e-05,0.00024396064929421856,0.0002437737778261893,9.463772640798233e-14,1.363724341274455e-25,4.8850842636813704e-08,1.4617676042539194e-28,4.6716381750529675e-08,1.4999849419851515e-10,2.3396244930686903e-07
0.56,7.940432392787011e-05,6.275684491065012e-05,0.9969163128677496,0.0028703001175069028,2.4920833275192462e-11,1.8011398391832106e-15,1.6295790619819809e-07,9.586185767924755e-06,7.546691989942781e-06,0.00013333306099701358,2.6360903532224683e-14,2.579123779803422e-26,1.1179727492779818e-09,0.0,91.8,82.4,3.12e-08,38.1,151.5,38.1,209.9,5.16,32.3,7.23e-10,6.76e-08,4.7,0.00599,42.6,2.39e-06,0.031,33.4,1.58e-06,0.185,21.8,4.46e-09,2.66e-05,1.0,0.00517076034372254,0.0051711640206375704,8.955336366621538e-11,7.539311222755405e-14,3.4498860192912675e-05,6.862342787288033e-14,3.420486451100178e-05,0.00024394495833263944,0.0002437581512751518,9.639980310084082e-14,1.4149827316680852e-25,4.975991162072113e-08,1.5448951441022497e-28,4.762563911924203e-08,1.4998885933645379e-10,2.3394745168822623e-07
