Bub3_BubR1,Bub3_BubR1_Cdc20,Cdc20,Cdc20_CMad2,MCC,Mad1_CMad2,Mad1_CMad2_OMad2,OMad2,Time
1.277901852096246e-07,5.579246421825403e-10,2.169305309071298e-07,8.596541901257209e-10,1.6518858597631378e-09,4.947032906616554e-08,5.296709338344265e-10,1.2695878481524518e-07,2.52
1.2777786985064056e-07,5.595790713644441e-10,2.1691719714079907e-07,8.606726012622044e-10,1.6625467442712955e-09,4.947031761253617e-08,5.296823874638054e-10,1.2694709401772954e-07,2.5300000000000002
1.2776554855271571e-07,5.612297580581935e-10,2.1690386776059704e-07,8.616806872331728e-10,1.6732173107609224e-09,4.9470306835856265e-08,5.296931641437026e-10,1.2693540454097464e-07,2.54
1.2775322144400893e-07,5.62876709719032e-10,2.168905427707323e-07,8.626785719803781e-10,1.6838974237001386e-09,4.9470296721897674e-08,5.297032781022936e-10,1.2692371638243123e-07,2.5500000000000003
1.2774088865064023e-07,5.645199337910337e-10,2.168772221747986e-07,8.636663780214786e-10,1.6945869496092557e-09,4.947028725713843e-08,5.297127428615366e-10,1.2691202953963057e-07,2.56
1.2772855029669097e-07,5.661594377071049e-10,2.1686390597577473e-07,8.64644226450039e-10,1.7052857570607803e-09,4.94702784287628e-08,5.297215712371738e-10,1.2690034401018455e-07,2.57
1.277162065042037e-07,5.67795228888983e-10,2.1685059417602456e-07,8.656122369355299e-10,1.715993716679413e-09,4.947027022466124e-08,5.297297753387303e-10,1.2688865979178565e-07,2.58
1.2770385739318224e-07,5.694273147472371e-10,2.168372867772971e-07,8.665705277233289e-10,1.7267107011420456e-09,4.947026263343046e-08,5.297373665695151e-10,1.2687697688220691e-07,2.59
1.2769150308159167e-07,5.710557026812679e-10,2.1682398378072644e-07,8.675192156347194e-10,1.7374365851777662e-09,4.947025564437335e-08,5.2974435562662e-10,1.2686529527930197e-07,2.6
1.2767914368535826e-07,5.726804000793073e-10,2.1681068518683174e-07,8.684584160668912e-10,1.748171245567854e-09,4.947024924749905e-08,5.297507525009206e-10,1.2685361498100498e-07,2.61
1.2766677931836958e-07,5.743014143184194e-10,2.1679739099551728e-07,8.693882429929405e-10,1.7589145611457836e-09,4.94702434335229e-08,5.297565664770759e-10,1.2684193598533082e-07,2.62
1.2765441009247447e-07,5.75918752764499e-10,2.1678410120607246e-07,8.703088089618697e-10,1.7696664127972218e-09,4.947023819386644e-08,5.29761806133528e-10,1.2683025829037477e-07,2.63
1.2764203611748294e-07,5.77532422772273e-10,2.167708158171717e-07,8.712202250985877e-10,1.78042668346003e-09,4.9470233520657465e-08,5.297664793425027e-10,1.2681858189431283e-07,2.64
1.2762965750116627e-07,5.791424316852994e-10,2.1675753482687456e-07,8.721226011039094e-10,1.7911952581242618e-09,4.9470229406729964e-08,5.29770593270009e-10,1.2680690679540148e-07,2.65
1.2761727434925705e-07,5.807487868359684e-10,2.167442582326257e-07,8.730160452545565e-10,1.8019720238321663e-09,4.9470225845624134e-08,5.297741543758393e-10,1.267952329919779e-07,2.66
1.2760488676544906e-07,5.82351495545501e-10,2.1673098603125487e-07,8.739006644031563e-10,1.8127568696781835e-09,4.94702228315864e-08,5.297771684135693e-10,1.2678356048245975e-07,2.67
1.2759249485139732e-07,5.839505651239501e-10,2.1671771821897687e-07,8.747765639782432e-10,1.8235496868089496e-09,4.947022035956941e-08,5.297796404305586e-10,1.2677188926534529e-07,2.68
1.2758009870671815e-07,5.855460028702001e-10,2.1670445479139168e-07,8.756438479842574e-10,1.8343503684232922e-09,4.947021842523202e-08,5.297815747679495e-10,1.267602193392134e-07,2.69
1.2756769842898906e-07,5.871378160719669e-10,2.1669119574348432e-07,8.765026190015454e-10,1.845158809772234e-09,4.94702170249393e-08,5.297829750606679e-10,1.267485507027235e-07,2.7
1.275552941137488e-07,5.887260120057978e-10,2.1667794106962486e-07,8.773529781863603e-10,1.85597490815899e-09,4.9470216155762545e-08,5.297838442374235e-10,1.267368833546156e-07,2.71
1.2754288657207835e-07,5.903105948317027e-10,2.166646913334083e-07,8.781951737620812e-10,1.8667978411311067e-09,4.947021518940568e-08,5.297848105942941e-10,1.2672521723303767e-07,2.72
1.2753047555565386e-07,5.918915732743298e-10,2.1665144625814743e-07,8.790292337240001e-10,1.8776278518828107e-09,4.947021442080745e-08,5.297855791925181e-10,1.2671355236562023e-07,2.73
1.2751806093251244e-07,5.934689555347786e-10,2.1663820566056279e-07,8.798552091441194e-10,1.8884650665634276e-09,4.947021404231175e-08,5.297859576882163e-10,1.267018887700636e-07,2.74
1.2750564279789715e-07,5.950427488109106e-10,2.166249695388061e-07,8.806731971086723e-10,1.8993093827793217e-09,4.947021404695765e-08,5.29785953042323e-10,1.2669022644476557e-07,2.75
1.2749322124505134e-07,5.966129602892507e-10,2.1661173789044503e-07,8.814832932878713e-10,1.9101607001498104e-09,4.947021442845638e-08,5.29785571543594e-10,1.2667856538820124e-07,2.7600000000000002
1.274807963652187e-07,5.981795971449859e-10,2.1659851071246351e-07,8.822855919359082e-10,1.9210189203071597e-09,4.9470215181191363e-08,5.29784818808606e-10,1.2666690559892303e-07,2.77
1.2746836824764302e-07,5.997426665419663e-10,2.1658528800126138e-07,8.830801858909543e-10,1.931883946896589e-09,4.947021630021822e-08,5.297836997817571e-10,1.2665524707556057e-07,2.7800000000000002
1.274559369795685e-07,6.013021756327044e-10,2.1657206975265466e-07,8.8386716657516e-10,1.942755685576266e-09,4.94702177812647e-08,5.297822187352665e-10,1.2664358981682081e-07,2.79
1.2744350264623948e-07,6.028581315583759e-10,2.1655885596187537e-07,8.846466239946552e-10,1.9536340440173116e-09,4.9470219620730797e-08,5.297803792691743e-10,1.2663193382148804e-07,2.8000000000000003
1.2743106533090067e-07,6.044105414488184e-10,2.165456466235717e-07,8.854186467395492e-10,1.9645189319037956e-09,4.947022181568863e-08,5.297781843113422e-10,1.266202790884237e-07,2.81
1.2741862511479697e-07,6.05959412422533e-10,2.165324417318078e-07,8.861833219839306e-10,1.975410260932741e-09,4.947022436388252e-08,5.29775636117453e-10,1.2660862561656665e-07,2.82
1.2740618207717356e-07,6.075047515866832e-10,2.1651924128006396e-07,8.869407354858672e-10,1.986307944814121e-09,4.947022726372896e-08,5.297727362710104e-10,1.2659697340493293e-07,2.83
1.2739373629527585e-07,6.090465660370948e-10,2.1650604526123655e-07,8.876909715874063e-10,1.997211899270858e-09,4.947023051431663e-08,5.297694856833395e-10,1.265853224526159e-07,2.84
1.2738128784434958e-07,6.10584862858257e-10,2.1649285366763801e-07,8.884341132145744e-10,2.0081220420388276e-09,4.947023411540639e-08,5.297658845935867e-10,1.2657367275878623e-07,2.85
1.2736883679764068e-07,6.12119649123321e-10,2.164796664909968e-07,8.891702418773776e-10,2.019038292866855e-09,4.947023806743125e-08,5.297619325687193e-10,1.2656202432269184e-07,2.86
1.2735638322639537e-07,6.136509318941014e-10,2.1646648372245757e-07,8.898994376698012e-10,2.029960573516717e-09,4.9470242371496445e-08,5.297576285035259e-10,1.2655037714365795e-07,2.87
1.2734392719986016e-07,6.151787182210749e-10,2.1645330535258089e-07,8.906217792698096e-10,2.0408888077631405e-09,4.947024702937935e-08,5.297529706206163e-10,1.2653873122108703e-07,2.88
1.2733146878528172e-07,6.167030151433814e-10,2.1644013137134356e-07,8.91337343939347e-10,2.0518229213938054e-09,4.947025204352955e-08,5.297479564704215e-10,1.2652708655445885e-07,2.89
1.273190080479071e-07,6.182238296888228e-10,2.1642696176813831e-07,8.920462075243366e-10,2.0627628422093393e-09,4.947025741706878e-08,5.297425829311936e-10,1.265154431433305e-07,2.9
1.2730654505098353e-07,6.197411688738645e-10,2.164137965317741e-07,8.927484444546812e-10,2.0737085000233234e-09,4.947026315379097e-08,5.29736846209006e-10,1.265038009873363e-07,2.91
1.2729407985575855e-07,6.212550397036342e-10,2.164006356504758e-07,8.934441277442627e-10,2.084659826662289e-09,4.947026925816222e-08,5.297307418377531e-10,1.2649216008618787e-07,2.92
1.2728161252147992e-07,6.227654491719223e-10,2.163874791118845e-07,8.941333289909425e-10,2.0956167559657184e-09,4.947027573532082e-08,5.297242646791508e-10,1.264805204396741e-07,2.93
1.272691431053957e-07,6.242724042611817e-10,2.163743269030573e-07,8.948161183765612e-10,2.106579223786044e-09,4.9470282591077236e-08,5.297174089227356e-10,1.264688820476612e-07,2.94
1.2725667166275414e-07,6.257759119425287e-10,2.1636117901046732e-07,8.954925646669389e-10,2.1175471679886508e-09,4.9470289831914106e-08,5.297101680858659e-10,1.2645724491009263e-07,2.95
1.2724419824680383e-07,6.272759791757413e-10,2.1634803542000385e-07,8.96162735211875e-10,2.1285205284518733e-09,4.947029746498625e-08,5.297025350137207e-10,1.2644560902698917e-07,2.96
1.272317229087936e-07,6.287726129092611e-10,2.1633489611697218e-07,8.968266959451482e-10,2.1394992470669975e-09,4.947030549812067e-08,5.296945018793006e-10,1.264339743984488e-07,2.97
1.2721924569797247e-07,6.302658200801919e-10,2.1632176108609376e-07,8.974845113845166e-10,2.1504832677382604e-09,4.947031393981654e-08,5.29686060183427e-10,1.2642234102464687e-07,2.98
1.2720676666158986e-07,6.317556076143004e-10,2.1630863031150604e-07,8.981362446317177e-10,2.1614725363828497e-09,4.947032279924523e-08,5.296772007547428e-10,1.2641070890583597e-07,2.99
1.271942858448953e-07,6.332419824260156e-10,2.1629550377676256e-07,8.98781957372468e-10,2.1724670009309044e-09,4.947033208625026e-08,5.296679137497118e-10,1.26399078042346e-07,3.0
1.2718180329113865e-07,6.3472495141843e-10,2.1628238146483295e-07,8.994217098764639e-10,2.183466611325514e-09,4.9470341811347355e-08,5.296581886526192e-10,1.2638744843458409e-07,3.0100000000000002
1.2716932099096903e-07,6.362045194239799e-10,2.1626926440461752e-07,9.000564654964384e-10,2.1944693599509174e-09,4.9470350826942396e-08,5.296491730575765e-10,1.2637581996583742e-07,3.02
1.27156838869252e-07,6.376806934439172e-10,2.1625615251651174e-07,9.006862285967861e-10,2.205475315757834e-09,4.9470359212889275e-08,5.29640787110699e-10,1.263641926435445e-07,3.0300000000000002
1.2714435557600933e-07,6.391534818127717e-10,2.1624304503701406e-07,9.013104115406483e-10,2.21648582919625e-09,4.947036780633124e-08,5.296321936687286e-10,1.2635256655174411e-07,3.04
1.271318711698928e-07,6.406228913635656e-10,2.1622994195932087e-07,9.019290797913937e-10,2.2275008347380386e-09,4.947037660656252e-08,5.296233934374441e-10,1.263409416897457e-07,3.0500000000000003
1.2711938570801134e-07,6.420889289175014e-10,2.1621684327629002e-07,9.025422976083551e-10,2.238520268408762e-09,4.9470385613277946e-08,5.296143867220269e-10,1.2632931805690853e-07,3.06
1.2710689924593105e-07,6.435516012839618e-10,2.1620374898044064e-07,9.031501280468303e-10,2.2495440677876763e-09,4.947039482657291e-08,5.296051734270596e-10,1.2631769565264168e-07,3.0700000000000003
1.270944118376751e-07,6.45010915260509e-10,2.161906590639532e-07,9.03752632958081e-10,2.2605721720077246e-09,4.9470404246943445e-08,5.295957530565276e-10,1.26306074476404e-07,3.08
1.270819235357239e-07,6.46466877632886e-10,2.1617757351866954e-07,9.043498729893339e-10,2.2716045217555446e-09,4.947041387528615e-08,5.295861247138178e-10,1.2629445452770418e-07,3.09
1.2706943439101486e-07,6.479194951750155e-10,2.1616449233609284e-07,9.049419075837798e-10,2.2826410592714645e-09,4.947042371289825e-08,5.295762871017189e-10,1.2628283580610077e-07,3.1
1.2705694445294262e-07,6.493687746490001e-10,2.161514155073876e-07,9.055287949805743e-10,2.2936817283495012e-09,4.9470433761477545e-08,5.295662385224222e-10,1.262712183112021e-07,3.11
1.2704445376935895e-07,6.508147228051228e-10,2.1613834302337967e-07,9.061105922148372e-10,2.304726474337366e-09,4.947044402312245e-08,5.295559768775205e-10,1.2625960204266627e-07,3.12
1.270319623865727e-07,6.522573463818464e-10,2.1612527487455628e-07,9.066873551176532e-10,2.315775244136459e-09,4.9470454500331964e-08,5.295454996680087e-10,1.262479870002013e-07,3.13
1.2701947034934994e-07,6.536966521058141e-10,2.1611221105106594e-07,9.072591383160711e-10,2.3268279862018714e-09,4.9470465196005685e-08,5.295348039942835e-10,1.262363731835649e-07,3.14
1.270069777009138e-07,6.551326466918486e-10,2.1609915154271857e-07,9.078259952331043e-10,2.337884650542387e-09,4.947047611344383e-08,5.295238865561441e-10,1.262247605925647e-07,3.15
1.2699448448294456e-07,6.565653368429532e-10,2.160860963389854e-07,9.083879780877308e-10,2.348945188720479e-09,4.947048725634718e-08,5.29512743652791e-10,1.2621314922705812e-07,3.16
1.2698199073557967e-07,6.579947292503109e-10,2.1607304542899898e-07,9.089451378948931e-10,2.3600095538523127e-09,4.947049862881714e-08,5.295013711828272e-10,1.2620153908695233e-07,3.17
1.2696949649741367e-07,6.59420830593285e-10,2.1605999880155327e-07,9.09497524465498e-10,2.371077700607745e-09,4.947051023535571e-08,5.294897646442574e-10,1.2618993017220437e-07,3.18
1.269570018054983e-07,6.608436475394188e-10,2.1604695644510348e-07,9.100451864064168e-10,2.3821495852103212e-09,4.947052208086548e-08,5.294779191344885e-10,1.2617832248282112e-07,3.19
1.2694450669534238e-07,6.622631867444356e-10,2.1603391834776627e-07,9.105881711204857e-10,2.3932251654372815e-09,4.947053417064964e-08,5.294658293503291e-10,1.2616671601885926e-07,3.2
1.2693201120091188e-07,6.636794548522386e-10,2.160208844973196e-07,9.111265248065048e-10,2.404304400619554e-09,4.947054651041198e-08,5.2945348958799e-10,1.2615511078042522e-07,3.21
1.2691951535462987e-07,6.650924584949116e-10,2.160078548812027e-07,9.116602924592394e-10,2.4153872516417594e-09,4.9470559106256884e-08,5.294408937430839e-10,1.261435067676753e-07,3.22
1.2690701918737666e-07,6.665022042927179e-10,2.1599482948651625e-07,9.121895178694183e-10,2.426473680942209e-09,4.947057196468934e-08,5.294280353106254e-10,1.2613190398081566e-07,3.23
1.2689452272848959e-07,6.679086988541011e-10,2.1598180830002222e-07,9.12714243623736e-10,2.4375636525129056e-09,4.9470585092614937e-08,5.294149073850311e-10,1.261203024201022e-07,3.24
1.2688202600576318e-07,6.693119487756847e-10,2.1596879130814394e-07,9.132345111048503e-10,2.4486571318995425e-09,4.947059849733985e-08,5.294015026601199e-10,1.2610870208584063e-07,3.25
1.2686952904544907e-07,6.707119606422728e-10,2.1595577849696608e-07,9.137503604913846e-10,2.4597540862015045e-09,4.947061218657086e-08,5.293878134291122e-10,1.2609710297838655e-07,3.2600000000000002
1.2685703187225607e-07,6.721087410268487e-10,2.1594276985223466e-07,9.142618307579257e-10,2.4708544840718666e-09,4.947062616841534e-08,5.293738315846306e-10,1.260855050981453e-07,3.27
1.2684453450935008e-07,6.735022964905765e-10,2.1592976535935698e-07,9.147689596750259e-10,2.481958295717397e-09,4.947064045138127e-08,5.293595486186997e-10,1.260739084455721e-07,3.2800000000000002
1.2683203697835416e-07,6.748926335827998e-10,2.1591676500340182e-07,9.152717838092014e-10,2.493065492898552e-09,4.9470655044377227e-08,5.29344955622746e-10,1.260623130211719e-07,3.29
1.2681953929934853e-07,6.76279758841043e-10,2.1590376876909917e-07,9.157703385229329e-10,2.5041760489294818e-09,4.9470669956712375e-08,5.293300432875981e-10,1.2605071882549957e-07,3.3000000000000003
1.2680704149087046e-07,6.776636787910095e-10,2.1589077664084045e-07,9.162646579746659e-10,2.5152899386780256e-09,4.9470685198096484e-08,5.293148019034864e-10,1.2603912585915972e-07,3.31
1.2679454505402483e-07,6.790443990943333e-10,2.1587778921179855e-07,9.167556488676032e-10,2.5264056641779675e-09,4.9470700088031986e-08,5.292999119679854e-10,1.2602753404267368e-07,3.3200000000000003
1.2678205119795224e-07,6.804219255676026e-10,2.1586480695561068e-07,9.172440457195207e-10,2.537522017535484e-09,4.947071408156498e-08,5.292859184349874e-10,1.260159433122936e-07,3.33
1.2676955774886786e-07,6.817962659573444e-10,2.1585182895776205e-07,9.177285911033749e-10,2.548641151641203e-09,4.947072820761663e-08,5.292717923833426e-10,1.2600435378689597e-07,3.34
1.2675706474485433e-07,6.831674267272154e-10,2.158388552118442e-07,9.182093295018333e-10,2.5597630220294616e-09,4.947074246553219e-08,5.292575344677797e-10,1.2599276546589616e-07,3.35
1.2674457222299672e-07,6.845354143287386e-10,2.15825885711334e-07,9.186863045146093e-10,2.5708875852464857e-09,4.947075685480376e-08,5.292431451962108e-10,1.2598117834872988e-07,3.36
1.2673208021938272e-07,6.859002352013045e-10,2.158129204495934e-07,9.191595588584628e-10,2.582014798850392e-09,4.9470771375070235e-08,5.29228624929732e-10,1.2596959243485317e-07,3.37
1.2671958876910245e-07,6.872618957721699e-10,2.1579995941986957e-07,9.196291343671992e-10,2.5931446214111837e-09,4.9470786026117346e-08,5.292139738826226e-10,1.2595800772374253e-07,3.38
1.2670709790624852e-07,6.886204024564588e-10,2.157870026152949e-07,9.200950719916702e-10,2.6042770125107568e-09,4.947080080787762e-08,5.291991921223461e-10,1.2594642421489476e-07,3.39
1.2669460766391616e-07,6.899757616571619e-10,2.1577405002888687e-07,9.205574117997734e-10,2.615411932742894e-09,4.9470815720430424e-08,5.29184279569549e-10,1.2593484190782702e-07,3.4
1.2668211807420302e-07,6.91327979765137e-10,2.157611016535482e-07,9.210161929764521e-10,2.626549343713269e-09,4.9470830764001906e-08,5.291692359980621e-10,1.2592326080207686e-07,3.41
1.266696291682093e-07,6.926770631591086e-10,2.1574815748206677e-07,9.214714538236962e-10,2.6376892080394428e-09,4.947084593896507e-08,5.291540610348994e-10,1.2591168089720223e-07,3.42
1.2665714097603763e-07,6.940230182056681e-10,2.157352175071157e-07,9.219232317605411e-10,2.6488314893508684e-09,4.947086124583971e-08,5.291387541602587e-10,1.259001021927814e-07,3.43
1.266446535267933e-07,6.953658512592739e-10,2.1572228172125318e-07,9.223715633230684e-10,2.6599761522888854e-09,4.947087668529245e-08,5.291233147075215e-10,1.2588852468841302e-07,3.44
1.2663216684858393e-07,6.967055686622512e-10,2.1570935011692267e-07,9.228164841644054e-10,2.6711231625067255e-09,4.947089225813672e-08,5.291077418632529e-10,1.258769483837161e-07,3.45
1.2661968096851982e-07,6.98042176744792e-10,2.1569642268645276e-07,9.232580290547257e-10,2.6822724866695068e-09,4.947090796533277e-08,5.290920346672015e-10,1.2586537327833008e-07,3.46
1.2660719591271366e-07,6.993756818249553e-10,2.1568349942205727e-07,9.236962318812489e-10,2.6934240924542397e-09,4.947092380798767e-08,5.290761920122998e-10,1.2585379937191467e-07,3.47
1.2659471170628073e-07,7.007060902086669e-10,2.1567058031583514e-07,9.241311256482403e-10,2.704577948549821e-09,4.9470939787355304e-08,5.29060212644664e-10,1.2584222666415e-07,3.48
1.2658222837333877e-07,7.020334081897196e-10,2.1565766535977056e-07,9.245627424770115e-10,2.715734024657039e-09,4.947095590483638e-08,5.290440951635936e-10,1.2583065515473662e-07,3.49
1.2656974593700805e-07,7.033576420497729e-10,2.1564475454573282e-07,9.2499111360592e-10,2.7268922914885698e-09,4.94709721619784e-08,5.29027838021572e-10,1.2581908484339535e-07,3.5
1.265572644194113e-07,7.046787980583532e-10,2.1563184786547646e-07,9.254162693903692e-10,2.738052720768981e-09,4.94709885604757e-08,5.290114395242663e-10,1.258075157298674e-07,3.5100000000000002
1.2654478384167388e-07,7.059968824728541e-10,2.1561894531064119e-07,9.258382393028083e-10,2.7492152852347263e-09,4.9471005102169443e-08,5.28994897830527e-10,1.2579594781391445e-07,3.52
1.2653230422392354e-07,7.073119015385356e-10,2.1560604687275185e-07,9.262570519327331e-10,2.760379958634152e-09,4.947102178904758e-08,5.289782109523886e-10,1.2578438109531838e-07,3.5300000000000002
1.2651982558529058e-07,7.086238614885249e-10,2.155931525432185e-07,9.266727349866848e-10,2.7715467157274912e-09,4.94710386232449e-08,5.289613767550688e-10,1.257728155738816e-07,3.54
1.2650734794390784e-07,7.09932768543816e-10,2.1558026231333636e-07,9.270853152882508e-10,2.7827155322868684e-09,4.9471055607043e-08,5.289443929569695e-10,1.2576125124942677e-07,3.5500000000000003
1.2649487131691063e-07,7.112386289132698e-10,2.155673761742859e-07,9.274948187780645e-10,2.793886385096295e-09,4.947107274287029e-08,5.289272571296759e-10,1.2574968812179696e-07,3.56
1.2648239572043682e-07,7.125414487936139e-10,2.1555449411713266e-07,9.279012705138053e-10,2.8050592519516748e-09,4.9471090033302016e-08,5.289099666979567e-10,1.2573812619085565e-07,3.5700000000000003
1.264699211696267e-07,7.138412343694431e-10,2.1554161613282744e-07,9.283046946701987e-10,2.8162341116607973e-09,4.9471107481060204e-08,5.288925189397645e-10,1.257265654564866e-07,3.58
1.2645744767862317e-07,7.151379918132188e-10,2.1552874221220617e-07,9.287051145390157e-10,2.8274109440433444e-09,4.9471125089013736e-08,5.288749109862358e-10,1.2571500591859405e-07,3.59
1.264449752605716e-07,7.164317272852695e-10,2.1551587234599003e-07,9.291025525290739e-10,2.8385897299308866e-09,4.947114286017828e-08,5.288571398216902e-10,1.257034475771025e-07,3.6
1.2643250392761982e-07,7.177224469337904e-10,2.1550300652478534e-07,9.294970301662366e-10,2.849770451166882e-09,4.947116079771634e-08,5.288392022836313e-10,1.2569189043195688e-07,3.61
1.2642003424167775e-07,7.190101569390976e-10,2.1549014489069646e-07,9.298889679766954e-10,2.8609525333827345e-09,4.947117873787679e-08,5.288212621231879e-10,1.2568033446640947e-07,3.62
1.2640756794748896e-07,7.202948635644961e-10,2.1547728791159787e-07,9.302796451337149e-10,2.8721342054954614e-09,4.9471196157966857e-08,5.288038420331178e-10,1.2566877962780907e-07,3.63
1.2639510310662807e-07,7.215765727652921e-10,2.1546443504162184e-07,9.306676664578486e-10,2.883317422824439e-09,4.947121365234412e-08,5.287863476558594e-10,1.256572259752618e-07,3.64
1.2638263974507402e-07,7.228552906425801e-10,2.154515862758211e-07,9.310530628822051e-10,2.8945021532305346e-09,4.947123121935273e-08,5.287687806472414e-10,1.2564567350825327e-07,3.65
1.263701778881875e-07,7.241310232853524e-10,2.1543874160923812e-07,9.314358647323783e-10,2.9056883652026925e-09,4.947124885736863e-08,5.287511426313473e-10,1.2563412222627793e-07,3.66
1.263577175607112e-07,7.254037767704981e-10,2.154259010369049e-07,9.318161017264477e-10,2.9168760278579263e-09,4.947126656479946e-08,5.287334352005155e-10,1.2562257212883913e-07,3.67
1.2634525878676964e-07,7.266735571628043e-10,2.1541306455384305e-07,9.32193802974979e-10,2.9280651109413267e-09,4.947128434008463e-08,5.287156599153393e-10,1.25611023215449e-07,3.68
1.263328015898692e-07,7.279403705149549e-10,2.154002321550638e-07,9.325689969810235e-10,2.9392555848260544e-09,4.947130218169531e-08,5.28697818304667e-10,1.2559947548562857e-07,3.69
1.2632034599289815e-07,7.292042228675317e-10,2.1538740383556807e-07,9.329417116401174e-10,2.9504474205133466e-09,4.947132008813437e-08,5.286799118656019e-10,1.2558792893890776e-07,3.7
1.2630789201812658e-07,7.304651202490135e-10,2.1537457959034622e-07,9.333119742402838e-10,2.96164058963251e-09,4.947133805793647e-08,5.286619420635021e-10,1.2557638357482525e-07,3.71
1.2629543968720658e-07,7.317230686757764e-10,2.153617594143784e-07,9.336798114620306e-10,2.972835064440929e-09,4.9471356089667994e-08,5.286439103319807e-10,1.255648393929287e-07,3.72
1.2628298902117197e-07,7.329780741520942e-10,2.1534894330263427e-07,9.340452493783517e-10,2.9840308178240576e-09,4.947137418192707e-08,5.286258180729055e-10,1.2555329639277455e-07,3.73
1.2627054004043852e-07,7.342301426701378e-10,2.1533613125007313e-07,9.344083134547269e-10,2.995227823295425e-09,4.9471392333343575e-08,5.286076666563995e-10,1.2554175457392807e-07,3.74
1.2625809276480387e-07,7.354792802099755e-10,2.1532332325164386e-07,9.347690285491214e-10,3.0064260549966336e-09,4.9471410542579136e-08,5.285894574208407e-10,1.2553021393596346e-07,3.75
1.262456472134475e-07,7.36725492739573e-10,2.1531051930228503e-07,9.351274189119863e-10,3.017625487697359e-09,4.947142880832711e-08,5.285711916728618e-10,1.2551867447846375e-07,3.7600000000000002
1.262332034049308e-07,7.379687862147934e-10,2.1529771939692473e-07,9.354835081862583e-10,3.0288260967953495e-09,4.947144712931262e-08,5.285528706873506e-10,1.2550713620102077e-07,3.77
1.2622076135719706e-07,7.392091665793971e-10,2.1528492353048072e-07,9.358373194073596e-10,3.040027858316428e-09,4.9471465504292526e-08,5.285344957074494e-10,1.2549559910323532e-07,3.7800000000000002
1.2620832108757134e-07,7.404466397650419e-10,2.1527213169786036e-07,9.361888750031986e-10,3.0512307489144887e-09,4.947148393205542e-08,5.285160679445561e-10,1.2548406318471693e-07,3.79
1.2619588261276065e-07,7.416812116912829e-10,2.152593438939606e-07,9.365381967941689e-10,3.0624347458715015e-09,4.947150241142165e-08,5.284975885783229e-10,1.2547252844508409e-07,3.8000000000000003
1.261834459488539e-07,7.429128882655726e-10,2.15246560113668e-07,9.368853059931502e-10,3.073639827097507e-09,4.9471520941243314e-08,5.284790587566574e-10,1.2546099488396405e-07,3.81
1.261710111113218e-07,7.441416753832609e-10,2.1523378035185879e-07,9.372302232055075e-10,3.084845971130623e-09,4.9471539520404254e-08,5.284604795957221e-10,1.2544946250099302e-07,3.8200000000000003
1.2615857811501698e-07,7.45367578927595e-10,2.1522100460339875e-07,9.375729684290919e-10,3.0960531571370356e-09,4.947155814782004e-08,5.28441852179934e-10,1.2543793129581602e-07,3.83
1.261461469741739e-07,7.465906047697194e-10,2.1520823286314327e-07,9.379135610542399e-10,3.1072613649110083e-09,4.947157682243801e-08,5.284231775619653e-10,1.2542640126808688e-07,3.84
1.26133717702409e-07,7.478107587686763e-10,2.1519546512593742e-07,9.38252019863774e-10,3.1184705748748766e-09,4.947159554323723e-08,5.284044567627432e-10,1.2541487241746837e-07,3.85
1.2612129031272042e-07,7.490280467714048e-10,2.1518270138661578e-07,9.385883630330017e-10,3.129680768079048e-09,4.9471614309228526e-08,5.283856907714497e-10,1.2540334474363204e-07,3.86
1.2610886481748835e-07,7.502424746127417e-10,2.1516994164000262e-07,9.389226081297173e-10,3.140891926202006e-09,4.947163311945445e-08,5.28366880545522e-10,1.2539181824625836e-07,3.87
1.2609644122847475e-07,7.514540481154208e-10,2.151571858809118e-07,9.392547721141998e-10,3.1521040315503047e-09,4.947165197298932e-08,5.283480270106517e-10,1.2538029292503658e-07,3.88
1.2608401955682347e-07,7.526627730900739e-10,2.151444341041468e-07,9.395848713392145e-10,3.1633170670585732e-09,4.9471670868939187e-08,5.283291310607859e-10,1.2536876877966492e-07,3.89
1.2607159981306022e-07,7.538686553352293e-10,2.151316863045007e-07,9.39912921550012e-10,3.1745310162895132e-09,4.947168980644185e-08,5.28310193558126e-10,1.2535724580985034e-07,3.9
1.2605918200709266e-07,7.550717006373135e-10,2.1511894247675613e-07,9.402389378843291e-10,3.1857458634339008e-09,4.9471708784666845e-08,5.282912153331291e-10,1.253457240153087e-07,3.91
1.2604676619159627e-07,7.562719148463932e-10,2.1510620261722837e-07,9.40562976678095e-10,3.1969615501187986e-09,4.947172780043846e-08,5.282721995615108e-10,1.253342033950729e-07,3.92
1.2603435380730693e-07,7.574693062247977e-10,2.1509346677160686e-07,9.408864317563977e-10,3.2081766361377807e-09,4.947174677453074e-08,5.282532254692333e-10,1.2532268392604006e-07,3.93
1.2602194356980035e-07,7.58663878266229e-10,2.150807348886796e-07,9.412080710346991e-10,3.219392394257077e-09,4.947176577701985e-08,5.282342229801233e-10,1.253111656285631e-07,3.94
1.2600953549621896e-07,7.598556367256497e-10,2.1506800696353298e-07,9.415279165744139e-10,3.2306088015158956e-09,4.9471784806670476e-08,5.282151933294954e-10,1.252996485022386e-07,3.95
1.2599712960329448e-07,7.61044587346282e-10,2.1505528299125032e-07,9.418459900293181e-10,3.241825835375016e-09,4.947180386226769e-08,5.281961377322836e-10,1.2528813254666848e-07,3.96
