Time,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,k3f,kf6,k5f,k5r,k2f,k1f,k1r,k4f,k4r,u,const_val_0,const_val_1,Cytoplasm,R1,R2,R3,R4,R5,R6
1.23,4.949388412350622e-08,1.2848014455096078e-07,5.061158764937501e-10,2.1867599607970313e-07,5.794787922128239e-10,1.2925547608146764e-07,4.342591666304522e-10,3.1026219743733506e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1705731020165662e-09,1.1067539342402282e-09,5.794787922128239e-12,7.40322888333215e-10,2.205982603212448e-10,2.8095523586145587e-11
1.24,4.9493265782141515e-08,1.28468218447489e-07,5.067342178584542e-10,2.18662484748911e-07,5.833592901562156e-10,1.2924584524255901e-07,4.416864366295887e-10,3.124657768955122e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1703154924642667e-09,1.1080376318422557e-09,5.833592901562156e-12,7.451339166308015e-10,2.2011902126300924e-10,2.8091179856993826e-11
1.25,4.949266245430831e-08,1.2845629531304766e-07,5.073375456916642e-10,2.1864896616347206e-07,5.872039242100971e-10,1.2923617128381834e-07,4.491616159212604e-10,3.146645688029768e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.17006130367359e-09,1.1092882986139564e-09,5.872039242100971e-12,7.498966369590387e-10,2.196406386607274e-10,2.8086836167387534e-11
1.26,4.9492073655896526e-08,1.2844437509868822e-07,5.079263441034453e-10,2.1863544075012444e-07,5.910127455744065e-10,1.2922645468310735e-07,4.566842182261645e-10,3.1685858171877813e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1698104257932867e-09,1.1105070011165613e-09,5.910127455744065e-12,7.546111334665756e-10,2.1916311241841596e-10,2.8082492561576006e-11
1.27,4.949149890279611e-08,1.284324577554621e-07,5.08501097203863e-10,2.1862190893560617e-07,5.947858054490814e-10,1.292166959182878e-07,4.642537572649981e-10,3.190478242019653e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1695627489767992e-09,1.1116948056655875e-09,5.947858054490814e-12,7.592774904469785e-10,2.1868644243968527e-10,2.8078149083790723e-11
1.28,4.949093771089699e-08,1.284205432344208e-07,5.090622891029824e-10,2.1860837114665538e-07,5.985231550340601e-10,1.2920689546722143e-07,4.718697467584585e-10,3.2123230481158735e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1693181633822583e-09,1.1128527783299074e-09,5.985231550340601e-12,7.638957923368044e-10,2.1821062862773696e-10,2.807380577824537e-11
1.29,4.9490389596089104e-08,1.2840863148661578e-07,5.096104039108689e-10,2.1859482781001016e-07,6.022248455292805e-10,1.2919705380776997e-07,4.795317004272428e-10,3.2341203210669354e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1690765591724764e-09,1.1139819849308611e-09,6.022248455292805e-12,7.684661237136793e-10,2.1773567088536223e-10,2.8069462689135826e-11
1.3,4.9489854074262384e-08,1.2839672246309846e-07,5.101459257375877e-10,2.1858127935240858e-07,6.058909281346806e-10,1.2918717141779518e-07,4.872391319920482e-10,3.2558701464633293e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1688378265149443e-09,1.1150834910414074e-09,6.058909281346806e-12,7.72988569294379e-10,2.1726156911493923e-10,2.8065119860640197e-11
1.31,4.9489330661306766e-08,1.2838481611492034e-07,5.106693386932043e-10,2.1856772620058872e-07,6.095214540501984e-10,1.2917724877515878e-07,4.949915551735718e-10,3.277572609895548e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1686018555818307e-09,1.1161583619853198e-09,6.095214540501984e-12,7.774632139329185e-10,2.1678832321843144e-10,2.8060777336918842e-11
1.32,4.948881887311219e-08,1.2837291239313283e-07,5.111811268877839e-10,2.185541687812887e-07,6.131164744757719e-10,1.2916728635772251e-07,5.02788483692511e-10,3.299227796954081e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.168368536549973e-09,1.1172076628364205e-09,6.131164744757719e-12,7.818901426186428e-10,2.163159330973857e-10,2.805643516211434e-11
1.33,4.948831822556858e-08,1.283610112487874e-07,5.116817744313917e-10,2.1854060752124658e-07,6.166760406113391e-10,1.2915728464334815e-07,5.106294312695628e-10,3.3208357932294215e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1681377596008777e-09,1.118232458417858e-09,6.166760406113391e-12,7.862694404743253e-10,2.1584439865293033e-10,2.8052093380351565e-11
1.34,4.948782823456588e-08,1.283491126329355e-07,5.121717654340931e-10,2.1852704284720045e-07,6.202002036568379e-10,1.291472441098974e-07,5.185139116254243e-10,3.3423966843120596e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1679094149207138e-09,1.1192338133014235e-09,6.202002036568379e-12,7.906011927542688e-10,2.1537371978577287e-10,2.8047752035737657e-11
1.35,4.9487349198471506e-08,1.2833721657014596e-07,5.126508015284629e-10,2.1851347447587128e-07,6.236896337662791e-10,1.2913716514488302e-07,5.264415276593136e-10,3.3639105536684045e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1676835700076428e-09,1.1202110783482473e-09,6.236896337662791e-12,7.948862817950897e-10,2.1490389532435958e-10,2.804341109730495e-11
1.36,4.9486888624828315e-08,1.2832532376232236e-07,5.131113751716538e-10,2.1849989558240143e-07,6.27150703683897e-10,1.291270473034077e-07,5.344127038961269e-10,3.3853774651951123e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1674619259198854e-09,1.1211478189714876e-09,6.2715070368389705e-12,7.991329317316375e-10,2.144349142226817e-10,2.8039069842645294e-11
1.37,4.94864393542221e-08,1.2831343353334097e-07,5.135606457778685e-10,2.1848631265067476e-07,6.305781843214016e-10,1.2911689183409953e-07,5.424261932758938e-10,3.4067975226031996e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1672428602203637e-09,1.122059718185058e-09,6.305781843214016e-12,8.033344283141749e-10,2.1396678552542025e-10,2.803472895624711e-11
1.3800000000000001,4.948600105166661e-08,1.2830154584826408e-07,5.13998948333355e-10,2.18472725972115e-07,6.339722448384102e-10,1.2910669919760163e-07,5.50481526514869e-10,3.4281708110783517e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1670262968888586e-09,1.1229475138918835e-09,6.339722448384102e-12,8.074910086095114e-10,2.1349950892805197e-10,2.8030388467906543e-11
1.3900000000000001,4.9485573382175605e-08,1.2828966067215403e-07,5.144266178243617e-10,2.1845913583814588e-07,6.373330543945403e-10,1.290964698545571e-07,5.585782343293077e-10,3.4494974158062543e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.166812159908385e-09,1.123811943820502e-09,6.373330543945403e-12,8.116029097529895e-10,2.1303308412569287e-10,2.8026048407407734e-11
1.4000000000000001,4.948515601076283e-08,1.282777779700731e-07,5.14843989237137e-10,2.1844554254019103e-07,6.406607821494093e-10,1.2908620426560907e-07,5.667158474354648e-10,3.470777421972593e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1666003732651851e-09,1.1246537455246266e-09,6.406607821494093e-12,8.156703689463259e-10,2.125675108130971e-10,2.8021708804522783e-11
1.41,4.948474860244204e-08,1.2826589770708366e-07,5.152513975579287e-10,2.184319463696742e-07,6.439555972626345e-10,1.290759028914006e-07,5.748938965495948e-10,3.4920109147630537e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1663908609487307e-09,1.1254736563827317e-09,6.439555972626345e-12,8.19693623455465e-10,2.121027886846559e-10,2.8017369689011814e-11
1.42,4.948435082222698e-08,1.2825401984824804e-07,5.156491777729853e-10,2.184183476180191e-07,6.472176688938334e-10,1.2906556619257483e-07,5.831119123879535e-10,3.5131979793633215e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1661835469517165e-09,1.1262724135976563e-09,6.472176688938334e-12,8.236729106084513e-10,2.116389174343962e-10,2.8013031090622958e-11
1.43,4.9483962335131414e-08,1.282421443586285e-07,5.160376648685548e-10,2.1840474657664937e-07,6.504471662026235e-10,1.2905519462977487e-07,5.913694256667953e-10,3.534338700959083e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1659783552700604e-09,1.1270507541962264e-09,6.504471662026235e-12,8.276084677933151e-10,2.1117589675597975e-10,2.800869303909234e-11
1.44,4.948358280616908e-08,1.2823027120328736e-07,5.164171938308855e-10,2.1839114353698877e-07,6.536442583486219e-10,1.2904478866364383e-07,5.996659671023752e-10,3.555433164736023e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1657752099029006e-09,1.1278094150288988e-09,6.536442583486219e-12,8.315005324559736e-10,2.1071372634270174e-10,2.8004355564144125e-11
1.45,4.948321190035374e-08,1.28218400347287e-07,5.167880996462258e-10,2.1837753879046093e-07,6.568091144914462e-10,1.2903434875482482e-07,6.080010674109483e-10,3.5764814558798274e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1655740348525931e-09,1.1285491327694227e-09,6.568091144914462e-12,8.353493420981502e-10,2.102524058874896e-10,2.8000018695490513e-11
1.46,4.948284928269914e-08,1.2820653175568965e-07,5.171507173008236e-10,2.183639326284896e-07,6.599419037907136e-10,1.2902387536396093e-07,6.163742573087696e-10,3.597483659576182e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1653747541247098e-09,1.1292706439145211e-09,6.5994190379071365e-12,8.391551342753059e-10,2.0979193508290236e-10,2.7995682462831727e-11
1.47,4.948249461821904e-08,1.281946653935577e-07,5.175053817809272e-10,2.183503253424985e-07,6.630427954060417e-10,1.2901336895169528e-07,6.247850675120939e-10,3.618439861010772e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1651772917280366e-09,1.1299746847835935e-09,6.630427954060418e-12,8.429181465945888e-10,2.0933231362112912e-10,2.7991346895856058e-11
1.48,4.948214817835092e-08,1.2818280128396962e-07,5.178518216490452e-10,2.1833671667588976e-07,6.661122993384186e-10,1.290028297714035e-07,6.332332364537624e-10,3.639350143061645e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1649817090800898e-09,1.1306606646348098e-09,6.661122993384186e-12,8.466390508728466e-10,2.0887354008063672e-10,2.798701196665995e-11
1.49,4.9481814623517654e-08,1.2817093986989535e-07,5.181853764823146e-10,2.183231024057659e-07,6.691533924246302e-10,1.28992256576365e-07,6.417200059132018e-10,3.660214571905337e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1647890620563752e-09,1.1313183901491872e-09,6.691533924246302e-12,8.503216607275654e-10,2.0841560498261892e-10,2.798267723065843e-11
1.5,4.948148937690967e-08,1.2815908071058468e-07,5.185106230902954e-10,2.1830948665686088e-07,6.721638597011518e-10,1.289816512770211e-07,6.502434536670802e-10,3.6810332488690453e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.164598313529002e-09,1.1319578795297145e-09,6.721638597011518e-12,8.539631764565633e-10,2.0795851580702633e-10,2.7978343120342943e-11
1.51,4.9481172200047226e-08,1.281472237803326e-07,5.188277999527415e-10,2.1829586963338605e-07,6.751439245692205e-10,1.2897101430103026e-07,6.588031434877458e-10,3.701806258771217e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1644094093759768e-09,1.1325796578066015e-09,6.751439245692205e-12,8.575639046389514e-10,2.0750227206800836e-10,2.7974009656231834e-11
1.52,4.948086285445056e-08,1.2813536905343416e-07,5.191371455494067e-10,2.182822515395528e-07,6.780938104300732e-10,1.28960346076051e-07,6.673986391475464e-10,3.722533686430299e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1642222954775958e-09,1.1331842498834103e-09,6.780938104300733e-12,8.611241518679527e-10,2.070468732793975e-10,2.7969676858835146e-11
1.53,4.9480561101639924e-08,1.2812351650418443e-07,5.194388983600448e-10,2.1826863257957242e-07,6.81013740684947e-10,1.2894964702974178e-07,6.7602950441883e-10,3.7432156166647387e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1640369177164448e-09,1.1337721805368647e-09,6.81013740684947e-12,8.646442247489037e-10,2.0659231895470779e-10,2.7965344748654614e-11
1.54,4.948026670313556e-08,1.2811166610687841e-07,5.1973329686441e-10,2.1825501295765633e-07,6.839039387350789e-10,1.289389175897611e-07,6.846953030739446e-10,3.7638521342929834e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1638532219773973e-09,1.1343439744166727e-09,6.839039387350789e-12,8.681244298972746e-10,2.061386086071352e-10,2.7961013346183687e-11
1.55,4.947997942045771e-08,1.2809981783581112e-07,5.200205795422559e-10,2.1824139287801585e-07,6.867646279817057e-10,1.2892815818376744e-07,6.933955988852382e-10,3.78444332413348e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1636711541476121e-09,1.1349001560453495e-09,6.867646279817058e-12,8.715650739367108e-10,2.0568574174955605e-10,2.7956682671907516e-11
1.56,4.947969901512663e-08,1.2808797166527763e-07,5.203009848733364e-10,2.1822777254486237e-07,6.895960318260647e-10,1.2891736923941927e-07,7.021299556250589e-10,3.8049892710046753e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1634906601165337e-09,1.1354412498180632e-09,6.895960318260646e-12,8.749664634970899e-10,2.0523371789452673e-10,2.795235274630298e-11
1.57,4.9479425248662565e-08,1.2807612756957293e-07,5.205747513374054e-10,2.1821415216240723e-07,6.923983736693925e-10,1.289065511843751e-07,7.108979370657545e-10,3.825490059725017e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1633116857758898e-09,1.135967780002479e-09,6.923983736693925e-12,8.783289052126012e-10,2.047825365542833e-10,2.794802358983867e-11
1.58,4.947915788258575e-08,1.2806428552299208e-07,5.208421174142169e-10,2.182005319348618e-07,6.951718769129265e-10,1.2889570444629343e-07,7.196991069796731e-10,3.8459457751129524e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1631341770196897e-09,1.1364802707386187e-09,6.951718769129265e-12,8.81652705719843e-10,2.0433219724074053e-10,2.7943695222974893e-11
1.59,4.9478896678416443e-08,1.2805244549983013e-07,5.211033215835246e-10,2.1818691206643742e-07,6.979167649579034e-10,1.288848294528327e-07,7.285330291391626e-10,3.866356501986929e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1629580797442246e-09,1.1369792460387293e-09,6.9791676495790344e-12,8.849381716559378e-10,2.0388269946549135e-10,2.7939367666163708e-11
1.6,4.9478641397674885e-08,1.2804060747438208e-07,5.213586023250825e-10,2.1817329276134546e-07,7.006332612055604e-10,1.2887392663165144e-07,7.37399267316571e-10,3.886722325165393e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1627833398480637e-09,1.1374652297871611e-09,7.006332612055604e-12,8.881856096566693e-10,2.034340427398066e-10,2.793504093984888e-11
1.61,4.94783922727356e-08,1.280287714670491e-07,5.216077272643602e-10,2.181596737999572e-07,7.033217129649756e-10,1.288629961102177e-07,7.4629768652635e-10,3.9070433249756806e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1626100099157428e-09,1.1379377163152988e-09,7.0332171296497565e-12,8.913954778898461e-10,2.0298622546338883e-10,2.79307150202607e-11
1.62,4.947815227455009e-08,1.2801693776639402e-07,5.218477254498778e-10,2.1814605249751047e-07,7.059831882165042e-10,1.2885203627003568e-07,7.552299038636044e-10,3.927319555623981e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1624387630154735e-09,1.1383902131169546e-09,7.059831882165043e-12,8.945691156638122e-10,2.0253923957326363e-10,2.792638962655832e-11
1.6300000000000001,4.9477918391426864e-08,1.280051060751587e-07,5.220816085731012e-10,2.181324315545266e-07,7.086171805757822e-10,1.2884104930680894e-07,7.641937088614782e-10,3.9475511283802413e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.162268916699908e-09,1.1388293074794915e-09,7.086171805757822e-12,8.977059368449332e-10,2.0209309112570403e-10,2.792206503956947e-11
1.6400000000000001,4.9477690449170046e-08,1.2799327637393288e-07,5.223095508299185e-10,2.1811881111735178e-07,7.11223930360692e-10,1.2883003560721213e-07,7.731887064197077e-10,3.967738127449757e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1621004314349205e-09,1.1392553826225984e-09,7.11223930360692e-12,9.00806268602299e-10,2.0164777947951692e-10,2.791774127369687e-11
1.6500000000000001,4.947746827358375e-08,1.2798144864330627e-07,5.225317264162176e-10,2.1810519133233214e-07,7.138036778891164e-10,1.2881899555791995e-07,7.822145014380291e-10,3.9878806370378196e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1619332676880513e-09,1.1396688216722297e-09,7.138036778891164e-12,9.038704380834894e-10,2.0120330399323333e-10,2.7913418343337355e-11
1.6600000000000001,4.947725169047208e-08,1.2796962286386858e-07,5.227483095278865e-10,2.1809157234581383e-07,7.163566634789378e-10,1.288079295456071e-07,7.912706988161788e-10,4.0079787413497236e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1617673859285057e-09,1.1400700076605293e-09,7.163566634789378e-12,9.068987724128884e-10,2.0075966402510814e-10,2.7909096262881904e-11
1.67,4.947704052563915e-08,1.2795779901620954e-07,5.229594743608134e-10,2.1807795430414303e-07,7.188831274480388e-10,1.287968379569482e-07,8.003569034538928e-10,4.028032524590763e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1616027466271552e-09,1.1404593235257613e-09,7.188831274480388e-12,9.098915986900141e-10,2.0031685893311936e-10,2.790477504671566e-11
1.68,4.947683460488908e-08,1.2794597708091883e-07,5.231653951108863e-10,2.180643373536659e-07,7.213833101143021e-10,1.28785721178618e-07,8.09472720250908e-10,4.0480420709662306e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1614393102565326e-09,1.1408371521122422e-09,7.213833101143021e-12,9.128492439878723e-10,1.9987488807496847e-10,2.7900454709217887e-11
1.69,4.947663375402597e-08,1.2793415703858622e-07,5.233662459739932e-10,2.1805072164072856e-07,7.238574517956102e-10,1.2877457959729115e-07,8.186177541069602e-10,4.068007464681421e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.161277037290836e-09,1.1412038761702827e-09,7.2385745179561024e-12,9.157720353513222e-10,1.9943375080807937e-10,2.789613526476202e-11
1.7,4.947643779885394e-08,1.2792233886980136e-07,5.235622011460221e-10,2.1803710731167718e-07,7.263057928098458e-10,1.287634135996423e-07,8.27791609921786e-10,4.0879287899416264e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1611158882059242e-09,1.1415598783561314e-09,7.263057928098458e-12,9.186602997954672e-10,1.989934464895983e-10,2.789181672771561e-11
1.71,4.947624656517711e-08,1.2791052255515402e-07,5.237534348228611e-10,2.1802349451285795e-07,7.287285734748913e-10,1.287522235723462e-07,8.369938925951214e-10,4.1078061309521414e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1609558234793174e-09,1.1419055412319257e-09,7.287285734748912e-12,9.215143643040587e-10,1.9855397447639398e-10,2.7887499112440416e-11
1.72,4.947605987879957e-08,1.278987080752339e-07,5.239401212003983e-10,2.18009883390617e-07,7.311260341086293e-10,1.2874100990207747e-07,8.462242070267028e-10,4.12763957191826e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1607968035901959e-09,1.1422412472656457e-09,7.311260341086293e-12,9.243345558279227e-10,1.9811533412505662e-10,2.7883182433292304e-11
1.73,4.947587756552544e-08,1.2788689541063072e-07,5.241224344745216e-10,2.1799627409130047e-07,7.334984150289425e-10,1.287297729755108e-07,8.554821581162667e-10,4.1474291970452745e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1606387890194004e-09,1.1425673788310747e-09,7.334984150289425e-12,9.271212012834023e-10,1.9767752479189787e-10,2.787886670462133e-11
1.74,4.947569983194615e-08,1.2787508458013873e-07,5.243001680538125e-10,2.1798266641965684e-07,7.358459390811194e-10,1.28718512820106e-07,8.647677110264187e-10,4.167175083259148e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1604818265235714e-09,1.1428834863664424e-09,7.358459390811193e-12,9.298745952118315e-10,1.972405447558119e-10,2.787455190541778e-11
1.75,4.947552869136073e-08,1.278632757838201e-07,5.244713086392313e-10,2.1796905855966843e-07,7.381687462088705e-10,1.2870722775896886e-07,8.740825402458404e-10,4.1868772729478713e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.160326372194906e-09,1.1431851738565055e-09,7.381687462088706e-12,9.32594878623659e-10,1.9680438718551522e-10,2.7870237846954518e-11
1.76,4.9475362044077385e-08,1.2785146880907857e-07,5.246379559225811e-10,2.1795545238501043e-07,7.4046716508231e-10,1.286959199951867e-07,8.834244289625886e-10,4.2065358871255304e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1601719502547298e-09,1.143477030214533e-09,7.4046716508231e-12,9.35282541785705e-10,1.9636905688404968e-10,2.7865924722370766e-11
1.77,4.947519976139603e-08,1.278396636410685e-07,5.248002386039326e-10,2.1794184800121553e-07,7.427414339317247e-10,1.2868458987251584e-07,8.927930251199916e-10,4.2261510091276964e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1600185314935217e-09,1.143759338328199e-09,7.427414339317247e-12,9.379379075658833e-10,1.9593455307839211e-10,2.7861612541788274e-11
1.78,4.9475041714616605e-08,1.2782786026494425e-07,5.249582853833569e-10,2.1792824551381633e-07,7.449917909874016e-10,1.2867323773471253e-07,9.02187976661378e-10,4.2457227222899413e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1598660867029884e-09,1.1440323810153626e-09,7.449917909874016e-12,9.405612987880844e-10,1.955008749952821e-10,2.7857301315324578e-11
1.79,4.9474887775039036e-08,1.2781605866586013e-07,5.25112224960925e-10,2.179146450283455e-07,7.472184744796275e-10,1.2866186392553307e-07,9.116089315300769e-10,4.265251109947837e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1597145866760623e-09,1.1442964410240466e-09,7.472184744796275e-12,9.431530382308208e-10,1.9506802186122157e-10,2.785299105309309e-11
1.8,4.9474737813963256e-08,1.2780425882897045e-07,5.252621860367079e-10,2.179010466503357e-07,7.494217226386893e-10,1.2865046878873377e-07,9.210555376694168e-10,4.2847362554369546e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1595640022069006e-09,1.14455180103242e-09,7.494217226386893e-12,9.457134486258897e-10,1.9463599290247527e-10,2.784868176520307e-11
1.81,4.9474591702689186e-08,1.277924607394296e-07,5.254082973107764e-10,2.1788745048531953e-07,7.516017736948739e-10,1.2863905266807092e-07,9.305274430227264e-10,4.304178242092866e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.159414304090888e-09,1.1447987436487782e-09,7.51601773694874e-12,9.482428526570496e-10,1.9420478734506978e-10,2.7844373461759607e-11
1.82,4.947444931251676e-08,1.2778066438239186e-07,5.255506874832016e-10,2.1787385663882967e-07,7.537588658784683e-10,1.286276159073008e-07,9.400242955333342e-10,4.323577153251143e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.159265463124632e-09,1.1450375514115346e-09,7.537588658784684e-12,9.507415729587162e-10,1.9377440441479417e-10,2.784006615286365e-11
1.83,4.947431051474591e-08,1.2776886974301157e-07,5.256894852540545e-10,2.178602652163988e-07,7.558932374197592e-10,1.2861615885017974e-07,9.495457431445694e-10,4.3429330722473565e-10,0.01,1000.0,10000.0,0.2,10000000.0,200000.0,0.2,10000000.0,0.02,1.0,0.0,1.0,1.0,1.1591174501059646e-09,1.1452685067892047e-09,7.558932374197592e-12,9.532099321146725e-10,1.9334484333719915e-10,2.7835759848612014e-11
