Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,compartment_1,compartment_2,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10
0.1,298.5009399320459,1.4990600679542574,1199.999222801851,0.0007193787170253615,3.2681930121477255e-08,1199.9999422132437,6.286878988978655e-12,2.62398980426432e-24,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.981191260575072,9.505921951048628e-06,0.014385221351268107,1.3064891337423344e-06,1.1140662504211547e-12,5.1291804471728435e-09,3.1362108012398595e-10,2.4892685660267987e-22,4.9665900940786484e-29,2.489218529496396e-17
0.11,298.3511375550383,1.6488624449619573,1199.999071761906,0.0008704035039968095,4.783999811248397e-08,1199.9999422132398,1.0120722670533348e-11,6.841041377030216e-24,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.979303906911351,1.0456902216354733e-05,0.015822748764864086,1.7387385609040832e-06,1.6308491629270693e-12,6.206265409486635e-09,4.590803488471717e-10,5.865859211368751e-22,1.2948468937620637e-28,4.007185764525557e-17
0.12,298.2013540669855,1.798645933014718,1199.9989063476046,0.001035797900776546,6.77445157361095e-08,1199.9999422132344,1.563095055092109e-11,1.616519193731016e-23,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.977415371461646,1.1407952791040322e-05,0.017260094838953525,2.2570957697409223e-06,2.309490116763068e-12,7.385910899500898e-09,6.500873148759629e-10,1.2828872491949187e-21,3.059687678405777e-28,6.188898647581194e-17
0.13,298.05158947971086,1.9484105202894013,1199.9987265607622,0.0012155591922810875,9.329554381279548e-08,1199.9999422132266,2.3316916723830573e-11,3.583791235909673e-23,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.975525653309965,1.235907361251241e-05,0.018697259453004697,2.8693657767878854e-06,3.180696229642948e-12,8.668111271913335e-09,8.952791072181928e-10,2.6354876108470924e-21,6.783267869555552e-28,9.23207099348617e-17
0.14,297.9018438050465,2.0981561949537286,1199.9985324031945,0.0014096845842645944,1.254711029252401e-07,1199.9999422132162,3.376332895258672e-11,7.464840712503223e-23,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.973634751539612,1.331026461805902e-05,0.02013424248640172,3.5833494526037163e-06,4.277838070093514e-12,1.005286032011639e-08,1.204040969352113e-09,5.132369701381747e-21,1.4129176315494587e-27,1.3368211533312977e-16
0.15,297.75211705483406,2.247882945166196,1199.9983238767195,0.0016181712030685874,1.653274120308508e-07,1199.9999422132025,4.765997373067757e-11,1.491518681321925e-22,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.971742665233181,1.4261525744848555e-05,0.02157104381844373,4.40684344864504e-06,5.63695838816051e-12,1.1540151274281843e-08,1.5865085489900308e-09,9.54613612545601e-21,2.823092021339438e-27,1.887043385811212e-16
0.16,297.6024092409241,2.3975907590761474,1199.9981009831554,0.0018410160961092902,2.139984117178718e-07,1199.9999422131843,6.581251876163859e-11,2.901584440951744e-22,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.969849393472574,1.5212856929930159e-05,0.023007663328345685,5.347640126035731e-06,7.296756457039372e-12,1.3129976804705515e-08,2.053563323167106e-09,1.7062710381852603e-20,5.4920134406058874e-27,2.6057733573622586e-16
0.17,297.4527203751765,2.547279624823725,1199.9978637243223,0.002078216231194043,2.7269644004902505e-07,1199.999942213161,8.909844289868729e-11,5.259648630219123e-22,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.96795493533899,1.6164258110233304e-05,0.02444410089523789,6.413527481277619e-06,9.298611712604542e-12,1.482232901680145e-08,2.6168390837460883e-09,2.943598273688359e-20,9.955272511120632e-27,3.5277539288134747e-16
0.18,297.30305046946035,2.696949530539899,1199.997612102041,0.0023297684979024665,3.427108579778053e-07,1199.9999422131316,1.1858714248713723e-10,9.469316530623754e-22,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.966059289912915,1.7115729222567887e-05,0.025880356398166396,7.612289077988706e-06,1.168653747937439e-11,1.661719946082166e-08,3.288708746690069e-09,4.9237322179790627e-20,1.7923181387357246e-26,4.69532674242885e-16
0.19,297.1533995356538,2.8466004643464484,1199.9973461181344,0.002595669705843046,4.254097863238286e-07,1199.9999422130948,1.5538258561495667e-10,1.6156458414528554e-21,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.964162456274144,1.8067270203623993e-05,0.02731642971609276,8.95170396939293e-06,1.4507240794151782e-11,1.8514579119291153e-08,4.082301020358475e-09,8.008271294143025e-20,3.058036616214632e-26,6.152202296586652e-16
0.2,297.0037675856443,2.9962324143559327,1199.9970657744252,0.0028759165862285913,5.222385305833955e-07,1199.9999422130493,2.0078449810995342e-10,2.68740269769773e-21,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.962264433501764,1.9018880989971648e-05,0.028752320727893913,1.04395466309856e-05,1.7810069290104037e-11,2.0514458418113718e-08,5.011485289734807e-09,1.2703636165149488e-19,5.086620223647611e-26,7.949841931838114e-16
0.21,296.8541546313285,3.1458453686717136,1199.9967710727385,0.0031705057913285007,6.347201297357049e-07,1199.9999422129938,2.5622830342703505e-10,4.360090233527605e-21,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.960365220674156,1.9970561518060826e-05,0.03018802931236239,1.2083586886845416e-05,2.1647030505448457e-11,2.261682722253477e-08,6.090876882859721e-09,1.970327095606347e-19,8.252624699397009e-26,1.0145079823708248e-15
0.22,296.70456068461226,3.295439315387955,1199.9964620149,0.0034794338941869195,7.644556377169735e-07,1199.9999422129265,3.2325716278982434e-10,6.873570977766084e-21,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.958464816868998,2.0922311724221377e-05,0.031623555348206336,1.3891589836437081e-05,2.6072802079844978e-11,2.4821674834999942e-08,7.335839771902129e-09,2.9938456177454307e-19,1.301005389469485e-25,1.2799015949029887e-15
0.23,296.5549857574107,3.445014242589534,1199.9961386027371,0.0038026973895825423,9.131231538829318e-07,1199.9999422128462,4.0365385605632676e-10,1.0699981601299728e-20,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.95656322116327,2.1874131544662337e-05,0.03305889871404876,1.587131578631412e-05,3.1144699284425543e-11,2.712899000187099e-08,8.762477269320726e-09,4.46547248472774e-19,2.025255234893467e-25,1.5982237772423025e-15
0.24,296.40542986164803,3.5945701383521844,1199.9958008380781,0.0041402926928649905,1.082479003378004e-06,1199.9999422127505,4.992643827667038e-10,1.62282641581261e-20,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.954660432633244,2.2826020915472785e-05,0.0344940592884289,1.8030520173643778e-05,3.692271587544366e-11,2.9538760904994128e-08,1.0387643354877267e-08,6.547553004620713e-19,3.0716297267099387e-25,1.976783592994211e-15
0.25,296.25589300925793,3.7441069907422926,1199.9954487227521,0.004492216141291106,1.2743563758879123e-06,1199.9999422126377,6.122174449630662e-10,2.438448002348852e-20,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.952756450354487,2.377797977262037e-05,0.035929036949800354,2.0376953499829924e-05,4.3469478262225465e-11,3.205097517110215e-08,1.2228929612886717e-08,9.452040058495008e-19,4.615410740310466e-25,2.4240094422443675e-15
0.26,296.10637521218314,3.893624787817095,1199.9950822585906,0.004858463992858568,1.4906665165377084e-06,1199.9999422125052,7.447252226518778e-10,3.593609836370013e-20,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.95085127340186,2.473000805195257e-05,0.037363831576533,2.2918361253809615e-05,5.0850286723052734e-11,3.466561986336241e-08,1.4304676660267108e-08,1.3449480705036932e-18,6.801862475699941e-25,2.9486602544968425e-15
0.27,295.95687648237566,4.043123517624519,1199.9947014474249,0.005239032427228612,1.7333977836232857e-06,1199.9999422123506,8.99239397161624e-10,5.2239813896913813e-20,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.948944900849522,2.5682105689195493e-05,0.03879844304691152,2.5662483844338143e-05,5.913308386156346e-11,3.7382681487828885e-08,1.663396510437891e-08,1.8884370809900176e-18,9.887775868959459e-25,3.560443247415642e-15
0.28,295.80739683179695,4.192603168203229,1199.9943062910884,0.0056339175454553445,2.0046159249316295e-06,1199.9999422121714,1.0784059778575558e-09,7.499757202889917e-20,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.947037331770927,2.6634272619954117e-05,0.0402328712391359,2.8617056527240934e-05,6.838846462772995e-11,4.020214599138022e-08,1.9236618194638817e-08,2.6190417380502635e-18,1.4195289945235214e-24,4.2698350692548744e-15
0.29,295.65793627241754,4.342063727582639,1199.9938967914159,0.006043115369971694,2.3064640932162267e-06,1199.9999422119647,1.2850577916592821e-09,1.0647559691644626e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.945128565238827,2.758650877971227e-05,0.04166711603132159,3.1789809333745946e-05,7.868967744253774e-11,4.3123998761488445e-08,2.2133201971024246e-08,3.590858683387093e-18,2.015334879714874e-24,5.0880520631236146e-15
0.3,295.5084948162174,4.491505183782747,1199.9934729502424,0.006466621845716198,2.6411616996889134e-06,1199.9999422117276,1.522384085260206e-09,1.513282189465521e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.943218600325265,2.853881410383144e-05,0.0431011773014979,3.518846700503249e-05,9.011258567804605e-11,4.614822463412906e-08,2.5345014261995954e-08,4.871337086674353e-18,2.864290979181773e-24,6.027721790650014e-15
0.31,295.35907247518577,4.64092752481444,1199.9930347694053,0.006904432837920451,3.0110066632817564e-06,1199.9999422114563,1.7936067054888646e-09,2.1260371369819013e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.941307436101576,2.9491188527552672e-05,0.04453505492761111,3.882074890925631e-05,1.0273574499128593e-10,4.927480787786129e-08,2.8894106268778302e-08,6.542863987625044e-18,4.024094214754782e-24,7.101600903451048e-15
0.32,295.20966926132087,4.790330738679319,1199.9925822507423,0.007356544133427152,3.4183740709174217e-06,1199.9999422111478,2.1021721398364672e-09,2.941623993522236e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.939395071638396,3.044363198599531e-05,0.045968748787522724,4.2694368976683376e-05,1.1664035821705114e-10,5.250373220310195e-08,3.280326970909737e-08,8.7059630286046e-18,5.567811642999822e-24,8.323335508827847e-15
0.33,295.06028518663044,4.939714813369742,1199.992115396093,0.007822951440308453,3.865716565436637e-06,1199.999942210798,2.4516959098688227e-09,3.9997646080501057e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.937481506005646,3.139614441415721e-05,0.047402258759009934,4.68170356261097e-05,1.3191028920190416e-10,5.583498075927044e-08,3.709604053979551e-08,1.148221217450433e-17,7.570627766187403e-24,9.707241002751929e-15
0.34,294.91092026313146,5.089079736868764,1199.9916342072977,0.008303650388393933,4.355563809239972e-06,1199.9999422104038,2.8460373007306186e-09,5.355194579585028e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.935566738272549,3.234872574691423e-05,0.048835584719765186,5.1196451696499176e-05,1.4863204510123842e-10,5.9268536138425496e-08,4.1796693809851237e-08,1.5018063114034047e-17,1.0136144716860206e-23,1.1268597955292475e-14
0.35000000000000003,294.761574502851,5.238425497149237,1199.9911386861982,0.008798636535942601,4.890515705861746e-06,1199.9999422099597,3.2902465188704535e-09,7.247913726239191e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.933650767507627,3.3301375919014374e-05,0.05026872654738741,5.584031441820349e-05,1.6689454565401858e-10,6.280438042275876e-08,4.693017861350761e-08,1.9494497861472258e-17,1.3718627118162472e-23,1.3027402288825845e-14
0.36,294.6122479178242,5.387752082176001,1199.9906288346376,0.009307905353271712,5.473259032377693e-06,1199.9999422094618,3.788239813567139e-09,9.687026725763138e-19,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.93173359277868,3.4254094865091715e-05,0.051701684119403325,6.0756315241068966e-05,1.8678969135358152e-10,6.644249506761199e-08,5.2522277697542635e-08,2.5119582873202388e-17,1.8335308720045455e-23,1.499916015801186e-14
0.37,294.462940520096,5.537059479904195,1199.9901046544599,0.009831452235447598,6.106554546140216e-06,1199.9999422089054,4.3446012805712526e-09,1.2774162050602496e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.929815213152807,3.520688251965552e-05,0.053134457313251046,6.595213983971573e-05,2.0841192408304429e-10,7.018286099192538e-08,5.859948373541822e-08,3.2142164797753574e-17,2.4178549578633442e-23,1.720202201061726e-14
0.38,294.31365232172055,5.686347678279701,1199.9895661475107,0.010369272498862617,6.793240462462578e-06,1199.9999422082858,4.9640965653654275e-09,1.661682069876464e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.927895627696401,3.615973881709291e-05,0.05456704600628463,7.143546802162692e-05,2.3185834638575354e-10,7.402545855367396e-08,6.51890326996994e-08,4.085508944973551e-17,3.145182530176804e-23,1.965485714679926e-14
0.39,294.16438333476106,5.835616665239167,1199.9890133156362,0.010921361381180947,7.536232509722214e-06,1199.9999422075982,5.651664926519089e-09,2.132745596306206e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.925974835475143,3.7112663691669005e-05,0.05599945007577407,7.721397365536152e-05,2.572287239475438e-10,7.797026754934872e-08,7.231890439083463e-08,5.160118218821359e-17,4.036798528738793e-23,2.2377222296632507e-14
0.4,294.0151335712913,5.984866428708938,1199.9884461606846,0.01148771404927926,8.338515863148528e-06,1199.9999422068363,6.413529535364682e-09,2.730351835128862e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.92405283555402,3.806565707751992e-05,0.05743166939889529,8.32953246566878e-05,2.8462521086858415e-10,8.201726727051711e-08,8.001774503248063e-08,6.47910197241841e-17,5.167931371164843e-23,2.539375774758662e-14
0.41000000000000003,293.8659030433933,6.134096956606925,1199.9878646845052,0.01206832558527462,9.203159337941224e-06,1199.9999422059948,7.255242854492613e-09,3.4737416378617455e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.922129626997302,3.901871890866466e-05,0.05886370385274805,8.968718282054726e-05,3.1415283469119756e-10,8.616643640394421e-08,8.83150034709583e-08,8.089428712799557e-17,6.574999786175558e-23,2.8726448212774854e-14
0.42,293.71669176315874,6.283308236841515,1199.987268888948,0.012663190994647038,1.0133307138270208e-05,1199.999942205067,8.182822381153139e-09,4.390295441213893e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.92020520886855,3.997184911899802e-05,0.06029555331434555,9.639720380604175e-05,3.459192153866075e-10,9.041775308944742e-08,9.724085199732312e-08,1.0045771312415857e-16,8.309828927333992e-23,3.2399119698875776e-14
0.43,293.5674997426886,6.432500257311633,1199.9866587758645,0.013272305205873651,1.113217922904514e-05,1199.9999422040473,9.20269808216877e-09,5.514908017426158e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.918279580230623,4.092504764229089e-05,0.061727217660615064,0.00010343303706411974,3.800345786338761e-10,9.477119491715492e-08,1.0682618991492584e-07,1.2411501407604284e-16,1.0438466939342723e-22,3.6437231383181126e-14
0.44,293.41832699409343,6.581673005906757,1199.986034347108,0.013895663070383568,1.2203071384072696e-05,1199.9999422029282,1.0321680052758377e-08,6.903817338011794e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.916352740145664,4.187831441219023e-05,0.06315869676839805,0.00011080232576744667,4.1661175805456814e-10,9.92267389270535e-08,1.1710264400153718e-07,1.5259788047014531e-16,1.3067359881186274e-22,4.086774756521099e-14
0.45,293.26917352949323,6.730826470506995,1199.985395604532,0.014533259361721538,1.3349356031080177e-05,1199.999942201703,1.1546892939234521e-08,8.603765308548103e-18,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.914424687675119,4.283164936221952e-05,0.06458999051445115,0.00011851270673380121,4.5576622465443186e-10,1.0378436160288595e-07,1.2810257661833113e-07,1.8674733459804114e-16,1.6284980036042532e-22,4.571887802283274e-14
0.46,293.1200393610172,6.879960638983009,1199.9847425499918,0.015185088776322209,1.4574481468598597e-05,1199.999942200364,1.288584602411962e-08,1.0675296217027124e-17,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.91249542187972,4.378505242577813e-05,0.06602109877544522,0.00012657181036201105,4.97616060683696e-10,1.0844403887754906e-07,1.3985907819496816e-07,2.2752808247952805e-16,2.0205924593676414e-22,5.102035551131171e-14
0.47000000000000003,292.97092450080413,7.029075499196095,1199.9840751853444,0.015851145932933,1.588197245203681e-05,1199.9999421989037,1.4346355354562334e-08,1.3190166121539717e-17,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.910564941819487,4.4738523536141716e-05,0.06745202142796636,0.00013498726055724753,5.422819802409356e-10,1.1320574612884125e-07,1.5240597285365775e-07,2.7604188169170925e-16,2.496601224665056e-22,5.6803127441445036e-14
0.48,292.82182896100176,7.17817103899844,1199.9833935124468,0.01653142537076825,1.727543207088369e-05,1199.9999421973139,1.5936263155891655e-08,1.624097883586193e-17,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.908633246553734,4.569206262646382e-05,0.06888275834851837,0.0001437666746446909,5.898873939696253e-10,1.1806945816614832e-07,1.657778364230931e-07,3.3353726843103745e-16,3.0740521981821755e-22,6.309824492547799e-14
0.49,292.6727527537678,7.327247246232414,1199.9826975331584,0.017225921554555754,1.8758536617120486e-05,1199.9999421955858,1.7664197888572355e-08,1.9919110360247133e-17,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.906700335141068,4.664566962977115e-05,0.07031330941351592,0.00015291766334238493,6.405582344392814e-10,1.2303514926635322e-07,1.8000994719490768e-07,4.014410996442978e-16,3.7702409043548375e-22,6.993987215923349e-14
0.5,292.5236958912691,7.476304108731101,1199.9819872493395,0.017934628870747076,2.033503943909083e-05,1199.9999421937111,1.9539000172238406e-08,2.433328838119072e-17,100.0,200.0,20.0,100.0,54.3,50.5,500.0,24.3,108.6,50.5,500.0,24.3,108.6,0.06,0.06,24.3,108.6,1.0,1.0,14.904766206639385,4.7599344478967e-05,0.07174367449928983,0.00016244783065957362,6.944230883250945e-10,1.2810279314664074e-07,1.95138322906034e-07,4.813669984533696e-16,4.605747177768288e-22,7.736301342347898e-14
