Time,s2,s4,s7,s15,s19,s21,s22,s23,s25,s27,s26,s28,s32,s29,s24,s35,s37,s38,s39,s40,s1,s18,s41,s42,s48,s53,s60,s63,s64,s65,s67,s75,s76,s77,s81,s82,kcatp_r8,kM_r8_s15,kcatn_r8,kM_r8_s19,kM_r8_s63,kcatp_r9,kM_r9_s7,kcatn_r9,kM_r9_s22,kass_r10,kdiss_r10,kI_r10_s25,kcatp_r11,kM_r11_s32,kcatn_r11,kM_r11_s26,kM_r11_s28,kass_r13,kdiss_r13,kcatp_r16,kcatn_r16,kM_r16_s39,ki_r16_s39,kass_r17,kdiss_r17,kcatp_r18,kcatn_r18,kM_r18_s4,ki_r18_s4,kass_r21,kdiss_r21,kI_r21_s2,kcatp_r25,kM_r25_s53,kcatn_r25,kM_r25_s60,kM_r25_s15,kcatp_r26,kM_r26_s25,kcatn_r26,kM_r26_s64,kcatp_r28,kcatn_r28,kM_r28_s41,ki_r28_s41,kcatp_r29,kM_r29_s67,kcatn_r29,kM_r29_s18,kM_r29_s15,kass_r30,kass_r31,kdiss_r31,kass_re16,kdiss_re16,kI_re16_s81,default,c1,c5,r30,r31,r8,r9,r10,r11,r13,r16,r17,r18,r21,r25,r26,r28,r29,re16
1.91,5.0,1.5278155119594572,2.954566625514884,5.083511386184654,0.029184216109173346,0.5,0.5084992532472238,0.5,0.5696384413859138,0.4978120662003353,4.995224530746552,4.997412464546217,0.0012742788107184193,0.4978120662003353,0.012666489483686018,0.002764288348396789,0.0009645092982145638,0.6,0.49859096864559427,0.0004445220561912038,1.5278155119594572,0.048619185452192855,0.6535281504294667,5.0,3.7182777836268137,1.2176457995315475,0.06407641684163794,0.012920761471416914,0.07036155861408631,0.33,1.4883149357857002,0.000736902094331173,4.9519722523986465,4.9519722523986465,0.0,0.048027747601357806,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0024848436809009177,-0.0013217683295005224,0.019988354883116635,0.1424841872465704,0.016382663274538568,-0.004058016701724071,0.002311352190957702,0.0021142270531723,0.00077998086303504,0.5487713797204268,0.41966079341021334,0.05079266493400625,0.029639519064460988,0.20348699320359542,0.01291124794389375,0.0020326215513888912
1.92,5.0,1.5223655426874834,2.951132133960449,5.083947508163457,0.0293841408927915,0.5,0.5099217217035771,0.5,0.5693423716341323,0.49778895048594624,4.995160643269642,4.997371692783696,0.0012900484976439014,0.49778895048594624,0.012786208933063294,0.002800728339779858,0.000977899884731172,0.6,0.4985697366414402,0.0004523634738286787,1.5223655426874834,0.04874735070072092,0.6527853786212326,5.0,3.7140970656446877,1.2213186359997794,0.06458429835553182,0.012956619087114655,0.07065762836586777,0.33,1.490198793635254,0.0007485798929327935,4.951952131600241,4.951952131600241,0.0,0.048047868399762945,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0025155945704056076,-0.0013431197271776948,0.019996592565453625,0.14201003275454982,0.016430688771914545,-0.004096347675949632,0.0023117364491629837,0.002132173366642025,0.0007883046163537398,0.5412415317840821,0.41648871573453355,0.05078342170835041,0.029574455070966177,0.1989300507414833,0.012722171459413461,0.001991582855114804
1.93,5.0,1.5169903955435347,2.9477476367086335,5.084381563767971,0.029584147201758015,0.5,0.5113394731275378,0.5,0.5690469518033187,0.4977658322651305,4.995096369505437,4.997330537240306,0.0013058937193491831,0.4977658322651305,0.012906224122762003,0.00283738523103011,0.0009913866643185356,0.6,0.498548325110006,0.0004602882256754994,1.5169903955435347,0.04887363200396417,0.6520446683321809,5.0,3.7099479540395426,1.2249599669946878,0.06509207896576867,0.012992080454132528,0.07095304819668138,0.33,1.4920392581598658,0.0007603515441822653,4.95193241703396,4.95193241703396,0.0,0.0480675829660446,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002546492752730907,-0.0013646469006578744,0.020004660444052743,0.14154077302357101,0.0164782186009934,-0.004134772788117306,0.002311853614662066,0.0021501324540611553,0.0007966476579645545,0.5338068033343439,0.4133394748476966,0.05077248751311635,0.02950953481925123,0.1944314211067845,0.012534459015553508,0.0019513727193979646
1.94,5.0,1.5116891201105427,2.944412500800402,5.084813551756382,0.029784233378125854,0.5,0.5127525558238942,0.5,0.5687521804578805,0.4977427142176468,4.995031711200167,4.99728899698252,0.0013218139427646277,0.4977427142176468,0.013026532671172557,0.0028742581010823835,0.0010049695698296876,0.6,0.4985267339286946,0.00046829650147574574,1.5116891201105427,0.04899804318200344,0.6513061545451575,5.0,3.705830218031402,1.228570040016089,0.06559974195250817,0.013027148853294767,0.07124781954211962,0.33,1.4938369001937015,0.0007722167559850948,4.951913100610809,4.951913100610809,0.0,0.04808689938919549,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002577537188391024,-0.0013863493164106584,0.020012561883570586,0.14107633973111397,0.016525256635698326,-0.004173291269560213,0.002311704069700676,0.0021681038279801413,0.0008050096025309129,0.526466368147905,0.4102130730071029,0.050759887122298404,0.02944475798778603,0.1899907588855442,0.012348118791127342,0.0019119746456128378
1.95,5.0,1.5064607733671662,2.9411260965876127,5.085243471231619,0.029984397804234467,0.5,0.5141610173338136,0.5,0.5684580561655004,0.4977195990224678,4.994966670108069,4.997247071085601,0.00133780863670006,0.4977195990224678,0.013147132239664561,0.0029113460253440185,0.0010186485326731957,0.6,0.49850496298053365,0.0004763884867931909,1.5064607733671662,0.04912059817482167,0.6505699667126634,5.0,3.701743626158401,1.2321491029805614,0.06610727086103647,0.013061827567571418,0.07154194383449966,0.33,1.4955922879037533,0.0007841752298854624,4.9518941744393485,4.9518941744393485,0.0,0.04810582556065519,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002608726841565117,-0.0014082264283770036,0.02002030016652233,0.14061666548162527,0.016571806756688654,-0.004211902365394536,0.002311288233996788,0.0021860870102304152,0.0008133900688200072,0.5192193927676385,0.4071095046928121,0.05074564510114923,0.02938012425579143,0.18560770788936062,0.012163158500537083,0.0018733725380750549
1.96,5.0,1.5013044302907717,2.9378878072187047,5.085671321015666,0.03018463882484474,0.5,0.5155649054612261,0.5,0.5681645774963825,0.49769648932206123,4.994901247942069,4.997204758620008,0.0013538772811613601,0.49769648932206123,0.01326802049095389,0.0029486480995894715,0.001032423487755976,0.6,0.49848301214501756,0.0004845643672265315,1.5013044302907717,0.04924131057138398,0.6498362365445003,5.0,3.697687954155339,1.2356973965755293,0.06661464926913092,0.013096119800969634,0.07183542250361757,0.33,1.497305976748686,0.0007962266771791655,4.951875630443772,4.951875630443772,0.0,0.04812436955623208,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0026400606982646523,-0.0014302777088809101,0.020027878652137288,0.14016168396854364,0.016617872748174507,-0.004250605321166324,0.0023106064899424726,0.00220408152181908,0.0008217886807941668,0.5120650420947406,0.4040287710468608,0.05072978548953671,0.02931563330307339,0.18128192960245224,0.011979585755591434,0.001835549925067459
1.97,5.0,1.4962191741996,2.9346970199985614,5.08609710021947,0.030384954818063175,0.5,0.5169642673379325,0.5,0.5678717430239387,0.4976733877549246,4.994835446418702,4.997162058663777,0.0013700193588643483,0.4976733877549246,0.013389195127024462,0.0029861634181956587,0.0010462943689810791,0.6,0.49846088130644906,0.0004928243245699019,1.4962191741996,0.04936019403857991,0.6491050909143127,5.0,3.693662977777416,1.2392151612236244,0.06712186099895821,0.013130028752412374,0.07212825697606137,0.33,1.4989785186249271,0.0008083708042369778,4.9518574607117785,4.9518574607117785,0.0,0.04814253928822581,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0026715377497854792,-0.0014525026204731944,0.02003530063166376,0.13971132980436787,0.016663458391797552,-0.004289399395014248,0.0023096592507088932,0.00222208689212781,0.000830205066616766,0.5050024755333931,0.40097086676772103,0.050712332095393525,0.029251284810173795,0.177013077418009,0.011797407735537667,0.0017984906683759933
1.98,5.0,1.4912040911885032,2.931553121410584,5.086520808571303,0.030585344236204112,0.5,0.518359148884974,0.5,0.5675795513251848,0.4976502969743299,4.994769267284003,4.997118970309672,0.0013862343503455955,0.4976502969743299,0.013510653910976536,0.0030238910616024674,0.001060261106653788,0.6,0.49843857035874545,0.0005011685346007923,1.4912040911885032,0.04947726256835422,0.6483766477727642,5.0,3.6896684686657073,1.2427026410951338,0.06762889023915775,0.013163557658302896,0.07242044867481531,0.33,1.5006104671360891,0.0008206073040488499,4.951839657695003,4.951839657695003,0.0,0.04816034230500113,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002703156983173911,-0.001474900599709564,0.02004256924500844,0.13926553841551673,0.01670856752077053,-0.004328283864677252,0.002308446999511584,0.002240102664204186,0.0008386388580794936,0.49803084498353967,0.39793577261926355,0.0506933086637876,0.029187078458457232,0.17280078177081382,0.01161663099945782,0.0017621793720816042
1.99,5.0,1.4862582754343006,2.9284555018629916,5.086942446103681,0.03078580556682883,0.5,0.5197495953261997,0.5,0.5672880009803629,0.49762721963045103,4.99470271228882,4.997075492658369,0.0014025217386241188,0.49762721963045103,0.013632394646195043,0.003061830108268778,0.0010743236299548267,0.6,0.49841607920085595,0.0005095971691892018,1.4862582754343006,0.049592530242075175,0.6476510200441996,5.0,3.6857041982893066,1.2461600802822537,0.06813572142843892,0.013196709751940823,0.0727119990196372,0.33,1.5022023725687346,0.0008329358642862574,4.951822214017916,4.951822214017916,0.0,0.04817778598208812,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0027349173903170316,-0.001497471072617732,0.020049687560223975,0.13882424611706584,0.016753203968253107,-0.004367258020813134,0.002306970252191411,0.002258128389700403,0.0008470896911484374,0.49114929792367956,0.3949234626880401,0.05067273871923156,0.02912301393002796,0.16864466438143516,0.01143726166817307,0.001726600992788943
2.0,5.0,1.4813808291957782,2.9254035556888254,5.087362013153366,0.030986337332745546,0.5,0.5211356511882658,0.5,0.5669970905729418,0.4976041583703641,4.994635783188823,4.997031624818458,0.0014188810092013785,0.4976041583703641,0.013754415176349573,0.0030999796346724605,0.0010884818669403586,0.6,0.49839340773676205,0.000518110396297638,1.4813808291957782,0.049706011230534586,0.6469283156266452,5.0,3.68176993794533,1.249587722799088,0.06864233925558119,0.013229488263522125,0.07300290942705835,0.33,1.5037547818923753,0.0008453561673021999,4.951805122477822,4.951805122477822,0.0,0.048194877522182225,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0027668179679426878,-0.0015202134546974146,0.020056658573510987,0.13838739010070494,0.01679737156733127,-0.004406321166998545,0.002305229557215592,0.0022761636288666565,0.0008555572059640809,0.4843569780148888,0.39193390442793546,0.050650645567711754,0.029059090907729734,0.1645443383035345,0.011259305424971038,0.0016917408396259492
2.01,5.0,1.4765708628136898,2.922396681145945,5.087779510361368,0.031186938092009422,0.5,0.5225173603006361,0.5,0.5667068186896164,0.49758111583804715,4.994568481744497,4.996987365906449,0.00143531165006128,0.49758111583804715,0.013876713385394394,0.00313833871531038,0.0011027357445419878,0.6,0.4983705558754769,0.0005267083799811164,1.4765708628136898,0.04981771979394777,0.6462086373918086,5.0,3.6778654587589146,1.25298581258165,0.06914872865943408,0.01326189642013914,0.07329318131038368,0.33,1.505268238759472,0.0008578678901312014,4.95178837604486,4.95178837604486,0.0,0.04821162395514424,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002798857717619496,-0.0015431271509203318,0.02006348520922001,0.13795490842293026,0.01684107415099693,-0.004445472619729001,0.0023032254956783455,0.0022942079505444434,0.0008640410468413072,0.4776530256990444,0.3889670587038509,0.050627052298691334,0.028995309075145664,0.16049940797007936,0.011082767516241664,0.0016575845742434897
2.02,5.0,1.471827494710755,2.919434280417029,5.0881949386729435,0.03138760643792257,0.5,0.5238947657955824,0.5,0.5664171839203085,0.49755809467438034,4.994500809721141,4.996942715046761,0.0014518131516701746,0.49755809467438034,0.013999287197568452,0.0031769064226983925,0.0011170851885667602,0.6,0.4983475235310461,0.0005353912803871624,1.471827494710755,0.0499276702819536,0.6454920831850789,5.0,3.67399053168322,1.256354593487862,0.06965487482891723,0.01329393744578056,0.07358281607969167,0.33,1.506743283505436,0.0008704707044893113,4.951771967862004,4.951771967862004,0.0,0.04822803213800027,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0028310356457568403,-0.001566211555730211,0.02007017031985352,0.13752673999346685,0.016884315552127507,-0.004484711708418869,0.002300958681301253,0.0023122609321597856,0.0008725408622693967,0.47103657879104477,0.3860228798344369,0.050601981787085644,0.028931668116598114,0.15650946923848816,0.010907652752024115,0.0016241182108152341
2.03,5.0,1.4671498525133362,2.916515760921691,5.088608299226125,0.03158834098637347,0.5,0.5252679102822413,0.5,0.5661281848580272,0.4975350975114603,4.9944327688808485,4.996897671369388,0.001468385008314717,0.4975350975114603,0.014122134569634454,0.003215681831269594,0.0011315301244700863,0.6,0.49832431062098936,0.0005441592545405497,1.4671498525133362,0.050035877053634645,0.64477874737451,5.0,3.6701449286839116,1.2596943081572187,0.07016076315886877,0.013325614549188744,0.07387181514197286,0.33,1.5081804517424342,0.0008831642795661615,4.951755891182953,4.951755891182953,0.0,0.04824410881705131,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002863350766213698,-0.0015894660584124954,0.020076716711891134,0.13710282458175665,0.01692709958800999,-0.0045240377729125125,0.0022984297476257185,0.0023303221578957582,0.0008810563048943049,0.46450677245330396,0.3831013182608669,0.05057545665198108,0.028868167717118007,0.15257411436372736,0.010733965596017348,0.0015913279893576826
2.04,5.0,1.462537078699692,2.913640541923696,5.089019592790404,0.031789140312084116,0.5,0.526636836723096,0.5,0.5658398200981724,0.49751212694397157,4.994364360942072,4.9968522339981005,0.0014850267248387545,0.49751212694397157,0.014245253451798508,0.00325466403700419,0.0011460704812478629,0.6,0.4983009170584573,0.0005530124602949178,1.462537078699692,0.050142354074774194,0.6440687286508162,5.0,3.666328428703714,1.2630051922685668,0.07066637902771852,0.013356930862714483,0.07416017990182772,0.33,1.5095802672784344,0.0008959482960845468,4.951740139059375,4.951740139059375,0.0,0.04825986094062907,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002895802113435571,-0.0016128900701338632,0.020083127275823835,0.13668310289675328,0.01696942998246465,-0.004563450150951499,0.0022956392835061486,0.002348391209521345,0.0008895870314294177,0.4580627366814049,0.3802023337925696,0.05054749904121208,0.028804807562291507,0.14869295688406917,0.010561710615697667,0.0015591997378288786
2.05,5.0,1.457988320763081,2.910808043023951,5.08942882074431,0.03199000305964086,0.5,0.5280015869075134,0.5,0.5655520882397488,0.49748918557904603,4.994295587650032,4.996806402070986,0.0015017378049104902,0.49748918557904603,0.014368641855771792,0.003293852123242478,0.0011607061846580292,0.6,0.4982773427658913,0.0005619510494507117,1.457988320763081,0.05024711561926601,0.6433621164430444,5.0,3.6625408072746586,1.266287484540652,0.0711717081846885,0.013387889548806401,0.07444791176025135,0.33,1.5109432544492702,0.0009088224218145217,4.9517247048855975,4.9517247048855975,0.0,0.04827529511440611,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0029283887195754557,-0.001636482976850707,0.020089404759688855,0.13626751642087143,0.017011310501332005,-0.004602948200001191,0.0022925879454123712,0.0023664676823553017,0.000898132702810976,0.45170360222205247,0.37732587257997313,0.050518131012806874,0.02874158733852676,0.14486558846453224,0.010390891695815503,0.0015277199830851934
2.06,5.0,1.4535027338565236,2.9080176872542935,5.0898359848125745,0.03219092791364251,0.5,0.529362201862152,0.5,0.5652649878850398,0.4974662760228575,4.994226450757789,4.9967601747349315,0.0015185177541769959,0.4974662760228575,0.014492297836471414,0.0033332451698764305,0.0011754371590430338,0.6,0.49825358767135147,0.0005709751696055048,1.4535027338565236,0.05035017608053226,0.6426589945708757,5.0,3.6587818393109512,1.2695414240433582,0.0716767366456897,0.013418493771380074,0.07473501211496031,0.33,1.512269934803023,0.000921786318156719,4.951709582252161,4.951709582252161,0.0,0.048290417747841964,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.002961109620645142,-0.0016602441519702343,0.020095551829960517,0.13585600744053827,0.017052744916029403,-0.004642531291382386,0.002289276427238863,0.002384551180964032,0.0009066929841562936,0.4454284997072102,0.3744718733639066,0.05048737443467565,0.028678506732982043,0.1410915905443075,0.010221512250624424,0.0014968756521875765
2.07,5.0,1.4490794817001562,2.9052689021389,5.090241086975968,0.032391913588458845,0.5,0.5307187219917611,0.5,0.5649785176394955,0.4974434008760228,4.994156952019749,4.996713551143725,0.0015353660813464398,0.4974434008760228,0.014616219485742373,0.003372842256503085,0.001190263327955071,0.6,0.4982296517072562,0.0005800849647887955,1.4490794817001562,0.050451549906825585,0.641959442497643,5.0,3.6550513000671354,1.272767249275257,0.0721814506576066,0.013448746685995444,0.07502148236050458,0.33,1.5135608259625137,0.0009348396424009223,4.951694764895579,4.951694764895579,0.0,0.04830523510442522,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0029939638586255575,-0.0016841729606941749,0.02010157109244116,0.13544851905019858,0.01709373699102484,-0.004682198808257971,0.0022857054499412976,0.002402641317682166,0.0009152675447494133,0.439236559717118,0.37164026963635155,0.050455250951514326,0.028615565433540945,0.137370538366457,0.010053575296362003,0.001466653969926679
2.08,5.0,1.4447177365812316,2.902561119694285,5.090644129471292,0.03259295882823061,0.5,0.532071187079182,0.5,0.5646926761117325,0.49742056273360186,4.99408709319166,4.996666530458058,0.0015522822981880937,0.49742056273360186,0.01474040493235761,0.003412642462424557,0.001205184614156086,0.6,0.49820553481038193,0.0005892805754620113,1.4447177365812316,0.050551251601229114,0.6412635353303304,5.0,3.6513489651380926,1.2759651981636093,0.07268583669829737,0.013478651439856824,0.07530732388826768,0.33,1.5148164416253043,0.0009479820477260697,4.95168024669833,4.95168024669833,0.0,0.048319753301673575,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0030269504814667827,-0.0017082687600187888,0.020107465092262803,0.13504499514216795,0.01713429048381103,-0.004721950145632848,0.0022818757615320475,0.0024207377126061256,0.000923856058041112,0.4331269133298905,0.3688309896734726,0.05042178198667958,0.028552763128812282,0.1337020010212119,0.009887083451126589,0.0014370424588225905
2.09,5.0,1.4404166793541193,2.899893776429301,5.091045114791376,0.03279406240686951,0.5,0.5334196362853476,0.5,0.5644074619135335,0.4973977641850975,4.994016876030619,4.99661911184552,0.0015692659195323255,0.4973977641850975,0.014864852342017947,0.0034526448666480298,0.0012202009396177693,0.6,0.4981812369218638,0.0005985621385185047,1.4404166793541193,0.05064929572165641,0.6405713438195737,5.0,3.6476746104590423,1.279135508064363,0.07318988147659367,0.013508211171812903,0.07559253808646654,0.33,1.5160372915636962,0.0009612131832002499,4.95166602168887,4.95166602168887,0.0,0.04833397831113381,0.5,1.0,1.5,2.0,1.5,1.5,1.0,0.04,0.05,2.0,0.01,1.0,0.5,1.0,0.5,1.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.25,1.5,0.5,1.7,1.0,1.61,1.71,1.48,1.64,1.28,1.86,1.61,1.78,0.15,1.87,1.95,0.055,2.0,0.004,2.0,0.00594,1.0,1.0,1.0,0.0030600685430880346,-0.0017325308987348582,0.02011323631388882,0.1346453803966719,0.01717440914487957,-0.00476178471035386,0.00227778813707543,0.002438839993587599,0.000932458201648897,0.42709869266405026,0.36604395656789745,0.05038698874403704,0.028490099508129866,0.1300855414882648,0.009722038934688542,0.0014080289391246864
