Time,c,cer,gca,gkca,gk,gir,vca,vk,vir,cm,taun,alpha,fcyt,kpmca,kd,vn,vm,sn,sm,kserca,dact,dinact,fer,pleak,dip3,vcytver,ip3,sa,r,taua,gkatp,alphaIRn,betaIRn,nIRinf,tauIRn,alphaIRr,betaIRr,rIRinf,tauIRr,ica,ik,ikca,ikatp,iir,minf,ninf,ainf,w,jmem,jserca,jleak,jip3,oinf,jer,V,n,a,nIR,rIR,cell,reaction_0000005,reaction_0000006
0.73,0.10005103702418504,99.99963720150524,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010902827827176818,3.0225526894744146e-05,0.9730251648868192,892.4521053716159,0.03336172595126276,0.14288976618681543,0.18928478588497086,5.67371083143276,-3791.8841941184296,200.91945420552884,55.5084353716462,3452.4752876531084,0.17864993124859396,0.03447504890207349,0.00015103519157550326,0.4014349679962374,0.004108786727854549,-0.0029467285313040763,0.04002041480967402,0.049949793082240526,0.0,0.0,0.009929378272566507,-59.98923322456457,0.009560730508180787,0.45999985734279186,0.008789510849468248,0.27081035420072885,1.0,6.98264974126243e-05,-0.0004964689136283254
0.74,0.10005173527758959,99.99963223688664,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.001090264258921654,3.022585769769314e-05,0.9730244316755884,892.466595793919,0.03336151754105171,0.14288981913575807,0.18928377038198793,5.673715835890024,-3791.926505740508,200.7979933965231,55.51094258315136,3452.5112332576155,0.17877656831124494,0.03447548259751357,0.00015103991377587994,0.4014366457951276,0.004108929516269029,-0.0029466777796856337,0.04002069411103584,0.049949790250804524,0.0,0.0,0.009929096139768681,-59.98907687557617,0.009554851287394014,0.45999985539065685,0.008800315037751782,0.27066678969084296,1.0,6.982418360083048e-05,-0.0004964548069884341
0.75,0.10005243350787132,99.9996272724091,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010902457074590441,3.022618900391209e-05,0.973023697337409,892.4811083229706,0.033361308817363586,0.14288987216429874,0.1892827533498036,5.673720847884945,-3791.968881713659,200.67661043022355,55.51345069756962,3452.5472331762267,0.17890313784434253,0.03447591695327563,0.00015104464325657265,0.4014383235407665,0.004109072303899989,-0.0029466267338627977,0.04002097340314853,0.049949787419450616,0.0,0.0,0.009928814016302086,-59.98892029043991,0.009548975742917357,0.45999985343857785,0.008811118921202149,0.27052347631838547,1.0,6.982187282439289e-05,-0.0004964407008151043
0.76,0.10005313171506057,99.99962230807263,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010902271283465947,3.0226520813143526e-05,0.9730229618727991,892.495642947774,0.033361099780376734,0.14288992527239186,0.18928173478927912,5.673725867413284,-3792.011322004861,200.55530525331434,55.51595971459248,3452.5832873791655,0.17902964017057252,0.03447635196902449,0.00015104938001434526,0.40144000123322654,0.004109215090753319,-0.0029465753939902396,0.04002125268602423,0.04994978458817879,0.0,0.0,0.009928531902154557,-59.98876346928525,0.009543103872458414,0.45999985148655487,0.008821922499552513,0.27038041363823073,1.0,6.981956508164317e-05,-0.0004964265951077279
0.77,0.10005382989918765,99.9996173438772,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010902085216010395,3.0226853125130207e-05,0.973022225282277,892.5101996573397,0.03336089043026955,0.1428899784599919,0.18928071470127583,5.673730894470807,-3792.0538265811183,200.43407781252057,55.51846963391172,3452.619395836675,0.17915607561169067,0.034476787644425216,0.00015105412404596542,0.40144167887258037,0.004109357876834911,-0.002946523760222499,0.04002153195967506,0.04994978175698901,0.0,0.0,0.009928249797313951,-59.98860641224158,0.009537235673726224,0.45999984953458783,0.008832725772536222,0.27023760120605217,1.0,6.981726037091453e-05,-0.0004964124898656976
0.78,0.1000545280602829,99.99961237982282,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010901898872391024,3.0227185939615102e-05,0.9730214875663595,892.5247784406889,0.03336068076722026,0.14289003172705342,0.1892796930866543,5.673735929053278,-3792.0963954094645,200.3129280546084,55.52098045521944,3452.6555585190226,0.1792824444885251,0.0344772239791432,0.000151058875348204,0.4014433564589006,0.004109500662150656,-0.0029464718327139906,0.04002181122411316,0.04994977892588127,0.0,0.0,0.009927967701768105,-59.98844911943816,0.009531371144431262,0.4599998475826768,0.008843528739886796,0.270095038578321,1.0,6.981495869054114e-05,-0.0004963983850884053
0.79,0.10005522619837659,99.9996074159095,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010901712252774957,3.022751925634139e-05,0.9730207487255637,892.5393792868527,0.03336047079140696,0.14289008507353096,0.18927866994627424,5.673740971156467,-3792.1390284569625,200.19185592638502,55.52349217820789,3452.6917753964976,0.17940874712097865,0.03447766097284411,0.00015106363391783543,0.4014450339922599,0.004109643446706437,-0.002946419611618987,0.04002209047935064,0.04994977609485556,0.0,0.0,0.009927685615504923,-59.98829159100416,0.009525510282285446,0.4599998456308218,0.008854331401337939,0.2699527253123045,1.0,6.981266003885937e-05,-0.0004963842807752461
0.8,0.10005592431349901,99.9996024521372,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010901525357329197,3.0227853075052503e-05,0.9730200087604055,892.5540021848733,0.033360260503007624,0.14289013849937907,0.18927764528099525,5.673746020776148,-3792.1817256906947,200.07086137469855,55.52600480256966,3452.72804643941,0.179534983828031,0.03447809862519386,0.0001510683997516376,0.4014467114727304,0.004109786230508138,-0.0029463670970916733,0.040022369725399604,0.049949773263911854,0.0,0.0,0.00992740353851225,-59.98813382706867,0.009519653085002121,0.4599998436790227,0.008865133756623528,0.26981066096606476,1.0,6.981036441420577e-05,-0.0004963701769256125
0.81,0.10005662240568042,99.99959748850594,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010901338186220678,3.0228187395492054e-05,0.973019267671401,892.5686471237999,0.03336004990220006,0.14289019200455239,0.1892766190916756,5.6737510779081,-3792.2244870777795,199.949944346438,55.52851832799752,3452.7643716180924,0.17966115492774082,0.03447853693585869,0.000151073172846392,0.401448388900385,0.004109929013561638,-0.0029463142892860797,0.04002264896227217,0.049949770433050135,0.0,0.0,0.009927121470777962,-59.98797582776068,0.009513799550296076,0.45999984172727965,0.008875935805477625,0.26966884509845673,1.0,6.980807181491883e-05,-0.0004963560735388982
0.82,0.10005732047495106,99.99959252501573,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010901150739616229,3.0228522217403844e-05,0.9730185254590652,892.5833140926917,0.03335983898916198,0.14289024558900557,0.18927559137917332,5.673756142548099,-3792.2673125853576,199.8291047885331,55.53103275418453,3452.8007509028976,0.17978726073724838,0.0344789759045051,0.00015107795319888268,0.4014500662752957,0.004110071795872815,-0.0029462611883561036,0.040022928189980427,0.04994976760227039,0.0,0.0,0.009926839412289966,-59.98781759320907,0.00950794967588353,0.4599998397755925,0.008886737547634466,0.2695272772691272,1.0,6.980578223933862e-05,-0.0004963419706144984
0.83,0.10005801852134115,99.99958756166653,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010900963017682563,3.0228857540531934e-05,0.9730177821239128,892.5980030806185,0.03335962776407109,0.1428902992526933,0.18927456214434638,5.673761214691924,-3792.310202180598,199.70834264795454,55.53354808082393,3452.837184264202,0.17991330157277738,0.03447941553079986,0.0001510827408058978,0.4014517435975351,0.004110214577447542,-0.002946207794455539,0.04002320740853646,0.0499497647715726,0.0,0.0,0.009926557363036138,-59.987659123542656,0.009502103459482134,0.45999983782396137,0.008897538982828464,0.26938595703851276,1.0,6.9803495685806e-05,-0.0004963278681518069
0.84,0.10005871654488092,99.99958259845836,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010900775020586285,3.0229193364620585e-05,0.9730170376664579,892.6127140766596,0.03335941622710484,0.1428903529955702,0.1892735313880516,5.673766294335364,-3792.3531558306945,199.58765787171376,55.536064307609365,3452.8736716724043,0.18003927774963743,0.03447985581441003,0.00015108753566422933,0.40145342086717545,0.004110357358291696,-0.002946154107738061,0.040023486617952374,0.04994976194095674,0.0,0.0,0.009926275323004365,-59.98750041889013,0.009496260898810976,0.45999983587238624,0.008908340110794211,0.2692448839678388,1.0,6.980121215266304e-05,-0.0004963137661502182
0.85,0.10005941454560056,99.9995776353912,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010900586748493922,3.022952968941426e-05,0.9730162920872143,892.6274470699029,0.033359204378440525,0.14289040681759113,0.18927249911114485,5.673771381474205,-3792.396173502875,199.467050406863,55.53858143423457,3452.910213097922,0.1801651895822263,0.03448029675500299,0.0001510923377706719,0.4014550980842891,0.0041105001384111415,-0.0029461001283571757,0.04002376581824023,0.049949759110422806,0.0,0.0,0.009925993292182578,-59.9873414793801,0.009490421991590574,0.4599998339208671,0.008919140931266478,0.2691040576191175,1.0,6.979893163825402e-05,-0.0004962996646091289
0.86,0.10006011252353023,99.99957267246506,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010900398201571884,3.022986651465763e-05,0.9730155453866953,892.6422020494464,0.033358992218255466,0.14289046071871078,0.18927146531448216,5.673776476104237,-3792.4392551643878,199.34652020049515,55.541099460393575,3452.9468085111976,0.18029103738403193,0.03448073835224633,0.00015109714712202362,0.4014567752489482,0.0041106429178117436,-0.0029460458564662985,0.04002404500941209,0.04994975627997077,0.0,0.0,0.009925711270558676,-59.98718230514108,0.009484586735542875,0.45999983196940386,0.00892994144398021,0.2689634775551466,1.0,6.979665414092378e-05,-0.0004962855635279338
0.87,0.10006081047870011,99.99956770967994,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010900209379986492,3.023020384009558e-05,0.9730147975654132,892.6569790043968,0.03335877974672677,0.14289051469888397,0.18927042999891866,5.673781578221255,-3792.482400782509,199.22606719974362,55.54361838578071,3452.9834578826917,0.18041682146763477,0.03448118060580797,0.00015110196371508614,0.40145845236122507,0.004110785696499372,-0.002945991292218734,0.04002432419148005,0.04994975344960062,0.0,0.0,0.009925429258120573,-59.987022896301504,0.009478755128391254,0.4599998300179966,0.008940741648670536,0.2688231433395078,1.0,6.979437965901839e-05,-0.0004962714629060287
0.88,0.10006150841114032,99.9995627470358,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010900020283903936,3.0230541665473248e-05,0.9730140486238803,892.6717779238727,0.03335856696403139,0.14289056875806552,0.18926939316530858,5.673786687821056,-3792.525610324544,199.10569135178284,55.546138210090454,3453.02016118289,0.18054254214471,0.034481623515356094,0.0001511067875466646,0.4014601294211919,0.0041109284744798805,-0.0029459364357676196,0.04002460336445613,0.049949750619312325,0.0,0.0,0.009925147254856194,-59.986863252989686,0.009472927167860523,0.45999982806664536,0.008951541545072755,0.26868305453656516,1.0,6.979210819088575e-05,-0.0004962573627428097
0.89,0.10006220632088103,99.99955778453267,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010899830913490343,3.0230879990535922e-05,0.9730132985626083,892.6865987969991,0.03335835387034629,0.14289062289621027,0.1892683548145062,5.673791804899438,-3792.568883757824,198.98539260382742,55.548658933017684,3453.0569183822977,0.18066819972602974,0.034482067080559155,0.0001511116186135676,0.40146180642892065,0.004111071251759135,-0.002945881287266,0.040024882528352415,0.049949747789105894,0.0,0.0,0.00992486526075348,-59.98670337533386,0.009467102851676911,0.45999982611535,0.008962341132922349,0.2685432107114637,1.0,6.97898397348748e-05,-0.0004962432630376739
0.9,0.10006290420795232,99.99955282217054,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.001089964126891172,3.023121881502913e-05,0.9730125473821081,892.7014416129119,0.03335814046584815,0.14289067711327313,0.18926731494736457,5.673796929452204,-3792.6122210497083,198.8651709031328,55.551180554257364,3453.0937294514433,0.18079379452146507,0.03448251130108591,0.00015111645691260703,0.40146348338448357,0.004111214028342986,-0.0029458258468667772,0.04002516168318093,0.0499497449589813,0.0,0.0,0.00992458327580037,-59.98654326346217,0.009461282177568081,0.45999982416411067,0.008973140411954971,0.2684036114301278,1.0,6.978757428933592e-05,-0.0004962291637900185
0.91,0.10006360207238427,99.9995478599494,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010899451350333946,3.023155813869866e-05,0.9730117950828903,892.7163063607588,0.03335792675071359,0.14289073140920908,0.18926627356473616,5.67380206147516,-3792.655622167585,198.74502619699498,55.5537030735048,3453.1305943608772,0.18091932683998846,0.034482956176605406,0.00015112130244059795,0.4014651602879526,0.004111356804237285,-0.0029457701147227212,0.04002544082895371,0.04994974212893851,0.0,0.0,0.009924301299984804,-59.98638291750264,0.009455465143263122,0.4599998222129273,0.00898393938190646,0.26826425625925954,1.0,6.978531185262083e-05,-0.0004962150649992402
0.92,0.10006429991420698,99.99954289786923,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010899261157922857,3.023189796129041e-05,0.9730110416654654,892.731193029692,0.03335771272511924,0.142890785783973,0.18926523066747372,5.673807200964111,-3792.699087078863,198.6249584327502,55.55622649045553,3453.167513081169,0.18104479698967577,0.034483401706786924,0.0001511261551943592,0.40146683713939985,0.004111499579447886,-0.0029457140909865155,0.0400257199656828,0.049949739298977516,0.0,0.0,0.009924019333294717,-59.986222337583236,0.009449651746492541,0.4599998202617999,0.008994738042512822,0.26812514476633753,1.0,6.978305242308202e-05,-0.0004962009666647359
0.93,0.10006499773345053,99.99953793593006,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010899070691844138,3.0232238282550556e-05,0.9730102871303423,892.7461016088772,0.033357498389241395,0.14289084023751986,0.18926418625642835,5.673812347914874,-3792.7426157509835,198.5049675577753,55.55875080480535,3453.2044855829104,0.1811702052777083,0.03448384789130004,0.00015113101517071233,0.4014685139388973,0.004111642353980637,-0.0029456577758106804,0.04002599909338021,0.0499497364690983,0.0,0.0,0.00992373737571809,-59.986061523831815,0.00944384198498828,0.45999981831072845,0.009005536393510247,0.26798627651961504,1.0,6.978079599907411e-05,-0.0004961868687859046
0.94,0.10006569553014491,99.99953297413187,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010898879952263392,3.0232579102225484e-05,0.9730095314780306,892.7610320874887,0.033357283743256326,0.1428908947698047,0.18926314033245087,5.67381750232326,-3792.7862081514145,198.38505351948754,55.56127601625024,3453.2415118367167,0.18129555201037525,0.03448429472981464,0.00015113588236648318,0.4014701906865168,0.004111785127841377,-0.0029456011693476183,0.04002627821205797,0.04994973363930086,0.0,0.0,0.009923455427242892,-59.98590047637613,0.009438035856483694,0.45999981635971293,0.009016334434635098,0.26784765108811853,1.0,6.977854257895274e-05,-0.0004961727713621446
0.95,0.1000663933043202,99.99952801247463,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010898688939346122,3.0232920420061793e-05,0.9730087747090383,892.7759844547091,0.03335706878734027,0.1428909493807826,0.1892620928963921,5.673822664185084,-3792.829864247647,198.2652162653446,55.56380212448652,3453.2785918132236,0.18142083749307578,0.03448474222200084,0.0001511407567785005,0.4014718673823303,0.004111927901035954,-0.0029455442717496276,0.04002655732172808,0.049949730809585154,0.0,0.0,0.009923173487857075,-59.985739195343854,0.009432233358713566,0.45999981440875337,0.009027132165623916,0.26770926804164635,1.0,6.977629216107447e-05,-0.0004961586743928538
0.96,0.10006709105600638,99.99952305095837,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.001089849765325774,3.023326223580624e-05,0.9730080168238742,892.7909586997306,0.033356853521669186,0.14289100407040856,0.18926104394910137,5.673827833496171,-3792.8735840072004,198.14545574284432,55.566329129210665,3453.315725483088,0.1815460620303208,0.034485190367529055,0.00015114563840359606,0.40147354402640967,0.004112070673570202,-0.0029454870831688747,0.040026836422402554,0.04994972797995118,0.0,0.0,0.009922891557548628,-59.98557768086256,0.009426434489414097,0.4599998124578498,0.009037929586213418,0.2675711269507669,1.0,6.977404474379753e-05,-0.0004961445778774315
0.97,0.10006778878523347,99.99951808958306,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010898306094163526,3.023360454920586e-05,0.9730072578230453,892.8059548117566,0.03335663794641902,0.1428910588386377,0.18925999349142805,5.6738330102523395,-3792.9173673976243,198.02577189952495,55.56885703011951,3453.352912816988,0.18167122592573573,0.03448563916607,0.00015115052723860557,0.40147522061882673,0.004112213445449964,-0.0029454296037573838,0.04002711551409339,0.049949725150398916,0.0,0.0,0.009922609636305528,-59.985415933059734,0.00942063924632291,0.45999981050700217,0.0090487266961405,0.2674332273868174,1.0,6.977180032548144e-05,-0.0004961304818152764
0.98,0.10006848649203143,99.99951312834872,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010898114262228675,3.023394736000789e-05,0.9730064977070585,892.8209727799988,0.03335642206176556,0.14289111368542523,0.1892589415242206,5.6738381944494165,-3792.9612143864924,197.90616468296523,55.57138582691004,3453.390153785627,0.1817963294820621,0.03448608861729465,0.00015115542328036783,0.4014768971596532,0.004112356216681069,-0.0029453718336670716,0.04002739459681257,0.04994972232092835,0.0,0.0,0.009922327724115776,-59.98525395206275,0.009414847627179049,0.4599998085562105,0.009059523495142226,0.2672955689219021,1.0,6.976955890448704e-05,-0.0004961163862057888
0.99,0.10006918417643021,99.99950816725534,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010897922157618299,3.0234290667959715e-05,0.9730057364764207,892.8360125936774,0.03335620586788443,0.14289116861072623,0.18925788804832683,5.673843386083234,-3793.0051249414055,197.78663404078375,55.57391551927948,3453.427448359724,0.18192137300115988,0.034486538720874246,0.00015116032652572517,0.4014785736489608,0.004112498987269347,-0.002945313773049716,0.040027673670572084,0.04994971949153946,0.0,0.0,0.009922045820967375,-59.98509173799891,0.009409059629722973,0.45999980660547474,0.009070319982955847,0.2671581511288909,1.0,6.976732047917659e-05,-0.0004961022910483688
1.0,0.10006988183845979,99.9995032063029,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.001089772978049738,3.0234634472808997e-05,0.9730049741316376,892.8510742420235,0.033355989364951245,0.14289122361449594,0.18925683306459437,5.673848585149619,-3793.0490990299904,197.66717992063946,55.57644610692541,3453.4647965100226,0.18204635678400938,0.034486989476480316,0.00015116523697152284,0.40148025008682126,0.004112641757220632,-0.0029452554220570012,0.04002795273538392,0.04994971666223222,0.0,0.0,0.0099217639268483,-59.98492929099541,0.009403275251696559,0.45999980465479495,0.00908111615931878,0.26702097358141785,1.0,6.976508504791299e-05,-0.000496088196342415
1.01,0.10007057947815007,99.99949824549141,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010897537131030817,3.0234978774303582e-05,0.9730042106732149,892.8661577142767,0.033355772553141406,0.14289127869668955,0.1892557765738699,5.67385379164441,-3793.0931366199025,197.5478022702315,55.57897758954552,3453.5021982072885,0.1821712811307139,0.03448744088378467,0.0001511701546146102,0.40148192647330627,0.004112784526540744,-0.002945196780840452,0.04002823179126003,0.04994971383300663,0.0,0.0,0.009921482041746602,-59.98476661117936,0.009397494490843102,0.45999980270417107,0.009091912023968628,0.2668840358538795,1.0,6.976285260906149e-05,-0.0004960741020873301
1.02,0.10007127709553097,99.99949328482086,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010897344209383412,3.023532357219152e-05,0.9730034461016573,892.8812629996859,0.0333555554326302,0.14289133385726238,0.18925471857699946,5.673859005563442,-3793.1372376788236,197.42850103729907,55.581509966837835,3453.5396534223073,0.18229614634050123,0.0344878929424594,0.00015117507945183915,0.4014836028084875,0.0041129272952355085,-0.0029451378495514886,0.04002851083821239,0.04994971100386266,0.0,0.0,0.00992120016565027,-59.98460369867777,0.009391717344907312,0.4599998007536032,0.009102707576643162,0.2667473375214334,1.0,6.976062316098781e-05,-0.0004960600082825134
1.03,0.10007197469063239,99.99948832429124,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010897151015719828,3.0235668866221108e-05,0.9730026804174698,892.8963900875119,0.03335533800359284,0.14289138909616964,0.1892536590748288,5.673864226902559,-3793.1814021744613,197.30927616962163,55.58404323850065,3453.577162125889,0.18242095271172595,0.034488345652176865,0.00015118001148006573,0.4014852790924364,0.004113070063310746,-0.0029450786283414035,0.04002878987625296,0.0499497081748003,0.0,0.0,0.00992091829854734,-59.98444055361756,0.009385943811635314,0.4599997988030912,0.00911350281708033,0.26661087815999673,1.0,6.975839670205938e-05,-0.000496045914927367
1.04,0.10007267226348421,99.99948336390256,1000.0,900.0,1400.0,5.0,50.0,-75.0,-75.0,5300.0,16.0,4.5e-06,0.01,0.2,0.3,-16.0,-20.0,5.0,12.0,0.4,0.35,0.4,0.01,0.0005,0.5,5.0,0.0,0.1,0.14,300000.0,500.0,0.0010896957550204694,3.023601465614077e-05,0.9730019136211561,892.9115389670199,0.033355120266204435,0.14289144441336668,0.18925259806820313,5.6738694556575995,-3793.2256300745453,197.19012761501824,55.58657740423235,3453.6147242888587,0.18254570054187141,0.03448879901260965,0.000151184950696148,0.40148695532522455,0.004113212830772273,-0.002945019117361388,0.040029068905393685,0.04994970534581954,0.0,0.0,0.009920636440425852,-59.984277176125566,0.009380173888774646,0.4599997968526352,0.009124297745018255,0.2664746573462446,1.0,6.975617323064465e-05,-0.0004960318220212926
