Signal_4_task1,TF1_5_task1,TF1_mRNA_6_task1,_1_task1,miR_1_task1,miR_gene_2_task1,miR_gene_TF1_3_task1
1.0,325.59669320066337,32.55966932995547,23912.0,307.02842623303894,1.5087545180662012,0.4912454819338005
1.0,325.5966932050019,32.5596693297938,24400.0,307.02842623460646,1.5087545180612583,0.4912454819387434
1.0,325.59669320934046,32.55966932963213,24888.0,307.028426236174,1.5087545180563153,0.49124548194368634
1.0,325.596693213679,32.559669329470466,25376.0,307.0284262377416,1.5087545180513724,0.4912454819486292
1.0,325.59669321801755,32.5596693293088,25864.0,307.02842623930917,1.5087545180464297,0.49124548195357215
1.0,325.59669322235607,32.55966932914713,26352.0,307.0284262408767,1.5087545180414867,0.49124548195851503
1.0,325.59669322669464,32.559669328985464,26840.0,307.02842624244425,1.5087545180365438,0.49124548196345796
1.0,325.59669323103316,32.559669328823794,27328.0,307.0284262440118,1.5087545180316009,0.49124548196840084
1.0,325.59669323537173,32.559669328662125,27816.0,307.0284262455794,1.508754518026658,0.4912454819733438
1.0,325.59669323971025,32.55966932850046,28304.0,307.0284262471469,1.508754518021715,0.49124548197828666
1.0,325.59669324404877,32.55966932833879,28792.0,307.0284262487145,1.508754518016772,0.4912454819832296
1.0,325.59669324838734,32.55966932817712,29280.0,307.02842625028205,1.5087545180118291,0.49124548198817247
1.0,325.59669325272586,32.55966932801546,29768.0,307.02842625184957,1.5087545180068864,0.4912454819931154
1.0,325.59669325706443,32.55966932785379,30256.0,307.02842625341714,1.5087545180019435,0.4912454819980583
1.0,325.59669326140295,32.55966932769212,30744.0,307.0284262549847,1.5087545179970006,0.4912454820030012
1.0,325.5966932657415,32.55966932753046,31232.0,307.0284262565523,1.5087545179920576,0.4912454820079441
1.0,325.59669327008004,32.55966932736879,31720.0,307.0284262581198,1.5087545179871147,0.491245482012887
1.0,325.5966932714163,32.55966932731855,32208.0,307.02842625860677,1.5087545179855923,0.49124548201440943
1.0,325.59669327142313,32.559669327317664,32696.0,307.0284262586152,1.5087545179855846,0.4912454820144172
1.0,325.5966932714299,32.559669327316776,33184.0,307.02842625862354,1.5087545179855768,0.49124548201442503
1.0,325.5966932714367,32.55966932731589,33672.0,307.02842625863195,1.508754517985569,0.4912454820144328
1.0,325.5966932714435,32.559669327315,34160.0,307.02842625864037,1.5087545179855613,0.49124548201444057
1.0,325.5966932714503,32.559669327314104,34648.0,307.0284262586487,1.5087545179855535,0.4912454820144484
1.0,325.59669327145707,32.559669327313216,35136.0,307.02842625865713,1.5087545179855457,0.49124548201445617
1.0,325.5966932714639,32.55966932731233,35624.0,307.02842625866555,1.508754517985538,0.491245482014464
1.0,325.59669327147066,32.55966932731144,36112.0,307.0284262586739,1.5087545179855302,0.49124548201447177
1.0,325.5966932714775,32.55966932731055,36600.0,307.0284262586823,1.5087545179855222,0.49124548201447954
1.0,325.59669327148424,32.55966932730966,37088.0,307.02842625869073,1.5087545179855144,0.49124548201448737
1.0,325.59669327149106,32.559669327308775,37576.0,307.02842625869914,1.5087545179855066,0.49124548201449514
1.0,325.5966932714978,32.55966932730789,38064.0,307.0284262587075,1.5087545179854989,0.4912454820145029
1.0,325.59669327150465,32.55966932730699,38552.0,307.0284262587159,1.508754517985491,0.49124548201451074
1.0,325.5966932715114,32.5596693273061,39040.0,307.0284262587243,1.5087545179854833,0.4912454820145185
1.0,325.59669327151823,32.559669327305215,39528.0,307.0284262587327,1.5087545179854756,0.49124548201452634
1.0,325.59669327152506,32.55966932730433,40016.0,307.0284262587411,1.5087545179854678,0.4912454820145341
1.0,325.5966932715318,32.55966932730344,40504.0,307.0284262587495,1.50875451798546,0.4912454820145419
1.0,325.59669327153864,32.55966932730255,40992.0,307.02842625875786,1.5087545179854522,0.4912454820145497
1.0,325.5966932715454,32.55966932730166,41480.0,307.0284262587663,1.5087545179854442,0.4912454820145575
1.0,325.5966932715522,32.559669327300774,41968.0,307.0284262587747,1.5087545179854365,0.49124548201456525
1.0,325.596693271559,32.55966932729988,42456.0,307.0284262587831,1.5087545179854287,0.4912454820145731
1.0,325.5966932715658,32.55966932729899,42944.0,307.02842625879146,1.508754517985421,0.49124548201458085
1.0,325.5966932715726,32.5596693272981,43432.0,307.02842625879987,1.5087545179854132,0.4912454820145887
1.0,325.5966932715794,32.559669327297215,43920.0,307.0284262588083,1.5087545179854054,0.49124548201459645
1.0,325.59669327158616,32.55966932729633,44408.0,307.02842625881664,1.5087545179853976,0.4912454820146042
1.0,325.596693271593,32.55966932729544,44896.0,307.02842625882505,1.5087545179853898,0.49124548201461204
1.0,325.59669327159975,32.55966932729455,45384.0,307.02842625883346,1.508754517985382,0.4912454820146198
1.0,325.59669327160657,32.55966932729366,45872.0,307.0284262588418,1.5087545179853743,0.49124548201462764
1.0,325.59669327161333,32.55966932729277,46360.0,307.02842625885023,1.5087545179853665,0.4912454820146354
1.0,325.59669327162015,32.55966932729188,46848.0,307.02842625885864,1.5087545179853585,0.4912454820146432
1.0,325.5966932716269,32.55966932729099,47336.0,307.02842625886706,1.5087545179853508,0.491245482014651
1.0,325.59669327163374,32.5596693272901,47824.0,307.0284262588754,1.508754517985343,0.4912454820146588
1.0,325.59669327164056,32.559669327289214,48312.0,307.0284262588838,1.5087545179853352,0.49124548201466656
1.0,325.5966932716473,32.559669327288326,48800.0,307.02842625889224,1.5087545179853274,0.4912454820146744
