Signal_4_task1,TF1_5_task1,TF1_mRNA_6_task1,_1_task1,miR_1_task1,miR_gene_2_task1,miR_gene_TF1_3_task1
0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,488.0,0.0,2.0,0.0
0.0,0.0,0.0,976.0,0.0,2.0,0.0
0.0,0.0,0.0,1464.0,0.0,2.0,0.0
0.0,0.0,0.0,1952.0,0.0,2.0,0.0
0.0,0.0,0.0,2440.0,0.0,2.0,0.0
0.0,0.0,0.0,2928.0,0.0,2.0,0.0
0.0,0.0,0.0,3416.0,0.0,2.0,0.0
1.0,424.1431399559632,26.99088583685477,3904.0,370.4655317680208,1.4042464692602388,0.595753530739763
1.0,321.2787831109215,32.50526650615782,4392.0,307.44782397168666,1.5136883588527001,0.48631164114730197
1.0,325.7212497419264,32.5727490417613,4880.0,306.9106133238757,1.5086127732450887,0.491387226754913
1.0,325.59537268019733,32.55879601087987,5368.0,307.03641319262977,1.5087560148839516,0.4912439851160501
1.0,325.5966413384833,32.55973288167056,5856.0,307.02780094661955,1.5087545778635354,0.49124542213646616
1.0,325.5967440941979,32.559665715360325,6344.0,307.0284612784865,1.508754457673917,0.49124554232608425
1.0,325.596719191837,32.55966653579759,6832.0,307.02845230108426,1.5087544864867883,0.491245513513213
1.0,325.59666742400873,32.5596685504489,7320.0,307.02843330799953,1.5087545474439585,0.4912454525560427
1.0,325.59671496396595,32.55967527783528,7808.0,307.0283727980586,1.5087544934117858,0.4912455065882156
1.0,325.5967035198587,32.55966726205015,8296.0,307.0284455763174,1.5087545063098424,0.4912454936901591
1.0,325.59667717042254,32.5596672460464,8784.0,307.0284451258786,1.508754536310267,0.4912454636897346
1.0,325.5966809073599,32.559669386101184,9272.0,307.02842548724584,1.5087545320691078,0.491245467930894
1.0,325.59669334403293,32.55966984432324,9760.0,307.02842150816053,1.5087545179073418,0.49124548209265995
1.0,325.5967021758034,32.55967025047867,10248.0,307.02841793985846,1.5087545078511893,0.4912454921488125
1.0,325.5967011618588,32.55966958054341,10736.0,307.02842407965693,1.5087545090003276,0.4912454909996742
1.0,325.59670273355727,32.55966971717911,11224.0,307.0284228527721,1.508754507211284,0.49124549278871765
1.0,325.59669892637805,32.55966946004844,11712.0,307.0284251449276,1.508754511545548,0.4912454884544536
1.0,325.5966954471561,32.55966925242644,12200.0,307.02842698814794,1.5087545155066908,0.4912454844933111
1.0,325.5966944338058,32.559669260374385,12688.0,307.02842689593604,1.5087545166609964,0.49124548333900536
1.0,325.5966934895623,32.55966929772495,13176.0,307.02842653476824,1.5087545177368453,0.4912454822631565
1.0,325.59669295953677,32.55966929513615,13664.0,307.028426548544,1.5087545183405378,0.4912454816594639
1.0,325.59669264755263,32.55966929202506,14152.0,307.0284265712421,1.5087545186958704,0.4912454813041313
1.0,325.59669252169346,32.55966929480452,14640.0,307.0284265433139,1.5087545188392528,0.49124548116074884
1.0,325.5966925819594,32.559669303474536,15128.0,307.02842646475943,1.5087545187706852,0.4912454812293165
1.0,325.59669282835034,32.559669318035105,15616.0,307.0284263355786,1.5087545184901674,0.49124548150983427
1.0,325.5966931312467,32.55966933254214,16104.0,307.02842620795803,1.5087545181452877,0.491245481854714
1.0,325.5966931355852,32.55966933238047,16592.0,307.0284262095256,1.5087545181403448,0.49124548185965694
1.0,325.5966931399238,32.55966933221881,17080.0,307.0284262110931,1.5087545181354018,0.4912454818645998
1.0,325.5966931442623,32.55966933205714,17568.0,307.0284262126607,1.508754518130459,0.49124548186954275
1.0,325.5966931486009,32.55966933189547,18056.0,307.02842621422826,1.508754518125516,0.49124548187448563
1.0,325.5966931529394,32.55966933173381,18544.0,307.02842621579583,1.5087545181205733,0.49124548187942857
1.0,325.59669315727797,32.55966933157214,19032.0,307.02842621736335,1.5087545181156303,0.49124548188437145
1.0,325.5966931616165,32.55966933141047,19520.0,307.0284262189309,1.5087545181106874,0.4912454818893144
1.0,325.596693165955,32.559669331248806,20008.0,307.0284262204985,1.5087545181057445,0.49124548189425726
1.0,325.5966931702936,32.559669331087136,20496.0,307.02842622206606,1.5087545181008015,0.49124548189920014
1.0,325.5966931746321,32.559669330925466,20984.0,307.0284262236336,1.5087545180958586,0.4912454819041431
1.0,325.59669317897067,32.5596693307638,21472.0,307.02842622520114,1.5087545180909157,0.49124548190908596
1.0,325.5966931833092,32.559669330602134,21960.0,307.0284262267687,1.508754518085973,0.4912454819140289
1.0,325.59669318764776,32.559669330440464,22448.0,307.02842622833623,1.50875451808103,0.49124548191897177
1.0,325.5966931919863,32.5596693302788,22936.0,307.0284262299038,1.508754518076087,0.4912454819239147
1.0,325.59669319632485,32.55966933011713,23424.0,307.02842623147137,1.5087545180711441,0.4912454819288576
