data_generator_TSEC,data_generator_V
11.12,-59.803646
11.2,-63.426083
11.28,-62.426628
11.36,-60.70985
11.44,-57.917477
11.52,-46.49683
11.6,-60.80827
11.68,-63.411095
11.76,-62.341869
11.84,-60.588791
11.92,-57.684498
12.0,-43.965546
12.08,-61.405922
12.16,-63.395462
12.24,-62.277195
12.32,-60.4972
12.4,-57.504913
12.48,-41.448147
12.56,-61.762894
12.64,-63.384331
12.72,-62.233799
12.8,-60.436634
12.88,-57.386551
12.96,-39.419865
13.04,-61.962067
13.12,-63.380928
13.2,-62.21244
13.28,-60.408119
13.36,-57.334869
13.44,-38.463566
13.52,-62.043404
13.6,-63.386936
13.68,-62.213413
13.76,-60.412006
13.84,-57.352093
13.92,-38.919506
14.0,-62.021023
14.08,-63.402988
14.16,-62.236706
14.24,-60.447979
14.32,-57.436882
14.4,-40.616211
14.48,-61.888386
14.56,-63.428642
14.64,-62.281929
14.72,-60.515076
14.8,-57.584469
14.88,-43.010311
14.96,-61.616302
15.04,-63.462425
15.12,-62.34837
15.2,-60.611782
15.28,-57.787464
15.36,-45.561535
15.44,-61.140942
15.52,-63.501518
15.6,-62.435009
15.68,-60.736092
15.76,-58.03688
15.84,-47.944096
15.92,-60.335732
16.0,-63.541576
16.08,-62.540478
16.16,-60.885803
16.24,-58.323242
16.32,-50.031372
16.4,-58.941677
16.48,-63.575611
16.559999,-62.662994
16.639999,-61.058514
16.719999,-58.637558
16.799999,-51.810017
16.879999,-56.393681
16.959999,-63.592987
17.040001,-62.800442
17.120001,-61.251816
17.200001,-58.971863
17.280001,-53.312805
17.360001,-51.366009
17.440001,-63.57616
17.52,-62.949806
17.6,-61.46331
17.68,-59.319653
17.76,-54.585178
17.84,-40.838844
17.92,-63.495422
18.0,-63.107208
18.08,-61.690754
18.16,-59.675999
18.24,-55.671211
18.32,-20.216373
18.4,-63.29501
18.48,-63.266968
18.559999,-61.931881
18.639999,-60.037365
18.719999,-56.608627
18.799999,-11.834258
18.879999,-62.859966
18.959999,-63.420738
19.040001,-62.184345
19.120001,-60.40147
19.200001,-57.428391
19.280001,-41.276535
19.360001,-61.918224
19.440001,-63.55526
19.52,-62.445385
19.6,-60.766975
19.68,-58.15551
19.76,-49.138039
19.84,-59.713886
19.92,-63.648182
20.0,-62.71122
20.08,-61.133083
20.16,-58.809807
20.24,-52.760971
20.32,-53.71579
20.4,-63.658974
20.48,-62.976379
20.559999,-61.499428
20.639999,-59.40728
20.719999,-54.954464
20.799999,-35.154102
20.879999,-63.504688
20.959999,-63.232071
21.040001,-61.865509
21.120001,-59.960793
21.200001,-56.47892
21.280001,-8.0125313
21.360001,-62.983715
21.440001,-63.46307
21.52,-62.230038
21.6,-60.480595
21.68,-57.634136
21.76,-44.518959
21.84,-61.487331
21.92,-63.64204
22.0,-62.590118
22.08,-60.974815
22.16,-58.564964
22.24,-51.712395
22.32,-56.609566
22.4,-63.715393
22.48,-62.939659
22.559999,-61.449657
22.639999,-59.350967
22.719999,-54.837585
22.799999,-36.805416
22.879999,-63.562084
22.959999,-63.26638
23.040001,-61.909142
23.120001,-60.040096
23.200001,-56.710171
23.280001,-18.973574
23.360001,-62.838463
23.440001,-63.545925
23.52,-62.354458
23.6,-60.663006
23.68,-58.022194
23.76,-48.436306
23.84,-60.203518
23.92,-63.728176
24.0,-62.782291
24.08,-61.239925
24.16,-59.035107
24.24,-53.811344
24.32,-48.042801
24.4,-63.697754
24.48,-63.181358
24.559999,-61.783749
24.639999,-59.872116
24.719999,-56.339775
24.799999,-6.1762848
24.879999,-63.118458
24.959999,-63.524925
25.040001,-62.301109
25.120001,-60.599461
25.200001,-57.925274
25.280001,-47.771393
25.360001,-60.558201
25.440001,-63.752316
25.52,-62.790981
25.6,-61.255848
25.68,-59.078625
25.76,-54.020905
25.84,-46.268085
25.92,-63.711525
26.0,-63.239872
26.08,-61.863991
26.16,-60.00061
26.24,-56.681137
26.32,-18.843571
26.4,-62.896023
26.48,-63.610153
26.559999,-62.434673
26.639999,-60.787605
26.719999,-58.29726
26.799999,-50.488338
26.879999,-58.559139
26.959999,-63.807117
27.040001,-62.965504
27.120001,-61.491161
27.200001,-59.46241
27.280001,-55.303135
27.360001,-27.497934
27.440001,-63.553909
27.52,-63.432697
27.6,-62.138741
27.68,-60.39534
27.76,-57.566128
27.84,-44.373993
27.92,-61.613781
28.0,-63.76685
28.08,-62.739613
28.16,-61.196686
28.24,-59.013386
28.32,-53.870907
28.4,-47.40588
28.48,-63.769665
28.559999,-63.28035
28.639999,-61.917404
28.719999,-60.097164
28.799999,-56.952454
28.879999,-32.009335
28.959999,-62.649464
29.040001,-63.704636
29.120001,-62.579865
29.200001,-60.992203
29.280001,-58.688744
29.360001,-52.607979
29.440001,-54.171371
29.52,-63.843227
29.6,-63.179295
29.68,-61.77935
29.76,-59.910683
29.84,-56.543518
29.92,-13.3041
30.0,-63.043385
30.08,-65.114731
30.16,-64.761108
30.24,-64.196938
30.32,-63.718494
30.4,-63.352955
30.48,-63.08334
30.559999,-62.888714
30.639999,-62.751034
30.719999,-62.655697
30.799999,-62.591145
30.879999,-62.548344
30.959999,-62.520489
31.040001,-62.50251
31.120001,-62.490841
31.200001,-62.482986
31.280001,-62.477341
31.360001,-62.472862
31.440001,-62.468922
31.52,-62.465199
31.6,-62.461483
31.68,-62.457691
31.76,-62.4538
31.84,-62.44981
31.92,-62.445732
32.0,-62.441582
32.080002,-62.43737
32.16,-62.433117
32.240002,-62.428822
32.32,-62.4245
32.400002,-62.420155
32.48,-62.415787
32.560001,-62.411404
32.639999,-62.407001
32.720001,-62.402584
32.799999,-62.398151
32.880001,-62.393703
32.959999,-62.389244
33.040001,-62.384769
33.119999,-62.380283
33.200001,-62.375786
33.279999,-62.371273
33.360001,-62.366749
33.439999,-62.362213
33.52,-62.357662
33.599998,-62.353104
33.68,-62.34853
33.759998,-62.343945
33.84,-62.339348
33.919998,-62.33474
34.0,-62.33012
34.080002,-62.325489
34.16,-62.320847
34.240002,-62.316189
34.32,-62.311523
34.400002,-62.306843
34.48,-62.302155
34.560001,-62.297451
34.639999,-62.292736
34.720001,-62.28801
34.799999,-62.283268
34.880001,-62.278519
34.959999,-62.273754
35.040001,-62.268978
35.119999,-62.264191
35.200001,-62.259392
35.279999,-62.254578
35.360001,-62.249752
35.439999,-62.244915
35.52,-62.240063
35.599998,-62.235199
35.68,-62.230324
35.759998,-62.225433
35.84,-62.220531
35.919998,-62.215614
36.0,-62.210686
36.080002,-62.205742
36.16,-62.200787
36.240002,-62.195816
36.32,-62.19083
36.400002,-62.185833
36.48,-62.18082
36.560001,-62.175793
36.639999,-62.170753
36.720001,-62.165699
36.799999,-62.160629
36.880001,-62.155544
36.959999,-62.150444
37.040001,-62.145332
37.119999,-62.140202
37.200001,-62.135059
37.279999,-62.129898
37.360001,-62.124725
37.439999,-62.119534
37.52,-62.114326
37.599998,-62.109104
37.68,-62.103867
37.759998,-62.09861
37.84,-62.093338
37.919998,-62.088051
38.0,-62.082748
38.080002,-62.077427
38.16,-62.072086
38.240002,-62.06673
38.32,-62.061359
38.400002,-62.055965
38.48,-62.05056
38.560001,-62.045132
38.639999,-62.039688
38.720001,-62.034225
38.799999,-62.028744
38.880001,-62.023243
38.959999,-62.017727
39.040001,-62.012188
39.119999,-62.00663
39.200001,-62.001053
39.279999,-61.995457
39.360001,-61.989841
39.439999,-61.984203
39.52,-61.978546
39.599998,-61.97287
39.68,-61.967171
39.759998,-61.961452
39.84,-61.955711
39.919998,-61.949947
40.0,-61.944164
40.080002,-61.938358
40.16,-61.932529
40.240002,-61.926678
40.32,-61.920803
40.400002,-61.914906
40.48,-61.908985
40.560001,-61.903042
40.639999,-61.897072
40.720001,-61.891083
40.799999,-61.885067
40.880001,-61.879025
40.959999,-61.872959
41.040001,-61.866867
41.119999,-61.860752
41.200001,-61.85461
41.279999,-61.848442
41.360001,-61.842247
41.439999,-61.836025
41.52,-61.829773
41.599998,-61.823498
41.68,-61.817192
41.759998,-61.81086
41.84,-61.804501
41.919998,-61.798107
42.0,-61.791687
42.080002,-61.785236
42.16,-61.778755
42.240002,-61.772243
42.32,-61.765701
42.400002,-61.759125
42.48,-61.752514
42.560001,-61.745872
42.639999,-61.739197
42.720001,-61.732487
42.799999,-61.725739
42.880001,-61.71896
42.959999,-61.712143
43.040001,-61.705288
43.119999,-61.698395
43.200001,-61.691467
43.279999,-61.684498
43.360001,-61.67749
43.439999,-61.670444
43.52,-61.663353
43.599998,-61.656223
43.68,-61.649052
43.759998,-61.641838
43.84,-61.634583
43.919998,-61.627285
44.0,-61.619942
44.080002,-61.612553
44.16,-61.605122
44.240002,-61.597641
44.32,-61.590118
44.400002,-61.582546
44.48,-61.574928
44.560001,-61.567257
44.639999,-61.559536
44.720001,-61.551765
44.799999,-61.543941
44.880001,-61.536068
44.959999,-61.528137
45.040001,-61.520149
45.119999,-61.512104
45.200001,-61.504002
45.279999,-61.495838
45.360001,-61.48761
45.439999,-61.479321
45.52,-61.470963
45.599998,-61.462536
45.68,-61.454041
45.759998,-61.445477
45.84,-61.43684
45.919998,-61.428127
46.0,-61.419338
46.080002,-61.410469
46.16,-61.40152
46.240002,-61.392487
46.32,-61.383369
46.400002,-61.374168
46.48,-61.36488
46.560001,-61.355499
46.639999,-61.346027
46.720001,-61.336468
46.799999,-61.326809
46.880001,-61.317055
46.959999,-61.307198
47.040001,-61.297237
47.119999,-61.287167
47.200001,-61.276993
47.279999,-61.266701
47.360001,-61.25629
47.439999,-61.245754
47.52,-61.235088
47.599998,-61.224285
47.68,-61.213341
47.759998,-61.202248
47.84,-61.191006
47.919998,-61.179604
48.0,-61.16803
48.080002,-61.156284
48.16,-61.144356
48.240002,-61.132244
48.32,-61.119942
48.400002,-61.107433
48.48,-61.094723
48.560001,-61.081795
48.639999,-61.068638
48.720001,-61.055248
48.799999,-61.041611
48.880001,-61.027718
48.959999,-61.013546
49.040001,-60.999081
49.119999,-60.984303
49.200001,-60.969196
49.279999,-60.953735
49.360001,-60.937904
49.439999,-60.921669
49.52,-60.905006
49.599998,-60.887886
49.68,-60.870277
49.759998,-60.852142
49.84,-60.833447
49.919998,-60.814133
50.0,-60.794163
50.080002,-60.773479
50.16,-60.752022
50.240002,-60.729702
50.32,-60.706432
50.400002,-60.682114
50.48,-60.656631
50.560001,-60.629845
50.639999,-60.601589
50.720001,-60.571693
50.799999,-60.539925
50.880001,-60.506008
50.959999,-60.469601
51.040001,-60.430294
51.119999,-60.387558
51.200001,-60.340748
51.279999,-60.289013
51.360001,-60.231228
51.439999,-60.165894
51.52,-60.090977
51.599998,-60.003532
51.68,-59.899269
51.759998,-59.771679
51.84,-59.610241
51.919998,-59.396835
52.0,-59.097305
52.080002,-58.638561
52.16,-57.829311
52.240002,-55.94714
52.32,-44.277248
52.400002,-62.117722
52.48,-64.95813
52.560001,-64.485069
52.639999,-63.808319
52.720001,-63.219696
52.799999,-62.741043
52.880001,-62.353924
52.959999,-62.038158
53.040001,-61.777496
53.119999,-61.559452
53.200001,-61.374386
53.279999,-61.214817
53.360001,-61.074718
53.439999,-60.949238
53.52,-60.83429
53.599998,-60.726391
53.68,-60.62244
53.759998,-60.519485
53.84,-60.414532
53.919998,-60.304256
54.0,-60.18465
54.080002,-60.050407
54.16,-59.893826
54.240002,-59.70295
54.32,-59.457203
54.400002,-59.117641
54.48,-58.598804
54.560001,-57.666866
54.639999,-55.343777
54.720001,-25.704052
54.799999,-63.484753
54.880001,-64.883278
54.959999,-64.324432
55.040001,-63.656322
55.119999,-63.083874
55.200001,-62.61644
55.279999,-62.234722
55.360001,-61.919247
55.439999,-61.654449
55.52,-61.428288
55.599998,-61.231339
55.68,-61.056019
55.759998,-60.895985
55.84,-60.745724
55.919998,-60.600143
56.0,-60.454128
56.080002,-60.302025
56.16,-60.136841
56.240002,-59.94891
56.32,-59.723305
56.400002,-59.434284
56.48,-59.031372
56.560001,-58.397293
56.639999,-57.174717
56.720001,-53.407803
56.799999,-40.886833
56.880001,-64.550545
56.959999,-64.706772
57.040001,-64.058151
57.119999,-63.415264
57.200001,-62.876289
57.279999,-62.434574
57.360001,-62.069778
57.439999,-61.763721
57.52,-61.501987
57.599998,-61.273239
57.68,-61.068298
57.759998,-60.879383
57.84,-60.699482
57.919998,-60.521702
58.0,-60.338516
58.080002,-60.140648
58.16,-59.915047
58.240002,-59.640903
58.32,-59.280346
58.400002,-58.752693
58.48,-57.843483
58.560001,-55.70034
58.639999,-37.746223
58.720001,-62.87582
58.799999,-64.827927
58.880001,-64.317764
58.959999,-63.646347
59.040001,-63.059593
59.119999,-62.574753
59.200001,-62.17379
59.279999,-61.83712
59.360001,-61.548634
59.439999,-61.295513
59.52,-61.067265
59.599998,-60.854809
59.68,-60.649719
59.759998,-60.443123
59.84,-60.224651
59.919998,-59.980122
60.0,-59.687431
60.080002,-59.306564
60.16,-58.751904
60.240002,-57.792721
60.32,-55.477032
60.400002,-29.067656
60.48,-63.266197
60.560001,-64.787537
60.639999,-64.250488
60.720001,-63.581635
60.799999,-62.998886
60.880001,-62.515514
60.959999,-62.113224
61.040001,-61.772549
61.119999,-61.477386
61.200001,-61.214691
61.279999,-60.973446
61.360001,-60.743607
61.439999,-60.515076
61.52,-60.276131
61.599998,-60.01096
61.68,-59.695084
61.759998,-59.283596
61.84,-58.678497
61.919998,-57.603554
62.0,-54.796009
62.080002,-8.8132343
62.16,-63.933338
62.240002,-64.717239
62.32,-64.125359
62.400002,-63.464157
62.48,-62.894321
62.560001,-62.420174
62.639999,-62.022564
62.720001,-61.682343
62.799999,-61.383648
62.880001,-61.113285
62.959999,-60.859646
63.040001,-60.611374
63.119999,-60.355808
63.200001,-60.076519
63.279999,-59.748379
63.360001,-59.32608
63.439999,-58.711147
63.52,-57.6269
63.599998,-54.809486
63.68,-8.8297348
63.759998,-63.904968
63.84,-64.693825
63.919998,-64.104546
64.0,-63.442772
64.080002,-62.870373
64.160004,-62.392124
64.239998,-61.989002
64.32,-61.641727
64.400002,-61.334091
64.480003,-61.052338
64.559998,-60.78381
64.639999,-60.515572
64.720001,-60.231888
64.800003,-59.910587
64.879997,-59.514133
64.959999,-58.966434
65.040001,-58.073578
65.120003,-56.109604
65.199997,-44.348869
65.279999,-61.844959
65.360001,-64.728691
65.440002,-64.294334
65.519997,-63.621548
65.599998,-63.016102
65.68,-62.506809
65.760002,-62.077648
65.839996,-61.708553
65.919998,-61.38205
66.0,-61.083187
66.080002,-60.798164
66.160004,-60.512623
66.239998,-60.208973
66.32,-59.861557
66.400002,-59.425549
66.480003,-58.805622
66.559998,-57.739235
66.639999,-55.06908
66.720001,-6.8023996
66.800003,-63.678352
66.879997,-64.66729
66.959999,-64.098541
67.040001,-63.433117
67.120003,-62.851303
67.199997,-62.361488
67.279999,-61.944984
67.360001,-61.582165
67.440002,-61.255871
67.519997,-60.950817
67.599998,-60.652046
67.68,-60.342342
67.760002,-59.997993
67.839996,-59.580204
67.919998,-59.010754
68.0,-58.090206
68.080002,-56.064777
68.160004,-43.244789
68.239998,-62.037003
68.32,-64.687508
68.400002,-64.244118
68.480003,-63.571461
68.559998,-62.964287
68.639999,-62.450279
68.720001,-62.013309
68.800003,-61.633144
68.879997,-61.291569
68.959999,-60.972282
69.040001,-60.659317
69.120003,-60.333824
69.199997,-59.969891
69.279999,-59.523403
69.360001,-58.903061
69.440002,-57.863163
69.519997,-55.365322
69.599998,-17.934811
69.68,-63.364735
69.760002,-64.646118
69.839996,-64.105011
69.919998,-63.436035
70.0,-62.844135
70.080002,-62.342411
70.160004,-61.912666
70.239998,-61.534649
70.32,-61.190174
70.400002,-60.86232
70.480003,-60.533173
70.559998,-60.180187
70.639999,-59.768856
70.720001,-59.234264
70.800003,-58.423134
70.879997,-56.827316
70.959999,-50.698898
71.040001,-57.151878
71.120003,-64.577957
71.199997,-64.373596
71.279999,-63.709293
71.360001,-63.075878
71.440002,-62.533314
71.519997,-62.070446
71.599998,-61.666641
71.68,-61.302391
71.760002,-60.959713
71.839996,-60.620155
71.919998,-60.261395
72.0,-59.850193
72.080002,-59.325993
72.160004,-58.55032
72.239998,-57.084911
72.32,-52.13427
72.400002,-52.62096
72.480003,-64.477211
72.559998,-64.419312
72.639999,-63.765415
72.720001,-63.122131
72.800003,-62.567551
72.879997,-62.093468
72.959999,-61.679287
73.040001,-61.304913
73.120003,-60.951542
73.199997,-60.59959
73.279999,-60.224709
73.360001,-59.789761
73.440002,-59.224632
73.519997,-58.360611
73.599998,-56.615158
73.68,-48.976109
73.760002,-59.515709
73.839996,-64.587402
73.919998,-64.288704
74.0,-63.619358
74.080002,-62.990585
74.160004,-62.450378
74.239998,-61.985733
74.32,-61.575546
74.400002,-61.199581
74.480003,-60.838238
74.559998,-60.469727
74.639999,-60.064667
74.720001,-59.574062
74.800003,-58.895336
74.879997,-57.744007
74.959999,-54.813572
75.040001,-10.90181
75.120003,-63.78595
75.199997,-64.547272
75.279999,-63.966652
75.360001,-63.299995
75.440002,-62.710644
75.519997,-62.205128
75.599998,-61.764118
75.68,-61.366352
75.760002,-60.99144
75.839996,-60.617996
75.919998,-60.219051
76.0,-59.752792
76.080002,-59.137684
76.160004,-58.167873
76.239998,-56.0606
76.32,-42.042393
76.400002,-62.132664
76.480003,-64.588005
76.559998,-64.143616
76.639999,-63.469604
76.720001,-62.853394
76.800003,-62.322865
76.879997,-61.861744
76.959999,-61.44833
77.040001,-61.06155
77.120003,-60.679443
77.199997,-60.27512
77.279999,-59.807568
77.360001,-59.198486
77.440002,-58.25362
77.519997,-56.258221
77.599998,-44.942146
77.68,-61.529922
77.760002,-64.571541
77.839996,-64.167488
77.919998,-63.493683
78.0,-62.87104
78.080002,-62.333298
78.160004,-61.86496
78.239998,-61.444218
78.32,-61.049179
78.400002,-60.656971
78.480003,-60.238903
78.559998,-59.749859
78.639999,-59.101223
78.720001,-58.062706
78.800003,-55.707111
78.879997,-32.21233
78.959999,-62.873127
79.040001,-64.553596
79.120003,-64.054291
79.199997,-63.379948
79.279999,-62.768608
79.360001,-62.240017
79.440002,-61.77644
79.519997,-61.355515
79.599998,-60.954796
79.68,-60.549522
79.760002,-60.106499
79.839996,-59.569977
79.919998,-58.820198
80.0,-57.506886
