data_set_value_component_environment_variable_time,data_set_value_component_v_GK_variable_v_GK,data_set_value_component_v_GK_variable_V_GK_min,data_set_value_component_v_GK_variable_V_GK,data_set_value_component_v_GK_variable_Sgk,data_set_value_component_v_GK_variable_h_GK,data_set_value_component_v_PFK_variable_v_PFK,data_set_value_component_v_PFK_variable_V_PFK_min,data_set_value_component_v_PFK_variable_V_PFK,data_set_value_component_v_PFK_variable_Spfk,data_set_value_component_v_PFK_variable_Sfba,data_set_value_component_v_PFK_variable_Xpfk,data_set_value_component_v_PFK_variable_hx,data_set_value_component_v_PFK_variable_alpha,data_set_value_component_v_PFK_variable_h_PFK,data_set_value_component_v_PFK_variable_h_act,data_set_value_component_v_FBA_variable_v_FBA,data_set_value_component_v_FBA_variable_V_FBA_min,data_set_value_component_v_FBA_variable_V_FBA,data_set_value_component_v_FBA_variable_Qfba,data_set_value_component_v_FBA_variable_Sfba,data_set_value_component_v_FBA_variable_Pfba,data_set_value_component_v_FBA_variable_Keq_FBA,data_set_value_component_v_GAPDH_variable_v_GAPDH,data_set_value_component_v_GAPDH_variable_V_GAPDH_min,data_set_value_component_v_GAPDH_variable_V_GAPDH,data_set_value_component_v_GAPDH_variable_Sgapdh,data_set_value_component_Glc_variable_Glc,data_set_value_component_G6P_F6P_variable_G6P_F6P,data_set_value_component_F6P_variable_F6P,data_set_value_component_F6P_variable_Keq_GPI,data_set_value_component_FBP_variable_FBP,data_set_value_component_DHAP_G3P_variable_DHAP_G3P,data_set_value_component_DHAP_variable_DHAP,data_set_value_component_G3P_variable_G3P,data_set_value_component_G3P_variable_Keq_TPI,data_set_value_component_model_parameters_variable_min_to_sec,data_set_value_component_model_parameters_variable_dw_per_ml
0.0,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.015557290793029699,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.01554536454674593,25.0,0.138875,0.275,0.005,0.5,0.1,0.031046374491522234,250.0,1.38875,0.005,10.0,3.71728,0.8578338461538461,0.3,0.00063612,0.00262966,0.0025153258629017987,0.00011433413709820126,0.045455,60.0,0.3333
0.1,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.015582960930941296,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015571031261023025,25.0,0.138875,0.275,0.005,0.5,0.1,0.03109763024983844,250.0,1.38875,0.005,10.0,3.719020630343431,0.8582355300792534,0.3,0.0006373128813223096,0.002634100857746314,0.002519573638029675,0.00011452721971663888,0.045455,60.0,0.3333
0.2,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.015608648354417767,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015596705502292618,25.0,0.138875,0.275,0.005,0.5,0.1,0.031148934944828434,250.0,1.38875,0.005,10.0,3.720759011502168,0.8586366949620386,0.3,0.0006385066497737853,0.0026385462912287072,0.002523825789946681,0.00011472050128202639,0.045455,60.0,0.3333
0.30000000000000004,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.01563435412011803,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015622396567893125,25.0,0.138875,0.275,0.005,0.5,0.1,0.0312002807372511,250.0,1.38875,0.005,10.0,3.7224949077947587,0.859037286414175,0.3,0.0006397017335253262,0.0026429956221174847,0.0025280816698159984,0.00011491395230148622,0.045455,60.0,0.3333
0.4,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.015660078255239643,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015648106497588132,25.0,0.138875,0.275,0.005,0.5,0.1,0.03125166446557589,250.0,1.38875,0.005,10.0,3.724228244411283,0.8594372871718344,0.3,0.000640898227472483,0.002647448577267846,0.002532341016368802,0.00011510756089904391,0.045455,60.0,0.3333
0.5,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.015685820547781622,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.01567383474374817,25.0,0.138875,0.275,0.005,0.5,0.1,0.0313030854971919,250.0,1.38875,0.005,10.0,3.7259590176554718,0.8598366963820319,0.3,0.0006420961077157897,0.0026519051026358976,0.002536603777910955,0.00011530132472494248,0.045455,60.0,0.3333
0.6000000000000001,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.01571158091526364,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015699581266953123,25.0,0.138875,0.275,0.005,0.5,0.1,0.03135454336777636,250.0,1.38875,0.005,10.0,3.7276872184849514,0.8602355119580656,0.3,0.0006432953738215784,0.0026563651587485915,0.0025408699166856456,0.00011549524206294601,0.045455,60.0,0.3333
0.7000000000000001,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.015737359331868105,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015725345925537742,25.0,0.138875,0.275,0.005,0.5,0.1,0.03140603793039931,250.0,1.38875,0.005,10.0,3.7294128476125734,0.86063373406444,0.3,0.0006444960206936943,0.0026608287336341834,0.0025451394212416445,0.00011568931239253896,0.045455,60.0,0.3333
0.8,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.01576315554906116,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015751128430678142,25.0,0.138875,0.275,0.005,0.5,0.1,0.03145756794372589,250.0,1.38875,0.005,10.0,3.7311358881856407,0.8610313588120709,0.3,0.0006456980362039239,0.0026652957204433753,0.00254941218937532,0.00011588353106805519,0.045455,60.0,0.3333
0.9,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.01578896976660919,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.015776928945644884,25.0,0.138875,0.275,0.005,0.5,0.1,0.031509134333599476,250.0,1.38875,0.005,10.0,3.732856352980815,0.8614283891494188,0.3,0.000646901429547121,0.00266976620018263,0.0025536882985710816,0.00011607790161154852,0.045455,60.0,0.3333
1.0,0.03298086174809976,10.0,0.055549999999999995,8.0,1.7,0.01581480199123448,100.0,0.5555,4.0,0.005,0.01,2.5,5.0,2.5,1.0,0.01580274743869304,25.0,0.138875,0.275,0.005,0.5,0.1,0.03156073709128221,250.0,1.38875,0.005,10.0,3.734574241998097,0.8618248250764838,0.3,0.0006481062007232856,0.002674240172851949,0.00255796774882893,0.00011627242402301901,0.045455,60.0,0.3333
