Fe1Tf,Fe1Tf_0,Fe2Tf,Fe2Tf_,Fe2Tf_0,FeBM,FeBM_0,FeDuo,FeDuo_0,FeLiver,FeLiver_0,FeOutside,FeOutside_0,FeRBC,FeRBC_0,FeRest,FeRest_0,FeSpleen,FeSpleen_0,Hepcidin,NTBI,NTBI_0,Tf,Time
0.0,9.35334724058915e-06,0.0,0.0,1.35248196757048e-05,0.0030378361484431904,0.0,0.0,0.0117590568706314,0.0,0.00200010981212238,0.0,0.0,0.0,0.0379799887571665,0.0,0.000286841656341217,0.0,0.00394239990123767,2.30017456622937e-08,0.0,3.3311210465159e-08,1.5821833083706e-05,0.0
-7.328078550605629e-32,9.353347240588388e-06,-9.548927513767933e-32,-3.292606784477672e-47,1.352481967570525e-05,0.003037836148443193,-6.0315322353279265e-31,-1.8665005944178222e-31,0.011759056870631392,-5.1702513265794354e-31,0.002000109812122381,5.303050741723687e-32,0.0,6.631490884112315e-30,0.03797998875716649,5.175268543045065e-32,0.00028684165634121697,6.713278844387621e-31,0.0039423999012376705,2.3001745662293693e-08,3.300526661662519e-36,3.331121046515899e-08,1.5821833083706295e-05,17.0
-9.27488102964314e-33,9.353347240588376e-06,-9.668731364737013e-33,-7.242378519014746e-47,1.352481967570526e-05,0.0030378361484431947,2.4599971118878055e-30,-1.1147638833849003e-31,0.011759056870631382,-6.262382871006515e-31,0.002000109812122382,1.076063548923534e-31,0.0,1.385247400765691e-29,0.03797998875716648,1.3332112840855397e-31,0.00028684165634121697,1.5178131921495257e-30,0.00394239990123767,2.300174566229369e-08,8.895253755198892e-36,3.3311210465159e-08,1.5821833083706298e-05,34.0
1.0447843395606702e-09,9.351968827944831e-06,3.022431055983076e-09,1.688686370987679e-13,1.3523959377373338e-05,0.0030378295470211538,3.416177281141516e-07,3.142956749526194e-08,0.011759086711244713,3.4884145769123414e-07,0.0020001357044995816,2.0856950365325446e-08,0.0,4.10309192892617e-06,0.03797994923161611,4.756943752656586e-08,0.00028684142865596947,4.2677638421627983e-07,0.003942500039965954,2.300174566229369e-08,3.7213423528154285e-12,3.331400182069512e-08,1.582000442354613e-05,51.0
9.4341254311579e-10,9.352100743791335e-06,2.728979087472756e-09,1.376681603666442e-13,1.3524055090776948e-05,0.003037832173538771,3.078789658922147e-07,2.6543110566070517e-08,0.011759074126795147,2.5955372131898304e-07,0.0020001400245399942,3.767336160769558e-08,0.0,4.079180582975381e-06,0.037979941684547866,3.739751519940172e-08,0.0002868415294785334,4.223739528951023e-07,0.003942498307136896,2.300174566229369e-08,3.360313998469746e-12,3.3313767385206e-08,1.5820171649262073e-05,68.0
8.730241204404074e-10,9.35219315337887e-06,2.5252754257475905e-09,1.1788230977882857e-13,1.352411617421508e-05,0.003037833131482759,2.846419201103626e-07,2.446911745940876e-08,0.011759072417294524,2.165029861812465e-07,0.0020001379304024794,5.141597656525134e-08,0.0,3.949918022926369e-06,0.03797994325555628,3.170321802486789e-08,0.00028684161143360966,4.0817633471585214e-07,0.003942495100194032,2.300174566229369e-08,3.109602469310514e-12,3.331358854509595e-08,1.5820292268107774e-05,85.0
8.176364165866138e-10,9.35226623713507e-06,2.365016374688056e-09,1.0339462710151599e-13,1.3524161793481866e-05,0.0030378334872868265,2.6646163018338015e-07,2.2877093192509393e-08,0.011759071375615097,1.927777446954838e-07,0.0020001350250007256,6.3377199351224e-08,0.0,3.779781410632468e-06,0.03797994671183215,2.824270435849279e-08,0.00028684165106368953,3.902374014301606e-07,0.003942491131436234,2.300174566229369e-08,2.9123055999595203e-12,3.3313440526595304e-08,1.5820389226329838e-05,102.0
7.702034541701876e-10,9.352328950174843e-06,2.2277913484161367e-09,9.174396350125484e-14,1.352420001243675e-05,0.0030378336529324045,2.509479454231497e-07,2.1532010912481724e-08,0.011759070503767887,1.773831355233308e-07,0.002000132576049151,7.420149359432409e-08,0.0,3.5971870589600677e-06,0.03797995000074916,2.5899476904091742e-08,0.00028684166428904123,3.712260554474835e-07,0.003942486851433098,2.300174566229369e-08,2.743337369082181e-12,3.331331125164871e-08,1.582047296398719e-05,119.0
7.275314538207032e-10,9.35238539898792e-06,2.104349045214689e-09,8.185833638504678e-14,1.3524234179113678e-05,0.0030378337659569894,2.3701877232016644e-07,2.033094102590125e-08,0.011759069729797114,1.657702846443183e-07,0.0020001306751450143,8.421370915442016e-08,0.0,3.414571696379617e-06,0.037979952748222925,2.4126997534901416e-08,0.00028684166567795853,3.523082110652639e-07,0.003942482518748751,2.300174566229369e-08,2.591326684769609e-12,3.331319432213024e-08,1.582054847269698e-05,136.0
6.881320553098826e-10,9.352437519224288e-06,1.990378428965382e-09,7.323145768952419e-14,1.3524265711317293e-05,0.003037833867472014,2.2417080078516015e-07,1.9226193113357627e-08,0.01175906902230172,1.5603024624782783e-07,0.002000129175334589,9.35829130804636e-08,0.0,3.237239537925886e-06,0.03797995502397218,2.2660316778101906e-08,0.000286841663109812,3.3397860629902227e-07,0.003942478270266279,2.300174566229369e-08,2.45097413024408e-12,3.3313086328294713e-08,1.5820618198903046e-05,153.0
6.512776592983749e-10,9.352486266855049e-06,1.883772203854646e-09,6.559679372836154e-14,1.3524295239032128e-05,0.0030378339673738145,2.1215877257377287e-07,1.819476500568001e-08,0.01175906836489221,1.47345073812547e-07,0.0020001279355547044,1.0240279164884217e-07,0.0,3.067308297856841e-06,0.03797995696330634,2.137129232191889e-08,0.00028684165992339417,3.1643209217335313e-07,0.003942474172941502,2.300174566229369e-08,2.3196887616603736e-12,3.331298541367508e-08,1.5820683391823827e-05,170.0
6.165831799193915e-10,9.35253215191095e-06,1.7834152350470635e-09,5.879352214732295e-14,1.3524323069017229e-05,0.003037834066578573,2.0085353338052276e-07,1.7224676715453102e-08,0.0117590677485147,1.3935238741114462e-07,0.002000126861556555,1.1073055647680695e-07,0.0,2.9054759703732487e-06,0.03797995867366107,2.0197411570331574e-08,0.0002868416572188776,2.997299749448035e-07,0.003942470255879725,2.300174566229369e-08,2.1960990724886265e-12,3.331289051579547e-08,1.5820744735051905e-05,187.0
5.838216411303303e-10,9.352575476523942e-06,1.688650375483196e-09,5.271123644346159e-14,1.3524349372040792e-05,0.0030378341639869548,1.9017947418625534e-07,1.630904706424847e-08,0.011759067167851672,1.3188490515049197e-07,0.0020001258973604634,1.1860540075743767e-07,0.0,2.751806598779753e-06,0.037979960225513795,1.910766975856887e-08,0.00028684165518141436,2.838740313907572e-07,0.003942466528415913,2.300174566229369e-08,2.07939649097079e-12,3.3312800978462415e-08,1.5820802639899542e-05,204.0
5.528393738895691e-10,9.352616445505433e-06,1.5990328138968978e-09,4.726478227669863e-14,1.3524374261929971e-05,0.0030378342585520774,1.800857700683861e-07,1.5443335178220992e-08,0.011759066619471013,1.2485785702925017e-07,0.0020001250115496056,1.260574678334476e-07,0.0,2.6060932051435235e-06,0.03797996166126918,1.8085908863436678e-08,0.00028684165370427585,2.688407030746025e-07,0.003942462990003089,2.300174566229369e-08,1.9690334676373176e-12,3.331271635217751e-08,1.582085738630826e-05,221.0
5.235189091149928e-10,9.352655215256542e-06,1.5142225870872172e-09,4.238399526512702e-14,1.352439782661464e-05,0.0030378343496107723,1.7053380139560994e-07,1.4624149658230116e-08,0.011759066100923995,1.1822319969238463e-07,0.002000124186573648,1.3311201349783782e-07,0.0,2.468016615764725e-06,0.03797996300588653,1.7123083195414535e-08,0.00028684165263141996,2.545960609754845e-07,0.003942459635331791,2.300174566229369e-08,1.8645913692834746e-12,3.33126362962216e-08,1.5820909187448856e-05,238.0
4.957613237289726e-10,9.352691917238804e-06,1.4339334417968657e-09,3.800838696594591e-14,1.352442014169213e-05,0.0030378344368487465,1.6149117191510963e-07,1.3848673558787783e-08,0.011759065610258078,1.1194888372542079e-07,0.00200012341231507,1.3979146355629354e-07,0.0,2.337220178714708e-06,0.037979964274222226,1.6213474599692927e-08,0.00028684165183626517,2.4110284154734755e-07,0.003942456457013966,2.3001745662293693e-08,1.7657176255490303e-12,3.331256052839215e-08,1.582095822150934e-05,255.0
4.694790525808176e-10,9.352726667625096e-06,1.3579120137579227e-09,3.4085053512095075e-14,1.3524441275240748e-05,0.003037834520170509,1.5292927565336648e-07,1.3114436632434421e-08,0.011759065145816712,1.0601109396613252e-07,0.0020001226826826574,1.4611630559876018e-07,0.0,2.2133390882025696e-06,0.03797996547540313,1.53531015568603e-08,0.00028684165122827923,2.2832320297771143e-07,0.003942453446811372,2.3001745662293693e-08,1.6721001368504637e-12,3.3312488802458e-08,1.5821004645201707e-05,272.0
