Time,mwd805cc43_4a96_472f_a894_c119a6aa895f,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_14,parameter_15,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,mw0dac359a_a4cd_40bf_97a0_45006cef2a7c,mw44539b83_caa2_4da5_bae0_a8dcf7439431,mw97ca2b6b_8c30_48ef_80cb_5ce4ebaa420f,mw18c30692_65ff_4c7a_b820_079f8ddd9b33,mwf3ceaa7c_ebe4_4e1b_842a_b4446b0aa527
2.32,0.03173048986904217,0.00015142807192647378,7.509964110469389e-06,7.509964110469389e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369018047469,1.5000000000000094e-05,0.00015,0.03189698986904217,0.052,1.0,6.634204850084659e-07,6.696496177919217e-07,3.4874386642863804e-09
2.33,0.0317304886711421,0.00015142807192374333,7.509991502243154e-06,7.509991502243154e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01036908541743329,1.5000000000000094e-05,0.00015,0.0318969886711421,0.052,1.0,6.634250391331244e-07,6.696539674399577e-07,3.497025785103913e-09
2.34,0.03173048747328199,0.00015142807192101634,7.510018794489872e-06,7.510018794489872e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01036915254279757,1.5000000000000094e-05,0.00015,0.03189698747328199,0.052,1.0,6.634295767231543e-07,6.696583012956935e-07,3.506578071455247e-09
2.35,0.03173048627546168,0.00015142807191828936,7.5100459876204204e-06,7.510045987620421e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369219424570364,1.5000000000000094e-05,0.00015,0.03189698627546168,0.052,1.0,6.634340978467303e-07,6.696626194242278e-07,3.516095667147386e-09
2.36,0.03173048507768102,0.00015142807191556237,7.510073082045682e-06,7.510073082045682e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369286063760223,1.5000000000000094e-05,0.00015,0.03189698507768102,0.052,1.0,6.634386025720291e-07,6.696669218906764e-07,3.525578715988724e-09
2.37,0.031730483879939826,0.00015142807191283886,7.510100078176535e-06,7.510100078176536e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369352461375717,1.5000000000000094e-05,0.00015,0.031896983879939826,0.052,1.0,6.634430909672283e-07,6.696712087601723e-07,3.535027361787654e-09
2.38,0.031730482682237944,0.0001514280719101084,7.51012697642386e-06,7.51012697642386e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01036941861842542,1.5000000000000094e-05,0.00015,0.031896982682237944,0.052,1.0,6.63447563100506e-07,6.696754800977868e-07,3.5444417483511804e-09
2.39,0.03173048148457521,0.0001514280719073849,7.510153777198536e-06,7.510153777198536e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369484535917937,1.5000000000000094e-05,0.00015,0.03189698148457521,0.052,1.0,6.634520190400426e-07,6.696797359687005e-07,3.5538220194876964e-09
2.4,0.03173048028695146,0.0001514280719046579,7.510180480911444e-06,7.510180480911444e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369550214861896,1.5000000000000094e-05,0.00015,0.03189698028695146,0.052,1.0,6.634564588540195e-07,6.696839764379887e-07,3.5631683190055955e-09
2.41,0.03173047908936652,0.00015142807190193092,7.5102070879734624e-06,7.510207087973462e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369615656265927,1.5000000000000094e-05,0.00015,0.03189697908936652,0.052,1.0,6.634608826106187e-07,6.696882015707879e-07,3.5724807907118816e-09
2.42,0.03173047789182023,0.00015142807189920393,7.510233598795471e-06,7.510233598795471e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01036968086113869,1.5000000000000094e-05,0.00015,0.03189697789182023,0.052,1.0,6.63465290378024e-07,6.696924114322207e-07,3.5817595784149483e-09
2.43,0.03173047669431243,0.00015142807189647695,7.510260013788352e-06,7.510260013788352e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369745830488861,1.5000000000000094e-05,0.00015,0.03189697669431243,0.052,1.0,6.634696822244203e-07,6.696966060874115e-07,3.591004825923189e-09
2.44,0.03173047549684294,0.00015142807189374996,7.510286333362983e-06,7.510286333362983e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01036981056532513,1.5000000000000094e-05,0.00015,0.03189697549684294,0.052,1.0,6.634740582179939e-07,6.697007856014851e-07,3.600216677044071e-09
2.45,0.031730474299411615,0.00015142807189102644,7.510312557930243e-06,7.510312557930244e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369875066656207,1.5000000000000094e-05,0.00015,0.031896974299411615,0.052,1.0,6.634784184269315e-07,6.697049500395834e-07,3.609395275585524e-09
2.46,0.031730473102018285,0.00015142807188829946,7.5103386879010145e-06,7.510338687901014e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010369939335490817,1.5000000000000094e-05,0.00015,0.031896973102018285,0.052,1.0,6.634827629194218e-07,6.697090994668025e-07,3.6185407653550158e-09
2.47,0.03173047190466278,0.00015142807188557594,7.510364723686176e-06,7.510364723686175e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370003372837708,1.5000000000000094e-05,0.00015,0.03189697190466278,0.052,1.0,6.634870917636546e-07,6.697132339483021e-07,3.6276532901614027e-09
2.48,0.03173047070734493,0.00015142807188284896,7.510390665696606e-06,7.510390665696606e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370067179705643,1.5000000000000094e-05,0.00015,0.03189697070734493,0.052,1.0,6.634914050278204e-07,6.697173535491812e-07,3.636732993812152e-09
2.49,0.031730469510064585,0.00015142807188012197,7.510416514343187e-06,7.510416514343187e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370130757103399,1.5000000000000094e-05,0.00015,0.031896969510064585,0.052,1.0,6.634957027801117e-07,6.697214583345857e-07,3.645780020115657e-09
2.5,0.031730468312821565,0.00015142807187739846,7.510442270036796e-06,7.510442270036797e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370194106039772,1.5000000000000094e-05,0.00015,0.031896968312821565,0.052,1.0,6.634999850887208e-07,6.697255483696626e-07,3.654794512878922e-09
2.5100000000000002,0.031730467115615724,0.00015142807187467147,7.510467933188316e-06,7.510467933188316e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370257227523577,1.5000000000000094e-05,0.00015,0.031896967115615724,0.052,1.0,6.635042520218427e-07,6.697296237195144e-07,3.663776615910803e-09
2.52,0.031730465918446873,0.00015142807187194796,7.510493504208624e-06,7.510493504208623e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370320122563642,1.5000000000000094e-05,0.00015,0.03189696591844687,0.052,1.0,6.635085036476724e-07,6.697336844493056e-07,3.6727264730183045e-09
2.5300000000000002,0.03173046472131487,0.00015142807186922097,7.510518983508601e-06,7.510518983508602e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370382792168821,1.5000000000000094e-05,0.00015,0.03189696472131487,0.052,1.0,6.635127400344069e-07,6.697377306241412e-07,3.681644228010746e-09
2.54,0.03173046352422521,0.00015142807186649399,7.510544357281763e-06,7.510544357281763e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370445202378405,1.5000000000000094e-05,0.00015,0.03189696352422521,0.052,1.0,6.635169588863447e-07,6.697417600514045e-07,3.6905250486170447e-09
2.5500000000000003,0.031730462327174844,0.000151428071863767,7.5105696332136225e-06,7.510569633213622e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037050737209402,1.5000000000000094e-05,0.00015,0.031896962327174844,0.052,1.0,6.635211614812118e-07,6.697457739514562e-07,3.6993716247679365e-09
2.56,0.03173046113016131,0.00015142807186104348,7.5105948174374805e-06,7.51059481743748e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370569316399583,1.5000000000000094e-05,0.00015,0.03189696113016131,0.052,1.0,6.635253488386617e-07,6.697497732981868e-07,3.70818610311821e-09
2.57,0.03173045993318444,0.0001514280718583165,7.510619910340675e-06,7.510619910340675e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037063103624609,1.5000000000000094e-05,0.00015,0.03189695993318444,0.052,1.0,6.635295210229803e-07,6.697537581529653e-07,3.7169686192364816e-09
2.58,0.0317304587362441,0.00015142807185559298,7.510644912310543e-06,7.510644912310542e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037069253258453,1.5000000000000094e-05,0.00015,0.0318969587362441,0.052,1.0,6.635336780984532e-07,6.69757728577222e-07,3.725719308689977e-09
2.59,0.031730457539340125,0.00015142807185286947,7.5106698237344185e-06,7.510669823734418e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370753806365922,1.5000000000000094e-05,0.00015,0.031896957539340125,0.052,1.0,6.635378201293678e-07,6.697616846323434e-07,3.734438307046386e-09
2.6,0.03173045634247235,0.00015142807185014595,7.510694644999639e-06,7.510694644999639e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103708148585413,1.5000000000000094e-05,0.00015,0.03189695634247235,0.052,1.0,6.635419471800126e-07,6.697656263797314e-07,3.74312574987386e-09
2.61,0.03173045514564064,0.00015142807184741897,7.510719376493542e-06,7.510719376493543e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037087569006171,1.5000000000000094e-05,0.00015,0.03189695514564064,0.052,1.0,6.635460593146766e-07,6.697695538807744e-07,3.75178177274009e-09
2.62,0.03173045394884483,0.00015142807184469545,7.510744018603464e-06,7.510744018603463e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370936301878214,1.5000000000000094e-05,0.00015,0.03189695394884483,0.052,1.0,6.635501565976505e-07,6.697734671969071e-07,3.760406511212302e-09
2.63,0.031730452752084755,0.00015142807184196846,7.5107685717167396e-06,7.51076857171674e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010370996694941894,1.5000000000000094e-05,0.00015,0.031896952752084755,0.052,1.0,6.635542390932259e-07,6.697773663895045e-07,3.76900010085911e-09
2.64,0.03173045155536028,0.00015142807183924495,7.510793036220706e-06,7.510793036220706e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371056870203838,1.5000000000000094e-05,0.00015,0.03189695155536028,0.052,1.0,6.635583068656951e-07,6.69781251520003e-07,3.777562677247279e-09
2.65,0.031730450358671225,0.00015142807183652143,7.5108174125027e-06,7.5108174125027e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371116828615155,1.5000000000000094e-05,0.00015,0.031896950358671225,0.052,1.0,6.635623599793516e-07,6.697851226497949e-07,3.786094375944961e-09
2.66,0.03173044916201745,0.00015142807183379792,7.510841700950058e-06,7.510841700950058e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371176571126975,1.5000000000000094e-05,0.00015,0.03189694916201745,0.052,1.0,6.635663984984903e-07,6.697889798402887e-07,3.794595332520308e-09
2.67,0.031730447965398804,0.00015142807183107093,7.510865901950115e-06,7.510865901950116e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371236098690437,1.5000000000000094e-05,0.00015,0.031896947965398804,0.052,1.0,6.635704224874066e-07,6.69792823152878e-07,3.803065682540547e-09
2.68,0.03173044676881512,0.00015142807182834742,7.51089001589021e-06,7.510890015890209e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371295412256688,1.5000000000000094e-05,0.00015,0.03189694676881512,0.052,1.0,6.635744320103973e-07,6.697966526490039e-07,3.811505561573367e-09
2.69,0.031730445572266244,0.0001514280718256239,7.5109140431576775e-06,7.510914043157678e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371354512776912,1.5000000000000094e-05,0.00015,0.031896945572266244,0.052,1.0,6.635784271317602e-07,6.698004683900626e-07,3.8199151051873835e-09
2.7,0.03173044437575202,0.00015142807182290038,7.510937984139854e-06,7.510937984139854e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037141340120228,1.5000000000000094e-05,0.00015,0.03189694437575202,0.052,1.0,6.635824079157935e-07,6.698042704374656e-07,3.828294448948897e-09
2.71,0.03173044317927231,0.00015142807182017687,7.5109618392240765e-06,7.510961839224077e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371472078483997,1.5000000000000094e-05,0.00015,0.03189694317927231,0.052,1.0,6.635863744267975e-07,6.698080588526266e-07,3.836643728426985e-09
2.72,0.031730441982826936,0.00015142807181745335,7.510985608797681e-06,7.510985608797681e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371530545573278,1.5000000000000094e-05,0.00015,0.031896941982826936,0.052,1.0,6.635903267290724e-07,6.698118336969593e-07,3.8449630791884126e-09
2.73,0.03173044078641575,0.00015142807181472984,7.511009293248004e-06,7.511009293248003e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037158880342135,1.5000000000000094e-05,0.00015,0.03189694078641575,0.052,1.0,6.635942648869202e-07,6.69815595031879e-07,3.853252636801331e-09
2.74,0.03173043959003861,0.00015142807181200285,7.511032892962382e-06,7.511032892962382e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371646852979461,1.5000000000000094e-05,0.00015,0.03189693959003861,0.052,1.0,6.635981889646437e-07,6.698193429187865e-07,3.861512536833893e-09
2.75,0.03173043839369534,0.0001514280718092828,7.511056408328152e-06,7.511056408328152e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371704695198868,1.5000000000000094e-05,0.00015,0.03189693839369534,0.052,1.0,6.636020990265463e-07,6.698230774191445e-07,3.869742914853325e-09
2.7600000000000002,0.03173043719738579,0.00015142807180655582,7.511079839732649e-06,7.511079839732649e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371762331030838,1.5000000000000094e-05,0.00015,0.03189693719738579,0.052,1.0,6.636059951369326e-07,6.698267985943096e-07,3.877943906427316e-09
2.77,0.031730436001109814,0.0001514280718038323,7.511103187563211e-06,7.511103187563211e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371819761426666,1.5000000000000094e-05,0.00015,0.031896936001109814,0.052,1.0,6.636098773601086e-07,6.698305065057466e-07,3.886115647124019e-09
2.7800000000000002,0.031730434804867244,0.00015142807180111226,7.511126452207173e-06,7.511126452207173e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371876987337646,1.5000000000000094e-05,0.00015,0.031896934804867244,0.052,1.0,6.636137457603805e-07,6.69834201214875e-07,3.89425827251066e-09
2.79,0.03173043360865794,0.00015142807179838874,7.511149634051872e-06,7.511149634051872e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103719340097151,1.5000000000000094e-05,0.00015,0.03189693360865794,0.052,1.0,6.63617600402056e-07,6.698378827830852e-07,3.902371918155392e-09
2.8000000000000003,0.03173043241248173,0.00015142807179566523,7.5111727334846446e-06,7.511172733484645e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010371990829510354,1.5000000000000094e-05,0.00015,0.03189693241248173,0.052,1.0,6.636214413494439e-07,6.698415512718136e-07,3.910456719625904e-09
2.81,0.03173043121633847,0.0001514280717929417,7.511195750892826e-06,7.511195750892827e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037204744767475,1.5000000000000094e-05,0.00015,0.03189693121633847,0.052,1.0,6.63625268666853e-07,6.698452067424827e-07,3.918512812489422e-09
2.82,0.031730430020228004,0.0001514280717902182,7.511218686663755e-06,7.511218686663756e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372103865159653,1.5000000000000094e-05,0.00015,0.031896930020228004,0.052,1.0,6.636290824185943e-07,6.698488492565163e-07,3.926540332314562e-09
2.83,0.03173042882415018,0.00015142807178749468,7.511241541184766e-06,7.511241541184766e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372160082916424,1.5000000000000094e-05,0.00015,0.03189692882415018,0.052,1.0,6.636328826689788e-07,6.69852478875338e-07,3.934539414668087e-09
2.84,0.03173042762810482,0.00015142807178477116,7.511264314843196e-06,7.511264314843196e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01037221610189646,1.5000000000000094e-05,0.00015,0.03189692762810482,0.052,1.0,6.63636669482319e-07,6.698560956603736e-07,3.942510195118612e-09
2.85,0.03173042643209179,0.00015142807178205112,7.5112870080263816e-06,7.511287008026382e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372271923051153,1.5000000000000094e-05,0.00015,0.03189692643209179,0.052,1.0,6.636404429229282e-07,6.698596996730641e-07,3.950452809233828e-09
2.86,0.03173042523611093,0.0001514280717793276,7.511309621121659e-06,7.51130962112166e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372327547331918,1.5000000000000094e-05,0.00015,0.03189692523611093,0.052,1.0,6.636442030551203e-07,6.698632909748057e-07,3.95836739258096e-09
2.87,0.03173042404016209,0.00015142807177660408,7.511332154516365e-06,7.511332154516365e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372382975690177,1.5000000000000094e-05,0.00015,0.03189692404016209,0.052,1.0,6.636479499432103e-07,6.698668696270413e-07,3.966254080727698e-09
2.88,0.031730422844245106,0.00015142807177388057,7.5113546085978344e-06,7.511354608597835e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372438209077376,1.5000000000000094e-05,0.00015,0.031896922844245106,0.052,1.0,6.636516836515145e-07,6.698704356911999e-07,3.974113009242194e-09
2.89,0.03173042164835982,0.00015142807177115705,7.511376983753406e-06,7.511376983753406e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372493248444966,1.5000000000000094e-05,0.00015,0.03189692164835982,0.052,1.0,6.636554042443496e-07,6.69873989228711e-07,3.981944313692138e-09
2.9,0.03173042045250609,0.000151428071768437,7.511399280370414e-06,7.511399280370415e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372548094744414,1.5000000000000094e-05,0.00015,0.03189692045250609,0.052,1.0,6.636591117860335e-07,6.698775303010202e-07,3.989748129645219e-09
2.91,0.031730419256683746,0.0001514280717657135,7.5114214988361965e-06,7.511421498836196e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372602748927194,1.5000000000000094e-05,0.00015,0.031896919256683746,0.052,1.0,6.636628063408843e-07,6.698810589695278e-07,3.997524592668663e-09
2.92,0.03173041806089264,0.00015142807176298997,7.51144363953809e-06,7.51144363953809e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372657211944813,1.5000000000000094e-05,0.00015,0.03189691806089264,0.052,1.0,6.636664879732227e-07,6.698845752956819e-07,4.005273838331549e-09
2.93,0.03173041686513262,0.00015142807176026993,7.511465702863428e-06,7.511465702863429e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010372711484748762,1.5000000000000094e-05,0.00015,0.03189691686513262,0.052,1.0,6.636701567473681e-07,6.6988807934093e-07,4.012996002200178e-09
