mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mwd805cc43_4a96_472f_a894_c119a6aa895f,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,Time
0.0,7.5e-06,0.0001514280725624685,0.03173076923076923,7.5e-08,0.0
0.0,7.500062757659909e-06,0.0001514280725597103,0.03173076801867424,7.500062757659909e-08,0.01
0.0,7.500125287608287e-06,0.00015142807255694862,0.031730766806670606,7.500125287608287e-08,0.02
0.0,7.500187668743402e-06,0.0001514280725541904,0.03173076559472667,7.500187668743402e-08,0.03
0.0,7.500249868679633e-06,0.0001514280725514322,0.03173076438285542,7.500249868679633e-08,0.04
0.0,7.500311778965332e-06,0.000151428072548674,0.03173076317110038,7.500311778965332e-08,0.05
0.0,7.500373493146177e-06,0.00015142807254591578,0.03173076195942401,7.500373493146177e-08,0.06
0.0,7.500435011222166e-06,0.0001514280725431541,0.031730760747826305,7.500435011222166e-08,0.07
0.0,7.5004963331933e-06,0.00015142807254039936,0.031730759536307274,7.500496333193301e-08,0.08
0.0,7.500557459059578e-06,0.00015142807253764115,0.03173075832486691,7.500557459059578e-08,0.09
0.0,7.5006183668286555e-06,0.00015142807253488294,0.03173075711351405,7.500618366828655e-08,0.1
0.0,7.500679029390784e-06,0.00015142807253212473,0.03173075590225958,7.500679029390784e-08,0.11
0.0,7.500739484206916e-06,0.00015142807252936652,0.03173075469108844,7.500739484206917e-08,0.12
0.0,7.500799731277054e-06,0.0001514280725266083,0.031730753480000665,7.500799731277054e-08,0.13
0.0,7.500859770601196e-06,0.00015142807252385357,0.031730752268996215,7.500859770601195e-08,0.14
0.0,7.5009196021793425e-06,0.00015142807252109536,0.03173075105807512,7.500919602179342e-08,0.15
0.0,7.500979226011494e-06,0.00015142807251834062,0.03173074984723737,7.500979226011495e-08,0.16
0.0,7.50103864209765e-06,0.00015142807251558588,0.03173074863648297,7.50103864209765e-08,0.17
0.0,7.501097850437811e-06,0.00015142807251282767,0.031730747425811896,7.501097850437811e-08,0.18
0.0,7.501156851031976e-06,0.00015142807251007293,0.03173074621522418,7.501156851031977e-08,0.19
0.0,7.501215643880146e-06,0.00015142807250731471,0.03173074500471981,7.501215643880147e-08,0.2
0.0,7.501274260494633e-06,0.00015142807250455997,0.0317307437942862,7.501274260494633e-08,0.21
0.0,7.501332679155374e-06,0.00015142807250180523,0.03173074258393201,7.501332679155373e-08,0.22
0.0,7.501390893659022e-06,0.0001514280724990505,0.03173074137365974,7.501390893659021e-08,0.23
0.0,7.501448904005579e-06,0.00015142807249629575,0.031730740163469384,7.501448904005579e-08,0.24
0.0,7.501506710195044e-06,0.00015142807249353754,0.03173073895336093,7.501506710195044e-08,0.25
0.0,7.501564312227418e-06,0.00015142807249078627,0.031730737743334396,7.501564312227417e-08,0.26
0.0,7.501621710102699e-06,0.00015142807248803153,0.031730736533389765,7.501621710102699e-08,0.27
0.0,7.501678903820889e-06,0.0001514280724852768,0.031730735323527055,7.50167890382089e-08,0.28
0.0,7.5017358933819875e-06,0.00015142807248252205,0.031730734113746245,7.501735893381988e-08,0.29
0.0,7.501792678785994e-06,0.0001514280724797673,0.031730732904047355,7.501792678785994e-08,0.3
0.0,7.501849260032909e-06,0.00015142807247701257,0.03173073169443037,7.50184926003291e-08,0.31
0.0,7.501905637122733e-06,0.0001514280724742613,0.0317307304848953,7.501905637122733e-08,0.32
0.0,7.501961810055464e-06,0.00015142807247150655,0.03173072927544215,7.501961810055464e-08,0.33
0.0,7.502017778831104e-06,0.0001514280724687518,0.0317307280660709,7.502017778831104e-08,0.34
0.0,7.502073543449652e-06,0.00015142807246600054,0.031730726856781556,7.502073543449652e-08,0.35000000000000003
0.0,7.502129103911108e-06,0.00015142807246324927,0.031730725647574134,7.502129103911109e-08,0.36
0.0,7.502184460215473e-06,0.00015142807246049453,0.03173072443844862,7.502184460215473e-08,0.37
0.0,7.502239612362746e-06,0.00015142807245774326,0.03173072322940501,7.502239612362747e-08,0.38
0.0,7.502294560352928e-06,0.00015142807245498852,0.031730722020443324,7.502294560352927e-08,0.39
0.0,7.502349304186018e-06,0.00015142807245223724,0.031730720811563536,7.502349304186018e-08,0.4
0.0,7.502403968527572e-06,0.00015142807244948597,0.03173071960271574,7.502403968527572e-08,0.41000000000000003
0.0,7.502458580497845e-06,0.0001514280724467347,0.031730718393889065,7.502458580497845e-08,0.42
0.0,7.502513002329836e-06,0.00015142807244398343,0.03173071718513869,7.502513002329835e-08,0.43
0.0,7.502567234023543e-06,0.00015142807244123216,0.0317307159764646,7.502567234023543e-08,0.44
0.0,7.502621275578967e-06,0.00015142807243847742,0.03173071476786682,7.502621275578967e-08,0.45
0.0,7.502675126996107e-06,0.00015142807243572615,0.03173071355934533,7.502675126996107e-08,0.46
0.0,7.5027287882749655e-06,0.00015142807243297834,0.031730712350900143,7.502728788274965e-08,0.47000000000000003
0.0,7.502782259415541e-06,0.0001514280724302236,0.031730711142531245,7.502782259415541e-08,0.48
0.0,7.502835540417833e-06,0.0001514280724274758,0.03173070993423864,7.502835540417833e-08,0.49
0.0,7.502888631281842e-06,0.00015142807242472453,0.03173070872602234,7.502888631281843e-08,0.5
0.0,7.502941532007568e-06,0.00015142807242197326,0.03173070751788234,7.502941532007568e-08,0.51
0.0,7.502994242595012e-06,0.000151428072419222,0.03173070630981863,7.502994242595012e-08,0.52
0.0,7.503046763044171e-06,0.00015142807241647072,0.03173070510183122,7.503046763044172e-08,0.53
