Time,C,M,X,MI,XI,V1,V3,VM1,VM3,Kc,cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7
0.0,0.01,0.01,0.01,0.99,0.99,0.0588235294117647,0.01,3.0,1.0,0.5,1.0,0.025,0.0001,0.0008333333333333334,0.058527933786579944,1.0,0.009949748743718593,0.33333333333333337
0.01,0.010241906293300228,0.0027044058731466015,0.0069282800886976805,0.9972955941268539,0.9930717199113025,0.06021794466689443,0.0027044058731466015,3.0,1.0,0.5,1.0,0.025,0.00010241906293300228,0.0005865932751889685,0.05991754454032622,0.5265310364630517,0.002690857719145269,0.29041404281168687
0.02,0.010486115416069777,0.00045401551708094945,0.004316707113432878,0.9995459844829194,0.9956832928865673,0.06162429358645596,0.00045401551708094945,3.0,1.0,0.5,1.0,0.025,0.00010486115416069777,0.00037119757954605067,0.06131756649512138,0.12486639861742004,0.00045174698956425996,0.231664850084695
0.03,0.010732218078704177,0.00023242125373486286,0.002354662729986357,0.9997675787462654,0.9976453372700137,0.06304018641555721,0.00023242125373486286,3.0,1.0,0.5,1.0,0.025,0.00010732218078704178,0.0002055721609101966,0.06272648109828266,0.06662916911619901,0.00023126221351847044,0.16007958600099698
0.04,0.010979659919125064,0.00022251244098604674,0.0011125545114517889,0.9997774875590143,0.9988874454885484,0.06446240886102704,0.00022251244098604674,3.0,1.0,0.5,1.0,0.025,0.00010979659919125064,9.85765354519583e-05,0.06414162933690756,0.0639095962433078,0.00022140418705784986,0.09100569241283925
0.05,0.011227881141248409,0.00022670538359065816,0.00046734899872481923,0.9997732946164097,0.9995326510012755,0.0658877276969929,0.00022670538359065816,3.0,1.0,0.5,1.0,0.025,0.00011227881141248409,4.2008445797436755e-05,0.06555985409580337,0.0650616498212442,0.00022557697137147998,0.04274000057741162
0.06,0.011476470391150004,0.00023181291904312122,0.00018352635935284527,0.9997681870809574,0.9998164736406473,0.0673137732946351,0.00023181291904312122,3.0,1.0,0.5,1.0,0.025,0.00011476470391150004,1.672864526211838e-05,0.06697880163569857,0.06646250237638054,0.00023065941029239771,0.01770284808349641
0.07,0.011725201940666096,0.00023698771132127556,7.057906013675409e-05,0.9997630122886793,0.9999294209398636,0.06873924850407673,0.00023698771132127556,3.0,1.0,0.5,1.0,0.025,0.00011725201940666097,6.5212645015907746e-06,0.06839718153075383,0.06787901491795299,0.00023580858517379134,0.00695966469506646
0.08,0.011973974527210881,0.00024217295270777443,2.7714942194912784e-05,0.9997578270472928,0.9999722850578057,0.07016357348008796,0.00024217295270777443,3.0,1.0,0.5,1.0,0.025,0.00011973974527210881,2.5947510183836065e-06,0.0698144168395954,0.0692955826407873,0.00024096807892016626,0.0027562165430577764
0.09,0.01222274732657192,0.0002473639534771139,1.1777478531603912e-05,0.9997526360465235,0.9999882225214692,0.07158651616137152,0.0002473639534771139,3.0,1.0,0.5,1.0,0.025,0.0001222274732657192,1.1168596424831495e-06,0.07123027665727304,0.07071091952175358,0.000246133272619698,0.00117498019236227
