AMP,CDK5,CK1,CK1P,CK1P_PP2B,Ca,D,D137,D137_CDK5,D137_PKA,D137_PP2C,D34,D34_137,D34_137_CDK5,D34_137_PP2B,D34_137_PP2C,D34_75,D34_75_137,D34_75_137_PP2A,D34_75_137_PP2ACa,D34_75_137_PP2AP,D34_75_137_PP2APCa,D34_75_137_PP2B,D34_75_137_PP2C,D34_75_CK1,D34_75_PP2A,D34_75_PP2ACa,D34_75_PP2AP,D34_75_PP2APCa,D34_75_PP2B,D34_CDK5,D34_CK1,D34_PP2B,D75,D75CK1,D75_137,D75_137_PKA,D75_137_PP2A,D75_137_PP2ACa,D75_137_PP2AP,D75_137_PP2APCa,D75_137_PP2C,D75_PKA,D75_PP2A,D75_PP2ACa,D75_PP2AP,D75_PP2APCa,D_CDK5,D_CK1,D_PKA,Empty,PDE,PDEP,PDE_PKA,PKA,PP2A,PP2ACa,PP2ACa_PKA,PP2AP,PP2APCa,PP2A_PKA,PP2B,PP2Binactive,PP2BinactiveCa2,PP2C,R2C2,cAMP,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2,cAMP4_R2C,cAMP4_R2C2,cAMP_PDE,cAMP_PDEP,cAMP_R2C2,Time
0.0,2e-07,1.66e-07,0.0,0.0,0.0,4.98e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.32e-07,0.0,1.33e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.5497280639370658e-07,1.344673165945352e-07,1.4922189373189423e-09,1.1616684579904677e-24,2.477022051796772e-10,4.9037300640142005e-06,4.770986560366881e-10,1.460350884694393e-12,0.0,1.5788674538167132e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.218344114232379e-10,1.4953152798706968e-12,2.3528697946375747e-14,0.0,3.525331649059225e-17,6.4275596460858755e-24,0.0,0.0,4.7762434109603604e-17,0.0,1.742364460517654e-12,2.7148954724656546e-19,0.0,0.0,4.5025733255408756e-08,3.003896915286595e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9999820806830842e-07,4.953170628054248e-14,0.0,0.0,0.0,0.0,2.0990300472322562e-20,3.3199993194397796e-07,6.805600121561473e-14,1.3299842108478384e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0.0,1.2597489293830344e-07,1.1295470887060124e-07,2.7225556314451022e-09,2.549220258135826e-22,4.903405987025057e-10,4.8514230778874665e-06,1.6851933474404001e-09,8.678965071475854e-12,0.0,1.1059032197719378e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.520967437578737e-09,9.047506674486022e-12,2.9700379587409527e-13,0.0,8.713586263867716e-16,6.457717492392003e-22,0.0,0.0,1.218288063282109e-15,0.0,1.1560634746840795e-11,7.475394240809938e-18,0.0,0.0,7.401642809662513e-08,5.031368799127892e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9998824232688683e-07,1.9615953171793141e-13,0.0,0.0,0.0,0.0,1.2970688706163516e-18,3.319994649674513e-07,5.350312514401045e-13,1.3298893974951433e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
0.0,1.072029594874745e-07,9.818155188499838e-08,3.773658518875647e-09,5.6951855888850305e-21,7.272671088656234e-10,4.814709792743418e-06,3.3769134111015934e-09,2.2491513042529655e-11,0.0,3.285550221541987e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.004750144548954e-09,2.373545646356751e-11,1.2122940518298095e-12,0.0,5.196221264492647e-15,8.830739204669929e-21,0.0,0.0,7.493407315270893e-15,0.0,3.263305716041658e-11,4.9219837782762446e-17,0.0,0.0,9.277454899948302e-08,6.40210541396567e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9996692497214508e-07,4.367252445978277e-13,0.0,0.0,0.0,0.0,1.4250075407362967e-17,3.3199822763065656e-07,1.77235508766356e-12,1.329671370043774e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
0.0,9.501139828588878e-08,8.797859846631498e-08,4.701343967462856e-09,4.9981071514020864e-20,9.579096818482365e-10,4.788242578317545e-06,5.387295763205667e-09,4.217971842507899e-11,0.0,6.889037970083208e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.924168164109858e-09,4.482787061645292e-11,3.150280531381973e-12,0.0,1.745991731526822e-14,5.3761736927818677e-20,0.0,0.0,2.5948099951033877e-14,0.0,6.521422551611371e-11,1.81037580032409e-16,0.0,0.0,1.049464219956862e-07,7.327522969555571e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9993400031853457e-07,7.678149406522884e-13,0.0,0.0,0.0,0.0,7.704391849375715e-17,3.31995881228284e-07,4.118694622017971e-12,1.329310836721994e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
0.0,8.707868090900505e-08,8.089207942549998e-08,5.54356805992716e-09,2.6356970951318542e-19,1.181775343874686e-09,4.7685549225588945e-06,7.605222716158954e-09,6.692272650902081e-11,0.0,1.1955555698048643e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111987836831424e-08,7.131545377745138e-11,6.435072511278057e-12,0.0,4.309038780532499e-14,2.1122745191084206e-19,0.0,0.0,6.59253874300774e-14,0.0,1.0820462071227385e-10,4.851369622949687e-16,0.0,0.0,1.1285439636448597e-07,7.949303706053187e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.998905660074743e-07,1.1857960774262377e-12,0.0,0.0,0.0,0.0,2.82187256819344e-16,3.3199212202565204e-07,7.877691897064622e-12,1.3288037851763227e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0.0,8.191291014429131e-08,7.59388023702357e-08,6.3262626567353e-09,1.0085334157817088e-18,1.3984514983372695e-09,4.7533772848567665e-06,9.955459480862154e-09,9.610692834245182e-11,0.0,1.8433265705186738e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4489334444478276e-08,1.0234074663330598e-10,1.1338067629646425e-11,0.0,8.784502760154239e-14,6.313777766301455e-19,0.0,0.0,1.3818743972315134e-13,0.0,1.599985665361326e-10,1.0658467154489776e-15,0.0,0.0,1.1799098292736628e-07,8.363259422538714e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9983822566184456e-07,1.6868601136265245e-12,0.0,0.0,0.0,0.0,8.073304478418606e-16,3.3198668263616386e-07,1.3316555497025742e-11,1.3281552915550863e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
0.0,7.854945257013693e-08,7.244968420828736e-08,7.0672019802209986e-09,3.095545796564341e-18,1.6076055767132247e-09,4.7412134193027026e-06,1.2386982909143156e-08,1.2930461668182826e-10,0.0,2.621934388286446e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7966316322098713e-08,1.3725435844265926e-10,1.8091056180189772e-11,0.0,1.5741717758862145e-13,1.5666384352829465e-18,0.0,0.0,2.542799869986792e-13,0.0,2.1892198983102293e-10,2.0442239729533205e-15,0.0,0.0,1.213212428131813e-07,8.634585944995342e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9977865148143858e-07,2.2670657622104782e-12,0.0,0.0,0.0,0.0,1.9466684074612326e-15,3.3197933258010126e-07,2.0665470134702596e-11,1.3273755228118463e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
0.0,7.636197783262288e-08,6.996742493242729e-08,7.778597397165686e-09,8.089832811857074e-18,1.808983205719535e-09,4.731071908521383e-06,1.486522544414818e-08,1.6619303975538371e-10,0.0,3.518568891218612e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1507985758668553e-08,1.7556774355616056e-10,2.689685713555566e-11,0.0,2.572347866294307e-13,3.397948221830593e-18,0.0,0.0,4.2609794348205033e-13,0.0,2.834398108185197e-10,3.552900816489597e-15,0.0,0.0,1.2347182912762184e-07,8.8078409918761e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.9971337701762752e-07,2.922380468567744e-12,0.0,0.0,0.0,0.0,4.139888997596157e-15,3.3196987808928205e-07,3.011776273909404e-11,1.3264771701293492e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0.0,7.494274546965354e-08,6.817857984348102e-08,8.468851528099633e-09,1.8702968551747815e-17,2.0024050935629963e-09,4.722293511742369e-06,1.736685155452752e-08,2.0649094920256588e-10,0.0,4.5195155403786464e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5086625414598462e-08,2.1689508685764373e-10,3.793578002012259e-11,0.0,3.923717534537143e-13,6.658220891570167e-18,0.0,0.0,6.655906945196372e-13,0.0,3.522371136961973e-10,5.731582465743377e-15,0.0,0.0,1.2485076358114398e-07,8.913567352285871e-08,0.0,0.0,2e-06,0.0,0.0,0.0,1.996437160573779e-07,3.648718931777254e-12,0.0,0.0,0.0,0.0,7.996217851628629e-15,3.3195816124321663e-07,4.18307418625978e-11,1.325473828552679e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
