Time,V,C,N,CER,A,nIR,rIR
5844.0,-49.352573,0.12508413,0.00075546146,101.18893,0.46056756,0.93940628,0.13752516
5846.0,-48.627678,0.12542339,0.00083940115,101.1889,0.46056756,0.93931895,0.13482685
5848.0,-47.805271,0.1258053,0.00094319804,101.18887,0.46056759,0.93922055,0.13186008
5850.0,-46.901039,0.12622359,0.0010629056,101.18887,0.46056762,0.93911248,0.12866408
5852.0,-45.909649,0.12668011,0.0012011088,101.18887,0.46056768,0.93899435,0.12523776
5854.0,-44.745125,0.12720449,0.0013994779,101.1889,0.46056771,0.93886107,0.12156326
5856.0,-43.368225,0.12781146,0.0016828456,101.18895,0.46056777,0.9387092,0.1175231
5858.0,-41.717014,0.12852319,0.0020992323,101.18902,0.46056783,0.93853396,0.11301649
5860.0,-39.696026,0.1293731,0.0027492784,101.18913,0.46056792,0.93832785,0.10793173
5862.0,-37.153183,0.1304138,0.0038574724,101.18928,0.46056801,0.93807846,0.10214596
5864.0,-33.826912,0.13173853,0.0061164633,101.18947,0.46056813,0.93776006,0.09542381
5866.0,-29.570314,0.13340172,0.010607152,101.18972,0.46056828,0.93735141,0.087824345
5868.0,-23.975443,0.13558322,0.02280659,101.19005,0.46056843,0.93676502,0.079262987
5870.0,-17.265163,0.13837786,0.055688024,101.19048,0.46056867,0.93585521,0.069926403
5872.0,-10.87789,0.14167356,0.11966287,101.19102,0.4605689,0.93441546,0.060463905
5874.0,-6.9447703,0.14517346,0.20050746,101.1917,0.46056923,0.9323588,0.05186937
5876.0,-6.1657043,0.14868477,0.27924755,101.19254,0.46056962,0.92997086,0.044900004
5878.0,-7.9950538,0.15214756,0.34718776,101.1935,0.46057007,0.92767739,0.039929394
5880.0,-11.505397,0.15549961,0.3974686,101.1946,0.46057054,0.92577666,0.037052367
5882.0,-15.877851,0.15862168,0.42246693,101.19583,0.46057108,0.92433745,0.036237337
5884.0,-20.49618,0.16137499,0.41926378,101.19718,0.46057168,0.92329144,0.037402328
5886.0,-24.959084,0.16365883,0.39469489,101.19863,0.46057233,0.92253464,0.040371098
5888.0,-29.104015,0.1654506,0.35988811,101.20016,0.46057299,0.92197949,0.044904586
5890.0,-32.892391,0.16678093,0.32299495,101.20175,0.4605737,0.92156285,0.050750051
5892.0,-36.331604,0.16771248,0.28790703,101.20339,0.46057442,0.92124397,0.057666626
5894.0,-39.441273,0.16831587,0.25597984,101.20506,0.46057513,0.92099607,0.065440305
5896.0,-42.240807,0.16865721,0.22733288,101.20676,0.46057588,0.92080241,0.073864579
5898.0,-44.748299,0.16879222,0.20178127,101.20845,0.46057659,0.92065156,0.082732819
5900.0,-46.982822,0.16876811,0.17887314,101.21015,0.46057734,0.92053658,0.091850646
5902.0,-48.960876,0.16862132,0.15821204,101.21185,0.46057808,0.92045319,0.10102877
5904.0,-50.696148,0.16837758,0.13977037,101.21353,0.46057883,0.92039675,0.11008492
5906.0,-52.211929,0.16805774,0.12339736,101.21521,0.46057954,0.92036414,0.11885966
5908.0,-53.532967,0.16767541,0.10882492,101.21687,0.46058026,0.92035329,0.12728409
5910.0,-54.68182,0.16724607,0.095982015,101.21852,0.460581,0.9203617,0.1352149
5912.0,-55.679905,0.16677888,0.084677964,101.22015,0.46058169,0.92038763,0.14261754
5914.0,-56.548489,0.16628224,0.074708417,101.22176,0.46058241,0.92042971,0.14947034
5916.0,-57.307663,0.1657673,0.06595242,101.22335,0.46058309,0.92048579,0.15570132
5918.0,-57.967449,0.16523339,0.058253352,101.22491,0.46058378,0.92055553,0.16141358
5920.0,-58.549004,0.16469124,0.051458377,101.22646,0.46058446,0.92063689,0.1665453
5922.0,-59.058037,0.16413872,0.045492448,101.22799,0.46058512,0.9207294,0.17118342
5924.0,-59.509235,0.1635807,0.040221911,101.22949,0.4605858,0.9208318,0.17534126
5926.0,-59.910408,0.16301923,0.035561901,101.23096,0.46058643,0.92094314,0.17905934
5928.0,-60.264626,0.16245423,0.031460717,101.23242,0.46058708,0.92106283,0.18239887
5930.0,-60.58268,0.16188855,0.027814731,101.23386,0.46058771,0.92118984,0.18538935
5932.0,-60.865746,0.1613211,0.024611427,101.23527,0.46058834,0.92132372,0.18806471
5934.0,-61.122059,0.16075374,0.021763902,101.23666,0.46058893,0.92146355,0.19046564
5936.0,-61.351692,0.16018574,0.019272447,101.23802,0.46058956,0.92160916,0.19260637
5938.0,-61.559666,0.15961775,0.017084245,101.23936,0.46059015,0.92175984,0.194521
5940.0,-61.751953,0.15905073,0.015136265,101.24068,0.46059072,0.92191494,0.1962474
5942.0,-61.928417,0.15848617,0.013397122,101.24198,0.46059129,0.9220739,0.19781648
5944.0,-62.071896,0.15792806,0.01190647,101.24326,0.46059185,0.92223734,0.19924839
5946.0,-62.193047,0.15737624,0.010587908,101.24451,0.46059242,0.92240423,0.20058081
5948.0,-62.292377,0.1568321,0.0094073853,101.24574,0.46059296,0.9225741,0.20184499
5950.0,-62.391609,0.15628824,0.0083652558,101.24695,0.46059349,0.92274636,0.20294678
5952.0,-62.500286,0.1557423,0.0074421181,101.24813,0.46059403,0.92292041,0.20386402
5954.0,-62.618042,0.15519601,0.0066025159,101.2493,0.46059456,0.92309582,0.20463315
5956.0,-62.746151,0.15464948,0.0058292858,101.25043,0.46059507,0.92327237,0.20527102
5958.0,-62.843376,0.15411228,0.005173861,101.25156,0.46059558,0.92345208,0.20595922
5960.0,-62.928089,0.15358073,0.0045914953,101.25266,0.46059605,0.92363375,0.20664839
5962.0,-62.997875,0.15305576,0.0040709693,101.25374,0.46059653,0.9238174,0.20736971
5964.0,-63.058285,0.15253624,0.0036106864,101.25479,0.46059701,0.92400247,0.20805754
5966.0,-63.113842,0.15202127,0.0032078091,101.25583,0.46059749,0.92418861,0.20865868
5968.0,-63.160812,0.15151216,0.0028495141,101.25684,0.46059793,0.92437577,0.20922047
5970.0,-63.199455,0.15100914,0.0025278886,101.25784,0.46059841,0.92456388,0.20974171
5972.0,-63.233643,0.15051104,0.0022497396,101.25881,0.46059883,0.92475247,0.21019994
5974.0,-63.262661,0.15001848,0.0020031799,101.25977,0.46059927,0.92494142,0.21059972
5976.0,-63.287342,0.14953148,0.0017826118,101.2607,0.46059969,0.92513055,0.21093655
5978.0,-63.307518,0.14904994,0.0015900283,101.26162,0.46060011,0.92531979,0.21122806
5980.0,-63.32283,0.1485737,0.0014289086,101.26252,0.46060053,0.92550939,0.21149629
5982.0,-63.334827,0.14810288,0.0012881996,101.2634,0.46060091,0.92569882,0.21172075
5984.0,-63.344181,0.14763747,0.001163444,101.26425,0.46060133,0.92588788,0.21190026
5986.0,-63.351578,0.1471775,0.0010501845,101.26509,0.46060172,0.92607653,0.21203363
5988.0,-63.357697,0.14672293,0.00094396382,101.26591,0.46060207,0.92626446,0.21211967
5990.0,-63.360542,0.14627367,0.00085576234,101.26672,0.46060246,0.92645216,0.21218744
5992.0,-63.360153,0.14582972,0.00078484521,101.26751,0.46060282,0.92663956,0.21224308
5994.0,-63.358116,0.14539108,0.00072149251,101.26827,0.46060318,0.92682624,0.21227506
5996.0,-63.35479,0.14495775,0.00066311192,101.26903,0.46060354,0.92701221,0.21228585
5998.0,-63.350536,0.14452972,0.00060711097,101.26976,0.46060386,0.92719722,0.21227792
6000.0,-63.345703,0.14410695,0.00055089733,101.27048,0.46060419,0.92738128,0.21225372
6002.0,-63.337872,0.1436893,0.00051047927,101.27117,0.46060452,0.92756492,0.21221617
6004.0,-63.32803,0.1432768,0.00047913054,101.27186,0.46060485,0.92774785,0.2121665
6006.0,-63.31686,0.14286941,0.00045213342,101.27252,0.46060517,0.92792994,0.21210633
6008.0,-63.30452,0.14246714,0.00042833664,101.27317,0.46060547,0.92811108,0.21203724
6010.0,-63.291161,0.14206995,0.00040655106,101.27381,0.46060577,0.92829126,0.21196064
6012.0,-63.276958,0.14167781,0.00038554965,101.27443,0.46060607,0.92847043,0.21187787
6014.0,-63.262081,0.14129069,0.00036406753,101.27503,0.46060634,0.92864847,0.21179006
6016.0,-63.246716,0.14090858,0.0003408019,101.27562,0.46060663,0.92882538,0.21169823
6018.0,-63.231049,0.14053147,0.00031441211,101.27619,0.4606069,0.92900109,0.21160328
6020.0,-63.213268,0.14015913,0.00029804662,101.27674,0.46060717,0.92917603,0.2114992
6022.0,-63.194416,0.13979164,0.00028424597,101.27729,0.46060744,0.92935002,0.21138939
6024.0,-63.17477,0.13942897,0.00027103344,101.27782,0.46060771,0.92952287,0.21127453
6026.0,-63.154385,0.13907108,0.00025816378,101.27833,0.46060795,0.92969459,0.21115436
6028.0,-63.133297,0.13871792,0.00024542786,101.27882,0.46060818,0.92986518,0.21102843
6030.0,-63.111549,0.13836947,0.00023265243,101.27931,0.46060842,0.93003464,0.21089612
6032.0,-63.089184,0.13802569,0.00021970026,101.27978,0.46060866,0.9302029,0.21075661
6034.0,-63.066231,0.13768652,0.00020647018,101.28024,0.4606089,0.93036997,0.21060897
6036.0,-63.042721,0.13735195,0.00019289693,101.28069,0.46060911,0.93053585,0.21045202
6038.0,-63.018364,0.13702191,0.00018039555,101.28111,0.46060932,0.93070066,0.2103015
6040.0,-62.993355,0.1366964,0.00016820659,101.28153,0.46060953,0.93086421,0.21014684
6042.0,-62.967712,0.13637534,0.00015641304,101.28194,0.46060973,0.93102664,0.20998688
6044.0,-62.941425,0.1360587,0.00014520614,101.28233,0.46060994,0.93118793,0.20982105
6046.0,-62.91449,0.13574643,0.00013482029,101.2827,0.46061012,0.93134797,0.20964874
6048.0,-62.886894,0.13543852,0.00012553293,101.28307,0.46061033,0.93150687,0.20946924
6050.0,-62.858612,0.13513489,0.00011766465,101.28342,0.46061051,0.93166465,0.20928177
6052.0,-62.829632,0.1348355,0.0001115791,101.28377,0.46061069,0.93182123,0.20908542
6054.0,-62.799938,0.13454032,0.00010749389,101.2841,0.46061087,0.93197662,0.20887971
6056.0,-62.770477,0.13424949,9.5450996e-05,101.28442,0.46061102,0.93213058,0.20869206
6058.0,-62.740547,0.13396284,8.306605e-05,101.28472,0.46061119,0.93228328,0.20850179
6060.0,-62.710144,0.13368033,7.050686e-05,101.28502,0.46061134,0.93243474,0.20830865
6062.0,-62.679253,0.1334019,5.7981251e-05,101.2853,0.46061149,0.93258494,0.2081123
6064.0,-62.647865,0.13312754,4.5737059e-05,101.28558,0.46061164,0.93273395,0.20791233
6066.0,-62.615963,0.13285717,3.4062115e-05,101.28584,0.46061179,0.93288177,0.20770819
6068.0,-62.583519,0.1325908,2.3284252e-05,101.28609,0.46061194,0.93302834,0.20749936
6070.0,-62.55051,0.13232835,1.3771318e-05,101.28632,0.46061209,0.93317378,0.20728509
6072.0,-62.516907,0.13206978,5.9311565e-06,101.28655,0.46061221,0.93331796,0.20706466
6074.0,-62.482674,0.13181506,2.1161883e-07,101.28677,0.46061233,0.93346101,0.20683722
6076.0,-62.447773,0.13156416,-2.89944e-06,101.28699,0.46061248,0.93360293,0.20660186
6078.0,-62.412163,0.131317,-2.8741606e-06,101.28719,0.4606126,0.93374372,0.20635754
6080.0,-62.375793,0.13107356,8.5532099e-07,101.28738,0.46061271,0.93388337,0.20610318
6082.0,-62.338615,0.13083379,8.8968727e-06,101.28756,0.4606128,0.93402195,0.20583759
6084.0,-62.302353,0.13059801,2.465983e-06,101.28773,0.46061292,0.93415874,0.20559922
6086.0,-62.265732,0.13036592,-4.5494126e-06,101.28789,0.46061301,0.93429428,0.20535974
6088.0,-62.228668,0.13013747,-1.1130946e-05,101.28804,0.46061313,0.93442857,0.20511715
6090.0,-62.191151,0.12991264,-1.7131621e-05,101.28819,0.46061322,0.93456167,0.20487119
6092.0,-62.153164,0.12969139,-2.2388815e-05,101.28831,0.46061331,0.93469357,0.20462158
6094.0,-62.114697,0.12947367,-2.6724289e-05,101.28844,0.4606134,0.93482423,0.20436801
6096.0,-62.075733,0.12925945,-2.994418e-05,101.28856,0.46061349,0.93495369,0.20411015
6098.0,-62.036247,0.12904871,-3.1839005e-05,101.28867,0.46061358,0.93508202,0.20384759
6100.0,-61.996223,0.1288414,-3.218366e-05,101.28876,0.46061364,0.9352091,0.20357993
6102.0,-61.955643,0.12863749,-3.0737421e-05,101.28886,0.46061373,0.93533504,0.20330672
6104.0,-61.914474,0.12843695,-2.7243937e-05,101.28894,0.46061379,0.93545985,0.20302747
6106.0,-61.872696,0.12823975,-2.1431246e-05,101.28902,0.46061388,0.93558353,0.20274168
6108.0,-61.83028,0.12804583,-1.3011755e-05,101.28909,0.46061394,0.93570602,0.20244879
6110.0,-61.787193,0.12785518,-1.6822553e-06,101.28915,0.460614,0.93582749,0.2021482
6112.0,-61.74501,0.12766808,-3.7851144e-06,101.2892,0.46061406,0.935947,0.20187142
6114.0,-61.702709,0.12748431,-8.7164563e-06,101.28925,0.46061411,0.93606508,0.20159799
6116.0,-61.660099,0.12730379,-1.4460818e-05,101.28928,0.46061414,0.9361819,0.20132394
6118.0,-61.617168,0.12712649,-2.0991609e-05,101.28931,0.4606142,0.93629748,0.20104921
6120.0,-61.573914,0.12695238,-2.8256591e-05,101.28934,0.46061426,0.93641168,0.20077366
6122.0,-61.530327,0.12678145,-3.6175839e-05,101.28935,0.46061429,0.93652463,0.20049706
6124.0,-61.486393,0.12661365,-4.4639739e-05,101.28936,0.46061435,0.93663627,0.20021917
6126.0,-61.442097,0.12644896,-5.3506934e-05,101.28937,0.46061438,0.9367466,0.19993964
6128.0,-61.397415,0.12628736,-6.2602317e-05,101.28936,0.46061441,0.93685567,0.19965805
6130.0,-61.352325,0.12612879,-7.1714989e-05,101.28935,0.46061444,0.9369635,0.19937395
6132.0,-61.306805,0.12597327,-8.0596255e-05,101.28934,0.46061447,0.93707001,0.19908673
6134.0,-61.260815,0.12582073,-8.8957568e-05,101.28931,0.4606145,0.93717527,0.19879577
6136.0,-61.214325,0.12567113,-9.6468524e-05,101.28928,0.46061453,0.93727934,0.19850032
6138.0,-61.16729,0.12552449,-0.00010275484,101.28925,0.46061456,0.93738216,0.19819956
6140.0,-61.119671,0.12538074,-0.00010739629,101.28922,0.46061456,0.93748373,0.19789253
6142.0,-61.071415,0.12523985,-0.00010992475,101.28917,0.46061459,0.93758416,0.19757822
6144.0,-61.022465,0.12510179,-0.00010982207,101.28912,0.46061462,0.9376834,0.19725551
6146.0,-60.972763,0.12496652,-0.00010651816,101.28905,0.46061462,0.93778145,0.19692314
6148.0,-60.922245,0.12483403,-9.9388868e-05,101.28899,0.46061462,0.93787843,0.19657975
6150.0,-60.870838,0.12470426,-8.7754008e-05,101.28893,0.46061465,0.93797427,0.19622388
6152.0,-60.818466,0.12457719,-7.0875321e-05,101.28886,0.46061465,0.93806905,0.19585393
6154.0,-60.766384,0.12445331,-6.4509222e-05,101.28878,0.46061465,0.93816221,0.19550276
6156.0,-60.715488,0.12433296,-7.9861908e-05,101.2887,0.46061465,0.93825346,0.19519369
6158.0,-60.664062,0.12421547,-9.6097858e-05,101.28861,0.46061465,0.93834341,0.1948832
6160.0,-60.612076,0.12410083,-0.00011305766,101.28852,0.46061465,0.93843216,0.19457087
6162.0,-60.55949,0.12398902,-0.00013055326,101.28842,0.46061465,0.9385196,0.19425628
6164.0,-60.506264,0.12388003,-0.00014836654,101.28832,0.46061465,0.9386059,0.19393891
6166.0,-60.452351,0.12377385,-0.00016624798,101.28822,0.46061465,0.93869096,0.19361821
6168.0,-60.397701,0.12367047,-0.00018391528,101.28811,0.46061465,0.93877482,0.19329353
6170.0,-60.342262,0.12356988,-0.00020105205,101.28799,0.46061462,0.9388575,0.19296417
6172.0,-60.285976,0.12347206,-0.0002173063,101.28788,0.46061462,0.93893909,0.19262935
6174.0,-60.228783,0.12337701,-0.00023228918,101.28776,0.46061459,0.9390195,0.19228823
6176.0,-60.170612,0.12328471,-0.00024557358,101.28764,0.46061459,0.93909889,0.19193989
6178.0,-60.111393,0.12319516,-0.00025669279,101.28751,0.46061456,0.93917716,0.19158329
6180.0,-60.051052,0.12310833,-0.00026513898,101.28738,0.46061456,0.9392544,0.19121735
6182.0,-59.98951,0.12302423,-0.0002703621,101.28724,0.46061453,0.93933064,0.1908409
6184.0,-59.926678,0.12294284,-0.00027176819,101.2871,0.46061453,0.93940592,0.19045267
6186.0,-59.862469,0.12286414,-0.00026871829,101.28696,0.4606145,0.93948025,0.19005129
6188.0,-59.79678,0.12278814,-0.00026052687,101.28682,0.46061447,0.93955368,0.18963531
6190.0,-59.729515,0.12271482,-0.00024646055,101.28667,0.46061444,0.93962628,0.1892032
6192.0,-59.660564,0.12264416,-0.00022573675,101.28651,0.46061441,0.93969804,0.18875329
6194.0,-59.589817,0.12257617,-0.00019752223,101.28636,0.46061438,0.93976903,0.18828386
6196.0,-59.517155,0.12251083,-0.00016093176,101.28621,0.46061438,0.9398393,0.18779302
6198.0,-59.446289,0.12244934,-0.00016407382,101.28605,0.46061435,0.9399057,0.18736914
6200.0,-59.37418,0.12239077,-0.00016879689,101.28589,0.46061432,0.93997073,0.18694174
6202.0,-59.300621,0.1223351,-0.00017309694,101.28573,0.46061429,0.94003445,0.18650685
6204.0,-59.225544,0.12228233,-0.00017687809,101.28556,0.46061426,0.94009691,0.18606406
6206.0,-59.148888,0.12223247,-0.000180036,101.28539,0.4606142,0.94015807,0.18561289
6208.0,-59.070572,0.12218556,-0.00018245753,101.28522,0.46061417,0.94021797,0.18515284
6210.0,-58.990536,0.1221416,-0.00018402033,101.28506,0.46061414,0.9402765,0.18468343
6212.0,-58.908699,0.12210061,-0.00018459269,101.28488,0.46061411,0.94033378,0.18420409
6214.0,-58.824982,0.12206263,-0.00018403312,101.28471,0.46061409,0.94038969,0.18371424
6216.0,-58.739311,0.12202766,-0.00018219012,101.28453,0.46061406,0.94044429,0.18321329
6218.0,-58.651596,0.12199572,-0.00017890178,101.28436,0.46061403,0.94049752,0.18270062
6220.0,-58.561756,0.12196685,-0.00017399558,101.28418,0.46061397,0.94054943,0.18217555
6222.0,-58.4697,0.12194107,-0.00016728799,101.284,0.46061394,0.94059992,0.18163739
6224.0,-58.375336,0.12191841,-0.00015858423,101.28382,0.46061391,0.94064909,0.18108544
6226.0,-58.278564,0.12189889,-0.0001476779,101.28364,0.46061388,0.94069684,0.18051891
6228.0,-58.179295,0.12188254,-0.00013435078,101.28345,0.46061382,0.94074321,0.17993703
6230.0,-58.077419,0.1218694,-0.00011837238,101.28327,0.46061379,0.94078815,0.17933896
6232.0,-57.972832,0.12185949,-9.9499724e-05,101.28309,0.46061376,0.94083166,0.17872386
6234.0,-57.865433,0.12185285,-7.7477052e-05,101.28291,0.4606137,0.94087374,0.17809081
6236.0,-57.755104,0.12184951,-5.2035448e-05,101.28272,0.46061367,0.94091433,0.1774389
6238.0,-57.641731,0.12184951,-2.2892589e-05,101.28254,0.46061364,0.94095349,0.17676716
6240.0,-57.524139,0.12185408,8.526365e-07,101.28236,0.46061358,0.94098997,0.1760828
6242.0,-57.401894,0.12186363,1.6641308e-05,101.28217,0.46061355,0.94102353,0.17538734
6244.0,-57.275784,0.12187713,3.3035762e-05,101.28199,0.46061352,0.941055,0.17467244
6246.0,-57.145641,0.12189469,4.9996142e-05,101.28181,0.46061349,0.94108444,0.17393731
6248.0,-57.011288,0.1219164,6.7478308e-05,101.28163,0.46061343,0.94111174,0.17318113
6250.0,-56.872543,0.12194235,8.543369e-05,101.28146,0.4606134,0.94113684,0.17240307
6252.0,-56.729218,0.12197264,0.00010380922,101.28127,0.46061337,0.94115967,0.17160226
6254.0,-56.581112,0.12200738,0.00012254715,101.2811,0.46061334,0.94118011,0.17077781
6256.0,-56.428024,0.12204669,0.00014158501,101.28092,0.46061328,0.94119811,0.1699288
6258.0,-56.269753,0.12209065,0.00016085542,101.28075,0.46061325,0.94121361,0.1690543
6260.0,-56.106079,0.12213941,0.00018028602,101.28058,0.46061322,0.94122648,0.16815335
6262.0,-55.936779,0.12219307,0.00019979935,101.28041,0.46061319,0.94123667,0.16722493
6264.0,-55.761631,0.12225176,0.00021931269,101.28024,0.46061316,0.94124407,0.16626804
6266.0,-55.580395,0.12231562,0.00023873801,101.28008,0.46061313,0.9412486,0.16528162
6268.0,-55.392834,0.12238478,0.00025798177,101.27991,0.4606131,0.94125015,0.16426462
6270.0,-55.1987,0.12245937,0.00027694492,101.27975,0.46061307,0.94124866,0.16321592
6272.0,-54.997734,0.12253954,0.00029552265,101.2796,0.46061304,0.94124395,0.16213441
6274.0,-54.789677,0.12262543,0.0003136044,101.27945,0.46061301,0.9412359,0.16101889
6276.0,-54.574261,0.12271721,0.00033107359,101.2793,0.46061298,0.94122446,0.15986823
6278.0,-54.351204,0.12281502,0.00034780771,101.27915,0.46061298,0.9412095,0.15868115
6280.0,-54.120228,0.12291903,0.00036367797,101.27901,0.46061295,0.9411909,0.15745646
6282.0,-53.880936,0.12302944,0.00037857512,101.27887,0.46061292,0.94116855,0.1561929
6284.0,-53.62574,0.12314868,0.00039424366,101.27873,0.46061289,0.94114268,0.15489168
6286.0,-53.350922,0.12327798,0.00041141824,101.2786,0.46061289,0.94111341,0.1535527
6288.0,-53.053726,0.12341828,0.00043057388,101.27848,0.46061286,0.94108069,0.15217541
6290.0,-52.731178,0.12357059,0.00045223773,101.27837,0.46061286,0.94104451,0.15075935
6292.0,-52.380039,0.12373602,0.00047699094,101.27825,0.46061286,0.94100493,0.14930411
6294.0,-51.997803,0.12391645,0.0005054319,101.27815,0.46061286,0.94096088,0.14776391
6296.0,-51.581306,0.12411362,0.00053823233,101.27805,0.46061283,0.94091177,0.14611088
6298.0,-51.126713,0.12432898,0.00057614123,101.27796,0.46061283,0.94085747,0.1443371
6300.0,-50.630264,0.12456438,0.00061995443,101.27789,0.46061286,0.94079733,0.14241698
6302.0,-50.088009,0.12482181,0.00067052891,101.27782,0.46061286,0.94073081,0.14032157
6304.0,-49.488983,0.12510554,0.00073112251,101.27776,0.46061286,0.94065702,0.13803089
6306.0,-48.807812,0.12542437,0.00080994371,101.27771,0.46061289,0.94057453,0.13554759
6308.0,-48.04295,0.12577984,0.00090698618,101.27768,0.46061292,0.94048256,0.13282573
6310.0,-47.180962,0.12617724,0.001026327,101.27766,0.46061295,0.94037992,0.12983695
6312.0,-46.206657,0.12662253,0.001172635,101.27766,0.46061298,0.9402653,0.12655137
6314.0,-45.102997,0.12712234,0.0013512088,101.27768,0.46061301,0.94013709,0.12293776
6316.0,-43.789932,0.12770422,0.0016245095,101.27772,0.46061307,0.93998998,0.11893227
6318.0,-42.224915,0.12838335,0.0020190743,101.27779,0.46061313,0.93982077,0.11448986
6320.0,-40.341545,0.12918292,0.0025822311,101.27788,0.46061322,0.93962479,0.1095531
6322.0,-38.012127,0.13014787,0.0035704856,101.27801,0.46061331,0.93939084,0.10402378
6324.0,-35.029877,0.13135143,0.0055297269,101.27818,0.46061343,0.93909872,0.097750068
6326.0,-31.180794,0.13287015,0.0090919714,101.2784,0.46061355,0.93872714,0.090582661
6328.0,-26.223446,0.13482806,0.018662345,101.2787,0.4606137,0.93820965,0.082484543
6330.0,-19.971355,0.13736399,0.040981252,101.27909,0.46061391,0.93745112,0.073472567
6332.0,-13.193373,0.14048557,0.090099841,101.27959,0.46061414,0.93626446,0.063956857
6334.0,-7.8975801,0.14396033,0.16662504,101.28022,0.46061444,0.93444234,0.054848511
6336.0,-5.937768,0.14748305,0.25002149,101.28099,0.4606148,0.93206298,0.04716786
6338.0,-6.9978166,0.15096362,0.3225359,101.2819,0.46061522,0.92963654,0.041422646
6340.0,-9.9736595,0.15437807,0.38062978,101.28295,0.46061569,0.92756557,0.03775825
6342.0,-14.126929,0.1576118,0.41708651,101.28413,0.46061623,0.92594904,0.036208194
6344.0,-18.75012,0.16052023,0.42427352,101.28545,0.4606168,0.92476004,0.036682632
6346.0,-23.319691,0.16298313,0.40562323,101.28686,0.46061742,0.92390633,0.039013606
6348.0,-27.557962,0.16494979,0.37246299,101.28836,0.46061808,0.92328441,0.042969964
6350.0,-31.404881,0.16644165,0.33510455,101.28994,0.46061876,0.92281818,0.048286982
6352.0,-34.894295,0.16752341,0.2992911,101.29156,0.46061948,0.9224605,0.054727312
6354.0,-38.082062,0.16826552,0.26645076,101.29322,0.46062022,0.92218357,0.062082194
6356.0,-40.982952,0.16872682,0.23633601,101.29491,0.46062094,0.92196888,0.070156969
6358.0,-43.585201,0.16895813,0.2089401,101.29661,0.46062168,0.92180228,0.078746282
6360.0,-45.880653,0.16900855,0.18454342,101.29831,0.46062243,0.9216733,0.087638244
6362.0,-47.89397,0.16892174,0.16310288,101.30001,0.46062317,0.92157501,0.096619517
6364.0,-49.661011,0.16873115,0.14427918,101.3017,0.46062392,0.92150295,0.10550547
6366.0,-51.208912,0.16846019,0.12787485,101.30339,0.46062464,0.92145377,0.11413025
6368.0,-52.572636,0.16812517,0.11336277,101.30507,0.46062538,0.92142552,0.1223931
6370.0,-53.773899,0.16774246,0.10057083,101.30672,0.4606261,0.92141581,0.13026139
6372.0,-54.836102,0.16732006,0.089152932,101.30837,0.46062681,0.92142367,0.13766527
6374.0,-55.775398,0.16686301,0.078911416,101.31,0.46062753,0.92144817,0.14455795
6376.0,-56.606339,0.16637862,0.069757186,101.31161,0.46062824,0.92148793,0.1509178
6378.0,-57.340206,0.16586925,0.061588664,101.31319,0.46062893,0.92154217,0.15674172
6380.0,-57.986771,0.16534196,0.05432488,101.31476,0.46062961,0.9216094,0.16205886
6382.0,-58.557514,0.16479968,0.047880493,101.31631,0.4606303,0.92168862,0.16688302
6384.0,-59.067738,0.16424507,0.042105578,101.31783,0.46063095,0.92177898,0.17122303
6386.0,-59.522091,0.16368118,0.037018668,101.31933,0.46063164,0.92187911,0.17514461
6388.0,-59.925873,0.16311128,0.032535862,101.32081,0.46063226,0.92198819,0.17868452
6390.0,-60.282608,0.16253886,0.028526055,101.32227,0.46063292,0.92210555,0.18186788
6392.0,-60.590981,0.16196613,0.025043206,101.32369,0.46063355,0.92223001,0.1847901
6394.0,-60.856209,0.16139528,0.022027237,101.3251,0.46063417,0.92236072,0.18747522
6396.0,-61.089169,0.16082819,0.019363821,101.32649,0.4606348,0.92249721,0.18989731
6398.0,-61.28672,0.16026661,0.01707321,101.32785,0.46063539,0.9226386,0.19213091
6400.0,-61.45969,0.15970878,0.015096624,101.32919,0.46063599,0.92278427,0.19416012
6402.0,-61.630161,0.1591488,0.013334068,101.33051,0.46063656,0.92293406,0.1959044
6404.0,-61.804157,0.15858531,0.011755953,101.33181,0.46063715,0.92308748,0.19736409
6406.0,-61.976067,0.15802084,0.010344072,101.33308,0.46063772,0.92324418,0.19860043
6408.0,-62.113117,0.15746696,0.0091358414,101.33433,0.46063825,0.92340404,0.19981991
6410.0,-62.21833,0.15692213,0.0080989338,101.33556,0.46063882,0.92356688,0.20102738
6412.0,-62.299286,0.15638466,0.0072041354,101.33677,0.46063936,0.92373246,0.20220822
6414.0,-62.398849,0.15584329,0.0063722762,101.33795,0.46063989,0.92390019,0.20316677
6416.0,-62.511978,0.15529932,0.0055996953,101.33912,0.4606404,0.92406988,0.20394669
6418.0,-62.633217,0.15475467,0.0048856628,101.34026,0.46064091,0.92424154,0.20458317
6420.0,-62.716309,0.15422341,0.0042923219,101.34138,0.46064141,0.92441505,0.20529875
6422.0,-62.76564,0.15370435,0.003810805,101.34248,0.46064192,0.92459035,0.206075
6424.0,-62.781963,0.15319769,0.0034337661,101.34356,0.4606424,0.92476708,0.20689943
6426.0,-62.809017,0.1526916,0.0030768078,101.34461,0.46064287,0.92494422,0.20753635
6428.0,-62.836945,0.15218922,0.0027555162,101.34565,0.46064335,0.92512161,0.20801662
6430.0,-62.870327,0.15168954,0.0024581782,101.34667,0.4606438,0.92529887,0.20832233
6432.0,-62.894783,0.15119646,0.0022019169,101.34766,0.46064427,0.92547661,0.20861417
