data_set_T,data_set_FF,data_set_KAPD,data_set_KAPUD,data_set_SIGHAT,data_set_SOBJ,data_set_THETA,data_set_THOBJ,data_set_XCEN,data_set_XLEN,data_set_XU,data_set_XX,data_set_XXAUX,data_set_YCEN,data_set_YY,data_set_YYAUX
0.171,0.0,0.0,0.70401239,0.171,18.0,0.12220005,0.54042,15.0,15.0,3.0702991,3.0702991,2.5650001,4.5,0.18853475,0.1315845
0.17200001,0.0,0.0,0.70382929,0.17200001,18.0,0.12290397,0.54042,15.0,15.0,3.0881643,3.0881643,2.5799999,4.5,0.19073518,0.133128
0.17299999,0.0,0.0,0.70364523,0.17299999,18.0,0.12360771,0.54042,15.0,15.0,3.1060276,3.1060276,2.595,4.5,0.19294816,0.13468049
0.17399999,0.0,0.0,0.70346022,0.17399999,18.0,0.12431126,0.54042,15.0,15.0,3.1238897,3.1238897,2.6099999,4.5,0.19517373,0.136242
0.175,0.0,0.0,0.70327425,0.175,18.0,0.12501463,0.54042,15.0,15.0,3.1417499,3.1417499,2.625,4.5,0.19741185,0.1378125
0.176,0.0,0.0,0.70308727,0.176,18.0,0.1257178,0.54042,15.0,15.0,3.1596086,3.1596086,2.6400001,4.5,0.19966254,0.139392
0.177,0.0,0.0,0.7028994,0.177,18.0,0.1264208,0.54042,15.0,15.0,3.1774657,3.1774657,2.655,4.5,0.20192577,0.1409805
0.178,0.0,0.0,0.70271051,0.178,18.0,0.12712361,0.54042,15.0,15.0,3.1953213,3.1953213,2.6700001,4.5,0.20420156,0.14257801
0.17900001,0.0,0.0,0.70252067,0.17900001,18.0,0.12782623,0.54042,15.0,15.0,3.2131753,3.2131753,2.6849999,4.5,0.20648991,0.1441845
0.18000001,0.0,0.0,0.70232993,0.18000001,18.0,0.12852865,0.54042,15.0,15.0,3.2310276,3.2310276,2.7,4.5,0.20879079,0.14579999
0.18099999,0.0,0.0,0.70213819,0.18099999,18.0,0.12923089,0.54042,15.0,15.0,3.2488782,3.2488782,2.7149999,4.5,0.21110421,0.1474245
0.182,0.0,0.0,0.70194554,0.182,18.0,0.12993293,0.54042,15.0,15.0,3.2667274,3.2667274,2.73,4.5,0.21343017,0.149058
0.183,0.0,0.0,0.70175189,0.183,18.0,0.13063477,0.54042,15.0,15.0,3.284575,3.284575,2.7449999,4.5,0.21576864,0.15070049
0.184,0.0,0.0,0.70155734,0.184,18.0,0.13133644,0.54042,15.0,15.0,3.3024206,3.3024206,2.76,4.5,0.21811965,0.15235201
0.185,0.0,0.0,0.70136178,0.185,18.0,0.13203789,0.54042,15.0,15.0,3.3202648,3.3202648,2.7750001,4.5,0.22048317,0.1540125
0.186,0.0,0.0,0.70116532,0.186,18.0,0.13273916,0.54042,15.0,15.0,3.3381073,3.3381073,2.79,4.5,0.2228592,0.155682
0.18700001,0.0,0.0,0.70096791,0.18700001,18.0,0.13344021,0.54042,15.0,15.0,3.3559482,3.3559482,2.8050001,4.5,0.22524776,0.15736049
0.18799999,0.0,0.0,0.7007696,0.18799999,18.0,0.13414109,0.54042,15.0,15.0,3.3737872,3.3737872,2.8199999,4.5,0.22764881,0.15904801
0.189,0.0,0.0,0.70057029,0.189,18.0,0.13484176,0.54042,15.0,15.0,3.3916247,3.3916247,2.835,4.5,0.23006237,0.1607445
0.19,0.0,0.0,0.70037007,0.19,18.0,0.13554223,0.54042,15.0,15.0,3.4094605,3.4094605,2.8499999,4.5,0.23248842,0.16245
0.191,0.0,0.0,0.70016891,0.191,18.0,0.13624249,0.54042,15.0,15.0,3.4272945,3.4272945,2.865,4.5,0.23492695,0.1641645
0.192,0.0,0.0,0.69996685,0.192,18.0,0.13694257,0.54042,15.0,15.0,3.4451268,3.4451268,2.8800001,4.5,0.23737799,0.165888
0.193,0.0,0.0,0.69976383,0.193,18.0,0.13764243,0.54042,15.0,15.0,3.4629576,3.4629576,2.895,4.5,0.23984149,0.16762049
0.19400001,0.0,0.0,0.69955987,0.19400001,18.0,0.1383421,0.54042,15.0,15.0,3.4807863,3.4807863,2.9100001,4.5,0.24231748,0.16936199
0.19499999,0.0,0.0,0.69935501,0.19499999,18.0,0.13904154,0.54042,15.0,15.0,3.4986136,3.4986136,2.925,4.5,0.24480593,0.17111249
0.19599999,0.0,0.0,0.69914919,0.19599999,18.0,0.13974079,0.54042,15.0,15.0,3.516439,3.516439,2.9400001,4.5,0.24730687,0.17287201
0.197,0.0,0.0,0.69894248,0.197,18.0,0.14043985,0.54042,15.0,15.0,3.5342627,3.5342627,2.9549999,4.5,0.24982025,0.17464051
0.198,0.0,0.0,0.69873482,0.198,18.0,0.14113869,0.54042,15.0,15.0,3.5520844,3.5520844,2.97,4.5,0.2523461,0.17641801
0.199,0.0,0.0,0.69852626,0.199,18.0,0.14183731,0.54042,15.0,15.0,3.5699046,3.5699046,2.9849999,4.5,0.25488439,0.17820451
0.2,0.0,0.0,0.69831675,0.2,18.0,0.14253573,0.54042,15.0,15.0,3.587723,3.587723,3.0,4.5,0.25743514,0.18000001
0.20100001,0.0,0.0,0.69810635,0.20100001,18.0,0.14323395,0.54042,15.0,15.0,3.6055396,3.6055396,3.0150001,4.5,0.25999832,0.18180449
0.20200001,0.0,0.0,0.69789505,0.20200001,18.0,0.14393196,0.54042,15.0,15.0,3.6233544,3.6233544,3.03,4.5,0.26257393,0.18361799
0.20299999,0.0,0.0,0.6976828,0.20299999,18.0,0.14462975,0.54042,15.0,15.0,3.6411674,3.6411674,3.0450001,4.5,0.26516199,0.1854405
0.204,0.0,0.0,0.69746965,0.204,18.0,0.14532731,0.54042,15.0,15.0,3.6589785,3.6589785,3.0599999,4.5,0.26776248,0.187272
0.205,0.0,0.0,0.69725561,0.205,18.0,0.14602467,0.54042,15.0,15.0,3.6767879,3.6767879,3.075,4.5,0.27037537,0.1891125
0.206,0.0,0.0,0.69704068,0.206,18.0,0.14672183,0.54042,15.0,15.0,3.6945953,3.6945953,3.0899999,4.5,0.27300069,0.190962
0.207,0.0,0.0,0.69682479,0.207,18.0,0.14741877,0.54042,15.0,15.0,3.7124012,3.7124012,3.105,4.5,0.27563843,0.1928205
0.208,0.0,0.0,0.69660801,0.208,18.0,0.14811547,0.54042,15.0,15.0,3.7302048,3.7302048,3.1199999,4.5,0.27828857,0.19468801
0.20900001,0.0,0.0,0.69639039,0.20900001,18.0,0.14881198,0.54042,15.0,15.0,3.7480068,3.7480068,3.135,4.5,0.28095111,0.1965645
0.20999999,0.0,0.0,0.69617182,0.20999999,18.0,0.14950825,0.54042,15.0,15.0,3.7658069,3.7658069,3.1500001,4.5,0.28362605,0.19845
0.211,0.0,0.0,0.69595236,0.211,18.0,0.15020432,0.54042,15.0,15.0,3.7836053,3.7836053,3.165,4.5,0.28631338,0.2003445
0.212,0.0,0.0,0.695732,0.212,18.0,0.15090016,0.54042,15.0,15.0,3.8014016,3.8014016,3.1800001,4.5,0.28901309,0.20224801
0.213,0.0,0.0,0.69551075,0.213,18.0,0.15159579,0.54042,15.0,15.0,3.8191962,3.8191962,3.1949999,4.5,0.29172519,0.2041605
0.214,0.0,0.0,0.6952886,0.214,18.0,0.15229118,0.54042,15.0,15.0,3.8369887,3.8369887,3.21,4.5,0.29444966,0.206082
0.215,0.0,0.0,0.69506556,0.215,18.0,0.15298636,0.54042,15.0,15.0,3.8547795,3.8547795,3.2249999,4.5,0.29718649,0.20801251
0.21600001,0.0,0.0,0.69484162,0.21600001,18.0,0.15368131,0.54042,15.0,15.0,3.8725684,3.8725684,3.24,4.5,0.2999357,0.209952
0.21699999,0.0,0.0,0.69461685,0.21699999,18.0,0.15437604,0.54042,15.0,15.0,3.8903551,3.8903551,3.2550001,4.5,0.30269727,0.2119005
0.21799999,0.0,0.0,0.69439113,0.21799999,18.0,0.15507054,0.54042,15.0,15.0,3.9081402,3.9081402,3.27,4.5,0.30547118,0.21385799
0.219,0.0,0.0,0.69416457,0.219,18.0,0.15576482,0.54042,15.0,15.0,3.9259233,3.9259233,3.2850001,4.5,0.30825746,0.2158245
0.22,0.0,0.0,0.69393712,0.22,18.0,0.15645887,0.54042,15.0,15.0,3.9437044,3.9437044,3.3,4.5,0.31105608,0.21780001
0.221,0.0,0.0,0.69370878,0.221,18.0,0.1571527,0.54042,15.0,15.0,3.9614835,3.9614835,3.3150001,4.5,0.31386703,0.2197845
0.222,0.0,0.0,0.6934796,0.222,18.0,0.15784629,0.54042,15.0,15.0,3.9792607,3.9792607,3.3299999,4.5,0.31669033,0.22177801
0.223,0.0,0.0,0.69324952,0.223,18.0,0.15853965,0.54042,15.0,15.0,3.997036,3.997036,3.345,4.5,0.31952593,0.2237805
0.22400001,0.0,0.0,0.69301856,0.22400001,18.0,0.1592328,0.54042,15.0,15.0,4.0148091,4.0148091,3.3599999,4.5,0.32237387,0.22579201
0.22499999,0.0,0.0,0.69278675,0.22499999,18.0,0.1599257,0.54042,15.0,15.0,4.0325804,4.0325804,3.375,4.5,0.32523412,0.2278125
0.226,0.0,0.0,0.69255406,0.226,18.0,0.16061836,0.54042,15.0,15.0,4.0503497,4.0503497,3.3900001,4.5,0.32810667,0.22984201
0.227,0.0,0.0,0.69232047,0.227,18.0,0.16131081,0.54042,15.0,15.0,4.0681171,4.0681171,3.405,4.5,0.33099154,0.2318805
0.228,0.0,0.0,0.6920861,0.228,18.0,0.16200301,0.54042,15.0,15.0,4.0858827,4.0858827,3.4200001,4.5,0.33388871,0.23392799
0.229,0.0,0.0,0.69185078,0.229,18.0,0.16269498,0.54042,15.0,15.0,4.1036458,4.1036458,3.4349999,4.5,0.33679816,0.2359845
0.23,0.0,0.0,0.69161469,0.23,18.0,0.1633867,0.54042,15.0,15.0,4.121407,4.121407,3.45,4.5,0.33971992,0.23805
0.23100001,0.0,0.0,0.69137764,0.23100001,18.0,0.16407821,0.54042,15.0,15.0,4.1391664,4.1391664,3.4649999,4.5,0.34265396,0.24012449
0.23199999,0.0,0.0,0.69113982,0.23199999,18.0,0.16476946,0.54042,15.0,15.0,4.1569238,4.1569238,3.48,4.5,0.34560028,0.242208
0.233,0.0,0.0,0.6909011,0.233,18.0,0.16546048,0.54042,15.0,15.0,4.1746788,4.1746788,3.4949999,4.5,0.34855884,0.2443005
0.234,0.0,0.0,0.69066155,0.234,18.0,0.16615127,0.54042,15.0,15.0,4.1924319,4.1924319,3.51,4.5,0.35152969,0.246402
0.235,0.0,0.0,0.69042116,0.235,18.0,0.1668418,0.54042,15.0,15.0,4.2101831,4.2101831,3.5250001,4.5,0.35451281,0.24851251
0.236,0.0,0.0,0.69017988,0.236,18.0,0.1675321,0.54042,15.0,15.0,4.227932,4.227932,3.54,4.5,0.35750818,0.25063199
0.237,0.0,0.0,0.68993777,0.237,18.0,0.16822216,0.54042,15.0,15.0,4.2456789,4.2456789,3.5550001,4.5,0.3605158,0.2527605
0.23800001,0.0,0.0,0.68969488,0.23800001,18.0,0.16891198,0.54042,15.0,15.0,4.2634239,4.2634239,3.5699999,4.5,0.36353564,0.25489801
0.23899999,0.0,0.0,0.6894511,0.23899999,18.0,0.16960156,0.54042,15.0,15.0,4.2811666,4.2811666,3.585,4.5,0.36656776,0.25704449
0.23999999,0.0,0.0,0.68920642,0.23999999,18.0,0.17029089,0.54042,15.0,15.0,4.2989073,4.2989073,3.5999999,4.5,0.36961207,0.25920001
0.241,0.0,0.0,0.68896097,0.241,18.0,0.17097996,0.54042,15.0,15.0,4.3166461,4.3166461,3.615,4.5,0.37266862,0.26136449
0.242,0.0,0.0,0.68871468,0.242,18.0,0.1716688,0.54042,15.0,15.0,4.3343825,4.3343825,3.6300001,4.5,0.3757374,0.263538
0.243,0.0,0.0,0.68846756,0.243,18.0,0.1723574,0.54042,15.0,15.0,4.3521166,4.3521166,3.645,4.5,0.37881839,0.26572049
0.244,0.0,0.0,0.68821961,0.244,18.0,0.17304574,0.54042,15.0,15.0,4.3698487,4.3698487,3.6600001,4.5,0.38191161,0.267912
0.245,0.0,0.0,0.68797082,0.245,18.0,0.17373383,0.54042,15.0,15.0,4.387579,4.387579,3.675,4.5,0.38501701,0.27011251
0.24600001,0.0,0.0,0.68772119,0.24600001,18.0,0.17442168,0.54042,15.0,15.0,4.4053068,4.4053068,3.6900001,4.5,0.3881346,0.272322
0.24699999,0.0,0.0,0.68747079,0.24699999,18.0,0.17510928,0.54042,15.0,15.0,4.4230328,4.4230328,3.7049999,4.5,0.39126438,0.27454051
0.248,0.0,0.0,0.6872195,0.248,18.0,0.17579663,0.54042,15.0,15.0,4.4407563,4.4407563,3.72,4.5,0.39440635,0.276768
0.249,0.0,0.0,0.68696743,0.249,18.0,0.17648372,0.54042,15.0,15.0,4.458478,4.458478,3.7349999,4.5,0.39756051,0.27900451
0.25,0.0,0.0,0.68671453,0.25,18.0,0.17717056,0.54042,15.0,15.0,4.4761972,4.4761972,3.75,4.5,0.40072685,0.28125
0.25099999,0.0,0.0,0.68646085,0.25099999,18.0,0.17785715,0.54042,15.0,15.0,4.4939146,4.4939146,3.7650001,4.5,0.40390533,0.28350449
0.252,0.0,0.0,0.68620628,0.252,18.0,0.17854348,0.54042,15.0,15.0,4.5116296,4.5116296,3.78,4.5,0.407096,0.285768
0.25299999,0.0,0.0,0.68595099,0.25299999,18.0,0.17922956,0.54042,15.0,15.0,4.5293422,4.5293422,3.7950001,4.5,0.41029879,0.28804049
0.25400001,0.0,0.0,0.68569481,0.25400001,18.0,0.17991538,0.54042,15.0,15.0,4.5470529,4.5470529,3.8099999,4.5,0.41351378,0.29032201
0.255,0.0,0.0,0.68543786,0.255,18.0,0.18060094,0.54042,15.0,15.0,4.5647612,4.5647612,3.825,4.5,0.41674086,0.29261249
0.25600001,0.0,0.0,0.68518013,0.25600001,18.0,0.18128626,0.54042,15.0,15.0,4.5824671,4.5824671,3.8399999,4.5,0.41998011,0.29491201
0.257,0.0,0.0,0.68492156,0.257,18.0,0.18197131,0.54042,15.0,15.0,4.6001711,4.6001711,3.855,4.5,0.42323148,0.2972205
0.25799999,0.0,0.0,0.68466216,0.25799999,18.0,0.18265609,0.54042,15.0,15.0,4.6178727,4.6178727,3.8699999,4.5,0.42649499,0.29953799
0.259,0.0,0.0,0.68440205,0.259,18.0,0.18334062,0.54042,15.0,15.0,4.6355724,4.6355724,3.885,4.5,0.42977059,0.3018645
0.25999999,0.0,0.0,0.68414104,0.25999999,18.0,0.1840249,0.54042,15.0,15.0,4.6532693,4.6532693,3.9000001,4.5,0.43305832,0.30419999
0.26100001,0.0,0.0,0.68387932,0.26100001,18.0,0.18470891,0.54042,15.0,15.0,4.6709642,4.6709642,3.915,4.5,0.43635815,0.30654451
0.26199999,0.0,0.0,0.68361676,0.26199999,18.0,0.18539266,0.54042,15.0,15.0,4.6886573,4.6886573,3.9300001,4.5,0.43967012,0.308898
0.26300001,0.0,0.0,0.68335342,0.26300001,18.0,0.18607615,0.54042,15.0,15.0,4.7063475,4.7063475,3.9449999,4.5,0.44299412,0.31126049
0.264,0.0,0.0,0.68308932,0.264,18.0,0.18675937,0.54042,15.0,15.0,4.7240357,4.7240357,3.96,4.5,0.44633025,0.31363201
0.26499999,0.0,0.0,0.68282443,0.26499999,18.0,0.18744232,0.54042,15.0,15.0,4.7417216,4.7417216,3.9749999,4.5,0.44967845,0.3160125
0.266,0.0,0.0,0.68255872,0.266,18.0,0.18812501,0.54042,15.0,15.0,4.7594051,4.7594051,3.99,4.5,0.45303872,0.31840199
0.26699999,0.0,0.0,0.68229222,0.26699999,18.0,0.18880744,0.54042,15.0,15.0,4.7770863,4.7770863,4.0050001,4.5,0.45641106,0.32080051
0.26800001,0.0,0.0,0.68202502,0.26800001,18.0,0.1894896,0.54042,15.0,15.0,4.7947655,4.7947655,4.02,4.5,0.45979548,0.323208
0.26899999,0.0,0.0,0.68175697,0.26899999,18.0,0.1901715,0.54042,15.0,15.0,4.8124418,4.8124418,4.0349998,4.5,0.46319196,0.3256245
0.27000001,0.0,0.0,0.68148816,0.27000001,18.0,0.19085312,0.54042,15.0,15.0,4.8301163,4.8301163,4.0500002,4.5,0.46660045,0.32804999
0.271,0.0,0.0,0.68121862,0.271,18.0,0.19153446,0.54042,15.0,15.0,4.8477883,4.8477883,4.0650001,4.5,0.47002101,0.33048451
0.27200001,0.0,0.0,0.68094826,0.27200001,18.0,0.19221555,0.54042,15.0,15.0,4.865458,4.865458,4.0799999,4.5,0.47345361,0.332928
0.273,0.0,0.0,0.68067712,0.273,18.0,0.19289637,0.54042,15.0,15.0,4.8831253,4.8831253,4.0949998,4.5,0.47689825,0.33538049
0.27399999,0.0,0.0,0.68040526,0.27399999,18.0,0.1935769,0.54042,15.0,15.0,4.9007902,4.9007902,4.1100001,4.5,0.48035491,0.33784199
0.27500001,0.0,0.0,0.68013263,0.27500001,18.0,0.19425717,0.54042,15.0,15.0,4.9184527,4.9184527,4.125,4.5,0.48382357,0.34031251
0.27599999,0.0,0.0,0.67985922,0.27599999,18.0,0.19493717,0.54042,15.0,15.0,4.9361134,4.9361134,4.1399999,4.5,0.48730427,0.342792
0.27700001,0.0,0.0,0.67958504,0.27700001,18.0,0.19561689,0.54042,15.0,15.0,4.9537711,4.9537711,4.1550002,4.5,0.49079695,0.3452805
0.278,0.0,0.0,0.67931014,0.278,18.0,0.19629633,0.54042,15.0,15.0,4.9714265,4.9714265,4.1700001,4.5,0.49430165,0.34777799
0.27900001,0.0,0.0,0.67903447,0.27900001,18.0,0.19697551,0.54042,15.0,15.0,4.9890795,4.9890795,4.1849999,4.5,0.49781832,0.35028449
0.28,0.0,0.0,0.67875803,0.28,18.0,0.19765441,0.54042,15.0,15.0,5.0067306,5.0067306,4.1999998,4.5,0.50134701,0.35280001
0.28099999,0.0,0.0,0.67848086,0.28099999,18.0,0.19833302,0.54042,15.0,15.0,5.0243788,5.0243788,4.2150002,4.5,0.50488764,0.35532451
0.28200001,0.0,0.0,0.67820293,0.28200001,18.0,0.19901137,0.54042,15.0,15.0,5.0420246,5.0420246,4.23,4.5,0.50844026,0.357858
0.28299999,0.0,0.0,0.67792428,0.28299999,18.0,0.19968943,0.54042,15.0,15.0,5.0596681,5.0596681,4.2449999,4.5,0.51200485,0.3604005
0.28400001,0.0,0.0,0.67764485,0.28400001,18.0,0.20036721,0.54042,15.0,15.0,5.0773091,5.0773091,4.2600002,4.5,0.51558137,0.36295199
0.285,0.0,0.0,0.67736471,0.285,18.0,0.20104472,0.54042,15.0,15.0,5.0949478,5.0949478,4.2750001,4.5,0.51916987,0.36551249
0.28600001,0.0,0.0,0.67708385,0.28600001,18.0,0.20172195,0.54042,15.0,15.0,5.1125841,5.1125841,4.29,4.5,0.52277035,0.36808199
0.287,0.0,0.0,0.67680222,0.287,18.0,0.2023989,0.54042,15.0,15.0,5.130218,5.130218,4.3049998,4.5,0.52638274,0.37066051
0.28799999,0.0,0.0,0.67651987,0.28799999,18.0,0.20307556,0.54042,15.0,15.0,5.1478491,5.1478491,4.3200002,4.5,0.53000706,0.37324801
0.289,0.0,0.0,0.67623675,0.289,18.0,0.20375194,0.54042,15.0,15.0,5.1654782,5.1654782,4.335,4.5,0.53364331,0.37584451
0.28999999,0.0,0.0,0.67595291,0.28999999,18.0,0.20442802,0.54042,15.0,15.0,5.1831045,5.1831045,4.3499999,4.5,0.53729147,0.37845001
0.29100001,0.0,0.0,0.67566836,0.29100001,18.0,0.20510383,0.54042,15.0,15.0,5.2007284,5.2007284,4.3649998,4.5,0.54095155,0.3810645
0.292,0.0,0.0,0.67538309,0.292,18.0,0.20577936,0.54042,15.0,15.0,5.2183499,5.2183499,4.3800001,4.5,0.54462355,0.383688
0.29300001,0.0,0.0,0.67509711,0.29300001,18.0,0.2064546,0.54042,15.0,15.0,5.2359691,5.2359691,4.395,4.5,0.54830742,0.3863205
0.294,0.0,0.0,0.67481041,0.294,18.0,0.20712955,0.54042,15.0,15.0,5.2535853,5.2535853,4.4099998,4.5,0.5520032,0.388962
0.29499999,0.0,0.0,0.67452294,0.29499999,18.0,0.20780422,0.54042,15.0,15.0,5.2711997,5.2711997,4.4250002,4.5,0.55571091,0.3916125
0.296,0.0,0.0,0.67423481,0.296,18.0,0.2084786,0.54042,15.0,15.0,5.2888112,5.2888112,4.4400001,4.5,0.55943042,0.394272
0.29699999,0.0,0.0,0.6739459,0.29699999,18.0,0.20915268,0.54042,15.0,15.0,5.3064198,5.3064198,4.4549999,4.5,0.56316185,0.3969405
0.29800001,0.0,0.0,0.67365634,0.29800001,18.0,0.2098265,0.54042,15.0,15.0,5.3240266,5.3240266,4.4699998,4.5,0.56690514,0.399618
0.29899999,0.0,0.0,0.67336607,0.29899999,18.0,0.2105,0.54042,15.0,15.0,5.3416305,5.3416305,4.4850001,4.5,0.57066029,0.4023045
0.30000001,0.0,0.0,0.67307508,0.30000001,18.0,0.21117322,0.54042,15.0,15.0,5.3592319,5.3592319,4.5,4.5,0.57442731,0.405
0.301,0.0,0.0,0.67278337,0.301,18.0,0.21184616,0.54042,15.0,15.0,5.3768306,5.3768306,4.5149999,4.5,0.57820618,0.4077045
0.30199999,0.0,0.0,0.67249095,0.30199999,18.0,0.2125188,0.54042,15.0,15.0,5.3944273,5.3944273,4.5300002,4.5,0.58199686,0.410418
0.303,0.0,0.0,0.67219788,0.303,18.0,0.21319114,0.54042,15.0,15.0,5.4120207,5.4120207,4.5450001,4.5,0.5857994,0.41314051
0.30399999,0.0,0.0,0.67190409,0.30399999,18.0,0.21386318,0.54042,15.0,15.0,5.4296122,5.4296122,4.5599999,4.5,0.58961374,0.41587201
0.30500001,0.0,0.0,0.67160958,0.30500001,18.0,0.21453494,0.54042,15.0,15.0,5.4472008,5.4472008,4.5749998,4.5,0.59343994,0.41861251
0.30599999,0.0,0.0,0.67131436,0.30599999,18.0,0.2152064,0.54042,15.0,15.0,5.464787,5.464787,4.5900002,4.5,0.59727788,0.42136201
0.30700001,0.0,0.0,0.67101848,0.30700001,18.0,0.21587758,0.54042,15.0,15.0,5.4823704,5.4823704,4.605,4.5,0.60112768,0.42412049
0.308,0.0,0.0,0.67072195,0.308,18.0,0.21654844,0.54042,15.0,15.0,5.4999514,5.4999514,4.6199999,4.5,0.60498923,0.42688799
0.30899999,0.0,0.0,0.6704247,0.30899999,18.0,0.21721901,0.54042,15.0,15.0,5.5175295,5.5175295,4.6350002,4.5,0.60886264,0.42966449
0.31,0.0,0.0,0.67012674,0.31,18.0,0.21788929,0.54042,15.0,15.0,5.5351052,5.5351052,4.6500001,4.5,0.61274779,0.43245
0.31099999,0.0,0.0,0.66982812,0.31099999,18.0,0.21855927,0.54042,15.0,15.0,5.5526781,5.5526781,4.665,4.5,0.61664474,0.4352445
0.31200001,0.0,0.0,0.66952884,0.31200001,18.0,0.21922895,0.54042,15.0,15.0,5.5702486,5.5702486,4.6799998,4.5,0.62055343,0.43804801
0.31299999,0.0,0.0,0.66922885,0.31299999,18.0,0.21989833,0.54042,15.0,15.0,5.5878167,5.5878167,4.6950002,4.5,0.62447387,0.44086051
0.31400001,0.0,0.0,0.66892821,0.31400001,18.0,0.22056741,0.54042,15.0,15.0,5.605382,5.605382,4.71,4.5,0.62840611,0.44368199
0.315,0.0,0.0,0.6686269,0.315,18.0,0.22123618,0.54042,15.0,15.0,5.6229444,5.6229444,4.7249999,4.5,0.63235009,0.44651249
0.31600001,0.0,0.0,0.66832489,0.31600001,18.0,0.22190467,0.54042,15.0,15.0,5.6405044,5.6405044,4.7399998,4.5,0.63630581,0.449352
0.317,0.0,0.0,0.66802222,0.317,18.0,0.22257283,0.54042,15.0,15.0,5.658062,5.658062,4.7550001,4.5,0.64027327,0.4522005
0.31799999,0.0,0.0,0.66771889,0.31799999,18.0,0.2232407,0.54042,15.0,15.0,5.6756163,5.6756163,4.77,4.5,0.64425242,0.45505801
0.31900001,0.0,0.0,0.6674149,0.31900001,18.0,0.22390828,0.54042,15.0,15.0,5.6931686,5.6931686,4.7849998,4.5,0.64824331,0.45792449
0.31999999,0.0,0.0,0.66711026,0.31999999,18.0,0.22457553,0.54042,15.0,15.0,5.7107177,5.7107177,4.8000002,4.5,0.65224594,0.46079999
0.32100001,0.0,0.0,0.66680497,0.32100001,18.0,0.2252425,0.54042,15.0,15.0,5.7282643,5.7282643,4.8150001,4.5,0.65626025,0.4636845
0.322,0.0,0.0,0.66649902,0.322,18.0,0.22590914,0.54042,15.0,15.0,5.7458086,5.7458086,4.8299999,4.5,0.66028631,0.46657801
0.32300001,0.0,0.0,0.66619241,0.32300001,18.0,0.22657549,0.54042,15.0,15.0,5.7633495,5.7633495,4.8449998,4.5,0.66432399,0.46948051
0.324,0.0,0.0,0.66588515,0.324,18.0,0.22724153,0.54042,15.0,15.0,5.7808881,5.7808881,4.8600001,4.5,0.66837341,0.47239199
0.32499999,0.0,0.0,0.66557723,0.32499999,18.0,0.22790726,0.54042,15.0,15.0,5.7984242,5.7984242,4.875,4.5,0.67243445,0.4753125
0.32600001,0.0,0.0,0.66526866,0.32600001,18.0,0.22857268,0.54042,15.0,15.0,5.8159575,5.8159575,4.8899999,4.5,0.67650717,0.47824201
0.32699999,0.0,0.0,0.66495943,0.32699999,18.0,0.22923779,0.54042,15.0,15.0,5.833488,5.833488,4.9050002,4.5,0.68059158,0.48118049
0.32800001,0.0,0.0,0.66464961,0.32800001,18.0,0.2299026,0.54042,15.0,15.0,5.8510156,5.8510156,4.9200001,4.5,0.68468767,0.484128
0.329,0.0,0.0,0.66433913,0.329,18.0,0.2305671,0.54042,15.0,15.0,5.8685408,5.8685408,4.9349999,4.5,0.68879539,0.48708451
0.33000001,0.0,0.0,0.66402799,0.33000001,18.0,0.23123127,0.54042,15.0,15.0,5.8860631,5.8860631,4.9499998,4.5,0.69291472,0.49004999
0.331,0.0,0.0,0.6637162,0.331,18.0,0.23189515,0.54042,15.0,15.0,5.9035826,5.9035826,4.9650002,4.5,0.69704574,0.4930245
0.33199999,0.0,0.0,0.66340381,0.33199999,18.0,0.23255871,0.54042,15.0,15.0,5.9210992,5.9210992,4.98,4.5,0.70118833,0.49600801
0.333,0.0,0.0,0.66309083,0.333,18.0,0.23322196,0.54042,15.0,15.0,5.9386134,5.9386134,4.9949999,4.5,0.70534259,0.49900049
0.33399999,0.0,0.0,0.66277719,0.33399999,18.0,0.23388489,0.54042,15.0,15.0,5.9561248,5.9561248,5.0100002,4.5,0.70950842,0.502002
0.33500001,0.0,0.0,0.66246289,0.33500001,18.0,0.23454751,0.54042,15.0,15.0,5.9736333,5.9736333,5.0250001,4.5,0.71368587,0.50501251
0.336,0.0,0.0,0.662148,0.336,18.0,0.23520982,0.54042,15.0,15.0,5.9911389,5.9911389,5.04,4.5,0.71787494,0.50803202
0.33700001,0.0,0.0,0.66183245,0.33700001,18.0,0.23587181,0.54042,15.0,15.0,6.0086417,6.0086417,5.0549998,4.5,0.72207558,0.51106048
0.338,0.0,0.0,0.66151631,0.338,18.0,0.23653348,0.54042,15.0,15.0,6.0261421,6.0261421,5.0700002,4.5,0.72628778,0.51409799
0.33899999,0.0,0.0,0.66119957,0.33899999,18.0,0.23719484,0.54042,15.0,15.0,6.0436397,6.0436397,5.085,4.5,0.73051161,0.5171445
0.34,0.0,0.0,0.66088217,0.34,18.0,0.23785588,0.54042,15.0,15.0,6.0611343,6.0611343,5.0999999,4.5,0.73474693,0.52020001
0.34099999,0.0,0.0,0.66056424,0.34099999,18.0,0.2385166,0.54042,15.0,15.0,6.0786262,6.0786262,5.1149998,4.5,0.73899388,0.52326453
0.34200001,0.0,0.0,0.6602456,0.34200001,18.0,0.239177,0.54042,15.0,15.0,6.0961151,6.0961151,5.1300001,4.5,0.74325234,0.52633798
0.34299999,0.0,0.0,0.65992641,0.34299999,18.0,0.2398371,0.54042,15.0,15.0,6.1136012,6.1136012,5.145,4.5,0.74752241,0.5294205
