CycAT_1_task1,CycA_2_task1,CycET_3_task1,CycE_4_task1,_1_task1,p27T_5_task1
0.0,0.0,0.0,0.0,0.0,0.0
0.0020590125390216145,0.0020538518184281427,0.0029984355211617754,0.002990521029886284,1.0,0.007983945676468464
0.0034397970956889473,0.003407628263564352,0.005993552255397844,0.005931218995132749,2.0,0.01593512022638216
0.004370099305843543,0.004284861956731054,0.008985178984662664,0.00877899153539113,3.0,0.023851922546121628
0.005001167786533912,0.004841229544681234,0.011973243265893102,0.011496192767060879,4.0,0.031732402325261234
0.005433367871819372,0.005183917932604373,0.014957726916681078,0.014051710772936031,5.0,0.03957459853607622
0.005733326763357695,0.0053859840049037344,0.017938639287175845,0.016421563876030523,6.0,0.04737671402087235
0.005945297870728183,0.005496732930929306,0.020916001861693304,0.018589043562597996,7.0,0.05513720303499963
0.006098694821610212,0.005549117208828164,0.02388983983636147,0.02054445546934769,8.0,0.06285480956836453
0.00621308637189424,0.005564945820450006,0.026860177859182932,0.022284534600925564,9.0,0.070528575629823
0.006301506411048307,0.005558506578656232,0.029827038163139374,0.02381162629296718,10.0,0.07815783028314907
0.006372628680240657,0.005539037302867747,0.032790440024368046,0.025132724560991176,11.0,0.0857421659012529
0.0064322371633609805,0.005512434985609802,0.03575039981762778,0.02625846541207331,12.0,0.09328140727494252
0.006484183515968412,0.005482392427540325,0.03870693141105063,0.02720214197453467,13.0,0.10077557693763874
0.00653103116055803,0.005451164495145248,0.04166004660990404,0.027978799263843508,14.0,0.10822485960497218
0.00657448873427657,0.005420083632811807,0.044609755593550224,0.028604439469070517,15.0,0.11562956787069514
0.006615691820298119,0.005389893636892793,0.0475560673357774,0.029095356624581303,16.0,0.12299011068452395
0.006655382960612268,0.005360956181781046,0.050498989917770964,0.029467617649178084,17.0,0.13030696545352935
0.0066940527296495324,0.0053334068122972015,0.05343853073102217,0.029736658757913065,18.0,0.13758065353396504
0.00673202265818703,0.00530724850322134,0.05637469671293638,0.029917000190893096,19.0,0.14481172041135293
0.006769498926831202,0.00528240696514544,0.059307494508576974,0.03002205919989029,20.0,0.1520007194604076
0.006806611970592336,0.005258767452582088,0.062236930551944014,0.03006404968259915,21.0,0.15914819923281331
0.0068434441137970444,0.005236200472231341,0.06516301114479048,0.030053935811882947,22.0,0.16625469354850708
0.006880047673893723,0.00521457709243939,0.06808574251878269,0.030001431607763175,23.0,0.17332071404287164
0.00691645387486177,0.005193774522156168,0.07100513087352636,0.029915052281563922,24.0,0.18034674574477405
0.0069526789890296216,0.005173678911313872,0.07392118240055001,0.029802190598928715,25.0,0.1873332445521484
0.006988730784384799,0.005154188461865137,0.07683390329367518,0.02966919972604425,26.0,0.19428063572352894
0.007024612999866581,0.005135215133037794,0.07974329975352623,0.029521481519894057,27.0,0.2011893135437734
0.007060328579901191,0.005116685193401112,0.08264937799230494,0.02936357804763569,28.0,0.2080596412764833
0.007095877765416819,0.005098535747668092,0.08555214423066165,0.029199272754835318,29.0,0.21489195360338006
0.007131265299140729,0.00508071840172417,0.0884516047031206,0.029031670654926955,30.0,0.22168655491937322
0.007166491903638628,0.005063190511449571,0.09134776562330633,0.028863306490429803,31.0,0.22844372536781013
0.0072015606486369056,0.005045919671571521,0.09424063321230551,0.028696207675278525,32.0,0.23516372028938504
0.007236473359016704,0.005028879160987865,0.0971302136762412,0.028531984986019603,33.0,0.2418467741089469
0.007271233102031835,0.00501204888079072,0.1000165131903672,0.02837187725133743,34.0,0.24849310192028706
0.007305843468181084,0.004995413481189757,0.1028995379009932,0.02821683207005264,35.0,0.2551029013511152
0.0073403097808531145,0.0049789625912128885,0.10577929390988344,0.02806753710100154,36.0,0.2616763542741387
0.007374637601272397,0.004962689228380196,0.10865578727810776,0.027924467105687682,37.0,0.268213628544651
0.007408833594431775,0.004946589370275975,0.11152902401424429,0.027787938596180842,38.0,0.27471487991108473
0.007442903869094531,0.00493066091808776,0.11439901007870026,0.027658121874913164,39.0,0.2811802534170748
0.007476855006182236,0.004914903515237073,0.11726575137225925,0.02753508060216641,40.0,0.28760988483533756
0.007510693303355484,0.0048993176981183394,0.12012925373508801,0.02741880110681486,41.0,0.29400390219855255
0.007544425647771753,0.004883905229893237,0.12298952293942378,0.027309196462732686,42.0,0.30036242628148935
0.007578058874308057,0.004868668344478358,0.12584656468933766,0.027206137403900342,43.0,0.30668557198889007
0.007611600224948492,0.004853609909548382,0.12870038461675706,0.027109457718619147,44.0,0.3129734488178689
0.007645056727336019,0.004838733062917775,0.13155098828481288,0.02701896343106341,45.0,0.3192261615055264
0.0076784354928692185,0.0048240410492988535,0.13439838118281489,0.026934449299628585,46.0,0.3254438109125515
0.007711743291304972,0.004809537079867563,0.13724256873021218,0.02685569735370082,47.0,0.33162649424147433
0.007744986941627853,0.004795224304014233,0.140083556272377,0.026782485559778704,48.0,0.33777430551197396
0.0077781730385730625,0.004781105622711763,0.14292134908173262,0.026714595064304913,49.0,0.34388733610618655
0.007811308292031324,0.004767183844868311,0.14575595235606806,0.026651807560922666,50.0,0.34996567469657164
0.007844399250276544,0.004753461539831489,0.14858737122006632,0.026593911564260952,51.0,0.3560094077083849
0.007877452429479702,0.004739941081497924,0.15141561072469495,0.02654070318764064,52.0,0.36201861944648067
0.007910474123902484,0.004726624623155386,0.1542406758499205,0.026491985597122885,53.0,0.36799339217986554
0.007943470558336194,0.004713514084305339,0.157062571503983,0.026447570568696843,54.0,0.3739338062719317
0.007976447772708317,0.004700611141940538,0.15988130252501312,0.026407279074924708,55.0,0.3798399403240664
0.008009411618453335,0.004687917227798562,0.1626968736807965,0.02637094431726563,56.0,0.38571187144431884
0.008042368071927434,0.004675433606611097,0.16550928967058495,0.026338401860820124,57.0,0.3915496746024794
0.008075322680233428,0.0046631612220099546,0.168318555124217,0.026309507909515962,58.0,0.3973534240277852
0.008108281141033286,0.004651100920254295,0.1711246746049592,0.026284118329133372,59.0,0.40312319173671984
0.008141249013210023,0.004639253321313272,0.1739276526088625,0.026262101056083034,60.0,0.40885904851048466
0.008174231691462638,0.004627618833044806,0.17672749356569706,0.02624333588749792,61.0,0.4145610639231436
0.008207234560573538,0.004616197822351074,0.1795242018418553,0.026227701437966537,62.0,0.4202293053675952
0.008240262897194341,0.004604990420550607,0.18231778173817823,0.026215091032374963,63.0,0.4258638394216392
0.008273321826091338,0.004593996690431085,0.18510823749361988,0.02620540014677755,64.0,0.4314647306396734
0.008306416396796905,0.004583216586710303,0.18789557328481687,0.026198530481121224,65.0,0.43703204214851443
