Time,CycAT,CycA,CycET,CycE,p27T,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p,EmiC,Emi1T,Cdh1dp,Cdh1T,kscyce,kdcyce,kdcycee,kdcycea,kasse,kdise,kscyca,kdcyca,kdcycac1,kassa,kdisa,ks27,kd27,kd27e,kd27a,ksemi1,kdemi1,kacdh1,kicdh1e,kicdh1a,kasec,kdiec,ksskp2,kdskp2,kdskp2c1,Inhibitor,compartment,CycE_Synthesis,CycE_degradation,CycA_synthesis,CycA_degradation,p27_Synthesis,p27_degradation,CycE_p27_Binding,CycA_p27_Binding,CycA_degradation_from_CycA_p27_complexes,p27_degradation_from_CycA_p27_complexes,CycE_degradation_from_CycE_p27_complexes,p27_degradation_from_CycE_p27_complexes,Skp2_synthesis,Skp2_degradation,Cdh1_phosphorylation,Cdh1_dephosphorylation,Cdh1_Emi1_binding,Emi1_degradation_from_Cdh1_Emi1_complexes,Emi1_synthesis,Cdh1p_Emi1_binding,Cdh1_Emi1_phosphorylation,Cdh1p_Emi1_dephosphorylation,Emi1_degradation_from_Cdh1p_Emi1_complexes,Emi1_degradation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,0.0,0.0025,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
1.0,0.0020590125390216145,0.0020538518184281427,0.0029984355211617754,0.002990521029886284,0.007983945676468464,7.91449127549178e-06,5.1607205934717025e-06,0.003622274089659693,0.00032138991021074206,0.0013055785964513251,0.007970870464599501,0.9979856910736644,0.0016923739968701236,5.450192548949199e-07,0.0016929190161250186,0.0029984976125763435,0.9996780650705346,1.0000000000000002,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,3.1756779631476897e-06,0.0025,0.0008239935941876213,0.008,3.217477095984077e-05,2.3678765925374427e-05,1.6267772386303427e-05,2.0704515643525232e-06,2.083147679041207e-08,8.404513889694875e-09,3.194719387092698e-08,0.004,0.0007302400903047709,0.0006188577490430798,6.427798204214841e-06,0.0025720500357235185,1.6923739968701237e-06,0.003,8.282991906752177e-07,1.0494526841515382e-06,1.0900385097898397e-08,5.450192548949199e-10,1.305578596451325e-06
2.0,0.0034397970956889473,0.003407628263564352,0.005993552255397844,0.005931218995132749,0.01593512022638216,6.23332602650947e-05,3.216883212459521e-05,0.00658539879661216,0.001170193261401595,0.0015078042777296103,0.01584061813399247,0.9943436128831972,0.004480920476503035,5.273378898515561e-06,0.004486193855401551,0.005993998133131162,0.9988245333597002,1.0000000000000002,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,6.541078615565694e-06,0.0025,0.0013621566161093183,0.008,6.531086962774603e-05,9.270750996567854e-05,5.3335561423230845e-05,1.2859086767050415e-05,1.3263209700496433e-07,6.874248887000947e-08,2.5700003624921023e-07,0.004,0.0013228006439332232,0.0010905075605006167,2.34038652280319e-05,0.0029089326965467403,4.480920476503035e-06,0.003,3.4233772326530668e-06,4.914274697717184e-06,1.0546757797031121e-07,5.273378898515561e-09,1.5078042777296104e-06
3.0,0.004370099305843543,0.004284861956731054,0.008985178984662664,0.00877899153539113,0.023851922546121628,0.00020618744927153267,8.523734911248938e-05,0.009014039324348647,0.0024108802477866955,0.0015644078857504418,0.023560497747737604,0.9901670199887621,0.007404072166210928,1.8027597240333935e-05,0.007422099763451262,0.008986507649201704,0.9975710921549731,1.0,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,9.915201610082821e-06,0.0025,0.0017056613218173037,0.008,9.979086937724735e-05,0.00020271366131155959,9.924873349867876e-05,3.3930159483207126e-05,3.61024171153771e-07,2.328730037788887e-07,8.733102771336443e-07,0.004,0.0018031089698190602,0.0014570325510492568,4.8217604955733913e-05,0.0029499687452366513,7.404072166210928e-06,0.003,7.182648197668293e-06,1.0895105511199053e-05,3.605519448066787e-07,1.8027597240333937e-08,1.5644078857504419e-06
4.0,0.005001167786533912,0.004841229544681234,0.011973243265893102,0.011496192767060879,0.031732402325261234,0.0004770504988322235,0.00015993824185267798,0.011009481683245496,0.00394603057566078,0.001601829553824828,0.031095413584576338,0.9856797728195715,0.01033283057460797,4.136603015992119e-05,0.01037419660476789,0.01197602615859272,0.9960126033941795,1.0000000000000002,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,1.3179080254131996e-05,0.0025,0.001918443274196881,0.008,0.0001355677039681295,0.00034793785876312863,0.00014734127011267962,6.337903244150908e-05,6.972880475023392e-07,5.468842543591877e-07,2.0798128517452396e-06,0.004,0.002192383644247022,0.001747589934798619,7.89206115132156e-05,0.0029511253699273047,1.033283057460797e-05,0.003,1.1814416189581248e-05,1.831989577965069e-05,8.273206031984238e-07,4.136603015992119e-08,1.601829553824828e-06
5.0,0.005433367871819372,0.005183917932604373,0.014957726916681078,0.014051710772936031,0.03957459853607622,0.0009060161437450466,0.00024944993921499896,0.012653818409350896,0.0057043050719133605,0.0016368353093278835,0.03841913245311618,0.9809699736007563,0.013248680821526845,7.704050580372746e-05,0.013325721327330573,0.014962556636658457,0.9942186544222832,1.0000000000000002,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,1.625674329428845e-05,0.0025,0.0020444749708633685,0.008,0.00017237928257149537,0.000521734214503408,0.0001941726308945116,9.838005999300913e-05,1.1192340590162628e-06,1.0481906514694685e-06,4.065120758454199e-06,0.004,0.0025079108190126445,0.001981955011717156,0.00011408610143826721,0.0029463989639297826,1.3248680821526845e-05,0.003,1.713320579769729e-05,2.6767678990705708e-05,1.540810116074549e-06,7.704050580372746e-08,1.6368353093278835e-06
6.0,0.005733326763357695,0.0053859840049037344,0.017938639287175845,0.016421563876030523,0.04737671402087235,0.001517075411145322,0.0003473427584539605,0.01401353274729262,0.0076321195310119615,0.0016716726255136146,0.045512295851273074,0.9760934510368753,0.0161481662564135,0.0001262631756996052,0.016274429432113106,0.01794610205762672,0.9922416172932887,1.0000000000000002,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,1.9101919063198137e-05,0.0025,0.002113661453840166,0.008,0.0002098663702081823,0.0007170415652435733,0.00023818164231232414,0.00013631028223370556,1.601667474061102e-06,1.7646950031820536e-06,6.995540521831282e-06,0.004,0.0027637305735992088,0.0021734734097775777,0.00015264239062023923,0.002940454078954646,1.61481662564135e-05,0.003,2.29915470752889e-05,3.595722308934572e-05,2.525263513992104e-06,1.262631756996052e-07,1.6716726255136147e-06
7.0,0.005945297870728183,0.005496732930929306,0.020916001861693304,0.018589043562597996,0.05513720303499963,0.0023269582990953076,0.0004485649397988766,0.015142441262861179,0.009688011602438788,0.0017066299397009333,0.05236167979610545,0.9710919529112835,0.01903018265266179,0.00018985283361646436,0.019220035486278254,0.020926665425979186,0.9901221355639452,1.0000000000000004,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,2.1688969053805566e-05,0.0025,0.0021461267124730198,0.008,0.0002476411564601971,0.0009268143807587054,0.000278846870858051,0.00017513625123832712,2.1214586864257672e-06,2.715003941360423e-06,1.100519781768872e-05,0.004,0.0029712254540849754,0.002331183566422515,0.00019376023204877577,0.0029339855490288546,1.903018265266179e-05,0.003,2.927064464145481e-05,4.5683468937113996e-05,3.7970566723292874e-06,1.8985283361646436e-07,1.7066299397009333e-06
8.0,0.006098694821610212,0.005549117208828164,0.02388983983636147,0.02054445546934769,0.06285480956836453,0.0033453843670137795,0.0005495776127820484,0.016084097930762216,0.011838893901755434,0.0017417507692544395,0.0589598475885687,0.9659986071457655,0.021894172870630908,0.0002683260818487145,0.022162498952479622,0.02390424972173406,0.9878927800163964,1.0000000000000004,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,2.4006770676129725e-05,0.0025,0.002155274032264298,0.008,0.00028532929333809147,0.0011443902759226009,0.00031618355262797137,0.00021345563861194553,2.6596166425630316e-06,3.909175175863603e-06,1.618959675820818e-05,0.004,0.0031396114355240023,0.002461301974680386,0.00023677787803510868,0.0029271741767770898,2.1894172870630907e-05,0.003,3.5874283484034155e-05,5.5784936460416726e-05,5.36652163697429e-06,2.683260818487145e-07,1.7417507692544394e-06
9.0,0.00621308637189424,0.005564945820450006,0.026860177859182932,0.022284534600925564,0.070528575629823,0.004575643258257367,0.0006481405514442345,0.016873751601439158,0.014057609086628887,0.0017770456631067352,0.0653047918201214,0.9608405786551655,0.024739855236694527,0.0003619570215122303,0.025101812258206756,0.02687885792131349,0.98558043389186,1.000000000000001,0.003,0.001,0.0001,0.03,1.0,0.02,0.0025,0.002,0.4,1.0,0.02,0.008,0.004,2.0,2.0,0.003,0.001,0.02,0.07,0.2,2.0,0.02,0.004,0.002,0.2,0.0,1.0,0.003,2.605456147980638e-05,0.0025,0.0021499401965632313,0.008,0.00032259590393532797,0.0013637740277565888,0.00035045481726585757,0.00025040017810271103,3.2017173815700265e-06,5.349736071085667e-06,2.2602993315542898e-05,0.004,0.0032763445537649437,0.002568237110932172,0.0002811521817325777,0.0029201180617383646,2.4739855236694528e-05,0.003,4.2722886091842785e-05,6.612732200267688e-05,7.239140430244606e-06,3.619570215122303e-07,1.7770456631067353e-06
