Time,x,y0,y1,L,v,R0,a0,a1,k,u,lambda,d,beta,gamma,phi,eta,COMpartment
4.15,30.625666597970636,1.3276145112720448,0.022664787133091422,2.6473448805621476,0.03078860234621765,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.16,30.689353096140294,1.329742683721617,0.022752237998644623,2.6467640936713095,0.03070820543171706,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.17,30.752978859352005,1.331867448759337,0.02283972657122717,2.6461820353323837,0.030629478821457935,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.18,30.816543713383698,1.333988848109918,0.022927252437235767,2.6455989037623007,0.030552406259987844,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.19,30.880047485234087,1.3361069234745475,0.02301481518807761,2.6450148959108866,0.030476971646667007,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.2,30.943490003121415,1.338221716529556,0.023102414420160148,2.6444302074634702,0.030403159033811113,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.21,31.006871096482303,1.3403332689250922,0.023190049734880903,2.6438450328434953,0.03033095262483408,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.22,31.070190595970484,1.3424416222837923,0.023277720738617256,2.6432595652151294,0.030260336772390872,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.23,31.13344833345564,1.3445468181994524,0.02336542704271623,2.642673996485873,0.030191295976520267,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.24,31.196644142022134,1.3466488982357012,0.023453168263484276,2.642088517309172,0.030123814882787682,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.25,31.259777855434628,1.3487479040492913,0.023540944021397024,2.6415033174960376,0.030057878415411906,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.26,31.32284930745173,1.350843877548883,0.023628753940086837,2.640918586543155,0.029993471948833766,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.2700000000000005,31.385858336046724,1.3529368599070275,0.023716597652508796,2.6403345103971128,0.02993058023711941,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.28,31.44880477896282,1.3550268925973157,0.023804474794430118,2.639751274865366,0.02986918853693747,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.29,31.51168847513371,1.3571140170607812,0.023892385006499806,2.6391690645283195,0.029809282245803377,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.3,31.57450926468158,1.35919827470475,0.02398032793423734,2.6385880627425164,0.02975084690041316,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.3100000000000005,31.637266988915158,1.3612797069016878,0.024068303228021337,2.6380084516438265,0.02969386817497727,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.32,31.699961490327727,1.3633583549880472,0.02415631054307825,2.6374304121506356,0.029638331879554385,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.33,31.76259261259519,1.365434260263118,0.02424434953947107,2.6368541239670336,0.029584223958385197,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.34,31.825160200574082,1.3675074639878733,0.024332419882088004,2.6362797655860035,0.029531530488226227,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.3500000000000005,31.887664100299627,1.369578007383819,0.02442052124063117,2.6357075142926103,0.029480237676683625,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.36,31.950104158411644,1.3716459317768512,0.024508653288794004,2.6351375465945996,0.02943033201411027,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.37,32.0124802220145,1.3737112786311199,0.024596815704054146,2.634570038328797,0.029381800309020704,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.38,32.07479214164138,1.3757740887959975,0.02468500817186832,2.634005162448153,0.029334628890195457,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.39,32.137039767863065,1.377834403364024,0.024773230380854987,2.6334430915570883,0.02928880451478477,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.4,32.199222952403794,1.3798922633864135,0.024861482024368116,2.632883997079551,0.029244314066589342,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.41,32.26134154813867,1.3819477098720638,0.024949762800484974,2.6323280492626764,0.029201144554565073,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.42,32.32339540909102,1.384000783786567,0.025038072411993913,2.631775417180453,0.02915928311132774,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.43,32.38538439042987,1.3860515260512185,0.025126410566382165,2.6312262687373873,0.02911871699165773,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.44,32.44730834846726,1.3880999775420266,0.025214776975823614,2.630680770672167,0.029079433571004766,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.45,32.509167140655684,1.390146179088721,0.025303171357166563,2.6301390885613256,0.02904142034399261,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.46,32.57096062558548,1.3921901714737646,0.02539159343192156,2.629601386822908,0.029004664922923768,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.47,32.63268866239281,1.3942319955934268,0.02548004292545001,2.6290678291477354,0.028969155204397416,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.48,32.69435111102097,1.3962716923842236,0.02556851956730981,2.6285385783115935,0.028934879292533792,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.49,32.75594783420993,1.3983093022741844,0.025657023093944045,2.6280137947337185,0.028901824929304213,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.5,32.81747869493975,1.4003448658840925,0.025745553245206082,2.6274936383332466,0.02886998022146277,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.51,32.878943557302264,1.4023784237860983,0.025834109765532753,2.6269782678986138,0.028839333389688224,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.5200000000000005,32.940342286497966,1.4044100165028783,0.025922692403931396,2.6264678410916114,0.028809872767242277,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.53,33.00167474883282,1.4064396845067917,0.0260113009139669,2.6259625144514396,0.02878158679862791,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.54,33.062940811715194,1.4084674682190386,0.02609993505374878,2.6254624433987632,0.028754464038247662,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.55,33.124140343652655,1.410493408008817,0.026188594585918237,2.6249677822397666,0.02872849314906192,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.5600000000000005,33.185273214248866,1.412517544192482,0.026277279277635186,2.624478684170209,0.028703662901247255,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.57,33.246339294200425,1.4145399170327004,0.02636598890056532,2.623995301279478,0.0286799621708547,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.58,33.30733845474786,1.416560566907648,0.026454723230134924,2.6235177849305615,0.028657380117050272,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.59,33.36827056818407,1.4185795341508105,0.026543482046204162,2.6230462854118013,0.02863590601341046,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.6000000000000005,33.429135508996374,1.4205968586934288,0.02663226513459034,2.6225809511523304,0.028615528871937544,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.61,33.489933152114915,1.4226125806082666,0.026721072284709563,2.6221219299301497,0.028596238013701644,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.62,33.55066337353688,1.4246267399133796,0.026809903290405276,2.6216693684442154,0.028578022862289502,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.63,33.61132605032287,1.4266393765714045,0.02689875794993472,2.6212234123187876,0.0285608729426007,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.64,33.67192106059339,1.428650530488847,0.026987636065955438,2.620784206107773,0.028544777879643872,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.65,33.73244828352522,1.430660241515372,0.027076537445511764,2.620351893299073,0.028529727397332907,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.66,33.79290759934792,1.4326685494430909,0.027165461900021278,2.6199266163189243,0.028515711317283164,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.67,33.85329888934023,1.434675494005852,0.027254409245261357,2.6195085165362504,0.02850271955760767,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.68,33.91362203582651,1.4366811148785283,0.027343379301355622,2.619097734267001,0.028490742131713334,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.69,33.97387692171299,1.4386854518479175,0.027432371892140133,2.618694409067002,0.028479769332225208,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.7,34.03406343108366,1.440688544588478,0.027521386845957913,2.6182986793604766,0.028469791488621738,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.71,34.094181449721646,1.4426904324659047,0.027610423996352912,2.617910682115368,0.028460798754899222,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.72,34.15423086402002,1.4446911549412167,0.027699483180593273,2.617530553528209,0.02845278154505527,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.73,34.2142115613922,1.4466907514156908,0.027788564240215762,2.6171584287689753,0.028445730365369206,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.74,34.27412343026806,1.448689261230263,0.027877667021011826,2.6167944419856184,0.028439635813321745,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.75,34.33396636009011,1.450686723664934,0.027966791373013722,2.6164387263086075,0.02843448857651462,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.76,34.39374024130958,1.4526831779381704,0.028055937150480537,2.616091413855465,0.028430279431590263,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.7700000000000005,34.453444965382566,1.4546786632063098,0.028145104211884302,2.6157526357353036,0.028426999243151434,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.78,34.513080424766166,1.4566732185629627,0.028234292419896032,2.6154225220533656,0.028424638962680892,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.79,34.572646512914616,1.458666883038417,0.028323501641371835,2.615101201915559,0.02842318962746104,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.8,34.63214312389667,1.4606596957722267,0.02841273174685288,2.614788803638226,0.028422642548164987,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.8100000000000005,34.69157015299243,1.4626516957379267,0.028501982611322467,2.614485454427168,0.028422989008526686,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.82,34.75092749684027,1.4646429216735084,0.028591254114385543,2.6141912803005,0.02842422018916878,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.83,34.81021505278746,1.466633412375971,0.028680546139426402,2.613906406442947,0.028426327488061193,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.84,34.86943271915366,1.4686232065784817,0.028769858573937847,2.613630957065522,0.02842930238626781,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.8500000000000005,34.928580395226795,1.4706123429498812,0.028859191309506992,2.613365055410182,0.02843313644697655,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.86,34.987657981258984,1.4726008600941867,0.028948544241801013,2.6131088237544873,0.028437821314529446,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.87,35.046665378462464,1.4745887965500992,0.02903791727055301,2.6128623834162577,0.028443348713452686,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.88,35.10560248900548,1.476576190790506,0.029127310299547744,2.6126258547582313,0.028449710447486697,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.89,35.164469216008186,1.4785630812219863,0.029216723236607442,2.612399357192722,0.028456898398616207,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.9,35.22326546353861,1.4805495061843161,0.029306155993577603,2.6121830091862774,0.02846490452610032,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.91,35.28199113629686,1.482535504125879,0.02939560848597339,2.6119769283994714,0.028473721055670632,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.92,35.34064614017584,1.4845211132843714,0.029485080633580497,2.6117812314466526,0.0284833401339153,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.93,35.3992303821965,1.4865063717205567,0.029574572360374855,2.611596033926915,0.02849375386433582,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.94,35.45774377013548,1.4884913175256238,0.02966408359410741,2.6114214505884323,0.028504954531082025,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.95,35.516186212692844,1.4904759887237216,0.02975361426647699,2.611257595258621,0.028516934493150004,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.96,35.57455761948782,1.492460423271555,0.02984316431311596,2.6111045808488678,0.028529686183511108,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.97,35.63285790105454,1.494444659057981,0.029932733673575785,2.6109625193592594,0.02854320210824092,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.98,35.6910869688378,1.4964287339036053,0.03002232229131269,2.610831521883309,0.028557474845648273,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
4.99,35.74924473518878,1.4984126855603777,0.030111930113673222,2.610711698612684,0.02857249704540421,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.0,35.807331113360824,1.500396551711189,0.030201557091879924,2.6106031588419354,0.028588261427671013,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.01,35.86534601750516,1.5023803699694667,0.030291203181016916,2.610506010973225,0.02860476078223117,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.0200000000000005,35.92328936243219,1.5043641780549084,0.03038086833984071,2.610420362578587,0.028621988157593682,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.03,35.98116106407551,1.5063480134413099,0.030470552531114924,2.6103463202897546,0.028639936480714164,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.04,36.03896103932847,1.5083319134757436,0.030560255721477234,2.610283989841947,0.028658598685101754,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.05,36.096689205862994,1.5103159155110728,0.030649977881293065,2.6102334761220165,0.028677967853311632,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.0600000000000005,36.15434548222493,1.5123000568306986,0.030739718984715513,2.6101948831487256,0.028698037135342237,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.07,36.21192978782972,1.5142843746482373,0.03082947900967082,2.610168314077502,0.028718799747852984,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.08,36.269442042958026,1.5162689061071994,0.03091925793784398,2.6101538712051937,0.028740248973382048,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.09,36.32688216875137,1.5182536882806685,0.031009055754664228,2.610151655974825,0.028762378159564103,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.1000000000000005,36.38425008720777,1.5202387581709793,0.03109887244929059,2.610161768980349,0.02878518071834807,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.11,36.441545721177384,1.522224152709396,0.031188708014597385,2.6101843099714053,0.02880865012521486,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.12,36.498768994358144,1.524209908755791,0.031278562447159805,2.610219377858073,0.028832779918395147,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.13,36.55591983115639,1.5261960632704283,0.0313684357472494,2.610267070677423,0.028857563886200737,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.14,36.61299815697289,1.5281826529434526,0.03145832791879816,2.610327485680447,0.02888299566161869,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.15,36.67000389805242,1.5301697143807833,0.03154823896939481,2.6104007192954732,0.028909068925066318,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.16,36.72693698142548,1.5321572841724913,0.031638168910274364,2.610486867117678,0.028935777478697838,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.17,36.78379733494716,1.5341453988374403,0.03172811775630046,2.6105860239260523,0.028963115185464353,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.18,36.840584887292664,1.5361340948230378,0.031818085525950904,2.6106982836881434,0.0289910759684112,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.19,36.89729956795293,1.538123408504986,0.031908072241303174,2.610823739564793,0.029019653809975333,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.2,36.95394130723018,1.540113376187033,0.03199807792801998,2.6109624839148746,0.029048842751282646,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.21,37.01051003623353,1.5421040341007246,0.03208810261533481,2.6111146083000354,0.02907863689144537,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.22,37.067005686874566,1.544095418405156,0.03217814633603746,2.611280203489432,0.029109030386859414,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.23,37.12342819186291,1.546087565186722,0.032268209126459564,2.6114593594644697,0.029140017450501727,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.24,37.17977748489644,1.5480805107352613,0.03235829102690581,2.611652164949758,0.02917159270005623,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.25,37.2360535001989,1.5500742908934348,0.032448392080590784,2.6118587085327,0.029203750336390458,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.26,37.29225617281184,1.55206894147739,0.032538512334303174,2.612079077946715,0.02923648467407661,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.2700000000000005,37.34838543860388,1.5540644982958913,0.03262865183842262,2.6123133600427573,0.029269790165147254,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.28,37.40444123422001,1.5560609970843609,0.03271881064679921,2.612561640906692,0.029303661315463195,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.29,37.46042349707716,1.5580584735046108,0.0328089888167391,2.6128240058640695,0.029338092683983002,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.3,37.51633216535978,1.5600569631445702,0.032899186408989894,2.613100539484905,0.029373078882032454,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.3100000000000005,37.57216717801535,1.5620565015180157,0.03298940348772624,2.613391325588452,0.029408614572574023,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.32,37.627928474750014,1.5640571240642993,0.03307964012053527,2.613696447247982,0.02944469446947634,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.33,37.68361599602409,1.5660588661480788,0.033169896378402126,2.6140159867955575,0.029481313336783693,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.34,37.73922968304768,1.5680617630590465,0.033260172335695476,2.614350025826813,0.02951846598798549,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.3500000000000005,37.79476947777621,1.570065850011659,0.033350468070152996,2.6146986452057277,0.029556147285285734,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.36,37.85023532290597,1.5720711621448653,0.03344078366286685,2.615061925069404,0.029594352138872494,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.37,37.905627161869745,1.5740777345218369,0.03353111919826925,2.615439944832844,0.029633075506187403,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.38,37.96094493883233,1.5760856021296967,0.03362147476411792,2.615832783193725,0.02967231239119511,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.39,38.0161885986861,1.5780947998792487,0.033711850451481576,2.616240518137179,0.02971205784365277,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.4,38.07135808665044,1.5801053630226412,0.03380224635547231,2.6166632269154433,0.029752307337142278,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.41,38.1264533481639,1.58211732726216,0.03389266257542596,2.6171009860460854,0.02979305686718106,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.42,38.181474331141715,1.584130726363688,0.033983099210623445,2.6175538714602133,0.029834300787880866,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.43,38.23642098328976,1.5861455949854588,0.034073556365331596,2.6180219583372035,0.029876034375084865,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.44,38.29129325301608,1.5881619677114367,0.03416403414706189,2.618505321167563,0.029918252949860086,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.45,38.34609108942641,1.5901798790511172,0.03425453266655601,2.619004033757703,0.0299609518778335,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.46,38.400814442319664,1.592199363439332,0.03434505203777153,2.61951816923471,0.03000412656852818,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.47,38.455463262183436,1.5942204552360508,0.03443559237786752,2.6200478000511174,0.030047772474699377,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.48,38.5100375001895,1.5962431887261836,0.034526153807190214,2.620592997989679,0.03009188509167067,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.49,38.56453710818927,1.598267598119384,0.034616736449258584,2.6211538341681413,0.030136459956670036,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.5,38.61896203870934,1.6002937175498517,0.034707340430750036,2.6217303790440143,0.030181492648166015,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.51,38.67331224494697,1.602321581076136,0.03479796588148599,2.622322702419344,0.03022697878520381,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.5200000000000005,38.727587680765566,1.6043512226809373,0.034888612934417564,2.6229308734454864,0.030272914026741385,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
5.53,38.781788300690174,1.606382676270911,0.03497928172561116,2.6235549606278767,0.030319294070985596,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.1,0.01,1.0
