L,R0,a0,a1,beta,d,eta,gamma,k,lambda,phi,u,v,x,y0,y1,Time
0.0,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0
0.005200418852711197,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9900498338689065,1.0927069345165756,0.0010431117083333785,5.140602143441057e-08,0.01
0.010793460535267429,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9801986747247272,1.1848373496532314,0.0021711104379190122,2.1117278031198963e-07,0.02
0.016767029285224916,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9704455383964955,1.276405401927173,0.003382026015028757,4.874667324892635e-07,0.03
0.02310933380725641,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9607894506912538,1.3674248971533045,0.004673934595072704,8.882435080932692e-07,0.04
0.029808882554977705,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9512294472839598,1.4579092959325552,0.006044957897723971,1.4212503298990035e-06,0.05
0.03685447145264949,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9417645735050858,1.5478717278295515,0.007493261309561079,2.0940338425140574e-06,0.06
0.04423517511748794,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9323938842208007,1.6373250014942915,0.009017052528503792,2.9139454140850916e-06,0.07
0.05194034031337272,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9231164437631039,1.7262816122131097,0.010614580550485557,3.888145014132096e-06,0.08
0.0599595801184011,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9139313258607705,1.8147537486507652,0.012284134761005983,5.0236047281499255e-06,0.09
0.06828276548018843,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.9048376135272334,1.9027533026048606,0.014024043624874045,6.327113906944458e-06,0.1
0.07690001580564457,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8958343989317957,1.9902918798716611,0.015832673228279883,7.80528491003019e-06,0.11
0.08580170031685144,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8869207834136328,2.077380798642875,0.017708427509033037,9.464552305859736e-06,0.12
0.09497842329181881,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8780958772770716,2.1640311064907802,0.01964974600019339,1.131118190724203e-05,0.13
0.10442102260467614,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8693587997643779,2.2502535821988654,0.02165510353423402,1.3351271790759615e-05,0.14
0.11412056313924093,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8607086789618787,2.336058743295062,0.023723009259912543,1.559075632844397e-05,0.15
0.12406832523758186,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8521446516296561,2.42145685935124,0.025852004877615062,1.8035413350036456e-05,0.16
0.13425580440044482,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8436658631941516,2.506457952356678,0.028040664579066114,2.0690864354563272e-05,0.17
0.1446747034287749,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8352714676219245,2.5910718056797295,0.030287593891761007,2.3562579407017505e-05,0.18
0.15531693009792874,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8269606273737544,2.675307966844933,0.03259142927761437,2.6655878729591846e-05,0.19
0.1661745894297081,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8187325132930856,2.759175756370693,0.03495083698039373,2.997593742956915e-05,0.2
0.17723997445549913,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8105863044789565,2.842684278411911,0.037364511607447526,3.3527791153638634e-05,0.21
0.18850557844250918,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.8025211883654646,2.9258424068246924,0.039831177957661786,3.7316329403377574e-05,0.22
0.1999640629485903,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.794536360389001,3.008658821728358,0.04234958620604508,4.134631408137733e-05,0.23
0.21160827131432447,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7866310240705544,3.091141994118284,0.04491851392703013,4.562237215188227e-05,0.24
0.2234312313051579,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7788043909901241,3.173300182834735,0.04753676651118607,5.0148994516477974e-05,0.25
0.23542612444858665,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.771055680491843,3.255141469787303,0.05020317247246077,5.4930553715796167e-05,0.26
0.24758630596488004,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7633841197973449,3.3366737370449617,0.052916586526968755,5.997129302262487e-05,0.27
0.25990529440097365,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7557889438778439,3.417904678763764,0.055675888004977456,6.527533266071293e-05,0.28
0.27237675756554114,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7482693953020959,3.498841817409934,0.05847997867133973,7.084667810441471e-05,0.29
0.2849945239069732,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7408247242667303,3.579492490593637,0.06132778453412446,7.668921404362459e-05,0.3
0.29775256734070915,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7334541884431076,3.6598638685946825,0.06421825347913111,8.280671328397527e-05,0.31
0.31064500677786683,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7261570529223992,3.7399629548820625,0.06715035522183375,8.920283738683173e-05,0.32
0.3236661066766938,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7189325901672321,3.8197965854457,0.07012308142218053,9.588113671836333e-05,0.33
0.33681026579727724,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7117800798865341,3.899371441791884,0.07313544393291552,0.00010284505716916409,0.34
0.3500720214781401,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.7046988090156623,3.978694045962239,0.07618647550138065,0.0001100979380660997,0.35000000000000003
0.3634460467890661,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6976880716482448,4.057770763803266,0.07927522934519378,0.00011764301412732752,0.36
0.37692713379548803,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6907471688608714,4.136607824311894,0.0824007765408582,0.0001254834253801625,0.37
0.3905101996331501,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6838754087119083,4.215211312576581,0.08556220700560145,0.00013362221401230364,0.38
0.40419027982984007,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6770721061429623,4.293587177480796,0.08875862847028596,0.00014206232852844992,0.39
0.41796257008791293,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6703365832578917,4.3717411830997674,0.09198917318490848,0.00015080659995753343,0.4
0.4318223334515494,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6636681685518723,4.44967901653988,0.09525298312898114,0.0001598577957277426,0.41000000000000003
0.4457649542257914,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6570661972850694,4.527406225231012,0.0985492186549667,0.0001692185888714584,0.42
0.4597859247156386,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6505300113323317,4.604928232291799,0.10187705640454472,0.00017889156599041104,0.43
0.47388086787435535,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6440589593193349,4.6822503105658955,0.10523569274632273,0.0001888792143462658,0.44
0.488045531259616,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6376523965280754,4.759377589568893,0.10862434286090232,0.00019918392567388682,0.45
0.5022757084581937,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6313096842204308,4.836315145702454,0.11204222878497606,0.00020980804224033273,0.46
0.516567313025608,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6250301901853739,4.913067917378961,0.11548859067173647,0.00022075381407196646,0.47000000000000003
0.5309163526489237,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6188132884856606,4.989640734691505,0.11896268286293588,0.00023202341429629487,0.48
0.5453189937891012,15.909090909090905,0.1,0.2,0.1,0.1,0.01,0.5,1.0,10.0,0.1,1.0,0.6126583599565572,5.066038243629905,0.12246378454062293,0.00024361890168687168,0.49
