T,B,CA,CA2CAM,CA3CAM,CA4CAM,CACAM,CAM,CAMP,D,F,H,L,M,MSYN,MSYN2,N,OC,S,V
0.0,0.034209002,0.00030000001,0.00072000001,8.6e-05,9.9999997e-06,0.0024000001,0.0080000004,0.001,3.0000001e-06,0.99108398,0.99634802,0.438263,0.01967,0.0,0.0,0.050432999,0.0,0.65844202,-38.846848
80.0,0.26347604,7.515023e-05,5.4375261e-05,1.6144311e-06,4.793451e-08,0.00075179082,0.010408171,0.0010122632,0.4581494,0.50252831,0.088743962,0.3789497,0.6388073,0.0,0.0,0.64140481,0.028820336,0.70504743,-7.8948293
160.0,0.33446065,9.8290773e-05,9.0108879e-05,3.4989921e-06,1.3586816e-07,0.00095719181,0.010165065,0.0010252453,4.6388332e-06,0.98546273,0.99474818,0.35533985,0.066950895,0.0,0.0,0.073733136,0.039549001,0.72029996,-36.565872
240.0,0.38499513,0.00012376324,0.00013913277,6.8027507e-06,3.3261307e-07,0.0011735101,0.0098962216,0.0010397186,2.932204e-05,0.9282884,0.9627164,0.33469221,0.12773569,0.0,0.0,0.071562752,0.049344063,0.73602349,-29.402069
320.0,0.4230226,0.00014909956,0.00019655914,1.1578e-05,6.8198312e-07,0.0013759781,0.0096312026,0.0010563489,0.00014497298,0.79770303,0.85871309,0.31599042,0.21694663,0.0,0.0,0.080039151,0.058884028,0.75060183,-22.601765
400.0,0.45242631,0.00017446662,0.00026182315,1.8046154e-05,1.2438301e-06,0.0015662458,0.0093686413,0.0010756154,0.00029451557,0.72788346,0.7876783,0.29936764,0.26598671,0.0,0.0,0.083567858,0.068240345,0.76344532,-19.18248
480.0,0.47524646,0.00019986856,0.00033410269,2.6380851e-05,2.0830394e-06,0.0017445629,0.0091088703,0.0010977313,9.7180557e-05,0.8331489,0.88679445,0.2850956,0.19051984,0.0,0.0,0.078902736,0.077419609,0.77449596,-24.466805
560.0,0.49504387,0.00022518988,0.00041223838,3.6674293e-05,3.2626838e-06,0.0019104691,0.0088533554,0.0011226371,2.653388e-05,0.93161976,0.96117026,0.27207601,0.12278813,0.0,0.0,0.070540719,0.086391047,0.78421772,-29.866461
640.0,0.51344764,0.00025027021,0.00049484894,4.8926748e-05,4.8374886e-06,0.002063453,0.0086039342,0.0011500595,9.5177857e-06,0.9713403,0.98643184,0.26031315,0.086005971,0.0,0.0,0.061883941,0.095106922,0.79317921,-33.866295
720.0,0.53175509,0.00027493486,0.00058044656,6.3045867e-05,6.8477984e-06,0.0022032098,0.0083624497,0.0011796046,3.7742989e-06,0.98765165,0.99527478,0.24943537,0.061892707,0.0,0.0,0.057514034,0.10351753,0.80206561,-37.412983
800.0,0.55111849,0.00029897245,0.00066739327,7.8827485e-05,9.3105091e-06,0.0023295281,0.0081309406,0.0012108386,1.4282657e-06,0.99501437,0.99301332,0.23899315,0.043561686,0.0,0.0,0.11566146,0.11156506,0.81195134,-41.119717
880.0,0.53896171,0.00031954792,0.00073796109,9.315597e-05,1.1759375e-05,0.0024248473,0.0079482766,0.0012433365,0.88877112,0.47579616,0.10316849,0.23649566,0.92050886,0.0,0.0,0.72285962,0.11571621,0.81855315,13.939409
960.0,0.48811558,0.00032410404,0.00076139573,9.7489894e-05,1.2482706e-05,0.0024515134,0.0078931181,0.0012774145,2.1486714e-05,0.9414075,0.9656086,0.24417105,0.11392434,0.0,0.0,0.0703936,0.11982945,0.80688393,-30.727083
1040.0,0.50926435,0.00034619385,0.00084613502,0.0001157241,1.5827338e-05,0.0025505,0.0076878136,0.0013120883,3.852499e-06,0.98734951,0.99492258,0.23637913,0.062359478,0.0,0.0,0.053803809,0.12696366,0.81269342,-37.345623
1120.0,0.53471196,0.0003671727,0.00092807761,0.00013462307,1.9527861e-05,0.002637631,0.0074961404,0.0013469808,1.2815891e-06,0.99517494,0.77447045,0.22755504,0.041467194,0.0,0.0,0.38054392,0.13363265,0.82296699,-41.633152
1200.0,0.4557949,0.00036858593,0.00093364104,0.00013595134,1.9796436e-05,0.002643266,0.007483345,0.0013823605,2.0123251e-05,0.94420159,0.9666819,0.2426298,0.11125609,0.0,0.0,0.070813544,0.13408111,0.80770421,-30.998217
1280.0,0.48247561,0.00038823133,0.001011428,0.00015512806,2.3792811e-05,0.0027185776,0.0073070736,0.0014177923,2.7132296e-06,0.99085468,0.99659377,0.23582916,0.054829922,0.0,0.0,0.050210554,0.14022832,0.81253064,-38.686863
1360.0,0.43904296,0.00039063446,0.0010191292,0.00015727464,2.4270967e-05,0.0027262159,0.0072891093,0.0014528339,0.55362034,0.55699694,0.34723759,0.2431228,0.99706191,0.0,0.0,0.43043524,0.14066991,0.80927891,48.09507
1440.0,0.44029906,0.00040762575,0.0010889074,0.0001753547,2.8238646e-05,0.002787553,0.0071359463,0.0014880926,4.2675761e-06,0.9860217,0.99396819,0.24339315,0.064547874,0.0,0.0,0.053808365,0.14621389,0.80449313,-36.965225
1520.0,0.4670383,0.00042639501,0.0011626211,0.00019584452,3.299017e-05,0.0028485283,0.0069760159,0.0015225895,0.65703988,0.46614891,0.079894297,0.23712577,0.79198831,0.0,0.0,0.67946506,0.15048751,0.81434178,2.1699913
1600.0,0.4081203,0.000425379,0.0011602311,0.00019497791,3.276622e-05,0.0028461597,0.006981865,0.0015570907,4.016817e-06,0.98676682,0.9943015,0.25069368,0.06315954,0.0,0.0,0.053438246,0.1516203,0.79643899,-37.1992
1680.0,0.37733665,0.00042721754,0.00116586,0.00019676838,3.3209577e-05,0.002851028,0.0069691343,0.0015907129,0.54560626,0.55553091,0.34784949,0.25655928,0.99697095,0.0,0.0,0.42528635,0.15190223,0.79499477,47.800266
1760.0,0.38687027,0.0004415109,0.0012252321,0.00021370995,3.7276153e-05,0.0028957773,0.0068440042,0.0016242213,2.4506569e-06,0.99165636,0.99685675,0.25736654,0.052892219,0.0,0.0,0.047948305,0.15647401,0.7885555,-39.08252
1840.0,0.32979748,0.00044193811,0.0012269574,0.00021421796,3.7400914e-05,0.0028970465,0.0068403771,0.001656913,1.110942e-05,0.96631879,0.98085892,0.2706137,0.090389431,0.0,0.0,0.06670931,0.15660276,0.77713954,-33.315445
1920.0,0.37990427,0.00045604337,0.0012838452,0.00023130431,4.1673004e-05,0.0029375984,0.006721579,0.0016890586,9.9109354e-07,0.9964456,0.99894649,0.26168588,0.038067192,0.0,0.0,0.047690149,0.16079929,0.78505993,-42.525768
2000.0,0.32376429,0.00045624957,0.0012846802,0.00023155942,4.1737829e-05,0.0029381742,0.0067198486,0.0017207453,2.7251826e-06,0.99076605,0.99633551,0.27718762,0.054926045,0.0,0.0,0.049690165,0.16086158,0.7664122,-38.68224
2080.0,0.27599269,0.00045636724,0.0012851573,0.00023170517,4.1774874e-05,0.0029385027,0.00671886,0.001751637,6.9693101e-06,0.97786605,0.98846501,0.28990138,0.076722585,0.0,0.0,0.06168532,0.16089734,0.7554543,-35.106613
2160.0,0.34025651,0.00046995687,0.0013416915,0.00024910367,4.6249643e-05,0.0029759381,0.006603017,0.0017818126,0.28529516,0.44012389,0.082432397,0.27750546,0.50673091,0.0,0.0,0.63222581,0.16449948,0.77008843,-16.178085
2240.0,0.29028627,0.00046887365,0.0013355778,0.00024739446,4.5825876e-05,0.0029723193,0.0066148825,0.0018116949,1.2765613e-06,0.99547762,0.99856615,0.29344359,0.041664124,0.0,0.0,0.041514583,0.16458386,0.74776381,-41.567726
2320.0,0.24739312,0.0004686809,0.001334805,0.0002471497,4.5761713e-05,0.0029718142,0.0066164695,0.0018408361,1.9225247e-06,0.99333817,0.997572,0.30784094,0.048416376,0.0,0.0,0.046220779,0.16452867,0.73103702,-40.013081
2400.0,0.21085425,0.00046838637,0.001333622,0.00024677548,4.5663714e-05,0.002971041,0.0066188974,0.0018692599,2.3394605e-06,0.99197966,0.99686587,0.32094428,0.051962156,0.0,0.0,0.048729137,0.16444357,0.71762788,-39.268414
2480.0,0.1797242,0.0004679941,0.0013320452,0.00024627728,4.5533365e-05,0.0029700091,0.0066221352,0.0018969879,2.4380456e-06,0.99165732,0.99667442,0.33323675,0.052740153,0.0,0.0,0.049415682,0.16432974,0.70584583,-39.112423
2560.0,0.15319502,0.00046750423,0.0013300751,0.00024565562,4.5370885e-05,0.0029687174,0.0066261813,0.0019240413,2.1836815e-06,0.99247605,0.99708503,0.34512293,0.050723668,0.0,0.0,0.04825462,0.16418725,0.69452548,-39.532524
2640.0,0.13057891,0.00046690958,0.001327683,0.00024490192,4.5174151e-05,0.0029671451,0.0066310959,0.0019504395,1.6706634e-06,0.99415421,0.99790907,0.35700861,0.045996789,0.0,0.0,0.045263052,0.16401409,0.68255401,-40.551022
2720.0,0.11129463,0.00046619607,0.0013248124,0.00024399899,4.4938821e-05,0.0029652528,0.0066369968,0.0019762008,1.1165771e-06,0.99600589,0.99874091,0.36926621,0.03972742,0.0,0.0,0.040950738,0.16380616,0.66878486,-42.082783
2800.0,0.094852082,0.00046534624,0.0013213929,0.00024292558,4.4659566e-05,0.0029629909,0.006644031,0.0020013417,6.8813949e-07,0.99747485,0.99931824,0.38213399,0.033276729,0.0,0.0,0.036216799,0.16355827,0.65220147,-43.921688
2880.0,0.080834582,0.00046434332,0.0013173567,0.00024166162,4.4331453e-05,0.0029603096,0.0066523403,0.0020258778,4.1367073e-07,0.99844176,0.99964297,0.3956686,0.027577054,0.0,0.0,0.031783711,0.16326544,0.63213557,-45.855114
2960.0,0.068886377,0.00046317343,0.0013126475,0.00024019106,4.3950677e-05,0.0029571662,0.0066620447,0.0020498226,2.5181197e-07,0.99902725,0.9998101,0.40978938,0.022951741,0.0,0.0,0.027965177,0.16292338,0.60837215,-47.740997
3040.0,0.058703117,0.00046182616,0.0013072231,0.00023850272,4.3514799e-05,0.0029535249,0.0066732345,0.0020731892,1.5819053e-07,0.99937439,0.99989486,0.42435166,0.019323066,0.0,0.0,0.024798848,0.16252889,0.58112282,-49.507248
3120.0,0.050024647,0.00046029472,0.0013010559,0.00023659036,4.3022752e-05,0.0029493584,0.0066859727,0.002095989,1.0331586e-07,0.99958259,0.99993885,0.43919867,0.016472476,0.0,0.0,0.022209847,0.16207978,0.55093002,-51.125759
3200.0,0.042628888,0.00045857602,0.001294133,0.00023445277,4.247485e-05,0.0029446473,0.0067002922,0.0021182329,7.0275981e-08,0.9997105,0.99996251,0.45418629,0.014252177,0.0,0.0,0.020099487,0.1615749,0.51855385,-52.589893
3280.0,0.036326382,0.00045667059,0.0012864565,0.00023209366,4.187275e-05,0.0029393809,0.0067161964,0.0021399313,4.973073e-08,0.99979156,0.99997586,0.46919176,0.012523932,0.0,0.0,0.01837563,0.16101417,0.48486379,-53.903828
3360.0,0.030955592,0.00045458248,0.0012780424,0.00022952135,4.1219333e-05,0.0029335569,0.0067336601,0.0021610938,3.6521666e-08,0.99984455,0.99998367,0.48411474,0.011155159,0.0,0.0,0.016961087,0.1603985,0.4507423,-55.076828
3440.0,0.026378812,0.00045231887,0.0012689199,0.00022674832,4.051856e-05,0.0029271813,0.0067526321,0.0021817291,2.7757482e-08,0.99988019,0.9999885,0.49887523,0.010072453,0.0,0.0,0.015794786,0.15972978,0.4170104,-56.119465
3520.0,0.022478653,0.00044988975,0.001259129,0.00022379043,3.9775241e-05,0.0029202669,0.0067730383,0.0022018466,2.1767136e-08,0.99990493,0.99999154,0.51341057,0.009181723,0.0,0.0,0.014828229,0.15901066,0.38437614,-57.043175
3600.0,0.019155024,0.00044730713,0.0012487189,0.00022066616,3.8994811e-05,0.0029128334,0.0067947865,0.0022214546,1.7560271e-08,0.99992245,0.99999356,0.52767229,0.0084707495,0.0,0.0,0.014023684,0.15824446,0.35340509,-57.858788
3680.0,0.016323002,0.00044458464,0.0012377447,0.00021739559,3.8183032e-05,0.0029049045,0.0068177721,0.0022405619,1.4543127e-08,0.99993515,0.99999493,0.54162389,0.0078754434,0.0,0.0,0.013351677,0.15743496,0.3245092,-58.576557
3760.0,0.013909655,0.00044173686,0.0012262659,0.00021399987,3.7345857e-05,0.0028965089,0.0068418793,0.0022591765,1.2320015e-08,0.99994463,0.99999589,0.55523789,0.0073861703,0.0,0.0,0.012788421,0.15658626,0.29795653,-59.206284
3840.0,0.011853095,0.00043877878,0.0012143438,0.00021050021,3.6489124e-05,0.0028876772,0.0068669897,0.002277307,1.0656985e-08,0.99995178,0.9999966,0.56849462,0.0069938968,0.0,0.0,0.012315305,0.15570262,0.27388269,-59.756897
3920.0,0.010100594,0.00043572532,0.0012020394,0.00020691726,3.5618436e-05,0.0028784412,0.0068929838,0.0022949616,9.3919521e-09,0.9999572,0.99999708,0.58138049,0.0066903029,0.0,0.0,0.011916919,0.1547883,0.25231212,-60.23708
4000.0,0.0086072031,0.0004325909,0.001189412,0.00020327076,3.473902e-05,0.0028688337,0.0069197444,0.0023121489,8.414565e-09,0.99996144,0.99999744,0.59388697,0.0064221662,0.0,0.0,0.011580906,0.15384747,0.23318343,-60.65464
4080.0,0.0073346123,0.00042938915,0.0011765177,0.00019957898,3.3855653e-05,0.0028588867,0.0069471612,0.0023288769,7.6492839e-09,0.99996477,0.99999774,0.6060096,0.0061835106,0.0,0.0,0.011296983,0.15288407,0.21637219,-61.016956
