T,B,CA,CA2CAM,CA3CAM,CA4CAM,CACAM,CAM,CAMP,D,F,H,L,M,MSYN,MSYN2,N,OC,S,V
4160.0,0.0062501784,0.00042613281,0.001163409,0.00019585861,3.2972584e-05,0.002848631,0.0069751288,0.0023451538,7.0429844e-09,0.99996746,0.99999797,0.61774707,0.0060204491,0.0,0.0,0.011056664,0.1519018,0.20171197,-61.330769
4240.0,0.005326082,0.00042283346,0.0011501338,0.0001921246,3.209354e-05,0.0028380961,0.0070035518,0.0023609882,6.55734e-09,0.9999696,0.99999815,0.62910092,0.005813296,0.0,0.0,0.010852883,0.15090407,0.1890123,-61.602222
4320.0,0.0045386162,0.00041950148,0.0011367353,0.00018839013,3.1221731e-05,0.0028273093,0.0070323437,0.0023763883,6.1647438e-09,0.99997133,0.99999827,0.64007455,0.0057044863,0.0,0.0,0.010679767,0.14989397,0.17807278,-61.836838
4400.0,0.0038675796,0.00041614621,0.0011232522,0.00018466667,3.0359863e-05,0.0028162962,0.0070614251,0.0023913621,5.844512e-09,0.99997276,0.99999839,0.65067321,0.0055925553,0.0,0.0,0.010532415,0.14887425,0.16869389,-62.039539
4480.0,0.0032957583,0.00041277579,0.0011097187,0.0001809641,2.9510187e-05,0.00280508,0.0070907269,0.002405918,5.581219e-09,0.99997389,0.99999851,0.66090351,0.0055081742,0.0,0.0,0.010406709,0.14784735,0.16068421,-62.214699
4560.0,0.0028084856,0.0004093973,0.0010961646,0.00017729073,2.8674534e-05,0.0027936818,0.0071201883,0.0024200638,5.3631113e-09,0.99997485,0.99999857,0.67077303,0.0054079699,0.0,0.0,0.01029921,0.14681542,0.15386538,-62.366169
4640.0,0.0023932718,0.00040601697,0.0010826157,0.00017365361,2.785437e-05,0.0027821211,0.0071497555,0.0024338074,5.1811786e-09,0.99997568,0.99999863,0.6802901,0.0053436784,0.0,0.0,0.010207031,0.14578032,0.14807475,-62.497311
4720.0,0.0020394465,0.00040264003,0.0010690946,0.00017005853,2.7050837e-05,0.0027704146,0.0071793813,0.0024471569,5.028383e-09,0.99997634,0.99999869,0.68946368,0.0052725417,0.0,0.0,0.010127743,0.14474371,0.14316621,-62.611061
4800.0,0.0017379331,0.00039927106,0.0010556205,0.00016651023,2.6264803e-05,0.0027585784,0.0072090263,0.0024601195,4.8992637e-09,0.99997693,0.99999875,0.69830316,0.0052149664,0.0,0.0,0.010059348,0.14370696,0.13901076,-62.7099
4880.0,0.0014809979,0.00039591387,0.0010422097,0.00016301258,2.5496889e-05,0.0027466263,0.0072386549,0.0024727033,4.7894453e-09,0.99997741,0.99999875,0.7068181,0.0051734801,0.0,0.0,0.010000114,0.14267129,0.13549551,-62.79604
4960.0,0.0012620501,0.0003925717,0.0010288761,0.00015956858,2.4747522e-05,0.0027345705,0.0072682374,0.0024849155,4.6954467e-09,0.99997783,0.99999881,0.71501839,0.0051304661,0.0,0.0,0.0099486103,0.14163771,0.13252257,-62.871357
5040.0,0.0010754736,0.00038924726,0.0010156316,0.0001561806,2.4016959e-05,0.0027224226,0.0072977482,0.0024967631,4.614539e-09,0.99997824,0.99999881,0.72291392,0.0051222034,0.0,0.0,0.0099036554,0.14060712,0.13000773,-62.93742
5120.0,0.00091648201,0.00038594287,0.001002486,0.00015285042,2.3305318e-05,0.0027101925,0.0073271659,0.0025082538,4.544451e-09,0.99997854,0.99999887,0.73051441,0.0050635547,0.0,0.0,0.0098642567,0.13958023,0.12787908,-62.99556
5200.0,0.00078099687,0.00038266036,0.00098944781,0.00014957937,2.2612601e-05,0.0026978892,0.0073564709,0.002519394,4.4834061e-09,0.99997878,0.99999887,0.73782974,0.0050569219,0.0,0.0,0.0098295556,0.13855772,0.12607536,-63.046967
5280.0,0.00066554284,0.00037940138,0.00097652373,0.0001463683,2.193872e-05,0.0026855213,0.0073856479,0.0025301906,4.4298676e-09,0.99997902,0.99999887,0.74486959,0.0050549712,0.0,0.0,0.0097988332,0.13754007,0.12454459,-63.092628
5360.0,0.00056715845,0.00037616713,0.00096371974,0.00014321777,2.1283504e-05,0.002673096,0.0074146832,0.0025406505,4.3825943e-09,0.99997926,0.99999887,0.75164354,0.0050095133,0.0,0.0,0.0097714979,0.13652776,0.12324299,-63.133373
5440.0,0.00048320537,0.00037295878,0.00095104065,0.00014012809,2.0646734e-05,0.00266062,0.0074435645,0.0025507805,4.3406518e-09,0.99997944,0.99999893,0.75816131,0.0049947118,0.0,0.0,0.0097470488,0.13552119,0.12213199,-63.169922
5520.0,0.00041162115,0.00036977712,0.00093849027,0.00013709925,2.0028132e-05,0.0026480998,0.0074722823,0.0025605864,4.3031898e-09,0.99997962,0.99999893,0.76443183,0.004980112,0.0,0.0,0.0097250659,0.13452065,0.12118189,-63.202858
5600.0,0.00035063302,0.00036662279,0.00092607166,0.00013413106,1.9427374e-05,0.0026355409,0.0075008292,0.0025700748,4.2695585e-09,0.99997979,0.99999893,0.77046382,0.0049654664,0.0,0.0,0.009705211,0.1335264,0.12036753,-63.232674
5680.0,0.00029865102,0.00036349637,0.0009137874,0.00013122318,1.8844124e-05,0.0026229483,0.0075291973,0.0025792515,4.2391903e-09,0.99997991,0.99999893,0.7762661,0.0049520954,0.0,0.0,0.0096871825,0.13253869,0.11966676,-63.2598
5760.0,0.00025444815,0.0003603982,0.0009016394,0.00012837512,1.8278006e-05,0.0026103267,0.0075573809,0.0025881222,4.2116453e-09,0.99998003,0.99999893,0.78184634,0.0049398923,0.0,0.0,0.0096707502,0.13155767,0.1190627,-63.284569
5840.0,0.00021685344,0.00035732868,0.00088962918,0.00012558629,1.772864e-05,0.002597681,0.0075853751,0.0025966924,4.1865351e-09,0.99998015,0.99999893,0.78721285,0.0049287505,0.0,0.0,0.0096556973,0.13058352,0.1185396,-63.307297
5920.0,0.00018484239,0.00035428803,0.0008777582,0.00012285607,1.7195645e-05,0.0025850153,0.0076131751,0.0026049681,4.1635033e-09,0.99998027,0.99999899,0.79237378,0.0049184728,0.0,0.0,0.0096418336,0.12961636,0.1180839,-63.328259
6000.0,0.00015756377,0.00035127642,0.00086602726,0.00012018377,1.6678621e-05,0.0025723337,0.0076407767,0.0026129549,4.1422727e-09,0.99998033,0.99999899,0.797337,0.0049089827,0.0,0.0,0.0096290046,0.12865631,0.11768463,-63.347687
6080.0,0.00013431256,0.00034829395,0.00085443695,0.00011756858,1.617717e-05,0.0025596397,0.0076681776,0.0026206581,4.1226142e-09,0.99998045,0.99999899,0.80210984,0.0049001514,0.0,0.0,0.0096170828,0.12770347,0.11733288,-63.365765
6160.0,0.00011450741,0.0003453407,0.00084298762,0.00011500965,1.5690885e-05,0.002546937,0.007695375,0.0026280831,4.1043431e-09,0.99998051,0.99999899,0.80669957,0.0048919274,0.0,0.0,0.0096059646,0.12675789,0.11702151,-63.382641
6240.0,9.7619166e-05,0.00034241669,0.00083167944,0.00011250612,1.5219362e-05,0.0025342291,0.0077223661,0.0026352352,4.0872914e-09,0.99998057,0.99999899,0.81111306,0.0048842388,0.0,0.0,0.0095955562,0.12581964,0.1167441,-63.39846
6320.0,8.3215775e-05,0.00033952185,0.0008205123,0.0001100571,1.4762199e-05,0.0025215193,0.0077491491,0.0026421193,4.0713242e-09,0.99998069,0.99999899,0.81535703,0.0048770076,0.0,0.0,0.0095857782,0.12488877,0.11649556,-63.413338
6400.0,7.0930175e-05,0.00033665614,0.00080948602,0.00010766168,1.4319011e-05,0.0025088103,0.007775723,0.0026487401,4.0563233e-09,0.99998075,0.99999899,0.81943792,0.0048702094,0.0,0.0,0.0095765674,0.12396531,0.11627163,-63.427364
6480.0,6.0449867e-05,0.00033381951,0.00079860038,0.00010531896,1.3889407e-05,0.0024961049,0.0078020864,0.0026551029,4.0421919e-09,0.99998081,0.99999899,0.82336199,0.0048637963,0.0,0.0,0.0095678708,0.12304928,0.11606877,-63.44062
6560.0,5.1517072e-05,0.0003310118,0.00078785483,0.00010302793,1.3472983e-05,0.0024834063,0.0078282375,0.0026612121,4.028859e-09,0.99998087,0.99999899,0.82713515,0.0048577068,0.0,0.0,0.0095596435,0.12214071,0.11588414,-63.453175
6640.0,4.3901069e-05,0.00032823291,0.00077724882,0.0001007877,1.3069381e-05,0.0024707173,0.0078541767,0.0026670725,4.0162464e-09,0.99998093,0.99999899,0.8307631,0.004851955,0.0,0.0,0.0095518418,0.12123961,0.11571521,-63.465088
6720.0,3.7413505e-05,0.00032548275,0.00076678168,9.8597309e-05,1.2678232e-05,0.0024580401,0.0078799026,0.0026726883,4.0042969e-09,0.99998099,0.99999899,0.83425146,0.0048465119,0.0,0.0,0.009544434,0.12034598,0.11555999,-63.47641
6800.0,3.1879052e-05,0.0003227611,0.00075645285,9.645582e-05,1.2299157e-05,0.0024453776,0.0079054143,0.0026780646,3.9929566e-09,0.99998099,0.99999899,0.8376056,0.0048413048,0.0,0.0,0.0095373876,0.11945984,0.11541658,-63.487186
6880.0,2.7168266e-05,0.00032006786,0.00074626144,9.4362309e-05,1.1931801e-05,0.0024327319,0.0079307128,0.0026832053,3.9821839e-09,0.99998105,0.99999905,0.84083056,0.004836305,0.0,0.0,0.0095306803,0.11858118,0.11528368,-63.497452
6960.0,2.3142497e-05,0.00031740285,0.00073620677,9.2315808e-05,1.1575826e-05,0.0024201057,0.0079557961,0.002688115,3.971933e-09,0.99998111,0.99999905,0.84393144,0.0048315688,0.0,0.0,0.0095242858,0.11770999,0.1151598,-63.507248
7040.0,1.9717601e-05,0.00031476587,0.00072628772,9.0315392e-05,1.1230901e-05,0.0024075012,0.0079806643,0.0026927975,3.9621746e-09,0.99998116,0.99999905,0.84691286,0.004827152,0.0,0.0,0.0095181884,0.11684628,0.11504416,-63.516594
7120.0,1.6800917e-05,0.00031215674,0.00071650353,8.8360146e-05,1.0896692e-05,0.0023949207,0.0080053192,0.0026972573,3.9528802e-09,0.99998122,0.99999905,0.84977943,0.0048229345,0.0,0.0,0.0095123695,0.11599002,0.11493582,-63.525517
7200.0,1.4316966e-05,0.00030957532,0.00070685317,8.6449196e-05,1.0572873e-05,0.0023823662,0.0080297589,0.0027014986,3.9440269e-09,0.99998122,0.99999905,0.85253561,0.0048187668,0.0,0.0,0.009506817,0.11514121,0.11483403,-63.534035
7280.0,1.2209279e-05,0.0003070214,0.00069733564,8.4581632e-05,1.0259133e-05,0.0023698397,0.0080539836,0.0027055249,3.935595e-09,0.99998128,0.99999905,0.85518557,0.0048146523,0.0,0.0,0.0095015187,0.11429983,0.11473826,-63.542171
7360.0,1.0417546e-05,0.00030449475,0.00068794994,8.2756531e-05,9.9551517e-06,0.0023573437,0.0080779949,0.0027093405,3.9275569e-09,0.99998128,0.99999905,0.85773343,0.0048109642,0.0,0.0,0.0094964607,0.11346587,0.1146479,-63.549942
7440.0,8.8929028e-06,0.0003019952,0.0006786951,8.0972997e-05,9.6606227e-06,0.0023448796,0.0081017921,0.0027129494,3.9198933e-09,0.99998134,0.99999905,0.86018312,0.0048078867,0.0,0.0,0.0094916327,0.1126393,0.11456245,-63.557362
7520.0,7.6101501e-06,0.00029952257,0.00066956982,7.9230223e-05,9.3752924e-06,0.0023324499,0.008125375,0.002716355,3.9126027e-09,0.9999814,0.99999905,0.86253834,0.0048046522,0.0,0.0,0.009487031,0.11182011,0.11448175,-63.564438
7600.0,6.527669e-06,0.00029707665,0.00066057313,7.7527344e-05,9.0988751e-06,0.0023200561,0.0081487447,0.0027195616,3.9056669e-09,0.9999814,0.99999905,0.86480284,0.0048013977,0.0,0.0,0.0094826473,0.11100828,0.11440533,-63.571186
7680.0,5.6051108e-06,0.00029465722,0.0006517038,7.5863492e-05,8.831099e-06,0.0023077002,0.0081719011,0.0027225723,3.8990686e-09,0.99998146,0.99999905,0.86697996,0.0047981855,0.0,0.0,0.0094784712,0.11020378,0.11433279,-63.577614
7760.0,4.8126017e-06,0.00029226413,0.00064296083,7.4237847e-05,8.5716974e-06,0.0022953842,0.0081948452,0.0027253914,3.8927941e-09,0.99998146,0.99999905,0.86907315,0.0047950465,0.0,0.0,0.0094744973,0.10940659,0.11426378,-63.583733
7840.0,4.1665503e-06,0.00028989709,0.00063434278,7.26496e-05,8.320405e-06,0.0022831094,0.0082175778,0.0027280219,3.8868495e-09,0.99998152,0.99999905,0.87108564,0.0047916453,0.0,0.0,0.0094707226,0.10861669,0.11419862,-63.589546
7920.0,3.6180766e-06,0.00028755594,0.00062584871,7.1097922e-05,8.0769532e-06,0.0022708778,0.0082400991,0.0027304678,3.8812087e-09,0.99998152,0.99999905,0.87302047,0.0047884439,0.0,0.0,0.009467137,0.10783404,0.11413671,-63.595078
8000.0,3.1344296e-06,0.0002852405,0.00061747746,6.9581976e-05,7.8410731e-06,0.002258691,0.008262408,0.0027327323,3.8758508e-09,0.99998152,0.99999905,0.87488067,0.0047858804,0.0,0.0,0.0094637284,0.10705864,0.11407766,-63.60033
8080.0,2.7195167e-06,0.00028295055,0.00060922781,6.8101072e-05,7.6125602e-06,0.0022465507,0.0082845083,0.002734819,3.870785e-09,0.99998158,0.99999905,0.87666911,0.0047836187,0.0,0.0,0.0094605032,0.10629043,0.11402155,-63.605309
8160.0,2.3789394e-06,0.0002806859,0.00060109847,6.6654538e-05,7.3912238e-06,0.002234458,0.0083063981,0.0027367312,3.8660213e-09,0.99998158,0.99999905,0.87838846,0.0047813319,0.0,0.0,0.0094574681,0.10552941,0.11396851,-63.609989
8240.0,2.0799769e-06,0.00027844633,0.00059308828,6.5241627e-05,7.1768231e-06,0.0022224144,0.0083280792,0.0027384725,3.8615418e-09,0.99998158,0.99999905,0.88004142,0.0047795931,0.0,0.0,0.0094546154,0.10477554,0.1139181,-63.614388
8320.0,1.8043293e-06,0.00027623167,0.00058519613,6.3861662e-05,6.9691528e-06,0.0022104215,0.0083495518,0.0027400462,3.8573424e-09,0.99998164,0.99999905,0.8816306,0.004778666,0.0,0.0,0.0094519472,0.10402879,0.11387014,-63.618504
8400.0,1.5722907e-06,0.00027404167,0.00057742058,6.251366e-05,6.7679448e-06,0.002198481,0.0083708167,0.0027414553,3.8534136e-09,0.99998164,0.99999905,0.88315833,0.0047773239,0.0,0.0,0.0094494466,0.10328913,0.1138249,-63.622356
8480.0,1.3694913e-06,0.00027187611,0.00056976045,6.1196923e-05,6.572996e-06,0.0021865945,0.0083918748,0.0027427035,3.849749e-09,0.99998164,0.99999905,0.88462698,0.0047755614,0.0,0.0,0.0094471127,0.10255654,0.11378218,-63.625957
